type,area,price,winery_name,vintage,size,name,info,internal_notes
WHITE,, 45.00,RENATO BOVERI VIGNAIOLO,2019,BOTTLE,DERTHONA TIMORASSO,,
WHITE,3-3, 35.00,SARAJA,2021,BOTTLE,VERMENTINO DIGALLURA KRAMORI D.O.C.G. SUPERIORE,,
WHITE,, 65.00,SARAJA,2021,MAGNUM,VERMENTINO DI GALLURA KRAMORI D.O.C.G. SUPERIORE,,
WHITE,3-3, 30.00,SARAJA,2022,BOTTLE,VERMENTINO DI GALLURA TARRA NOA D.O.C.G.,,
WHITE,, 35.00,STRASSERHOF,2022,BOTTLE,GRÜNER VELTLINER VALLE ISARCO,,
WHITE,, 45.00,STRASSERHOF,2022,BOTTLE,RIESLING A.A. VALLE ISARCO D.O.C.,,
WHITE,, 45.00,STRASSERHOF,2022,BOTTLE,SYLVANER VALLE ISARCO,,
WHITE,SOPRA FRIGO 1, 30.00,TASCA D'ALMERITA,2022,BOTTLE,CAVALLO DELLE FATE GRILLO D.O.C.,,
WHITE,SOPRA FRIGO 1, 75.00,TASCA D'ALMERITA,2020,BOTTLE,CHARDONNAY VIGNA SAN FRANCESCO,,
WHITE,SOPRA FRIGO 1, 45.00,TASCA D'ALMERITA,2022,BOTTLE,DYDIME MALVASIA I.G.T. SALINA,,
WHITE,SOPRA FRIGO 1, 25.00,TASCA D'ALMERITA,2020,BOTTLE,GUARNACCIO PERRICONE D.O.C.,,
WHITE,SOPRA FRIGO 1, 45.00,TASCA D'ALMERITA,2020,BOTTLE,NOZZE D'ORO D.O.C.,,
WHITE,SCAFFALE , 35.00,TENUTA KLOSTERHOF,,BOTTLE,ACAPELLA PINOT BIANCO,,
WHITE,FRIGO MESCITA, 30.00,TENUTA ROTTENSTEINER,2022,BOTTLE,GEWÜRZTRAMINER D.O.C.,,
WHITE,3, 30.00,VIGNAMATO,2021,BOTTLE,CASTELLI DI JESI CLASSICO SUPERIORE D.O.C.,,
WHITE,3-3, 40.00,VIGNETI MASSA,2021,BOTTLE,DERTHONA Tappo a Vite,,
WHITE,, 150.00,ALPHONSE MELLOT,2021,BOTTLE,LES ROMAINS SANCERRE BLANC VIELLES VIGNES,,
WHITE,3-2, 85.00,ALPHONSE MELLOT,2021,BOTTLE,SANCERRE LA MOUSSIÉRE,,
WHITE,3-2, 50.00,BASSERMAN JORDAM,2020,BOTTLE,RIESLING FORST,,
WHITE,FRIGO MESCITA, 35.00,BISHOP'S LEAP,2021,BOTTLE,SAUVIGNON BLANC,,
WHITE,, 150.00,BLANCHO,2020,BOTTLE,CHABLIS GRAND CRU,,
WHITE,, 170.00,VAILLONS,2003,BOTTLE,CHABLIS PREMIER CRU,,
WHITE,, 90.00,OPOKA,2020,BOTTLE,CHARDONNAY,,
WHITE,3-2, 45.00,CHATEAU GRAVAS,2019,BOTTLE,SAUTERNES,,
WHITE,3-2, 60.00,CHATEAU SUDUIRAUT,2016,BOTTLE,CASTELNAUDE SUDUIRAUT SAUTERNES,,
WHITE,3-1, 60.00,CHAUDE ECUELLE,2020,BOTTLE,CHABLIS,,
WHITE,3-1, 60.00,CLOUS DU MOULIN AUX MOINES,2021,BOTTLE,BOURGOGNE ALIGOTE',,
WHITE,, 110.00,DENIS JEANDEAU,2020,BOTTLE,VIELLES VIGNES POULLYFUISSE’,,
WHITE,, 350.00,DIDIER DAGUENEAU,2019,BOTTLE,BUISSON RENARD,,
WHITE,, 350.00,DIDIER DAGUENEAU,2020,BOTTLE,SILEX POULLY FUME’,,
WHITE,3-2, 30.00,DOMAIN HOUCHART,2022,BOTTLE,COTES DE PROVENCE TRADITION ROSE',,
WHITE,3-1, 55.00,DOMAINE BOUCHIE',2021,BOTTLE,POULLYFUME' LA RENARDIERE,,
WHITE,, 75.00,DOMAINE D’ELISE,2021,BOTTLE,CHABLIS PREMIER CRU COTE DE LECHET,,
WHITE,, 65.00,DOMAINE DE BEAUMONT,2020,BOTTLE,VOUVRAY SEC DE LES PROMENARDS,,
WHITE,3-1, 50.00,DOMAINE DE BEL AIR,2021,BOTTLE,POULLYFUME',,
WHITE,3-1, 75.00,DOMAINE DELAPORTE,2022,BOTTLE,SANCERRE CHAVIGNOL BLANC,,
WHITE,, 80.00,DOMAINE MIA,2020,BOTTLE,BOURGOGNE CHARDONNAY,,
WHITE,, 100.00,DOMAINE PHILIPPE CHAVY,2021,BOTTLE,BOURGOGNE CHARDONNAY,,
WHITE,, 230.00,DOMAINE PHILIPPE CHAVY,2021,BOTTLE,MERSAULT VIELLES VIGNES,,
WHITE,3-1, 90.00,DOMAINE SEBASTIEN DAMPT,2021,BOTTLE,CHABLIS PREMIER CRU COTE DE LECHET,,
WHITE,, 80.00,DOMAINE SERVIN,2020,BOTTLE,CHABLIS SÉLECTION MASSALE,,
WHITE,3-1, 60.00,DOMAINE SERVIN,2020,BOTTLE,CHABLIS,,
WHITE,, 85.00,DOMAINE YVON & LAURENT VOCORET,2021,BOTTLE,CHABLIS PREMIER CRUFOURCHAUME,,
WHITE,, 65.00,DURRBACH MOIN,,BOTTLE,BOURGOGNE ALIGOTE',,
WHITE,3-2, 65.00,FRANCOIS CHIDANE,2020,BOTTLE,LES ARGILES BIO,,
WHITE,3-1, 55.00,GILBERT PICQ,2021,BOTTLE,CHABLIS,,
WHITE,, 35.00,GUNDERLOCH,2018,BOTTLE,RED STONE RIESLING TROCKEN,,
WHITE,3-1, 60.00,GUY & YVAN DUFOULEUR,2020,BOTTLE,BOURGOGNE HAUTESCÓTES DE NUITS BLANCDEMOSEILLE HUGUETTE,,
WHITE,FRIGO MESCITA, 30.00,J. HOFSTÄTTER,2022,BOTTLE,DR. FISCHERRIESLING TROCKEN MOSEL,,
WHITE,FRIGO MESCITA, 30.00,J. HOFSTÄTTER,2022,BOTTLE,DR. FISCHER GEWÜRZTRAMINER,,
WHITE,FR MES, 40.00,LEONARDO PALCIC,2019,BOTTLE,MALVASIA ISTRIANA,,
WHITE,FR MES, 35.00,LEONARDO PALCIC,2021,BOTTLE,MALVASIA ISTRIANA PRIMO TAIO,,
WHITE,SCAFFALE, 40.00,LES CHEMINS DE BASSAC,2021,BOTTLE,ROUSSANNE CHEMINS DE BASSAC,,
WHITE,3-2, 40.00,MARCUS MOLITOR,2020,BOTTLE,MOSEL HAUS KLOSTERBERG RIESLING QBA TROCKEN,,
WHITE,, 35.00,MARCUS MOLITOR,2020,BOTTLE,MOSEL HAUS KLOSTERBERG RIESLING QBA TROCKEN,,
WHITE,4-1, 60.00,MARJAN SIMCIC,2020,BOTTLE,PINOT GRIGIO CRU SELECTION,,
WHITE,4-1, 35.00,MARJAN SIMCIC,2022,BOTTLE,RIBOLLA,,
WHITE,4-1, 35.00,MARJAN SIMCIC,2022,BOTTLE,CHARDONNAY,,
WHITE,4-1, 60.00,MARJAN SIMCIC,2020,BOTTLE,RIBOLLA CRU SELECTION,,
WHITE,4-2, 80.00,MARJAN SIMCIC,2019,BOTTLE,RIBOLLA GIALLA OPOKA,,
WHITE,, 60.00,MARJAN SIMCIC,2020,BOTTLE,SAUVIGNON BLANC CRU SELECTION,,
WHITE,4-2, 85.00,MARJAN SIMCIC,2019,BOTTLE,SAUVIGNON VERT OPOKA,,
WHITE,, 35.00,MEINKLANG,2022,BOTTLE,EPIC,,
WHITE,3-2, 25.00,MOULIN DE GASSAC,,BOTTLE,CHARDONNAY PAYS D' OC,,
WHITE,3-1, 60.00,PIERRICK BOULEY,2020,BOTTLE,BOURGOGNE ALIGOTE',,
WHITE,3-1, 80.00,ROY PREVOSTAT & FILS,2020,BOTTLE,CHABLIS VIEILLES VIGNES,,
WHITE,3-2, 35.00,SCHLOSS REINHARTHAUSEN,2021,BOTTLE,RIESLING TROCKEN BOP,,
WHITE,3-1, 60.00,SERGE DAGUENEAU,2022,BOTTLE,POILLY FUME'BLANC,,
WHITE,SCAFFALE, 35.00,STEPHANE DELETTRE,2020,BOTTLE,C'EST COMME CA,,
WHITE,3-2, 45.00,SUDUIRAUT,2019,BOTTLE,BLANC SEC DE SUDUIRAUT,,
WHITE,, 135.00,TARDIEU,2021,BOTTLE,LAURENTCHÂTEAUNEUF DU PAPE,,
WHITE,, 60.00,THIUBAUT HENRION,2019,BOTTLE,VDF BLANC CUVEE JOJO CHENIN,,
WHITE,3-2, 65.00,VINCENT PINARD,2021,BOTTLE,SANCERRE FLORES,,
WHITE,, 75.00,WEINGUT MICHI LORENZ,2021,BOTTLE,SCHIST HAPPENS,,
WHITE,, 55.00,WEINGUT MOLITOR,2019,BOTTLE,RIESLING ALTE REBEN TROCKEN,,
WHITE,FRIGO MESCITA, 40.00,WEINGUT RAUEN,,BOTTLE,RIESLING NEUGBERG TROKEN,,
RED,, 30.00,ANTICA MASSERIA VENDITTI,2019,BOTTLE,VANDARI FALANGHINA D.O.C.,,
RED,SCAFFALE, 35.00,ARGIOLAS,,BOTTLE,COSTERA CANNONAU D.O.C.,,
RED,BOTTIGLIERA, 140.00,BANFI,2001,BOTTLE,BRUNELLO DI MONTALCINO S.O.C.G. POGGIO ALLE MURA,,
RED,4 SCAFFALE 2 MAGAZZINO, 95.00,LE COSTE DI MONFORTE,2018,BOTTLE,BAROLO  D.O.C.G.,,
RED,4 SCAFFALE 2 MAGAZZINO, 35.00,BOSCHIS FRANCESCO,2020,BOTTLE,DOGLIANI SUPERIORE PIANEZZO VIGNA SORI' SAN MARTINO D.O.C.G.,,
RED,SCAFFALE, 45.00,CASTELLO DI AMA,2020,BOTTLE,AMA CHIANTI CLASSICO D.O.C.G.,,
RED,SCATOLA, 48.00,CASTELLO DI AMA,2021,BOTTLE,IL CHIUSO I.G.T.,,
RED,4 BOTTIGLIERA 2 SCATOLA, 95.00,CASTELLO DI AMA,2019,BOTTLE,SAN LORENZO GRAN SELEZIONED.O.C.G.,,
RED,BOTTIGLIERA, 190.00,CASTELLO DI AMA,2019,MAGNUM,SAN LORENZO GRAN SELEZIONED.O.C.G.,,
RED,SCAFFALE, 85.00,CASTELLO DI VERDUNO,2019,BOTTLE,RABAJA'    BAS BARBARESCO D.O.C.G.,,
RED,BOTTIGLIERA, 80.00,CERETTO,2020,BOTTLE,BARBARESCO D.O.C.G. BIO,,
RED,BOTTIGLIERA, 35.00,CERETTO,2021,BOTTLE,BARBERA D'ALBA D.O.C. PIANA BIO,,
RED,BOTTIGLIERA, 95.00,CERETTO,2019,BOTTLE,BAROLO D.O.C.G. BIO,,
RED,BOTTIGLIERA, 45.00,CERETTO,2021,BOTTLE,NEBBIOL0 D'ALBA D.O.C. BERNARDINA BIO,,
RED,4 SCAFFALE 2 MAGAZZINO, 38.00,COLTERENZIO,2020,BOTTLE,LAGREIN D.O.C. RISERVA MANTSCH,,
RED,4 SCAFFALE 2 MAGAZZINO, 38.00,COLTERENZIO,2020,BOTTLE,PINOT NERO D.O.C. RISERVA ST. DANIEL,,
RED,SOPRA FRIGO, 85.00,COLTERENZIO,2020,MAGNUM,PINOT NERO D.O.C. RISERVA ST. DANIEL,,
RED,BOTTIGLIERA-MAG, 25.00,GIUSEPPE CORTESE,,BOTTLE,DOLCETTO D’ALBA D.O.C.,,
RED,SCAFFALE, 48.00,HARTMANN DONA',2020,BOTTLE,SCHIAVA GRANITO,,
RED,4 SCAFFALE 2 MAGAZZINO, 75.00,HOFSTATTER,2020,BOTTLE,PINOT NERO RISERVA MAZON D.O.C..,,
RED,, 35.00,LES CRETES,2022,BOTTLE,PINOT NERO,,
RED,, 40.00,LES CRETES,2019,BOTTLE,SYRAH D.O.P. COTEAU LA TOUR,,
RED,4 SCAFFALE 2 MAGAZZINO, 35.00,MASARI,,BOTTLE,PINOT NERO COSTANERA NERO VENETO I.G.T. BIO,,
RED,SCAFFALE, 195.00,MASI,2003,BOTTLE,AMARONE DELLA VALPOLICELLA CLASSICO D.O.C. COSTASERA,,
RED,SCAFFALE, 190.00,MASI,2004,BOTTLE,AMARONE DELLA VALPOLICELLA CLASSICO D.O.C. COSTASERA,,
RED,SCAFFALE, 95.00,MASI,2017,BOTTLE,AMARONE DELLA VALPOLICELLA CLASSICO D.O.C.G. COSTASERA    /18,,
RED,SCAFFALE, 220.00,MASI,2005,BOTTLE,AMARONE DELLA VALPOLICELLA CLASSICO RISERVA D.O.C. COSTASERA,,
RED,SCAFFALE 3, 35.00,MASI,,BOTTLE,CAMPOFIORIN ROSSO DEL VERONESE I.G.T. DOPPIA FERMENTAZIONE,,
RED,4 SCAFFALE 2 MAGAZZINO, 35.00,MASÙT DA RIVE,2021,BOTTLE,SASSIROSSI ISONZO D.O.C.,,
RED,, 30.00,MONTE BRECALE,2022,BOTTLE,AMMONITE ROSSO I.G.T.,,
RED,SCAFFALE, 30.00,OTTOMANI,,BOTTLE,CHIANTI COLLI FIORENTINI D.O.C.G.,,
RED,SCAFFALE, 65.00,OTTOMANI,,BOTTLE,L'ANFORA VARIETA' ANTICHE TOSCANA I.G.T. BIO,,
RED,, 60.00,PARASCHOS,2017,BOTTLE,MERLOT,,
RED,BOTTIGLIERA, 110.00,PIEROPAN,2017,BOTTLE,AMARONE DELLA VALPOLICELLA VIGNA GARZON D.O.C.G.,,
RED,BOTTIGLIERA, 40.00,PIEROPAN,2020,BOTTLE,VALPOLICELLA SUPERIORE S.O.C. RUBERPAN,,
RED,4 SCAFFALE 2 MAGAZZINO, 45.00,PIETRO CACIORNIA,2021,BOTTLE,ETNA ROSSO CIAURIA D.O.C.,,
RED,SCAFFALE, 30.00,POGGIO SCALETTE,2021,BOTTLE,CHIANTI CLASSICO D.O.C.G.,,
RED,SCAFFALE, 180.00,QUINTARELLI GIUSEPPE,2015,BOTTLE,VALPOLICELLA D.O.C. SUPERIORE,,
RED,4 SCAFFALE 2 MAGAZZINO, 55.00,RONCO SEVERO,2019,BOTTLE,REFOSCO DAL PEDUNCOLO ROSSO COLLI ORIENTALI D.O.C.,,
RED,BOTTIGLIERA-MAG, 30.00,RUBINELLI VAJOL,,BOTTLE,VALPOLICELLA CLASSICO D.O.C.,,
RED,4 SCAFFALE 2 MAGAZZINO, 40.00,SARAJA,2019,BOTTLE,CANNONAU DI SARDEGNA AISITTA' D.O.C.  RISERVA,,
RED,SCAFFALE, 25.00,SARAJA,2021,BOTTLE,CANNONAU DI SARDEGNA INKIBI,,
RED,, 30.00,TASCA D'ALMERITA,2021,BOTTLE,FRAPPATO D.O.C.,,
RED,SOPRA FRIGO, 30.00,TASCA D'ALMERITA,2020,BOTTLE,GUARNACCIO PERRICONE D.O.C.,,
RED,SCAFFALE, 30.00,TENUTA KLOSTERHOF,,BOTTLE,PLANTADITSCH KALTERERSEE CLASSICO SUPERIORE,,
RED,4 SCAFFALE 2 MAGAZZINO, 30.00,TENUTA ROTTENSTEINER,2021,BOTTLE,BLAUBURGUNDER D.O.C.,,
RED,, 50.00,TOBLINO,2018,BOTTLE,LAS LAGREIN TRENTINO BIO D.O.C.,,
RED,4 SCAFFALE 2 MAGAZZINO, 35.00,VILLA SPINOSA,2018,BOTTLE,RIPASSO VALPOLICELLA JAGO CLASSICO SUPERIORE D.O.C.,,
RED,SCAFFALE, 45.00,ZENATO,2015,BOTTLE,RIPASSA VALPOLICELLA RIPASSO D.O.C. SUPERIORE,,
RED,4 SCAFFALE 2 MAGAZZINO, 70.00,C. PALOUMEY,2016,BOTTLE,HAUTMEDOC CRU BOURGEOUS,,
RED,SCAFFALE 2, 120.00,CHATEAU CANTENAC BROWN,2016,BOTTLE,LE BRIO DE CANTENAC BROWN MARGAUX,,
RED,SCAFFALE 2, 60.00,CHÂTEAU PEY LA TOUR,2018,BOTTLE,BORDEAUX SUPÉRIEUR    RESERVE DU CHATEAU,,
RED,4 SCAFFALE 2 MAGAZZINO, 110.00,CLOS ST. JEAN,2020,BOTTLE,CHATEAUNEUFDUPAPE ROUGE,,
RED,4 SCAFFALE 2 MAGAZZINO, 45.00,DOMAINE DU HAUT PERRON,2015,BOTTLE,TOURAINE CHENONCEAUX ROUGE,,
RED,4 SCAFFALE 2 MAGAZZINO, 55.00,DOMAINE GALLETY,2017,BOTTLE,ROUGE,,
RED,SCAFFALE 3, 65.00,DOMAINE GUY & YVAN DUFOULEUR,2018,BOTTLE,LES GOLLARDES SAVIGNY LES BEAUNE AOC,,
RED,4 SCAFFALE 2 MAGAZZINO, 55.00,DOMAINE RATTE,,BOTTLE,CLOS MAIRE ARBOIS,,
RED,SCAFFALE 2, 80.00,DOMAINE STEPHANE MAGNIEN,2021,BOTTLE,COTEAUX BOURGUIGNOS,,
RED,SCAFFALE, 65.00,JEINNIARD ALAIN,2019,BOTTLE,QUINTESSENCE BOURGOGNE,,
RED,SCAFFALE 2, 35.00,MARJAN SIMCIC,2018,BOTTLE,CABERNET SAUVIGNON,,
RED,4 SCAFFALE 2 MAGAZZINO, 70.00,NICOLAS ROSSIGNOL,2019,BOTTLE,BOURGOGNE PINOT NOIR,,
RED,SCAFFALE, 280.00,NICOLAS ROSSIGNOL,2019,BOTTLE,VOLNAY CLOS DE ANGELES 1er Cru,,
RED,SCAFFALE, 250.00,POMMARD,2019,BOTTLE,NOIZONS,,
RED,BOTTIGLIERA, 90.00,TORO ALBALA',1999,BOTTLE,MONTILLA MORILES DON PX GRAN RISERVA,,
RED,, 50.00,YVAN BERNARD,2022,BOTTLE,BANLIEUE ROUGE,,
