external_id,name,winery_name,type,storage_area,size,vintage,price,info,quantity,internal_notes
89.0,Pinot Grigio Puiten ,Kellerei Schreckbichl,,,BOTTLE,2020.0,3600.0,,7,"purchase_price:  10.20 € , supplier: WD, retail_price:  20.53 € , glass_price:  € 6.00 "
90.0,Pinot Grigio Riserva Giatl,Weingut Peter Zemmer,,,BOTTLE,2020.0,4600.0,,10,"purchase_price:  16.90 € , supplier: WD, retail_price:  34.02 € , glass_price:  € 7.67 "
91.0,Müller Thurgau Sass Rigais,Weingut Manni Nössing,,,BOTTLE,2022.0,3900.0,,17,"purchase_price:  10.50 € , supplier: FW, retail_price:  21.14 € , glass_price:  € 6.50 "
92.0,Müller Thurgau Vigna Feldmarschall,Schlosskellerei Tiefenbrunner,,,BOTTLE,2020.0,6900.0,,16,"purchase_price:  33.25 € , supplier: FW, retail_price:  66.93 € , glass_price:  € 11.50 "
93.0,Müller Thurgau Vigna Feldmarschall,Schlosskellerei Tiefenbrunner,,,BOTTLE,2010.0,7500.0,,3,"purchase_price:  28.75 € , supplier: FW, retail_price:  57.87 € , glass_price:  € 12.50 "
94.0,Vigna Feldmarschall Vendemia Tardiva,Schlosskellerei Tiefenbrunner,,,BOTTLE,2016.0,7600.0,,3,"purchase_price:  75.00 € , supplier: Cuzziol, retail_price:  150.98 € , glass_price:  € 12.67 "
95.0,Kerner Karneid,Weingut Franz Gojer,,,BOTTLE,2022.0,3900.0,,11,"purchase_price:  9.95 € , supplier: WD, retail_price:  20.03 € , glass_price:  € 6.50 "
96.0,Kerner Aurona,Kellerei Laimburg,,,BOTTLE,2015.0,5200.0,,5,"purchase_price:  16.90 € , supplier: WD, retail_price:  34.02 € , glass_price:  € 8.67 "
97.0,Kerner ,Rielinger,,,BOTTLE,2022.0,4000.0,,10,"purchase_price:  13.60 € , supplier: WD, retail_price:  27.38 € , glass_price:  € 6.67 "
98.0,Kerner ,Weingut Villscheiderhof,,,BOTTLE,2022.0,3600.0,,14,"purchase_price:  9.90 € , supplier: WD, retail_price:  19.93 € , glass_price:  € 6.00 "
99.0,Grüner Veltliner Hautnah,Weingut Garlider,,,BOTTLE,2016.0,6100.0,,2,"purchase_price:  24.60 € , supplier: WD, retail_price:  49.52 € , glass_price:  € 10.17 "
100.0,Grüner Veltliner ,Weingut Garlider,,,BOTTLE,2020.0,3900.0,,13,"purchase_price:  11.80 € , supplier: WD, retail_price:  23.75 € , glass_price:  € 6.50 "
101.0,Grüner Veltliner R,Köfererhof,,,BOTTLE,2022.0,4900.0,,11,"purchase_price:  15.90 € , supplier: WD, retail_price:  32.01 € , glass_price:  € 8.17 "
102.0,Grüner Veltliner ,Pacherhof,,,BOTTLE,2022.0,4100.0,,9,"purchase_price:  12.67 € , supplier: Karner, retail_price:  25.50 € , glass_price:  € 6.83 "
103.0,Sylvaner Alte Rebe,Weingut Pacherhof,,,BOTTLE,2019.0,5600.0,,8,"purchase_price:  20.59 € , supplier: Karner, retail_price:  41.45 € , glass_price:  € 9.33 "
104.0,Sylvaner Praepositus,Stiftskellerei Neustift,,,BOTTLE,2019.0,4200.0,,5,"purchase_price:  14.10 € , supplier: Neustift, retail_price:  28.38 € , glass_price:  € 7.00 "
105.0,Sylvaner,Weingut Thomas Dorfmann,,,BOTTLE,2019.0,4200.0,,21,"purchase_price:  14.38 € , supplier: Akos, retail_price:  28.95 € , glass_price:  € 7.00 "
106.0,Sylvaner Hautnah,Weingut Garlider,,,BOTTLE,2016.0,6100.0,,5,"purchase_price:  24.60 € , supplier: WD, retail_price:  49.52 € , glass_price:  € 10.17 "
107.2,Silvaner,Daniel Sigmund,,,BOTTLE,2021.0,4300.0,,6,"purchase_price:  13.90 € , supplier: Lebewein, retail_price:  27.98 € , glass_price:  € 7.17 "
107.3,Sylvaner,Zöhlhof,,,BOTTLE,2021.0,4300.0,,5,"purchase_price:  13.70 € , supplier: Lebewein, retail_price:  27.58 € , glass_price:  € 7.17 "
107.4,Einstein Sylvaner,Zöhlhof,,,BOTTLE,2021.0,6100.0,,3,"purchase_price:  25.00 € , supplier: Lebewein, retail_price:  50.33 € , glass_price:  € 10.17 "
107.4,Riesling,Daniel Sigmund,,,BOTTLE,2022.0,4900.0,,6,"purchase_price:  15.90 € , supplier: Lebewein, retail_price:  32.01 € , glass_price:  € 8.17 "
108.0,Riesling,Weingut Falkenstein,,,BOTTLE,2021.0,4500.0,,15,"purchase_price:  13.50 € , supplier: FW, retail_price:  27.18 € , glass_price:  € 7.50 "
109.0,Riesling private reserve (reserviert),Weingut Falkenstein,,,BOTTLE,2015.0,5500.0,,0,"purchase_price:  15.45 € , supplier: FW, retail_price:  35.00 € , glass_price:  € 9.17 "
110.0,Riesling Anadûron,Weingut Falkenstein,,,BOTTLE,2018.0,6200.0,,15,"purchase_price:  28.40 € , supplier: FW, retail_price:  35.00 € , glass_price:  € 10.33 "
111.0,Riesling Windbichl,castel Juval,,,BOTTLE,2020.0,7000.0,,9,"purchase_price:  26.90 € , supplier: WD, retail_price:  54.15 € , glass_price:  € 11.67 "
113.0,Riesling Lehengut,Weingut Lehengut,,,BOTTLE,2021.0,4000.0,,21,"purchase_price:  12.00 € , supplier: Karner, retail_price:  24.16 € , glass_price:  € 6.67 "
114.0,Riesling Dorfmann,Weingut Thomas Dorfmann,,,BOTTLE,2020.0,4100.0,,7,"purchase_price:  14.38 € , supplier: O, retail_price:  28.95 € , glass_price:  € 6.83 "
115.0,Riesling Praepositus,Stiftskellerei Neustift,,,BOTTLE,2017.0,4900.0,,2,"purchase_price:  15.50 € , supplier: Neustift, retail_price:  31.20 € , glass_price:  € 8.17 "
116.0,Riesling ,Weingut Hochklaus,,,BOTTLE,2021.0,5400.0,,37,"purchase_price:  19.50 € , supplier: Hochklaus, retail_price:  39.25 € , glass_price:  € 9.00 "
117.0,Sauvignon Voglar ,Weingut Peter Dipoli,,,BOTTLE,2020.0,4500.0,,11,"purchase_price:  15.50 € , supplier: FW, retail_price:  31.20 € , glass_price:  € 7.50 "
