ok,external_id,type,name,winery_name,storage_area,size,vintage,price,info,quantity,internal_notes,matched_name,matched_winery_name,matched_id,matched_original_id,score,,
TRUE,98,WHITE,Kerner,Weingut Villscheiderhof,,BOTTLE,2022,3600,,14,"purchase_price: 9.90 € , supplier: WD, retail_price: 19.93 € , glass_price: € 6.00",Kerner,Weingut Egidiushof,wine_01harvcmp30grpjrvq7q7x7kxb,,,,
TRUE,101,WHITE,Grüner Veltliner R,Köfererhof,,BOTTLE,2022,4900,,11,"purchase_price: 15.90 € , supplier: WD, retail_price: 32.01 € , glass_price: € 8.17",R Sylvaner,Köfererhof,wine_01h0qzm2432w6nvas45w5knk4q,X,,,
TRUE,105,WHITE,Sylvaner,Weingut Thomas Dorfmann,,BOTTLE,2019,4200,,21,"purchase_price: 14.38 € , supplier: Akos, retail_price: 28.95 € , glass_price: € 7.00",Riesling - Sylvaner,Thomas Marugg,wine_01h0my5tyamv8bq6thfvdrdte4,,,,
TRUE,107.4,WHITE,Einstein Sylvaner,Zöhlhof,,BOTTLE,2021,6100,,3,"purchase_price: 25.00 € , supplier: Lebewein, retail_price: 50.33 € , glass_price: € 10.17",Sylvaner,Zöhlhof,wine_01hn547x2jk8157d31d5y3gw9f,,,,
TRUE,107.4,WHITE,Riesling,Daniel Sigmund,,BOTTLE,2022,4900,,6,"purchase_price: 15.90 € , supplier: Lebewein, retail_price: 32.01 € , glass_price: € 8.17",Riesling,Daniel,wine_01hn54bvbxe5zbppva2x3zvgdh,,,,
TRUE,113,WHITE,Riesling Lehengut,Weingut Lehengut,,BOTTLE,2021,4000,,21,"purchase_price: 12.00 € , supplier: Karner, retail_price: 24.16 € , glass_price: € 6.67",Liebling Riesling,Weingut Fürst,wine_01hn54j4hw75dndnr4whq5sm1r,,,,
TRUE,114,WHITE,Riesling Dorfmann,Weingut Thomas Dorfmann,,BOTTLE,2020,4100,,7,"purchase_price: 14.38 € , supplier: O, retail_price: 28.95 € , glass_price: € 6.83",Kastanienbusch Riesling,Weingut Thomas Dollt,wine_01h0my5tya9rzb8m75wh56v5hc,,,,
TRUE,116,WHITE,Riesling,Weingut Hochklaus,,BOTTLE,2021,5400,,37,"purchase_price: 19.50 € , supplier: Hochklaus, retail_price: 39.25 € , glass_price: € 9.00",Liebling Riesling,Weingut Fürst,wine_01hn5599f7vbst3gqamh8ccycb,,,,
TRUE,118,SPARKLING,Sauvignon St. Valentin,Kellerei St. Michael Eppan,,BOTTLE,2020,5100,,4,"purchase_price: 17.70 € , supplier: WD, retail_price: 35.63 € , glass_price: € 8.50",St. Valentin Brut,St. Michael-Eppan,wine_01gzr4ksmvsfn18zf94zmgm0dw,,,,
TRUE,119,WHITE,Sauvignon Lafoà,Kellerei Schreckbichl,,BOTTLE,2021,5400,,14,"purchase_price: 18.90 € , supplier: Schreckbichl, retail_price: 38.05 € , glass_price: € 9.00",Sauvignon,Colterenzio (Schreckbichl),wine_01gzr4ksd91kx6d5rhyzts8a62,,,,
TRUE,138,SPARKLING,Gewürztraminer St. Valentin,Kellerei St. Michael Eppan,,BOTTLE,2021,5400,,17,"purchase_price: 19.10 € , supplier: WD, retail_price: 38.45 € , glass_price: € 9.00",St. Valentin Brut,St. Michael-Eppan,wine_01gzr4ksmv77d19k37hn5xh7nh,,,,
TRUE,142.2,WHITE,Muscaris Sulis,Weingut Edmund Pomella,,BOTTLE,2022,4400,,14,"purchase_price: 14.70 € , supplier: Pomella, retail_price: 29.59 € , glass_price: € 7.33",Muscaris,Weingut Schild,wine_01hn55m19eb8ddsyqd7c7yp5ve,,,,
TRUE,149,WHITE,TERLANER Cuvee rarity 2008,Kellerei Terlan,,BOTTLE,2008,20700,,3,"purchase_price: 108.00 € , supplier: Karner, retail_price: 217.40 € , glass_price: € 34.50",Rarity Terlaner,Terlan (Terlano),wine_01hbdnwg9520pzpkqx31n2978t,,,,
TRUE,150,WHITE,TERLANER Primo Grande Cuvee,Kellerei Terlan,,BOTTLE,2019,25000,,4,"purchase_price: 125.00 € , supplier: WD, retail_price: 251.63 € , glass_price: € 41.67",Terlaner I Primo,Terlan (Terlano),wine_01gzr4ksn5pjxvcdzw8y12kegn,,,,
TRUE,150.2,WHITE,TERLANER Primo Grande Cuvee,Kellerei Terlan,,BOTTLE,2020,27000,,2,"purchase_price: 134.00 € , supplier: OBK, retail_price: 269.74 € , glass_price: € 45.00",Terlaner I Primo,Terlan (Terlano),wine_01gzr4ksn5pjxvcdzw8y12kegn,,,,
TRUE,161,ROSE,Rose Si,Duemani,,BOTTLE,2022,5700,,12,"purchase_price: 21.50 € , supplier: WD, retail_price: 43.28 € , glass_price: € 9.50",Si Syrah,Duemani,wine_01gzr4ktfh2bf85azc2dhd9vdk,,,,
TRUE,162,RED,Lagrein Rose,Rottensteiner,,BOTTLE,2022,3500,,9,"purchase_price: 7.50 € , supplier: Karner, retail_price: 15.10 € , glass_price: € 5.83",Selezione Lagrein,Rottensteiner,wine_01h0my5t3dhqpv6qcqdx8d4t4y,,,,
TRUE,170.2,WHITE,Ribolla,Gravner,,BOTTLE,2012,14500,,3,"purchase_price: 72.10 € , supplier: Karner, retail_price: 145.14 € , glass_price: € 24.17",Riserva Ribolla,Gravner,wine_01gzr4ksd9kfp30jtsgmty7rzt,,,,
TRUE,170.2,WHITE,Ribolla,Gravner,,BOTTLE,2015,13200,,2,"purchase_price: 66.00 € , supplier: Karner, retail_price: 132.86 € , glass_price: € 22.00",Riserva Ribolla,Gravner,wine_01gzr4ksd9kfp30jtsgmty7rzt,,,,
TRUE,176,WHITE,Grillo,Caruso & M,,BOTTLE,2022,3700,,11,"purchase_price: 8.90 € , supplier: WD, retail_price: 17.92 € , glass_price: € 6.17",Timpune Grillo,Caruso & Minini,wine_01gzr4ksk79czx83812p5rpd33,,,,
TRUE,178,RED,Derthona Timorasso,Borgogno,,BOTTLE,2021,5800,,6,"purchase_price: 23.90 € , supplier: WD, retail_price: 48.11 € , glass_price: € 9.67",Derthona Borgogno,Borgogno,wine_01h0my5sw43h74myv9bsa1ycam,,,,
TRUE,179,WHITE,Derthona Timorasso Colli Torinesi,Mariotto,,BOTTLE,2021,3900,,6,"purchase_price: 10.69 € , supplier: WD, retail_price: 21.52 € , glass_price: € 6.50",Derthona,Claudio Mariotto,wine_01h0my5syg6w60z4gb2sbpj2gj,,,,
TRUE,179.5,DESSERT,Cairossa Bianco,Caiarossa,,BOTTLE,2021,5000,,2,"purchase_price: 15.50 € , supplier: Akos, retail_price: 31.20 € , glass_price: € 8.33",Grappa di Cairossa,Caiarossa,wine_01hn56mk90y94n7z448t260cyr,,,,
TRUE,181,WHITE,Riesling Alte Rebe,Karthäuserhof,,BOTTLE,2014,5500,,5,"purchase_price: 19.90 € , supplier: Michl, retail_price: 63.00 € , glass_price: € 9.17",Alte Rebe Riesling Auslese,Karthäuserhof,wine_01hawwcx7mfwbw551nhmdnrk50,,,,
TRUE,188,WHITE,Riesling Teufelskopf Erste Lage,W.E. Frank,,BOTTLE,,6300,,0,"purchase_price: 26.60 € , supplier: Michl, retail_price: 53.55 € , glass_price: € 10.50",Ludwigshöher Teufelskopf Riesling Edition ARN,W. E. Frank,wine_01gzr4ksnnwgms8f666dzaf2fh,,,,
TRUE,194,WHITE,Weissburgunder RS,Salwey,,BOTTLE,2019,4300,,11,"purchase_price: 14.50 € , supplier: Cuzziol, retail_price: 29.19 € , glass_price: € 7.17",Kaiserstuhl Weissburgunder Kabinett Trocken Prädikatswein,Salwey,wine_01hn575aq41nx04wxtktqpdvb1,,,,
TRUE,195,WHITE,Grauburgunder Henkenberg GG,Salwey,,BOTTLE,2018,6100,,3,"purchase_price: 25.90 € , supplier: Cuzziol, retail_price: 52.14 € , glass_price: € 10.17",Grauburgunder Kaiserstuhl,Salwey,wine_01hn57d94g68yf126tapjpd82b,,,,
TRUE,199,WHITE,Ried Pfeningberg Riesling 1 Lage,Proidl,,BOTTLE,2017,6500,,3,"purchase_price: 29.10 € , supplier: WD, retail_price: 58.58 € , glass_price: € 10.83",Riede Pfeningberg Reserve Riesling,Proidl,wine_01hawwcx2rrkqjc2cemq3fck97,,,,
TRUE,200,WHITE,Riesling federspiel,Weingut Knoll,,BOTTLE,2017,5200,,0,"purchase_price: 17.90 € , supplier: WD, retail_price: 36.03 € , glass_price: € 8.67",Loibner Riesling Federspiel,Weingut Knoll,wine_01h4pmmfxma7hp5kf95bdgsbrm,,,,
TRUE,203,WHITE,Chardonnay Santa Barbara,Joel Gott,,BOTTLE,2017,5700,,1,"purchase_price: 21.80 € , supplier: Michl, retail_price: 43.88 € , glass_price: € 9.50",Chardonnay,Joel Gott,wine_01hn57tsdm09q56vwv2fs9hfzx,,,,
TRUE,224,RED,Kalterersee Auslese Römigberg,Weingut Alois Lageder,,BOTTLE,2018,3600,,3,"purchase_price: 9.54 € , supplier: O, retail_price: 19.20 € , glass_price: € 6.00",Römigberg,Alois Lageder,wine_01h0my5rfeng14dh8vfksv78rd,,,,
TRUE,225,RED,Kalterersee Auslese Leuchtenberg,Kellerei Kaltern,,BOTTLE,2018,3300,,3,"purchase_price: 6.90 € , supplier: FW, retail_price: 13.89 € , glass_price: € 5.50",Leuchtenberg Kalterersee Classico Superiore,Kaltern,wine_01gzr4ksdgjjgjtmyjgwm5nrrm,,,,
TRUE,226,RED,Kalterersee Auslese Kalkofen,Weingut Baron di Pauli,,BOTTLE,2017,3600,,3,"purchase_price: 9.60 € , supplier: FW, retail_price: 19.32 € , glass_price: € 6.00",Kalterersee Auslese Bichlhof,Baron Di Pauli,wine_01h0my5sf7n7m0hrbs0t9eps36,,,,
TRUE,228,RED,Magdalener Vigna Premstrallerhof,Rottensteiner,,BOTTLE,2022,3600,,34,"purchase_price: 8.60 € , supplier: WD, retail_price: 17.31 € , glass_price: € 6.00",Vigna Premstallerhof St. Magdalener Classico,Rottensteiner,wine_01gzr4ksn0q8xfs4gv3kcar81m,,,,
TRUE,230,RED,Prior Rot,Wingut Edmund Pomella,,BOTTLE,2022,4100,,24,"purchase_price: 12.30 € , supplier: Pomella, retail_price: 24.76 € , glass_price: € 6.83",Rot,Weingut Metzger,wine_01hn590eb1v7krnnfm8kj0ypgk,,,,
TRUE,238,RED,Blauburgunder Riserva Oxenreiter,Weingut Steinhaushof,,BOTTLE,2013,5000,,5,"purchase_price: 18.50 € , supplier: WD, retail_price: 37.24 € , glass_price: € 8.33",Riserva Blauburgunder,Weingut Unterortl - Castel Juval,wine_01h4pmmg3dpz1k80qhye73jzx4,,,,
TRUE,244,RED,Blauburgunder Art,Weingut Abraham,,BOTTLE,2018,10500,,10,"purchase_price: 45.90 € , supplier: WD, retail_price: 92.40 € , glass_price: € 17.50",Blauburgunder,Weingut Abraham,wine_01h0sq48v85vrye519z3gvfn17,,,,
TRUE,249,WHITE,Curlan riserva,Kellerei Girlan,,BOTTLE,2019,14000,,4,"purchase_price: 66.50 € , supplier: FW, retail_price: 133.86 € , glass_price: € 23.33",Curlan Chardonnay Riserva,Girlan,wine_01h0qzm1pm7p3pekabgw88zacw,,,,
TRUE,260,RED,Lagrein Icona,Weingut Heiner,,BOTTLE,2020,3800,,12,"purchase_price: 11.50 € , supplier: Heiner, retail_price: 23.15 € , glass_price: € 6.33","La ""R"" LXXXI Lagrein",Heiner,wine_01hn5r4qzg9gq1gweqa7gapd83,,,,
TRUE,261,RED,Lagrein Burgum Novum,Weingut Castelfeder,,BOTTLE,2019,5100,,53,"purchase_price: 18.50 € , supplier: WD, retail_price: 37.24 € , glass_price: € 8.50",Burgum Novum Lagrein Riserva,Castelfeder,wine_01h0qsxmwg326pjr7eptg3ks27,,,,
TRUE,276,RED,Staffes Merlot Riserva,Weingut Kornell,,BOTTLE,2019,5100,,9,"purchase_price: 17.90 € , supplier: WD, retail_price: 36.03 € , glass_price: € 8.50",Staffes Merlot,Kornell,wine_01h0sq47560drjja56baway98g,,,,
TRUE,278,RED,Merlot Kressfeld,Kornell,,BOTTLE,2015,9200,,7,"purchase_price: 41.90 € , supplier: Karner, retail_price: 84.34 € , glass_price: € 15.33",Kressfeld Merlot Riserva,Kornell,wine_01havweezez7xbwrgwrh61zpah,,,,
TRUE,279,RED,Riserva Gant,Kellerei Andrian,,BOTTLE,2018,6800,,15,"purchase_price: 32.00 € , supplier: Karner, retail_price: 64.42 € , glass_price: € 11.33",Gant Merlot,Andrian,wine_01h4pmmfh81000dkhjr5nycrc7,,,,
TRUE,285,RED,Cabernet Staffes,Kornell,,BOTTLE,2020,5300,,15,"purchase_price: 17.90 € , supplier: Karner, retail_price: 36.03 € , glass_price: € 8.83",Staffes Merlot,Kornell,wine_01hn5rjvfyhgmam8ah2hetbjhc,,,,
TRUE,288,WHITE,Planties Rot,St. Quirinus,,BOTTLE,2019,6600,,18,"purchase_price: 29.90 € , supplier: WD, retail_price: 60.19 € , glass_price: € 11.00",Planties Superior Mitterberg Weiss,St Quirinus,wine_01hn5rrey1nanbd83c82r37w74,,,,
TRUE,324,WHITE,Lorenzo - Verdichio dei Castelli di Jesi,Tenuta di Fra,,BOTTLE,2019,3900,,7,"purchase_price: 12.21 € , supplier: Daniel, retail_price: 24.58 € , glass_price: € 6.50",Verdicchio dei Castelli di Jesi Classico Superiore,Tenuta di Fra',wine_01h0qzm1nfvv3qacxd3zwntsc2,,,,
TRUE,328,RED,Dolcetto d'Alba,Conterno Fantino,,BOTTLE,2021,3700,,9,"purchase_price: 8.98 € , supplier: karner, retail_price: 18.08 € , glass_price: € 6.17",Dolcetto d''Alba Bricco Bastia,Conterno Fantino,wine_01gzr4kt6x71qvr6kb0mye4ssk,,,,
TRUE,346,RED,Barolo Cannubi Boschis sibi et paucis,Sandrone Luciano,,BOTTLE,2009,18300,,1,"purchase_price: 75.00 € , supplier: FW, retail_price: 150.98 € , glass_price: € 30.50",Barolo Cannubi Boschis,Sandrone,wine_01hn5saq8qn1g5vpz9ns1j1bbe,,,,
TRUE,350,RED,Barolo Cannubi Boschis sibi et paucis Magnum,Sandrone Luciano,,MAGNUM,2009,33600,,2,"purchase_price: 155.00 € , supplier: FW, retail_price: 312.02 € , glass_price: € 56.00",Barolo Cannubi Boschis,Sandrone,wine_01hn5saq8qn1g5vpz9ns1j1bbe,,,,
TRUE,359,RED,Chianti Classico Castello Fonterutoli,Mazzei,,BOTTLE,1999,9200,,1,"purchase_price: 40.00 € , supplier: Karner, retail_price: 80.52 € , glass_price: € 15.33",Chianti Classico Gran Selezione Castello Fonterutoli,Mazzei,wine_01h0r2pqamnkrvnymbyp7p84nt,,,,
TRUE,366,RED,Caiarossa,Caiarossa,,BOTTLE,2016,8300,,1,"purchase_price: 28.00 € , supplier: Akos, retail_price: 56.36 € , glass_price: € 13.83",Aria di Caiarossa,Caiarossa,wine_01h0my5t7cpv1emvycwgzya6be,,,,
TRUE,367,RED,Caiarossa,Caiarossa,,BOTTLE,2019,8400,,12,"purchase_price: 34.00 € , supplier: Akos, retail_price: 68.44 € , glass_price: € 14.00",Aria di Caiarossa,Caiarossa,wine_01h0my5t7cpv1emvycwgzya6be,,,,
TRUE,367,RED,Caiarossa,Caiarossa,,BOTTLE,2012,8400,,13,"purchase_price: 28.00 € , supplier: Akos, retail_price: 56.36 € , glass_price: € 14.00",Aria di Caiarossa,Caiarossa,wine_01h0my5t7cpv1emvycwgzya6be,,,,
TRUE,373,RED,Insoglio del Cinghiale,Tenuta di Biserno,,BOTTLE,2021,4500,,17,"purchase_price: 15.90 € , supplier: FW, retail_price: 32.01 € , glass_price: € 7.50",Campo di Sasso Insoglio del Cinghiale,Biserno,wine_01gzr4kt7wnaxg3748nwg9bv14,,,,
TRUE,379,RED,Cabernet Franc,Duemani,,BOTTLE,2018,18000,,3,"purchase_price: 84.00 € , supplier: WD, retail_price: 169.09 € , glass_price: € 30.00",CiFRA Cabernet Franc,Duemani,wine_01gzr4ktfh8e4ne1eqt4kapfrq,,,,
TRUE,384,DESSERT,Masseto,Tenuta dell'Ornellaia,,BOTTLE,2013,98000,,2,"purchase_price: 535.00 € , supplier: Mahatma, retail_price: 1,076.96 € , glass_price: € 163.33",Passito,Tenuta Casteani,wine_01hfv4gwtds4hbaabqffvmwyyp,,,,
TRUE,385,RED,Concerto Fonterutoli,Mazzei,,BOTTLE,2018,9400,,6,"purchase_price: 45.90 € , supplier: WD, retail_price: 92.40 € , glass_price: € 15.67",Chianti Classico Gran Selezione Castello Fonterutoli,Mazzei,wine_01gzr4kt6ye8ag1rxax9t611h0,,,,
TRUE,389,RED,Aglianico del Vulture Superiore - Fontanelle Riserva,Basilisco,,BOTTLE,2013,4400,,4,"purchase_price: 15.00 € , supplier: Akos, retail_price: 30.20 € , glass_price: € 7.33",Aglianico del Vulture Superiore,Basilisco,wine_01h0my5sfvydjsr0a3q7fvtcsn,,,,
TRUE,390,RED,Aglianico del Vulture Superiore - Fontanelle Riserva,Basilisco,,BOTTLE,2015,4300,,3,"purchase_price: 15.00 € , supplier: Akos, retail_price: 30.20 € , glass_price: € 7.17",Aglianico del Vulture Superiore,Basilisco,wine_01h0my5sfvydjsr0a3q7fvtcsn,,,,
TRUE,391,RED,Montepulciano Riserva,Castorani,,BOTTLE,2017,5600,,6,"purchase_price: 17.30 € , supplier: WD, retail_price: 34.82 € , glass_price: € 9.33",Montepulciano d''Abruzzo Casauria Riserva,Castorani,wine_01hn5sx7q7ycv7mjbgwz2csn74,,,,
TRUE,392,RED,Rocce e fiori,Gianni Sinesi,,BOTTLE,2018,5800,,7,"purchase_price: 22.90 € , supplier: WD, retail_price: 46.10 € , glass_price: € 9.67",Fior Fiore Novello Rosso,Cantina Villa Gianna,wine_01hna5wbf5n281tgtw9k8qe853,,,,
TRUE,393,RED,Es,Fino Gianfranco,,BOTTLE,2021,9500,,7,"purchase_price: 46.50 € , supplier: WD, retail_price: 93.60 € , glass_price: € 15.83",Es Riserva,Gianfranco Fino,wine_01gzr4kthbhm8bfjjcw2z50av6,,,,
TRUE,396,RED,Zisola Doppiozeta Noto Rosso,Mazzei,,BOTTLE,2016,5500,,1,"purchase_price: 19.90 € , supplier: WD, retail_price: 40.06 € , glass_price: € 9.17",Tirreno Rosso,Mazzei,wine_01h0sq48xgv1q9e1639fef33en,,,,
TRUE,397,RED,Nero D´Avola Bio,Caruso e M,,BOTTLE,2020,3400,,17,"purchase_price: 8.90 € , supplier: WD, retail_price: 17.92 € , glass_price: € 5.67",Naturalmente Bio Nero d''Avola,Caruso & Minini,wine_01gzr4ksk7evm7y1c1n6pwdh60,,,,
TRUE,403,RED,"Etna Rosso - Feudo di Mezzo ""santo spirito""",Tenuta delle Terre Nere,,BOTTLE,2017,6300,,1,"purchase_price: 27.50 € , supplier: Akos, retail_price: 55.36 € , glass_price: € 10.50",Etna Santo Spirito Rosso,Tenuta delle Terre Nere,wine_01gzr4ktj419z7pn8xx273q7w8,,,,
TRUE,404,RED,"Etna Rosso - Feudo di Mezzo ""Moganazzi""",Tenuta delle Terre Nere,,BOTTLE,2018,7100,,0,"purchase_price: 34.75 € , supplier: Akos, retail_price: 69.95 € , glass_price: nan",Etna Feudo di Mezzo Il Quadro Delle Rose Rosso,Tenuta delle Terre Nere,wine_01h0my5sk90hyef7a05bveh059,,,,
TRUE,406,WHITE,Etna Bianco,Alta Mora,,BOTTLE,2020,5100,,4,"purchase_price: 16.20 € , supplier: WD, retail_price: 32.61 € , glass_price: € 8.50",Etna Bianco,Torre Mora,wine_01h0f3cmbqcy5wf1mrg9j6f6we,,,,
TRUE,412,RED,Chateau Clinet,Chateau Clinet,,BOTTLE,2014,13900,,1,"purchase_price: 74.90 € , supplier: WD, retail_price: 150.77 € , glass_price: € 23.17",Ronan by Clinet Bordeaux,Château Clinet,wine_01h4pmmgkwm6e0qshsdgnb68b1,,,,
TRUE,414,RED,Chateau Tour Haut Caussan,Medoc,,BOTTLE,2014,5300,,3,"purchase_price: 20.50 € , supplier: WD , retail_price: 41.27 € , glass_price: € 8.83",Château Moulin de la Mothe Haut-Médoc,Uni Medoc,wine_01h0my5vm1x5f3ez4f4yja0ksj,,,,
TRUE,415,RED,Chateau Citran Haut medoc,Haut Medo,,BOTTLE,2018,6000,,6,"purchase_price: 23.90 € , supplier: WD, retail_price: 48.11 € , glass_price: € 10.00",Château Moulin de la Mothe Haut-Médoc,Uni Medoc,wine_01h0my5sa4tjan1y3t0dv9wzcf,,,,
TRUE,416,RED,Chateau Citran Haut medoc,Haut Medo,,BOTTLE,2009,7500,,5,"purchase_price: 33.00 € , supplier: WD, retail_price: 66.43 € , glass_price: € 12.50",Château Moulin de la Mothe Haut-Médoc,Uni Medoc,wine_01h0my5sa4tjan1y3t0dv9wzcf,,,,
TRUE,416,RED,Chateau Dassault,Chateau Dassault,,BOTTLE,1999,11900,,2,"purchase_price: 51.90 € , supplier: WD, retail_price: 104.47 € , glass_price: € 19.83",Le D de Dassault Saint-Émilion Grand Cru,Château Dassault,wine_01gzr4ktnq0av912m4jbn32c47,,,,
TRUE,417,RED,Chateau Pontet Canet,Chateau Pontet Canet,,BOTTLE,2018,23900,,2,"purchase_price: 119.00 € , supplier: WD, retail_price: 239.55 € , glass_price: € 39.83",Les Hauts de Pontet-Canet Pauillac,Château Pontet-Canet,wine_01gzr4ksd1fghmpgth14apkphe,,,,
TRUE,418,RED,Chateau La Couspaude,Chateau La Couspaude,,BOTTLE,2009,11000,,2,"purchase_price: 49.90 € , supplier: WD, retail_price: 100.45 € , glass_price: € 18.33",Héritage de La Couspaude Bordeaux Supérieur,Château La Couspaude,wine_01gzr4kt1kq3f31rt79smt7v8v,,,,
TRUE,421,DESSERT,Les Bonneveaux,P´Tit Domain,,BOTTLE,2019,7400,,5,"purchase_price: 36.90 € , supplier: WD, retail_price: 74.28 € , glass_price: € 12.33",Bonnezeaux Les Ruaux,Domaine de Terrebrune,wine_01hna7fjy5ghsthb0h80j9vaww,,,,
TRUE,422,WHITE,La Rocheuse,Domaine d`Accent,,BOTTLE,2020,4500,,1,"purchase_price: 14.90 € , supplier: Vinum, retail_price: 29.99 € , glass_price: € 7.50",Pouilly-Fuissé Sur La Rochette,Domaine Cheveau,wine_01hna7pr4yskayqpcshbns00vc,,,,
TRUE,422,WHITE,Chateau Musar Red,Chateau Musar,,BOTTLE,2012,8200,,6,"purchase_price: 36.90 € , supplier: WD, retail_price: 74.28 € , glass_price: € 13.67",Château Musar Blanc,Château Musar,wine_01gzr4ksd6e1z722yv7tsczw7d,,,,
TRUE,425,RED,Caro Malbec Cab. S.,Bodegas Caro,,BOTTLE,2018,9400,,5,"purchase_price: 45.90 € , supplier: WD, retail_price: 92.40 € , glass_price: € 15.67",Cariñena Viñas Viejas Care Ordesa Centenario,Bodegas Care,wine_01gzr4ksd65yv0p4hc502apz76,,,,
TRUE,426,ROSE,Rioja Riserva,Heredia Tondonia,,BOTTLE,2006,6900,,0,"purchase_price: 31.90 € , supplier: WD, retail_price: 64.21 € , glass_price: € 11.50",Gran Reserva Rosado,R. López de Heredia,wine_01gzr4ksd21wx2n5j628xeere3,,,,
TRUE,427,RED,Rioja Riserva Vina Ardanza,la Rioja Alta,,BOTTLE,2012,5600,,2,"purchase_price: 18.00 € , supplier: Michl, retail_price: 36.23 € , glass_price: € 9.33",Rioja Reserva Bikaña,La Rioja Alta,wine_01gzr4kt1h21rdyz297k2gm655,,,,
TRUE,428,RED,Ribera del Duero,AALTO,,BOTTLE,2020,9000,,3,"purchase_price: 41.50 € , supplier: WD, retail_price: 83.54 € , glass_price: € 15.00",Cielo del Sur Merlot,Alto Roble,wine_01havwee6jxwzyjkc44wsakz9b,,,,
TRUE,429,RED,Mother's Milk Shiraz,First Drop,,BOTTLE,2019,5600,,2,"purchase_price: 21.00 € , supplier: WD, retail_price: 42.27 € , glass_price: nan",Two Percent Shiraz,First Drop,wine_01hna83v43vqrn6srs67c5196a,,,,
TRUE,435,RED,Chateau Mouton Rothschild,Chateau Mouton Rothschild,,BOTTLE,1993,8400,,5,"purchase_price: 420.00 € , supplier: Patrick, retail_price: 845.46 € , glass_price: € 14.00",Le Petit Mouton de Mouton Rothschild Pauillac,Château Mouton Rothschild,wine_01hnb0hkvm8gyrqky2hqcgj1zw,,,,
TRUE,437,RED,"Blauburgunder Noir Nina 0,5L",Langut Buchner - Rainer Uhl,,HALF_LITER,2016,4300,,0,"purchase_price: 16.39 € , supplier: Uhl, retail_price: 32.99 € , glass_price: € 7.17",Carina Noir,Buchner Landgut,wine_01hnb0x9gc8z03h7enrt82qkzh,,,,
TRUE,438,RED,"Blauburgunder Noir Carina 0,5L",Langut Buchner - Rainer Uhl,,HALF_LITER,2016,4300,,0,"purchase_price: 16.39 € , supplier: Uhl, retail_price: 32.99 € , glass_price: € 7.17",Carina Noir,Buchner Landgut,wine_01h0my5vpwf56snpqswjr4yyfy,,,,
