ok,matched_id,external_id,type,name,winery_name,area,size,vintage,price_eur,price,quantity,info,internal_notes,matched_name,matched_winery_name,matched_id,matched_original_id,score
TRUE,wine_01gzr4ksd3bnp1yqfzm51eyce2,727,RED,CARRUADES DE LAFITE,DOMAINE BARONS DE ROTHSCHILD,,BOTTLE,1998,600,60000,0,,,,,,,
TRUE,wine_01j0nywc3bcrtp0skeb1pc0mfm,730,RED,ESPERANCE DE TROTANOY,CHATEAU TROTANOY,,BOTTLE,2019,180,18000,0,,,,,,,
TRUE,wine_01gzr4ksd4q5p4bhzwywhbw69d,731,RED,CHATEAU LA FLEUR-PETRUS,CHATEAU LA FLEUR-PETRUS,,BOTTLE,2020,460,46000,0,,,,,,,
TRUE,wine_01gzr4ksd58669smnz4g8b1fmv,732,RED,CHATEAU L'EVANGILE,CHATEAU L'EVANGILE,,BOTTLE,2019,46000,4600000,0,,,,,,,
TRUE,wine_01gzr4kt1jerydyaw5598135te,733,RED,CHATEAU LA CONSEILLANTE,CHATEAU LA CONSEILLANTE,,BOTTLE,2019,480,48000,0,,,,,,,
TRUE,wine_01h4pmmgzasxfj6drtwy2szg54,734,RED,CHATEAU LAFLEUR-GAZIN,LAFLEUR-GAZIN,,BOTTLE,2012,120,12000,0,,,,,,,
TRUE,wine_01h4pmmgzasxfj6drtwy2szg54,734,RED,CHATEAU LAFLEUR-GAZIN,LAFLEUR-GAZIN,,BOTTLE,2018,120,12000,0,,,,,,,
TRUE,wine_01gzr4kt1mj93s8bcj0xfrf20z,735,RED,CHATEAU LA GRAVE,TRIGANT DE BOISSET,,BOTTLE,2016,110,11000,0,,,,,,,
TRUE,wine_01gzr4kt1mj93s8bcj0xfrf20z,735,RED,CHATEAU LA GRAVE,TRIGANT DE BOISSET,,BOTTLE,2018,110,11000,0,,,,,,,
TRUE,wine_01h0qzm0z1k1t6105ev7bfqp5z,736,RED,CHATEAU LATOUR A POMEROL,CHATEAU LATOUR,,BOTTLE,2018,240,24000,0,,,,,,,
TRUE,wine_01h0qzm0z1k1t6105ev7bfqp5z,736,RED,CHATEAU LATOUR A POMEROL,CHATEAU LATOUR,,BOTTLE,2019,240,24000,0,,,,,,,
TRUE,wine_01gzr4ksd2jbg0nnydrqxm70gf,740,RED,CHATEAU CHEVAL BLANC,DOMAINE CHEVAL BLANC,,BOTTLE,2000,1550,155000,0,,,,,,,
TRUE,wine_01gzr4ktkzymz3ve29828m2k20,742,RED,BOURGOGNE CUVEE N. 1,DOMINIQUE LAURENT,,BOTTLE,2015,55,5500,0,,,,,,,
FALSE,,743,RED,BOURGOGNE ROUGE,FAVELAY,,BOTTLE,2020,0,0,0,,,,,,,
TRUE,wine_01gzr4kst6ymemkhr1jgpn59sn,748,RED,BOURGOGNE ROUGE RETOUR DES FLANDRES,DOMINIQUE REGNARD,,BOTTLE,2022,90,9000,0,,,,,,,
TRUE,wine_01h0qzm170wpewky42jfjcy0zw,757,RED,MAZIS-CHAMBERTIN,LEROY-D'AUVENAY,,BOTTLE,2014,19800,1980000,0,,,,,,,
TRUE,wine_01hcwsykn37a8j5zwg9mhzsp16,768,RED,CHAMBOLLE MUSIGNY LES ATHETS,DOMAINE JEAN TARDY,,BOTTLE,2014,120,12000,0,,,,,,,
TRUE,wine_01gzr4ktjtfy6vm3zkj065p1zx,770,RED,MUSIGNY,FAIVELEY,,BOTTLE,2018,3200,320000,0,,,,,,,
TRUE,wine_01h0qzm1awmhfq8w7dt01g24wx,777,RED,LA ROMANEE,DOMAINE DU COMTE LIGER-BELAIR,,BOTTLE,2020,12000,1200000,0,,,,,,,
TRUE,wine_01hawwcxk2t61ans570v0q30jj,788,RED,NUITS ST. GEORGES 1er CRU LES CRAS,COMTE LIGER-BELAIR,,BOTTLE,2020,2400,240000,0,,,,,,,
FALSE,,795,RED,VOLNAY,DOMAINE BOULEY,,BOTTLE,2019,150,15000,0,,,,,,,
TRUE,wine_01gzr4kt5xrqpdjpmgqmt8y79h,802,RED,HERMITAGE ROUGE,GUIGAL,,BOTTLE,2019,95,9500,0,,,,,,,
TRUE,wine_01gzr4kt1mnt1bcxwzjg8dz212,803,RED,DOMAINE DE LA GRANGE DES PERES,LA GRANGE DES PERES,,BOTTLE,2012,540,54000,0,,,,,,,
TRUE,wine_01gzr4kt1mnt1bcxwzjg8dz212,803,RED,DOMAINE DE LA GRANGE DES PERES,LA GRANGE DES PERES,,BOTTLE,2015,540,54000,0,,,,,,,
TRUE,wine_01gzr4kt1mnt1bcxwzjg8dz212,803,RED,DOMAINE DE LA GRANGE DES PERES,LA GRANGE DES PERES,,BOTTLE,2018,540,54000,0,,,,,,,
TRUE,wine_01gzr4kt22ktx1ppgzkh0jd5pp,804,RED,MAS DE DAUMAS GASSAC,MAS DE DAUMAS DE GASSAC,,BOTTLE,2018,105,10500,0,,,,,,,
TRUE,wine_01harvcmczkkxhc0t4vz6ty2fz,806,RED,CLOS DE GAMOT CAHORS,CLOS DE GAMOT,,BOTTLE,2016,40,4000,0,,,,,,,
TRUE,wine_01hcw4dfcry063ef64kw9cs28s,807,RED,CAHORS MALBEC,CHATEAU PONZAC,,BOTTLE,2019,80,8000,0,,,,,,,
TRUE,wine_01gzr4kszzh8mxgdgyfdf2ree4,810,RED,PINOT NOIR STAJERSKA,VERUS,,BOTTLE,2015,55,5500,0,,,,,,,
FALSE,,817,RED,DVO,DELLA VALLE-ORNELLAIA,,BOTTLE,2019,530,53000,0,,,,,,,
TRUE,wine_01gzr4ktsytmghbz8njyj3p5v9,826,FORTIFIED,MARSALA RISERVA ''AEGUSA'' SEMISECCO,FLORIO,,BOTTLE,1974,220,22000,0,Semisecco,,,,,,
TRUE,wine_01gzr4ktsyy02748vvz1m80zsp,827,FORTIFIED,MARSALA RISERVA ''DONNAFRANCA'' SEMISECCO,FLORIO,,BOTTLE,,60,6000,0,Semisecco,,,,,,
TRUE,wine_01gzr4ktfg94yr4a3qs46j1p4r,829,DESSERT,BEN RYE',DONNAFUGATA,,BOTTLE,2021,90,9000,0,,,,,,,
TRUE,wine_01h0sq47xh5n9yqan0denv5sx8,830,WHITE,EPOKALE GEWURZTRAMINER SPATLESE,TRAMIN,,BOTTLE,2012,160,16000,0,,,,,,,
TRUE,wine_01gzr4ktxzn1ybfn1495bfc3h8,835,DESSERT,SAUTERNES CHATEAU LIOT,DOMAINE LIOT,,BOTTLE,2009,120,12000,0,,,,,,,
FALSE,,836,DESSERT,SAUTERNES CHATEAU SUDUIRAUT 1ER CRU CLASSE',CHATEAU SUDUIRAUT,,BOTTLE,2010,190,19000,0,,,,,,,
FALSE,,836,DESSERT,SAUTERNES CHATEAU SUDUIRAUT 1ER CRU CLASSE',CHATEAU SUDUIRAUT,,BOTTLE,2016,190,19000,0,,,,,,,
FALSE,,837,FORTIFIED,GABY VIAL BANYULS 7 ANS,DOMAINE VIAL MAGNERES,,BOTTLE,,55,5500,0,,,,,,,
FALSE,,838,DESSERT,RIVESALTES,CHATEAU LAS COLLA,,BOTTLE,1970,100,10000,0,,,,,,,
TRUE,wine_01gzr4ktrrrtm1ta2s4yhkzxv0,839,FORTIFIED,PEDRO XIMENEZ SOLERA,BODEGA ALVEAR,,BOTTLE,,100,10000,0,,,,,,,
TRUE,wine_01j0p0ztbj8tg4q8zx97ebj72w,842,DESSERT,TOKAJI ASZU 5 PUTTONIOS,SAMUEL TINON,,BOTTLE,2008,140,14000,0,,,,,,,
TRUE,wine_01j0p13gjp3a0a4109ds4p861r,844,DESSERT,TOKAJI ASZU 5 PUTTONIOS,PAJZOS,,BOTTLE,2016,0,0,0,,,,,,,
