wine_id,external_id,size,vintage,price,info,storage_area,quantity,internal_notes
wine_01gzr4ksmh9302dy5236keyvrq,v.79454.2014.b,BOTTLE,2014,6500,,,5,Purchase Price: 10
wine_01h0qzm1c50s127wjc6zgn9vet,v.862.2008.b,BOTTLE,2008,5000,,,2,Purchase Price: 9
wine_01h4pmmh5hac6bg79zw4cfdrxs,v.60066.1988.b,BOTTLE,1988,19000,,,1,Purchase Price: 45
wine_01h4pmmh5hac6bg79zw4cfdrxs,v.60066.1993.b,BOTTLE,1993,14000,,,1,Purchase Price: 34
wine_01h4pmmh5hac6bg79zw4cfdrxs,v.60066.1998.b,BOTTLE,1998,14000,,,1,Purchase Price: 34
wine_01h4pmmh5hac6bg79zw4cfdrxs,v.60066.2001.b,BOTTLE,2001,11000,,,1,Purchase Price: 26
wine_01h4pmmh5hac6bg79zw4cfdrxs,v.60066.2003.b,BOTTLE,2003,9500,,,1,Purchase Price: 17
wine_01gzr4ksd9g2qczzz0cx3tvx6c,v.4856.1981.b,BOTTLE,1981,13000,,,3,Purchase Price: 40
wine_01gzr4kttk8v6hy65rtkcpnvn0,v.79456.2015.m,HALF_LITER,2015,4000,,,3,Purchase Price: 10
wine_01havwef3f3jf8f4nn7xdnvpe5,v.43572.2016.b,BOTTLE,2016,5500,,,2,Purchase Price: 15
wine_01h4pmmfcjnyg4ynedgrt20cbz,v.1091.2012.b,BOTTLE,2012,6500,,,2,Purchase Price: 15
wine_01gzr4ktfzcgrff12qdpgex4k7,v.948.2000.b,BOTTLE,2000,9000,,,3,Purchase Price: 23
wine_01h0f3cmbqe2bgwr3gzn5g3r5g,v.6037.2007.b,BOTTLE,2007,5000,,,2,Purchase Price: 10
wine_01h0my5sm7e8v5kpr4k3pqr5tr,v.11614.2007.b,BOTTLE,2007,6000,,,4,Purchase Price: 12
wine_01gzr4ktse0n59hdwbtkb5sxj6,v.6536.0.b,BOTTLE,0,5500,,,1,Purchase Price: 12
wine_01h0qsxnmh0b39t4rcnjqhyxxy,v.80515.1998.b,BOTTLE,1998,13000,,,4,Purchase Price: 22
wine_01gzr4kse4bg9s9j5b4s29c4dx,v.6791.0.b,BOTTLE,0,5000,,,2,Purchase Price: 11
wine_01gzr4kse4wryy547zzxe2jc3q,v.7237.2000.b,BOTTLE,2000,6500,,,2,Purchase Price: 15
wine_01gzr4ksg8k4bmj63frpwedzwy,v.54404.0.b,BOTTLE,0,4500,,,2,Purchase Price: 9
wine_01h0my5rpf6r8p4r918aa1xf2j,v.16695.0.b,BOTTLE,0,4500,,,2,Purchase Price: 9
wine_01h4pmmfcebyt2p7r5bwtgrvzj,v.7872.0.c,MAGNUM,0,10000,,,1,Purchase Price: 20
wine_01havwedmc0v4qgfcd30c78bxr,v.46310.2012.b,BOTTLE,2012,5000,,,4,Purchase Price: 10
wine_01gzr4ksg8d1xfq2fxxyvwhbtd,v.57375.0.b,BOTTLE,0,4500,,,4,Purchase Price: 8
wine_01gzr4ktg5gx8nvmgcmf3hk2xf,v.19476.2016.b,BOTTLE,2016,4500,,,4,Purchase Price: 9
wine_01h0f3cmbpsf2areervj12776j,v.5419.2012.b,BOTTLE,2012,4500,,,2,Purchase Price: 10
wine_01h0qzm19rddvc7b1h9qe8c0cb,v.6845.2012.b,BOTTLE,2012,6800,,,2,Purchase Price: 13
wine_01h0qzm19rddvc7b1h9qe8c0cb,v.6845.2016.b,BOTTLE,2016,6200,,,11,Purchase Price: 14
wine_01h0qzm19spe377dfekzh4mjef,v.5002.2012.b,BOTTLE,2012,7200,,,1,Purchase Price: 10
wine_01h0qzm19spe377dfekzh4mjef,v.5002.2015.b,BOTTLE,2015,6500,,,1,Purchase Price: 13
wine_01h0my5rbnpg79z53kcbdx2ey3,v.8505.2009.b,BOTTLE,2009,4200,,,3,Purchase Price: 10
wine_01h0my5rbnba3nbq9hp7ew7eca,v.12162.2010.b,BOTTLE,2010,5200,,,4,Purchase Price: 14
wine_01h0my5rbks6pqz42j463b57ef,v.48294.2006.b,BOTTLE,2006,5000,,,3,Purchase Price: 10
wine_01gzr4kt12dq08d0vr0fc5n8j4,v.1341.2003.b,BOTTLE,2003,9000,,,1,Purchase Price: 20
wine_01gzr4kt12dq08d0vr0fc5n8j4,v.1341.2005.b,BOTTLE,2005,8000,,,3,Purchase Price: 15
wine_01gzr4kt12bp6qaq79nwsma194,v.1343.2007.b,BOTTLE,2007,7800,,,2,Purchase Price: 18
wine_01gzr4kt12bp6qaq79nwsma194,v.1343.2009.b,BOTTLE,2009,7500,,,4,Purchase Price: 16
wine_01gzr4kt12bp6qaq79nwsma194,v.1343.2010.b,BOTTLE,2010,7800,,,2,Purchase Price: 17
wine_01gzr4kt12bp6qaq79nwsma194,v.1343.2016.b,BOTTLE,2016,5600,,,3,Purchase Price: 14
wine_01gzr4kt12hbzsg49mgzn084w8,v.1342.2010.b,BOTTLE,2010,5500,,,1,Purchase Price: 10
wine_01gzr4kt12yp0csyj7bg6bfj2e,v.1344.2018.b,BOTTLE,2018,5000,,,7,Purchase Price: 14
wine_01gzr4kt12xjdxrptksrwbekv4,v.1345.1999.b,BOTTLE,1999,8000,,,1,Purchase Price: 17
wine_01gzr4kt12xjdxrptksrwbekv4,v.1345.2001.b,BOTTLE,2001,6500,,,1,Purchase Price: 10
wine_01gzr4kt12xjdxrptksrwbekv4,v.1345.2013.b,BOTTLE,2013,6000,,,1,Purchase Price: 10
wine_01gzr4kt12xjdxrptksrwbekv4,v.1345.2016.b,BOTTLE,2016,5800,,,3,Purchase Price: 14
wine_01h0qsxny7n5jk7tnhte0ddyfm,v.7984.2012.b,BOTTLE,2012,5000,,,3,Purchase Price: 9
wine_01h0qsxny70aemfnf8tf3008db,v.49920.2009.b,BOTTLE,2009,6800,,,2,Purchase Price: 12
wine_01h0sq4950ky2fa68wpk57a9cb,v.30045.2017.b,BOTTLE,2017,6000,,,1,Purchase Price: 14
wine_01h0qzm1sfja1928zw7mathj1k,v.5692.2004.b,BOTTLE,2004,11000,,,2,Purchase Price: 30
wine_01h0qzm1sfja1928zw7mathj1k,v.5692.2008.b,BOTTLE,2008,15000,,,1,Purchase Price: 30
wine_01h0qzm1sfja1928zw7mathj1k,v.5692.1998.b,BOTTLE,1998,18000,,,1,Purchase Price: 24
wine_01h0qzm1sfja1928zw7mathj1k,v.5692.2000.b,BOTTLE,2000,20000,,,3,Purchase Price: 45
wine_01gzr4ksd9kfp30jtsgmty7rzt,v.1143.2001.b,BOTTLE,2001,13500,,,1,Purchase Price: 30
wine_01gzr4ksd9kfp30jtsgmty7rzt,v.1143.2004.b,BOTTLE,2004,22000,,,1,Purchase Price: 40
wine_01gzr4ksd9kfp30jtsgmty7rzt,v.5693.1992.b,BOTTLE,1992,18000,,,1,Purchase Price: 40
wine_01gzr4ksd9kfp30jtsgmty7rzt,v.5693.1995.b,BOTTLE,1995,15000,,,1,Purchase Price: 36
wine_01gzr4ksd9kfp30jtsgmty7rzt,v.5693.1998.b,BOTTLE,1998,14500,,,1,Purchase Price: 27
wine_01gzr4ksd9kfp30jtsgmty7rzt,v.5693.2010.b,BOTTLE,2010,10000,,,1,Purchase Price: 20
wine_01gzr4ksd9kfp30jtsgmty7rzt,v.5693.2014.b,BOTTLE,2014,10000,,,1,Purchase Price: 20
wine_01hawwcyv4hjj2x1163p6g6r9a,v.15754.2017.c,MAGNUM,2017,6500,,,1,Purchase Price: 10
wine_01h0qsxmvgb24g3qd3pmetyr2v,v.40799.2007.b,BOTTLE,2007,8000,,,1,Purchase Price: 15
wine_01h0r2ppew4gds39jbgnw8t7b4,v.1372.2016.b,BOTTLE,2016,4500,,,2,Purchase Price: 10
wine_01gzr4kssy8tjb8q4b7jb8ekey,v.4958.2010.b,BOTTLE,2010,7500,,,4,Purchase Price: 10
wine_01gzr4ksh5vn1ah5qs8x2p38cg,v.4969.2006.b,BOTTLE,2006,6500,,,2,Purchase Price: 16
wine_01gzr4ksh5vn1ah5qs8x2p38cg,v.4969.2014.o,LITER,2014,5200,,,2,Purchase Price: 16
wine_01gzr4kskwkxw69zjd4ckcrgy3,v.5033.2011.b,BOTTLE,2011,5200,,,2,Purchase Price: 9
wine_01gzr4kskwkxw69zjd4ckcrgy3,v.5033.2013.b,BOTTLE,2013,5000,,,3,Purchase Price: 9
wine_01gzr4kskw404repbg20j5saxe,v.5034.2010.b,BOTTLE,2010,8000,,,3,Purchase Price: 12
wine_01gzr4kskw404repbg20j5saxe,v.5034.2012.b,BOTTLE,2012,7200,,,6,Purchase Price: 12
wine_01gzr4kskw7jbec6b807jdp5b5,v.1346.2012.b,BOTTLE,2012,6000,,,1,Purchase Price: 12
wine_01gzr4kskw0n3z59ggk3x68h8f,v.1347.2007.b,BOTTLE,2007,6000,,,2,Purchase Price: 8
wine_01gzr4kt16a5024yv02hktff48,v.1157.2005.o,LITER,2005,9000,,,1,Purchase Price: 16
wine_01gzr4kt16a5024yv02hktff48,v.1157.2007.m,HALF_LITER,2007,8000,,,1,Purchase Price: 15
wine_01gzr4kt16k2f2a6rw495myk7b,v.1339.2000.b,BOTTLE,2000,10000,,,1,Purchase Price: 18
wine_01gzr4kt16k2f2a6rw495myk7b,v.1339.2002.o,LITER,2002,8000,,,1,Purchase Price: 12
wine_01gzr4kt16v66kq1z82cawagzd,v.5036.2009.b,BOTTLE,2009,8500,,,3,Purchase Price: 12
wine_01gzr4kt16v66kq1z82cawagzd,v.5036.2010.b,BOTTLE,2010,8000,,,1,Purchase Price: 12
wine_01gzr4kt1792c8q2xhan4sxs0t,v.64048.2007.o,LITER,2007,10000,,,1,Purchase Price: 10
wine_01gzr4kt1792c8q2xhan4sxs0t,v.64048.2008.m,HALF_LITER,2008,8000,,,1,Purchase Price: 15
wine_01gzr4kt16mv9xj9c6pgsmjjbz,v.4800.2009.b,BOTTLE,2009,9500,,,3,Purchase Price: 11
wine_01gzr4kt16mv9xj9c6pgsmjjbz,v.4800.2012.b,BOTTLE,2012,8000,,,1,Purchase Price: 10
wine_01gzr4kt16mv9xj9c6pgsmjjbz,v.4800.2015.b,BOTTLE,2015,7800,,,10,Purchase Price: 10
wine_01gzr4kskf8tjrs89m8js7e5we,v.5005.2006.b,BOTTLE,2006,6200,,,1,Purchase Price: 16
wine_01gzr4kskf8tjrs89m8js7e5we,v.5005.2016.b,BOTTLE,2016,5000,,,1,Purchase Price: 10
wine_01gzr4kskffzjq70mgaezpm8rt,v.5006.2007.b,BOTTLE,2007,6200,,,1,Purchase Price: 16
wine_01gzr4kt178ft7kv0547wzknns,v.10136.2011.b,BOTTLE,2011,6000,,,2,Purchase Price: 12
wine_01havweeb8st6353qhmcacznrg,v.52962.2018.b,BOTTLE,2018,6000,,,2,Purchase Price: 15
wine_01h0sq47v9f4qqb99eskjfsnjy,v.33119.2017.b,BOTTLE,2017,4500,,,1,Purchase Price: 9
wine_01gzr4ktk92dze68g1xy708ah7,v.3383.2006.b,BOTTLE,2006,4200,,,1,Purchase Price: 10
wine_01h0my5sd1y38hrrnt4n77kgsm,v.35198.0.b,BOTTLE,0,4600,,,1,Purchase Price: 9
wine_01hawwczg5j67819tez9vsmbd5,v.12212.0.b,BOTTLE,0,3200,,,1,Purchase Price: 10
wine_01h0r2ppmcxfwzemmb5m9155yf,v.56329.2016.b,BOTTLE,2016,4500,,,4,Purchase Price: 10
wine_01h4pmmfhabrr9a1qr0xnp76wg,v.56789.0.b,BOTTLE,0,5200,,,4,Purchase Price: 10
wine_01h0my5rqpe521fsdwks0g3yfq,v.13932.0.b,BOTTLE,0,5000,,,1,Purchase Price: 10
wine_01gzr4ksctyy65psnf55ggxgn6,v.55257.0.b,BOTTLE,0,5500,,,1,Purchase Price: 10
wine_01gzr4ksf8b8fvpxd366z8h3vf,v.658.2010.b,BOTTLE,2010,4500,,,1,Purchase Price: 10
wine_01gzr4ksf84qv0d9kxcthne7ww,v.661.2009.b,BOTTLE,2009,5000,,,2,Purchase Price: 10
wine_01gzr4ksf84qv0d9kxcthne7ww,v.661.2016.b,BOTTLE,2016,5000,,,12,Purchase Price: 10
wine_01gzr4ksf8aa5jqj3f51dm22rx,v.35419.2015.b,BOTTLE,2015,5000,,,3,Purchase Price: 10
wine_01gzr4ksfcbmbyp0qc0nrd3by8,v.61406.2006.b,BOTTLE,2006,7000,,,2,Purchase Price: 15
wine_01gzr4ksfbt02p19q38pa8kek1,v.61405.2001.b,BOTTLE,2001,5000,,,4,Purchase Price: 10
wine_01h0my5sgt2hy4qj83hshhjqbz,v.6758.2015.b,BOTTLE,2015,4500,,,1,Purchase Price: 9
wine_01gzr4ksgms0aqqgy8eksq75qc,v.15281.2005.b,BOTTLE,2005,5000,,,1,Purchase Price: 10
wine_01gzr4ksgms0aqqgy8eksq75qc,v.15281.2006.b,BOTTLE,2006,4800,,,1,Purchase Price: 9
wine_01gzr4ksgms0aqqgy8eksq75qc,v.15281.2013.b,BOTTLE,2013,4200,,,2,Purchase Price: 7
wine_01h0my5vnrmdsgwm6db556xpqs,v.83022.0.b,BOTTLE,0,4500,,,12,Purchase Price: 13
wine_01h0qsxnbkxwsqbt2tt0wajmjb,v.5331.0.b,BOTTLE,0,4500,,,2,Purchase Price: 10
wine_01h0my5vrah7pc98e08axwqdvh,v.82125.0.b,BOTTLE,0,5000,,,5,Purchase Price: 14
wine_01gzr4ksgtxvt4z7fj6xbj67p4,v.11154.0.b,BOTTLE,0,4500,,,1,Purchase Price: 10
wine_01gzr4ksgtxwghc7ss3zx5g8eq,v.34453.2007.b,BOTTLE,2007,6000,,,2,Purchase Price: 10
wine_01gzr4ksgtrrx315rpkp508g1p,v.4699.0.b,BOTTLE,0,4500,,,2,Purchase Price: 10
wine_01h0qsxnxwgztmmyz3heq60ken,v.10724.2013.b,BOTTLE,2013,6000,,,3,Purchase Price: 10
wine_01h0my5spcye9fhthsxhkwdckw,v.9524.2012.b,BOTTLE,2012,5000,,,4,Purchase Price: 10
wine_01h0qzm0c2g582pat09791eb9e,v.66921.0.b,BOTTLE,0,3500,,,1,Purchase Price: 7
wine_01h4pmmfckykay85xr1h559xcr,v.42542.2015.c,MAGNUM,2015,8000,dég. primavera/2019,,1,Purchase Price: 10
wine_01harvcmea3tjz09vptxa4dpt7,v.32967.0.b,BOTTLE,0,4000,,,7,Purchase Price: 7
wine_01harvcmece9c692k9c10zcasp,v.11170.2016.b,BOTTLE,2016,4500,,,4,Purchase Price: 10
wine_01h0qzm23saw4dnhp09jsgxv7q,v.17255.2014.b,BOTTLE,2014,4500,dég. 04/2020,,1,Purchase Price: 8
wine_01h0qzm23rfbn28p1fvmrjz72h,v.6047.2013.c,MAGNUM,2013,8000,,,1,Purchase Price: 20
wine_01h0qzm23rfbn28p1fvmrjz72h,v.6047.2015.b,BOTTLE,2015,4500,,,1,Purchase Price: 10
wine_01h0r2ppj5njy660dx3ckjxd06,v.80263.0.b,BOTTLE,0,4200,,,3,Purchase Price: 7
wine_01gzr4ktrxpznmw0zayewkjq0g,v.9503.0.b,BOTTLE,0,4000,,,1,Purchase Price: 9
wine_01gzr4ktrz8yzvzn4q139em7ft,v.82121.0.b,BOTTLE,0,4000,,,1,Purchase Price: 10
wine_01gzr4ksjs0gnpjetky8shmg91,v.64608.2014.b,BOTTLE,2014,4500,dég. 05/2022,,12,Purchase Price: 13
wine_01gzr4ksjs0gnpjetky8shmg91,v.64608.2013.b,BOTTLE,2013,4500,,,3,Purchase Price: 18
wine_01h0b4rjfwszyrwj26nammxb4n,v.15746.2011.b,BOTTLE,2011,5500,,,2,Purchase Price: 10
wine_01h0b4rjfwszyrwj26nammxb4n,v.15746.2012.b,BOTTLE,2012,5500,,,2,Purchase Price: 10
wine_01gzr4ksehpx5s6jm1wp9meqrm,v.18932.0.b,BOTTLE,0,4500,Cuveé 2013/2014,,5,Purchase Price: 10
wine_01hawwcyv4j135na0hsvexct4x,v.3954.0.b,BOTTLE,0,4000,,,2,Purchase Price: 10
wine_01gzr4ksgttp4jm8cdaqxzwspf,v.16403.2011.b,BOTTLE,2011,4200,,,3,Purchase Price: 9
wine_01gzr4ksgttp4jm8cdaqxzwspf,v.16403.0.b,BOTTLE,0,3600,,,1,Purchase Price: 8
wine_01h0qsxnx8fa83be4f1jqdafxp,v.6466.2009.b,BOTTLE,2009,6000,,,2,Purchase Price: 12
wine_01h4pmmgk5ca9020x9vxr2f0wq,v.33484.0.b,BOTTLE,0,4000,,,2,Purchase Price: 9
wine_01h0f3cmbwgkvajcre0jk4cpqj,v.19174.0.b,BOTTLE,0,4200,,,2,Purchase Price: 10
wine_01h0sq48by1cx5tjgbkkvtac93,v.11801.0.b,BOTTLE,0,4800,,,2,Purchase Price: 12
wine_01h0sq48bywrb9asm7v5v60scm,v.30020.2014.b,BOTTLE,2014,5500,,,1,Purchase Price: 12
wine_01h0qsxntehm9y9hpy39vp8kds,v.59126.2006.b,BOTTLE,2006,5000,,,4,Purchase Price: 12
wine_01h0qsxntehm9y9hpy39vp8kds,v.59126.2008.b,BOTTLE,2008,5000,,,3,Purchase Price: 12
wine_01h0sq48vja8q463ntpgj7n9n4,v.82123.2012.b,BOTTLE,2012,5000,,,1,Purchase Price: 10
wine_01h0qsxndhxrtxxyv1ww0g5n5d,v.80509.2019.b,BOTTLE,2019,5000,,,2,Purchase Price: 10
wine_01h0qsxndhxrtxxyv1ww0g5n5d,v.80509.2020.b,BOTTLE,2020,5000,,,2,Purchase Price: 10
wine_01gzr4ktgj0enw2kw975jhd4ht,v.16416.1990.a,HALF_BOTTLE,1990,10000,,,1,Purchase Price: 35
wine_01h4pmmh0k0bdzejymrmkf9x4c,v.15107.1986.a,HALF_BOTTLE,1986,12000,,,1,Purchase Price: 36
wine_01gzr4ksd6qt3x10w77883zszj,v.53426.2010.b,BOTTLE,2010,5500,,,7,Purchase Price: 18
wine_01h0qsxnx5sc856peeamm9993t,v.61664.2020.m,HALF_LITER,2020,5200,,,2,Purchase Price: 10
wine_01gzr4ktr8c31z2t3pr2b52zeb,v.32685.2006.a,HALF_BOTTLE,2006,8000,,,1,Purchase Price: 24
wine_01gzr4ktr8ryncbftvzwnecnfs,v.5933.2013.a,HALF_BOTTLE,2013,4500,,,1,Purchase Price: 10
wine_01h0f3cmc05cgxytbg1cgmds8n,v.36139.2019.m,HALF_LITER,2019,4500,,,4,Purchase Price: 10
wine_01h0r2pq34zq6wexyaex9wjyrf,v.10811.2019.m,HALF_LITER,2019,4500,,,1,Purchase Price: 10
wine_01hawwcvb526bq086avs44ynw3,v.12432.2009.b,BOTTLE,2009,4500,,,4,Purchase Price: 9
wine_01gzr4ksehqz4qz7ra0dqmk7f6,v.7968.2012.a,HALF_BOTTLE,2012,4200,,,1,Purchase Price: 10
wine_01gzr4ktre2fww363cjshevg6d,v.55928.2019.a,HALF_BOTTLE,2019,4000,,,5,Purchase Price: 15
wine_01h0my5rm6az46mbxjeqvkbbj2,v.50766.2019.m,HALF_LITER,2019,5500,,,14,Purchase Price: 15
wine_01h0my5rs1dry0kt92rjm31jk6,v.6031.1993.a,HALF_BOTTLE,1993,50000,,,2,Purchase Price: 150
wine_01h0my5rs14dsf4q5z8pfwsfps,v.3964.1989.a,HALF_BOTTLE,1989,40000,,,2,Purchase Price: 100
wine_01h0my5rs14dsf4q5z8pfwsfps,v.3964.1994.a,HALF_BOTTLE,1994,38000,,,2,Purchase Price: 100
wine_01h0my5rf5x1kwab5p5p48tdny,v.9570.1988.b,BOTTLE,1988,11000,,,1,Purchase Price: 35
wine_01gzr4kt2dt4fqnqbeqct6yn4r,v.61409.2007.m,HALF_LITER,2007,6000,,,4,Purchase Price: 14
wine_01gzr4kt2dt4fqnqbeqct6yn4r,v.61409.2011.m,HALF_LITER,2011,5000,,,4,Purchase Price: 12
wine_01gzr4kt2dt4fqnqbeqct6yn4r,v.61409.2017.m,HALF_LITER,2017,4000,,,1,Purchase Price: 10
wine_01gzr4ktsr6xzp062qmkv8mggq,v.12269.2007.m,HALF_LITER,2007,4000,,,2,Purchase Price: 9
