wine_id,external_id,size,vintage,price,purchase_price,info,storage_area,quantity,internal_notes
wine_01gzr4ksd13hpy7q0n03dkf2wb,163.0,BOTTLE,2011.0,41000,0.0,,,4.0,
wine_01gzr4ksd13hpy7q0n03dkf2wb,163.0,BOTTLE,2004.0,42000,0.0,,,1.0,
wine_01gzr4ksd21816c7pdatn9v5fq,167.0,MAGNUM,2021.0,6400,0.0,,,1.0,
wine_01h0sq47xgny3zdnmy8t6fhvyr,168.0,MAGNUM,2020.0,8400,0.0,,,1.0,
wine_01gzr4ksn55kqa21f0wdpx6t3r,170.0,MAGNUM,2017.0,17000,0.0,,,1.0,
wine_01gzr4kskpj16tf3ed9mnxc7mv,171.0,JEROBOAM,2021.0,20000,0.0,,,1.0,
wine_01gzr4ksktxgmhcw3y7x327kxd,172.0,MAGNUM,0.0,12200,0.0,,,0.0,
wine_01h0qzm23n4bsypkqs0cvt08et,175.0,MAGNUM,2018.0,17500,0.0,,,1.0,
wine_01gzr4ksn538gj86tet5g3ad2c,177.0,MAGNUM,2016.0,15400,0.0,,,1.0,
wine_01h0my5rh4696kz0ytbwtarqyc,178.0,MAGNUM,2016.0,10800,0.0,WineHunter Award Platinum & Gold,,1.0,
wine_01h0my5rh4696kz0ytbwtarqyc,178.0,MAGNUM,2021.0,10800,0.0,WineHunter Award Platinum & Gold,,1.0,
wine_01gzr4kssxjbxzsnqdzshxape2,182.0,JEROBOAM,2016.0,27000,0.0,,,1.0,
wine_01gzr4kt803g52eh6v7h6921w3,183.0,JEROBOAM,2018.0,25000,0.0,,,1.0,
wine_01havwef7ya7xsapjneazpzm2z,185.0,MATHUSALEM,2019.0,29000,0.0,,,1.0,
wine_01gzr4ksdgjjpdxvted1cpey4d,187.0,BOTTLE,2022.0,2600,0.0,,,6.0,
wine_01h0qsxmw6nhm703kat91s5t3n,192.0,HALF_BOTTLE,2019.0,5900,0.0,,,3.0,
wine_01h0sq494wn3fzrae5avkkf6mt,51.0,BOTTLE,2018.0,4700,0.0,,,2.0,
wine_01h0sq494wn3fzrae5avkkf6mt,51.0,BOTTLE,2019.0,4700,0.0,,,5.0,
wine_01hbdnwg9520pzpkqx31n2978t,53.0,BOTTLE,2010.0,19500,0.0,,,1.0,
wine_01hbdnwg9520pzpkqx31n2978t,53.0,BOTTLE,2009.0,19500,0.0,,,1.0,
wine_01hbdnwg9520pzpkqx31n2978t,53.0,BOTTLE,2011.0,19500,0.0,,,2.0,
wine_01h0sq48vhhn1brkpy620a1fyk,93.0,BOTTLE,2022.0,3800,0.0,,,5.0,
wine_01gzr4ktnt2fyvhxdcpdmzf0mp,10.0,BOTTLE,2016.0,0,0.0,,,0.0,
wine_01gzr4ksd78ehmmtvanytr2tec,15.0,BOTTLE,2015.0,0,0.0,,,0.0,
wine_01h4pmmgzhpe7y4jsmk8wsmd6w,16.0,BOTTLE,2011.0,0,0.0,,,0.0,
wine_01h0r2pq1m082yvd5nj668tj0m,32.0,BOTTLE,2022.0,2500,0.0,,,4.0,
wine_01j220jqz5w8a4s3gbbxxd212g,35.0,BOTTLE,2023.0,3100,0.0,,,6.0,
wine_01h0qzm1tfvf6a3bpfs48vrqcy,49.0,BOTTLE,2022.0,3800,0.0,,,11.0,
wine_01h0qzm2wzyfdmfvtvp7c8x5fs,55.0,BOTTLE,2018.0,4600,0.0,,,4.0,
wine_01h0qzm0axbqydzx212xvsedzy,57.0,BOTTLE,2020.0,3800,0.0,"trebicchieri, Gambero Rosso",,3.0,
wine_01h0qzm0axbqydzx212xvsedzy,57.0,BOTTLE,2021.0,3800,0.0,"trebicchieri, Gambero Rosso",,7.0,
wine_01h0qzm0ax45vx7esvkqhcztsw,59.0,BOTTLE,2018.0,5800,0.0,,,6.0,
wine_01h0sq47vezrd4vebp8esf2ybf,61.0,BOTTLE,2018.0,6000,0.0,Trebicchieri Gambero Rosso,,5.0,
wine_01h0sq47vezrd4vebp8esf2ybf,61.0,BOTTLE,2020.0,6000,0.0,Trebicchieri Gambero Rosso,,6.0,
wine_01h0sq48vhws9pbek51kw1ferp,70.0,BOTTLE,2020.0,6700,0.0,,,4.0,
wine_01h0sq48vhws9pbek51kw1ferp,70.0,BOTTLE,2021.0,6700,0.0,,,12.0,
wine_01gzr4ksn5pjxvcdzw8y12kegn,83.0,BOTTLE,2018.0,24000,0.0,Gambero Rosso,,1.0,
wine_01gzr4ksn5pjxvcdzw8y12kegn,83.0,BOTTLE,2019.0,24000,0.0,Gambero Rosso,,1.0,
wine_01gzr4ksn5pjxvcdzw8y12kegn,83.0,BOTTLE,2020.0,24000,0.0,Gambero Rosso,,1.0,
wine_01gzr4ksn5pjxvcdzw8y12kegn,83.0,BOTTLE,2021.0,24000,0.0,Gambero Rosso,,1.0,
wine_01h4pmmfh512e49ytdxkctdsdq,84.0,LITER,2023.0,1800,0.0,,,10.0,
wine_01gzr4ksn07qrknrg486gmvw52,89.0,BOTTLE,2017.0,7900,0.0,,,6.0,
wine_01havwefpyhcj37b1yfss2s6me,95.0,BOTTLE,2019.0,4800,0.0,,,6.0,
wine_01h0sq48vhqt4wdwg8jz9sj34q,100.0,BOTTLE,2017.0,6600,0.0,,,2.0,
wine_01h0sq48vhqt4wdwg8jz9sj34q,100.0,BOTTLE,2018.0,6600,0.0,,,7.0,
wine_01j2220hd653cma24yr76zfbpy,131.0,BOTTLE,2020.0,7100,0.0,,,5.0,
wine_01h0qzm1va6njhczpztgnchk54,134.0,BOTTLE,2019.0,3500,0.0,,,2.0,
wine_01h0qzm1va6njhczpztgnchk54,134.0,BOTTLE,2022.0,3500,0.0,,,6.0,
wine_01j2228b77e6cn3mr38bddnhr4,136.0,BOTTLE,2018.0,4300,0.0,,,4.0,
wine_01j222g17k8srn0ztm5nvfgaqa,137.0,BOTTLE,2019.0,6300,0.0,,,3.0,
wine_01j222j47m1w53zkk5db3sgbk2,138.0,BOTTLE,2018.0,8300,0.0,,,3.0,
wine_01gzr4ksd3d7r1nat6d0mmwhhg,153.0,BOTTLE,2009.0,36500,0.0,,,1.0,
wine_01gzr4kt10z3t0bvez32dtgmbb,159.0,BOTTLE,2018.0,18000,0.0,,,1.0,
wine_01gzr4kt10z3t0bvez32dtgmbb,159.0,BOTTLE,2020.0,18000,0.0,,,1.0,
wine_01gzr4kt10z3t0bvez32dtgmbb,159.0,BOTTLE,2019.0,18000,0.0,,,2.0,
wine_01h0f3cmcq8trqgcg35yx9h0q2,160.0,BOTTLE,2016.0,18500,0.0,,,2.0,
wine_01h0sq485htby98fz6mmyrx4v7,173.0,MAGNUM,2016.0,13500,0.0,,,1.0,
wine_01j2220hd653cma24yr76zfbpy,180.0,MAGNUM,2020.0,15500,0.0,Jährlich nur 150 Flaschen,,2.0,
wine_01gzr4kt81sdrfzpne7cmmshg2,181.0,JEROBOAM,2019.0,24000,0.0,,,1.0,
wine_01h0my5rk1ctcdv7h4jba8hn9y,186.0,MATHUSALEM,2016.0,26000,0.0,,,1.0,
