external_id,type,name,winery_name,info,size,vintage,price,purchase_price,quantity,storage_area,internal_notes
176,,LAGREIN RISERVA “TABER” - KELLEREI BOZEN ,,Gambero Rosso 3 bicchieri,MAGNUM,0,14400,0.0,0.0,,
177,,LAGREIN RISERVA “PORPHYR” - KELLEREI TERLAN ,,,MAGNUM,0,15400,0.0,0.0,,
178,,“AMISTAR” CUVÉE MAGNUM - PETER SÖLVA ,,WineHunter Award Platinum & Gold,MAGNUM,0,10800,0.0,0.0,,
179,,„Anticus“ Merlot Cabernet Riserva Kellerei Nals - Magreid ,,,MAGNUM,0,13200,0.0,0.0,,
180,,“Lacus” Weingut Walter Schullian (Jährlich nur 150 Flaschen) ,,Jährlich nur 150 Flaschen,MAGNUM,0,15500,0.0,0.0,,
181,,le cupole rosso toscana 3 l,,,JEROBOAM,0,0,0.0,0.0,,
182,,villa antinori chianti classico 3 l,,,JEROBOAM,0,0,0.0,0.0,,
183,,fomtalloro toscana felsina 3 l,,,JEROBOAM,0,0,0.0,0.0,,
184,,“TIGNANELLO” - ANTInori TOSKANA ,,,MAGNUM,0,23800,0.0,0.0,,
185,,podere le ripi Amar d. fallia 6 l toscana rosso,,,MATHUSALEM,0,0,0.0,0.0,,
186,,amarone d. v. sant antonio 6 l,,,MATHUSALEM,0,0,0.0,0.0,,
187,DESSERT,GOLDMUSKATELLER - KELLEREI KALTERN ,,,BOTTLE,0,2600,0.0,0.0,,
188,DESSERT,„Rote Rose“ Kellerei Nals Margreid halbtrocken ,,,BOTTLE,0,2600,0.0,0.0,,
189,DESSERT,PETIT MANSENG - KELLEREI ST. PAULS ,,,HALF_LITER,0,4300,0.0,0.0,,
190,DESSERT,TRE FILER - CA Dei FRATI ,,,HALF_BOTTLE,0,3000,0.0,0.0,,
191,DESSERT,Rosenmuskateller Abtei Muri gries Limited Edition ,,,HALF_BOTTLE,0,4400,0.0,0.0,,
192,DESSERT,Südtiroler Moscato „Rosa“ Castel Salegg Limited Edition ,,,HALF_BOTTLE,0,5900,0.0,0.0,,
193,DESSERT,LILIAC & KRACHER ICE WINE Limited Edition ,,,HALF_BOTTLE,0,7500,0.0,0.0,,
