wine_id,external_id,size,vintage,price,info,storage_area,quantity,internal_notes
wine_01gzr4ksdb672jy83gdgne4bqr,23,BOTTLE,2018,3800,,,0,
wine_01h0my5rrtj5shpty7n8tmk0h1,148,BOTTLE,0,43000,,,0,
wine_01h0my5rfekbv4h2ygebwkm1hn,211,BOTTLE,2019,6500,,,0,
wine_01h4pmmfh8f331y2sf9rtd0b45,212,BOTTLE,2021,4000,,,0,
wine_01gzr4ksk56cadmzq03npfe2jz,241,BOTTLE,2021,5000,,,0,
wine_01h0my5vnj5ng92hxjfrma23c1,303,BOTTLE,2021,4500,,,0,
wine_01h4pmmh5hbdt4gzxkept9cb04,395,BOTTLE,2020,6500,,,0,
wine_01hawwcx5cr5w2ch9spkxj6768,401,BOTTLE,2021,9200,,,0,
wine_01h0r2pq7d5yc98qyfx8zrem30,402,BOTTLE,2014,10000,,,0,
wine_01harvcmczbema9cfd2883fpg7,403,BOTTLE,2017,5800,,,0,
wine_01gzr4kst1w5ncr77dhb92686t,422,BOTTLE,2017,5000,,,0,
wine_01gzr4kt26232dp76ndrqwzen3,438,BOTTLE,2018,8000,,,0,
wine_01gzr4kt32adfgha7rj4d20qxn,449,BOTTLE,2017,1100000,,,0,
wine_01h0qsxn1jt90nzq87hs3cxgn7,450,BOTTLE,2017,5000,,,0,
wine_01h0qsxn1jt90nzq87hs3cxgn7,451,BOTTLE,2007,7000,,,0,
wine_01gzr4kt108y6psf6bbg45hf66,462,BOTTLE,2013,10000,,,0,
wine_01h0my5schxdwvyntvfp3np8dv,476,BOTTLE,2014,10000,,,0,
wine_01h0my5schxdwvyntvfp3np8dv,476,BOTTLE,2018,10000,,,0,
wine_01h0r2pq4wa1cmrhafqgapa7cg,483,JEROBOAM,2019,15000,,,0,
wine_01gzr4kt8ane797t8cs88819wr,584,BOTTLE,2017,6500,,,0,
wine_01gzr4ktjafk4nw0p6arrgaes0,589,BOTTLE,2011,7000,,,0,
wine_01gzr4ktjafk4nw0p6arrgaes0,589,BOTTLE,2016,7000,,,0,
wine_01gzr4kspp4p0rmdx7xagx6347,658,BOTTLE,2020,20000,,,0,
wine_01hfvgk1q39g2jv68bzta79nbe,666,BOTTLE,2016,44000,,,0,
wine_01hfvgk1q39g2jv68bzta79nbe,667,MAGNUM,2016,110000,,,0,
wine_01hfvgk1q39g2jv68bzta79nbe,668,BOTTLE,2018,35000,,,0,
wine_01hfvgk1q39g2jv68bzta79nbe,668,BOTTLE,2019,35000,,,0,
wine_01hfvgk1q39g2jv68bzta79nbe,670,MAGNUM,2020,78000,,,0,
wine_01h0qzm1v03g64rzcatxnbg9f8,701,BOTTLE,2019,8000,,,0,
wine_01gzr4ksd2qbxsgxgpr0f1y1cf,737,BOTTLE,2018,480000,,,0,
wine_01gzr4ksd2qbxsgxgpr0f1y1cf,738,BOTTLE,2019,500000,,,0,
wine_01gzr4ksd2qbxsgxgpr0f1y1cf,739,BOTTLE,2020,600000,,,0,
wine_01havwef4stxz41d36kxcsp1b1,816,BOTTLE,2016,210000,,,0,
wine_01hykj9bxbf0qdzpf4qw7e94h9,833,BOTTLE,2001,96000,,,0,
