ok,external_id,type,name,winery_name,storage_area,size,vintage,price,info,quantity,internal_notes,matched_name,matched_winery_name,matched_id,matched_original_id,score
TRUE,,RED,Merlot Franz Hass,Merlot Franz Hass,,BOTTLE,2020,6300,,50,,Merlot,Franz Haas,wine_01h0qzm1c51fxckf7mmzpye3ke,,29.377245
TRUE,,RED,Merlot Riserva Kastelaz Elena Walch,Merlot Riserva Kastelaz Elena Walch,,BOTTLE,2018,8500,,50,,Kastelaz Riserva Merlot,Elena Walch,wine_01gzr4kt16jr9a27wz76vak55e,,54.239326
TRUE,,RED,Teroldego Foradori,Teroldego Foradori,,BOTTLE,2021,3800,,50,,Foradori - Teroldego,Foradori,wine_01gzr4ksncvp37mta9qdwkb23w,60354,48.00953
TRUE,,RED,Cabernet Franc Venica,Cabernet Franc Venica,,BOTTLE,2020,3800,,50,,Cabernet Franc,Venica & Venica,wine_01gzr4ksm64fgez8c07qc41bdr,1362053,34.99228
TRUE,,RED,Sdencina Rosso (Schioppettino-Refosco) Tenuta Stella,Sdencina Rosso (Schioppettino-Refosco) Tenuta Stella,,BOTTLE,2019,3500,,50,,Sdencina Rosso,Tenuta Stella,wine_01h0sq47maz1xvs8ynjz652m5z,,42.611565
TRUE,,RED,Merlot Tunella,Merlot Tunella,,BOTTLE,2021,3500,,50,,Merlot,La Tunella,wine_01h0qzm19rx4g8k56bt6t842he,,26.012545
TRUE,,RED,Merlot Vistorta Conte Brandolini,Merlot Vistorta Conte Brandolini,,BOTTLE,2015,5400,,50,,Il Vistorta Merlot,Conte Brandolini,wine_01gzr4kt3q8mp8305kt2cmh353,,44.62743
TRUE,,RED,Schioppettino Borgo Conventi,Schioppettino Borgo Conventi,,BOTTLE,2019,3900,,50,,Schioppettino Venezia Giulia,Borgo Conventi,wine_01h0my5svsjpk5gfgmyf0ma68n,,40.38241
TRUE,,RED,Pignolo Tunella,Pignolo Tunella,,BOTTLE,2018,5500,,50,,Pignolo,La Tunella,wine_01h0qzm19qmqqjt6pz68djmjwb,,33.3733
TRUE,,RED,Vespa Rosso (Merlot–Refosco–Cab. Sauv.) Bastianich,Vespa Rosso (Merlot–Refosco–Cab. Sauv.) Bastianich,,BOTTLE,2016,6000,,50,,Vespa Rosso,Bastianich,wine_01h0my5sgpmh61m2zhaysas144,,43.69109
TRUE,,RED,Barbera d’Alba Oddero,Barbera d’Alba Oddero,,BOTTLE,2020,3800,,50,,Barbera D''Alba,Oddero,wine_01h0my5sdaqkhbqya18v7nz9q6,,31.780483
TRUE,,RED,Dolcetto d’Alba Ceretto,Dolcetto d’Alba Ceretto,,BOTTLE,2021,3500,,50,,Dolcetto D''Alba Rossana,Ceretto,wine_01gzr4kt6epdnjf9qax3c3x132,,33.24568
TRUE,,RED,Nebbiolo d'Alba Albino Rocca,Nebbiolo d'Alba Albino Rocca,,BOTTLE,2021,4500,,50,,Nebbiolo d''Alba,Albino Rocca,wine_01gzr4kt6wd89wz0mavcrbxenm,,39.303463
TRUE,,RED,Barolo Ceretto,Barolo Ceretto,,BOTTLE,2018,12000,,50,,Barolo,Ceretto,wine_01gzr4kt6dg12ga74cyqmag57t,,33.145924
TRUE,,RED,Barolo Castiglione Vietti,Barolo Castiglione Vietti,,BOTTLE,2019,12000,,50,,Barolo Castiglione,Vietti,wine_01gzr4kt7rmtqah8vf04j2jwxa,,43.99639
TRUE,,RED,Barolo Brunate Ceretto,Barolo Brunate Ceretto,,BOTTLE,2016,21000,,50,,Barolo Brunate,Ceretto,wine_01gzr4kt6eyea97wmmagbfda3y,,43.48478
TRUE,,RED,Barbaresco Asili Ca Del Baio,Barbaresco Asili Ca Del Baio,,BOTTLE,2019,10000,,50,,Asili Barbaresco,Ca’ del Baio,wine_01h0my5sc8rj85z2agynpqdy1c,,49.2175
TRUE,,RED,Barbaresco Masseria Vietti,Barbaresco Masseria Vietti,,BOTTLE,2019,22000,,50,,Barbaresco Masseria,Vietti,wine_01gzr4kt7rvmcx88gn29mpy8g6,,41.242188
TRUE,,RED,Barbaresco Gaja,Barbaresco Gaja,,BOTTLE,2017,42000,,50,,Barbaresco,Gaja,wine_01gzr4ksd3m8y62ggabzd1kdmg,66104,31.460903
TRUE,,RED,Barbaresco Sori Tildin Gaja,Barbaresco Sori Tildin Gaja,,BOTTLE,1996,80500,,50,,Sorì Tildìn (Barbaresco) Langhe,Gaja,wine_01gzr4ksppz9ywca81hkm70s5r,66134,43.09851
TRUE,,RED,Villa Antinori Rosso Antinori,Villa Antinori Rosso Antinori,,BOTTLE,2020,3500,,50,,Villa Antinori Rosso,Antinori,wine_01gzr4ksd1h92b8zw54j1dbj0q,1656,73.31497
TRUE,,RED,"Chianti Classico ""Pèppoli"" Antinori","Chianti Classico ""Pèppoli"" Antinori",,BOTTLE,2021,3800,,50,,Pèppoli Chianti Classico,Antinori,wine_01gzr4ksd1qj0jje38pjazzgjz,1655,43.288284
TRUE,,RED,Chianti Classico Riserva La Forra Tenuta Di Nozzole,Chianti Classico Riserva La Forra Tenuta Di Nozzole,,BOTTLE,2019,5200,,50,,Nozzole Chianti Classico Riserva,Tenuta di Nozzole,wine_01gzr4kt84cmhk8z6y4gc6w8r9,,53.80918
TRUE,,RED,Pomino Rosso (Pinot Nero) Frescobaldi,Pomino Rosso (Pinot Nero) Frescobaldi,,BOTTLE,2020,3600,,50,,Pomino Rosso (Pinot Nero),Castello Pomino,wine_01gzr4kss4x8xbvw2spdwcpnzd,1136952,40.761475
TRUE,,RED,Rosso di Montalcino Biondi Santi,Rosso di Montalcino Biondi Santi,,BOTTLE,2019,12000,,50,,Rosso di Montalcino,Biondi-Santi,wine_01gzr4kt7vqgypgv5wdesvhzj3,,44.04319
TRUE,,RED,Guidalberto Tenuta San Guido,Guidalberto Tenuta San Guido,,BOTTLE,2021,9000,,50,,Guidalberto,Tenuta San Guido,wine_01gzr4ksnx8asdj89jfbepz68c,5080,47.92361
TRUE,,RED,Pino di Biserno Tenuta di Biserno Lodovico Antinori,Pino di Biserno Tenuta di Biserno Lodovico Antinori,,BOTTLE,2020,10000,,50,,Il Pino di Biserno,Biserno,wine_01gzr4ktfgp9e2x9h8da6w61wy,,85.18706
TRUE,,RED,Brunello di Montalcino Pian Delle Vigne Antinori,Brunello di Montalcino Pian Delle Vigne Antinori,,BOTTLE,2018,10500,,50,,Pian delle Vigne Brunello di Montalcino,Antinori,wine_01gzr4ksswss4ksj7tngxj6dk5,1675,46.34144
TRUE,,RED,Brunello di Montalcino Vigna Marrucheto Banfi,Brunello di Montalcino Vigna Marrucheto Banfi,,BOTTLE,2017,10500,,50,,Vigna Marrucheto Brunello di Montalcino,Banfi,wine_01gzr4ksgcez09p3mmj3mtfe1m,9665437,48.044712
TRUE,,RED,Brunello di Montalcino Vignaferrovia Antinori,Brunello di Montalcino Vignaferrovia Antinori,,BOTTLE,2016,19500,,50,,Pian delle Vigne Vignaferrovia Brunello di Montalcino Riserva,Antinori,wine_01gzr4ksswmqzp04j2hn059yky,1247975,39.212467
TRUE,,RED,Brunello di Montalcino Biondi Santi,Brunello di Montalcino Biondi Santi,,BOTTLE,2013,30000,,50,,Brunello di Montalcino,Biondi-Santi,wine_01gzr4ksd3w8328ttr5b1njkxs,1558589,46.800186
TRUE,,RED,Brunello di Montalcino Biondi Santi,Brunello di Montalcino Biondi Santi,,BOTTLE,2016,37000,,50,,Brunello di Montalcino,Biondi-Santi,wine_01gzr4ksd3w8328ttr5b1njkxs,1558589,46.800186
TRUE,,RED,Brunello di Montalcino Biondi Santi,Brunello di Montalcino Biondi Santi,,BOTTLE,2017,37000,,50,,Brunello di Montalcino,Biondi-Santi,wine_01gzr4ksd3w8328ttr5b1njkxs,1558589,46.800186
TRUE,,RED,Brunello di Montalcino Riserva Biondi Santi,Brunello di Montalcino Riserva Biondi Santi,,BOTTLE,2016,110000,,50,,Brunello di Montalcino Riserva,Biondi-Santi,wine_01gzr4ksd9rdtvnd5fjvjwac8b,82698,48.487366
TRUE,,RED,Tignanello Antinori,Tignanello Antinori,,BOTTLE,2020,20000,,50,,Tignanello,Antinori,wine_01gzr4ksswn8cnrh7jb8qff1wy,1652,37.087296
TRUE,,RED,Dedicato a Walter (Cabernet Franc) Poggio al Tesoro,Dedicato a Walter (Cabernet Franc) Poggio al Tesoro,,BOTTLE,2015,27000,,50,,Dedicato a Walter Bolgheri Superiore,Poggio Al Tesoro,wine_01gzr4ksdgh54v8hf7ph1gh46z,1420000,51.746063
TRUE,,RED,Sassicaia (Cab. Sauv.–Cab. Franc) Tenuta San Guido,Sassicaia (Cab. Sauv.–Cab. Franc) Tenuta San Guido,,BOTTLE,2019,41000,,50,,Sassicaia,Tenuta San Guido,wine_01gzr4ksd13hpy7q0n03dkf2wb,5078,44.910614
TRUE,,RED,Ornellaia (Cab. Sauv.– Mer.–Cab. F.–Petit Verdot) Tenuta dell'Ornellaia,Ornellaia (Cab. Sauv.– Mer.–Cab. F.–Petit Verdot) Tenuta dell'Ornellaia,,BOTTLE,2019,37000,,50,,Ornellaia,Ornellaia,wine_01hfvgk1q39g2jv68bzta79nbe,,41.25741
TRUE,,RED,Ornellaia (Cab. Sauv.– Mer.–Cab. F.–Petit Verdot) Tenuta dell'Ornellaia,Ornellaia (Cab. Sauv.– Mer.–Cab. F.–Petit Verdot) Tenuta dell'Ornellaia,,BOTTLE,2020,37000,,50,,Ornellaia,Ornellaia,wine_01hfvgk1q39g2jv68bzta79nbe,,41.25741
TRUE,,RED,"Chianti Classico Vigneto ""Bellavista"" Castello di Ama","Chianti Classico Vigneto ""Bellavista"" Castello di Ama",,BOTTLE,2015,32000,,50,,Vigneto Bellavista Chianti Classico,Castello di Ama,wine_01gzr4kss5z5bbr4hnsrf4t5b8,1647685,50.386387
TRUE,,RED,"Chianti Classico Vigneto ""La Casuccia"" Castello di Ama","Chianti Classico Vigneto ""La Casuccia"" Castello di Ama",,BOTTLE,2013,32000,,50,,Vigneto La Casuccia Chianti Classico Gran Selezione,Castello di Ama,wine_01gzr4kss5r52yc8xcfn7xh7qj,1180658,47.69981
TRUE,,WHITE,Palazzi Tenuta di Trinoro,Palazzi Tenuta di Trinoro,,BOTTLE,2015,39000,,50,,Bianco di Trinoro,Tenuta di Trinoro,wine_01gzr4kt81tmc3ctvxqtct4x2m,,47.921947
TRUE,,RED,Lodovico Tenuta Di Biserno,Lodovico Tenuta Di Biserno,,BOTTLE,2019,120000,,50,,Lodovico,Biserno,wine_01h0my5sr74yzfbj0q7yfkkmg7,,44.383354
TRUE,,RED,Montiano (Merlot) Cotarella,Montiano (Merlot) Cotarella,,BOTTLE,2019,14500,,50,,Montiano,Cotarella,wine_01gzr4ktvv996ctebcg07w2w3t,,39.853325
TRUE,,RED,Gutturnio Riserva Tenuta Pozzolo,Gutturnio Riserva Tenuta Pozzolo,,BOTTLE,2019,2700,,50,,Gutturnio Riserva,Pozzolo,wine_01hcwsykxc6a7s7z6xwnxakten,,42.45447
TRUE,,RED,Cumaro Rosso Conero Riserva (Montepulciano) Umani Ronchi,Cumaro Rosso Conero Riserva (Montepulciano) Umani Ronchi,,BOTTLE,2018,4800,,50,,Cùmaro Conero Riserva,Umani Ronchi,wine_01gzr4kt6y85rz65yhd1c6wx1e,,55.58512
TRUE,,RED,Pelago (Cab. Sauv–Montepulciano–Merlot) Umani Ronchi,Pelago (Cab. Sauv–Montepulciano–Merlot) Umani Ronchi,,BOTTLE,2018,6500,,50,,Pelago Marche Rosso,Umani Ronchi,wine_01gzr4ktsxpkg24amr15814y8x,,45.195663
TRUE,,RED,Mossone (Merlot) Stefano Antonucci,Mossone (Merlot) Stefano Antonucci,,BOTTLE,2018,9000,,50,,Mossone,Azienda Santa Barbara - Stefano Antonucci,wine_01gzr4ksqqvvpe7zfap6ewmv8a,2542844,35.289207
TRUE,,RED,"Primitivo di Manduria ""Rosso di Vespa” Bruno Vespa","Primitivo di Manduria ""Rosso di Vespa” Bruno Vespa",,BOTTLE,2021,3200,,50,,Il Rosso dei Vespa Primitivo di Manduria,Vespa,wine_01h0my5sjat0va60rhms3m59s8,,81.876305
TRUE,,RED,"Primitivo di Manduria “Raccontami"" Bruno Vespa","Primitivo di Manduria “Raccontami"" Bruno Vespa",,BOTTLE,2019,6000,,50,,Raccontami Primitivo di Manduria,Vespa,wine_01h0qzm023mh9s9jjd32spm5nn,,50.432724
TRUE,,RED,Harmonium (Nero d'Avola) Firriato,Harmonium (Nero d'Avola) Firriato,,BOTTLE,2018,4900,,50,,Harmonium Nero d''Avola,Firriato,wine_01h0qzm14pzd1ph8rcr79nwbf5,,38.72027
TRUE,,RED,Reseca (Nerello mascalese) Gulfi,Reseca (Nerello mascalese) Gulfi,,BOTTLE,2015,5100,,50,,Reseca,Gulfi,wine_01gzr4kths8ytbymxznp09befv,,33.17463
TRUE,,RED,Etna Rosso Munjebel Frank Cornlissen,Etna Rosso Munjebel Frank Cornlissen,,BOTTLE,2021,7700,,50,,MunJebel Rosso,Frank Cornelissen,wine_01h0qzm1bwdqt9nfpb5qxwyvps,,48.83441
TRUE,,RED,Syrah Maroccoli Planeta,Syrah Maroccoli Planeta,,BOTTLE,2018,6000,,50,,Maroccoli Syrah,Planeta,wine_01gzr4kssa0d01856gqtswwq77,4994,41.95378
TRUE,,RED,Santa Cecilia (Nero d'avola) Planeta,Santa Cecilia (Nero d'avola) Planeta,,BOTTLE,2018,6000,,50,,Santa Cecilia Nero d''Avola,Planeta,wine_01gzr4kssa7297yvqc3y3x7kjb,5002,40.260498
TRUE,,RED,Terre Brune (Carignano del Sulcis) Santadi,Terre Brune (Carignano del Sulcis) Santadi,,BOTTLE,2018,9500,,50,,Terre Brune Superiore Carignano del Sulcis,Santadi,wine_01gzr4ksd5hs1kypzwwahstsxb,17998,52.243446
TRUE,,RED,Bourgogne Hautes Cotes De Beaune Domaine Lucien Jacob,Bourgogne Hautes Cotes De Beaune Domaine Lucien Jacob,,BOTTLE,2019,9500,,50,,Bourgogne Hautes-Côtes de Beaune,Domaine Lucien Jacob,wine_01h0my5swfx863trys48d929qs,,47.245026
TRUE,,RED,Volnay 1er Cru Robardelle Reyane & Pascal Bouley,Volnay 1er Cru Robardelle Reyane & Pascal Bouley,,BOTTLE,2019,11500,,50,,Volnay 1er Cru ''Robardelle'',Domaine Réyane et Pascal Bouley,wine_01harvcmcqyfpc5svnb9tv8fe4,,52.39176
TRUE,,RED,Pommard Reyane & Pascal Bouley,Pommard Reyane & Pascal Bouley,,BOTTLE,2019,11500,,50,,Pommard,Domaine Réyane et Pascal Bouley,wine_01harvcm2zw2nwy4gkqejg8xye,,38.95478
TRUE,,RED,Pommard Chanson,Pommard Chanson,,BOTTLE,2021,13000,,50,,Pommard,Chanson,wine_01gzr4ktkqjpms3cqysfeyt2kp,,28.03709
TRUE,,RED,Nuits-Saint-Georges Chanson,Nuits-Saint-Georges Chanson,,BOTTLE,2017,11200,,50,,Nuits-Saint-Georges,Chanson,wine_01gzr4ktkq0n3z684qjkvgyj3w,,34.90476
TRUE,,RED,Nuits-Saint-Georges Aurelien Verdet,Nuits-Saint-Georges Aurelien Verdet,,BOTTLE,2019,14000,,50,,Nuits-Saint-Georges,Aurélien Verdet,wine_01havwee2bw4czc2fkw8bg6nme,,50.34592
TRUE,,RED,Morey Saint Denis Aurelien Verdet,Morey Saint Denis Aurelien Verdet,,BOTTLE,2019,16000,,50,,Morey-Saint-Denis,Aurélien Verdet,wine_01hcwvb3khkjxhcvnbvq1b8mdh,,53.129654
TRUE,,RED,Volnay 1er Cru Fremiets Marchand Tawse,Volnay 1er Cru Fremiets Marchand Tawse,,BOTTLE,2018,21000,,50,,Volnay 1er Cru ''Fremiets'',Domaine Tawse,wine_01hawwcxndk7tcd8yhedb4cq6x,,39.316204
TRUE,,RED,Bonnes Mares Grand Cru Lucien de Moine,Bonnes Mares Grand Cru Lucien de Moine,,BOTTLE,2015,83000,,50,,Bonnes-Mares Grand Cru,Lucien le Moine,wine_01h0r2pp6qc07hsx8fgqhkgaqh,,49.388683
TRUE,,RED,Nuits St. Georges 1er Cru Domaine Des Perdrix,Nuits St. Georges 1er Cru Domaine Des Perdrix,,BOTTLE,2013,25000,,50,,Nuits-Saint-Georges Aux Perdrix Premier Cru,Domaine des Perdrix,wine_01h4pmmgj4gywhcb38aqmmk9wb,,40.802143
TRUE,,RED,Vacqueyras Le Village Montirius,Vacqueyras Le Village Montirius,,BOTTLE,2020,5000,,50,,Le Village Vacqueyras,Montirius,wine_01gzr4ktvyw9ns9whe0403abb1,,43.443848
TRUE,,RED,Cote-Rotie' Domanie Burgaud,Cote-Rotie' Domanie Burgaud,,BOTTLE,2017,17000,,50,,Côte-Rôtie,Bernard Burgaud,wine_01harvcmbbbe9rxzfpkqp0j6nz,,31.941536
TRUE,,RED,Merlot Vistorta Conte Brandolini,Merlot Vistorta Conte Brandolini,,MAGNUM,2013,13000,,50,,Il Vistorta Merlot,Conte Brandolini,wine_01gzr4kt3q8mp8305kt2cmh353,,44.62743
TRUE,,RED,Braida Nuova Borgo Conventi,Braida Nuova Borgo Conventi,,MAGNUM,2013,8700,,50,,Braida Nuova,Borgo Conventi,wine_01gzr4kt5fecne1525skqy0xh1,,54.245613
TRUE,,RED,"Valpolicella “Ripasso” Palazzo delle Torre"" Allegrini","Valpolicella “Ripasso” Palazzo delle Torre"" Allegrini",,MAGNUM,2019,10000,,50,,Palazzo della Torre,Allegrini,wine_01h0my5sa02ad24d2x408hzb0v,,44.55046
TRUE,,RED,Valpolicella Ripasso Zenato,Valpolicella Ripasso Zenato,,MAGNUM,2018,12500,,50,,Ripassa Valpolicella Ripasso Superiore,Zenato,wine_01gzr4ksd1fnr67jf8jfan1y6x,1380075,36.898117
TRUE,,RED,Venegazzù Capo di Stato Loredan Gasparini,Venegazzù Capo di Stato Loredan Gasparini,,MAGNUM,2016,24000,,50,,Capo di Stato,Loredan Gasparini,wine_01gzr4kt32adfgha7rj4d20qxn,,62.259983
TRUE,,RED,Amarone Costasera Riserva Masi,Amarone Costasera Riserva Masi,,MAGNUM,2016,37000,,50,,Amarone della Valpolicella Classico Riserva Costasera,Masi,wine_01gzr4kt1x6ajfw8xnmfax6dmj,,30.237885
TRUE,,RED,Blauburgunder Riserva Mazon Hofstätter,Blauburgunder Riserva Mazon Hofstätter,,MAGNUM,2019,17500,,50,,Mazon Riserva,J. Hofstätter,wine_01h0qzm1vf1xzamprrnxx0043s,,34.08167
TRUE,,RED,"Blauburgunder Barthenau ""Vigna S.Urbano"" Hofstätter","Blauburgunder Barthenau ""Vigna S.Urbano"" Hofstätter",,MAGNUM,2013,29000,,50,,Barthenau Vigna S. Urbano,J. Hofstätter,wine_01h0b4rjgpder3smhfakv2fcdv,,41.579964
TRUE,,RED,Lagrein Riserva Taber Cant. Bolzano,Lagrein Riserva Taber Cant. Bolzano,,MAGNUM,2018,19000,,50,,Lagrein Riserva Taber,Cantina Bolzano / Kellerei Bozen,wine_01h0my5rkg9tcrx4kt4gktkckn,,35.02071
TRUE,,RED,Barbaresco Asili Ca Del Baio,Barbaresco Asili Ca Del Baio,,MAGNUM,2019,23000,,50,,Asili Barbaresco,Ca’ del Baio,wine_01h0my5sc8rj85z2agynpqdy1c,,49.2175
TRUE,,RED,Barolo Castiglione Vietti,Barolo Castiglione Vietti,,MAGNUM,2019,22000,,50,,Barolo Castiglione,Vietti,wine_01gzr4kt7rmtqah8vf04j2jwxa,,43.99639
TRUE,,RED,Barolo Brunate Ceretto,Barolo Brunate Ceretto,,MAGNUM,2016,43000,,50,,Barolo Brunate,Ceretto,wine_01gzr4kt6eyea97wmmagbfda3y,,43.48478
TRUE,,RED,Barolo Bussia Ceretto,Barolo Bussia Ceretto,,MAGNUM,2015,55000,,50,,Bussia Barolo,Ceretto,wine_01gzr4kt6eya318dp2ab2ndw5q,,42.187836
TRUE,,RED,Barbaresco Masseria Vietti,Barbaresco Masseria Vietti,,MAGNUM,2019,48000,,50,,Barbaresco Masseria,Vietti,wine_01gzr4kt7rvmcx88gn29mpy8g6,,41.242188
TRUE,,RED,Pino di Biserno Tenuta di Biserno Lodovico Antinori,Pino di Biserno Tenuta di Biserno Lodovico Antinori,,MAGNUM,2020,24000,,50,,Il Pino di Biserno,Biserno,wine_01gzr4ktfgp9e2x9h8da6w61wy,,85.18706
TRUE,,RED,Tignanello Antinori,Tignanello Antinori,,MAGNUM,2020,45000,,50,,Tignanello,Antinori,wine_01gzr4ksswn8cnrh7jb8qff1wy,1652,37.087296
TRUE,,RED,Brunello di Montalcino Pian Delle Vigne Antinori,Brunello di Montalcino Pian Delle Vigne Antinori,,MAGNUM,2018,22000,,50,,Pian delle Vigne Brunello di Montalcino,Antinori,wine_01gzr4ksswss4ksj7tngxj6dk5,1675,46.34144
TRUE,,RED,Brunello di Montalcino Biondi Santi,Brunello di Montalcino Biondi Santi,,MAGNUM,2017,85000,,50,,Brunello di Montalcino,Biondi-Santi,wine_01gzr4ksd3w8328ttr5b1njkxs,1558589,46.800186
TRUE,,RED,Sassicaia (Cab. Sauv.–Cab. Franc) Tenuta San Guido,Sassicaia (Cab. Sauv.–Cab. Franc) Tenuta San Guido,,MAGNUM,2019,98000,,50,,Sassicaia,Tenuta San Guido,wine_01gzr4ksd13hpy7q0n03dkf2wb,5078,44.910614
TRUE,,RED,Sassicaia (Cab. Sauv.–Cab. Franc) Tenuta San Guido,Sassicaia (Cab. Sauv.–Cab. Franc) Tenuta San Guido,,MAGNUM,2018,90000,,50,,Sassicaia,Tenuta San Guido,wine_01gzr4ksd13hpy7q0n03dkf2wb,5078,44.910614
TRUE,,RED,Sassicaia (Cab. Sauv.–Cab. Franc) Tenuta San Guido,Sassicaia (Cab. Sauv.–Cab. Franc) Tenuta San Guido,,MAGNUM,2007,98000,,50,,Sassicaia,Tenuta San Guido,wine_01gzr4ksd13hpy7q0n03dkf2wb,5078,44.910614
TRUE,,RED,Sassicaia (Cab. Sauv.–Cab. Franc) Tenuta San Guido,Sassicaia (Cab. Sauv.–Cab. Franc) Tenuta San Guido,,MAGNUM,2006,98000,,50,,Sassicaia,Tenuta San Guido,wine_01gzr4ksd13hpy7q0n03dkf2wb,5078,44.910614
TRUE,,RED,Sassicaia (Cab. Sauv.–Cab. Franc) Tenuta San Guido,Sassicaia (Cab. Sauv.–Cab. Franc) Tenuta San Guido,,MAGNUM,2005,98000,,50,,Sassicaia,Tenuta San Guido,wine_01gzr4ksd13hpy7q0n03dkf2wb,5078,44.910614
TRUE,,RED,Lodovico Tenuta di Biserno Lodovico Antinori,Lodovico Tenuta di Biserno Lodovico Antinori,,MAGNUM,2019,180000,,50,,Lodovico,Biserno,wine_01h0my5sr74yzfbj0q7yfkkmg7,,59.391388
TRUE,,RED,Lodovico Tenuta di Biserno Lodovico Antinori,Lodovico Tenuta di Biserno Lodovico Antinori,,MAGNUM,2015,270000,,50,,Lodovico,Biserno,wine_01h0my5sr74yzfbj0q7yfkkmg7,,59.391388
TRUE,,RED,Nuits-Saint-Georges 1er Cru Alain Michelot,Nuits-Saint-Georges 1er Cru Alain Michelot,,MAGNUM,1996,59000,,50,,Nuits-Saint-Georges 1er Cru ''Les Saint Georges'',Domaine Alain Michelot,wine_01gzr4ksv5b6dv4e44317fymyq,1927193,43.41373
TRUE,,RED,Les 8 Ouvrées 1er Cru Domaine Des Perdrix,Les 8 Ouvrées 1er Cru Domaine Des Perdrix,,MAGNUM,2013,62500,,50,,Les 8 Ouvrèes Nuits-Saint-Georges Premier Cru ''Aux Perdrix'',Domaine des Perdrix,wine_01hawwcxcf5n3hadkfgxecekjr,,51.82602
TRUE,,ROSE,Rosè Et Or (6 litri) Minuty,Rosè Et Or (6 litri) Minuty,,MATHUSALEM,2018,45000,,50,,Rose et Or,Minuty,wine_01h0my5t6ek7b2kpec0cffk0w7,,41.425064
TRUE,,RED,Blauburgunder Riserva Mazon (3litri) Hofstätter,Blauburgunder Riserva Mazon (3litri) Hofstätter,,JEROBOAM,2018,36000,,50,,Mazon Riserva,J. Hofstätter,wine_01h0qzm1vf1xzamprrnxx0043s,,34.08167
TRUE,,RED,"Blauburgunder Barthenau ""Vigna S. Urbano"" (3litri) Hofstätter","Blauburgunder Barthenau ""Vigna S. Urbano"" (3litri) Hofstätter",,JEROBOAM,2005,46000,,50,,Barthenau Vigna S. Urbano,J. Hofstätter,wine_01h0b4rjgpder3smhfakv2fcdv,,47.30211
TRUE,,RED,Tignanello (3 Litri) Antinori,Tignanello (3 Litri) Antinori,,JEROBOAM,2020,88500,,50,,Tignanello,Antinori,wine_01gzr4ksswn8cnrh7jb8qff1wy,1652,37.087296
TRUE,,RED,Ornellaia (3 Litri) Tenuta dell'Ornellaia,Ornellaia (3 Litri) Tenuta dell'Ornellaia,,JEROBOAM,2019,174000,,50,,Ornellaia,Ornellaia,wine_01hfvgk1q39g2jv68bzta79nbe,,41.25741
TRUE,,RED,Sassicaia (3litri) Tenuta San Guido,Sassicaia (3litri) Tenuta San Guido,,JEROBOAM,2004,195000,,50,,Sassicaia,Tenuta San Guido,wine_01gzr4ksd13hpy7q0n03dkf2wb,5078,44.910614
TRUE,,RED,Lodovico (3litri) Tenuta di Biserno,Lodovico (3litri) Tenuta di Biserno,,JEROBOAM,2017,250000,,50,,Lodovico,Biserno,wine_01h0my5sr74yzfbj0q7yfkkmg7,,44.383354
TRUE,,RED,Guidalberto (6 litri) Tenuta San Guido,Guidalberto (6 litri) Tenuta San Guido,,MATHUSALEM,2017,115000,,50,,Guidalberto,Tenuta San Guido,wine_01gzr4ksnx8asdj89jfbepz68c,5080,47.92361
TRUE,,RED,Ornellaia (6 litri) Tenuta dell’Ornellaia,Ornellaia (6 litri) Tenuta dell’Ornellaia,,MATHUSALEM,2015,415000,,50,,Ornellaia,Ornellaia,wine_01hfvgk1q39g2jv68bzta79nbe,,41.25741
TRUE,,RED,Barolo Castiglione Vietti,Barolo Castiglione Vietti,,HALF_BOTTLE,2019,5500,,50,,Barolo Castiglione,Vietti,wine_01gzr4kt7rmtqah8vf04j2jwxa,,43.99639
TRUE,,RED,Venegazzù Capo di Stato Loredan Gasparini,Venegazzù Capo di Stato Loredan Gasparini,,HALF_BOTTLE,2016,5400,,50,,Capo di Stato,Loredan Gasparini,wine_01gzr4kt32adfgha7rj4d20qxn,,62.259983
TRUE,,RED,"Chianti Classico ""Pèppoli"" Antinori","Chianti Classico ""Pèppoli"" Antinori",,HALF_BOTTLE,2022,5400,,50,,Pèppoli Chianti Classico,Antinori,wine_01gzr4ksd1qj0jje38pjazzgjz,1655,43.288284
TRUE,,RED,Amarone della Valpolicella Costasera Masi,Amarone della Valpolicella Costasera Masi,,HALF_BOTTLE,2017,6600,,50,,Costasera Amarone della Valpolicella Classico,Masi,wine_01gzr4ksd1hjdw9h6nhb6ar8vq,21929,37.237732
TRUE,,RED,Ornellaia (Cab. Sauv.– Mer.–Cab. F.–Petit Verdot) Tenuta dell’Ornellaia,Ornellaia (Cab. Sauv.– Mer.–Cab. F.–Petit Verdot) Tenuta dell’Ornellaia,,HALF_BOTTLE,2019,21000,,50,,Ornellaia,Ornellaia,wine_01hfvgk1q39g2jv68bzta79nbe,,41.25741
TRUE,,DESSERT,"Recioto di Soave ""Le Colombare"" 500 ml Pieropan","Recioto di Soave ""Le Colombare"" 500 ml Pieropan",,HALF_LITER,2018,5200,,50,,Le Colombare Recioto di Soave,Pieropan,wine_01gzr4ksj4ze4d48mpakx2fn7g,22948,49.628227
TRUE,,WHITE,Maximo (Botrytis Cinerea) 375 ml Umani Ronchi,Maximo (Botrytis Cinerea) 375 ml Umani Ronchi,,HALF_BOTTLE,2014,4300,,50,,Maximo Marche Bianco,Umani Ronchi,wine_01gzr4ktsx5x6gn5he1zatqjcz,,44.317863
