external_id,type,name_one,name_two,Stato,Zona,winery_name,vintage,size,price,cost,quantity,name,storage_area,info,internal_notes
8032625754749.0,,MALVASIA,DIS CUMIERIS,FRIULI VENEZIA GIULIA,ISONZO,VIE DI ROMANS,2021.0,BOTTLE,45,17.4,5.0,MALVASIA DIS CUMIERIS,,,Purchase Price: 17.4
9807867.0,,MALVASIA,ITALO E BRUNO,FRIULI VENEZIA GIULIA,COLLIO,BORGO DEL TIGLIO,2021.0,BOTTLE,85,38.0,6.0,MALVASIA ITALO E BRUNO,,,Purchase Price: 38.0
701197961739.0,,MALVASIA,MALVASIA,FRIULI VENEZIA GIULIA,CARSO,RUJ,2021.0,BOTTLE,25,7.0,10.0,MALVASIA MALVASIA,,,Purchase Price: 7.0
,,MALVASIA,MALVASIA,FRIULI VENEZIA GIULIA,ISONZO,BORGO SAN DANIELE,2022.0,BOTTLE,30,11.0,32.0,MALVASIA MALVASIA,,,Purchase Price: 11.0
8026849002052.0,,MALVASIA,MALVASIA,FRIULI VENEZIA GIULIA,ISONZO,TENUTA VILLANOVA,2021.0,BOTTLE,25,7.0,24.0,MALVASIA MALVASIA,,,Purchase Price: 7.0
802684900052.0,,MALVASIA,MALVASIA,FRIULI VENEZIA GIULIA,ISONZO,TENUTA VILLANOVA,2021.0,BOTTLE,25,6.7,36.0,MALVASIA MALVASIA,,,Purchase Price: 6.7
8030202000012.0,,MARZEMINO,MARZEMINO DI ISERA,TRENTO,TRENTO,DETARCZAL,2019.0,BOTTLE,28,9.5,6.0,MARZEMINO MARZEMINO DI ISERA,,,Purchase Price: 9.5
8032625754893.0,,MERLOT,MAURUS,FRIULI VENEZIA GIULIA,ISONZO,VIE DI ROMANS,2019.0,MAGNUM,32,15.5,23.0,MERLOT MAURUS,,,Purchase Price: 15.5
,,MERLOT,MERLOT,FRIULI VENEZIA GIULIA,COF,LE VIGNE DI ZAMO,2020.0,BOTTLE,28,10.4,8.0,MERLOT MERLOT,,,Purchase Price: 10.4
89021478190071.0,,MERLOT,MERLOT,FRIULI VENEZIA GIULIA,COLLIO,PRIMOSIC,2019.0,BOTTLE,30,13.9,12.0,MERLOT MERLOT,,,Purchase Price: 13.9
,,MERLOT,ROSSO DEL FAET,FRIULI VENEZIA GIULIA,COLLIO,TERRE  DEL FAET,2020.0,BOTTLE,28,10.5,11.0,MERLOT ROSSO DEL FAET,,,Purchase Price: 10.5
8032665543945.0,,NASCETTA,NASCETTA,PIEMONTE,LANGHE,ETTORE GERMANO,2021.0,BOTTLE,28,12.9,6.0,NASCETTA NASCETTA,,,Purchase Price: 12.9
879675645.0,,NEBBIOLO,ANGELIN,PIEMONTE,LANGHE,ANGELO NEGRO,2021.0,BOTTLE,28,9.0,48.0,NEBBIOLO ANGELIN,,,Purchase Price: 9.0
8033254931075.0,,NEBBIOLO,BERNERDINA,PIEMONTE,LANGHE,CERETTO,2021.0,BOTTLE,38,14.5,12.0,NEBBIOLO BERNERDINA,,,Purchase Price: 14.5
8021507732609.0,WHITE,PINOT BIANCO,PINOT BIANCO,TRENTINO-ALTO ADIGE,ALTO-ADIGE,CANTINA TERLANO,2022.0,BOTTLE,28,8.6,94.0,PINOT BIANCO PINOT BIANCO,,,Purchase Price: 8.6
,RED,PINOT NERO,ALOXE-CORTON,FRANCIA,BORGOGNA,DOMAINE ARNOUX,2018.0,BOTTLE,90,0.0,1.0,PINOT NERO ALOXE-CORTON,,,Purchase Price: 0.0
978675645364.0,RED,PINOT NERO,BOURGOGNE,FRANCIA,BOURGOGNE,BRUNO COLIN,2020.0,BOTTLE,80,38.0,4.0,PINOT NERO BOURGOGNE,,,Purchase Price: 38.0
888978876.0,RED,PINOT NERO,BOURGOGNE,FRANCIA,BOURGOGNE,DOMAINE PONSOT,2017.0,BOTTLE,85,40.0,1.0,PINOT NERO BOURGOGNE,,,Purchase Price: 40.0
,RED,PINOT NERO,BOURGOGNE COTE D'OR,FRANCIA,BORGOGNA,MARECHAL CATHERINE & CLAUDE,2020.0,BOTTLE,45,0.0,2.0,PINOT NERO BOURGOGNE COTE D'OR,,,Purchase Price: 0.0
,RED,PINOT NERO,CORTON GRAN CRU LES COMBES,FRANCIA,BORGOGNA,DOMAINE GENOT-BOULANGER,2018.0,BOTTLE,135,0.0,2.0,PINOT NERO CORTON GRAN CRU LES COMBES,,,Purchase Price: 0.0
,RED,PINOT NERO,COTES DE NUITS-JULIEN,FRANCIA,BORGOGNA,DOMAINE JULIEN,2019.0,BOTTLE,55,0.0,1.0,PINOT NERO COTES DE NUITS-JULIEN,,,Purchase Price: 0.0
,RED,PINOT NERO,COTES DE NUITS-VILLAGE,FRANCIA,BORGOGNA,DOMAINE JULIEN,2020.0,BOTTLE,55,0.0,,PINOT NERO COTES DE NUITS-VILLAGE,,,Purchase Price: 0.0
908787535.0,RED,PINOT NERO,GEVREY-CHAMBERTIN,FRANCIA,BORGOGNA,DOMAINE SÈERAFIN,2021.0,BOTTLE,155,67.0,3.0,PINOT NERO GEVREY-CHAMBERTIN,,,Purchase Price: 67.0
879745876879078.0,RED,PINOT NERO,GEVREY-CHAMBERTIN,FRANCIA,BORGOGNA,DOMAINE TRAPET ROCHELANDET,2016.0,BOTTLE,95,36.5,4.0,PINOT NERO GEVREY-CHAMBERTIN,,,Purchase Price: 36.5
3760191285804.0,RED,PINOT NERO,GEVREY-CHAMBERTIN,FRANCIA,BORGOGNA,MAISON ROCHE DE BELLENE,2017.0,BOTTLE,140,0.0,1.0,PINOT NERO GEVREY-CHAMBERTIN,,,Purchase Price: 0.0
,RED,PINOT NERO,HAUTES-COTES DE NUITS,FRANCIA,BORGOGNA,GUY & YVAN DUFOULEUR,2018.0,BOTTLE,50,20.0,2.0,PINOT NERO HAUTES-COTES DE NUITS,,,Purchase Price: 20.0
8032625754824.0,RED,PINOT NERO,LONGORUCIS,FRIULI VENEZIA GIULIA,ISONZO,VIE DI ROMANS,2020.0,BOTTLE,40,15.5,6.0,PINOT NERO LONGORUCIS,,,Purchase Price: 15.5
9807967.0,RED,PINOT NERO,PIGENO,TRENTINO-ALTO ADIGE,ALTO ADIGE,STROBLOF,2020.0,BOTTLE,40,18.9,6.0,PINOT NERO PIGENO,,,Purchase Price: 18.9
8004312227003.0,RED,PINOT NERO,PINOT NERO,ITALIA,ALTO ADIGE,ST MICHAEL-EPPAN,2022.0,BOTTLE,28,10.2,67.0,PINOT NERO PINOT NERO,,,Purchase Price: 10.2
8004312257000.0,RED,PINOT NERO,RISERVA,TRENTINO-ALTO ADIGE,ALTO ADIGE,ST MICHAEL-EPPAN,2020.0,BOTTLE,38,15.0,6.0,PINOT NERO RISERVA,,,Purchase Price: 15.0
988746356758758.0,RED,PINOT NERO,VOLANY LES COBES,FRANCIA,BORGOGNA,DOMAINE MAILLARD PÈRE & FILS,2017.0,BOTTLE,90,41.0,1.0,PINOT NERO VOLANY LES COBES,,,Purchase Price: 41.0
,RED,PINOT NERO,VOLNAY-RONCERET 1CRU,FRANCIA,BORGOGNA,DOMAINE GENOT-BOULANGER,2019.0,BOTTLE,115,0.0,,PINOT NERO VOLNAY-RONCERET 1CRU,,,Purchase Price: 0.0
87654320.0,RED,PINOT NERO,VOSNE-ROMANE,FRANCIA,BORGOGNA,LOUIS-LATOUR,2016.0,BOTTLE,160,68.0,1.0,PINOT NERO VOSNE-ROMANE,,,Purchase Price: 68.0
,RED,PINOT NERO,VOSNE-ROMANÈE,FRANCIA,BORGOGNA,DOMAINE CONFURON-CONTEDINOT,2018.0,BOTTLE,200,0.0,1.0,PINOT NERO VOSNE-ROMANÈE,,,Purchase Price: 0.0
,RED,PINOT NERO,VOUGEOT PREMIER CRU,FRANCIA,BORGOGNA,DOMAINE BERTAGNA,2018.0,BOTTLE,1,0.0,1.0,PINOT NERO VOUGEOT PREMIER CRU,,,Purchase Price: 0.0
8030588101907.0,RED,REFOSCO,REFOSCO,FRIULI VENEZIA GIULIA,COF,LA RONCAIA,2017.0,BOTTLE,33,15.0,29.0,REFOSCO REFOSCO,,,Purchase Price: 15.0
879774567.0,RED,REFOSCO,REFOSCO DAL PEDUNCOLO ROSSO,FRIULI VENEZIA GIULIA,CIALLA,RONCHI DI CIALLA,2090.0,BOTTLE,180,90.0,2.0,REFOSCO REFOSCO DAL PEDUNCOLO ROSSO,,,Purchase Price: 90.0
8021478220020.0,WHITE,RIBOLLA GIALLA,RIBOLLA GIALLA,FRIULI VENEZIA GIULIA,COLLIO,PRIMOSIC,2022.0,BOTTLE,25,10.0,36.0,RIBOLLA GIALLA RIBOLLA GIALLA,,,Purchase Price: 10.0
8054956800155.0,WHITE,RIESLING,LO SPAVALDO,PIEMONTE,OLTREPO PAVESE,FINIGETO,2020.0,BOTTLE,28,13.2,6.0,RIESLING LO SPAVALDO,,,Purchase Price: 13.2
8053676061501.0,WHITE,RIESLING,RIESLING,TRENTINO-ALTO ADIGE,TRENTO,POJER E SANDRI,2022.0,BOTTLE,28,11.0,6.0,RIESLING RIESLING,,,Purchase Price: 11.0
435637876.0,WHITE,RIESLING,TROCKEN,GERMANIA,MOSELLA,THANISCH,2022.0,BOTTLE,33,12.9,6.0,RIESLING TROCKEN,,,Purchase Price: 12.9
,RED,ROSSO,1GRAN CRU CLASSÈ,FRANCIA,BORDEAUX SAINT-EMILION,CHATEAU PAVIE,2016.0,BOTTLE,500,320.0,1.0,ROSSO 1GRAN CRU CLASSÈ,,,Purchase Price: 320.0
8033324031629.0,RED,ROSSO,BLAU & BLAU,FRIULI VENEZIA GIULIA,COLLIO,JERMAN,2021.0,BOTTLE,33,13.5,35.0,ROSSO BLAU & BLAU,,,Purchase Price: 13.5
78657647578697.0,RED,ROSSO,CHATEAUNEUF-DU-PAPE MONT-REDON,FRANCIA,CHATEAUNEUF-DU-PAPE,FAMILLE ABEILLE-FABRE,2020.0,BOTTLE,95,36.9,3.0,ROSSO CHATEAUNEUF-DU-PAPE MONT-REDON,,,Purchase Price: 36.9
3359950361011.0,RED,ROSSO,COTE-ROTIE,FRANCIA,RODANO,DELAS,2020.0,BOTTLE,140,70.0,3.0,ROSSO COTE-ROTIE,,,Purchase Price: 70.0
3359950375384.0,RED,ROSSO,COTES-DU-RHONE,FRANCIA,RODANO,DELAS,2021.0,BOTTLE,32,10.5,18.0,ROSSO COTES-DU-RHONE,,,Purchase Price: 10.5
3359950358738.0,RED,ROSSO,CROZES-HERMITAGE,FRANCIA,RODANO,DELAS,2020.0,BOTTLE,120,48.5,3.0,ROSSO CROZES-HERMITAGE,,,Purchase Price: 48.5
141414.0,RED,ROSSO,ELLITTICO,FRANCIA,BANYULS SUR MER,MANUEL DI VECCHI STARAZ,2014.0,BOTTLE,60,0.0,1.0,ROSSO ELLITTICO,,,Purchase Price: 0.0
,RED,ROSSO,ETNA ROSSO,SICILIA,ETNA,FEDERICO GRAZIANI,2021.0,BOTTLE,0,0.0,60.0,ROSSO ETNA ROSSO,,,Purchase Price: 0.0
8032568161086.0,RED,ROSSO,LA MASSA,TOSCANA,CHIANTI,TENUTA LA MASSA,2020.0,BOTTLE,35,14.9,6.0,ROSSO LA MASSA,,,Purchase Price: 14.9
8437008512341.0,RED,ROSSO,LAS QUADRAS,SPAGNA,COSTERS DEL SEGRE,MOLI DE TAFALLA,2020.0,BOTTLE,28,11.0,36.0,ROSSO LAS QUADRAS,,,Purchase Price: 11.0
8033196491736.0,RED,ROSSO,LE PERGOLE TORTE,TOSCANA,CHIANTI,MONTEVERTINE,2020.0,BOTTLE,250,85.0,6.0,ROSSO LE PERGOLE TORTE,,,Purchase Price: 85.0
8033196491743.0,RED,ROSSO,LE PERGOLE TORTE,TOSCANA,CHIANTI,MONTEVERTINE,2020.0,MAGNUM,500,230.0,1.0,ROSSO LE PERGOLE TORTE,,,Purchase Price: 230.0
800431276004.0,RED,ROSSO,MERLOT\CABERNET RIS,ITALIA,ALTO ADIGE,ST MICHAEL-EPPAN,2020.0,BOTTLE,32,13.2,6.0,ROSSO MERLOT\CABERNET RIS,,,Purchase Price: 13.2
8033196491774.0,RED,ROSSO,MONTEVERTINE,TOSCANA,CHIANTI,MONTEVERTINE,2020.0,BOTTLE,90,36.0,6.0,ROSSO MONTEVERTINE,,,Purchase Price: 36.0
,RED,ROSSO,PASSO PISCIARO,SICILIA,ETNA,FRANCHETTI,2012.0,BOTTLE,55,0.0,1.0,ROSSO PASSO PISCIARO,,,Purchase Price: 0.0
8033196491804.0,RED,ROSSO,PIAN DEL CIAMPOLO,TOSCANA,CHIANTI,MONTEVERTINE,2021.0,BOTTLE,50,16.5,6.0,ROSSO PIAN DEL CIAMPOLO,,,Purchase Price: 16.5
8033481328105.0,RED,ROSSO,ROSSO DEI NOTRI,TOSCANA,BOLGHERI,TUA RITA,2022.0,BOTTLE,30,12.0,11.0,ROSSO ROSSO DEI NOTRI,,,Purchase Price: 12.0
9807895487978.0,RED,ROSSO,ROSSO DELLA CENTA,FRIULI VENEZIA GIULIA,COLLIO,BORGO DEL TIGLIO,2018.0,BOTTLE,120,58.0,6.0,ROSSO ROSSO DELLA CENTA,,,Purchase Price: 58.0
,RED,ROSSO,ROSSO DI MEZZO,SICILIA,ETNA,FEDERICO GRAZIANI,2021.0,BOTTLE,0,0.0,12.0,ROSSO ROSSO DI MEZZO,,,Purchase Price: 0.0
8022931504206.0,RED,ROSSO,ROSSO DI MONTALCINO,TOSCANA,MONTALCINO,ARGIANO,2020.0,BOTTLE,35,13.5,3.0,ROSSO ROSSO DI MONTALCINO,,,Purchase Price: 13.5
,RED,ROSSO,ROSSO RISERVA,FRIULI VENEZIA GIULIA,COLLIO,BORGO DEL TIGLIO,2017.0,BOTTLE,65,28.0,6.0,ROSSO ROSSO RISERVA,,,Purchase Price: 28.0
8022931504213.0,RED,SANGIOVESE,ROSS0 DI MONTALCINO,ARGIANO,MONTALCINO,ARGIANO,2021.0,BOTTLE,35,13.9,6.0,SANGIOVESE ROSS0 DI MONTALCINO,,,Purchase Price: 13.9
9089786756.0,,SAUVIGNON,CUVÈE MARNE-CAILLOTTES,FRANCIA,LOIRA,ROGER,2022.0,BOTTLE,50,21.25,6.0,SAUVIGNON CUVÈE MARNE-CAILLOTTES,,,Purchase Price: 21.25
9878654565768.0,,SAUVIGNON,LES ROMAINS,FRANCIA,LOIRA,DOMAINE VACHERON,2021.0,BOTTLE,100,55.0,2.0,SAUVIGNON LES ROMAINS,,,Purchase Price: 55.0
8030421004990.0,,SAUVIGNON,POTENTILLA,FRIULI VENEZIA GIULIA,COF,LIVIO FELLUGA,2018.0,BOTTLE,45,16.0,5.0,SAUVIGNON POTENTILLA,,,Purchase Price: 16.0
679786756.0,,SAUVIGNON,POUILLY-FUME,FRANCIA,LOIRA,LEBRUN,2021.0,BOTTLE,40,15.75,6.0,SAUVIGNON POUILLY-FUME,,,Purchase Price: 15.75
8010788010094.0,,SAUVIGNON,SAUVIGNON,FRIULI VENEZIA GIULIA,COF,RONCO CASALI,2022.0,BOTTLE,25,7.8,33.0,SAUVIGNON SAUVIGNON,,,Purchase Price: 7.8
966776.0,,SAUVIGNON,SAUVIGNON,FRIULI VENEZIA GIULIA,COLLIO,BORGO DEL TIGLIO,2021.0,BOTTLE,45,20.9,6.0,SAUVIGNON SAUVIGNON,,,Purchase Price: 20.9
8796755667.0,,SAUVIGNON,SAUVIGNON RISERVA,FRIULI VENEZIA GIULIA,COLLIO,BORGO DEL TIGLIO,2021.0,BOTTLE,85,35.0,6.0,SAUVIGNON SAUVIGNON RISERVA,,,Purchase Price: 35.0
22222222.0,,SAUVIGNON,SAUVIGNON RONCO PITOTTI,FRIULI VENEZIA GIULIA,COF,VIGNAI DA DULINE,2016.0,BOTTLE,100,41.1,2.0,SAUVIGNON SAUVIGNON RONCO PITOTTI,,,Purchase Price: 41.1
8004312757005.0,,SCHIAVA,VERNATSCH,TRENTINO-ALTO ADIGE,ALTO ADIGE,ST MICHAEL-EPPAN,2022.0,BOTTLE,25,7.8,6.0,SCHIAVA VERNATSCH,,,Purchase Price: 7.8
98678645465.0,,SCHIOPETTINO,SCHIOPETTINO,FRIULI VENEZIA GIULIA,CIALLA,RONCHI DI CIALLA,2096.0,BOTTLE,150,54.0,2.0,SCHIOPETTINO SCHIOPETTINO,,,Purchase Price: 54.0
8010788010377.0,,SCHIOPETTINO,SCHIOPETTINO,FRIULI VENEZIA GIULIA,COF,RONCO CASALI,2022.0,BOTTLE,28,9.0,22.0,SCHIOPETTINO SCHIOPETTINO,,,Purchase Price: 9.0
987654456.0,SPARKLING,SPUMANTE,51151,TRENTO,TRENTO,MOSER,,BOTTLE,38,15.8,12.0,SPUMANTE 51151,,,Purchase Price: 15.8
89786755.0,SPARKLING,SPUMANTE,BLANCS DE BLANCS EXTRA BRUT RIS,TRENTINO-ALTO ADIGE,TRENTO,CAMARANI,2018.0,BOTTLE,40,15.5,2.0,SPUMANTE BLANCS DE BLANCS EXTRA BRUT RIS,,,Purchase Price: 15.5
8032685710044.0,SPARKLING,SPUMANTE,LA SCALA BRUT,LOMBARDIA,FRANCIACORTA,BELLAVISTA,2015.0,BOTTLE,55,27.5,30.0,SPUMANTE LA SCALA BRUT,,,Purchase Price: 27.5
4260463680409.0,SPARKLING,SPUMANTE,MADEMOISELLE,GERMANIA,MOSELLA,VILLA HUESGEN,2019.0,BOTTLE,45,20.0,6.0,SPUMANTE MADEMOISELLE,,,Purchase Price: 20.0
8053676061709.0,SPARKLING,SPUMANTE,MOLINAR EB,ITALIA,TRENTINO,POJER E SANDRI,2017.0,BOTTLE,100,55.0,1.0,SPUMANTE MOLINAR EB,,,Purchase Price: 55.0
8015920202788.0,SPARKLING,SPUMANTE,RIBOLLA GIALLA,FRIULI VENEZIA GIULIA,COLLIO,CANTINA PRODUTTORI CORMONS,,BOTTLE,22,4.3,117.0,SPUMANTE RIBOLLA GIALLA,,,Purchase Price: 4.3
8053676061204.0,SPARKLING,SPUMANTE,ROSÈ BRUT,TRENTINO-ALTO ADIGE,TRENTO,POJER E SANDRI,,BOTTLE,40,17.6,14.0,SPUMANTE ROSÈ BRUT,,,Purchase Price: 17.6
8908965654634.0,SPARKLING,SPUMANTE,TRENTO NATURE,TRENTINO-ALTO ADIGE,TRENTO,PEDROTTI,,BOTTLE,38,15.0,72.0,SPUMANTE TRENTO NATURE,,,Purchase Price: 15.0
45453212.0,,TREBBIANO,TREBBIANO,ABRUZZO,ABRUZZO,EMIDIO PEPE,2006.0,BOTTLE,150,0.0,1.0,TREBBIANO TREBBIANO,,,Purchase Price: 0.0
8032947170036.0,,VERDICCHIO,VILLA BUCCI,MARCHE,MARCHE,BUCCI,2015.0,BOTTLE,55,22.0,1.0,VERDICCHIO VILLA BUCCI,,,Purchase Price: 22.0
8032947170012.0,,VERDICCHIO,VILLA BUCCI,MARCHE,MARCHE,BUCCI,2018.0,BOTTLE,60,27.0,1.0,VERDICCHIO VILLA BUCCI,,,Purchase Price: 27.0
701197961753.0,,VITOVSKA,VITOVSKA,FRIULI VENEZIA GIULIA,CARSO,RUJ,2021.0,BOTTLE,25,7.0,24.0,VITOVSKA VITOVSKA,,,Purchase Price: 7.0
