external_id,size,name,winery_name,vintage,supplier,purchase_price,price,retail_price,glass_price,quantity
180,BOTTLE,Riesling Spätlese Trocken,Karthäuserhof,2008,Michl, 28.00 € , 63.00 € , 63.00 € , € 10.50 ,-2
181,BOTTLE,Riesling Alte Rebe,Karthäuserhof,2014,Michl, 19.90 € , 55.00 € , 63.00 € , € 9.17 ,5
182,BOTTLE,Alte Reben Riesling,Van Volxem,2021,Karner, 19.36 € , 54.00 € , 38.97 € , € 9.00 ,5
183,BOTTLE,Riesling Scharzhofberger,Van Volxem,2020,Karner, 39.20 € , 82.00 € , 78.91 € , € 13.67 ,5
184,BOTTLE,Riesling Röttgen,Heymann-Löwenstein,2019,WD, 43.50 € , 89.00 € , 87.57 € , € 14.83 ,3
184.3,BOTTLE,Riesling Bernkasteller Badstube Kabi,J.J.Prüm,2021,Akos, 27.95 € , 58.00 € , 56.26 € , € 9.67 ,6
184.5,BOTTLE,Riesling Graacher Himmelreich Auslese,J.J.Prüm,2021,Akos, 49.25 € , 95.00 € , 99.14 € , € 15.83 ,3
185,BOTTLE,Riesling Quarzit,Peter Jakob Kühn,2021,WD, 21.50 € , 50.00 € , 43.28 € , € 8.33 ,11
186,BOTTLE,Riesling Nikolaus,Peter Jakob Kühn,2020,WD, 51.90 € , 95.00 € , 104.47 € , € 15.83 ,9
187,BOTTLE,Riesling Stettener stein GG,Weingut am Stein,2019,WD, 38.90 € , 80.00 € , 78.31 € , € 13.33 ,2
188,BOTTLE,Riesling Teufelskopf Erste Lage,W.E. Frank,,Michl, 26.60 € , 63.00 € , 53.55 € , € 10.50 ,0
189,BOTTLE,Riesling Tonschiefer,Weingut Dönnhof,2022,FW, 13.95 € , 43.00 € , 28.08 € , € 7.17 ,16
190,BOTTLE,Riesling hermannhöhle GG,Weingut Dönnhof,2020,FW, 44.50 € , 98.00 € , 89.58 € , € 16.33 ,3
191,MAGNUM,Riesling Dellchen magnum,Weingut Dönnhof,2018,FW, 79.50 € , 164.00 € , 160.03 € , € 27.33 ,0
192,MAGNUM,Riesling Dellchen magnum,Weingut Dönnhof,2016,FW, 85.00 € , 171.00 € , 171.11 € , € 28.50 ,1
193,BOTTLE,Riesling Frühlingsplätzchen GG,Schönleber,2018,Cuzziol, 43.50 € , 89.00 € , 87.57 € , € 14.83 ,6
194,BOTTLE,Weissburgunder RS,Salwey,2019,Cuzziol, 14.50 € , 43.00 € , 29.19 € , € 7.17 ,11
195,BOTTLE,Grauburgunder Henkenberg GG,Salwey,2018,Cuzziol, 25.90 € , 61.00 € , 52.14 € , € 10.17 ,3
196,BOTTLE,Graue Freyheit,Heinrich,2020,WD, 22.00 € , 57.00 € , 44.29 € , € 9.50 ,8
197,BOTTLE,Sauvignon Sernau,Tement,2018,WD, 33.90 € , 69.00 € , 68.24 € , € 11.50 ,3
198,BOTTLE,Grüner Veltliner Vogelsang ,Bründelmayer,2022,WD, 19.90 € , 54.00 € , 40.06 € , € 9.00 ,-1
199,BOTTLE,Ried Pfeningberg Riesling 1 Lage,Proidl,2017,WD, 29.10 € , 65.00 € , 58.58 € , € 10.83 ,3
200,BOTTLE,Riesling federspiel,Weingut Knoll,2017,WD, 17.90 € , 52.00 € , 36.03 € , € 8.67 ,0
201,BOTTLE,"Riesling Himmelreich Kabinett 16,95",Markus Molitor,2020,Akos, 21.50 € , 55.00 € , 43.28 € , € 9.17 ,2
202,BOTTLE,Riesling Trabener Würzgarten Kabinett Feinherb,Martin Müllen,2020,Michl, 17.80 € , 52.00 € , 35.83 € , € 8.67 ,0
203,BOTTLE,Chardonnay Santa Barbara,Joel Gott,2017,Michl, 21.80 € , 57.00 € , 43.88 € , € 9.50 ,1
204,BOTTLE,Chardonnay,Sandhi,2018,Michl, 31.15 € , 67.00 € , 62.70 € , € 11.17 ,2
205,BOTTLE,Chablis Bearoy 1er Cru,Geoffroy,2021,Cuzziol, 22.50 € , 58.00 € , 45.29 € , € 9.67 ,6
206,BOTTLE,Borgogne Les Sétilles,Olivier Leflaive,2020,WD, 30.40 € , 70.00 € , 61.20 € , € 11.67 ,10
207,BOTTLE,Meursault Charrons,Michel bouzereau,2019,WD, 52.20 € , 98.00 € , 105.08 € , € 16.33 ,0
208,BOTTLE,Pouilly Fumé Cuvee riquette ,Domaine de Bel Air,2021,Cuzziol, 16.50 € , 46.00 € , 33.21 € , € 7.67 ,6
209,BOTTLE,Pouilly Fumé,Ladoucette,2021,WD, 24.90 € , 60.00 € , 50.12 € , € 10.00 ,8
210,BOTTLE,Sancerre Etienne Silex,H Bourgois,2015,WD, 47.90 € , 89.00 € , 96.42 € , € 14.83 ,6
211,BOTTLE,Clos David Chenin Blanc,Arnaud Lambert,2016,Cuzziol, 21.50 € , 57.00 € , 43.28 € , € 9.50 ,3
212,BOTTLE,Chassagne Montrachet Les Fairendes 1er Cru,Domaine Coffinet-Duvernay,2018,Cuzziol, 56.50 € , 112.00 € , 113.73 € , € 18.67 ,2
213,BOTTLE,Viré Clessé,Comte Lafon,2021,Cuzziol, 27.00 € , 65.00 € , 54.35 € , € 10.83 ,11
214,BOTTLE,Mercurey Les Rochelles,Domaine Mia,2020,Cuzziol, 28.50 € , 64.00 € , 57.37 € , € 10.67 ,5
215,BOTTLE,Isarcus ,Griesbauerhof,2020,O, 12.60 € , 40.00 € , 25.36 € , € 6.67 ,2
216,BOTTLE,Vernatsch 69` ,Rielinger,2020,WD, 13.10 € , 40.00 € , 26.37 € , € 6.67 ,14
216.5,BOTTLE,Mitter Vernatsch,Hartmann Dona,2022,Akos, 14.00 € , 42.00 € , 28.18 € , € 7.00 ,63
217,BOTTLE,Upupa rot,Weingut Abraham,2019,WD, 11.80 € , 38.00 € , 23.75 € , € 6.33 ,-1
218,BOTTLE,Hoamet,Bergmannhof,2020,WD, 14.50 € , 41.00 € , 29.19 € , € 6.83 ,16
219,BOTTLE,Dona Rouge,Weingut Hartmann Donà,2012,Akos, 19.95 € , 53.00 € , 40.16 € , € 8.83 ,7
220,BOTTLE,Sankt Anna,Weingut in der Eben,2018,WD, 10.90 € , 36.00 € , 21.94 € , € 6.00 ,5
221,MAGNUM,"Gschleier - Magnum 28,60€",Kellerei Girlan,2020,FW, 12.80 € , 40.00 € , 25.77 € , € 6.67 ,4
222,BOTTLE,Erbe und auftrag,Andi Sölva,2020,Michl, 17.90 € , 53.00 € , 36.03 € , € 8.83 ,0
223,BOTTLE,Campill,Weingut Pranzegg,2018,Karner, 16.12 € , 44.00 € , 32.45 € , € 7.33 ,16
224,BOTTLE,Vino rosso leggero,Weingut Pranzegg,2022,Karner, 11.10 € , 38.00 € , 22.34 € , € 6.33 ,-2
224,BOTTLE,Kalterersee Auslese Römigberg,Weingut Alois Lageder,2018,O, 9.54 € , 36.00 € , 19.20 € , € 6.00 ,3
225,BOTTLE,Kalterersee Auslese Leuchtenberg,Kellerei Kaltern,2018,FW, 6.90 € , 33.00 € , 13.89 € , € 5.50 ,3
226,BOTTLE,Kalterersee Auslese Kalkofen,Weingut Baron di Pauli,2017,FW, 9.60 € , 36.00 € , 19.32 € , € 6.00 ,3
227,BOTTLE,"Magdalener klassisch HUB - 1,5  31,5",Untermoserhof - Georg Ramoser,2021,FW, 14.15 € , 43.00 € , 28.48 € , € 7.17 ,12
228,BOTTLE,Magdalener Vigna Premstrallerhof,Rottensteiner,2022,WD, 8.60 € , 36.00 € , 17.31 € , € 6.00 ,34
229,BOTTLE,Gran Marie Magdalener klassisch ,Weingut Fliederhof,2021,WD, 16.50 € , 46.00 € , 33.21 € , € 7.67 ,9
230,BOTTLE,Prior Rot,Wingut Edmund Pomella,2022,Pomella, 12.30 € , 41.00 € , 24.76 € , € 6.83 ,24
231,MAGNUM,"Blauburgunder Matan Riserva - Magnum 54,00€",Weingut Pfitscher,2020,O, 23.50 € , 61.00 € , 47.31 € , € 10.17 ,8
237,BOTTLE,Blauburgunder Fuxleiten,Weingut Pfitscher,2022,O, 14.00 € , 42.00 € , 28.18 € , € 7.00 ,30
231.2,BOTTLE,Blauburgunder Vigna das Langenfeld,Weingut Pfitscher,2019,WD, 89.00 € , 180.00 € , 179.16 € , € 30.00 ,3
232,BOTTLE,Blauburgunder ,Weingut Gottardi,2019,FW, 17.20 € , 50.00 € , 34.62 € , € 8.33 ,35
233,MAGNUM,Mazzon Blauburgunder Magnum,Weingut Gottardi,2013,FW, 37.50 € , 85.00 € , 75.49 € , € 14.17 ,2
234,BOTTLE,Blauburgunder Riserva,Weingut Gottardi,2017,FW, 29.25 € , 65.00 € , 58.88 € , € 10.83 ,12
234,MAGNUM,"Blauburgunder Riserva 1,5l",Weingut Gottardi,2017,FW, 63.00 € , 135.00 € , 126.82 € , € 22.50 ,1
235,BOTTLE,Blauburgunder selection,Weingut Gottardi,2015,FW, 37.00 € , 90.00 € , 74.48 € , € 15.00 ,9
236,BOTTLE,Blauburgunder Riserva Mazon,Weingut Hofstätter,2019,O, 28.75 € , 65.00 € , 57.87 € , € 10.83 ,19
238,BOTTLE,Blauburgunder Riserva Oxenreiter,Weingut Steinhaushof,2013,WD, 18.50 € , 50.00 € , 37.24 € , € 8.33 ,5
239,BOTTLE,Blauburgunder Doná Noir ,Weingut Hartmann Donà,2015,Akos, 47.50 € , 96.00 € , 95.62 € , € 16.00 ,5
240,BOTTLE,Blauburgunder Riserva limited edition,Weingut Plonerhof,2016,WD, 37.70 € , 86.00 € , 75.89 € , € 14.33 ,0
241,BOTTLE,Blauburgunder Riserva Exklusiv,Weingut Plonerhof,2019,WD, 29.50 € , 65.00 € , 59.38 € , € 10.83 ,7
242,BOTTLE,Blauburgunder Schwarze Madonna,Weingut Klosterhof,2019,WD, 18.50 € , 53.00 € , 37.24 € , € 8.83 ,1
243,BOTTLE,Pinot Nero Riserva Burgum Novum,Weingut Castelfeder,2018,WD, 22.00 € , 58.00 € , 44.29 € , € 9.67 ,12
244,BOTTLE,Blauburgunder Art,Weingut Abraham,2018,WD, 45.90 € , 105.00 € , 92.40 € , € 17.50 ,10
245,BOTTLE,Blauburgunder,Weingut Abraham,2019,WD, 24.30 € , 59.00 € , 48.92 € , € 9.83 ,7
246,BOTTLE,Blauburgunder Violette,Von winning,2015,Cuzziol, 49.00 € , 92.00 € , 96.00 € , € 15.33 ,5
246.1,BOTTLE,Pinot Noir ,Gantenbein,2021,FW, 115.00 € , 260.00 € , 96.00 € , € 43.33 ,1
247,BOTTLE,Spätburgunder Alte reben,Berhard Huber,,WD, 29.90 € , 66.00 € , 60.19 € , € 11.00 ,0
439,BOTTLE,Maddalena Nera,Langut Buchner - Rainer Uhl,2019,Uhl, 17.08 € , 46.00 € , 34.38 € , € 7.67 ,-1
248,BOTTLE,Trattmann riserva,Kellerei Girlan,2009,OB, 30.33 € , 85.00 € , 61.05 € , € 14.17 ,0
249,BOTTLE,Curlan riserva,Kellerei Girlan,2019,FW, 66.50 € , 140.00 € , 133.86 € , € 23.33 ,4
250,BOTTLE,Vigna Ganger riserva,Kellerei Girlan,2019,WD, 88.90 € , 185.00 € , 178.96 € , € 30.83 ,1
249,BOTTLE,Lagrein Porphyr Riserva,Kellerei Terlan ,2020,Karner, 35.60 € , 85.00 € , 71.66 € , € 14.17 ,8
250,BOTTLE,Lagrein Riserva Taber,Kellerei Bozen,2020,O, 30.97 € , 70.00 € , 62.34 € , € 11.67 ,15
251,MAGNUM,Lagrein Riserva Taber Magnum,Kellerei Bozen,2016,O, 61.50 € , 134.00 € , 123.80 € , € 22.33 ,0
253,BOTTLE,Lagrein Mirell ,Ansitz Waldgries,2019,Karner, 28.51 € , 64.00 € , 57.39 € , € 10.67 ,1
254,MAGNUM,"Lagrein Mirell 1,5l",Ansitz Waldgries,2018,Karner, 59.66 € , 130.00 € , 120.10 € , € 21.67 ,1
254,BOTTLE,Lagrein Riserva,Ansitz Waldgries,2021,Karner, 17.50 € , 50.00 € , 35.23 € , € 8.33 ,15
255,BOTTLE,Lagrein Riserva,Abtei Muri-Gries,2020,O, 20.90 € , 60.00 € , 42.07 € , € 10.00 ,17
256,BOTTLE,Lagrein Carano Riserva,Weingut Baron di Pauli,2019,FW, 23.85 € , 59.00 € , 48.01 € , € 9.83 ,23
257,BOTTLE,Lagrein Linticlarus Riserva,Tiefenbrunner,2020,FW, 23.75 € , 59.00 € , 47.81 € , € 9.83 ,3
259,BOTTLE,Lagrein Riserva bist Herbst 2023 ausverkauft,Nusser,2018,WD, 19.60 € , 53.00 € , 39.45 € , € 8.83 ,0
260,BOTTLE,Lagrein Icona,Weingut Heiner,2020,Heiner, 11.50 € , 38.00 € , 23.15 € , € 6.33 ,12
261,BOTTLE,Lagrein Burgum Novum ,Weingut Castelfeder,2019,WD, 18.50 € , 51.00 € , 37.24 € , € 8.50 ,53
262,BOTTLE,Lagrein Riserva Klosteranger,Abtei Muri-Gries,2020,WD, 52.00 € , 118.00 € , 104.68 € , € 19.67 ,13
263,MAGNUM,Lagrein Riserva Klosteranger (Magnum),Abtei Muri-Gries,2015,FW, 104.90 € , 203.00 € , 211.16 € , € 33.83 ,3
264,BOTTLE,Lagrein Ottanta,Egger ramer,2019,WS, 30.00 € , 66.00 € , 60.39 € , € 11.00 ,6
265,MAGNUM,Lamarein Magnum,Erbhof Unterganzner,2021,WS/O, 94.00 € , 260.00 € , 189.22 € , € 43.33 ,1
266,BOTTLE,Lamarein,Erbhof Unterganzner,2021,WS/O, 49.34 € , 130.00 € , 99.32 € , € 21.67 ,20
267,BOTTLE,Merlot Riserva Siebeneich,Kellerei Terlan ,2020,O, 13.80 € , 46.00 € , 27.78 € , € 7.67 ,12
269,BOTTLE,Merlot XV BIO,Weingut Alois Lageder,2020,Karner, 12.85 € , 41.00 € , 25.87 € , € 6.83 ,4
270,BOTTLE,MR 20,Pitzner,2020,WD, 25.60 € , 59.00 € , 51.53 € , € 9.83 ,13
271,BOTTLE,Brenntal,Kellerei Kurtatsch,2020,O, 34.00 € , 76.00 € , 68.44 € , € 12.67 ,16
272,BOTTLE,Merlot Riserva Bio,Stachelburg,2018,WD, 14.80 € , 43.00 € , 29.79 € , € 7.17 ,14
274,BOTTLE,Merlot Riserva,Clemens Waldthaler,2017,WD, 12.90 € , 42.00 € , 25.97 € , € 7.00 ,8
276,BOTTLE,Staffes Merlot Riserva,Weingut Kornell,2019,WD, 17.90 € , 51.00 € , 36.03 € , € 8.50 ,9
277,BOTTLE,MCM Merlot,Weingut Alois Lageder,2019,WD, 36.80 € , 79.00 € , 74.08 € , € 13.17 ,5
278,BOTTLE,Merlot Kressfeld,Kornell,2015,Karner, 41.90 € , 92.00 € , 84.34 € , € 15.33 ,7
279,BOTTLE,Riserva Gant,Kellerei Andrian,2018,Karner, 32.00 € , 68.00 € , 64.42 € , € 11.33 ,15
280,BOTTLE,Cabernet Sauvignon CS,Weingut Heiner,2019,O, 17.60 € , 50.00 € , 35.43 € , € 8.33 ,4
281,BOTTLE,Istrice Cabernet Sauvignon,Weingut Elena Walch,2020,FW, 17.70 € , 46.00 € , 35.63 € , € 7.67 ,13
282,BOTTLE,Cabernet  Sauvignon Riserva ,Erbhof Unterganzner,2019,FW, 21.70 € , 58.00 € , 43.68 € , € 9.67 ,11
284,BOTTLE,Toren Cabernet Sauvignon,Tiefenbrunner,2015,FW, 63.00 € , 135.00 € , 126.82 € , € 22.50 ,1
285,BOTTLE,Cabernet Staffes,Kornell,2020,Karner, 17.90 € , 53.00 € , 36.03 € , € 8.83 ,15
286,BOTTLE,Cabernet Freienfeld,Kellerei Kuirtatsch,2018,O, 32.00 € , 85.00 € , 64.42 € , € 14.17 ,7
287,BOTTLE,Feldherr,Weingut Lieselehof,2016,Liesele, 28.50 € , 64.00 € , 57.37 € , € 10.67 ,1
288,BOTTLE,Planties Rot,St. Quirinus,2019,WD, 29.90 € , 66.00 € , 60.19 € , € 11.00 ,18
289,BOTTLE,Cabernet Sauvignon Lafoà,Kellerei Schreckbichl,2018,O, 42.00 € , 89.00 € , 84.55 € , € 14.83 ,11
290,BOTTLE,"Cabernet Löwengang Rarum (gem Kiste, 70,00€ pro Flasche) 1998,1996, 2003, 2005, 2007, 2010;",Alois Lageder,,Lageder, 70.00 € , 159.00 € , 140.91 € , € 26.50 ,3
291,BOTTLE,Turmhof Cabernet Sauvignon,Schlosskellerei Tiefenbrunner,2021,Cuzziol/FW, 12.50 € , 39.00 € , 25.16 € , € 6.50 ,19
292,BOTTLE,Risorgimento,LPR,2015,WD, 119.00 € , 229.00 € , 239.55 € , € 38.17 ,8
292.5,BOTTLE,Syrah Marra,Niedrist,2019,FW, 27.90 € , 64.00 € , 56.16 € , € 10.67 ,6
293,BOTTLE,Reserve del Conte - Bio,Weingut Manincor,2021,O, 13.75 € , 43.00 € , 27.68 € , € 7.17 ,21
294,BOTTLE,Palestina,Lentsch,2020,WD, 20.90 € , 52.00 € , 42.07 € , € 8.67 ,55
295,BOTTLE,Palestina (reserviert),Lentsch,2009,WD, 27.90 € , 69.00 € , 56.16 € , € 11.50 ,0
296,BOTTLE,Learn,Glassierhof,2016,WD, 21.30 € , 56.00 € , 42.88 € , € 9.33 ,11
297,BOTTLE,Iugum,Weingut Peter Dipoli,2017,FW, 28.00 € , 61.00 € , 56.36 € , € 10.17 ,17
298,BOTTLE,Frauenriegel,Weingut Peter Dipoli,2019,FW, 32.60 € , 75.00 € , 65.62 € , € 12.50 ,5
299,BOTTLE,Brenntal,Weingut Peter Dipoli,2019,FW, 41.50 € , 95.00 € , 83.54 € , € 15.83 ,10
300,BOTTLE,Tres,Kellerei Kurtatsch,2015,WD, 113.00 € , 212.00 € , 227.47 € , € 35.33 ,0
301,BOTTLE,Hexagon,Pitzner,2021,WD, 57.50 € , 109.00 € , 115.75 € , € 18.17 ,10
302,BOTTLE,Hexagon,Pitzner,2016,Karner, 29.70 € , 84.00 € , 59.79 € , € 14.00 ,9
303,BOTTLE,Linticlarus Cuvee,Schlosskellerei Tiefenbrunner,2020,FW, 26.00 € , 65.00 € , 52.34 € , € 10.83 ,29
304,MAGNUM,Linticlarus Cuvee Magnum,Schlosskellerei Tiefenbrunner,2020,FW, 60.00 € , 132.00 € , 120.78 € , € 22.00 ,34
304,BOTTLE,Anticus Riserva,Nals Margreid,2018,WD/O, 32.55 € , 68.00 € , 65.52 € , € 11.33 ,3
305,BOTTLE,Cornelius ,Kellerei Schreckbichl,2019,Karner, 19.50 € , 54.00 € , 39.25 € , € 9.00 ,1
306,BOTTLE,Centa Merlot Cabernet,Weingut Gerd Pomella,2015,FW, 12.95 € , 38.00 € , 26.07 € , € 6.33 ,9
307,BOTTLE,Soma Merlot Cabernet Franc,Kellerei Kurtatsch,2019,O, 15.50 € , 45.00 € , 31.20 € , € 7.50 ,-2
308,BOTTLE,Composition Reif ,Erbhof Unterganzner,2021,FW / Karner, 37.40 € , 96.00 € , 75.29 € , € 16.00 ,13
309,MAGNUM,Composition Reif Magnum,Erbhof Unterganzner,2021,WD, 69.00 € , 155.00 € , 138.90 € , € 25.83 ,1
310,BOTTLE,Athos,Ansitz Dolomytos Sacker,2016,WD, 32.90 € , 70.00 € , 66.23 € , € 11.67 ,12
311,BOTTLE,Skythos,Ansitz Dolomytos Sacker,2016,Karner, 29.90 € , 66.00 € , 60.19 € , € 11.00 ,23
312,BOTTLE,Castel Campan - Bio,Weingut Manincor,2016,Manincor, 55.60 € , 118.00 € , 111.92 € , € 19.67 ,6
313,BOTTLE,Composition Reif ,Erbhof Unterganzner,2020,FW, 31.90 € , 68.00 € , 64.21 € , € 11.33 ,6
314,BOTTLE,Merlot Campo al Lago,Tenuta Inama,2020,WD, 15.00 € , 44.00 € , 30.20 € , € 7.33 ,3
315,BOTTLE,Teroldego dannato,Redondel,2016,Akos, 14.60 € , 44.00 € , 29.39 € , € 7.33 ,11
316,BOTTLE,Teroldego Beatome,Redondel,2011,Akos, 25.60 € , 65.00 € , 51.53 € , € 10.83 ,19
316,BOTTLE,San Leonardo,San Leonardo,2000,Karner, 74.50 € , 148.00 € , 149.97 € , € 24.67 ,3
317,BOTTLE,Erminio cabernet Franc,Grigolli Bruno,2018,FW, 25.00 € , 62.00 € , 50.33 € , € 10.33 ,13
318,BOTTLE,Granato,Foradori Elisabetta,2019,WD, 42.02 € , 92.00 € , 84.59 € , € 15.33 ,5
319,BOTTLE,Sassirossi,Masut de Rive,2020,Cuzziol, 9.00 € , 36.00 € , 18.12 € , € 6.00 ,10
320,BOTTLE,Amarone Vigneto Ravazoll,Cà la Bionda,2016,FW, 38.00 € , 71.00 € , 76.49 € , € 11.83 ,6
321,BOTTLE,Amarone ,Bertani,2007,Karner, 77.30 € , 149.00 € , 155.60 € , € 24.83 ,1
322,BOTTLE,Valpolicella Classico Superiore,Cà la Bionda,2020,FW, 15.30 € , 45.00 € , 30.80 € , € 7.50 ,6
324,BOTTLE,Lorenzo - Verdichio dei Castelli di Jesi,Tenuta di Fra  ,2019,Daniel, 12.21 € , 39.00 € , 24.58 € , € 6.50 ,7
325,BOTTLE,Lacrima di Morro d´Alba,Tenuta di Fra  ,2019,Daniel, 19.26 € , 54.00 € , 38.77 € , € 9.00 ,12
326,BOTTLE,Cuvee ,Tenuta di Fra  ,2019,Daniel, 15.80 € , 49.00 € , 31.81 € , € 8.17 ,3
327,BOTTLE,Primo Ballo- Verdicchio die castelli die Jesi,Tenuta di Fra  ,2020,Daniel, 8.20 € , 37.00 € , 16.51 € , € 6.17 ,6
328,BOTTLE,Dolcetto d'Alba,Conterno Fantino,2021,karner, 8.98 € , 37.00 € , 18.08 € , € 6.17 ,9
329,BOTTLE,Quatr nas,Rocche die manzoni,2015,Karner, 27.90 € , 64.00 € , 56.16 € , € 10.67 ,9
330,BOTTLE,Nebbiolo d'Alba V. sibi et paucis,Sandrone Luciano,2016,FW, 25.50 € , 61.00 € , 51.33 € , € 10.17 ,7
331,BOTTLE,Nebbiolo d'Alba Valmaggiore ,Sandrone Luciano,2019,FW, 17.00 € , 51.00 € , 34.22 € , € 8.50 ,3
332,BOTTLE,Nebbiolo Langhe, San Biagio,2018,WS, 11.80 € , 40.00 € , 23.75 € , € 6.67 ,8
333,BOTTLE,Barolo Vigna Sori Ginestra,Conterno Fantino,2014,karner, 48.50 € , 108.00 € , 97.63 € , € 18.00 ,7
334,BOTTLE,Barolo Vigna Pressenda,Conterno Fantino,2014,karner, 36.00 € , 84.00 € , 72.47 € , € 14.00 ,0
335,BOTTLE,Barolo Vigna del Gris,Conterno Fantino,2014,karner, 48.45 € , 99.00 € , 97.53 € , € 16.50 ,3
336,BOTTLE,Barolo Vigna del Gris,Conterno Fantino,2012,karner, 55.00 € , 120.00 € , 110.72 € , € 20.00 ,3
337,BOTTLE,Barolo Le Vigne,Sandrone Luciano,2018,FW, 51.00 € , 124.00 € , 102.66 € , € 20.67 ,3
338,BOTTLE,Barolo Le Vigne,Sandrone Luciano,2014,FW, 51.00 € , 125.00 € , 102.66 € , € 20.83 ,4
339,BOTTLE,Barolo Le Vigne,Sandrone Luciano,,FW, 51.00 € , 126.00 € , 102.66 € , € 21.00 ,0
340,BOTTLE,Barolo Le Vigne,Sandrone Luciano,2009,FW, 88.50 € , 174.00 € , 178.15 € , € 29.00 ,3
341,BOTTLE,Barolo Le Vigne,Sandrone Luciano,2016,FW, 51.00 € , 280.00 € , 102.66 € , € 46.67 ,1
342,BOTTLE,Barolo Le Vigne s.e.p.,Sandrone Luciano,2012,FW, 75.00 € , 160.00 € , 150.98 € , € 26.67 ,2
343,BOTTLE,Barolo Le Vigne s.e.p.,Sandrone Luciano,2011,FW, 75.00 € , 161.00 € , 150.98 € , € 26.83 ,1
343,BOTTLE,Barolo Le Vigne sibi et paucis,Sandrone Luciano,2007,FW, 81.00 € , 190.00 € , 163.05 € , € 31.67 ,4
344,BOTTLE,Barolo Aleste,Sandrone Luciano,2014,FW, 59.00 € , 127.00 € , 118.77 € , € 21.17 ,5
345,BOTTLE,Barolo Aleste,Sandrone Luciano,2018,FW, 59.00 € , 128.00 € , 118.77 € , € 21.33 ,3
346,BOTTLE,Barolo Cannubi Boschis sibi et paucis,Sandrone Luciano,2009,FW, 75.00 € , 183.00 € , 150.98 € , € 30.50 ,1
347,BOTTLE,Barolo Marcenasco,Ratti Renato,2018,FW, 28.00 € , 62.00 € , 56.36 € , € 10.33 ,5
348,BOTTLE,Barolo Falletto,Bruno Giacosa,2012,Matma, 110.00 € , 220.00 € , 221.43 € , € 36.67 ,6
349,BOTTLE,Barolo Gattera,Mauro Veglio,2018,Cuzziol, 33.00 € , 69.00 € , 66.43 € , € 11.50 ,17
350,BOTTLE,Barbera d´alba Cascina,Mauro Veglio,2020,Cuzziol, 21.00 € , 56.00 € , 42.27 € , € 9.33 ,8
350,MAGNUM,Barolo Cannubi Boschis sibi et paucis Magnum,Sandrone Luciano,2009,FW, 155.00 € , 336.00 € , 312.02 € , € 56.00 ,2
351,BOTTLE,Barbaresco Rabajà,Giuseppe Cortese,2018,FW, 35.75 € , 72.00 € , 71.96 € , € 12.00 ,1
352,BOTTLE,Barbaresco Ovello,Produttori di Barbaresco,2017,FW, 26.00 € , 62.00 € , 52.34 € , € 10.33 ,4
353,BOTTLE,Barbaresco Riserva Basarin BIO,Punset,2015,WD, 28.90 € , 65.00 € , 58.18 € , € 10.83 ,7
354,BOTTLE,Chianti Classico,Isole e Olena,2019,FW, 15.80 € , 42.00 € , 31.81 € , € 7.00 ,8
355,BOTTLE,Chianti Classico Riserva,Caparsa,2017,Cuzziol, 23.00 € , 58.00 € , 46.30 € , € 9.67 ,4
356,BOTTLE,Chianti Classico ,Fontodi,2020,karner, 22.90 € , 55.00 € , 46.10 € , € 9.17 ,12
357,BOTTLE,Chianti Classico Vigna del Sorbo,Fontodi,2013,karner, 59.90 € , 121.00 € , 120.58 € , € 20.17 ,2
358,BOTTLE,Flaccianello,Fontodi,2019,karner, 99.00 € , 195.00 € , 199.29 € , € 32.50 ,4
359,BOTTLE,Chianti Classico Castello Fonterutoli,Mazzei,1999,Karner, 40.00 € , 92.00 € , 80.52 € , € 15.33 ,1
360,BOTTLE,Rosso di Montalcino,Tenuta Collosorbo,2021,FW, 10.90 € , 39.00 € , 21.94 € , € 6.50 ,10
361,BOTTLE,Brunello di Montalcino,Tenuta Collosorbo,2018,FW, 25.00 € , 61.00 € , 50.33 € , € 10.17 ,8
362,BOTTLE,Brunello di Montalcino,Tenuta Mastrojanni,2016,FW, 37.80 € , 80.00 € , 76.09 € , € 13.33 ,6
363,BOTTLE,Brunello di Montalcino Cupano BIO,Tenuta Cupano ,2012,WD, 67.20 € , 139.00 € , 135.27 € , € 23.17 ,2
364,BOTTLE,Flaccianello,Poggio di Sotto,2016,Karner, 134.60 € , 245.00 € , 270.95 € , € 40.83 ,2
366,BOTTLE,Caiarossa,Caiarossa,2016,Akos, 28.00 € , 83.00 € , 56.36 € , € 13.83 ,1
367,BOTTLE,Caiarossa,Caiarossa,2019,Akos, 34.00 € , 84.00 € , 68.44 € , € 14.00 ,12
367,BOTTLE,Caiarossa,Caiarossa,2012,Akos, 28.00 € , 84.00 € , 56.36 € , € 14.00 ,13
368,BOTTLE,Aria di Caiarossa,Caiarossa,2013,Akos, 15.00 € , 52.00 € , 30.20 € , € 8.67 ,9
369,BOTTLE,Aria di Caiarossa,Caiarossa,2019,Akos, 16.00 € , 53.00 € , 32.21 € , € 8.83 ,12
369,BOTTLE,Le Pergole Torte,Montevertine,2020,FW, 85.00 € , 260.00 € , 240.00 € , € 43.33 ,5
370,BOTTLE,Montevertine,Montevertine,2019,FW, 36.00 € , 78.00 € , 72.47 € , € 13.00 ,3
370.2,BOTTLE,La Massa,La Massa,2019,Karner, 13.97 € , 43.00 € , 28.12 € , € 7.17 ,4
