ok,external_id,type,name,winery_name,area,size,vintage,price,info,quantity,internal_notes,matched_name,matched_winery_name,matched_id,matched_original_id,score,,
TRUE,v.9012.1999.b,RED,Château La Tour Haut-Brion Cru Classé des Graves,Château La Tour Haut Brion,,BOTTLE,1999,130,,1,Purchase Price: 35,Le Clarence de Haut Brion Pessac-Léognan (Château Bahans Haut-Brion),Château Haut-Brion,wine_01gzr4kt1w6kgasfh9x0nf1805,,,,
TRUE,v.1768.1962.c,RED,Château Lafite Rothschild 1er G.Cru Classé,Château Lafite Rothschild,,MAGNUM,1962,3000,,1,Purchase Price: 800,Carruades de Lafite Pauillac,Château Lafite Rothschild,wine_01gzr4ksd1br0cs071rnre3t19,,,,
TRUE,v.1768.1990.b,RED,Château Lafite Rothschild 1er G.Cru Classé,Château Lafite Rothschild,,BOTTLE,1990,1600,,1,Purchase Price: 500,Carruades de Lafite Pauillac,Château Lafite Rothschild,wine_01gzr4ksd1br0cs071rnre3t19,,,,
TRUE,v.1768.2000.b,RED,Château Lafite Rothschild 1er G.Cru Classé,Château Lafite Rothschild,,BOTTLE,2000,2000,,1,Purchase Price: 600,Carruades de Lafite Pauillac,Château Lafite Rothschild,wine_01gzr4ksd1br0cs071rnre3t19,,,,
TRUE,v.1768.2002.b,RED,Château Lafite Rothschild 1er G.Cru Classé,Château Lafite Rothschild,,BOTTLE,2002,980,,2,Purchase Price: 300,Carruades de Lafite Pauillac,Château Lafite Rothschild,wine_01gzr4ksd1br0cs071rnre3t19,,,,
TRUE,v.8096.1983.b,RED,Château Lascombes 2ème G.C.C.,Château Lascombes,,BOTTLE,1983,140,,3,Purchase Price: 35,Chevalier de Lascombes Margaux,Château Lascombes,wine_01h0my5sa15nf3dghrhya0jt46,,,,
TRUE,v.3696.1988.b,RED,Château Latour 1er G.Cru Classé,Château Latour,,BOTTLE,1988,2000,,1,Purchase Price: 500,Pauillac de Latour,Château Latour,wine_01gzr4ksd2vd8tbaeth2vjkcff,,,,
TRUE,v.3696.1990.b,RED,Château Latour 1er G.Cru Classé,Château Latour,,BOTTLE,1990,3300,,1,Purchase Price: 1000,Pauillac de Latour,Château Latour,wine_01gzr4ksd2vd8tbaeth2vjkcff,,,,
TRUE,v.3696.2002.b,RED,Château Latour 1er G.Cru Classé,Château Latour,,BOTTLE,2002,1600,,1,Purchase Price: 400,Pauillac de Latour,Château Latour,wine_01gzr4ksd2vd8tbaeth2vjkcff,,,,
TRUE,v.1747.1988.b,RED,Grand Vin de Léoville du Marquis de Las Cases 2ème G.C.C.,Château Léoville Las Cases,,BOTTLE,1988,440,,1,Purchase Price: 130,Clos du Marquis Saint-Julien,Château Léoville Las Cases,wine_01gzr4ksd26esbx5yrtjqrj5g1,,,,
TRUE,v.1747.1993.b,RED,Grand Vin de Léoville du Marquis de Las Cases 2ème G.C.C.,Château Léoville Las Cases,,BOTTLE,1993,350,,1,Purchase Price: 100,Clos du Marquis Saint-Julien,Château Léoville Las Cases,wine_01gzr4ksd26esbx5yrtjqrj5g1,,,,
TRUE,v.1739.1989.b,RED,Château Montrose 2ème G.C.C.,Château Montrose,,BOTTLE,1989,600,,1,Purchase Price: 200,Le Saint-Estephe de Montrose,Château Montrose,wine_01gzr4ksd2hcxnpyqj5m3vb3fd,,,,
TRUE,v.1741.1981.b,RED,Château Mouton-Rothschild 1er G.Cru Classé,Château Mouton Rothschild,,BOTTLE,1981,1500,,3,Purchase Price: 420,Le Petit Mouton de Mouton Rothschild Pauillac,Château Mouton Rothschild,wine_01gzr4ksd12t2w3f9a16pgcezy,,,,
TRUE,v.1741.1988.b,RED,Château Mouton-Rothschild 1er G.Cru Classé,Château Mouton Rothschild,,BOTTLE,1988,1100,,2,Purchase Price: 320,Le Petit Mouton de Mouton Rothschild Pauillac,Château Mouton Rothschild,wine_01gzr4ksd12t2w3f9a16pgcezy,,,,
TRUE,v.1741.1990.b,RED,Château Mouton-Rothschild 1er G.Cru Classé,Château Mouton Rothschild,,BOTTLE,1990,1500,,4,Purchase Price: 440,Le Petit Mouton de Mouton Rothschild Pauillac,Château Mouton Rothschild,wine_01gzr4ksd12t2w3f9a16pgcezy,,,,
TRUE,v.1741.2002.b,RED,Château Mouton-Rothschild 1er G.Cru Classé,Château Mouton Rothschild,,BOTTLE,2002,1500,,1,Purchase Price: 440,Le Petit Mouton de Mouton Rothschild Pauillac,Château Mouton Rothschild,wine_01gzr4ksd12t2w3f9a16pgcezy,,,,
TRUE,v.1750.1999.b,RED,Château Pichon-Longueville Baron 2ème G.C.C.,Château Pichon-Longueville Baron,,BOTTLE,1999,210,,1,Purchase Price: 50,Les Tourelles de Longueville Pauillac,Château Pichon Baron,wine_01h0my5sa1t3p2sj6mc13fkxzx,,,,
TRUE,v.15656.2012.b,RED,Château Pimpine,Château Pimpine,,BOTTLE,2012,60,,3,Purchase Price: 14,Château,Château Ksara,wine_01hcwsyk1952vdgrbwrt9nqksk,,,,
TRUE,v.6430.1995.b,RED,Château Pontet Canet Grand Cru Classé,Château Pontet Canet,,BOTTLE,1995,140,,1,Purchase Price: 32,Les Hauts de Pontet-Canet Pauillac,Château Pontet-Canet,wine_01gzr4ksd1fghmpgth14apkphe,,,,
TRUE,v.8638.1982.b,RED,Château Rauzan-Gassies 2ème G.C.C.,Château Rauzan-Gassies,,BOTTLE,1982,160,,5,Purchase Price: 40,Chevalier de Rauzan-Gassies Margaux,Château Rauzan-Gassies,wine_01hfsc4mb0bt1008fssexnfhww,,,,
TRUE,v.12661.1989.b,RED,Premières Côtes de Bordeaux Château Reynon,Château Reynon,,BOTTLE,1989,80,,1,Purchase Price: 10,Clos de Reynon Cadillac - Côtes de Bordeaux,Château Reynon,wine_01hcwsyk1hmv41nzmtky4z50va,,,,
TRUE,v.12661.1995.b,RED,Premières Côtes de Bordeaux Château Reynon,Château Reynon,,BOTTLE,1995,80,,1,Purchase Price: 10,Clos de Reynon Cadillac - Côtes de Bordeaux,Château Reynon,wine_01hcwsyk1hmv41nzmtky4z50va,,,,
TRUE,v.1789.1989.b,RED,Château Sociando Mallet,Château Sociando Mallet,,BOTTLE,1989,170,,2,Purchase Price: 45,La Demoiselle de Sociando-Mallet Haut-Médoc,Château Sociando-Mallet,wine_01h0my5sa2482jyncksvzkz9tg,,,,
TRUE,v.1789.1990.b,RED,Château Sociando Mallet,Château Sociando Mallet,,BOTTLE,1990,160,,1,Purchase Price: 45,La Demoiselle de Sociando-Mallet Haut-Médoc,Château Sociando-Mallet,wine_01h0my5sa2482jyncksvzkz9tg,,,,
TRUE,v.1789.1996.b,RED,Château Sociando Mallet,Château Sociando Mallet,,BOTTLE,1996,110,,2,Purchase Price: 32,La Demoiselle de Sociando-Mallet Haut-Médoc,Château Sociando-Mallet,wine_01h0my5sa2482jyncksvzkz9tg,,,,
TRUE,v.6971.1990.b,RED,Château Talbot 4ème G.C.C.,Château Talbot,,BOTTLE,1990,180,,1,Purchase Price: 50,Connétable Talbot Saint-Julien,Château Talbot,wine_01gzr4ksd1mg8q7dzrwwdgg1t4,,,,
TRUE,v.10091.1996.b,RED,Château Troplong Mondot Grand Cru Classé,Château Troplong Mondot,,BOTTLE,1996,150,,1,Purchase Price: 40,Mondot Saint-Émilion Grand Cru,Château Troplong Mondot,wine_01gzr4ksd3ekwjebr892asstx9,,,,
TRUE,v.1745.2005.b,RED,Château Trotte Vieille 1er G.Cru Classé,Château Trotte Vieille,,BOTTLE,2005,230,,2,Purchase Price: 75,La Vieille Dame de Trotte Vieille Saint-Émilion Grand Cru,Château Trotte Vieille,wine_01gzr4ktnrnvvb0xj6kyh99bzq,,,,
TRUE,v.34394.2009.b,RED,Pinot noir,Christian Binner,,BOTTLE,2009,90,,5,Purchase Price: 22,Pinot Noir,Christian Dolder,wine_01hfscjkpx4kb16gc5yj5cfnch,,,,
TRUE,v.83913.2000.b,RED,Gigondas,Clos du Joncuas,,BOTTLE,2000,55,,1,Purchase Price: 10,Vignoble Saint-Frédéric Gigondas,Clos du Joncuas,wine_01hcwsyk30dm4jjwqxwspsybd8,,,,
TRUE,v.55643.2018.b,WHITE,Montagny Cuvée Le Clou,Clos Salomon,,BOTTLE,2018,55,,3,Purchase Price: 10,Le Clos Sauvignon,Clos Roussely,wine_01hcycw5843jtkt4zx34exkcq8,,,,
TRUE,v.83553.2001.b,RED,Colli Berici Cabernet,Costozza,,BOTTLE,2001,40,,6,Purchase Price: 10,Cabernet Sauvignon,Costozza,wine_01h0qsxnqbda6193e5gvjpxxt2,,,,
TRUE,v.16612.2015.b,WHITE,Greco di Tufo Oro,D’Orta – De Conciliis,,BOTTLE,2015,42,,2,Purchase Price: 8,La Passera Greco di Tufo,Viticoltori de Conciliis,wine_01hfsh1dhejnqgtezjyzrhx2r2,,,,
TRUE,v.257.2003.b,RED,Cesanese di Olevano Romano Riserva Cirsium,Damiano Ciolli,,BOTTLE,2003,60,,3,Purchase Price: 12,Silene Cesanese di Olevano Romano Superiore,Damiano Ciolli,wine_01h0qsxn52h8rrb596e6d9arst,,,,
TRUE,v.10109.2002.b,WHITE,Collio Tocai Friulano,Dario Raccaro,,BOTTLE,2002,52,,1,Purchase Price: 10,Friulano Rolat,Raccaro,wine_01hfsh6jsg9wghbzx1ekg9h1kk,,,,
TRUE,v.10109.2005.b,WHITE,Collio Tocai Friulano,Dario Raccaro,,BOTTLE,2005,50,,1,Purchase Price: 10,Friulano Rolat,Raccaro,wine_01hfsh6jsg9wghbzx1ekg9h1kk,,,,
TRUE,v.68797.2022.b,WHITE,Vivo,De Martin,,BOTTLE,2022,30,,18,Purchase Price: 10,Vivo Chardonnay,De Bortoli,wine_01hcwsyk6w0nxhar8eesd8n2sq,,,,
TRUE,v.37113.2003.b,WHITE,Valais Fendand Les Vignes dans le Ciel,Domaine de Beudon,,BOTTLE,2003,60,,4,Purchase Price: 20,Fendant du Valais,GREGOR KUONEN Caveau de Salquenen,wine_01hcycw59k1nbxjtbbvhgg03tm,,,,
TRUE,v.15017.2003.b,WHITE,Valais Riesling x Sylvaner,Domaine de Beudon,,BOTTLE,2003,60,,1,Purchase Price: 16,Riesling - Sylvaner,Domaine de la Printaniére,wine_01hcwsykce9sep0m7mdfbr74yx,,,,
TRUE,v.15017.2007.b,WHITE,Valais Riesling x Sylvaner,Domaine de Beudon,,BOTTLE,2007,55,,3,Purchase Price: 15,Riesling - Sylvaner,Domaine de la Printaniére,wine_01hcwsykce9sep0m7mdfbr74yx,,,,
TRUE,v.35823.2017.b,WHITE,Arbois Trois Terroirs,Domaine de Saint Pierre,,BOTTLE,2017,100,,2,Purchase Price: 28,Chateau Renard Arbois,Domaine de Saint Pierre,wine_01hcwsykdat30bedft028mn167,,,,
TRUE,v.51966.2015.b,WHITE,Cheverny L'Heritière,Domaine du Salvard,,BOTTLE,2015,55,,3,Purchase Price: 12,Cheverny Blanc,Domaine du Salvard,wine_01hcwsykdpph1jazd1ctrmj0km,,,,
TRUE,v.3409.2010.b,WHITE,Collio Malvasia Etichetta Blu,Doro Princic,,BOTTLE,2010,60,,1,Purchase Price: 9,Malvasia,Doro Princic,wine_01hfsjnhycrjdj5xzvzatp6qp9,,,,
TRUE,v.3409.2013.b,WHITE,Collio Malvasia Etichetta Blu,Doro Princic,,BOTTLE,2013,50,,2,Purchase Price: 13,Malvasia,Doro Princic,wine_01hfsjnhycrjdj5xzvzatp6qp9,,,,
TRUE,v.3804.1983.b,RED,Montepulciano d'Abruzzo Riserva,Emidio Pepe,,BOTTLE,1983,400,,1,Purchase Price: 70,Montepulciano d''Abruzzo,Emidio Pepe,wine_01gzr4ksd6tm16eae9c8tj0thw,,,,
TRUE,v.3804.1984.b,RED,Montepulciano d'Abruzzo Riserva,Emidio Pepe,,BOTTLE,1984,380,,1,Purchase Price: 110,Montepulciano d''Abruzzo,Emidio Pepe,wine_01gzr4ksd6tm16eae9c8tj0thw,,,,
TRUE,v.11537.2012.b,RED,Barolo Serralunga d'Alba,Ferdinando Principiano,,BOTTLE,2012,75,,3,Purchase Price: 14,Saitta Selezione Serralunga Barolo,Ferdinando Principiano,wine_01h0my5sexv56ph45trhywda94,,,,
TRUE,v.15060.2010.b,RED,Boschetto Rosso,Feudi Barone Spitaleri,,BOTTLE,2010,40,,2,Purchase Price: 7,Rosso,Feudo dei Baroni,wine_01hfsjxck3dntbd3rzbv05hhbt,,,,
TRUE,v.31131.1998.b,RED,Taurasi Selve di Luoti,Feudi di San Gregorio,,BOTTLE,1998,65,,1,Purchase Price: 15,Taurasi,Feudi di San Gregorio,wine_01hfsk29k05kyqysvec201cyha,,,,
TRUE,v.31131.1999.b,RED,Taurasi Selve di Luoti,Feudi di San Gregorio,,BOTTLE,1999,60,,1,Purchase Price: 14,Taurasi,Feudi di San Gregorio,wine_01hfsk29k05kyqysvec201cyha,,,,
TRUE,v.12770.2015.b,WHITE,Gewürztraminer,Frédéric Mochel,,BOTTLE,2015,55,,1,Purchase Price: 14,Gewürztraminer,Frédéric Engel,wine_01h4pmmgkg2zd4n311qrmkf85e,,,,
TRUE,v.12770.2016.b,WHITE,Gewürztraminer,Frédéric Mochel,,BOTTLE,2016,55,,5,Purchase Price: 14,Gewürztraminer,Frédéric Engel,wine_01h4pmmgkg2zd4n311qrmkf85e,,,,
TRUE,v.334.2001.b,RED,Chianti Rùfina Montesodi,Frescobaldi - Castello di Nipozzano,,BOTTLE,2001,100,,1,Purchase Price: 16,Chianti Rùfina Riserva,Castello Nipozzano,wine_01gzr4ksd1e9gd713mv8f14tf5,,,,
TRUE,v.334.2004.b,RED,Chianti Rùfina Montesodi,Frescobaldi - Castello di Nipozzano,,BOTTLE,2004,90,,2,Purchase Price: 16,Chianti Rùfina Riserva,Castello Nipozzano,wine_01gzr4ksd1e9gd713mv8f14tf5,,,,
TRUE,v.82800.2016.b,WHITE,Bianco,Frus - Marina Danieli,,BOTTLE,2016,45,,1,Purchase Price: 8,Fusionissimo Bianco,Marina Danieli,wine_01hcw4dg4c2sjkbj68x7rvn3me,,,,
TRUE,v.16462.2017.b,WHITE,Weinviertel Grüner Veltliner Reserve Mühlberg,Gruber Röschitz,,BOTTLE,2017,55,,3,Purchase Price: 10,Mühlberg Grüner Veltliner,Gruber Röschitz,wine_01havwefgxg5qn0xr9mvw6necq,,,,
TRUE,v.70427.2000.b,WHITE,Gewürztraminer Vendanges Tardives,Gruss,,BOTTLE,2000,80,,2,Purchase Price: 20,Gewürztraminer ''Eguisheim'',Domaine Gruss,wine_01hcwsykpjynp0ksrqv8fadnvh,,,,
TRUE,v.233.2012.b,RED,Bolgheri Merlot Cont'Ugo,Guado al Tasso - Antinori,,BOTTLE,2012,70,,10,Purchase Price: 18,Rute Bolgheri,Guado al Melo,wine_01gzr4ksd560dmr2hrsxt1em3c,,,,
TRUE,v.61130.2011.b,RED,Lagrein,Hans Rottensteiner,,BOTTLE,2011,45,,2,Purchase Price: 10,Selezione Lagrein,Rottensteiner,wine_01h0my5t3cx7y7vyehk6cnf93a,,,,
TRUE,v.1506.2011.c,WHITE,Riesling Trocken,Heymann-Löwenstein,,MAGNUM,2011,100,,1,Purchase Price: 10,Riesling,Heymann-Löwenstein,wine_01gzr4kszd77qyfex73zxadrns,,,,
TRUE,v.84111.1990.b,WHITE,Tokay Pinot gris Vendange Tardive,Hugel,,BOTTLE,1990,160,,5,Purchase Price: 40,Classic Pinot Gris,Hugel,wine_01hcwsykswvbd8h3byp0yytjr1,,,,
TRUE,v.80095.2019.b,WHITE,Vipava Sauvignon Obelunec,Kmetija Hedele,,BOTTLE,2019,60,,27,Purchase Price: 21,Sauvignon,Kmetija Hedele,wine_01hawwcytwdkpfek414qme16mq,,,,
TRUE,v.32755.1999.b,RED,Carmignano Riserva,Le Farnete,,BOTTLE,1999,55,,2,Purchase Price: 10,Opi Montepulciano d''Abruzzo Colline Teramane Riserva,Farnese,wine_01gzr4kt81t0ev94ecxwbw6vmg,,,,
TRUE,v.83834.2018.b,RED,Cannonau di Sardegna 1 Sorso,Leonardo Bagella,,BOTTLE,2018,40,,1,Purchase Price: 9,1Sorso Cannonau di Sardegna,Mario Bagella,wine_01h0my5sh79mzbddkjcjqgyej7,,,,
TRUE,v.58645.2003.b,RED,Colli Orientali del Friuli Refosco dal peduncolo rosso,Livon,,BOTTLE,2003,50,,2,Purchase Price: 10,Riul Refosco dal Peduncolo Rosso,Livon,wine_01gzr4kt3zaqtwqe60w7m79jkr,,,,
TRUE,v.32471.1999.b,WHITE,Meursault Blagny 1er Cru,Louis Jadot,,BOTTLE,1999,170,,2,Purchase Price: 50,Meursault 1er Cru ''Charmes'',Louis Jadot,wine_01hcw4dfcv2xc6xgja8e78g5nc,,,,
TRUE,v.4985.2007.b,RED,Taurasi Poliphemo Vecchie Vigne,Luigi Tecce,,BOTTLE,2007,70,,2,Purchase Price: 15,Poliphemo Taurasi,Luigi Tecce,wine_01h0qsxn1km08qehgpnfwba25y,,,,
TRUE,v.43347.2014.b,RED,Colli Orientali del Friuli Nero Magis,Magis,,BOTTLE,2014,60,,9,Purchase Price: 14,Le Carignan de Maris,Château Maris,wine_01h4pmmfm44z595ma5pc5bry81,,,,
TRUE,v.83956.1994.b,WHITE,Pinot gris Bergheim Vendanges Tardives,Marcel Deiss,,BOTTLE,1994,100,,2,Purchase Price: 18,Pinot Gris Bergheim,Marcel Deiss,wine_01gzr4kstqtgx5a37tm8m5dvx5,,,,
TRUE,v.63917.2016.c,WHITE,Pinot grigio,Marco Levis,,MAGNUM,2016,70,,3,Purchase Price: 18,Pinot Grigio,Marco Cecchini,wine_01gzr4ksedz1vcfmrdc48yft05,,,,
TRUE,v.63917.2016.b,WHITE,Pinot grigio,Marco Levis,,BOTTLE,2016,40,,2,Purchase Price: 9,Pinot Grigio,Marco Cecchini,wine_01gzr4ksedz1vcfmrdc48yft05,,,,
TRUE,v.6096.2013.b,WHITE,Rebula / Ribolla,Marjan Simčič,,BOTTLE,2013,40,,2,Purchase Price: 10,Rebula Opoka,Marjan Simčič,wine_01gzr4kst0y723j0m2a89tmn7c,,,,
TRUE,v.19631.2016.b,RED,Vino Rosso Leggero,Martin Gojer Pranzegg,,BOTTLE,2016,45,,1,Purchase Price: 7,Vino Rosso,San Martino,wine_01havwefnvdt4fktwa1bww25v8,,,,
TRUE,v.13317.1997.b,RED,Montepulciano d'Abruzzo San Martino Rosso,Masciarelli - Marina Cvetic,,BOTTLE,1997,65,,1,Purchase Price: 10,Montepulciano d''Abruzzo Riserva,Marina Cvetić,wine_01gzr4ksd473ccgdn8r8fnk84h,,,,
TRUE,v.13317.2006.b,RED,Montepulciano d'Abruzzo San Martino Rosso,Masciarelli - Marina Cvetic,,BOTTLE,2006,60,,3,Purchase Price: 10,Montepulciano d''Abruzzo Riserva,Marina Cvetić,wine_01gzr4ksd473ccgdn8r8fnk84h,,,,
TRUE,v.6500.1999.b,RED,Valpolicella Classico Superiore MontePiazzo,Masi - Serego Alighieri,,BOTTLE,1999,60,,1,Purchase Price: 15,Valpolicella Classico Superiore,Masi,wine_01gzr4ksd9jkybpahgzy7rhzbz,,,,
TRUE,v.59219.2006.b,RED,Colli di Conegliano Riserva Nasi Rossi,Maso di Villa,,BOTTLE,2006,50,,6,Purchase Price: 11,Nasi Rossi,Maso di Villa,wine_01hbtesw30tqgv0hew40gzakv3,,,,
TRUE,v.59219.2007.b,RED,Colli di Conegliano Riserva Nasi Rossi,Maso di Villa,,BOTTLE,2007,50,,1,Purchase Price: 11,Nasi Rossi,Maso di Villa,wine_01hbtesw30tqgv0hew40gzakv3,,,,
TRUE,v.10986.2013.b,RED,Grignolino del Monferrato Casalese,Migliavacca,,BOTTLE,2013,50,,3,Purchase Price: 10,Grignolino del Monferrato Casalese,Migliavacca,wine_01h0my5vtqd5n1dy6jkfm248pf,,,,
TRUE,v.44097.2019.b,WHITE,Sauvignon blanc Teolis,Murva - Renata Pizzulin,,BOTTLE,2019,40,,3,Purchase Price: 8,Lastris Sauvignon Blanc,Pizzulin Denis,wine_01hfty5x8b1yhc7qqgay6dzmsa,,,,
TRUE,v.84690.2000.b,RED,Côte de Nuits Villages Viola Odorata Vieilles Vignes,Naudin-Ferrand,,BOTTLE,2000,140,,2,Purchase Price: 25,Vieilles Vignes Côte de Nuits Villages,Henri Naudin-Ferrand,wine_01h0qzm08heqb2thzs4rrfd5xz,,,,
TRUE,v.84690.2005.b,RED,Côte de Nuits Villages Viola Odorata Vieilles Vignes,Naudin-Ferrand,,BOTTLE,2005,120,,3,Purchase Price: 25,Vieilles Vignes Côte de Nuits Villages,Henri Naudin-Ferrand,wine_01h0qzm08heqb2thzs4rrfd5xz,,,,
TRUE,v.53943.2001.b,WHITE,Tocai Friulano Cru:Čhale,Nec-Otium,,BOTTLE,2001,55,,2,Purchase Price: 10,I Vini di Jacopo Friulano di Jacopo,Nec Otium,wine_01h4pmmfqe3rgcpnr37zn9h6cw,,,,
TRUE,v.53943.2002.b,WHITE,Tocai Friulano Cru:Čhale,Nec-Otium,,BOTTLE,2002,55,,2,Purchase Price: 10,I Vini di Jacopo Friulano di Jacopo,Nec Otium,wine_01h4pmmfqe3rgcpnr37zn9h6cw,,,,
TRUE,v.15955.2013.b,RED,Bolgheri Superiore Ornellaia L'Eleganza,Ornellaia,,BOTTLE,2013,400,,1,Purchase Price: 89,Bolgheri Superiore,Ornellaia,wine_01gzr4kt84npbnmnn74ztf80re,,,,
TRUE,v.9531.2014.b,WHITE,Petite Arvine Nuances,Ottin,,BOTTLE,2014,45,,3,Purchase Price: 10,Petite Arvine,Ottin - Viticulteur Encaveur,wine_01gzr4ksy5vsgzzdj6z7az7snt,,,,
TRUE,v.9531.2016.b,WHITE,Petite Arvine Nuances,Ottin,,BOTTLE,2016,55,,1,Purchase Price: 10,Petite Arvine,Ottin - Viticulteur Encaveur,wine_01gzr4ksy5vsgzzdj6z7az7snt,,,,
TRUE,v.49786.2007.b,WHITE,Müller Thurgau,Pacher Hof,,BOTTLE,2007,55,,1,Purchase Price: 10,Müller-Thurgau Edition 108,Ilmbacher Hof,wine_01h0qzm2wze80gk8f0f496j1ab,,,,
TRUE,v.14417.2014.b,WHITE,Sylvaner Alte Reben,Pacher Hof,,BOTTLE,2014,55,,2,Purchase Price: 10,Alte Reben Sylvaner,Hof Bangerth,wine_01h0qzm2wzyfdmfvtvp7c8x5fs,,,,
TRUE,v.30064.2014.b,WHITE,Sylvaner,Pacher Hof,,BOTTLE,2014,45,,2,Purchase Price: 10,Silvaner,Ilmbacher Hof,wine_01h0qzm2wzfm3vjryzbpj6dfgg,,,,
TRUE,v.58114.2013.b,RED,Barbera d'Alba Superiore,Paolo Monti,,BOTTLE,2013,65,,1,Purchase Price: 11,Barbera d''alba Superiore,Monte Paolo - Cascina Flino,wine_01hftz61dsjkvnvww6bbv0ss70,,,,
TRUE,v.50698.2012.b,RED,Barbera d'Alba,Paolo Monti,,BOTTLE,2012,50,,2,Purchase Price: 9,Barbera d''alba Superiore,Monte Paolo - Cascina Flino,wine_01hftz9sqqsba5fkh8rkd72r9t,,,,
TRUE,v.9201.2008.b,RED,Barolo Bussia,Paolo Monti,,BOTTLE,2008,90,,2,Purchase Price: 15,Bussia'' Barolo,Monti,wine_01hftzdwme5pq2n5ddna47790h,,,,
TRUE,v.37183.2000.b,RED,Refoscone Romain,Paolo Rodaro,,BOTTLE,2000,50,,1,Purchase Price: 10,Romain Refosco dal Peduncolo Rosso,Rodaro,wine_01gzr4kttk3dgmqx1swymmpjf1,,,,
TRUE,v.78658.2015.b,WHITE,Le Secche,Paradiso dei Conigli,,BOTTLE,2015,120,,2,Purchase Price: 20,Albana Secco,Fattoria Paradiso,wine_01gzr4kt8dckx33swgqv5rk5g9,,,,
TRUE,v.78658.2016.b,WHITE,Le Secche,Paradiso dei Conigli,,BOTTLE,2016,110,,1,Purchase Price: 19,Albana Secco,Fattoria Paradiso,wine_01gzr4kt8dckx33swgqv5rk5g9,,,,
TRUE,v.5706.2005.c,RED,Barolo Riserva Argento,Parusso,,MAGNUM,2005,200,,1,Purchase Price: 30,Barolo Riserva,Parusso,wine_01hfv1pxrcsnzybv2gr1rwsahs,,,,
TRUE,v.6429.1997.b,RED,Cabernet Sauvignon,Paul Bruno,,BOTTLE,1997,70,,2,Purchase Price: 10,Cabernet Sauvignon,Richard Bruno,wine_01h0qsxnt2zxm6z337vd69aw5e,,,,
TRUE,v.6998.1995.b,RED,Brunello di Montalcino Rennina,Pieve Santa Restituta,,BOTTLE,1995,200,,1,Purchase Price: 40,Brunello di Montalcino,La Pieve,wine_01gzr4kspp6n1zpdabe143x83x,,,,
TRUE,v.73144.2015.b,RED,Malvasia nera Sine Felle,Podere Casaccia,,BOTTLE,2015,60,,1,Purchase Price: 12,Sine Felle Riserva,Azienda Agricola Moretti - Podere Casaccia,wine_01gzr4kt5nyg4pazma5vfs8r03,,,,
TRUE,v.864.1998.b,WHITE,Chardonnay Sanct Valentin,Produttori San Michele Appiano,,BOTTLE,1998,100,,1,Purchase Price: 25,Chardonnay,San Michele,wine_01gzr4ksmv69qe8d1n72sn0x7d,,,,
TRUE,v.864.1999.b,WHITE,Chardonnay Sanct Valentin,Produttori San Michele Appiano,,BOTTLE,1999,100,,1,Purchase Price: 25,Chardonnay,San Michele,wine_01gzr4ksmv69qe8d1n72sn0x7d,,,,
TRUE,v.864.2000.b,WHITE,Chardonnay Sanct Valentin,Produttori San Michele Appiano,,BOTTLE,2000,90,,2,Purchase Price: 16,Chardonnay,San Michele,wine_01gzr4ksmv69qe8d1n72sn0x7d,,,,
TRUE,v.864.2005.b,WHITE,Chardonnay Sanct Valentin,Produttori San Michele Appiano,,BOTTLE,2005,82,,2,Purchase Price: 15,Chardonnay,San Michele,wine_01gzr4ksmv69qe8d1n72sn0x7d,,,,
TRUE,v.867.2003.b,WHITE,Gewürztraminer Sanct Valentin,Produttori San Michele Appiano,,BOTTLE,2003,80,,2,Purchase Price: 15,Gewürztraminer,Michel Kurtz,wine_01gzr4ksmv77d19k37hn5xh7nh,,,,
TRUE,v.867.2005.b,WHITE,Gewürztraminer Sanct Valentin,Produttori San Michele Appiano,,BOTTLE,2005,55,,1,Purchase Price: 10,Gewürztraminer,Michel Kurtz,wine_01gzr4ksmv77d19k37hn5xh7nh,,,,
TRUE,v.867.2006.b,WHITE,Gewürztraminer Sanct Valentin,Produttori San Michele Appiano,,BOTTLE,2006,70,,1,Purchase Price: 13,Gewürztraminer,Michel Kurtz,wine_01gzr4ksmv77d19k37hn5xh7nh,,,,
TRUE,v.867.2012.b,WHITE,Gewürztraminer Sanct Valentin,Produttori San Michele Appiano,,BOTTLE,2012,55,,1,Purchase Price: 10,Gewürztraminer,Michel Kurtz,wine_01gzr4ksmv77d19k37hn5xh7nh,,,,
TRUE,v.863.2005.b,WHITE,Pinot bianco Sanct Valentin,Produttori San Michele Appiano,,BOTTLE,2005,70,,1,Purchase Price: 13,Bianco,San Michele,wine_01gzr4ksmxhs3pcnxcft4hsbxs,,,,
TRUE,v.13936.1999.b,WHITE,Pinot bianco Schulthauser,Produttori San Michele Appiano,,BOTTLE,1999,50,,1,Purchase Price: 10,Bianco,San Michele,wine_01gzr4kskqhvbre4ann8ryaw6c,,,,
TRUE,v.865.1999.b,WHITE,Pinot grigio Sanct Valentin,Produttori San Michele Appiano,,BOTTLE,1999,58,,1,Purchase Price: 15,Pinot Grigio,San Michele,wine_01gzr4ksmwpc5rwqdma4kja9w0,,,,
TRUE,v.865.2001.b,WHITE,Pinot grigio Sanct Valentin,Produttori San Michele Appiano,,BOTTLE,2001,52,,2,Purchase Price: 9,Pinot Grigio,San Michele,wine_01gzr4ksmwpc5rwqdma4kja9w0,,,,
