ok,type,name,winery_name,area,size,vintage,price,info,internal_notes,matched_name,matched_winery_name,matched_id,matched_original_id,score
TRUE,WHITE,CHARDONNAY D.O.C. LAFÓA,COLTERENZIO,4-2,BOTTLE,2021,50,,,Lafóa Chardonnay,Colterenzio (Schreckbichl),wine_01gzr4ksdaap8qgvttdchv03pk,5292596,37.07114
TRUE,WHITE,GEWÜRZTRAMINER D.O.C. PERELISE,COLTERENZIO,4-2,BOTTLE,2022,35,,,Perelise Gewürztraminer,Colterenzio (Schreckbichl),wine_01gzr4kt49whwzncybp9a6yb8b,,38.99129
TRUE,WHITE,MOSCATO GIALLO D.O.C. PFEFFERER,COLTERENZIO,FRIGO MESCITA,BOTTLE,2022,25,,,Pfefferer,Colterenzio (Schreckbichl),wine_01gzr4kt49kze5jqmfxgercqpt,,35.12059
TRUE,WHITE,PINOT BIANCO D.O.C. BERG,COLTERENZIO,FRIGO MESCITA E 4-2,BOTTLE,2020,35,,,Berg,Colterenzio (Schreckbichl),wine_01gzr4kt49xx5x185hnmbtd80n,,29.845041
TRUE,WHITE,SAUVIGNON D.O.C. LAFÓA,COLTERENZIO,4-2,BOTTLE,2021,50,,,Lafóa Sauvignon,Colterenzio (Schreckbichl),wine_01gzr4ksd91kx6d5rhyzts8a62,11170,36.716816
TRUE,WHITE,FRIULANO COLLIO,DRAGA,4-3,BOTTLE,,30,,,Friulano,Draga,wine_01h0qzm04fq2d2m0767bz3rdt4,,32.757168
TRUE,WHITE,GAVI GRIFO DEL QUARTARO D.O.C.G..,ENRICO SERAFINO,4-4,BOTTLE,2022,45,,,Grifo del Quartaro Gavi di Gavi,Enrico Serafino,wine_01h0qsxnqxh2y81dkhxk64t8k5,,59.74008
TRUE,WHITE,GRECO DI TUFO CUTIZZI D.O.C.G.,FEUDI DI SAN GREGORIO,3-3,BOTTLE,2022,35,,,Greco Di Tufo Cutizzi,Feudi di San Gregorio,wine_01gzr4ksnzg22arwsq420h1d1d,1226616,61.66386
TRUE,WHITE,PINOT GRIGIO DELLE VENEZIE D.O.C.,FRATELLI MURARO,FRIGO MESCITA,BOTTLE,2021,30,,,Pinot Grigio delle Venezie,Murari,wine_01h0qsxnpc6ma73xt3h2vtrvre,,36.79391
TRUE,WHITE,CHARDONNAY SCAPULIN LANCHE D.O.C.,GIUSEPPE CORTESE,4-4 + SCATOLA,BOTTLE,,45,,,Chardonnay Langhe Scapulin,Giuseppe Cortese,wine_01h0my5t8pmn7qz7a5g49bavp4,,55.534904
TRUE,WHITE,RIBOLLA I.G.T.,GRAVNER,2-3,BOTTLE,2015,180,,,Ribolla Gialla,Gravner,wine_01gzr4ksd9kfp30jtsgmty7rzt,1950121,34.233334
TRUE,WHITE,RIBOLLA GIALLA D.O.C.,GRILLO IOLE,4-3,BOTTLE,2021,30,,,Ribolla Gialla,Azienda Agricola Grillo,wine_01gzr4kt5pwsa8qhr5c6vvje47,,32.5701
TRUE,WHITE,VERMENTINO BURATTINI,GUIDO F.FENDI,,BOTTLE,2019,50,,,Burattini Vermentino,Azienda Guido F. Fendi,wine_01h0qsxnbwdnvxnsbmr35ssk6c,,34.36087
TRUE,WHITE,VERMENTINO MAREMMA TOSCACA ‘CHICCA’,GUIDO F.FENDI,,BOTTLE,2020,45,,,Chicca Vermentino Maremma Toscana,Azienda Guido F. Fendi,wine_01h0qsxnbws4g8s48fcbswf10h,,37.126213
FALSE,WHITE,PINOT BLANC D.O.C.,HARTMANN DONA',4-2,BOTTLE,2021,40,,,Donà Blanc,Hartmann Donà,wine_01h0qzm1v50ycesemx1rez16em,,32.82307
TRUE,WHITE,SOAVE CLASSICO D.O.C. 'VIN SOAVE',INAMA,4-4,BOTTLE,2022,30,,,Soave Classico,Inama Azienda Agricola,wine_01gzr4ksj2tpq3qeh7dmesn1qv,81840,37.584366
TRUE,WHITE,VENETO CHARDONNAY,INAMA,4-3,BOTTLE,2021,25,,,Chardonnay del Veneto,Inama Azienda Agricola,wine_01gzr4ksj2swy4dfs7x0ayb2zv,1202356,27.460552
TRUE,WHITE,VULCAIA FUME' SAUVIGNON DEL VENETO,INAMA,4-3,BOTTLE,2021,65,,,Vulcaia Fume Sauvignon del Veneto,Inama Azienda Agricola,wine_01gzr4ksj2vhr6mzr4an8szhym,81842,40.456852
TRUE,WHITE,VULCAIA SAUVIGNON DEL VENETO,INAMA,4-3,BOTTLE,2022,30,,,Vulcaia Sauvignon del Veneto,Inama Azienda Agricola,wine_01gzr4ksj2d6vn7abpd9wv0nmc,1841511,36.930534
FALSE,WHITE,GEWÜRZTRAMINER'KOLBENHOF' RISERVA,J. HOFSTÄTTER,4-1,BOTTLE,2021,65,,,Reserve Grüner Veltliner,Hofstetter,wine_01h0qzm1vgeeak9jgw5qwqsp97,,23.943562
