external_id,type,name_1,name_2,name_3,internal_notes,vintage,info,bottle_price,magnum_price,demi_price,bottle_qty,magnum_qty,demi_qty,purchase_price,to_archive
253,WHITE,Sauvignon blanc,Weingut Kornell,HERCULES, ORANGE ,2020,, 110.00 € ,,,23,,,,
252,WHITE,Sauvignon blanc,Kellerei St.Michael-Eppan,WINE COLLECTION,,2019,, 145.00 € ,,,11,,,,
255,WHITE,Sauvignon blanc,Kellerei Girlan,FLORA,,2009,RARITAS, 65.00 € ,,,2,,,,
,WHITE,Sauvignon blanc,Kellerei St. Michael-Eppan,ST. VALENTIN,,2012,RARITAS,,,,13,,,,
,WHITE,Sauvignon blanc,Kellerei St. Michael-Eppan,ST. VALENTIN,,2010,,,,,22,,,,
,WHITE,Sauvignon blanc,Kellerei St. Michael-Eppan,ST. VALENTIN,,2009,,,,,10,,,,
,WHITE,Sauvignon blanc,Kellerei St. Michael-Eppan,ST. VALENTIN,,2008,,,,,17,,,,
255,WHITE,Sauvignon blanc,Kellerei St. Michael-Eppan,ST. VALENTIN,,2007,, 85.00 € ,,,34,,,,
,WHITE,Sauvignon blanc,Kellerei St. Michael-Eppan,ST. VALENTIN,,2006,,,,,3,,,,
,WHITE,Sauvignon blanc,Kellerei St. Michael-Eppan,ST. VALENTIN,,1999,,,,,1,,,,
,WHITE,Sauvignon blanc,Kellerei St. Michael-Eppan,ST. VALENTIN,,1998,,,,,1,,,,
,WHITE,Sauvignon blanc,Kellerei St. Michael-Eppan,ST. VALENTIN,,1997,,,,,3,,,,
255,WHITE,Sauvignon blanc,Kellerei Terlan,QUARZ,,2021,RARITAS, 110.00 € , 220.00 € ,,19,1,,,
,WHITE,Sauvignon blanc,Kellerei Terlan,QUARZ,,2020,,, 220.00 € ,,2,4,,,
,WHITE,Sauvignon blanc,Kellerei Terlan,QUARZ,,2019,,, 220.00 € ,,,13,,,
,WHITE,Sauvignon blanc,Kellerei Terlan,QUARZ,,2018,,,,,,,1,,
255,WHITE,Sauvignon blanc,Stiftskellerei Neustift,PRAEPOSITUS,,2007,RARITAS, 110.00 € ,,,15,,,,
,WHITE,Sauvignon blanc,Kellerei Schreckbichl,LAFOA,,2006,RARITAS,,,,4,,,,
,WHITE,Sauvignon blanc,Kellerei St. Pauls,PASSION,,2014,RARITAS,,,,2,,,,
,WHITE,Sauvignon blanc,Kellerei St. Pauls,PASSION,,2009,,,,,4,,,,
,WHITE,Sauvignon blanc,Kellerei St. Pauls,PASSION,,2007,,,,,8,,,,
,WHITE,Sauvignon blanc,Kellerei Terlan ,WINKL,,2022,RARITAS,,,,30,,,,
,WHITE,Sauvignon blanc,Kellerei Terlan ,WINKL,,2020,,,,,3,,,,
,WHITE,Sauvignon blanc,Kellerei St. Pauls,GFILL,,2010,RARITAS,,,,3,,,,
,WHITE,Sauvignon blanc,Kellerei St. Pauls,GFILL,,2007,,,,,5,,,,
,WHITE,Sauvignon blanc,Kellerei Laimburg ,OYELL,,2006,RARITAS,,,,6,,,,
263,WHITE,Pinot Gris,Weingut Elena Walch,,,2024,, 45.00 € ,,,36,,,,
262,WHITE,Pinot Gris,Weingu Stachelburg,WOLFSTHURM,,2023,BIO, 55.00 € ,,,20,,,,
265,WHITE,Pinot Gris,Kellerei St.Michael-Eppan,ST.VALENTIN,,2022,, 59.00 € ,,,30,,,,
,WHITE,Riesling,?,STEIN ,,2018,,,,,10,,,,
302,WHITE,Riesling,Weingut Unterortl ??,GLETSCHERSCHLIFF,,2023,, 45.00 € ,,,16,,,,
,WHITE,Riesling,Weingut Castel Juval ??,UNTERORTL , MAGNUNM ,2010,,, 120.00 € ,,,1,,,
,WHITE,Riesling,Weingut Pacherhof,EISACKTAL,,2024,,,,,29,,, 16.20 € ,
303,WHITE,Riesling,Weingut Pacherhof,,,2023,, 50.00 € ,,,16,,,,
304,WHITE,Riesling,Weingut Keller KPK,LIMESTONE,,2020,, 49.00 € ,,,14,,,,
,WHITE,Riesling,Weingut Röckhof ,VIELANDERS , MAGNUNM ,2016,,, 95.00 € ,,,0,,,1
,WHITE,Riesling,Weingut Schloss Johannisberg ,GROSSES GEWÄCHS, MAGNUNM ,2009,,, 160.00 € ,,,2,,,
,WHITE,Riesling,Weingut Van Volxem ,ALTE REBE, MAGNUNM ,2010,,, 160.00 € ,,,1,,,
,WHITE,Riesling,Weingut Köfererhof,,,2007,RARITAS,,,,8,,,,
308,WHITE,Riesling,Weingut Köfererhof,,,2005,, 65.00 € ,,,8,,,,
308,WHITE,Riesling,Weingut Kuenhof,KAITON,,2006,RARITAS, 65.00 € ,,,8,,,,
,WHITE,Riesling,Weingut Kuenhof,KAITON,,2004,,,,,4,,,,
,WHITE,Riesling,Weingut Falkenstein,VINSCHGAU ,,2009,RARITAS,, 110.00 € ,,,5,,,
308,WHITE,Riesling,Weingut Falkenstein,VINSCHGAU ,,2007,, 65.00 € ,,,7,,,,
,WHITE,Riesling,Stiftskellerei Neustift,PRAEPOSITUS,,2010,RARITAS,,,,4,,,,
308,WHITE,Riesling,Stiftskellerei Neustift,PRAEPOSITUS,,2008,, 65.00 € ,,,1,,,,
311,WHITE,Kerner,Weingut Pacherhof,,,2024,, 50.00 € ,,,30,,, 14.20 € ,
315,WHITE,Kerner,Stiftskellerei Neustift,KLASSISCH,,2007,RARITAS, 65.00 € ,,,4,,,,
,WHITE,Kerner,Stiftskellerei Neustift,PRAEPOSITUS,,2007,RARITAS,,,,5,,,,
315,WHITE,Kerner,Stiftskellerei Neustift,PRAEPOSITUS,,2002,, 65.00 € ,,,2,,,,
315,WHITE,Kerner,Weingut Köfererhof,,,2007,RARITAS, 65.00 € ,,,3,,,,
315,WHITE,Kerner,Weingut Manni Nössing,,,2007,RARITAS, 65.00 € ,,,17,,,,
321,WHITE,Gewürztraminer,Weingut Plattenhof,,,2021,, 49.00 € ,,,9,,,,
,WHITE,Gewürztraminer,Weingut Hofstätter,JOSEPH,,2024,,,,,30,,, 11.40 € ,
322,WHITE,Gewürztraminer,Weingut Hofstätter,JOSEPH,,2023,, 50.00 € ,,,6,,,,
,WHITE,Gewürztraminer,Weingut Elena Walch,KASTELAZ ARGENTUM BONUM,,2016,,,,,12,,,,
323,WHITE,Gewürztraminer,Weingut Elena Walch,KASTELAZ ARGENTUM BONUM,,2014,, 125.00 € ,,,11,,,,
324,WHITE,Gewürztraminer,Landesweingut Laimburg,NORÈY ANPHORA,,2011,, 165.00 € ,,,24,,,,
,WHITE,Gewürztraminer,Kellerei Tramin ,EPOKALE,,2015,,,,,3,,,,
325,WHITE,Gewürztraminer,Weingut Manni Nössing,,,2007,RARITAS, 75.00 € ,,,2,,,,
,WHITE,Gewürztraminer,Graf von Meran ,,,2004,RARITAS,,,,2,,,,
,WHITE,Gewürztraminer,Kueanhof,,,2004,RARITAS,,,,1,,,,
,WHITE,Gewürztraminer,Kaltern Baron di Pauli ,,,2003,RARITAS,,,,4,,,,
,WHITE,Gewürztraminer,Weingut Hofstätter,JOSEPH,,1998,RARITAS,,,,3,,,,
,WHITE,Gewürztraminer,Weingut Tiefenbrunner ,,,1992,RARITAS,,,,2,,,,
331,WHITE,Goldmuskateller,Weingut Fliederhof,GIOIA, trocken  ,2022,, 49.00 € ,,,21,,,,
,WHITE,Goldmuskateller,Weingut Bessererhof ,OTMAR MAIR, trocken ,2021,,,,,12,,,,
340,WHITE,Rosenmuskateller,Kellerei Kaltern,ROSENTROPFEN, lieblich ,2022,, 39.00 € ,,,4,,,,
429,WHITE,pinot grigio,Vie de Romans,DESSIMIS,,2022,, 75.00 € ,,,36,,,,
450,WHITE,Vermentino,Poggio al Tesoro,SOLOSOLE,,2022,, 50.00 € ,,,24,,,,
451,WHITE,Vermentino,Poggio al Tesoro,SOLOSOLE PAGUS CAMILLA,,2017,, 75.00 € ,,,15,,,,
455,WHITE,Chardonnay,Marchesi de Frescobaldi,POMINO BIANCO RISERVA,,2017,, 65.00 € ,,,11,,,,
,WHITE,Sauvignon Blanc,Tenuta dell´Ornellaia ,BIANCO,,2016,,,,,4,,,,
442,WHITE,Chardonnay,Angelo Gaja,GAYA & REY,,2009,, 110.00 € ,,,0,,,,1
,WHITE,,Angelo Gaja,ALTENI DI BRASSICA,,2009,,,,,0,,,,1
410,WHITE,Lugana,Selva del Vescovo ,Villa della Torre ,,2024,, 49.00 € ,,,72,,,,
415,WHITE,Chardonnay,Ca`del Bosco,TERRA DI FRANCIACORTA,,2020,, 110.00 € ,,,30,,,,
,WHITE,Chardonnay,Ca`del Bosco,TERRA DI FRANCIACORTA,,2014,,,,,3,,,,
417,WHITE,Chardonnay,Ca`del Bosco,,,2006,RARITAS, 145.00 € ,,,11,,,,
,WHITE,Chardonnay,Ca`del Bosco,,,2004,,,,,3,,,,
419,WHITE,Soave,Marilisa Allegrini ,VILLA DELLA TORRE, CASTELCERINO ,2024,, 45.00 € ,,,36,,,,
418,WHITE,Soave,Inama,I PALCHI,,2020,, 65.00 € ,,,12,,,,
901,,Rose Lagrein,Klosterweingut Muri Gries,LAGREIN KRETZER,,2024,, 39.00 € ,,,55,,, 14.90 € ,
903,,Rose Lagrein,Josephus Unterganzner,LAGREIN KRETZER, SPÄTELESE ,2021,, 55.00 € ,,,20,,,,
902,,Rose,Weingut Elena Walch,, PN+L+M,2024,, 39.00 € ,,,84,,,,
912,,Rose,Tenuta Manincor,LA ROSE DE MANINCOR , L+M+CS+PN ,2024,BIO, 60.00 € ,,,30,,, 15.50 € ,
162,,Rose,St. Quirinus,PLANTIES," Prior, Chambourcin ",2023,BIO, 47.00 € ,,,50,,,,
156,,Rose,Tröpfeltalhof,ROSÉ MARIE, Merlot & Cab.Sau. ,2020,BIO, 52.00 € ,,,18,,,,
165,,,DUEMANI,Sí, Syrah ,2022,, 65.00 € ,,,0,,,,1
,RED,Vernatsch,Weingut Wassererhof,ST.MAGDALENER, MAGNUNM ,2014,,,,,,1,,,
1005,RED,Vernatsch,Weingut Ansitz Waldgries,ST.MAGDALENER,,2023,, 45.00 € ,,,35,,,,
1004,RED,Vernatsch,Kellerei Kaltern,QUINTESSENZ,,2022,, 45.00 € ,,,29,,,,
,RED,Vernatsch,Kellerei Kaltern,QUINTESSENZ, MAGNUNM ,2017,,, 105.00 € ,,,8,,,
1003,RED,Vernatsch,Weingut Nicolussi - Leck,KALTERERSEE,,2022,, 49.00 € ,,,16,,,,
,RED,Vernatsch,Kellerei Bozen ,ST.MAGDALENER       HUCK AM BACH ,,2023,,,,,18,,,,
,RED,Vernatsch,Weingut Ansitz Waldgries,ST.MAGDALENER, ANTHEOS ,2023,,,,,18,,,,
1011,RED,Pinot nero,Weingut Kornell,MARITH,,2023,, 55.00 € ,,,41,,,,
,RED,Pinot nero,Weingut Niedermayer ,RISERVA , MAGNUNM ,2007,,, 120.00 € ,,,1,,,
,RED,Pinot nero,Kellerei Terlan ,MONTICOL , RISERVA  ,2017,,,,,30,,,,
,RED,Pinot nero,Kellerei St. Pauls,PASSION,,2015,,,,,30,,,,
1014,RED,Pinot nero,Kellerei St. Pauls,PASSION,,2013,, 60.00 € ,,,11,,,,
,RED,Pinot nero,Castel Juval ,(Nachfolge für Passion),,2009,,,,,13,,,,
1016,RED,Pinot nero,Kellerei Girlan,TRATTMANN RISERVA,,2016,, 65.00 € ,,,29,,,,
1017,RED,Pinot nero,Weingut Prackfolerhof,,,2021,, 65.00 € ,,,18,,,,
1018,RED,Pinot nero,Weingut Franz Haas,RISERVA SCHWEIZER,,2009,, 65.00 € ,,,15,,,,
,RED,Pinot nero,Weingut Franz Haas,RISERVA SCHWEIZER,,2007,,, 185.00 € ,,,0,,,1
,RED,Pinot nero,Stiftskellerei Neustift,PRAEPOSITUS,,2007,,,,,9,,,,
,RED,Pinot nero,Weingut Alois Lageder,KRAFUSS, MAGNUNM ,2019,BIO,,,,,1,,,
,RED,Pinot nero,Weingut Alois Lageder,KRAFUSS,,2016,,,,,5,,,,
1019,RED,Pinot nero,Weingut Alois Lageder,KRAFUSS,,2009,, 75.00 € ,,,30,,,,
1022,RED,Pinot nero,Weingut Prackfolerhof,RISERVA FLATSCH,,2018,, 95.00 € ,,,36,,,,
,RED,Pinot nero,Weingut Hofstätter,ST. URBAN,,2010,,,,,18,,,,
,RED,Pinot nero,Weingut Hofstätter,ST. URBAN,,2006,,,,,6,,,,
,RED,Pinot nero,Weingut Hofstätter,ST. URBAN,,2005,,,,,23,,,,
1023,RED,Pinot nero,Weingut Hofstätter,ST. URBAN,,2003,, 110.00 € ,,,26,,,,
,RED,Pinot nero,Weingut Wildmonn,RISERVA  ,,2020,,,,,18,,,,
,RED,Pinot nero,Weingut Wildmonn,RISERVA  ,,2019,,,,,44,,,,
1021,RED,Pinot nero,Weingut Wildmonn,RISERVA  ,,2017,, 110.00 € ,,,4,,,,
,RED,Pinot nero,Weingut Franz Haas,PÓNKLER,,2018,,,,,12,,,,
1024,RED,Pinot nero,Weingut Franz Haas,PÓNKLER,,2014,, 140.00 € ,,,5,,,,
,RED,Pinot nero,Weingutt Elena Walch ,ATON ,,2017,,,,,3,,,,
,RED,Pinot nero,Kellerei Girlan,VIGNA GANGER,,2018,,,,,12,,,,
1025,RED,Pinot nero,Kellerei Girlan,VIGNA GANGER,,2012,, 180.00 € ,,,6,,,,
,RED,Pinot nero,Kellerei Tramin ,MAGLEN,,2020,,,,,9,,,,
,RED,Pinot nero,Weingut Franz Haas ,SCHWEIZER ,,2004,RARITAS,,,,38,,,,
,RED,Pinot nero,Kellerei St. Michael-Eppan,ST.VALENTIN,,2008,RARITAS,,,,1,,,,
1030,RED,Pinot nero,Kellerei St. Michael-Eppan,ST.VALENTIN,,2005,, 85.00 € ,,,17,,,,
,RED,Pinot nero,Kellerei St. Michael-Eppan,ST.VALENTIN,,2002,,,,,5,,,,
,RED,Pinot nero,Kellerei St. Michael-Eppan,ST.VALENTIN,,2000,,,,,1,,,,
,RED,Pinot nero,Kellerei St. Michael-Eppan,ST.VALENTIN,,1999,,,,,6,,,,
,RED,Pinot nero,Kellerei St. Michael-Eppan,ST.VALENTIN,,1995,,,,,2,,,,
1030,RED,Pinot nero,Weingut Niedermayr,RISERVA,,2000,RARITAS, 85.00 € ,,,,,,,1
,RED,Pinot nero,Tenuta Manincor,MASON DE MASON,,2009,RARITAS,,,,1,,,,
1030,RED,Pinot nero,Tenuta Manincor,MASON DE MASON,,2007,, 145.00 € ,,,5,,,,
,RED,Pinot nero,Weingut Hofstätter,ST. URBAN,,2007,,,,,3,,,,
,RED,Pinot nero,Weingut Hofstätter,ST. URBAN,,2002,,,,,3,,,,
1030,RED,Pinot nero,Weingut Hofstätter,ST. URBAN,,1994,RARITAS, 220.00 € ,,,1,,,,
,RED,Pinot nero,Kellerei Nals-Magreid ,BARON SALVADORI ,,1995,RARITAS,,,,3,,,,
,RED,Pinot nero,Weingut Gottardi,MAZZON,,2007,RARITAS,,,,3,,,,
,RED,Pinot nero,Weingut Gottardi,MAZZON,,2005,,,,,4,,,,
,RED,Pinot nero,Stiftskellerei Neustift,PRAEPOSITUS,,2005,RARITAS,,,,5,,,,
,RED,Pinot nero,Stiftskellerei Neustift,PRAEPOSITUS,,2010,,,,,39,,,,
,RED,Pinot nero,Stiftskellerei Neustift,PRAEPOSITUS,,2005,,,,,13,,,,
,RED,Pinot nero,Stiftskellerei Neustift,PRAEPOSITUS,,2002,,,,,3,,,,
,RED,Merlot,(Kellerei Tramin,WEINACHSEDITION),,2018,,,,,1,,,,
,RED,Merlot,(Kellerei Tramin,WEINACHSEDITION),,2017,,,,,1,,,,
,RED,Merlot,(Kellerei Tramin,WEINACHSEDITION),,2016,,,,,1,,,,
1050,RED,Merlot,Landesweingut Laimburg,RISERVA,,2020,, 55.00 € ,,,26,,,,
1051,RED,Merlot,Kellerei Bozen,BLACK,,2022,, 59.00 € ,,,65,,,,
,RED,Merlot,Kellerei Terlan-Andrian,GANT,,2019,,,,,59,,,,
1054,RED,Merlot,Kellerei Terlan-Andrian,GANT,,2016,, 65.00 € ,,,31,,,,
1055,RED,Merlot,Weingut Kornell,STAFFES,,2021,, 65.00 € ,,,44,,,,
,RED,Merlot,Weingut Kornell,STAFFES,,2020,,,,,3,,,,
,RED,Merlot,Weingut Kornell,STAFFES,,2016,,,,,1,,,,
,RED,Merlot,Kellerei Bozen,RISERVA - SIEBENEICH, (PRAUN) ,2021,,,,,30,,,,
1052,RED,Merlot,Kellerei Bozen,RISERVA - SIEBENEICH,,2016,, 70.00 € ,,,3,,,,
,RED,Merlot,Kellerei St. Pauls ,HUBERFELD, MAGNUNM ,2013,,, 150.00 € ,,,1,,,
1059,RED,Merlot,Kellerei St. Pauls,PASSION RISERVA, MAGNUNM ,2013,, 70.00 € , 165.00 € ,,10,1,,,
,RED,Merlot,Weingut Franz Haas ,SCHWEIZER, MAGNUNM ,1996,,, 160.00 € ,,,1,,,
,RED,Merlot,Kellerei Kurtatsch,BRENNTAL,,2020,,,,,50,,,,
1056,RED,Merlot,Kellerei Kurtatsch,BRENNTAL,,2019,, 75.00 € ,,,60,,,,
,RED,Merlot,Kellerei Kurtatsch,BRENNTAL,,2018,,,,,6,,,,
,RED,Merlot,Kellerei Kurtatsch,BRENNTAL, MAGNUNM ,2012,,,,,,1,,,
,RED,Merlot,Kellerei Kurtatsch,BRENNTAL, MAGNUNM ,2009,,,,,,1,,,
,RED,Merlot,Weingut Lacknerhof ,ANNA M , MAGNUNM ,2010,,, 185.00 € ,,,6,,,
,RED,Merlot,Weingut Lacknerhof ,ANNA M , MAGNUNM ,2009,,,,,,2,,,
1061,RED,Merlot,Weingut Castel Sallegg,NUSSLEITEN RISERVA,,2017,, 85.00 € ,,,13,,,,
,RED,Merlot,Kellerei St. Pauls ,LOAN,,2018,,,,,60,,,,
1060,RED,Merlot,Weingut Alois Lageder,MMIX,,2019,BIO, 95.00 € ,,,34,,,,
,RED,Merlot,Weingut Kornell,KRESSFELD,,2016,,,,,70,,,,
1062,RED,Merlot,Weingut Kornell,KRESSFELD,,2015,, 105.00 € ,,,20,,,,
1065,RED,Merlot,Kellerei Bozen,BLACK,,2011,RARITAS, 85.00 € ,,,8,,,,
1065,RED,Merlot,Kellerei Bozen,RISERVA SIEBENEICH,,2000,RARITAS, 85.00 € ,,,0,,,,1
1065,RED,Merlot,Weingut Kornell,STAFFES,,2001,RARITAS, 85.00 € ,,,2,,,,
,RED,Merlot,Weingut Clemens Waldthaler,RAUT,,2007,RARITAS,,,,3,,,,
1065,RED,Merlot,Weingut Clemens Waldthaler,RAUT,,2003,, 85.00 € ,,,2,,,,
1065,RED,Merlot,Kellerei Andrian,GANT,,2006,RARITAS, 95.00 € ,,,5,,,,
,RED,Merlot,Kellerei Kurtatsch,BRENNTAL,,2016,RARITAS,,,,12,,,,
,RED,Merlot,Weingut Castel Sallegg,NUSSLEITEN RISERVA,,2016,RARITAS,,,,5,,,,
,RED,Merlot,Weingut Alois Lageder,MM,,2018,RARITAS,,,,18,,,,
,RED,Merlot,Weingut Alois Lageder,MM,,2015,,,,,5,,,,
,RED,Merlot,Weingut Alois Lageder,MM,,2004,,,,,3,,,,
1065,RED,Merlot,Weingut Alois Lageder,MM,,2000,, 155.00 € ,,,4,,,,
,RED,Merlot,Weingut Alois Lageder,MM,,1999,,,,,4,,,,
1080,RED,Cabernet,Kellerei Kaltern,RISERVA CAMPANER,,2018,, 50.00 € ,,,34,,,,
,RED,Cabernet,Kellerei Kaltern,RISERVA CAMPANER,,2017,,,,,13,,,,
,RED,Cabernet,Kellerei Kaltern,RISERVA CAMPANER,,2016,,,,,3,,,,
1081,RED,Cabernet,Kellerei Kurtatsch,RISERVA KIRCHHÜGEL,,2021,, 55.00 € ,,,37,,,,
1082,RED,Cabernet,Weingut Peter Sölva,AMISTAR CABERNET FRANC,,2018,, 65.00 € ,,,16,,,,
1083,RED,Cabernet,Weingut Thurnhof,RISERVA,,2013,, 65.00 € ,,,4,,,,
,RED,Cabernet,Kellerei Bozen,MUMELTER,,2017,,,,,30,,,,
1085,RED,Cabernet,Kellerei Bozen,MUMELTER,,2013,, 65.00 € ,,,17,,,,
,RED,Cabernet,Kellerei Bozen,MUMELTER, MAGNUM  ,2000,,, 160.00 € ,,,2,,,
,RED,Cabernet,Weingut Alois Lageder ,RISERVA , MAGNUM  ,2019,,,,,,3,,,
,RED,Cabernet,Kellerei Kaltern,KUNSTSTÜCK , MAGNUM  ,2015,,, 180.00 € ,,,4,,,
,RED,Cabernet,Kellerei Kaltern,QUINTESSENZ,,2018,,,,,28,,,,
1086,RED,Cabernet,Kellerei Kaltern,QUINTESSENZ,,2013,, 65.00 € ,,,9,,,,
,RED,Cabernet,Kellerei Kurtatsch,FREIENFELD,,2020,,,,,6,,,,
1087,RED,Cabernet,Kellerei Kurtatsch,FREIENFELD,,2018,, 80.00 € ,,,156,,,,
1084,RED,Cabernet,Weingut Nicolussi-Leck,CABERNET FRANC RISERVA,,2020,, 85.00 € ,,,13,,,,
,RED,Cabernet,Weingut Nicolussi-Leck,CABERNET FRANC RISERVA,,2019,,,,,39,,,,
,RED,Cabernet,Weingut Nicolussi-Leck,CABERNET FRANC RISERVA,,2018,,,,,3,,,,
,RED,Cabernet,Weingut Alois Lageder,LÖWENGANG,,2019,BIO,,,,60,,,,
1088,RED,Cabernet,Weingut Alois Lageder,LÖWENGANG,,2018,, 110.00 € ,,,50,,,,
,RED,Cabernet,Weingut Alois Lageder,LÖWENGANG,,2016,,,,,18,,,,
,RED,Cabernet,Kellerei Schreckbichl,LAFOA,,2020,,,,,36,,,,
1089,RED,Cabernet,Kellerei Schreckbichl,LAFOA,,2018,, 110.00 € ,,,137,,,,
,RED,Cabernet,Weingut Clemens Waldthaler ,RAUT ,MAGNUM ,1997,,, 160.00 € ,,,2,,,
,RED,Cabernet,Weingut Schwanburg ,CASTEL,MAGNUM ,1990,,, 520.00 € ,,,1,,,
,RED,Cabernet,Weingut Alois Lageder,COR RÖMIGBERG,MAGNUM ,2019,BIO,,,,,1,,,
1090,RED,Cabernet,Weingut Alois Lageder,COR RÖMIGBERG,,2017,, 110.00 € ,,,68,,,,
,RED,Cabernet,Weingut Alois Lageder,COR RÖMIGBERG,MAGNUM ,2006,,, 220.00 € ,,,1,,,
,RED,Cabernet,Weingut Alois Lageder,COR RÖMIGBERG,MAGNUM ,2003,,, 220.00 € ,,,4,,,
1091,RED,Cabernet,Schlosskellerei Tiefenbrunner,VIGNA TOREN,,2018,, 145.00 € ,,,11,,,,
,RED,Cabernet,Kellerei Meran,RISERVA,,2002,RARITAS,,,,9,,,,
,RED,Cabernet,Kellerei Meran,RISERVA,,1997,,,,,9,,,,
1095,RED,Cabernet,Kellerei Meran,RISERVA,,1995,, 85.00 € ,,,2,,,,
,RED,Cabernet,Kellerei Meran,RISERVA,,1993,,,,,3,,,,
,RED,Cabernet,Kellerei Kaltern,PFARRHOF,,2004,RARITAS,,,,1,,,,
1095,RED,Cabernet,Kellerei Kaltern,PFARRHOF,,2003,, 85.00 € ,,,5,,,,
,RED,Cabernet,Kellerei Kaltern,PFARRHOF,,2002,,, 160.00 € ,,,6,,,
,RED,Cabernet,Kellerei Kurtatsch ,FREIENFELD,,2016,RARITAS,,,,8,,,,
,RED,Cabernet,Kellerei Schloss Schwanburg,RISERVA,,1993,RARITAS,,,,1,,,,
1095,RED,Cabernet,Kellerei Schloss Schwanburg,RISERVA,,1990,, 85.00 € ,,,3,,,,
,RED,Cabernet,Kellerei Schloss Schwanburg,RISERVA,,1989,,,,,2,,,,
,RED,Cabernet,Josephus Unterganzner,RISERVA KAMPILL,,2009,RARITAS,, 160.00 € ,,,3,,,
,RED,Cabernet,Josephus Unterganzner,RISERVA,,2008,,,,,1,,,,
,RED,Cabernet,Josephus Unterganzner,RISERVA KAMPILL,,2007,,, 160.00 € ,,,3,,,
1095,RED,Cabernet,Josephus Unterganzner,RISERVA,,2002,, 95.00 € ,,,4,,,,
,RED,Cabernet,Josephus Unterganzner,RISERVA,,2001,,, 165.00 € ,,,2,,,
,RED,Cabernet,Josephus Unterganzner,RISERVA,,2000,,, 165.00 € ,,,2,,,
,RED,Cabernet,Josephus Unterganzner,RISERVA,,1999,,, 165.00 € ,,,1,,,
1095,RED,Cabernet,Weingut Popphof,RISERVA,,1997,RARITAS, 95.00 € ,,,3,,,,
1095,RED,Cabernet,Kellerei Tramin,RISERVA,,1997,RARITAS, 95.00 € ,,,2,,,,
,RED,Cabernet,Kellerei Tramin,RISERVA,,1995,,,,,2,,,,
1095,RED,Cabernet,Weingut Eberlehof,SELEKTION + MABON,,1995,RARITAS, 95.00 € ,,,10,,,,
,RED,Cabernet,Weingut Eberlehof,( MABON) ?,,1992,,,,,7,,,,
,RED,Cabernet,Weingut Alois Lageder,TÓR LÖWENGANG,,2008,RARITAS,,,,2,,,,
,RED,Cabernet,Weingut Alois Lageder,TÓR LÖWENGANG,,2007,,, 180.00 € , 380.00 € ,44,17,2,,
,RED,Cabernet,Weingut Alois Lageder,TÓR LÖWENGANG,,2006,,,,,13,,,,
1095,RED,Cabernet,Weingut Alois Lageder,TÓR LÖWENGANG,,2005,, 145.00 € ,,,2,,,,
,RED,Cabernet,Weingut Alois Lageder,TÓR LÖWENGANG,,2004,,, 180.00 € ,,8,6,,,
,RED,Cabernet,Weingut Alois Lageder,TÓR LÖWENGANG,,2003,,,,,3,,,,
,RED,Cabernet,Weingut Alois Lageder,TÓR LÖWENGANG,,2000,,, 180.00 € , 380.00 € ,,4,2,,
,RED,Cabernet,Weingut Alois Lageder,TÓR LÖWENGANG,,1999,,,,,6,,,,
,RED,Cabernet,Weingut Alois Lageder,TÓR LÖWENGANG,,1997,,,,,2,,,,
,RED,Cabernet,Kellerei St. Michael-Eppan,ST. VALENTIN,,2005,RARITAS,,,,10,,,,
,RED,Cabernet,Kellerei St. Michael-Eppan,ST. VALENTIN,,2004,,,,,16,,,,
,RED,Cabernet,Kellerei St. Michael-Eppan,ST. VALENTIN,,2000,,, 180.00 € ,,,3,,,
,RED,Cabernet,Kellerei St. Michael-Eppan,ST. VALENTIN,,2001,,,,,11,,,,
1095,RED,Cabernet,Kellerei St. Michael-Eppan,ST. VALENTIN,,1999,, 145.00 € ,,,15,,,,
,RED,Cabernet,Landesweingut Laimburg,RISERVA ,,2000,RARITAS,,,,6,,,,
,RED,Cabernet,Landesweingut Laimburg,RISERVA ,,1997,,,,,1,,,,
1095,RED,Cabernet,Landesweingut Laimburg,RISERVA ,,1995,, 145.00 € ,,,16,,,,
,RED,Cabernet,Kellerei Schreckbichl,LAFOA,,2007,RARITAS,,,,27,,,,
1095,RED,Cabernet,Kellerei Schreckbichl,LAFOA,,2004,, 145.00 € ,,,3,,,,
,RED,Cabernet,Kellerei Schreckbichl,LAFOA,,1999,,,,,,1,,,
,RED,Cabernet,Kellerei Schreckbichl,LAFOA,,1996,,,,,2,,,,
,RED,Cabernet,Weingut Schloss Katzenzunge,,,1997,RARITAS,,,,6,,,,
,RED,Cabernet,Weingut Alois Lageder,COR,,2008,RARITAS,,,,4,,,,
,RED,Cabernet,Weingut Alois Lageder,COR,,2006,,,,,21,,,,
,RED,Cabernet,Weingut Alois Lageder,COR,,2004,,,,,20,,,,
1095,RED,Cabernet,Weingut Alois Lageder,COR,,2003,, 155.00 € ,,,9,,,,
,RED,Cabernet,Weingut Alois Lageder,COR,,2000,,,,,13,,,,
,RED,Cabernet,Weingut Alois Lageder,COR,,1998,,,,,1,,,,
,RED,Cabernet,Kellerei Schloss Schwanburg,CASTEL,,1997,RARITAS,,,,1,,,,
1095,RED,Cabernet,Kellerei Schloss Schwanburg,CASTEL,,1996,, 350.00 € ,,,3,,,,
,RED,Cabernet,Kellerei Schloss Schwanburg,CASTEL,,1993,,,,,1,,,,
