external_id,type,name_1,name_2,name_3,internal_notes,vintage,info,bottle_price,magnum_price,demi_price,bottle_qty,magnum_qty,demi_qty,purchase_price,to_archive
,RED,,,TERRRA LATIUM ,SPÄTLESE PIWI ,2021,MAGNUM ,,,,,2,,,
,RED,, Weingut Lacknerfog,RUSCUS ,,2010,,,,,7,,,,
1204,RED,,Tenuta Manincor ,RÉSERVE DEL CONTE,L+M+C,2020,BIO, 50.00 € ,,,41,,,,
,RED,,Kellerei Kurtatsch,SOMA, M+C ,2022,,,,,30,,,,
1208,RED,,Kellerei Kurtatsch,SOMA,,2021,, 60.00 € ,,,27,,,,
,RED,,Kellerei Kurtatsch,SOMA,,2000,MAGNUM ,,,,,1,,,
,RED,,Kellerei St.Michael-Eppan,ST.VALENTIN, CS+CF+M ,2021,,,,,18,,,,
1209,RED,,Kellerei St.Michael-Eppan,ST.VALENTIN,,2020,, 70.00 € ,,,16,,,,
1205,RED,,Kellerei Nals-Margreid,ANTICUS, M+C ,2020,, 75.00 € ,,,40,,,,
1206,RED,,Tenuta Manincor,CASSIANO, M+C+PV ,2021,BIO, 75.00 € ,,,26,,,,
1207,RED,,Kellerei Tramin,LOAM, C+M ,2021,, 80.00 € ,,,60,,,,
,RED,,Kellerei Tramin,LOAM,,2020,,,,,30,,,,
1212,RED,,Weingut Alois Lageder,CASON, TANNAT ,2015,BIO, 80.00 € ,,,,,,,1
,RED,,Weingut Ignaz Niedrist,ROT S, Syrah ,2019,,,,,22,,,,
1210,RED,,Weingut Ignaz Niedrist,ROT S,,2017,, 80.00 € ,,,10,,,,
,RED,,Weingut Elena Walch,KERMESSE, SY+PV+L+M+CS ,2023,,,,,1,,,,
,RED,,Weingut Elena Walch,KERMESSE,,2022,,,,,46,,,,
1213,RED,,Weingut Elena Walch,KERMESSE,,2020,, 85.00 € ,,,8,,,,
1214,RED,,Landesweingut Laimburg,COL DE RÉY , M+PV+TANNAT ,2016,, 85.00 € ,,,20,,,,
,RED,,Weingut Peter Sölva ,AMISTAR EDITION M'' ,,2007,,,,,54,,,,
,RED,,Weingut Peter Sölva ,AMISTAR EDITION A' ,,2006,,,,,34,,,,
1215,RED,,Tenuta Manincor,CASTEL CAMPAN,M+C,2015,BIO, 125.00 € ,,,14,,,,
1216,RED,,Kellerei Kurtatsch,TRES,M+CF+CS,2015,, 220.00 € ,,,37,,,,
,RED,,Kellerei Schreckbichl ,CORNELIUS ,,1999,RARITAS,, 180.00 € ,,,1,,,
,RED,,Kellerei Schreckbichl ,KORNELIUS ,,1998,,,,,2,,,,
,RED,,Weingut Thurnhof ,WEINEGG ,,2006,RARITAS,,,,7,,,,
,RED,,Weingut Kornell ,CUVÉE ???,,2001,RARITAS,,,,11,,,,
,RED,,ENGELS CUVEE JOSEF HÖLZL ,,,2016,,,,,,1,,,
,RED,,Tenuta Manincor,CASSIANO,,2007,RARITAS,, 180.00 € ,,,6,,,
1220,RED,,Tenuta Manincor,CASSIANO,,2004,, 95.00 € ,,,4,,,,
1220,RED,,Kellerei Meran,GRAF VON MERAN,,2000,RARITAS, 95.00 € ,,,3,,,,
1220,RED,,Weingut Josef Niedermayr,EUFORIUS,,2005,RARITAS, 95.00 € ,,,9,,,,
,RED,,Weingut Lacknerhof ,RUSCUS ,,2010,RARITAS,, 220.00 € ,,,4,,,
,RED,,Weingut Lacknerhof ,RUSCUS ,,2009,,, 220.00 € ,,,3,,,
1220,RED,,Weingut Alois Lageder,CASON,,2004,RARITAS, 95.00 € ,,,15,,,,
,RED,,Weingut Alois Lageder,CASON,,1995,,,,,2,,,,
,RED,,Weingut Peter Sölva,AMISTAR  ,,2007,RARITAS,,,,2,,,,
,RED,,Weingut Peter Sölva,AMISTAR  ,,2006,,,,,,1,,,
1220,RED,,Weingut Peter Sölva,AMISTAR  ,,2005,, 95.00 € ,,,21,,,,
,RED,,Weingut Franz Haas,ISTANTE,,2005,RARITAS,,,,1,,,,
1220,RED,,Weingut Franz Haas,ISTANTE,,2001,, 125.00 € ,,,6,,,,
,RED,,Weingut Franz Haas,ISTANTE,,2000,,,,,1,,,,
,RED,,Landesweingut Laimburg,COL DE REY,,2004,RARITAS,,,,1,,,,
1220,RED,,Landesweingut Laimburg,COL DE REY,,2003,, 125.00 € ,,,1,,,,
,RED,,Landesweingut Laimburg,COL DE REY,,2002,,,,,2,,,,
,RED,,Weingut Hofstätter,YNGRAM,,2010,RARITAS,,,,4,,,,
1220,RED,,Weingut Hofstätter,YNGRAM,,2000,, 125.00 € ,,,13,,,,
,RED,,Weingut Hofstätter,YNGRAM,,1997,,,,,4,,,,
,RED,,Weingut Baron di Pauli,ARZIO,,2007,RARITAS,, 180.00 € ,,,6,,,
1220,RED,,Weingut Baron di Pauli,ARZIO,,2005,, 125.00 € ,,,1,,,,
,RED,,Weingut Baron di Pauli,ARZIO,,2003,,, 180.00 € ,,8,5,,,
1220,RED,,Weingut Peter Sölva,AMISTAR EDIZIONE,,2004,RARITAS, 125.00 € ,,,9,,,,
,RED,,Weingut Peter Sölva,AMISTAR EDIZIONE,,2002,,,,,4,,,,
,RED,,Josephus Unterganzner,REIF ,,2009,,,, 470.00 € ,,,2,,
,RED,,Josephus Unterganzner,REIF ,,2008,,, 180.00 € ,,,0,,,1
,RED,,Josephus Unterganzner,REIF ,,2007,,, 180.00 € ,,,0,,,1
,RED,,Josephus Unterganzner,REIF ,,2005,,, 210.00 € ,,,8,,,
,RED,,Josephus Unterganzner,REIF ,,2004,,, 210.00 € ,,,13,,,
,RED,,Josephus Unterganzner,REIF ,,2003,,, 210.00 € ,,,3,,,
,RED,,Josephus Unterganzner,REIF ,,2002,,, 210.00 € ,,,1,,,
,RED,,Josephus Unterganzner,REIF ,,2001,,, 380.00 € ,,,2,,,
,RED,,Weingut Elena Walch ,KERMESSE ,,2009,RARITAS,,,,1,,,,
,RED,,Tenuta Manincor,CASTEL CAMPAN,,2013,RARITAS,,,,13,,,,
,RED,,Tenuta Manincor,CASTEL CAMPAN,,2009,,,,,1,,,,
,RED,,Tenuta Manincor,CASTEL CAMPAN,,2007,,,,,33,,,,
,RED,,Tenuta Manincor,CASTEL CAMPAN,,2006,,,,,7,,,,
1220,RED,,Tenuta Manincor,CASTEL CAMPAN,,2005,, 145.00 € ,,,17,,,,
,RED,,Tenuta Manincor,CASTEL CAMPAN,,2004,,,,,7,,,,
,RED,,Tenuta Manincor,CASTEL CAMPAN,,2003,,,,,1,,,,
,RED,,Tenuta Manincor,CASTEL CAMPAN,,2001,,,,,1,,,,
,RED,,Tenuta Manincor,CASTEL CAMPAN,,1998,,,,,2,,,,
,RED,Lagrein,Kellerei Bozen-Gries,PRESTIGE - LINIE,,2021,,,,,60,,,,
1242,RED,Lagrein,Kellerei Bozen-Gries,PRESTIGE - LINIE,,2020,, 55.00 € ,,,30,,,,
1243,RED,Lagrein,Weingut Rottensteiner,SELECT RISERVA,,2022,, 55.00 € ,,,18,,,,
,RED,Lagrein,Kellerei Kurtasch ,FRAUENRIEGEL ,MAGNUM ,2014,,, 130.00 € ,,,1,,,
1244,RED,Lagrein,Kellerei Andrian,TOR DI LUPO RISERVA,,2019,, 65.00 € ,,,45,,,,
1245,RED,Lagrein,Weingut Georg Mumelter,GRIESBAUERHOF RISERVA,,2017,, 65.00 € ,,,14,,,,
1247,RED,Lagrein,Weingut Niedrist Ignaz,BERGER GEI RISERVA,,2019,, 70.00 € ,,,22,,,,
,RED,Lagrein,Kellerei St. Michael-Eppan,ST.VALENTIN,,2022,,,,,18,,,,
1249,RED,Lagrein,Kellerei St. Michael-Eppan,ST.VALENTIN,,2021,, 70.00 € ,,,19,,,,
,RED,Lagrein,Klosterkellerei Muri Gries,ABTEI - RISERVA,,2022,,,,,30,,,,
,RED,Lagrein,Klosterkellerei Muri Gries,ABTEI - RISERVA,,2021,,,,,60,,,,
1250,RED,Lagrein,Klosterkellerei Muri Gries,ABTEI - RISERVA,,2020,, 75.00 € ,,,162,,,,
1251,RED,Lagrein,Weingut Ansitz Waldgrieshof,RISERVA,,2019,, 75.00 € ,,,88,,,,
1255,RED,Lagrein,Weingut Kiemberger,RISERVA, (1x 2012) ,2013,, 75.00 € ,,,111,,,,
,RED,Lagrein,Weingut Hofstätter,STEINRAFFLER,,2013,,,,,6,,,,
1259,RED,Lagrein,Weingut Hofstätter,STEINRAFFLER,,2007,, 75.00 € ,,,24,,,,
1257,RED,Lagrein,Tenuta Foradori - Teroldego,GRANATO, (2x 2017 in Bar) ,2021,, 85.00 € ,,,19,,,,
,RED,Lagrein,Kellerei Bozen-Gries,TABER ,,2021,,,,,30,,,,
,RED,Lagrein,Kellerei Bozen-Gries,TABER ,,2020,,,,,60,,,,
1254,RED,Lagrein,Kellerei Bozen-Gries,TABER ,,2018,, 85.00 € ,,,34,,,,
,RED,Lagrein,Kellerei Terlan,PORPHYR,,2021,,,,,60,,,,
,RED,Lagrein,Kellerei Terlan,PORPHYR,,2019,,,,,14,,,,
1246,RED,Lagrein,Kellerei Terlan,PORPHYR,,2018,, 95.00 € ,,,71,,,,
,RED,Lagrein,Kellerei Terlan,PORPHYR,,2016,,,,,50,,,,
,RED,Lagrein,Weingut Georg Mumelter ,GRIESBAUERHOF PERFLABILIS,,2018,,,,,12,,,,
1252,RED,Lagrein,Weingut Ansitz Waldgrieshof,MIRELL,,2020,, 95.00 € ,,,60,,,,
,RED,Lagrein,Weingut Ansitz Waldgrieshof,MIRELL,,2019,,,,,2,,,,
,RED,Lagrein,Klosterkellerei Muri Gries,WEINGARTEN KLOSTERANGER,,2021,,,,,24,,,,
,RED,Lagrein,Klosterkellerei Muri Gries,WEINGARTEN KLOSTERANGER,,2020,,,,,12,,,,
,RED,Lagrein,Klosterkellerei Muri Gries,WEINGARTEN KLOSTERANGER,,2017,,,,,119,,,,
1258,RED,Lagrein,Klosterkellerei Muri Gries,WEINGARTEN KLOSTERANGER, MAGNUM ,2016,, 115.00 € ,,,76,7,,,
1261,RED,Lagrein,Klosterkellerei Muri Gries,WEINGARTEN KLOSTERANGER, MAGNUM ,2015,, 130.00 € ,,,21,27,,,
1263,RED,Lagrein,Klosterkellerei Muri Gries,WEINGARTEN KLOSTERANGER, MAGNUM ,2014,, 150.00 € ,,,72,19,,,
,RED,Lagrein,Josephus Unterganzner,LAMAREIN TB, MAGNUM ,2023,,,,,,2,, 105.00 € ,
,RED,Lagrein,Josephus Unterganzner,LAMAREIN TB,,2023,,,,,24,,, 48.00 € ,
,RED,Lagrein,Josephus Unterganzner,LAMAREIN TB, MAGNUM ,2022,,,,,24,4,1,,
,RED,Lagrein,Josephus Unterganzner,LAMAREIN TB, MAGNUM ,2021,,,,,30,4,1,,
,RED,Lagrein,Josephus Unterganzner,LAMAREIN TB, MAGNUM ,2020,,,,,17,3,1,,
1260,RED,Lagrein,Josephus Unterganzner,LAMAREIN TB, MAGNUM ,2019,, 130.00 € ,,,6,1,1,,
,RED,Lagrein,Josephus Unterganzner,LAMAREIN TB, MAGNUM ,2018,,,,,,2,,,
,RED,Lagrein,Josephus Unterganzner,LAMAREIN TB,,2016,,,,,1,,,,
,RED,Lagrein,Josephus Unterganzner,LAMAREIN TB,,2015,,,,,1,,,,
,RED,Lagrein,Josephus Unterganzner,LAMAREIN TB,,2014,,,,,2,,,,
,RED,Lagrein,Josephus Unterganzner,LAMAREIN TB,,2013,,,,,1,,,,
,RED,Lagrein,Josephus Unterganzner,LAMAREIN TB,,2012,,,,,1,,,,
,RED,Lagrein,Josephus Unterganzner,LAMAREIN TB, MAGNUM ,2007,,,,,,2,,,
,RED,Lagrein,Josephus Unterganzner,LAMAREIN TB, MAGNUM ,2006,,,,,,2,,,
,RED,Lagrein,Josephus Unterganzner,LAMAREIN TB, MAGNUM ,2002,,,,,,2,,,
,RED,Lagrein,Josephus Unterganzner,LAMAREIN TB, MAGNUM ,2001,,,,,1,1,,,
,RED,Lagrein,Weingut Ansitz Waldgrieshof,ROBLINUS,,2017,,,,,18,,,,
1262,RED,Lagrein,Weingut Ansitz Waldgrieshof,ROBLINUS,,2015,, 145.00 € ,,,9,,,,
,RED,Lagrein,Kellerei Meran ,SEGEN RISERVA ,,2004,RARITAS,,,,5,,,,
,RED,Lagrein,Kellerei St. Pauls ,PASSION ,,2007,RARITAS,,,,3,,,,
,RED,Lagrein,Kellerei St. Pauls ,PASSION ,,2006,,,,,4,,,,
,RED,Lagrein,Kellerei Terlan ,GRIES ,,2010,,, 95.00 € ,,,1,,,
,RED,Lagrein,Kellerei Bozen-Gries,PRESTIGE - LINIE,,2015,RARITAS,,,,7,,,,
,RED,Lagrein,Kellerei Bozen-Gries,PRESTIGE - LINIE,,2004,,,,,2,,,,
,RED,Lagrein,Kellerei Bozen-Gries,PRESTIGE - LINIE,,2001,,,,,14,,,,
,RED,Lagrein,Kellerei Bozen-Gries,PRESTIGE - LINIE,,2000,,, 140.00 € ,,,2,,,
1265,RED,Lagrein,Kellerei Bozen-Gries,PRESTIGE - LINIE,,1999,, 95.00 € ,,,21,,,,
,RED,Lagrein,Kellerei Bozen-Gries,PRESTIGE - LINIE,,1997,,, 140.00 € ,,,0,,,1
,RED,Lagrein,Kellerei Bozen-Gries,PRESTIGE - LINIE,,1996,,,,,3,,,,
,RED,Lagrein,Kellerei Bozen-Gries,PRESTIGE - LINIE,,1995,,, 140.00 € ,,3,1,,,
,RED,Lagrein,Weingut Josef Neidermayr ??,RISERVA,,2005,RARITAS,,,,1,,,,
,RED,Lagrein,Weingut Josef Neidermayr ??,RISERVA,,1998,,,,,8,,,,
,RED,Lagrein,Kellerei Tramin,URBANHOF,,2005,RARITAS,,,,4,,,,
,RED,Lagrein,Kellerei Tramin,URBANHOF,,2004,,,,,2,,,,
,RED,Lagrein,Kellerei Tramin,URBANHOF,,2002,,,,,1,,,,
,RED,Lagrein,Kellerei Tramin,URBANHOF,,2000,,,,,8,,,,
1265,RED,Lagrein,Kellerei Tramin,URBANHOF,,1999,, 95.00 € ,,,11,,,,
1265,RED,Lagrein,Weingut Griesbauerhof,RISERVA,,2003,RARITAS, 95.00 € ,,,9,,,,
,RED,Lagrein,Weingut Griesbauerhof,RISERVA,,2000,,,,,7,,,,
1265,RED,Lagrein,Weingut Alois Lageder,LINDENBURG,,2006,RARITAS, 95.00 € ,,,1,,,,
,RED,Lagrein,Weingut Alois Lageder,LINDENBURG,,2005,,,,,2,,,,
,RED,Lagrein,Weingut Alois Lageder,LINDENBURG,,2004,,,,,17,,,,
,RED,Lagrein,Josephus Unterganzner,RISERVA,,2009,RARITAS,, 180.00 € ,,,3,,,
,RED,Lagrein,Josephus Unterganzner,RISERVA,,2008,,,,,2,,,,
,RED,Lagrein,Josephus Unterganzner,RISERVA,,2007,,,,,2,,,,
,RED,Lagrein,Josephus Unterganzner,RISERVA,,2005,,,,,6,,,,
,RED,Lagrein,Josephus Unterganzner,RISERVA,,2004,,,,,5,,,,
1265,RED,Lagrein,Josephus Unterganzner,RISERVA,,2003,, 95.00 € ,,,19,,,,
,RED,Lagrein,Josephus Unterganzner,RISERVA,,2001,,, 165.00 € ,,,1,,,
,RED,Lagrein,Josephus Unterganzner,RISERVA,,1999,,,,,7,,,,
,RED,Lagrein,Weingut Pfannenstilhof,RISERVA,,2007,RARITAS,,,,3,,,,
1265,RED,Lagrein,Weingut Pfannenstilhof,RISERVA,,2005,, 95.00 € ,,,19,,,,
,RED,Lagrein,Weingut Pfannenstilhof,RISERVA,,2004,,,,,3,,,,
,RED,Lagrein,Kellerei Schreckbichl,CORNELL,,2001,RARITAS,,,,19,,,,
1265,RED,Lagrein,Kellerei Schreckbichl,CORNELL,,2000,, 95.00 € ,,,4,,,,
,RED,Lagrein,Kellerei Schreckbichl,CORNELL,,1998,,,,,2,,,,
1265,RED,Lagrein,Stiftskellerei Neustift,PRAEPOSITUS,,2001,RARITAS, 95.00 € ,,,2,,,,
,RED,Lagrein,Stiftskellerei Neustift,PRAEPOSITUS,,2000,,,,,12,,,,
,RED,Lagrein,Stiftskellerei Neustift,PRAEPOSITUS,,1999,,,,,4,,,,
,RED,Lagrein,Weingut Clemens Waldthaler,RAUT,,2007,RARITAS,,,,2,,,,
1265,RED,Lagrein,Weingut Clemens Waldthaler,RAUT,,1997,, 95.00 € ,,,5,,,,
,RED,Lagrein,Weingut Ansitz Waldgrieserhof,RISERVA,,2004,RARITAS,,,,5,,,,
,RED,Lagrein,Weingut Ansitz Waldgrieserhof,RISERVA,,2000,,,,,5,,,,
,RED,Lagrein,Weingut Ansitz Waldgrieserhof,RISERVA,,1998,,,,,1,,,,
1265,RED,Lagrein,Weingut Kiemberger,RISERVA,,2010,RARITAS, 95.00 € ,,,24,,,,
,RED,Lagrein,Landesweingut Laimburg,BARBAGOL,,2004,RARITAS,,,,16,,,,
1265,RED,Lagrein,Landesweingut Laimburg,BARBAGOL,,2000,, 110.00 € ,,,19,,,,
,RED,Lagrein,Kellerei St. Michael-Eppan,ST.VALENTIN,,2003,RARITAS,,,,1,,,,
,RED,Lagrein,Kellerei St. Michael-Eppan,ST.VALENTIN,,2001,,,,,3,,,,
1265,RED,Lagrein,Kellerei St. Michael-Eppan,ST.VALENTIN,,2000,, 115.00 € ,,,7,,,,
1265,RED,Lagrein,Kellerei Terlan,PORPHYR,,2015,RARITAS, 125.00 € ,,,10,,,,
,RED,Lagrein,Kellerei Terlan,PORPHYR,,2014,,,,,4,,,,
,RED,Lagrein,Kellerei Bozen-Gries ,TABER ,,2002,RARITAS,,,,4,,,,
,RED,Lagrein,Kellerei Bozen-Gries ,TABER ,,2001,,, 180.00 € ,,,2,,,
,RED,Lagrein,Kellerei Bozen-Gries ,TABER ,,2000,,, 180.00 € ,,,2,,,
1265,RED,Lagrein,Kellerei Bozen-Gries ,TABER ,,1999,, 125.00 € ,,,4,,,,
,RED,Lagrein,Klosterkellerei Muri Gries,ABTEI - RISERVA,,2018,RARITAS,,,,22,,,,
1265,RED,Lagrein,Klosterkellerei Muri Gries,ABTEI - RISERVA,,2016,, 135.00 € ,,,20,,,,
,RED,Lagrein,Klosterkellerei Muri Gries,ABTEI - RISERVA,,2005,,, 210.00 € ,,,16,,,
,RED,Lagrein,Klosterkellerei Muri Gries,ABTEI - RISERVA,,2003,,,,,3,,,,
,RED,Lagrein,Klosterkellerei Muri Gries,ABTEI - RISERVA,,2000,,, 210.00 € ,,,3,,,
,RED,Lagrein,Klosterkellerei Muri Gries,ABTEI - RISERVA,,1999,,, 210.00 € ,,,5,,,
,RED,Lagrein,Klosterkellerei Muri Gries,ABTEI - RISERVA,,1997,,, 210.00 € ,,3,3,,,
,RED,Lagrein,Klosterkellerei Muri Gries,ABTEI - RISERVA,,1995,,,,,1,,,,
,RED,Lagrein,Weingut Hofstätter,STEINRAFFLER,,2004,RARITAS,, 160.00 € ,,,2,,,
,RED,Lagrein,Weingut Hofstätter,STEINRAFFLER,,2003,,,,,2,,,,
,RED,Lagrein,Weingut Hofstätter,STEINRAFFLER,,2000,,,,,12,,,,
1265,RED,Lagrein,Weingut Hofstätter,STEINRAFFLER,,1997,, 135.00 € , 180.00 € ,,8,1,,,
,RED,Lagrein,Weingut Hofstätter,STEINRAFFLER,,1995,,, 150.00 € ,,1,2,,,
,RED,Lagrein,Weingut Ansitz Waldgrieserhof,MIRELL,,2009,RARITAS,, 260.00 € ,,,5,,,
1265,RED,Lagrein,Weingut Ansitz Waldgrieserhof,MIRELL,,2007,, 145.00 € ,,,21,,,,
,RED,Lagrein,Weingut Ansitz Waldgrieserhof,MIRELL,,2006,,,,,22,,,,
,RED,Lagrein,Weingut Ansitz Waldgrieserhof,MIRELL,,2004,,,,,1,,,,
,RED,Lagrein,Weingut Ansitz Waldgrieserhof,MIRELL,,2001,,,,,1,,,,
,RED,Lagrein,Weingut Ansitz Waldgrieserhof,RUBLINUS ,,2013,RARITAS,,,,3,,,,
1331,RED,Valpolicella,Zenato,RIPASSA    ,,2020,, 55.00 € ,,,16,,,,
,RED,Valpolicella,Corte Giara Allegrini ,RIPASSA    ,,2020,,,,,18,,,,
1333,RED,Valpolicella,Ferragù Carlo,VALPOLICELLA SUPERIORE,,2017,, 75.00 € ,,,3,,,,
1335,RED,Valpolicella,Dal Forno Romano,VALPOLICELLA,,2000,RARITAS, 125.00 € ,,,9,,,,
,RED,Amarone della Valpolicella,Ferragù Carlo,,,2011,,,,,18,,,,
,RED,Amarone della Valpolicella,Ferragù Carlo,,,2010,,,,,28,,,,
1352,RED,Amarone della Valpolicella,Ferragù Carlo,,,2009,, 115.00 € ,,,15,,,,
,RED,Amarone della Valpolicella,Ferragù Carlo,,,2008,,,,,2,,,,
1365,RED,Amarone della Valpolicella,Marilisa Allegrini,VILLA DELLA TORRE,,2020,, 80.00 € ,,,36,,,,
1354,RED,Amarone della Valpolicella,Zenato,,,2017,, 85.00 € ,,,19,,,,
1355,RED,Amarone della Valpolicella,Allegrini,CLASSICO ,,2019,, 115.00 € ,,,15,,,,
1360,RED,Amarone della Valpolicella,Zenato,CLASSICO RISERVA,,2018,, 155.00 € ,,,12,,,,
1361,RED,Amarone della Valpolicella,Masi,MAZZANO,,2006,, 145.00 € ,,,3,,,,
1361,RED,Amarone della Valpolicella,Viviani,CASA DEI BEPI,,2003,, 120.00 € ,,,0,,,,1
1364,RED,Amarone della Valpolicella,Secondo Marco,RISERVA IL FUMETTO,,2008,, 250.00 € ,,,11,,,,
1371,RED,Amarone della Valpolicella,Bertani,,,1983,RARITAS, 125.00 € ,,,,,,,1
1371,RED,Amarone della Valpolicella,Viviani,TULIPANO NERO,,2000,RARITAS, 175.00 € ,,,9,,,,
1371,RED,Amarone della Valpolicella,Viviani,CASA DEI BEPI,,1997,RARITAS, 175.00 € ,,,2,,,,
,RED,Amarone della Valpolicella,Pietro Zardini,DECEM RISERVA,,2013,RARITAS,,,,6,,,,
,RED,Amarone della Valpolicella,Masi ,MAZANO,,1997,RARITAS,,,,1,,,,
,RED,Amarone della Valpolicella,Masi ,MAZANO,,1995,,,,,1,,,,
,RED,Amarone della Valpolicella,Masi ,COSTASERA ,,2008,RARITAS,,, 260.00 € ,,,1,,
1372,RED,Amarone della Valpolicella,Masi ,COSTASERA ,,2001,, 325.00 € ,,,2,,,,
,RED,Amarone della Valpolicella,Masi ,COSTASERA ,,1999,,,,,4,,,,
,RED,Amarone della Valpolicella,Masi ,COSTASERA ,,1997,,,,,1,,,,
,RED,Amarone della Valpolicella,Masi ,VOJO DE MASI ,,1973,RARITAS,,,,,5,,,
1374,RED,Amarone della Valpolicella,Dal Forno Romano,,,2003,RARITAS, 320.00 € ,,,13,,,,
,RED,Amarone della Valpolicella,Dal Forno Romano,,,2002,, 360.00 € ,," 2,700.00 € ",10,,,,
,RED,Amarone della Valpolicella,Dal Forno Romano,,,2001,,, 650.00 € ," 1,350.00 € ",,3,1,,
,RED,Amarone della Valpolicella,Dal Forno Romano,,,2000,, 380.00 € , 650.00 € ," 1,500.00 € ",11,7,3,,
,RED,Amarone della Valpolicella,Dal Forno Romano,,,1999,,, 700.00 € ,,,1,,,
,RED,Amarone della Valpolicella,Dal Forno Romano,,,1998,,, 750.00 € ,,,1,,,
,RED,Amarone della Valpolicella,Dal Forno Romano,,,1996,,, 800.00 € ,,,1,,,
1350,RED,Corvina Veronese,La Poja,Allegrini,,2017,, 145.00 € ,,,6,,,,
,RED,Cabernet,Dal Forno ,ALZER,?????????,2001,,,,,3,,,,
1887,RED,,Morellino di Scansano,Fattoria Le Pupille,,2021,, 45.00 € ,,,7,,,,
1895,RED,,Sangiovese Orcia Aetos,Tenuta Sanoner,,2019,, 59.00 € ,,,17,,,,
,RED,,Cabreo Mytho ,Tenuta del Cabreo ,,2019,,,,,18,,, 90.00 € ,
1888,RED,,Morellino di Scansano,Fattoria Le Pupille, RISERVA ,2019,, 65.00 € ,,,,,,,1
1891,RED,,Ceparello,Isole e Olena,,2008,, 95.00 € ,,,,,,,1
1896,RED,,Testamatta,Bibi Graetz,,2001,, 125.00 € ,,,4,,,,
1892,RED,,Testamatta,Bibi Graetz,,2019,, 145.00 € ,,,27,,,,
1889,RED,,Flaccianello,Fontodi,,2019,, 190.00 € ,,,6,,,,
,RED,,Flaccianello,Fontodi,,2008,,, 360.00 € ,,,2,,,
1893,RED,,Le Pergole Torte,Montevertine,,2008,, 360.00 € ,,,8,,,,
1894,RED,,Colore,Bibi Graetz,,2019,, 290.00 € ,,,22,,,,
1800,RED,CHIANTI,Marchesi de Frescobaldi,CASTIGLIONI,,2020,, 35.00 € ,,,28,,,,
1801,RED,CHIANTI,Marchesi de Frescobaldi,PERANO RISERVA,,2016,, 39.00 € ,,,0,,,,1
,RED,CHIANTI,Fontodi ,???,,2019,,,,,6,,,,
,RED,CHIANTI,Castello di Ama              VIGNETTO BELLAVIST  CHIANTI CLASSICO ,,,1990,,, 420.00 € ,,,1,,,
1805,RED,CHIANTI,Marchesi Antinori,VILLA ANTINORI,,2019,, 49.00 € ,,,34,,,,
1802,RED,CHIANTI,Tenuta Nozzole,LA FORRA GRAN SELEZIONE,,2011,, 45.00 € ,,,15,,,,
,RED,CHIANTI,Marchesi de Frescobaldi,VECCHIE VITI NIPOZZANO ,,2019,,,,,24,,,,
,RED,CHIANTI,Marchesi de Frescobaldi,RUFINA ?????,,2016,,,,,24,,,,
1803,RED,CHIANTI,Marchesi de Frescobaldi,RUFINA ?????,,2015,, 49.00 € ,,,9,,,,
1804,RED,CHIANTI,Marchesi de Frescobaldi,MONTESODI,,2015,, 55.00 € ,,,0,,,,1
1810,RED,VINO NOBILE DI MONTEPULCIANO,Caterina Dei ,,,2016,, 55.00 € ,,,12,,,,
1811,RED,VINO NOBILE DI MONTEPULCIANO,Avignonesi,,,2015,, 55.00 € ,,,19,,,,
1812,RED,VINO NOBILE DI MONTEPULCIANO,Avignonesi,VENTISEI,,2016,, 75.00 € ,,,0,,,,1
1812,RED,VINO NOBILE DI MONTEPULCIANO,Avignonesi,PROGETTO DI SOPRA,,2017,, 75.00 € ,,,4,,,,
,RED,ROSSO DI MONTALCINO,Collosorbo,,,2009,,,,,2,,,,
1821,RED,ROSSO DI MONTALCINO,Collosorbo,,,2007,, 45.00 € ,,,4,,,,
1822,RED,ROSSO DI MONTALCINO,Castiglion del Bosco,GAUGGIOLE,,2016,, 55.00 € ,,,19,,,,
1823,RED,ROSSO DI MONTALCINO,Salvioni,,,2009,, 65.00 € ,,,25,,,,
,RED,ROSSO DI MONTALCINO,Tenuta Constanti ,,,2017,,,,,,1,,,
1846,RED,BRUNELLO DI MONTALCINO ,Il Poggione,,,2005,, 70.00 € ,,,7,,,,
1847,RED,BRUNELLO DI MONTALCINO ,Castiglion del Bosco,,,2011,, 80.00 € ,,,29,,,,
1849,RED,BRUNELLO DI MONTALCINO ,Talenti,,,2004,, 80.00 € ,,,11,,,,
1850,RED,BRUNELLO DI MONTALCINO ,Costanti,COLLE AL MATRICHESE, MAGNUM  ,2009,, 85.00 € ,,,4,1,,,
1853,RED,BRUNELLO DI MONTALCINO ,Il Poggione,RISERVA,,2004,, 125.00 € ,,,5,,,,
,RED,BRUNELLO DI MONTALCINO ,Il Poggione,RISERVA,,1995,,,,,1,,,,
1854,RED,BRUNELLO DI MONTALCINO ,Collosorbo,RISERVA,,2006,, 105.00 € ,,,6,,,,
1855,RED,BRUNELLO DI MONTALCINO ,Tenuta Folonari ,LA FUGA , MAGNUM  ,2007,, 105.00 € , 280.00 € ,,9,1,, 70.00 € ,
1856,RED,BRUNELLO DI MONTALCINO ,Marchesi de Frescobaldi,CASTEL GIOCONDO RIPE AL CONVENTO RISERVA,,2013,, 115.00 € ,,,29,,,,
1857,RED,BRUNELLO DI MONTALCINO ,Costanti,RISERVA,,2006,, 125.00 € ,,,18,,,,
