external_id,name,name_2,name_3,internal_notes,vintage,info,bottle_qty,magnum_qty,demi_qty,bottle_price,magnum_price,demi_price,,
,Sauvignon blanc,Kellerei Schreckbichl,LAFOA,,2023,,18,,,,,,,
,Sauvignon blanc,Kellerei Schreckbichl,LAFOA, MAGNUNM ,2008,,,2,,, 145.00 € ,,,
248,Sauvignon blanc,Weingut Kornell,OBERBERG,,2020,,9,,, 70.00 € ,,,,
,Sauvignon blanc,Weingut Kornell,OBERBERG,,2019,,1,,,,,,,
249,Sauvignon blanc,Weingut Gumphof,RENNAISANCE,,2019,,26,,, 75.00 € ,,,,
,Sauvignon blanc,Weingut Gumphof,RENNAISANCE,,2018,,1,,,,,,,
250,Sauvignon blanc,Kellerei Terlan,QUARZ,,2022,,72,,, 95.00 € ,,,,
,Sauvignon blanc,Weingut Tiefenbrunner,RACHTL,,2021,,6,,,,,,,
,Sauvignon blanc,Weingut Tiefenbrunner,RACHTL,,2019,,30,,,,,,,
251,Sauvignon blanc,Weingut Tiefenbrunner,RACHTL,,2018,,32,,, 110.00 € ,,,,
253,Sauvignon blanc,Weingut Kornell,HERCULES,,2020, ORANGE ,23,,, 110.00 € ,,,,
252,Sauvignon blanc,Kellerei St.Michael-Eppan,WINE COLLECTION,,2019,,11,,, 145.00 € ,,,,
,Sauvignon blanc,Kellerei St.Michael-Eppan,WINE COLLECTION,,,,,,,,,,,
255,Sauvignon blanc,Kellerei Girlan,FLORA,,2009,RARITAS,2,,, 65.00 € ,,,,
,Sauvignon blanc,Kellerei St. Michael-Eppan,ST. VALENTIN,,2012,RARITAS,13,,,,,,,
,Sauvignon blanc,Kellerei St. Michael-Eppan,ST. VALENTIN,,2010,,22,,,,,,,
,Sauvignon blanc,Kellerei St. Michael-Eppan,ST. VALENTIN,,2009,,10,,,,,,,
,Sauvignon blanc,Kellerei St. Michael-Eppan,ST. VALENTIN,,2008,,17,,,,,,,
255,Sauvignon blanc,Kellerei St. Michael-Eppan,ST. VALENTIN,,2007,,38,,, 85.00 € ,,,,
,Sauvignon blanc,Kellerei St. Michael-Eppan,ST. VALENTIN,,2006,,3,,,,,,,
,Sauvignon blanc,Kellerei St. Michael-Eppan,ST. VALENTIN,,1999,,1,,,,,,,
,Sauvignon blanc,Kellerei St. Michael-Eppan,ST. VALENTIN,,1998,,1,,,,,,,
,Sauvignon blanc,Kellerei St. Michael-Eppan,ST. VALENTIN,,1997,,3,,,,,,,
255,Sauvignon blanc,Kellerei Terlan,QUARZ,,2021,RARITAS,19,1,, 110.00 € , 140.00 € ,,,
,Sauvignon blanc,Kellerei Terlan,QUARZ,,2020,,2,4,,,,,,
,Sauvignon blanc,Kellerei Terlan,QUARZ,,2019,,,13,,,,,,
,Sauvignon blanc,Kellerei Terlan,QUARZ,,2018,,,,1,,,,,
255,Sauvignon blanc,Stiftskellerei Neustift,PRAEPOSITUS,,2007,RARITAS,15,,, 110.00 € ,,,,
,Sauvignon blanc,Kellerei Schreckbichl,LAFOA,,2006,RARITAS,4,,,,,,,
,Sauvignon blanc,Kellerei St. Pauls,PASSION,,2014,RARITAS,2,,,,,,,
,Sauvignon blanc,Kellerei St. Pauls,PASSION,,2009,,4,,,,,,,
,Sauvignon blanc,Kellerei St. Pauls,PASSION,,2007,,8,,,,,,,
,Sauvignon blanc,Kellerei Terlan ,WINKL,,2022,RARITAS,30,,,,,,,
,Sauvignon blanc,Kellerei Terlan ,WINKL,,2020,,3,,,,,,,
,Sauvignon blanc,Kellerei St. Pauls,GFILL,,2010,RARITAS,3,,,,,,,
,Sauvignon blanc,Kellerei St. Pauls,GFILL,,2007,,5,,,,,,,
,Sauvignon blanc,Kellerei Laimburg ,OYELL,,2006,RARITAS,6,,,,,,,
,,,,,,,,,,,,,,
,,Pinot Gris,,,,,,,,,,,,
,,,,,,,,,,,,,,
263,Pinot Gris,Weingut Elena Walch,,,2024,,36,,, 45.00 € ,,,,
262,Pinot Gris,Weingu Stachelburg,WOLFSTHURM,,2023,BIO,20,,, 55.00 € ,,,,
265,Pinot Gris,Kellerei St.Michael-Eppan,ST.VALENTIN,,2022,,30,,, 59.00 € ,,,,
,,,,,,,,,,,,,,
,,Riesling,,,,,,,,,,,,
,,,,,,,,,,,,,,
,Riesling,?,STEIN ,,2018,,10,,,,,,,
302,Riesling,Weingut Unterortl ??,GLETSCHERSCHLIFF,,2023,,16,,, 45.00 € ,,,,
,Riesling,Weingut Castel Juval ??,UNTERORTL , MAGNUNM ,2010,,,1,,, 95.00 € ,,,
303,Riesling,Weingut Pacherhof,EISACKTAL,,2023,,16,,, 50.00 € ,,,,
304,Riesling,Weingut Keller KPK,LIMESTONE,,2020,,14,,, 49.00 € ,,,,
,Riesling,Weingut Keller KPK,LIMESTONE,,,,,,,,,,,
,Riesling,Weingut Röckhof ,VIELANDERS , MAGNUNM ,2016,,,0,,, 95.00 € ,,,
,Riesling,Weingut Schloss Johannisberg ,GROSSES GEWÄCHS, MAGNUNM ,2009,,,2,,, 115.00 € ,,,
,Riesling,Weingut Van Volxem ,ALTE REBE, MAGNUNM ,2010,,,1,,, 115.00 € ,,,
,Riesling,Weingut Van Volxem ,ALTE REBE,,,,,,,,,,,
,Riesling,Weingut Köfererhof,,,2007,RARITAS,8,,,,,,,
308,Riesling,Weingut Köfererhof,,,2005,,8,,, 65.00 € ,,,,
308,Riesling,Weingut Kuenhof,KAITON,,2006,RARITAS,8,,, 65.00 € ,,,,
,Riesling,Weingut Kuenhof,KAITON,,2004,,4,,,,,,,
,Riesling,Weingut Falkenstein,VINSCHGAU ,,2009,RARITAS,,6,,, 95.00 € ,,,
308,Riesling,Weingut Falkenstein,VINSCHGAU ,,2007,,7,,, 65.00 € ,,,,
,Riesling,Stiftskellerei Neustift,PRAEPOSITUS,,2010,RARITAS,4,,,,,,,
308,Riesling,Stiftskellerei Neustift,PRAEPOSITUS,,2008,,1,,, 65.00 € ,,,,
,,,,,,,,,,,,,,
,,Kerner,,,,,,,,,,,,
,,,,,,,,,,,,,,
,Kerner,Weingut Pacherhof,,,2023,,18,,,,,,,
311,Kerner,,,,2021,,6,,, 50.00 € ,,,,
,Kerner,,,,,,,,,,,,,
315,Kerner,Stiftskellerei Neustift,KLASSISCH,,2007,RARITAS,7,,, 65.00 € ,,,,
,Kerner,Stiftskellerei Neustift,PRAEPOSITUS,,2007,RARITAS,5,,,,,,,
315,Kerner,,,,2002,,2,,, 65.00 € ,,,,
315,Kerner,Weingut Köfererhof,,,2007,RARITAS,3,,, 65.00 € ,,,,
315,Kerner,Weingut Manni Nössing,,,2007,RARITAS,17,,, 65.00 € ,,,,
,,,,,,,,,,,,,,
,,Gewürztraminer,,,,,,,,,,,,
,,,,,,,,,,,,,,
321,Gewürztraminer,Weingut Plattenhof,,,2021,,9,,, 49.00 € ,,,,
322,Gewürztraminer,Weingut Hofstätter,JOSEPH,,2023,,21,,, 50.00 € ,,,,
,Gewürztraminer,Weingut Elena Walch,KASTELAZ ARGENTUM BONUM,,2016,,12,,,,,,,
323,Gewürztraminer,Weingut Elena Walch,KASTELAZ ARGENTUM BONUM,,2014,,11,,, 125.00 € ,,,,
324,Gewürztraminer,Landesweingut Laimburg,NORÈY ANPHORA,,2011,,24,,, 165.00 € ,,,,
,Gewürztraminer,Kellerei Tramin ,EPOKALE,,2015,,3,,,,,,,
,Gewürztraminer,Kellerei Tramin ,EPOKALE,,,,,,,,,,,
325,Gewürztraminer,Weingut Manni Nössing,,,2007,RARITAS,2,,, 75.00 € ,,,,
,Gewürztraminer,Graf von Meran ,,,2004,RARITAS,2,,,,,,,
,Gewürztraminer,Kueanhof,,,2004,RARITAS,1,,,,,,,
,Gewürztraminer,Kaltern Baron di Pauli ,,,2003,RARITAS,4,,,,,,,
,Gewürztraminer,Weingut Hofstätter,JOSEPH,,1998,RARITAS,3,,,,,,,
,Gewürztraminer,Weingut Tiefenbrunner ,,,1992,RARITAS,2,,,,,,,
,,,,,,,,,,,,,,
,,Moscato giallo - Goldmuskateller,,,,,,,,,,,,
,,,,,,,,,,,,,,
331,Moscato giallo - Goldmuskateller,Weingut Fliederhof,GIOIA,,2022, trocken  ,21,,, 49.00 € ,,,,
,Moscato giallo - Goldmuskateller,Weingut Bessererhof ,OTMAR MAIR,,2021, trocken ,12,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,Moscato rosa - Rosenmuskateller,,,,,,,,,,,,
,,,,,,,,,,,,,,
340,Moscato rosa - Rosenmuskateller,Kellerei Kaltern,ROSENTROPFEN, lieblich ,2022,,4,,, 39.00 € ,,,,
,,,,,,,,,,,,,,
I,,Friuli Venezia Giulia - Friaul Julisch Venetien,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,Pinot Grigio - Ruländer,,,,,,,,,,,,
,,,,,,,,,,,,,,
429,Pinot Grigio - Ruländer,Vie de Romans,DESSIMIS,,2022,,36,,, 75.00 € ,,,,
,,,,,,,,,,,,,,
I,,Toscana,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,Vermentino,,,,,,,,,,,,
,,,,,,,,,,,,,,
450,Vermentino,Poggio al Tesoro,SOLOSOLE,,2022,,24,,, 50.00 € ,,,,
451,Vermentino,Poggio al Tesoro,SOLOSOLE PAGUS CAMILLA,,2017,,15,,, 75.00 € ,,,,
,,,,,,,,,,,,,,
,,Chardonnay,,,,,,,,,,,,
,,,,,,,,,,,,,,
455,Chardonnay,Marchesi de Frescobaldi,POMINO BIANCO RISERVA,,2017,,11,,, 65.00 € ,,,,
,,,,,,,,,,,,,,
,,Sauvignon Blanc,,,,,,,,,,,,
,Sauvignon Blanc,Tenuta dell´Ornellaia ,BIANCO,,2016,,4,,,,,,,
,,,,,2015,,6,,,,,,,
,,,,,,,,,,,,,,
I,,Piemonte,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,Chardonnay,,,,,,,,,,,,
,,,,,,,,,,,,,,
442,Chardonnay,Angelo Gaja,GAYA & REY,,2009,,1,,, 110.00 € ,,,,
,,,,,2007,,1,,,,,,,
,,,,,,,,,,,,,,
I,,Lombardia,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,Lugana,,,,,,,,,,,,
,,,,,,,,,,,,,,
410,Lugana,Selva del Vescovo ,Villa della Torre ,,2024,,108,,, 49.00 € ,,,,
,,,,,,,,,,,,,,
,,Chardonnay,,,,,,,,,,,,
,,,,,,,,,,,,,,
,Chardonnay,Ca`del Bosco,TERRA DI FRANCIACORTA,,2020,,30,,,,,,,
415,Chardonnay,Ca`del Bosco,TERRA DI FRANCIACORTA,,2014,,3,,, 110.00 € ,,,,
417,Chardonnay,Ca`del Bosco,(Akutell 16.04),,2006,RARITAS,11,,, 145.00 € ,,,,
,Chardonnay,Ca`del Bosco,(Akutell 16.04),,2004,,3,,,,,,,
,,,,,,,,,,,,,,
I,,Veneto,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,Soave,,,,,,,,,,,,
,,,,,,,,,,,,,,
418,Soave,Inama,I PALCHI,,2020,,12,,, 65.00 € ,,,,
,Soave,Inama,I PALCHI,,2019,,2,,,,,,,
,,,,,,,,,,,,,,
I,,Alto Adige - Südtirol,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,Rose Lagrein,,,,,,,,,,,,
,,,,,,,,,,,,,,
901,Rose Lagrein,Klosterweingut Muri Gries,LAGREIN KRETZER,,2024,,55,,, 39.00 € ,,,,
,Rose Lagrein,Weingut Elena Walch,LAGREIN KRETZER,,2024,,84,,,,,,,
902,Rose Lagrein,Weingut Elena Walch,LAGREIN KRETZER,,2023,,12,,, 39.00 € ,,,,
903,Rose Lagrein,Josephus Unterganzner,LAGREIN KRETZER, SPÄTELESE ,2021,,20,,, 55.00 € ,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,Rose Cuvée,,,,,,,,,,,,
,,,,,,,,,,,,,,
162,Rose Cuvée,St. Quirinus,PLANTIES," Prior, Chambourcin ",2023,BIO,81,,, 47.00 € ,,,,
156,Rose Cuvée,Tröpfeltalhof,Rosé Marie, Merlot & Cab.Sau. ,2020,BIO,18,,, 52.00 € ,,,,
912,Rose Cuvée,Tenuta Manincor,LA ROSE , L+M+CS+PN ,2021,BIO,25,,, 60.00 € ,,,,
,,,,,,,,,,,,,,
I,,Toscana,,,,,,,,,,,,
,,,,,,,,,,,,,,
165,,DUEMANI,Sí, Syrah ,2022,,9,,, 65.00 € ,,,,
,,,,,,,,,,,,,,
I,,Alto Adige - Südtirol,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,Vernatsch,,,,,,,,,,,,
,,,,,,,,,,,,,,
,Vernatsch,Weingut Wassererhof,ST.MAGDALENER, MAGNUNM ,2014,,,1,,,,,,
1005,Vernatsch,Weingut Ansitz Waldgries,ST.MAGDALENER,,2023,,35,,, 45.00 € ,,,,
,Vernatsch,Kellerei Kaltern,QUINTESSENZ,,2022,,29,,,,,,,
1004,Vernatsch,Kellerei Kaltern,QUINTESSENZ,,2021,,2,,, 45.00 € ,,,,
,Vernatsch,Kellerei Kaltern,QUINTESSENZ, MAGNUNM ,2017,,,8,,, 65.00 € ,,,
,Vernatsch,Weingut Nicolussi - Leck,KALTERERSEE,,2022,,17,,,,,,,
1003,Vernatsch,Weingut Nicolussi - Leck,KALTERERSEE,,2021,,13,,, 49.00 € ,,,,
,Vernatsch,Kellerei Bozen ,ST.MAGDALENER       HUCK AM BACH ,,2023,,18,,,,,,,
, ANTHEOS ,Weingut Ansitz Waldgries,ST.MAGDALENER, ANTHEOS ,2023,,18,,,,,,,
,,,,,,,,,,,,,,
,,Pinot nero - Blauburgunder - Spätburgunder,,,,,,,,,,,,
,,,,,,,,,,,,,,
1011,Pinot nero,Weingut Kornell,MARITH,,2023,,41,,, 55.00 € ,,,,
,Pinot nero,Weingut Niedermayer ,RISERVA , MAGNUNM ,2007,,,1,,, 120.00 € ,,,
,Pinot nero,Kellerei Terlan ,MONTICOL , RISERVA  ,2017,,31,,,,,,,
,Pinot nero,Kellerei St. Pauls,PASSION,,2015,,30,,,,,,,
1014,Pinot nero,Kellerei St. Pauls,PASSION,,2013,,11,,, 60.00 € ,,,,
,Pinot nero,Castel Juval ,(Nachfolge für Passion),,2009,,13,,,,,,,
1016,Pinot nero,Kellerei Girlan,TRATTMANN RISERVA,,2016,,29,,, 65.00 € ,,,,
,Pinot nero,Weingut Prackfolerhof,,,2021,,18,,,,,,,
1017,Pinot nero,Weingut Prackfolerhof,,,2020,,19,,, 65.00 € ,,,,
1018,Pinot nero,Weingut Franz Haas,RISERVA SCHWEIZER,,2009,,17,,, 65.00 € ,,,,
,Pinot nero,Weingut Franz Haas,RISERVA SCHWEIZER,,2007,,,,,, 160.00 € ,,,
,Pinot nero,Stiftskellerei Neustift,PRAEPOSITUS,,2007,,9,,,,,,,
,Pinot nero,Weingut Alois Lageder,KRAFUSS, MAGNUNM ,2019,BIO,,1,,,,,,
,Pinot nero,Weingut Alois Lageder,KRAFUSS,,2016,,5,,,,,,,
1019,Pinot nero,Weingut Alois Lageder,KRAFUSS,,2009,,30,,, 75.00 € ,,,,
1022,Pinot nero,Weingut Prackfolerhof,RISERVA FLATSCH,,2018,,36,,, 95.00 € ,,,,
,Pinot nero,Weingut Hofstätter,ST. URBAN,,2010,,18,,,,,,,
,Pinot nero,Weingut Hofstätter,ST. URBAN,,2006,,6,,,,,,,
,Pinot nero,Weingut Hofstätter,ST. URBAN,,2005,,23,,,,,,,
1023,Pinot nero,Weingut Hofstätter,ST. URBAN,,2003,,26,,, 110.00 € ,,,,
,Pinot nero,Weingut Wildmonn,RISERVA  ,,2020,,18,,,,,,,
,Pinot nero,Weingut Wildmonn,RISERVA  ,,2019,,44,,,,,,,
1021,Pinot nero,Weingut Wildmonn,RISERVA  ,,2017,,4,,, 110.00 € ,,,,
,Pinot nero,Weingut Franz Haas,PÓNKLER,,2018,,12,,,,,,,
1024,Pinot nero,Weingut Franz Haas,PÓNKLER,,2014,,5,,, 140.00 € ,,,,
,Pinot nero,Weingutt Elena Walch ,ATON ,,2017,,3,,,,,,,
,Pinot nero,Kellerei Girlan,VIGNA GANGER,,2018,,12,,,,,,,
1025,Pinot nero,Kellerei Girlan,VIGNA GANGER,,2012,,6,,, 180.00 € ,,,,
,Pinot nero,Kellerei Tramin ,MAGLEN,,2020,,9,,,,,,,
,Pinot nero,Kellerei Tramin ,MAGLEN,,,,,,,,,,,
,Pinot nero,Weingut Franz Haas ,SCHWEIZER ,,2004,RARITAS,38,,,,,,,
,Pinot nero,Kellerei St. Michael-Eppan,ST.VALENTIN,,2008,RARITAS,1,,,,,,,
1030,Pinot nero,Kellerei St. Michael-Eppan,ST.VALENTIN,,2005,,17,,, 85.00 € ,,,,
,Pinot nero,Kellerei St. Michael-Eppan,ST.VALENTIN,,2002,,5,,,,,,,
,Pinot nero,Kellerei St. Michael-Eppan,ST.VALENTIN,,2000,,1,,,,,,,
,Pinot nero,Kellerei St. Michael-Eppan,ST.VALENTIN,,1999,,7,,,,,,,
,Pinot nero,Kellerei St. Michael-Eppan,ST.VALENTIN,,1995,,2,,,,,,,
1030,Pinot nero,Weingut Niedermayr,RISERVA,,2000,RARITAS,,,, 85.00 € ,,,,
,Pinot nero,Tenuta Manincor,MASON DE MASON,,2009,RARITAS,1,,,,,,,
1030,Pinot nero,Tenuta Manincor,MASON DE MASON,,2007,,5,,, 145.00 € ,,,,
,Pinot nero,Weingut Hofstätter,ST. URBAN,,2007,,3,,,,,,,
,Pinot nero,Weingut Hofstätter,ST. URBAN,,2002,,3,,,,,,,
1030,Pinot nero,Weingut Hofstätter,ST. URBAN,,1997,RARITAS,1,,, 220.00 € ,,,,
,Pinot nero,Weingut Hofstätter,ST. URBAN,,1994,,1,,,,,,,
,Pinot nero,Kellerei Nals-Magreid ,BARON SALVADORI ,,1995,RARITAS,3,,,,,,,
,Pinot nero,Weingut Gottardi,MAZZON,,2007,RARITAS,3,,,,,,,
,Pinot nero,Stiftskellerei Neustift,PRAEPOSITUS,,2005,RARITAS,5,,,,,,,
,Pinot nero,Stiftskellerei Neustift,PRAEPOSITUS,,2010,,39,,,,,,,
,Pinot nero,Stiftskellerei Neustift,PRAEPOSITUS,,2005,,13,,,,,,,
,Pinot nero,Stiftskellerei Neustift,PRAEPOSITUS,,2002,,3,,,,,,,
,,,,,,,,,,,,,,
,,Merlot,,,,,,,,,,,,
,,,,,,,,,,,,,,
,Merlot,(Kellerei Tramin,WEINACHSEDITION),,2018,,1,,,,,,,
,Merlot,(Kellerei Tramin,WEINACHSEDITION),,2017,,1,,,,,,,
,Merlot,(Kellerei Tramin,WEINACHSEDITION),,2016,,1,,,,,,,
1050,Merlot,Landesweingut Laimburg,RISERVA,,2020,,26,,, 55.00 € ,,,,
1051,Merlot,Kellerei Bozen,BLACK,,2022,,65,,, 59.00 € ,,,,
,Merlot,Kellerei Terlan-Andrian,GANT,,2019,,59,,,,,,,
1054,Merlot,Kellerei Terlan-Andrian,GANT,,2016,,31,,, 65.00 € ,,,,
1055,Merlot,Weingut Kornell,STAFFES,,2021,,44,,, 65.00 € ,,,,
,Merlot,Weingut Kornell,STAFFES,,2020,,3,,,,,,,
,Merlot,Weingut Kornell,STAFFES,,2016,,1,,,,,,,
,Merlot,Kellerei Bozen,RISERVA - SIEBENEICH, (PRAUN) ,2021,,30,,,,,,,
1052,Merlot,Kellerei Bozen,RISERVA - SIEBENEICH,,2016,,9,,, 70.00 € ,,,,
,Merlot,Kellerei St. Pauls ,HUBERFELD, MAGNUNM ,2013,,,1,,, 110.00 € ,,,
1059,Merlot,Kellerei St. Pauls,PASSION RISERVA, MAGNUNM ,2013,,11,1,, 70.00 € , 130.00 € ,,,
,Merlot,Weingut Franz Haas ,SCHWEIZER, MAGNUNM ,1996,,,1,,, 160.00 € ,,,
,Merlot,Kellerei Kurtatsch,BRENNTAL,,2020,,50,,,,,,,
,Merlot,Kellerei Kurtatsch,BRENNTAL,,2019,,60,,,,,,,
1056,Merlot,Kellerei Kurtatsch,BRENNTAL,,2018,,20,,, 75.00 € ,,,,
,Merlot,Kellerei Kurtatsch,BRENNTAL, MAGNUNM ,2012,,,1,,,,,,
,Merlot,Kellerei Kurtatsch,BRENNTAL, MAGNUNM ,2009,,,1,,,,,,
,Merlot,Weingut Lacknerhof ,ANNA M , MAGNUNM ,2010,,,6,,, 160.00 € ,,,
,Merlot,Weingut Lacknerhof ,ANNA M , MAGNUNM ,2009,,,2,,,,,,
1061,Merlot,Weingut Castel Sallegg,NUSSLEITEN RISERVA,,2017,,14,,, 85.00 € ,,,,
,Merlot,Kellerei St. Pauls ,LOAN,,2018,,60,,,,,,,
1060,Merlot,Weingut Alois Lageder,MMIX,,2019,BIO,34,,, 95.00 € ,,,,
,Merlot,Weingut Kornell,KRESSFELD,,2016,,70,,,,,,,
1062,Merlot,Weingut Kornell,KRESSFELD,,2015,,21,,, 105.00 € ,,,,
,Merlot,Weingut Kornell,KRESSFELD,,,,,,,,,,,
1065,Merlot,Kellerei Bozen,BLACK,,2011,RARITAS,8,,, 85.00 € ,,,,
1065,Merlot,Kellerei Bozen,RISERVA SIEBENEICH,,2000,RARITAS,1,,, 85.00 € ,,,,
1065,Merlot,Weingut Kornell,STAFFES,,2001,RARITAS,2,,, 85.00 € ,,,,
,Merlot,Weingut Clemens Waldthaler,RAUT,,2007,RARITAS,3,,,,,,,
1065,Merlot,Weingut Clemens Waldthaler,RAUT,,2003,,2,,, 85.00 € ,,,,
1065,Merlot,Kellerei Andrian,GANT,,2006,RARITAS,6,,, 95.00 € ,,,,
,Merlot,Kellerei Kurtatsch,BRENNTAL,,2016,RARITAS,12,,,,,,,
,Merlot,Weingut Castel Sallegg,NUSSLEITEN RISERVA,,2016,RARITAS,5,,,,,,,
1065,Merlot,Weingut Alois Lageder,MM,,2018,RARITAS,18,,, 155.00 € ,,,,
,Merlot,Weingut Alois Lageder,MM,,2015,,5,,,,,,,
,Merlot,Weingut Alois Lageder,MM,,2004,,3,,,,,,,
,Merlot,Weingut Alois Lageder,MM,,2000,,4,,,,,,,
,Merlot,Weingut Alois Lageder,MM,,1999,,4,,,,,,,
,,,,,,,,,,,,,,
,,Cabernet Sauvignon / Cabernet Franc,,,,,,,,,,,,
,,,,,,,,,,,,,,
1080,Cabernet,Kellerei Kaltern,RISERVA CAMPANER,,2018,,34,,, 50.00 € ,,,,
,Cabernet,Kellerei Kaltern,RISERVA CAMPANER,,2017,,13,,,,,,,
,Cabernet,Kellerei Kaltern,RISERVA CAMPANER,,2016,,3,,,,,,,
1081,Cabernet,Kellerei Kurtatsch,RISERVA KIRCHHÜGEL,,2021,,37,,, 55.00 € ,,,,
1082,Cabernet,Weingut Peter Sölva,AMISTAR CABERNET FRANC,,2018,,16,,, 65.00 € ,,,,
1083,Cabernet,Weingut Thurnhof,RISERVA,,2013,,3,,, 65.00 € ,,,,
,Cabernet,Kellerei Bozen,MUMELTER,,2017,,30,,,,,,,
1085,Cabernet,Kellerei Bozen,MUMELTER,,2013,,17,,, 65.00 € ,,,,
,Cabernet,Kellerei Bozen,MUMELTER, MAGNUM  ,2000,,,2,,, 145.00 € ,,,
,Cabernet,Weingut Alois Lageder ,RISERVA ,,2019,,,3,,,,,,
,Cabernet,Kellerei Kaltern,KUNSTSTÜCK ,,2015,,,4,,, 160.00 € ,,,
,Cabernet,Kellerei Kaltern,QUINTESSENZ,,2018,,28,,,,,,,
1086,Cabernet,Kellerei Kaltern,QUINTESSENZ,,2013,,9,,, 65.00 € ,,,,
,Cabernet,Kellerei Kurtatsch,FREIENFELD,,2020,,6,,,,,,,
1087,Cabernet,Kellerei Kurtatsch,FREIENFELD,,2018,,156,,, 80.00 € ,,,,
1084,Cabernet,Weingut Nicolussi-Leck,CABERNET FRANC RISERVA,,2020,,13,,, 85.00 € ,,,,
,Cabernet,Weingut Nicolussi-Leck,CABERNET FRANC RISERVA,,2019,,39,,,,,,,
,Cabernet,Weingut Nicolussi-Leck,CABERNET FRANC RISERVA,,2018,,3,,,,,,,
,Cabernet,Weingut Alois Lageder,LÖWENGANG,,2019,BIO,60,,,,,,,
1088,Cabernet,Weingut Alois Lageder,LÖWENGANG,,2018,,50,,, 110.00 € ,,,,
,Cabernet,Weingut Alois Lageder,LÖWENGANG,,2016,,18,,,,,,,
,Cabernet,Kellerei Schreckbichl,LAFOA,,2020,,36,,,,,,,
1089,Cabernet,Kellerei Schreckbichl,LAFOA,,2018,,137,,, 110.00 € ,,,,
,Cabernet,Weingut Clemens Waldthaler ,RAUT ,MAGNUM ,1997,,,2,,, 160.00 € ,,,
,Cabernet,Weingut Schwanburg ,CASTEL,MAGNUM ,1990,,,1,,, 380.00 € ,,,
,Cabernet,Weingut Alois Lageder,COR RÖMIGBERG,MAGNUM ,2019,BIO,,1,,,,,,
1090,Cabernet,Weingut Alois Lageder,COR RÖMIGBERG,,2017,,68,,, 110.00 € ,,,,
,Cabernet,Weingut Alois Lageder,COR RÖMIGBERG,MAGNUM ,2006,,,1,,, 160.00 € ,,,
,Cabernet,Weingut Alois Lageder,COR RÖMIGBERG,MAGNUM ,2003,,,4,,, 160.00 € ,,,
1091,Cabernet,Schlosskellerei Tiefenbrunner,VIGNA TOREN,,2018,,11,,, 145.00 € ,,,,
,Cabernet,Schlosskellerei Tiefenbrunner,VIGNA TOREN,,,,,,,,,,,
,Cabernet,Schlosskellerei Tiefenbrunner,VIGNA TOREN,,,,,,,,,,,
,Cabernet,Schlosskellerei Tiefenbrunner,VIGNA TOREN,,,,,,,,,,,
,Cabernet,Kellerei Meran,RISERVA,,2002,RARITAS,9,,,,,,,
,Cabernet,Kellerei Meran,RISERVA,,1997,,9,,,,,,,
1095,Cabernet,Kellerei Meran,RISERVA,,1995,,2,,, 85.00 € ,,,,
,Cabernet,Kellerei Meran,RISERVA,,1993,,3,,,,,,,
,Cabernet,Kellerei Kaltern,PFARRHOF,,2004,RARITAS,1,,,,,,,
1095,Cabernet,Kellerei Kaltern,PFARRHOF,,2003,,5,,, 85.00 € ,,,,
,Cabernet,Kellerei Kaltern,PFARRHOF,,2002,,,6,,, 140.00 € ,,,
,Cabernet,Kellerei Kurtatsch ,FREIENFELD,,2016,RARITAS,8,,,,,,,
,Cabernet,Kellerei Schloss Schwanburg,RISERVA,,1993,RARITAS,1,,,,,,,
1095,Cabernet,Kellerei Schloss Schwanburg,RISERVA,,1990,,3,,, 85.00 € ,,,,
,Cabernet,Kellerei Schloss Schwanburg,RISERVA,,1989,,2,,,,,,,
,Cabernet,Josephus Unterganzner,RISERVA KAMPILL,,2009,RARITAS,,3,,, 120.00 € ,,,
,Cabernet,Josephus Unterganzner,RISERVA,,2008,,1,,,,,,,
,Cabernet,Josephus Unterganzner,RISERVA KAMPILL,,2007,,,3,,, 120.00 € ,,,
1095,Cabernet,Josephus Unterganzner,RISERVA,,2002,,4,,, 95.00 € ,,,,
,Cabernet,Josephus Unterganzner,RISERVA,,2001,,,2,,, 120.00 € ,,,
,Cabernet,Josephus Unterganzner,RISERVA,,2000,,,2,,, 140.00 € ,,,
,Cabernet,Josephus Unterganzner,RISERVA,,1999,,,1,,, 140.00 € ,,,
1095,Cabernet,Weingut Popphof,RISERVA,,1997,RARITAS,3,,, 95.00 € ,,,,
1095,Cabernet,Kellerei Tramin,RISERVA,,1997,RARITAS,2,,, 95.00 € ,,,,
,Cabernet,Kellerei Tramin,RISERVA,,1995,,2,,,,,,,
1095,Cabernet,Weingut Eberlehof,SELEKTION + MABON,,1995,RARITAS,10,,, 95.00 € ,,,,
,Cabernet,Weingut Eberlehof,( MABON) ?,,1992,,7,,,,,,,
,Cabernet,Weingut Alois Lageder,TÓR LÖWENGANG,,2008,RARITAS,2,,,,,,,
