external_id,name,name_2,name_3,internal_notes,vintage,info,bottle_qty,magnum_qty,demi_qty,bottle_price,magnum_price,demi_price,,
,Cabernet,Weingut Alois Lageder,TÓR LÖWENGANG,,2007,,44,17,2,, 160.00 € , 340.00 € ,,
,Cabernet,Weingut Alois Lageder,TÓR LÖWENGANG,,2006,,13,,,,,,,
1095,Cabernet,Weingut Alois Lageder,TÓR LÖWENGANG,,2005,,2,,, 145.00 € ,,,,
,Cabernet,Weingut Alois Lageder,TÓR LÖWENGANG,,2004,,8,6,,, 160.00 € ,,,
,Cabernet,Weingut Alois Lageder,TÓR LÖWENGANG,,2003,,3,,,,,,,
,Cabernet,Weingut Alois Lageder,TÓR LÖWENGANG,,2000,,,4,2,, 160.00 € , 340.00 € ,,
,Cabernet,Weingut Alois Lageder,TÓR LÖWENGANG,,1999,,6,,,,,,,
,Cabernet,Weingut Alois Lageder,TÓR LÖWENGANG,,1997,,2,,,,,,,
,Cabernet,Kellerei St. Michael-Eppan,ST. VALENTIN,,2005,RARITAS,10,,,,,,,
,Cabernet,Kellerei St. Michael-Eppan,ST. VALENTIN,,2004,,16,,,,,,,
,Cabernet,Kellerei St. Michael-Eppan,ST. VALENTIN,,2000,,,3,,, 160.00 € ,,,
,Cabernet,Kellerei St. Michael-Eppan,ST. VALENTIN,,2001,,11,,,,,,,
1095,Cabernet,Kellerei St. Michael-Eppan,ST. VALENTIN,,1999,,15,,, 145.00 € ,,,,
,Cabernet,Kellerei St. Michael-Eppan,ST. VALENTIN,,2000,RARITAS,6,,,,,,,
,Cabernet,Kellerei St. Michael-Eppan,ST. VALENTIN,,1997,,1,,,,,,,
1095,Cabernet,Kellerei St. Michael-Eppan,ST. VALENTIN,,1995,,16,,, 145.00 € ,,,,
,Cabernet,Kellerei Schreckbichl,LAFOA,,2007,RARITAS,27,,,,,,,
1095,Cabernet,Kellerei Schreckbichl,LAFOA,,2004,,5,,, 145.00 € ,,,,
,Cabernet,Kellerei Schreckbichl,LAFOA,,1999,,,1,,,,,,
,Cabernet,Kellerei Schreckbichl,LAFOA,,1996,,2,,,,,,,
,Cabernet,Weingut Schloss Katzenzunge,,,1997,RARITAS,6,,,,,,,
,Cabernet,Weingut Alois Lageder,COR,,2008,RARITAS,4,,,,,,,
,Cabernet,Weingut Alois Lageder,COR,,2006,,21,,,,,,,
,Cabernet,Weingut Alois Lageder,COR,,2004,,20,,,,,,,
1095,Cabernet,Weingut Alois Lageder,COR,,2003,,10,,, 155.00 € ,,,,
,Cabernet,Weingut Alois Lageder,COR,,2000,,13,,,,,,,
,Cabernet,Weingut Alois Lageder,COR,,1998,,1,,,,,,,
,Cabernet,Kellerei Schloss Schwanburg,CASTEL,,1997,RARITAS,1,,,,,,,
1095,Cabernet,Kellerei Schloss Schwanburg,CASTEL,,1996,,3,,, 350.00 € ,,,,
,Cabernet,Kellerei Schloss Schwanburg,CASTEL,,1993,,1,,,,,,,
,,,,,,,,,,,,,,
,,Cuvée Cabernet & Merlot & Syrah & Petit Verdot…,,,,,,,,,,,,
,,,,,,,,,,,,,,
,Cuvee,SPÄTLESE PIWI ,TERRRA LATIUM ,,2021,MAGNUM ,,2,,,,,,
,Cuvee, Weingut Lacknerfog,RUSCUS ,,2010,,7,,,,,,,
1204,Cuvee,Tenuta Manincor ,RÉSERVE DEL CONTE,L+M+C,2020,BIO,41,,, 50.00 € ,,,,
,Cuvee,Tenuta Manincor ,RÉSERVE DEL CONTE,,2019,,2,,,,,,,
,Cuvee,Kellerei Kurtatsch,SOMA, M+C ,2022,,30,,,,,,,
1208,Cuvee,Kellerei Kurtatsch,SOMA,,2021,,27,,, 60.00 € ,,,,
,Cuvee,Kellerei Kurtatsch,SOMA,,2000,MAGNUM ,,1,,,,,,
,Cuvee,Kellerei St.Michael-Eppan,ST.VALENTIN, CS+CF+M ,2021,,18,,,,,,,
1209,Cuvee,Kellerei St.Michael-Eppan,ST.VALENTIN,,2020,,16,,, 70.00 € ,,,,
1205,Cuvee,Kellerei Nals-Margreid,ANTICUS, M+C ,2020,,40,,, 75.00 € ,,,,
1206,Cuvee,Tenuta Manincor,CASSIANO, M+C+PV ,2021,BIO,26,,, 75.00 € ,,,,
1207,Cuvee,Kellerei Tramin,LOAM, C+M ,2021,,60,,, 80.00 € ,,,,
,Cuvee,Kellerei Tramin,LOAM,,2020,,30,,,,,,,
1212,Cuvee,Weingut Alois Lageder,CASON, TANNAT ,2015,BIO,,,, 80.00 € ,,,,
,Cuvee,Weingut Ignaz Niedrist,ROT S, Syrah ,2019,,22,,,,,,,
1210,Cuvee,Weingut Ignaz Niedrist,ROT S,,2017,,10,,, 80.00 € ,,,,
,Cuvee,Weingut Elena Walch,KERMESSE, SY+PV+L+M+CS ,2023,,1,,,,,,,
,Cuvee,Weingut Elena Walch,KERMESSE,,2022,,46,,,,,,,
1213,Cuvee,Weingut Elena Walch,KERMESSE,,2020,,9,,, 85.00 € ,,,,
1214,Cuvee,Landesweingut Laimburg,COL DE RÉY , M+PV+TANNAT ,2016,,20,,, 85.00 € ,,,,
,Cuvee,Weingut Peter Sölva ,AMISTAR EDITION M'' ,,2007,,54,,,,,,,
,Cuvee,Weingut Peter Sölva ,AMISTAR EDITION A' ,,2006,,38,,,,,,,
1215,Cuvee,Tenuta Manincor,CASTEL CAMPAN,M+C,2015,BIO,14,,, 125.00 € ,,,,
1216,Cuvee,Kellerei Kurtatsch,TRES,M+CF+CS,2015,,37,,, 220.00 € ,,,,
,Cuvee,Kellerei Kurtatsch,TRES,,,,,,,,,,,
,Cuvee,Kellerei Kurtatsch,TRES,,,,,,,,,,,
,Cuvee,Kellerei Schreckbichl ,CORNELIUS ,,1999,RARITAS,,1,,, 160.00 € ,,,
,Cuvee,Kellerei Schreckbichl ,KORNELIUS ,,1998,,2,,,,,,,
,Cuvee,Weingut Thurnhof ,WEINEGG ,,2006,RARITAS,7,,,,,,,
,Cuvee,Weingut Kornell ,CUVÉE ???,,2001,RARITAS,11,,,,,,,
,Cuvee,ENGELS CUVEE JOSEF HÖLZL ,,,2016,,,1,,,,,,
,Cuvee,Tenuta Manincor,CASSIANO,,2007,RARITAS,,6,,, 160.00 € ,,,
1220,Cuvee,Tenuta Manincor,CASSIANO,,2004,,4,,, 95.00 € ,,,,
1220,Cuvee,Kellerei Meran,GRAF VON MERAN,,2000,RARITAS,3,,, 95.00 € ,,,,
1220,Cuvee,Weingut Josef Niedermayr,EUFORIUS,,2005,RARITAS,9,,, 95.00 € ,,,,
,Cuvee,Weingut Lacknerhof ,RUSCUS ,,2010,RARITAS,,4,,, 160.00 € ,,,
,Cuvee,Weingut Lacknerhof ,RUSCUS ,,2009,,,3,,, 160.00 € ,,,
1220,Cuvee,Weingut Alois Lageder,CASON,,2004,RARITAS,15,,, 95.00 € ,,,,
,Cuvee,Weingut Alois Lageder,CASON,,1995,,2,,,,,,,
,Cuvee,Weingut Peter Sölva,AMISTAR  ,,2007,RARITAS,2,,,,,,,
,Cuvee,Weingut Peter Sölva,AMISTAR  ,,2006,,,1,,,,,,
1220,Cuvee,Weingut Peter Sölva,AMISTAR  ,,2005,,23,,, 95.00 € ,,,,
,Cuvee,Weingut Franz Haas,ISTANTE,,2005,RARITAS,1,,,,,,,
1220,Cuvee,Weingut Franz Haas,ISTANTE,,2001,,7,,, 125.00 € ,,,,
,Cuvee,Weingut Franz Haas,ISTANTE,,2000,,1,,,,,,,
,Cuvee,Landesweingut Laimburg,COL DE REY,,2004,RARITAS,1,,,,,,,
1220,Cuvee,Landesweingut Laimburg,COL DE REY,,2003,,1,,, 125.00 € ,,,,
,Cuvee,Landesweingut Laimburg,COL DE REY,,2002,,2,,,,,,,
,Cuvee,Weingut Hofstätter,YNGRAM,,2010,RARITAS,4,,,,,,,
1220,Cuvee,Weingut Hofstätter,YNGRAM,,2000,,13,,, 125.00 € ,,,,
,Cuvee,Weingut Hofstätter,YNGRAM,,1997,,4,,,,,,,
,Cuvee,Weingut Baron di Pauli,ARZIO,,2007,RARITAS,,6,,, 160.00 € ,,,
1220,Cuvee,Weingut Baron di Pauli,ARZIO,,2005,,1,,, 125.00 € ,,,,
,Cuvee,Weingut Baron di Pauli,ARZIO,,2003,,8,5,,, 160.00 € ,,,
1220,Cuvee,Weingut Peter Sölva,AMISTAR EDIZIONE,,2004,RARITAS,9,,, 125.00 € ,,,,
,Cuvee,Weingut Peter Sölva,AMISTAR EDIZIONE,,2002,,4,,,,,,,
,Cuvee,Josephus Unterganzner,REIF ,,2009,,,,2,,, 440.00 € ,,
,Cuvee,Josephus Unterganzner,REIF ,,2008,,,0,,, 180.00 € ,,,
,Cuvee,Josephus Unterganzner,REIF ,,2007,,,0,,, 180.00 € ,,,
,Cuvee,Josephus Unterganzner,REIF ,,2005,,,8,,, 180.00 € ,,,
,Cuvee,Josephus Unterganzner,REIF ,,2004,,,13,,, 180.00 € ,,,
,Cuvee,Josephus Unterganzner,REIF ,,2003,,,3,,, 210.00 € ,,,
,Cuvee,Josephus Unterganzner,REIF ,,2002,,,1,,, 210.00 € ,,,
,Cuvee,Josephus Unterganzner,REIF ,,2001,,,2,,, 220.00 € ,,,
,Cuvee,Weingut Elena Walch ,KERMESSE ,,2009,RARITAS,1,,,,,,,
,Cuvee,Tenuta Manincor,CASTEL CAMPAN,,2013,RARITAS,13,,,,,,,
,Cuvee,Tenuta Manincor,CASTEL CAMPAN,,2009,,1,,,,,,,
,Cuvee,Tenuta Manincor,CASTEL CAMPAN,,2007,,33,,,,,,,
,Cuvee,Tenuta Manincor,CASTEL CAMPAN,,2006,,7,,,,,,,
1220,Cuvee,Tenuta Manincor,CASTEL CAMPAN,,2005,,17,,, 145.00 € ,,,,
,Cuvee,Tenuta Manincor,CASTEL CAMPAN,,2004,,7,,,,,,,
,Cuvee,Tenuta Manincor,CASTEL CAMPAN,,2003,,1,,,,,,,
,Cuvee,Tenuta Manincor,CASTEL CAMPAN,,2001,,1,,,,,,,
,Cuvee,Tenuta Manincor,CASTEL CAMPAN,,1998,,2,,,,,,,
,,,,,,,,,,,,,,
,,Lagrein,,,,,,,,,,,,
,,,,,,,,,,,,,,
,Lagrein,Kellerei Bozen-Gries,PRESTIGE - LINIE,,2021,,60,,,,,,,
1242,Lagrein,Kellerei Bozen-Gries,PRESTIGE - LINIE,,2020,,30,,, 55.00 € ,,,,
1243,Lagrein,Weingut Rottensteiner,SELECT RISERVA,,2022,,18,,, 55.00 € ,,,,
,Lagrein,Kellerei Kurtasch ,FRAUENRIEGEL ,,2014,,,1,,, 130.00 € ,,,
1244,Lagrein,Kellerei Andrian,TOR DI LUPO RISERVA,,2019,,45,,, 65.00 € ,,,,
1245,Lagrein,Weingut Georg Mumelter,GRIESBAUERHOF RISERVA,,2017,,14,,, 65.00 € ,,,,
1247,Lagrein,Weingut Niedrist Ignaz,BERGER GEI RISERVA,,2019,,23,,, 70.00 € ,,,,
,Lagrein,Kellerei St. Michael-Eppan,ST.VALENTIN,,2022,,18,,,,,,,
1249,Lagrein,Kellerei St. Michael-Eppan,ST.VALENTIN,,2021,,19,,, 70.00 € ,,,,
,Lagrein,Klosterkellerei Muri Gries,ABTEI - RISERVA,,2022,,30,,,,,,,
,Lagrein,Klosterkellerei Muri Gries,ABTEI - RISERVA,,2021,,60,,,,,,,
1250,Lagrein,Klosterkellerei Muri Gries,ABTEI - RISERVA,,2020,,162,,, 75.00 € ,,,,
1251,Lagrein,Weingut Ansitz Waldgrieshof,RISERVA,,2019,,88,,, 75.00 € ,,,,
,Lagrein,Weingut Ansitz Waldgrieshof,RISERVA,,2018,,4,,,,,,,
1255,Lagrein,Weingut Kiemberger,RISERVA, (1x 2012) ,2013,,111,,, 75.00 € ,,,,
,Lagrein,Weingut Hofstätter,STEINRAFFLER,,2013,,6,,,,,,,
1259,Lagrein,Weingut Hofstätter,STEINRAFFLER,,2007,,24,,, 75.00 € ,,,,
1257,Lagrein,Tenuta Foradori - Teroldego,GRANATO, (2x 2017 in Bar) ,2021,,19,,, 85.00 € ,,,,
,Lagrein,Kellerei Bozen-Gries,TABER ,,2021,,30,,,,,,,
,Lagrein,Kellerei Bozen-Gries,TABER ,,2020,,60,,,,,,,
1254,Lagrein,Kellerei Bozen-Gries,TABER ,,2018,,35,,, 85.00 € ,,,,
,Lagrein,Kellerei Terlan,PORPHYR,,2021,,60,,,,,,,
,Lagrein,Kellerei Terlan,PORPHYR,,2019,,14,,,,,,,
1246,Lagrein,Kellerei Terlan,PORPHYR,,2018,,71,,, 95.00 € ,,,,
,Lagrein,Kellerei Terlan,PORPHYR,,2016,,50,,,,,,,
,Lagrein,Weingut Georg Mumelter ,GRIESBAUERHOF PERFLABILIS,,2018,,12,,,,,,,
1252,Lagrein,Weingut Ansitz Waldgrieshof,MIRELL,,2020,,60,,, 95.00 € ,,,,
,Lagrein,Weingut Ansitz Waldgrieshof,MIRELL,,2019,,2,,,,,,,
,Lagrein,Klosterkellerei Muri Gries,WEINGARTEN KLOSTERANGER,,2021,,24,,,,,,,
,Lagrein,Klosterkellerei Muri Gries,WEINGARTEN KLOSTERANGER,,2020,,12,,,,,,,
,Lagrein,Klosterkellerei Muri Gries,WEINGARTEN KLOSTERANGER,,2017,,119,,,,,,,
1258,Lagrein,Klosterkellerei Muri Gries,WEINGARTEN KLOSTERANGER, MAGNUM ,2016,,76,7,, 115.00 € ,,,,
1261,Lagrein,Klosterkellerei Muri Gries,WEINGARTEN KLOSTERANGER, MAGNUM ,2015,,22,27,, 130.00 € ,,,,
1263,Lagrein,Klosterkellerei Muri Gries,WEINGARTEN KLOSTERANGER, MAGNUM ,2014,,73,19,, 150.00 € ,,,,
,Lagrein,Josephus Unterganzner,LAMAREIN TB, MAGNUM ,2022,,24,4,1,,,,,
,Lagrein,Josephus Unterganzner,LAMAREIN TB, MAGNUM ,2021,,30,4,1,,,,,
,Lagrein,Josephus Unterganzner,LAMAREIN TB, MAGNUM ,2020,,19,3,1,,,,,
1260,Lagrein,Josephus Unterganzner,LAMAREIN TB, MAGNUM ,2019,,6,1,1, 130.00 € ,,,,
,Lagrein,Josephus Unterganzner,LAMAREIN TB, MAGNUM ,2018,,,2,,,,,,
,Lagrein,Josephus Unterganzner,LAMAREIN TB,,2016,,1,,,,,,,
,Lagrein,Josephus Unterganzner,LAMAREIN TB,,2015,,1,,,,,,,
,Lagrein,Josephus Unterganzner,LAMAREIN TB,,2014,,2,,,,,,,
,Lagrein,Josephus Unterganzner,LAMAREIN TB,,2013,,1,,,,,,,
,Lagrein,Josephus Unterganzner,LAMAREIN TB,,2012,,1,,,,,,,
,Lagrein,Josephus Unterganzner,LAMAREIN TB, MAGNUM ,2007,,,2,,,,,,
,Lagrein,Josephus Unterganzner,LAMAREIN TB, MAGNUM ,2006,,,2,,,,,,
,Lagrein,Josephus Unterganzner,LAMAREIN TB, MAGNUM ,2002,,,2,,,,,,
,Lagrein,Josephus Unterganzner,LAMAREIN TB, MAGNUM ,2001,,1,1,,,,,,
,Lagrein,Weingut Ansitz Waldgrieshof,ROBLINUS,,2017,,18,,,,,,,
1262,Lagrein,Weingut Ansitz Waldgrieshof,ROBLINUS,,2015,,10,,, 145.00 € ,,,,
,Lagrein,Weingut Ansitz Waldgrieshof,ROBLINUS,,,,,,,,,,,
,Lagrein,Kellerei Meran ,SEGEN RISERVA ,,2004,RARIATS,5,,,,,,,
,Lagrein,Kellerei St. Pauls ,PASSION ,,2007,RARIATS,3,,,,,,,
,Lagrein,Kellerei St. Pauls ,PASSION ,,2006,,4,,,,,,,
,Lagrein,Kellerei Terlan ,GRIES ,,2010,,,1,,, 95.00 € ,,,
,Lagrein,Kellerei Bozen-Gries,PRESTIGE - LINIE,,2015,RARIATS,7,,,,,,,
,Lagrein,Kellerei Bozen-Gries,PRESTIGE - LINIE,,2004,,2,,,,,,,
,Lagrein,Kellerei Bozen-Gries,PRESTIGE - LINIE,,2001,,14,,,,,,,
,Lagrein,Kellerei Bozen-Gries,PRESTIGE - LINIE,,2000,,,2,,, 140.00 € ,,,
1265,Lagrein,Kellerei Bozen-Gries,PRESTIGE - LINIE,,1999,,21,,, 95.00 € ,,,,
,Lagrein,Kellerei Bozen-Gries,PRESTIGE - LINIE,,1997,,,0,,, 140.00 € ,,,
,Lagrein,Kellerei Bozen-Gries,PRESTIGE - LINIE,,1996,,3,,,,,,,
,Lagrein,Kellerei Bozen-Gries,PRESTIGE - LINIE,,1995,,3,1,,, 140.00 € ,,,
,Lagrein,Weingut Josef Neidermayr ??,RISERVA,,2005,RARIATS,1,,,,,,,
,Lagrein,Weingut Josef Neidermayr ??,RISERVA,,1998,,8,,,,,,,
,Lagrein,Kellerei Tramin,URBANHOF,,2005,RARIATS,4,,,,,,,
,Lagrein,Kellerei Tramin,URBANHOF,,2004,,2,,,,,,,
,Lagrein,Kellerei Tramin,URBANHOF,,2002,,1,,,,,,,
,Lagrein,Kellerei Tramin,URBANHOF,,2000,,8,,,,,,,
1265,Lagrein,Kellerei Tramin,URBANHOF,,1999,,11,,, 95.00 € ,,,,
1265,Lagrein,Weingut Griesbauerhof,RISERVA,,2003,RARIATS,9,,, 95.00 € ,,,,
,Lagrein,Weingut Griesbauerhof,RISERVA,,2000,,7,,,,,,,
1265,Lagrein,Weingut Alois Lageder,LINDENBURG,,2006,RARIATS,1,,, 95.00 € ,,,,
,Lagrein,Weingut Alois Lageder,LINDENBURG,,2005,,2,,,,,,,
,Lagrein,Weingut Alois Lageder,LINDENBURG,,2004,,17,,,,,,,
,Lagrein,Josephus Unterganzner,RISERVA,,2009,RARIATS,,3,,, 180.00 € ,,,
,Lagrein,Josephus Unterganzner,RISERVA,,2008,,2,,,,,,,
,Lagrein,Josephus Unterganzner,RISERVA,,2007,,2,,,,,,,
,Lagrein,Josephus Unterganzner,RISERVA,,2005,,6,,,,,,,
,Lagrein,Josephus Unterganzner,RISERVA,,2004,,5,,,,,,,
1265,Lagrein,Josephus Unterganzner,RISERVA,,2003,,19,,, 95.00 € ,,,,
,Lagrein,Josephus Unterganzner,RISERVA,,2001,,,1,,, 165.00 € ,,,
,Lagrein,Josephus Unterganzner,RISERVA,,1999,,7,,,,,,,
,Lagrein,Weingut Pfannenstilhof,RISERVA,,2007,RARIATS,3,,,,,,,
1265,Lagrein,Weingut Pfannenstilhof,RISERVA,,2005,,19,,, 95.00 € ,,,,
,Lagrein,Weingut Pfannenstilhof,RISERVA,,2004,,3,,,,,,,
,Lagrein,Kellerei Schreckbichl,CORNELL,,2001,RARIATS,19,,,,,,,
1265,Lagrein,Kellerei Schreckbichl,CORNELL,,2000,,4,,, 95.00 € ,,,,
,Lagrein,Kellerei Schreckbichl,CORNELL,,1998,,2,,,,,,,
1265,Lagrein,Stiftskellerei Neustift,PRAEPOSITUS,,2001,RARIATS,2,,, 95.00 € ,,,,
,Lagrein,Stiftskellerei Neustift,PRAEPOSITUS,,2000,,12,,,,,,,
,Lagrein,Stiftskellerei Neustift,PRAEPOSITUS,,1999,,4,,,,,,,
,Lagrein,Weingut Clemens Waldthaler,RAUT,,2007,RARIATS,2,,,,,,,
1265,Lagrein,Weingut Clemens Waldthaler,RAUT,,1997,,6,,, 95.00 € ,,,,
,Lagrein,Weingut Ansitz Waldgrieserhof,RISERVA,,2004,RARIATS,5,,,,,,,
,Lagrein,Weingut Ansitz Waldgrieserhof,RISERVA,,2000,,5,,,,,,,
,Lagrein,Weingut Ansitz Waldgrieserhof,RISERVA,,1998,,1,,,,,,,
1265,Lagrein,Weingut Kiemberger,RISERVA,,2010,RARIATS,24,,, 95.00 € ,,,,
,Lagrein,Landesweingut Laimburg,BARBAGOL,,2004,RARIATS,16,,,,,,,
1265,Lagrein,Landesweingut Laimburg,BARBAGOL,,2000,,19,,, 110.00 € ,,,,
,Lagrein,Kellerei St. Michael-Eppan,ST.VALENTIN,,2003,RARIATS,1,,,,,,,
,Lagrein,Kellerei St. Michael-Eppan,ST.VALENTIN,,2001,,3,,,,,,,
1265,Lagrein,Kellerei St. Michael-Eppan,ST.VALENTIN,,2000,,9,,, 115.00 € ,,,,
1265,Lagrein,Kellerei Terlan,PORPHYR,,2015,RARIATS,10,,, 125.00 € ,,,,
,Lagrein,Kellerei Terlan,PORPHYR,,2014,,4,,,,,,,
,Lagrein,Kellerei Bozen-Gries ,TABER ,,2002,RARIATS,4,,,,,,,
,Lagrein,Kellerei Bozen-Gries ,TABER ,,2001,,,2,,, 180.00 € ,,,
,Lagrein,Kellerei Bozen-Gries ,TABER ,,2000,,,2,,, 180.00 € ,,,
1265,Lagrein,Kellerei Bozen-Gries ,TABER ,,1999,,4,,, 125.00 € ,,,,
,Lagrein,Klosterkellerei Muri Gries,ABTEI - RISERVA,,2018,RARIATS,22,,,,,,,
1265,Lagrein,Klosterkellerei Muri Gries,ABTEI - RISERVA,,2016,,20,,, 135.00 € ,,,,
,Lagrein,Klosterkellerei Muri Gries,ABTEI - RISERVA,,2005,,,16,,, 210.00 € ,,,
,Lagrein,Klosterkellerei Muri Gries,ABTEI - RISERVA,,2003,,3,,,,,,,
,Lagrein,Klosterkellerei Muri Gries,ABTEI - RISERVA,,2000,,,3,,, 210.00 € ,,,
,Lagrein,Klosterkellerei Muri Gries,ABTEI - RISERVA,,1999,,,5,,, 210.00 € ,,,
,Lagrein,Klosterkellerei Muri Gries,ABTEI - RISERVA,,1997,,3,3,,, 210.00 € ,,,
,Lagrein,Klosterkellerei Muri Gries,ABTEI - RISERVA,,1995,,1,,,,,,,
,Lagrein,Weingut Hofstätter,STEINRAFFLER,,2004,RARIATS,,2,,, 160.00 € ,,,
,Lagrein,Weingut Hofstätter,STEINRAFFLER,,2003,,2,,,,,,,
,Lagrein,Weingut Hofstätter,STEINRAFFLER,,2000,,12,,,,,,,
1265,Lagrein,Weingut Hofstätter,STEINRAFFLER,,1997,,9,1,, 135.00 € , 180.00 € ,,,
,Lagrein,Weingut Hofstätter,STEINRAFFLER,,1995,,1,2,,, 150.00 € ,,,
,Lagrein,Weingut Ansitz Waldgrieserhof,MIRELL,,2009,RARIATS,,5,,, 260.00 € ,,,
1265,Lagrein,Weingut Ansitz Waldgrieserhof,MIRELL,,2007,,21,,, 145.00 € ,,,,
,Lagrein,Weingut Ansitz Waldgrieserhof,MIRELL,,2006,,22,,,,,,,
,Lagrein,Weingut Ansitz Waldgrieserhof,MIRELL,,2004,,1,,,,,,,
,Lagrein,Weingut Ansitz Waldgrieserhof,MIRELL,,2001,,1,,,,,,,
,Lagrein,Weingut Ansitz Waldgrieserhof,RUBLINUS ,,2013,RARIATS,3,,,,,,,
,,,,,,,,,,,,,,
I,,Veneto,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,"Cuvée Valpolicella & Amarone - Corvina, Rondinella",,,,,,,,,,,,
,,,,,,,,,,,,,,
,,Valpolicella,,,,,,,,,,,,
,,,,,,,,,,,,,,
1331,Valpolicella,Zenato,RIPASSA     (Nachfolger Al Tore),,2020,,16,,, 55.00 € ,,,,
,Valpolicella,Corte Giara Allegrini ,RIPASSA    ,,2020,,18,,,,,,,
1333,Valpolicella,Ferragù Carlo,VALPOLICELLA SUPERIORE,,2017,,4,,, 75.00 € ,,,,
,Valpolicella,,,,,,,,,,,,,
1335,Valpolicella,Dal Forno Romano,VALPOLICELLA,,2000,RARITAS,10,,, 125.00 € ,,,,
,,,,,,,,,,,,,,
,,Amarone della Valpolicella,,,,,,,,,,,,
,,,,,,,,,,,,,,
,Amarone della Valpolicella,Ferragù Carlo,,,2011,,18,,,,,,,
,Amarone della Valpolicella,Ferragù Carlo,,,2010,,28,,,,,,,
1352,Amarone della Valpolicella,Ferragù Carlo,,,2009,,16,,, 115.00 € ,,,,
,Amarone della Valpolicella,Ferragù Carlo,,,2008,,2,,,,,,,
1354,Amarone della Valpolicella,Zenato,,,2017,,21,,, 85.00 € ,,,,
1355,Amarone della Valpolicella,Allegrini,CLASSICO ,,2019,,15,,, 115.00 € ,,,,
1360,Amarone della Valpolicella,Zenato,CLASSICO RISERVA,,2018,,12,,, 155.00 € ,,,,
1361,Amarone della Valpolicella,Masi,MAZZANO,,2006,,3,,, 145.00 € ,,,,
1361,Amarone della Valpolicella,Viviani,CASA DEI BEPI,,2003,,8,,, 120.00 € ,,,,
1364,Amarone della Valpolicella,Secondo Marco,RISERVA IL FUMETTO,,2008,,11,,, 250.00 € ,,,,
,Amarone della Valpolicella,Secondo Marco,RISERVA IL FUMETTO,,,,,,,,,,,
1371,Amarone della Valpolicella,Bertani,,,1983,RARITAS,,,, 125.00 € ,,,,
1371,Amarone della Valpolicella,Viviani,TULIPANO NERO,,2000,RARITAS,9,,, 175.00 € ,,,,
1371,Amarone della Valpolicella,Viviani,CASA DEI BEPI,,1997,RARITAS,2,,, 175.00 € ,,,,
,Amarone della Valpolicella,Pietro Zardini,DECEM RISERVA,,2013,RARITAS,6,,,,,,,
,Amarone della Valpolicella,Masi ,MAZANO,,1997,RARITAS,1,,,,,,,
,Amarone della Valpolicella,Masi ,MAZANO,,1995,,1,,,,,,,
,Amarone della Valpolicella,Masi ,COSTASERA ,,2008,RARITAS,,,1,,, 260.00 € ,,
1372,Amarone della Valpolicella,Masi ,COSTASERA ,,2001,,2,,, 325.00 € ,,,,
,Amarone della Valpolicella,Masi ,COSTASERA ,,1999,,4,,,,,,,
,Amarone della Valpolicella,Masi ,COSTASERA ,,1997,,1,,,,,,,
,Amarone della Valpolicella,Masi ,VOJO DE MASI ,,1973,RARITAS,,5,,,,,,
1374,Amarone della Valpolicella,Dal Forno Romano,,,2003,RARITAS,13,,, 320.00 € , 900.00 € ,,,
,Amarone della Valpolicella,Dal Forno Romano,,,2002,,10,,, 320.00 € ," 1,300.00 € "," 2,700.00 € ",,
,Amarone della Valpolicella,Dal Forno Romano,,,2001,,,3,1, 600.00 € , 990.00 € ," 2,300.00 € ",,
,Amarone della Valpolicella,Dal Forno Romano,,,2000,,11,7,3, 380.00 € , 990.00 € ," 2,300.00 € ",,
,Amarone della Valpolicella,Dal Forno Romano,,,1999,,,1,, 620.00 € , 990.00 € ,,,
,Amarone della Valpolicella,Dal Forno Romano,,,1998,,,1,, 620.00 € , 990.00 € ,,,
,Amarone della Valpolicella,Dal Forno Romano,,,1996,,,1,, 620.00 € , 990.00 € ,,,
,,,,,,,,,,,,,,
,,Corvina Veronese,,,,,,,,,,,,
,,,,,,,,,,,,,,
1350,Corvina Veronese,La Poja,Allegrini,,2017,,6,,, 145.00 € ,,,,
,,,,,,,,,,,,,,
,,Cabernet,,,,,,,,,,,,
,,,,,,,,,,,,,,
,Cabernet,Dal Forno ,ALZER,?????????,2001,,3,,,,,,,
,,,,,,,,,,,,,,
I,,Toscana,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,Sangiovese,,,,,,,,,,,,
,,,,,,,,,,,,,,
1887,Sangiovese,Morellino di Scansano,Fattoria Le Pupille,,2021,,8,,, 45.00 € ,,,,
1895,Sangiovese,Sangiovese Orcia Aetos,Tenuta Sanoner,,2019,,17,,, 59.00 € ,,,,
1888,Sangiovese,Morellino di Scansano,Fattoria Le Pupille, RISERVA ,2019,,,,, 65.00 € ,,,,
1891,Sangiovese,Ceparello,Isole e Olena,,2008,,,,, 95.00 € ,,,,
1895,Sangiovese,Testamatta,Bibi Graetz,,2001,,4,,, 125.00 € ,,,,
1892,Sangiovese,Testamatta,Bibi Graetz,,2019,,28,,, 145.00 € ,,,,
1889,Sangiovese,Flaccianello,Fontodi,,2019,,6,,, 190.00 € ,,,,
,Sangiovese,Flaccianello,Fontodi,,2008,,,2,,, 320.00 € ,,,
1893,Sangiovese,Le Pergole Torte,Montevertine,,2008,,8,,, 360.00 € ,,,,
1894,Sangiovese,Colore,Bibi Graetz,,2019,,22,,, 290.00 € ,,,,
