external_id,name,vintage,info,internal_notes,size,price,quantity
324,Gewürztraminer Landesweingut Laimburg NORÈY ANPHORA,2011,,,BOTTLE, 165.00 € ,24
,Gewürztraminer Kellerei Tramin  EPOKALE,2015,,,BOTTLE,,3
325,Gewürztraminer Weingut Manni Nössing,2007,RARITAS,,BOTTLE, 75.00 € ,2
,Gewürztraminer Graf von Meran,2004,RARITAS,,BOTTLE,,2
,Gewürztraminer Kueanhof,2004,RARITAS,,BOTTLE,,1
,Gewürztraminer Kaltern Baron di Pauli,2003,RARITAS,,BOTTLE,,4
,Gewürztraminer Weingut Hofstätter JOSEPH,1998,RARITAS,,BOTTLE,,3
,Gewürztraminer Weingut Tiefenbrunner,1992,RARITAS,,BOTTLE,,2
331,Moscato giallo - Goldmuskateller Weingut Fliederhof GIOIA,2022, trocken  ,,BOTTLE, 49.00 € ,21
,Moscato giallo - Goldmuskateller Weingut Bessererhof  OTMAR MAIR,2021, trocken ,,BOTTLE,,12
340,Moscato rosa - Rosenmuskateller Kellerei Kaltern ROSENTROPFEN,2022,, lieblich ,BOTTLE, 39.00 € ,4
429,Pinot Grigio - Ruländer Vie de Romans DESSIMIS,2022,,,BOTTLE, 75.00 € ,36
450,Vermentino Poggio al Tesoro SOLOSOLE,2022,,,BOTTLE, 50.00 € ,24
451,Vermentino Poggio al Tesoro SOLOSOLE PAGUS CAMILLA,2017,,,BOTTLE, 75.00 € ,15
455,Chardonnay Marchesi de Frescobaldi POMINO BIANCO RISERVA,2017,,,BOTTLE, 65.00 € ,11
,Sauvignon Blanc Tenuta dell´Ornellaia  BIANCO,2016,,,BOTTLE,,4
,Sauvignon Blanc Tenuta dell´Ornellaia  BIANCO,2015,,,BOTTLE,,6
442,Chardonnay Angelo Gaja GAYA & REY,2009,,,BOTTLE, 110.00 € ,1
,Chardonnay Angelo Gaja GAYA & REY,2007,,,BOTTLE,,1
410,Lugana Selva del Vescovo  Villa della Torre,2024,,,BOTTLE, 49.00 € ,108
,Chardonnay Ca`del Bosco TERRA DI FRANCIACORTA,2020,,,BOTTLE,,30
415,Chardonnay Ca`del Bosco TERRA DI FRANCIACORTA,2014,,,BOTTLE, 110.00 € ,3
417,Chardonnay Ca`del Bosco (Akutell 16.04),2006,RARITAS,,BOTTLE, 145.00 € ,11
,Chardonnay Ca`del Bosco (Akutell 16.04),2004,,,BOTTLE,,3
418,Soave Inama I PALCHI,2020,,,BOTTLE, 65.00 € ,12
,Soave Inama I PALCHI,2019,,,BOTTLE,,2
901,Rose Lagrein Klosterweingut Muri Gries LAGREIN KRETZER,2024,,,BOTTLE, 39.00 € ,55
,Rose Lagrein Weingut Elena Walch LAGREIN KRETZER,2024,,,BOTTLE,,84
902,Rose Lagrein Weingut Elena Walch LAGREIN KRETZER,2023,,,BOTTLE, 39.00 € ,12
903,Rose Lagrein Josephus Unterganzner LAGREIN KRETZER,2021,, SPÄTELESE ,BOTTLE, 55.00 € ,20
162,Rose Cuvée St. Quirinus PLANTIES,2023,BIO," Prior, Chambourcin ",BOTTLE, 47.00 € ,81
156,Rose Cuvée Tröpfeltalhof Rosé Marie,2020,BIO, Merlot & Cab.Sau. ,BOTTLE, 52.00 € ,18
912,Rose Cuvée Tenuta Manincor LA ROSE,2021,BIO, L+M+CS+PN ,BOTTLE, 60.00 € ,25
165,DUEMANI Sí,2022,, Syrah ,BOTTLE, 65.00 € ,9
,Vernatsch Weingut Wassererhof ST.MAGDALENER,2014,, MAGNUNM ,MAGNUM,,1
1005,Vernatsch Weingut Ansitz Waldgries ST.MAGDALENER,2023,,,BOTTLE, 45.00 € ,35
,Vernatsch Kellerei Kaltern QUINTESSENZ,2022,,,BOTTLE,,29
1004,Vernatsch Kellerei Kaltern QUINTESSENZ,2021,,,BOTTLE, 45.00 € ,2
,Vernatsch Kellerei Kaltern QUINTESSENZ,2017,, MAGNUNM ,MAGNUM, 65.00 € ,8
,Vernatsch Weingut Nicolussi - Leck KALTERERSEE,2022,,,BOTTLE,,17
1003,Vernatsch Weingut Nicolussi - Leck KALTERERSEE,2021,,,BOTTLE, 49.00 € ,13
,Vernatsch Kellerei Bozen  ST.MAGDALENER       HUCK AM BACH,2023,,,BOTTLE,,18
,ANTHEOS  Weingut Ansitz Waldgries ST.MAGDALENER,2023,, ANTHEOS ,BOTTLE,,18
1011,Pinot nero Weingut Kornell MARITH,2023,,,BOTTLE, 55.00 € ,41
,Pinot nero Weingut Niedermayer  RISERVA,2007,, MAGNUNM ,MAGNUM, 120.00 € ,1
,Pinot nero Kellerei Terlan  MONTICOL,2017,, RISERVA  ,BOTTLE,,31
,Pinot nero Kellerei St. Pauls PASSION,2015,,,BOTTLE,,30
1014,Pinot nero Kellerei St. Pauls PASSION,2013,,,BOTTLE, 60.00 € ,11
,Pinot nero Castel Juval  (Nachfolge für Passion),2009,,,BOTTLE,,13
1016,Pinot nero Kellerei Girlan TRATTMANN RISERVA,2016,,,BOTTLE, 65.00 € ,29
,Pinot nero Weingut Prackfolerhof,2021,,,BOTTLE,,18
1017,Pinot nero Weingut Prackfolerhof,2020,,,BOTTLE, 65.00 € ,19
1018,Pinot nero Weingut Franz Haas RISERVA SCHWEIZER,2009,,,BOTTLE, 65.00 € ,17
,Pinot nero Stiftskellerei Neustift PRAEPOSITUS,2007,,,BOTTLE,,9
,Pinot nero Weingut Alois Lageder KRAFUSS,2019,BIO, MAGNUNM ,MAGNUM,,1
,Pinot nero Weingut Alois Lageder KRAFUSS,2016,,,BOTTLE,,5
1019,Pinot nero Weingut Alois Lageder KRAFUSS,2009,,,BOTTLE, 75.00 € ,30
1022,Pinot nero Weingut Prackfolerhof RISERVA FLATSCH,2018,,,BOTTLE, 95.00 € ,36
,Pinot nero Weingut Hofstätter ST. URBAN,2010,,,BOTTLE,,18
,Pinot nero Weingut Hofstätter ST. URBAN,2006,,,BOTTLE,,6
,Pinot nero Weingut Hofstätter ST. URBAN,2005,,,BOTTLE,,23
1023,Pinot nero Weingut Hofstätter ST. URBAN,2003,,,BOTTLE, 110.00 € ,26
,Pinot nero Weingut Wildmonn RISERVA,2020,,,BOTTLE,,18
,Pinot nero Weingut Wildmonn RISERVA,2019,,,BOTTLE,,44
1021,Pinot nero Weingut Wildmonn RISERVA,2017,,,BOTTLE, 110.00 € ,4
,Pinot nero Weingut Franz Haas PÓNKLER,2018,,,BOTTLE,,12
1024,Pinot nero Weingut Franz Haas PÓNKLER,2014,,,BOTTLE, 140.00 € ,5
,Pinot nero Weingutt Elena Walch  ATON,2017,,,BOTTLE,,3
,Pinot nero Kellerei Girlan VIGNA GANGER,2018,,,BOTTLE,,12
1025,Pinot nero Kellerei Girlan VIGNA GANGER,2012,,,BOTTLE, 180.00 € ,6
,Pinot nero Kellerei Tramin  MAGLEN,2020,,,BOTTLE,,9
,Pinot nero Weingut Franz Haas  SCHWEIZER,2004,RARITAS,,BOTTLE,,38
,Pinot nero Kellerei St. Michael-Eppan ST.VALENTIN,2008,RARITAS,,BOTTLE,,1
1030,Pinot nero Kellerei St. Michael-Eppan ST.VALENTIN,2005,,,BOTTLE, 85.00 € ,17
,Pinot nero Kellerei St. Michael-Eppan ST.VALENTIN,2002,,,BOTTLE,,5
,Pinot nero Kellerei St. Michael-Eppan ST.VALENTIN,2000,,,BOTTLE,,1
,Pinot nero Kellerei St. Michael-Eppan ST.VALENTIN,1999,,,BOTTLE,,7
,Pinot nero Kellerei St. Michael-Eppan ST.VALENTIN,1995,,,BOTTLE,,2
,Pinot nero Tenuta Manincor MASON DE MASON,2009,RARITAS,,BOTTLE,,1
1030,Pinot nero Tenuta Manincor MASON DE MASON,2007,,,BOTTLE, 145.00 € ,5
,Pinot nero Weingut Hofstätter ST. URBAN,2007,,,BOTTLE,,3
,Pinot nero Weingut Hofstätter ST. URBAN,2002,,,BOTTLE,,3
1030,Pinot nero Weingut Hofstätter ST. URBAN,1997,RARITAS,,BOTTLE, 220.00 € ,1
,Pinot nero Weingut Hofstätter ST. URBAN,1994,,,BOTTLE,,1
,Pinot nero Kellerei Nals-Magreid  BARON SALVADORI,1995,RARITAS,,BOTTLE,,3
,Pinot nero Weingut Gottardi MAZZON,2007,RARITAS,,BOTTLE,,3
,Pinot nero Stiftskellerei Neustift PRAEPOSITUS,2005,RARITAS,,BOTTLE,,5
,Pinot nero Stiftskellerei Neustift PRAEPOSITUS,2010,,,BOTTLE,,39
,Pinot nero Stiftskellerei Neustift PRAEPOSITUS,2005,,,BOTTLE,,13
,Pinot nero Stiftskellerei Neustift PRAEPOSITUS,2002,,,BOTTLE,,3
,Merlot (Kellerei Tramin WEINACHSEDITION),2018,,,BOTTLE,,1
,Merlot (Kellerei Tramin WEINACHSEDITION),2017,,,BOTTLE,,1
,Merlot (Kellerei Tramin WEINACHSEDITION),2016,,,BOTTLE,,1
1050,Merlot Landesweingut Laimburg RISERVA,2020,,,BOTTLE, 55.00 € ,26
1051,Merlot Kellerei Bozen BLACK,2022,,,BOTTLE, 59.00 € ,65
,Merlot Kellerei Terlan-Andrian GANT,2019,,,BOTTLE,,59
1054,Merlot Kellerei Terlan-Andrian GANT,2016,,,BOTTLE, 65.00 € ,31
1055,Merlot Weingut Kornell STAFFES,2021,,,BOTTLE, 65.00 € ,44
,Merlot Weingut Kornell STAFFES,2020,,,BOTTLE,,3
,Merlot Weingut Kornell STAFFES,2016,,,BOTTLE,,1
,Merlot Kellerei Bozen RISERVA - SIEBENEICH,2021,, (PRAUN) ,BOTTLE,,30
1052,Merlot Kellerei Bozen RISERVA - SIEBENEICH,2016,,,BOTTLE, 70.00 € ,9
,Merlot Kellerei St. Pauls  HUBERFELD,2013,, MAGNUNM ,MAGNUM, 110.00 € ,1
1059,Merlot Kellerei St. Pauls PASSION RISERVA,2013,, MAGNUNM ,BOTTLE, 70.00 € ,11
1059,Merlot Kellerei St. Pauls PASSION RISERVA,2013,, MAGNUNM ,MAGNUM, 130.00 € ,1
,Merlot Weingut Franz Haas  SCHWEIZER,1996,, MAGNUNM ,MAGNUM, 160.00 € ,1
,Merlot Kellerei Kurtatsch BRENNTAL,2020,,,BOTTLE,,50
,Merlot Kellerei Kurtatsch BRENNTAL,2019,,,BOTTLE,,60
1056,Merlot Kellerei Kurtatsch BRENNTAL,2018,,,BOTTLE, 75.00 € ,20
,Merlot Kellerei Kurtatsch BRENNTAL,2012,, MAGNUNM ,MAGNUM,,1
,Merlot Kellerei Kurtatsch BRENNTAL,2009,, MAGNUNM ,MAGNUM,,1
,Merlot Weingut Lacknerhof  ANNA M,2010,, MAGNUNM ,MAGNUM, 160.00 € ,6
,Merlot Weingut Lacknerhof  ANNA M,2009,, MAGNUNM ,MAGNUM,,2
1061,Merlot Weingut Castel Sallegg NUSSLEITEN RISERVA,2017,,,BOTTLE, 85.00 € ,14
,Merlot Kellerei St. Pauls  LOAN,2018,,,BOTTLE,,60
1060,Merlot Weingut Alois Lageder MMIX,2019,BIO,,BOTTLE, 95.00 € ,34
,Merlot Weingut Kornell KRESSFELD,2016,,,BOTTLE,,70
1062,Merlot Weingut Kornell KRESSFELD,2015,,,BOTTLE, 105.00 € ,21
1065,Merlot Kellerei Bozen BLACK,2011,RARITAS,,BOTTLE, 85.00 € ,8
1065,Merlot Kellerei Bozen RISERVA SIEBENEICH,2000,RARITAS,,BOTTLE, 85.00 € ,1
1065,Merlot Weingut Kornell STAFFES,2001,RARITAS,,BOTTLE, 85.00 € ,2
,Merlot Weingut Clemens Waldthaler RAUT,2007,RARITAS,,BOTTLE,,3
1065,Merlot Weingut Clemens Waldthaler RAUT,2003,,,BOTTLE, 85.00 € ,2
1065,Merlot Kellerei Andrian GANT,2006,RARITAS,,BOTTLE, 95.00 € ,6
,Merlot Kellerei Kurtatsch BRENNTAL,2016,RARITAS,,BOTTLE,,12
,Merlot Weingut Castel Sallegg NUSSLEITEN RISERVA,2016,RARITAS,,BOTTLE,,5
1065,Merlot Weingut Alois Lageder MM,2018,RARITAS,,BOTTLE, 155.00 € ,18
,Merlot Weingut Alois Lageder MM,2015,,,BOTTLE,,5
,Merlot Weingut Alois Lageder MM,2004,,,BOTTLE,,3
,Merlot Weingut Alois Lageder MM,2000,,,BOTTLE,,4
,Merlot Weingut Alois Lageder MM,1999,,,BOTTLE,,4
1080,Cabernet Kellerei Kaltern RISERVA CAMPANER,2018,,,BOTTLE, 50.00 € ,34
,Cabernet Kellerei Kaltern RISERVA CAMPANER,2017,,,BOTTLE,,13
,Cabernet Kellerei Kaltern RISERVA CAMPANER,2016,,,BOTTLE,,3
1081,Cabernet Kellerei Kurtatsch RISERVA KIRCHHÜGEL,2021,,,BOTTLE, 55.00 € ,37
1082,Cabernet Weingut Peter Sölva AMISTAR CABERNET FRANC,2018,,,BOTTLE, 65.00 € ,16
1083,Cabernet Weingut Thurnhof RISERVA,2013,,,BOTTLE, 65.00 € ,3
,Cabernet Kellerei Bozen MUMELTER,2017,,,BOTTLE,,30
1085,Cabernet Kellerei Bozen MUMELTER,2013,,,BOTTLE, 65.00 € ,17
,Cabernet Kellerei Bozen MUMELTER,2000,, MAGNUM  ,MAGNUM, 145.00 € ,2
,Cabernet Weingut Alois Lageder  RISERVA,2019,,,MAGNUM,,3
,Cabernet Kellerei Kaltern KUNSTSTÜCK,2015,,,MAGNUM, 160.00 € ,4
,Cabernet Kellerei Kaltern QUINTESSENZ,2018,,,BOTTLE,,28
1086,Cabernet Kellerei Kaltern QUINTESSENZ,2013,,,BOTTLE, 65.00 € ,9
,Cabernet Kellerei Kurtatsch FREIENFELD,2020,,,BOTTLE,,6
1087,Cabernet Kellerei Kurtatsch FREIENFELD,2018,,,BOTTLE, 80.00 € ,156
1084,Cabernet Weingut Nicolussi-Leck CABERNET FRANC RISERVA,2020,,,BOTTLE, 85.00 € ,13
,Cabernet Weingut Nicolussi-Leck CABERNET FRANC RISERVA,2019,,,BOTTLE,,39
,Cabernet Weingut Nicolussi-Leck CABERNET FRANC RISERVA,2018,,,BOTTLE,,3
,Cabernet Weingut Alois Lageder LÖWENGANG,2019,BIO,,BOTTLE,,60
1088,Cabernet Weingut Alois Lageder LÖWENGANG,2018,,,BOTTLE, 110.00 € ,50
,Cabernet Weingut Alois Lageder LÖWENGANG,2016,,,BOTTLE,,18
,Cabernet Kellerei Schreckbichl LAFOA,2020,,,BOTTLE,,36
1089,Cabernet Kellerei Schreckbichl LAFOA,2018,,,BOTTLE, 110.00 € ,137
,Cabernet Weingut Clemens Waldthaler  RAUT,1997,,MAGNUM ,MAGNUM, 160.00 € ,2
,Cabernet Weingut Schwanburg  CASTEL,1990,,MAGNUM ,MAGNUM, 380.00 € ,1
,Cabernet Weingut Alois Lageder COR RÖMIGBERG,2019,BIO,MAGNUM ,MAGNUM,,1
1090,Cabernet Weingut Alois Lageder COR RÖMIGBERG,2017,,,BOTTLE, 110.00 € ,68
,Cabernet Weingut Alois Lageder COR RÖMIGBERG,2006,,MAGNUM ,MAGNUM, 160.00 € ,1
,Cabernet Weingut Alois Lageder COR RÖMIGBERG,2003,,MAGNUM ,MAGNUM, 160.00 € ,4
1091,Cabernet Schlosskellerei Tiefenbrunner VIGNA TOREN,2018,,,BOTTLE, 145.00 € ,11
,Cabernet Kellerei Meran RISERVA,2002,RARITAS,,BOTTLE,,9
,Cabernet Kellerei Meran RISERVA,1997,,,BOTTLE,,9
1095,Cabernet Kellerei Meran RISERVA,1995,,,BOTTLE, 85.00 € ,2
,Cabernet Kellerei Meran RISERVA,1993,,,BOTTLE,,3
,Cabernet Kellerei Kaltern PFARRHOF,2004,RARITAS,,BOTTLE,,1
1095,Cabernet Kellerei Kaltern PFARRHOF,2003,,,BOTTLE, 85.00 € ,5
,Cabernet Kellerei Kaltern PFARRHOF,2002,,,MAGNUM, 140.00 € ,6
,Cabernet Kellerei Kurtatsch  FREIENFELD,2016,RARITAS,,BOTTLE,,8
,Cabernet Kellerei Schloss Schwanburg RISERVA,1993,RARITAS,,BOTTLE,,1
1095,Cabernet Kellerei Schloss Schwanburg RISERVA,1990,,,BOTTLE, 85.00 € ,3
,Cabernet Kellerei Schloss Schwanburg RISERVA,1989,,,BOTTLE,,2
,Cabernet Josephus Unterganzner RISERVA KAMPILL,2009,RARITAS,,MAGNUM, 120.00 € ,3
,Cabernet Josephus Unterganzner RISERVA,2008,,,BOTTLE,,1
,Cabernet Josephus Unterganzner RISERVA KAMPILL,2007,,,MAGNUM, 120.00 € ,3
1095,Cabernet Josephus Unterganzner RISERVA,2002,,,BOTTLE, 95.00 € ,4
,Cabernet Josephus Unterganzner RISERVA,2001,,,MAGNUM, 120.00 € ,2
,Cabernet Josephus Unterganzner RISERVA,2000,,,MAGNUM, 140.00 € ,2
,Cabernet Josephus Unterganzner RISERVA,1999,,,MAGNUM, 140.00 € ,1
1095,Cabernet Weingut Popphof RISERVA,1997,RARITAS,,BOTTLE, 95.00 € ,3
1095,Cabernet Kellerei Tramin RISERVA,1997,RARITAS,,BOTTLE, 95.00 € ,2
,Cabernet Kellerei Tramin RISERVA,1995,,,BOTTLE,,2
1095,Cabernet Weingut Eberlehof SELEKTION + MABON,1995,RARITAS,,BOTTLE, 95.00 € ,10
,Cabernet Weingut Eberlehof ( MABON) ?,1992,,,BOTTLE,,7
,Cabernet Weingut Alois Lageder TÓR LÖWENGANG,2008,RARITAS,,BOTTLE,,2
,Cabernet Weingut Alois Lageder TÓR LÖWENGANG,2007,,,BOTTLE,,44
,Cabernet Weingut Alois Lageder TÓR LÖWENGANG,2007,,,MAGNUM, 160.00 € ,17
,Cabernet Weingut Alois Lageder TÓR LÖWENGANG,2007,,,HALF_BOTTLE, 340.00 € ,2
,Cabernet Weingut Alois Lageder TÓR LÖWENGANG,2006,,,BOTTLE,,13
1095,Cabernet Weingut Alois Lageder TÓR LÖWENGANG,2005,,,BOTTLE, 145.00 € ,2
,Cabernet Weingut Alois Lageder TÓR LÖWENGANG,2004,,,BOTTLE,,8
,Cabernet Weingut Alois Lageder TÓR LÖWENGANG,2004,,,MAGNUM, 160.00 € ,6
,Cabernet Weingut Alois Lageder TÓR LÖWENGANG,2003,,,BOTTLE,,3
,Cabernet Weingut Alois Lageder TÓR LÖWENGANG,2000,,,MAGNUM, 160.00 € ,4
,Cabernet Weingut Alois Lageder TÓR LÖWENGANG,2000,,,HALF_BOTTLE, 340.00 € ,2
,Cabernet Weingut Alois Lageder TÓR LÖWENGANG,1999,,,BOTTLE,,6
,Cabernet Weingut Alois Lageder TÓR LÖWENGANG,1997,,,BOTTLE,,2
,Cabernet Kellerei St. Michael-Eppan ST. VALENTIN,2005,RARITAS,,BOTTLE,,10
,Cabernet Kellerei St. Michael-Eppan ST. VALENTIN,2004,,,BOTTLE,,16
,Cabernet Kellerei St. Michael-Eppan ST. VALENTIN,2000,,,MAGNUM, 160.00 € ,3
,Cabernet Kellerei St. Michael-Eppan ST. VALENTIN,2001,,,BOTTLE,,11
1095,Cabernet Kellerei St. Michael-Eppan ST. VALENTIN,1999,,,BOTTLE, 145.00 € ,15
,Cabernet Kellerei St. Michael-Eppan ST. VALENTIN,2000,RARITAS,,BOTTLE,,6
,Cabernet Kellerei St. Michael-Eppan ST. VALENTIN,1997,,,BOTTLE,,1
1095,Cabernet Kellerei St. Michael-Eppan ST. VALENTIN,1995,,,BOTTLE, 145.00 € ,16
,Cabernet Kellerei Schreckbichl LAFOA,2007,RARITAS,,BOTTLE,,27
1095,Cabernet Kellerei Schreckbichl LAFOA,2004,,,BOTTLE, 145.00 € ,5
,Cabernet Kellerei Schreckbichl LAFOA,1999,,,MAGNUM,,1
,Cabernet Kellerei Schreckbichl LAFOA,1996,,,BOTTLE,,2
,Cabernet Weingut Schloss Katzenzunge,1997,RARITAS,,BOTTLE,,6
,Cabernet Weingut Alois Lageder COR,2008,RARITAS,,BOTTLE,,4
,Cabernet Weingut Alois Lageder COR,2006,,,BOTTLE,,21
,Cabernet Weingut Alois Lageder COR,2004,,,BOTTLE,,20
1095,Cabernet Weingut Alois Lageder COR,2003,,,BOTTLE, 155.00 € ,10
,Cabernet Weingut Alois Lageder COR,2000,,,BOTTLE,,13
,Cabernet Weingut Alois Lageder COR,1998,,,BOTTLE,,1
,Cabernet Kellerei Schloss Schwanburg CASTEL,1997,RARITAS,,BOTTLE,,1
1095,Cabernet Kellerei Schloss Schwanburg CASTEL,1996,,,BOTTLE, 350.00 € ,3
,Cabernet Kellerei Schloss Schwanburg CASTEL,1993,,,BOTTLE,,1
,Cuvee SPÄTLESE PIWI  TERRRA LATIUM,2021,MAGNUM ,,MAGNUM,,2
,Cuvee  Weingut Lacknerfog RUSCUS,2010,,,BOTTLE,,7
1204,Cuvee Tenuta Manincor  RÉSERVE DEL CONTE,2020,BIO,L+M+C,BOTTLE, 50.00 € ,41
,Cuvee Tenuta Manincor  RÉSERVE DEL CONTE,2019,,,BOTTLE,,2
,Cuvee Kellerei Kurtatsch SOMA,2022,, M+C ,BOTTLE,,30
1208,Cuvee Kellerei Kurtatsch SOMA,2021,,,BOTTLE, 60.00 € ,27
,Cuvee Kellerei Kurtatsch SOMA,2000,MAGNUM ,,MAGNUM,,1
,Cuvee Kellerei St.Michael-Eppan ST.VALENTIN,2021,, CS+CF+M ,BOTTLE,,18
1209,Cuvee Kellerei St.Michael-Eppan ST.VALENTIN,2020,,,BOTTLE, 70.00 € ,16
1205,Cuvee Kellerei Nals-Margreid ANTICUS,2020,, M+C ,BOTTLE, 75.00 € ,40
1206,Cuvee Tenuta Manincor CASSIANO,2021,BIO, M+C+PV ,BOTTLE, 75.00 € ,26
1207,Cuvee Kellerei Tramin LOAM,2021,, C+M ,BOTTLE, 80.00 € ,60
,Cuvee Kellerei Tramin LOAM,2020,,,BOTTLE,,30
,Cuvee Weingut Ignaz Niedrist ROT S,2019,, Syrah ,BOTTLE,,22
1210,Cuvee Weingut Ignaz Niedrist ROT S,2017,,,BOTTLE, 80.00 € ,10
,Cuvee Weingut Elena Walch KERMESSE,2023,, SY+PV+L+M+CS ,BOTTLE,,1
,Cuvee Weingut Elena Walch KERMESSE,2022,,,BOTTLE,,46
1213,Cuvee Weingut Elena Walch KERMESSE,2020,,,BOTTLE, 85.00 € ,9
1214,Cuvee Landesweingut Laimburg COL DE RÉY,2016,, M+PV+TANNAT ,BOTTLE, 85.00 € ,20
,Cuvee Weingut Peter Sölva  AMISTAR EDITION M'',2007,,,BOTTLE,,54
,Cuvee Weingut Peter Sölva  AMISTAR EDITION A',2006,,,BOTTLE,,38
1215,Cuvee Tenuta Manincor CASTEL CAMPAN,2015,BIO,M+C,BOTTLE, 125.00 € ,14
1216,Cuvee Kellerei Kurtatsch TRES,2015,,M+CF+CS,BOTTLE, 220.00 € ,37
,Cuvee Kellerei Schreckbichl  CORNELIUS,1999,RARITAS,,MAGNUM, 160.00 € ,1
,Cuvee Kellerei Schreckbichl  KORNELIUS,1998,,,BOTTLE,,2
,Cuvee Weingut Thurnhof  WEINEGG,2006,RARITAS,,BOTTLE,,7
,Cuvee Weingut Kornell  CUVÉE ???,2001,RARITAS,,BOTTLE,,11
,Cuvee ENGELS CUVEE JOSEF HÖLZL,2016,,,MAGNUM,,1
,Cuvee Tenuta Manincor CASSIANO,2007,RARITAS,,MAGNUM, 160.00 € ,6
1220,Cuvee Tenuta Manincor CASSIANO,2004,,,BOTTLE, 95.00 € ,4
1220,Cuvee Kellerei Meran GRAF VON MERAN,2000,RARITAS,,BOTTLE, 95.00 € ,3
1220,Cuvee Weingut Josef Niedermayr EUFORIUS,2005,RARITAS,,BOTTLE, 95.00 € ,9
,Cuvee Weingut Lacknerhof  RUSCUS,2010,RARITAS,,MAGNUM, 160.00 € ,4
,Cuvee Weingut Lacknerhof  RUSCUS,2009,,,MAGNUM, 160.00 € ,3
1220,Cuvee Weingut Alois Lageder CASON,2004,RARITAS,,BOTTLE, 95.00 € ,15
,Cuvee Weingut Alois Lageder CASON,1995,,,BOTTLE,,2
,Cuvee Weingut Peter Sölva AMISTAR,2007,RARITAS,,BOTTLE,,2
,Cuvee Weingut Peter Sölva AMISTAR,2006,,,MAGNUM,,1
1220,Cuvee Weingut Peter Sölva AMISTAR,2005,,,BOTTLE, 95.00 € ,23
,Cuvee Weingut Franz Haas ISTANTE,2005,RARITAS,,BOTTLE,,1
1220,Cuvee Weingut Franz Haas ISTANTE,2001,,,BOTTLE, 125.00 € ,7
,Cuvee Weingut Franz Haas ISTANTE,2000,,,BOTTLE,,1
,Cuvee Landesweingut Laimburg COL DE REY,2004,RARITAS,,BOTTLE,,1
1220,Cuvee Landesweingut Laimburg COL DE REY,2003,,,BOTTLE, 125.00 € ,1
,Cuvee Landesweingut Laimburg COL DE REY,2002,,,BOTTLE,,2
,Cuvee Weingut Hofstätter YNGRAM,2010,RARITAS,,BOTTLE,,4
1220,Cuvee Weingut Hofstätter YNGRAM,2000,,,BOTTLE, 125.00 € ,13
,Cuvee Weingut Hofstätter YNGRAM,1997,,,BOTTLE,,4
,Cuvee Weingut Baron di Pauli ARZIO,2007,RARITAS,,MAGNUM, 160.00 € ,6
1220,Cuvee Weingut Baron di Pauli ARZIO,2005,,,BOTTLE, 125.00 € ,1
,Cuvee Weingut Baron di Pauli ARZIO,2003,,,BOTTLE,,8
,Cuvee Weingut Baron di Pauli ARZIO,2003,,,MAGNUM, 160.00 € ,5
1220,Cuvee Weingut Peter Sölva AMISTAR EDIZIONE,2004,RARITAS,,BOTTLE, 125.00 € ,9
,Cuvee Weingut Peter Sölva AMISTAR EDIZIONE,2002,,,BOTTLE,,4
,Cuvee Josephus Unterganzner REIF,2009,,,HALF_BOTTLE, 440.00 € ,2
,Cuvee Josephus Unterganzner REIF,2005,,,MAGNUM, 180.00 € ,8
,Cuvee Josephus Unterganzner REIF,2004,,,MAGNUM, 180.00 € ,13
,Cuvee Josephus Unterganzner REIF,2003,,,MAGNUM, 210.00 € ,3
,Cuvee Josephus Unterganzner REIF,2002,,,MAGNUM, 210.00 € ,1
,Cuvee Josephus Unterganzner REIF,2001,,,MAGNUM, 220.00 € ,2
,Cuvee Weingut Elena Walch  KERMESSE,2009,RARITAS,,BOTTLE,,1
,Cuvee Tenuta Manincor CASTEL CAMPAN,2013,RARITAS,,BOTTLE,,13
,Cuvee Tenuta Manincor CASTEL CAMPAN,2009,,,BOTTLE,,1
,Cuvee Tenuta Manincor CASTEL CAMPAN,2007,,,BOTTLE,,33
,Cuvee Tenuta Manincor CASTEL CAMPAN,2006,,,BOTTLE,,7
1220,Cuvee Tenuta Manincor CASTEL CAMPAN,2005,,,BOTTLE, 145.00 € ,17
,Cuvee Tenuta Manincor CASTEL CAMPAN,2004,,,BOTTLE,,7
,Cuvee Tenuta Manincor CASTEL CAMPAN,2003,,,BOTTLE,,1
,Cuvee Tenuta Manincor CASTEL CAMPAN,2001,,,BOTTLE,,1
,Cuvee Tenuta Manincor CASTEL CAMPAN,1998,,,BOTTLE,,2
,Lagrein Kellerei Bozen-Gries PRESTIGE - LINIE,2021,,,BOTTLE,,60
1242,Lagrein Kellerei Bozen-Gries PRESTIGE - LINIE,2020,,,BOTTLE, 55.00 € ,30
1243,Lagrein Weingut Rottensteiner SELECT RISERVA,2022,,,BOTTLE, 55.00 € ,18
,Lagrein Kellerei Kurtasch  FRAUENRIEGEL,2014,,,MAGNUM, 130.00 € ,1
1244,Lagrein Kellerei Andrian TOR DI LUPO RISERVA,2019,,,BOTTLE, 65.00 € ,45
1245,Lagrein Weingut Georg Mumelter GRIESBAUERHOF RISERVA,2017,,,BOTTLE, 65.00 € ,14
1247,Lagrein Weingut Niedrist Ignaz BERGER GEI RISERVA,2019,,,BOTTLE, 70.00 € ,23
,Lagrein Kellerei St. Michael-Eppan ST.VALENTIN,2022,,,BOTTLE,,18
