external_id,name,vintage,info,internal_notes,size,price,quantity
1249,Lagrein Kellerei St. Michael-Eppan ST.VALENTIN,2021,,,BOTTLE, 70.00 € ,19
,Lagrein Klosterkellerei Muri Gries ABTEI - RISERVA,2022,,,BOTTLE,,30
,Lagrein Klosterkellerei Muri Gries ABTEI - RISERVA,2021,,,BOTTLE,,60
1250,Lagrein Klosterkellerei Muri Gries ABTEI - RISERVA,2020,,,BOTTLE, 75.00 € ,162
1251,Lagrein Weingut Ansitz Waldgrieshof RISERVA,2019,,,BOTTLE, 75.00 € ,88
,Lagrein Weingut Ansitz Waldgrieshof RISERVA,2018,,,BOTTLE,,4
1255,Lagrein Weingut Kiemberger RISERVA,2013,, (1x 2012) ,BOTTLE, 75.00 € ,111
,Lagrein Weingut Hofstätter STEINRAFFLER,2013,,,BOTTLE,,6
1259,Lagrein Weingut Hofstätter STEINRAFFLER,2007,,,BOTTLE, 75.00 € ,24
1257,Lagrein Tenuta Foradori - Teroldego GRANATO,2021,, (2x 2017 in Bar) ,BOTTLE, 85.00 € ,19
,Lagrein Kellerei Bozen-Gries TABER,2021,,,BOTTLE,,30
,Lagrein Kellerei Bozen-Gries TABER,2020,,,BOTTLE,,60
1254,Lagrein Kellerei Bozen-Gries TABER,2018,,,BOTTLE, 85.00 € ,35
,Lagrein Kellerei Terlan PORPHYR,2021,,,BOTTLE,,60
,Lagrein Kellerei Terlan PORPHYR,2019,,,BOTTLE,,14
1246,Lagrein Kellerei Terlan PORPHYR,2018,,,BOTTLE, 95.00 € ,71
,Lagrein Kellerei Terlan PORPHYR,2016,,,BOTTLE,,50
,Lagrein Weingut Georg Mumelter  GRIESBAUERHOF PERFLABILIS,2018,,,BOTTLE,,12
1252,Lagrein Weingut Ansitz Waldgrieshof MIRELL,2020,,,BOTTLE, 95.00 € ,60
,Lagrein Weingut Ansitz Waldgrieshof MIRELL,2019,,,BOTTLE,,2
,Lagrein Klosterkellerei Muri Gries WEINGARTEN KLOSTERANGER,2021,,,BOTTLE,,24
,Lagrein Klosterkellerei Muri Gries WEINGARTEN KLOSTERANGER,2020,,,BOTTLE,,12
,Lagrein Klosterkellerei Muri Gries WEINGARTEN KLOSTERANGER,2017,,,BOTTLE,,119
1258,Lagrein Klosterkellerei Muri Gries WEINGARTEN KLOSTERANGER,2016,, MAGNUM ,BOTTLE, 115.00 € ,76
1258,Lagrein Klosterkellerei Muri Gries WEINGARTEN KLOSTERANGER,2016,, MAGNUM ,MAGNUM,,7
1261,Lagrein Klosterkellerei Muri Gries WEINGARTEN KLOSTERANGER,2015,, MAGNUM ,BOTTLE, 130.00 € ,22
1261,Lagrein Klosterkellerei Muri Gries WEINGARTEN KLOSTERANGER,2015,, MAGNUM ,MAGNUM,,27
1263,Lagrein Klosterkellerei Muri Gries WEINGARTEN KLOSTERANGER,2014,, MAGNUM ,BOTTLE, 150.00 € ,73
1263,Lagrein Klosterkellerei Muri Gries WEINGARTEN KLOSTERANGER,2014,, MAGNUM ,MAGNUM,,19
,Lagrein Josephus Unterganzner LAMAREIN TB,2022,, MAGNUM ,BOTTLE,,24
,Lagrein Josephus Unterganzner LAMAREIN TB,2022,, MAGNUM ,MAGNUM,,4
,Lagrein Josephus Unterganzner LAMAREIN TB,2022,, MAGNUM ,HALF_BOTTLE,,1
,Lagrein Josephus Unterganzner LAMAREIN TB,2021,, MAGNUM ,BOTTLE,,30
,Lagrein Josephus Unterganzner LAMAREIN TB,2021,, MAGNUM ,MAGNUM,,4
,Lagrein Josephus Unterganzner LAMAREIN TB,2021,, MAGNUM ,HALF_BOTTLE,,1
,Lagrein Josephus Unterganzner LAMAREIN TB,2020,, MAGNUM ,BOTTLE,,19
,Lagrein Josephus Unterganzner LAMAREIN TB,2020,, MAGNUM ,MAGNUM,,3
,Lagrein Josephus Unterganzner LAMAREIN TB,2020,, MAGNUM ,HALF_BOTTLE,,1
1260,Lagrein Josephus Unterganzner LAMAREIN TB,2019,, MAGNUM ,BOTTLE, 130.00 € ,6
1260,Lagrein Josephus Unterganzner LAMAREIN TB,2019,, MAGNUM ,MAGNUM,,1
1260,Lagrein Josephus Unterganzner LAMAREIN TB,2019,, MAGNUM ,HALF_BOTTLE,,1
,Lagrein Josephus Unterganzner LAMAREIN TB,2018,, MAGNUM ,MAGNUM,,2
,Lagrein Josephus Unterganzner LAMAREIN TB,2016,,,BOTTLE,,1
,Lagrein Josephus Unterganzner LAMAREIN TB,2015,,,BOTTLE,,1
,Lagrein Josephus Unterganzner LAMAREIN TB,2014,,,BOTTLE,,2
,Lagrein Josephus Unterganzner LAMAREIN TB,2013,,,BOTTLE,,1
,Lagrein Josephus Unterganzner LAMAREIN TB,2012,,,BOTTLE,,1
,Lagrein Josephus Unterganzner LAMAREIN TB,2007,, MAGNUM ,MAGNUM,,2
,Lagrein Josephus Unterganzner LAMAREIN TB,2006,, MAGNUM ,MAGNUM,,2
,Lagrein Josephus Unterganzner LAMAREIN TB,2002,, MAGNUM ,MAGNUM,,2
,Lagrein Josephus Unterganzner LAMAREIN TB,2001,, MAGNUM ,BOTTLE,,1
,Lagrein Josephus Unterganzner LAMAREIN TB,2001,, MAGNUM ,MAGNUM,,1
,Lagrein Weingut Ansitz Waldgrieshof ROBLINUS,2017,,,BOTTLE,,18
1262,Lagrein Weingut Ansitz Waldgrieshof ROBLINUS,2015,,,BOTTLE, 145.00 € ,10
,Lagrein Kellerei Meran  SEGEN RISERVA,2004,RARITAS,,BOTTLE,,5
,Lagrein Kellerei St. Pauls  PASSION,2007,RARITAS,,BOTTLE,,3
,Lagrein Kellerei St. Pauls  PASSION,2006,,,BOTTLE,,4
,Lagrein Kellerei Terlan  GRIES,2010,,,MAGNUM, 95.00 € ,1
,Lagrein Kellerei Bozen-Gries PRESTIGE - LINIE,2015,RARITAS,,BOTTLE,,7
,Lagrein Kellerei Bozen-Gries PRESTIGE - LINIE,2004,,,BOTTLE,,2
,Lagrein Kellerei Bozen-Gries PRESTIGE - LINIE,2001,,,BOTTLE,,14
,Lagrein Kellerei Bozen-Gries PRESTIGE - LINIE,2000,,,MAGNUM, 140.00 € ,2
1265,Lagrein Kellerei Bozen-Gries PRESTIGE - LINIE,1999,,,BOTTLE, 95.00 € ,21
,Lagrein Kellerei Bozen-Gries PRESTIGE - LINIE,1996,,,BOTTLE,,3
,Lagrein Kellerei Bozen-Gries PRESTIGE - LINIE,1995,,,BOTTLE,,3
,Lagrein Kellerei Bozen-Gries PRESTIGE - LINIE,1995,,,MAGNUM, 140.00 € ,1
,Lagrein Weingut Josef Neidermayr ?? RISERVA,2005,RARITAS,,BOTTLE,,1
,Lagrein Weingut Josef Neidermayr ?? RISERVA,1998,,,BOTTLE,,8
,Lagrein Kellerei Tramin URBANHOF,2005,RARITAS,,BOTTLE,,4
,Lagrein Kellerei Tramin URBANHOF,2004,,,BOTTLE,,2
,Lagrein Kellerei Tramin URBANHOF,2002,,,BOTTLE,,1
,Lagrein Kellerei Tramin URBANHOF,2000,,,BOTTLE,,8
1265,Lagrein Kellerei Tramin URBANHOF,1999,,,BOTTLE, 95.00 € ,11
1265,Lagrein Weingut Griesbauerhof RISERVA,2003,RARITAS,,BOTTLE, 95.00 € ,9
,Lagrein Weingut Griesbauerhof RISERVA,2000,,,BOTTLE,,7
1265,Lagrein Weingut Alois Lageder LINDENBURG,2006,RARITAS,,BOTTLE, 95.00 € ,1
,Lagrein Weingut Alois Lageder LINDENBURG,2005,,,BOTTLE,,2
,Lagrein Weingut Alois Lageder LINDENBURG,2004,,,BOTTLE,,17
,Lagrein Josephus Unterganzner RISERVA,2009,RARITAS,,MAGNUM, 180.00 € ,3
,Lagrein Josephus Unterganzner RISERVA,2008,,,BOTTLE,,2
,Lagrein Josephus Unterganzner RISERVA,2007,,,BOTTLE,,2
,Lagrein Josephus Unterganzner RISERVA,2005,,,BOTTLE,,6
,Lagrein Josephus Unterganzner RISERVA,2004,,,BOTTLE,,5
1265,Lagrein Josephus Unterganzner RISERVA,2003,,,BOTTLE, 95.00 € ,19
,Lagrein Josephus Unterganzner RISERVA,2001,,,MAGNUM, 165.00 € ,1
,Lagrein Josephus Unterganzner RISERVA,1999,,,BOTTLE,,7
,Lagrein Weingut Pfannenstilhof RISERVA,2007,RARITAS,,BOTTLE,,3
1265,Lagrein Weingut Pfannenstilhof RISERVA,2005,,,BOTTLE, 95.00 € ,19
,Lagrein Weingut Pfannenstilhof RISERVA,2004,,,BOTTLE,,3
,Lagrein Kellerei Schreckbichl CORNELL,2001,RARITAS,,BOTTLE,,19
1265,Lagrein Kellerei Schreckbichl CORNELL,2000,,,BOTTLE, 95.00 € ,4
,Lagrein Kellerei Schreckbichl CORNELL,1998,,,BOTTLE,,2
1265,Lagrein Stiftskellerei Neustift PRAEPOSITUS,2001,RARITAS,,BOTTLE, 95.00 € ,2
,Lagrein Stiftskellerei Neustift PRAEPOSITUS,2000,,,BOTTLE,,12
,Lagrein Stiftskellerei Neustift PRAEPOSITUS,1999,,,BOTTLE,,4
,Lagrein Weingut Clemens Waldthaler RAUT,2007,RARITAS,,BOTTLE,,2
1265,Lagrein Weingut Clemens Waldthaler RAUT,1997,,,BOTTLE, 95.00 € ,6
,Lagrein Weingut Ansitz Waldgrieserhof RISERVA,2004,RARITAS,,BOTTLE,,5
,Lagrein Weingut Ansitz Waldgrieserhof RISERVA,2000,,,BOTTLE,,5
,Lagrein Weingut Ansitz Waldgrieserhof RISERVA,1998,,,BOTTLE,,1
1265,Lagrein Weingut Kiemberger RISERVA,2010,RARITAS,,BOTTLE, 95.00 € ,24
,Lagrein Landesweingut Laimburg BARBAGOL,2004,RARITAS,,BOTTLE,,16
1265,Lagrein Landesweingut Laimburg BARBAGOL,2000,,,BOTTLE, 110.00 € ,19
,Lagrein Kellerei St. Michael-Eppan ST.VALENTIN,2003,RARITAS,,BOTTLE,,1
,Lagrein Kellerei St. Michael-Eppan ST.VALENTIN,2001,,,BOTTLE,,3
1265,Lagrein Kellerei St. Michael-Eppan ST.VALENTIN,2000,,,BOTTLE, 115.00 € ,9
1265,Lagrein Kellerei Terlan PORPHYR,2015,RARITAS,,BOTTLE, 125.00 € ,10
,Lagrein Kellerei Terlan PORPHYR,2014,,,BOTTLE,,4
,Lagrein Kellerei Bozen-Gries  TABER,2002,RARITAS,,BOTTLE,,4
,Lagrein Kellerei Bozen-Gries  TABER,2001,,,MAGNUM, 180.00 € ,2
,Lagrein Kellerei Bozen-Gries  TABER,2000,,,MAGNUM, 180.00 € ,2
1265,Lagrein Kellerei Bozen-Gries  TABER,1999,,,BOTTLE, 125.00 € ,4
,Lagrein Klosterkellerei Muri Gries ABTEI - RISERVA,2018,RARITAS,,BOTTLE,,22
1265,Lagrein Klosterkellerei Muri Gries ABTEI - RISERVA,2016,,,BOTTLE, 135.00 € ,20
,Lagrein Klosterkellerei Muri Gries ABTEI - RISERVA,2005,,,MAGNUM, 210.00 € ,16
,Lagrein Klosterkellerei Muri Gries ABTEI - RISERVA,2003,,,BOTTLE,,3
,Lagrein Klosterkellerei Muri Gries ABTEI - RISERVA,2000,,,MAGNUM, 210.00 € ,3
,Lagrein Klosterkellerei Muri Gries ABTEI - RISERVA,1999,,,MAGNUM, 210.00 € ,5
,Lagrein Klosterkellerei Muri Gries ABTEI - RISERVA,1997,,,BOTTLE,,3
,Lagrein Klosterkellerei Muri Gries ABTEI - RISERVA,1997,,,MAGNUM, 210.00 € ,3
,Lagrein Klosterkellerei Muri Gries ABTEI - RISERVA,1995,,,BOTTLE,,1
,Lagrein Weingut Hofstätter STEINRAFFLER,2004,RARITAS,,MAGNUM, 160.00 € ,2
,Lagrein Weingut Hofstätter STEINRAFFLER,2003,,,BOTTLE,,2
,Lagrein Weingut Hofstätter STEINRAFFLER,2000,,,BOTTLE,,12
1265,Lagrein Weingut Hofstätter STEINRAFFLER,1997,,,BOTTLE, 135.00 € ,9
1265,Lagrein Weingut Hofstätter STEINRAFFLER,1997,,,MAGNUM, 180.00 € ,1
,Lagrein Weingut Hofstätter STEINRAFFLER,1995,,,BOTTLE,,1
,Lagrein Weingut Hofstätter STEINRAFFLER,1995,,,MAGNUM, 150.00 € ,2
,Lagrein Weingut Ansitz Waldgrieserhof MIRELL,2009,RARITAS,,MAGNUM, 260.00 € ,5
1265,Lagrein Weingut Ansitz Waldgrieserhof MIRELL,2007,,,BOTTLE, 145.00 € ,21
,Lagrein Weingut Ansitz Waldgrieserhof MIRELL,2006,,,BOTTLE,,22
,Lagrein Weingut Ansitz Waldgrieserhof MIRELL,2004,,,BOTTLE,,1
,Lagrein Weingut Ansitz Waldgrieserhof MIRELL,2001,,,BOTTLE,,1
,Lagrein Weingut Ansitz Waldgrieserhof RUBLINUS,2013,RARITAS,,BOTTLE,,3
1331,Valpolicella Zenato RIPASSA     (Nachfolger Al Tore),2020,,,BOTTLE, 55.00 € ,16
,Valpolicella Corte Giara Allegrini  RIPASSA,2020,,,BOTTLE,,18
1333,Valpolicella Ferragù Carlo VALPOLICELLA SUPERIORE,2017,,,BOTTLE, 75.00 € ,4
1335,Valpolicella Dal Forno Romano VALPOLICELLA,2000,RARITAS,,BOTTLE, 125.00 € ,10
,Amarone della Valpolicella Ferragù Carlo,2011,,,BOTTLE,,18
,Amarone della Valpolicella Ferragù Carlo,2010,,,BOTTLE,,28
1352,Amarone della Valpolicella Ferragù Carlo,2009,,,BOTTLE, 115.00 € ,16
,Amarone della Valpolicella Ferragù Carlo,2008,,,BOTTLE,,2
1354,Amarone della Valpolicella Zenato,2017,,,BOTTLE, 85.00 € ,21
1355,Amarone della Valpolicella Allegrini CLASSICO,2019,,,BOTTLE, 115.00 € ,15
1360,Amarone della Valpolicella Zenato CLASSICO RISERVA,2018,,,BOTTLE, 155.00 € ,12
1361,Amarone della Valpolicella Masi MAZZANO,2006,,,BOTTLE, 145.00 € ,3
1361,Amarone della Valpolicella Viviani CASA DEI BEPI,2003,,,BOTTLE, 120.00 € ,8
1364,Amarone della Valpolicella Secondo Marco RISERVA IL FUMETTO,2008,,,BOTTLE, 250.00 € ,11
1371,Amarone della Valpolicella Viviani TULIPANO NERO,2000,RARITAS,,BOTTLE, 175.00 € ,9
1371,Amarone della Valpolicella Viviani CASA DEI BEPI,1997,RARITAS,,BOTTLE, 175.00 € ,2
,Amarone della Valpolicella Pietro Zardini DECEM RISERVA,2013,RARITAS,,BOTTLE,,6
,Amarone della Valpolicella Masi  MAZANO,1997,RARITAS,,BOTTLE,,1
,Amarone della Valpolicella Masi  MAZANO,1995,,,BOTTLE,,1
,Amarone della Valpolicella Masi  COSTASERA,2008,RARITAS,,HALF_BOTTLE, 260.00 € ,1
1372,Amarone della Valpolicella Masi  COSTASERA,2001,,,BOTTLE, 325.00 € ,2
,Amarone della Valpolicella Masi  COSTASERA,1999,,,BOTTLE,,4
,Amarone della Valpolicella Masi  COSTASERA,1997,,,BOTTLE,,1
,Amarone della Valpolicella Masi  VOJO DE MASI,1973,RARITAS,,MAGNUM,,5
1374,Amarone della Valpolicella Dal Forno Romano,2003,RARITAS,,BOTTLE, 320.00 € ,13
,Amarone della Valpolicella Dal Forno Romano,2002,,,BOTTLE, 320.00 € ,10
,Amarone della Valpolicella Dal Forno Romano,2001,,,MAGNUM, 990.00 € ,3
,Amarone della Valpolicella Dal Forno Romano,2001,,,HALF_BOTTLE," 2,300.00 € ",1
,Amarone della Valpolicella Dal Forno Romano,2000,,,BOTTLE, 380.00 € ,11
,Amarone della Valpolicella Dal Forno Romano,2000,,,MAGNUM, 990.00 € ,7
,Amarone della Valpolicella Dal Forno Romano,2000,,,HALF_BOTTLE," 2,300.00 € ",3
,Amarone della Valpolicella Dal Forno Romano,1999,,,MAGNUM, 990.00 € ,1
,Amarone della Valpolicella Dal Forno Romano,1998,,,MAGNUM, 990.00 € ,1
,Amarone della Valpolicella Dal Forno Romano,1996,,,MAGNUM, 990.00 € ,1
1350,Corvina Veronese La Poja Allegrini,2017,,,BOTTLE, 145.00 € ,6
,Cabernet Dal Forno  ALZER,2001,,?????????,BOTTLE,,3
1887,Sangiovese Morellino di Scansano Fattoria Le Pupille,2021,,,BOTTLE, 45.00 € ,8
1895,Sangiovese Sangiovese Orcia Aetos Tenuta Sanoner,2019,,,BOTTLE, 59.00 € ,17
1895,Sangiovese Testamatta Bibi Graetz,2001,,,BOTTLE, 125.00 € ,4
1892,Sangiovese Testamatta Bibi Graetz,2019,,,BOTTLE, 145.00 € ,28
1889,Sangiovese Flaccianello Fontodi,2019,,,BOTTLE, 190.00 € ,6
,Sangiovese Flaccianello Fontodi,2008,,,MAGNUM, 320.00 € ,2
1893,Sangiovese Le Pergole Torte Montevertine,2008,,,BOTTLE, 360.00 € ,8
1894,Sangiovese Colore Bibi Graetz,2019,,,BOTTLE, 290.00 € ,22
,CHIANTI Marchesi de Frescobaldi CASTIGLIONI,2020,,,BOTTLE,,30
1800,CHIANTI Marchesi de Frescobaldi CASTIGLIONI,2017,,,BOTTLE, 35.00 € ,2
,CHIANTI Fontodi  ???,2019,,,BOTTLE,,6
,CHIANTI Castello di Ama              VIGNETTO BELLAVIST  CHIANTI CLASSICO,1990,,,MAGNUM, 420.00 € ,1
1805,CHIANTI Marchesi Antinori VILLA ANTINORI,2019,,,BOTTLE, 49.00 € ,34
1802,CHIANTI Tenuta Nozzole LA FORRA GRAN SELEZIONE,2011,,,BOTTLE, 45.00 € ,15
,CHIANTI Marchesi de Frescobaldi VECCHIE VITI NIPOZZANO,2019,,,BOTTLE,,24
,CHIANTI Marchesi de Frescobaldi RUFINA ?????,2016,,,BOTTLE,,24
1803,CHIANTI Marchesi de Frescobaldi,2015,,,BOTTLE, 49.00 € ,9
1804,CHIANTI Marchesi de Frescobaldi MONTESODI,2015,,,BOTTLE, 55.00 € ,3
1810,VINO NOBILE DI MONTEPULCIANO Caterina Dei,2016,,,BOTTLE, 55.00 € ,12
1811,VINO NOBILE DI MONTEPULCIANO Avignonesi,2015,,,BOTTLE, 55.00 € ,19
1812,VINO NOBILE DI MONTEPULCIANO Avignonesi VENTISEI,2016,,,BOTTLE, 75.00 € ,1
1812,VINO NOBILE DI MONTEPULCIANO Avignonesi PROGETTO DI SOPRA,2017,,,BOTTLE, 75.00 € ,4
,ROSSO DI MONTALCINO Collosorbo,2009,,,BOTTLE,,2
1821,ROSSO DI MONTALCINO,2007,,,BOTTLE, 45.00 € ,5
1822,ROSSO DI MONTALCINO Castiglion del Bosco GAUGGIOLE,2016,,,BOTTLE, 55.00 € ,19
1823,ROSSO DI MONTALCINO Salvioni,2009,,,BOTTLE, 65.00 € ,25
,ROSSO DI MONTALCINO Tenuta Constanti,2017,,,MAGNUM,,1
1846,Brunello di Montalcino Il Poggione,2005,,,BOTTLE, 70.00 € ,7
1847,Brunello di Montalcino Castiglion del Bosco,2011,,,BOTTLE, 80.00 € ,29
1849,Brunello di Montalcino Talenti,2004,,,BOTTLE, 80.00 € ,11
1850,Brunello di Montalcino Costanti COLLE AL MATRICHESE,2009,, MAGNUM  ,BOTTLE, 85.00 € ,4
1850,Brunello di Montalcino Costanti COLLE AL MATRICHESE,2009,, MAGNUM  ,MAGNUM,,1
1853,Brunello di Montalcino Il Poggione RISERVA,2004,,,BOTTLE, 125.00 € ,5
,Brunello di Montalcino Il Poggione RISERVA,1995,,,BOTTLE,,1
1854,Brunello di Montalcino Collosorbo RISERVA,2006,,,BOTTLE, 105.00 € ,6
1855,Brunello di Montalcino Tenuta Folonari  LA FUGA,2007,, MAGNUM  ,BOTTLE, 105.00 € ,9
1855,Brunello di Montalcino Tenuta Folonari  LA FUGA,2007,, MAGNUM  ,MAGNUM, 280.00 € ,1
1856,Brunello di Montalcino Marchesi de Frescobaldi CASTEL GIOCONDO RIPE AL CONVENTO RISERVA,2013,,,BOTTLE, 115.00 € ,30
1857,Brunello di Montalcino Costanti RISERVA,2006,,,BOTTLE, 125.00 € ,18
,Brunello di Montalcino Costanti RISERVA,2004,,,BOTTLE,,1
1859,Brunello di Montalcino E. & P. Palmucci POGGIO DI SOTTO,1995,,,BOTTLE, 165.00 € ,5
1861,Brunello di Montalcino Castiglion del Bosco CAMPO DEL DRAGO,2011,,,BOTTLE, 165.00 € ,1
1862,Brunello di Montalcino Salvioni LA CERBAIOLA,2005,,,BOTTLE, 165.00 € ,22
1865,Brunello di Montalcino Pieve di Santa Restituta GAJA - SUGARILLE,2004,,,BOTTLE, 185.00 € ,8
,Brunello di Montalcino Pieve di Santa Restituta GAJA - SUGARILLE,1997,,,BOTTLE,,3
,Brunello di Montalcino Marchesi Antinori  VIGNAFERROVIA,2006,, MAGNUM  ,MAGNUM, 360.00 € ,1
,Brunello di Montalcino Marchesi Antinori  VIGNAFERROVIA,2004,,,MAGNUM, 360.00 € ,4
,Brunello di Montalcino Biondi Santi ANNATA,2009,RARITAS,RARITAS,BOTTLE,,1
,Brunello di Montalcino Biondi Santi ANNATA,2008,,,BOTTLE,,1
1870,Brunello di Montalcino Biondi Santi ANNATA,2007,,,BOTTLE, 220.00 € ,1
,Brunello di Montalcino Biondi Santi ANNATA,1990,,,BOTTLE,,1
1874,Brunello di Montalcino Salvioni RISERVA,1995,RARITAS,RARITAS,BOTTLE, 550.00 € ,4
,Merlot Lamaione Marchesi de Frescobaldi,2017,,,BOTTLE,,18
2120,Merlot Lamaione Marchesi de Frescobaldi,2016,,,BOTTLE, 85.00 € ,10
,Merlot Lamaione Marchesi de Frescobaldi,2015,,,BOTTLE,,30
2121,Merlot Desiderio Avignonesi,2018,,,BOTTLE, 85.00 € ,29
2122,Merlot Giorgio Bartholomäus Tenuta Argentiera,2008,,,BOTTLE, 145.00 € ,17
,Merlot Giorgio Bartholomäus Tenuta Argentiera,2006,, MAGNUM  ,MAGNUM, 260.00 € ,1
,Merlot L`Apparita Marchesi Antinori,2019,,,BOTTLE,,6
2123,Merlot L`Apparita Marchesi Antinori,2016,,,BOTTLE, 260.00 € ,6
2123,Merlot Baffonero Rocca di Frassinello,2010,,,BOTTLE, 260.00 € ,3
,Merlot Massetino Tenuta dell`Ornellaia,2019,,   ,BOTTLE,,3
2133,Merlot Massetino Tenuta dell`Ornellaia,2018,,,BOTTLE, 500.00 € ,3
,Merlot Masseto Tenuta dell`Ornellaia,2018,,,BOTTLE,,3
2130,Merlot Masseto Tenuta dell`Ornellaia,2017,,,BOTTLE, 700.00 € ,3
,Merlot Masseto Tenuta dell`Ornellaia,2016,,,BOTTLE,,3
,Merlot Masseto Tenuta dell`Ornellaia,2011,, MAGNUM  ,MAGNUM," 2,400.00 € ",1
,Merlot Masseto Tenuta dell`Ornellaia,2010,,,BOTTLE,,1
,Merlot MESSORIO  Le Macchiole,2008,, MAGNUM  ,MAGNUM, 420.00 € ,2
,Pertra  Cabernet Sauvignon ????,2009,,,BOTTLE,,12
2020,Ceccante Grillesino,2013,,   ,BOTTLE, 55.00 € ,13
,Ceccante Grillesino,2012,, MAGNUM  ,MAGNUM, 190.00 € ,2
,Cifra Cabernet Franc Duemani,2020,,   ,BOTTLE,,12
2021,Cifra Cabernet Franc Duemani,2018,,,BOTTLE, 60.00 € ,21
,Il Pareto Tenuta Nozzole,2013,,   ,BOTTLE,,2
2022,Il Pareto Tenuta Nozzole,2007,,,BOTTLE, 75.00 € ,6
2023,Altrovino  Duemani,2019,,   ,BOTTLE, 75.00 € ,18
2024,Collezione de Marchi Isole Olena,2001,,,BOTTLE, 95.00 € ,17
2025,Paleo Rosso Le Macchiole,2007,,,BOTTLE, 125.00 € ,4
,Sassicaia Tenuta San Guido,2020,,,BOTTLE, 350.00 € ,18
,Sassicaia Tenuta San Guido,2019,,,BOTTLE, 350.00 € ,29
,Sassicaia Tenuta San Guido,2019,,,MAGNUM," 1,200.00 € ",5
,Sassicaia Tenuta San Guido,2018,,,BOTTLE, 350.00 € ,31
,Sassicaia Tenuta San Guido,2018,,,MATHUSALEM,,1
,Sassicaia Tenuta San Guido,2018,,,MAGNUM," 1,200.00 € ",8
2031,Sassicaia Tenuta San Guido,2017,,,BOTTLE, 350.00 € ,16
2031,Sassicaia Tenuta San Guido,2017,,,MAGNUM," 1,000.00 € ",6
2030,Sassicaia Tenuta San Guido,2016,,,BOTTLE, 550.00 € ,26
2030,Sassicaia Tenuta San Guido,2016,,,MAGNUM," 1,600.00 € ",10
2030,Sassicaia Tenuta San Guido,2015,,,BOTTLE, 550.00 € ,42
2030,Sassicaia Tenuta San Guido,2015,,,MAGNUM,,1
,Sassicaia Tenuta San Guido,2014,,,BOTTLE, 400.00 € ,2
,Sassicaia Tenuta San Guido,2014,,,MAGNUM," 1,200.00 € ",5
,Sassicaia Tenuta San Guido,2013,,,MAGNUM," 1,200.00 € ",9
,Sassicaia Tenuta San Guido,2013,,,HALF_BOTTLE,,1
,Sassicaia Tenuta San Guido,2012,,,MAGNUM," 1,200.00 € ",3
,Sassicaia Tenuta San Guido,2011,,,MAGNUM,,2
,Sassicaia Tenuta San Guido,2010,,,BOTTLE, 450.00 € ,5
,Sassicaia Tenuta San Guido,2010,,,MAGNUM," 1,200.00 € ",1
,Sassicaia Tenuta San Guido,2009,,,MAGNUM," 1,900.00 € ",6
,Sassicaia Tenuta San Guido,2009,,,HALF_BOTTLE," 3,900.00 € ",2
,Sassicaia Tenuta San Guido,2008,,,BOTTLE, 450.00 € ,3
,Sassicaia Tenuta San Guido,2008,,,MAGNUM," 1,600.00 € ",1
,Sassicaia Tenuta San Guido,2007,,,BOTTLE, 450.00 € ,6
2032,Sassicaia Tenuta San Guido,2006,,,BOTTLE, 400.00 € ,15
2032,Sassicaia Tenuta San Guido,2006,,,MAGNUM," 1,900.00 € ",3
,Sassicaia Tenuta San Guido,2005,,,BOTTLE, 450.00 € ,2
,Sassicaia Tenuta San Guido,2004,,,BOTTLE, 400.00 € ,2
,Sassicaia Tenuta San Guido,2004,,,MAGNUM," 1,600.00 € ",2
,Sassicaia Tenuta San Guido,2003,,,BOTTLE, 400.00 € ,4
,Sassicaia Tenuta San Guido,2003,,,MAGNUM," 1,600.00 € ",2
,Sassicaia Tenuta San Guido,2002,,,BOTTLE, 400.00 € ,8
,Sassicaia Tenuta San Guido,2002,,,MAGNUM," 1,600.00 € ",1
,Sassicaia Tenuta San Guido,2000,,,BOTTLE, 550.00 € ,5
,Sassicaia Tenuta San Guido,2000,,,MAGNUM," 2,600.00 € ",6
,Sassicaia Tenuta San Guido,1999,,,BOTTLE, 450.00 € ,2
,Sassicaia Tenuta San Guido,1999,,,MAGNUM," 1,600.00 € ",2
,Sassicaia Tenuta San Guido,1998,,,BOTTLE, 450.00 € ,4
,Sassicaia Tenuta San Guido,1998,,,MAGNUM,,2
,Sassicaia Tenuta San Guido,1997,,,BOTTLE, 550.00 € ,9
,Sassicaia Tenuta San Guido,1997,,,MAGNUM," 2,600.00 € ",2
,Sassicaia Tenuta San Guido,1996,,,BOTTLE, 450.00 € ,3
,Sassicaia Tenuta San Guido,1996,,,MAGNUM," 1,600.00 € ",4
,Sassicaia Tenuta San Guido,1995,,,MAGNUM,,2
,Sassicaia Tenuta San Guido,1994,,,BOTTLE, 450.00 € ,5
,Sassicaia Tenuta San Guido,1994,,,MAGNUM," 1,600.00 € ",1
,Sassicaia Tenuta San Guido,1992,,,BOTTLE, 400.00 € ,6
,Sassicaia Tenuta San Guido,1992,,,MAGNUM,,1
,Sassicaia Tenuta San Guido,1990,,,MAGNUM," 2,500.00 € ",3
,Sassicaia Tenuta San Guido,1989,,,MAGNUM," 2,200.00 € ",1
,Sassicaia Tenuta San Guido,1989,,,HALF_BOTTLE," 4,800.00 € ",1
,Sassicaia Tenuta San Guido,1988,,,MAGNUM," 2,300.00 € ",3
,Sassicaia Tenuta San Guido,1985,,,MAGNUM," 9,900.00 € ",1
