external_id,type,name,winery_name,storage_area,size,vintage,price,info,quantity,internal_notes,matched_name,matched_winery_name,matched_id,matched_original_id,score
9807896586.0,RED,BAROLO BRICCO AMBROGIO,PAOLO SCAVINO,,,2017.0,120,,1.0,Purchase Price: 0.0,Bricco Ambrogio Barolo,Paolo Scavino,wine_01gzr4kt6585jkxenvk2ks05ce,,54.730446
,RED,BAROLO BRUNATE,FRANCESCO RINALDI E FIGLI,,,2018.0,85,,4.0,Purchase Price: 39.0,Barolo Le Brunate,Francesco Rinaldi & Figli,wine_01gzr4kt39y32kermecattmc7a,,56.942074
8033254937716.0,RED,BAROLO BUSSIA,CERETTO,,,2016.0,420,,1.0,Purchase Price: 230.0,Bussia Barolo,Ceretto,wine_01gzr4kt6eya318dp2ab2ndw5q,,42.885433
,RED,BAROLO CAMILLA,BRUNA GRIMALDI,,,2019.0,50,,18.0,Purchase Price: 18.5,Camilla Barolo,Bruna Grimaldi,wine_01h0my5seykbyz5xvw6s942c0k,,49.90817
,RED,BAROLO CANNUBI,CHIARA BOSCHIS,,,2000.0,160,,1.0,Purchase Price: 0.0,Barolo Cannubi,Boschis,wine_01h0qzm060da4m3xahm30twyh0,,41.374077
,RED,BAROLO CANNUBI,FRANCESCO RINALDI E FIGLI,,,2017.0,90,,2.0,Purchase Price: 38.0,Barolo Cannubi,Francesco Rinaldi & Figli,wine_01gzr4kt39039e1h199z2f6bn2,,58.747234
98096785546.0,RED,BAROLO CAPALOT,CRISSANTE,,,2017.0,80,,5.0,Purchase Price: 28.0,Capalot Barolo,Crissante Alessandria,wine_01h0r2pqchkezj10fhw7c0fkah,,41.719147
90876535657.0,RED,BAROLO CERRETTA,ETTORE GERMANO,,,2015.0,90,,5.0,Purchase Price: 31.0,Barolo Cerretta,Ettore Germano,wine_01gzr4ksqcvtff7mhbnkee2g61,1712697.0,56.49168
96764352365.0,RED,BAROLO COMUNE DI MONFORTE,DIEGO CONTERNO,,,2017.0,80,,3.0,Purchase Price: 35.0,Barolo Del Comune di Monforte d''Alba,Diego Conterno,wine_01gzr4kt6xmd29qhj86g7x6v3z,,53.056213
,RED,BAROLO GALINA,CRISSANTE,,,2016.0,70,,1.0,Purchase Price: 30.0,Galina Barolo,Crissante Alessandria,wine_01h0my5sf7s2dv1ae1sjhga2w4,,40.205612
98078956.0,RED,BAROLO MARENCA,PIRA,,,2018.0,80,,1.0,Purchase Price: 28.0,Barolo Marenca,Pira Luigi,wine_01gzr4kt5y5c23qkejxskmv61f,,32.43483
564739392302.0,RED,BAROLO MONFORTINO,GIACOMO CONTERNO,,,2014.0,2800,,1.0,Purchase Price: 700.0,Barolo Riserva Monfortino,Giacomo Conterno,wine_01gzr4ksd80dyvp82qzdjyy0rb,82199.0,52.600784
,RED,BAROLO MONFORTINO,GIACOMO CONTERNO,,,2015.0,3000,,1.0,Purchase Price: 800.0,Barolo Riserva Monfortino,Giacomo Conterno,wine_01gzr4ksd80dyvp82qzdjyy0rb,82199.0,52.600784
90878965.0,RED,BAROLO MONVIGLIERO RISERVA,CASTELLO DI VERDUNO,,,2013.0,135,,1.0,Purchase Price: 50.0,Barolo Monvigliero Riserva,Castello di Verduno,wine_01gzr4kss6wejyrptyk92y30kv,1221165.0,51.311462
,RED,BAROLO PERCRISTINA,DOMENICO CLERICO,,,2011.0,220,,2.0,Purchase Price: 110.0,Barolo Percristina,Domenico Clerico,wine_01gzr4kt7majp35swkq918rjeb,,60.4926
8033254937688.0,RED,BAROLO PRAPÒ,CERETTO,,,2016.0,420,,1.0,Purchase Price: 230.0,Barolo Prapò,Ceretto,wine_01gzr4kt6ehmbxr0sw4wbs86bm,,46.37921
,RED,BAROLO SERRALUNGA,PIRA,,,2019.0,65,,6.0,Purchase Price: 22.0,Barolo Serralunga,Pira Luigi,wine_01gzr4kt5ya90k7beem23yfk2p,,34.974117
3582100840.0,RED,BAROLO TEBAVIO,TENUTA ILLUMINATA,,,2007.0,70,,2.0,Purchase Price: 23.0,Tebavio Barolo,Tenuta L'Illuminata,wine_01h0my5sf3fp0c6rvvbbpanvez,,31.47053
,RED,BAROLO TEBAVIO,TENUTA ILLUMINATA,,,2009.0,75,,1.0,Purchase Price: 24.0,Tebavio Barolo,Tenuta L'Illuminata,wine_01h0my5sf3fp0c6rvvbbpanvez,,31.47053
,RED,BAROLO TEBAVIO,TENUTA ILLUMINATA,,,2014.0,70,,1.0,Purchase Price: 23.0,Tebavio Barolo,Tenuta L'Illuminata,wine_01h0my5sf3fp0c6rvvbbpanvez,,31.47053
8978965.0,RED,BAROLO TRETURNE,FOGLIATI,,,2017.0,65,,1.0,Purchase Price: 24.0,Treturne Barolo,Fogliati,wine_01hfxnej7v2gy7a1nfwbny6adb,,50.035763
98541234.0,RED,BAROLO VIGNA CAPPELLA S.STEFANO,ROCCHE DEI MANZONI,,,2009.0,120,,1.0,Purchase Price: 47.0,Vigna Cappella di S. Stefano Barolo Reserva,Rocche dei Manzoni,wine_01h0qsxnz6yarte5nwad64yxw2,,51.919216
879678567543.0,WHITE,BIANCO BIANCO,BORGO DEL TIGLIO,,,2021.0,38,,4.0,Purchase Price: 12.9,Milleponche Bianco,Borgo del Tiglio,wine_01h0my5svsmnep6b0zvze9a23n,,41.011646
,WHITE,BIANCO CAPO MARTINO,JERMAN,,,2021.0,75,,11.0,Purchase Price: 35.0,Capo Martino,Jermann,wine_01h0qzm233azrxfk7r0qgzgvjd,,39.37326
4260085770441.0,WHITE,BIANCO CAPRICE,HOFFLIN,,,2021.0,28,,6.0,Purchase Price: 10.9,Caprice Weissweincuvée,Höfflin,wine_01gzr4ktgn8xc4cgeybf2paq7q,,31.772863
,WHITE,BIANCO LALLA,AZ AGR VIGNA SAN GIORGIO,,,2022.0,28,,3.0,Purchase Price: 9.8,MIto 10 Il Bianco,Az. Agr. Lagaria,wine_01h0my5sgj6j2ze1az9mjrcjyf,,28.134132
,WHITE,BIANCO MARENEVE,FEDERICO GRAZIANI,,,2021.0,0,,12.0,Purchase Price: 0.0,Mareneve,Federico Graziani,wine_01h0my5s9r4tar23j10s0vrw2p,,57.21488
309786756453.0,WHITE,BIANCO MILLEUVE,BORGO DEL TIGLIO,,,2021.0,25,,60.0,Purchase Price: 8.0,Milleuve Venezia Giulia Bianco,Borgo del Tiglio,wine_01h0my5svs5q6ahr17efwejjha,,46.787327
7896753424.0,WHITE,BIANCO SAN GIORGIO,AZ AGR VIGNA SAN GIORGIO,,,2020.0,50,,6.0,Purchase Price: 20.5,MIto 10 Il Bianco,Az. Agr. Lagaria,wine_01h0my5sgj6j2ze1az9mjrcjyf,,28.134132
8030421004730.0,WHITE,BIANCO TERRE ALTE,LIVIO FELLUGA,,,2018.0,85,,2.0,Purchase Price: 35.0,Terre Alte,Livio Felluga,wine_01gzr4kskvxsct8qy4tzyt5p7v,15091.0,50.304077
666677788.0,WHITE,BIANCO VIGNAI DELL ABBATE,VIGNAI DELL ABBATE,,,2005.0,55,,2.0,Purchase Price: 15.0,Bianco,Roberto Abbate,wine_01h0qsxn4k4pj7srdev0at3w3n,,24.37124
24356768.0,WHITE,BIANCO VINTAGE TUNINA,JERMAN,,,2005.0,100,,1.0,Purchase Price: 25.0,Vintage Tunina,Jermann,wine_01h0qzm2337vfbvx938w74edx3,,40.352753
8033324032374.0,WHITE,BIANCO VINTAGE TUNINA,JERMAN,,,2012.0,150,,1.0,Purchase Price: 55.0,Vintage Tunina,Jermann,wine_01h0qzm2337vfbvx938w74edx3,,40.352753
8033324031377.0,WHITE,BIANCO VINTAGE TUNINA,JERMAN,,,2021.0,170,,1.0,Purchase Price: 85.0,Vintage Tunina,Jermann,wine_01h0qzm2337vfbvx938w74edx3,,40.352753
8033324031421.0,WHITE,BIANCO WHERE DREAMS,JERMAN,,,2021.0,70,,6.0,Purchase Price: 33.0,Where Dreams have no end (W... Dreams...),Jermann,wine_01h0qzm233zwqe7p05923rhgpz,,39.05955
