wine_id,size,vintage,price,info,storage_area,internal_notes
wine_01gzr4ksxc64qf9xsba2g0fwfw,BOTTLE,0,11000,,, https://www.tannico.it/champagne-brut-reserve-bereche-et-fils.html
wine_01gzr4ksxjffr7dab97beayejy,BOTTLE,0,24500,,, https://www.tannico.it/champagne-brut-reflet-d-antan-bereche-et-fils.html
wine_01h4pmmfea63n51npjhkfzfjpm,BOTTLE,2017,16500,,, https://www.enosearcher.it/bottiglia/chartogne-taillet-champagne-aoc-heurtebise-2017/
wine_01h4pmmgfhw870bwr490ntwnsk,BOTTLE,2016,18500,,, https://www.tannico.it/champagne-extra-brut-blanc-de-noirs-les-barres-chartogne-taillet.html
wine_01h0qsxnvbs27y0gv1ta59jebb,BOTTLE,0,15000,,, https://www.tannico.it/champagne-extra-brut-l-amateur-blanc-de-blancs-premier-cru-david-leclapart.html
wine_01h4pmmgfa5f3f1hatfgn025xx,BOTTLE,0,11000,,,"Chardonnay, Pinot meunier, Pinot nero https://www.callmewine.com/champagne-brut-les-premices-egly-ouriet-P27064.htm"
wine_01h4pmmfct979abh63xnhwx14r,BOTTLE,0,21000,,, https://www.tannico.it/champagne-brut-rose-grand-cru-egly-ouriet.html
wine_01h4pmmfgv89m5aj8dsee6b4r8,BOTTLE,0,9000,,,70% Pinot Noir 30% Chardonnay https://www.tannico.it/champagne-extra-brut-grand-cru-l-atavique-mouzon-leroux.html
wine_01h4pmmfcxz2b9k7p481k52nqb,BOTTLE,0,16000,,, https://www.glugulp.com/dhondt-grellet-champagne-extra-brut-blanc-de-blancs-cramant-grand-cru
wine_01gzr4ktsdjr7edgveykk4hs4s,BOTTLE,0,35000,,, https://www.tannico.it/champagne-grand-cru-brut-blanc-de-blancs-initial-jacques-selosse.html
wine_01gzr4kszz1am10wm2tkn4mtve,BOTTLE,0,42000,,, https://www.wineexpert.it/it/prodotto/champagne-blanc-de-blancs-version-originale-vo-selosse-jacques.aspx
wine_01h0my5rrtj5shpty7n8tmk0h1,BOTTLE,0,32000,,, https://www.tannico.it/champagne-brut-blanc-de-blancs-grand-cru-ozanne-michel-fallon.html
wine_01h0sq491hjm8yf4y9zdywv7x9,BOTTLE,0,16500,,, https://www.callmewine.com/champagne-cuv%C3%A9e-marie-lancelot-lancelot-pienne-2015-P37051.htm?gclid=CjwKCAjwqZSlBhBwEiwAfoZUIPQdZJabG_IvJKj3uMcVokU0e9aQz-LSyIH0gWdCsZUFuaO5gv64mRoCiskQAvD_BwE
wine_01h4pmmgrwh10csdq0cynm9n6z,BOTTLE,0,8000,,, https://www.tannico.it/champagne-brut-blanc-de-blancs-grand-cru-r-l-legras.html
wine_01h0qsxn611wqtr00ysd7z8gv5,BOTTLE,0,8500,,, https://www.tannico.it/champagne-brut-blanc-de-blancs-grand-cru-legras-et-haas-18266.html
wine_01havwee1v1fr448qa6adhzmme,BOTTLE,0,14000,,, https://www.glugulp.com/stephane-regnault-champagne-extra-brut-blanc-de-blancs-oger-2016-grand-cru-lydien-n-45
wine_01havwee1wexqjy5k4f76qzyh7,BOTTLE,0,9900,,, https://www.glugulp.com/stephane-regnault-champagne-extra-brut-blanc-de-blancs-grand-cru-chromatique
wine_01h0qsxnemh0egfd07es60sv39,BOTTLE,2017,22000,,, https://www.callmewine.com/champagne-maillons-collin-P6774.htm
wine_01h0qsxnemv8xk4c0kjsscqd04,BOTTLE,2016,24500,,, https://www.glugulp.com/ulysse-collin-champagne-extra-brut-blanc-de-blancs-les-pierrires-lieux-dits-v16
wine_01h4pmmgsy15269hvpvaavpmq2,BOTTLE,0,8500,,,84% Pinot Nero 16% Chardonnay https://www.tannico.it/champagne-dosage-zero-vincent-couche.html
wine_01h4pmmgg3agcap38f1w7v37wc,MAGNUM,0,18000,,, https://www.callmewine.com/champagne-aubry-P6768.htm
wine_01gzr4ks77wsdabt6vnn27vs4y,MAGNUM,0,26000,,, https://www.tannico.it/champagne-brut-special-cuvee-bollinger.html
wine_01gzr4ks5h4zp749zmdayb3sac,MAGNUM,0,22000,,, https://www.tannico.it/champagne-premiere-cuvee-extra-brut-bruno-paillard.html
wine_01h4pmmgg5x3xh4ee8x4m2w9kk,MAGNUM,2013,39000,,,"Chardonnay 33%, Meunier 33% Pinot Nero 33% https://www.tannico.it/champagne-brut-nature-cumieres-premier-cru-georges-laval.html"
wine_01gzr4ks7h5x1nhhc1jnbgbg29,MAGNUM,0,110000,,,168° Edition https://www.enosearcher.it/bottiglia/krug-champagne-aoc-grande-cuvee-170eme-edition/
wine_01gzr4ks5hsmde1f5vkm7fzt85,MAGNUM,0,18000,,, https://www.tannico.it/champagne-brut-la-cuvee-laurent-perrier.html
wine_01gzr4ks5h7z6yfdmcpd6fmyrq,MAGNUM,1997,38000,,,1999 - 2000 https://www.tannico.it/champagne-brut-millesime-2008-laurent-perrier.html
wine_01gzr4ks5tefbv8mz37yrb2ndk,MAGNUM,0,23500,,,3 - 242 https://www.tannico.it/champagne-brut-aoc-collection-242-louis-roederer-113408.html?_gl=1*1c2wzes*_up*MQ..&gclid=Cj0KCQjwyt-ZBhCNARIsAKH1174FKAG97IJz0uUG5y2hBXofwTjmsfNpLZ3y1sw8BAQqVWB1Neg9vZwaAtKfEALw_wcB
wine_01gzr4ks63nx7n95vw12dcynhy,MAGNUM,0,18000,,, https://www.tannico.it/champagne-brut-royale-reserve-philipponnat-24351.html
wine_01gzr4ks5wfx390r80n6qp60pz,MAGNUM,0,7200,,,"Chardonnay, Pinot Nero, Aligotè, Gamè https://www.wineexpert.it/it/prodotto/Cremant-de-%20Bourgogne-Gran-cuvee-Brut-Veuve-%20Ambal.aspx"
wine_01h0my5svsg9nzf0v9x01p5jzh,BOTTLE,2020,4900,,, https://www.tannico.it/collio-chardonnay-doc-2019-borgo-del-tiglio.html
wine_01h0my5svse754abhg1s656x65,BOTTLE,2019,7900,,, https://www.enotechepiave.it/vino-bianco/5282-borgo-del-tiglio-selezione-chardonnay-collio-doc-9999000000204.html
wine_01h0qzm233zwqe7p05923rhgpz,BOTTLE,2020,7500,,, https://www.tannico.it/giulia-chardonnay-igt-w-dreams-2020-jermann-tappo-stelvin.html
wine_01gzr4kt12qn1smbq948veqj8h,BOTTLE,2018,3900,,, https://www.laviarte.it/prodotto/chardonnay/
wine_01gzr4ksk6sb13qcsmvv0pps89,BOTTLE,2020,7400,,, https://www.xtrawine.com/it/vini/miani-zitelle-chardonnay-2020/p32877
wine_01h0sq492nnjmb1axqmemska9n,BOTTLE,2020,4300,,,4 - 2017 https://www.callmewine.com/chardonnay-ronco-basso-ronco-del-gnemiz-2020-P38580.htm
