type,size,price,internal_notes,vintage,name,winery_name,info,area
WHITE,BOTTLE, 29.00,https://www.pojeresandri.com/wp-content/uploads/2019/09/Palai-1.pdf?x45718,2017,"MÜLLER THURGAU ""PALAI"" Pojer & Sandri Trentino Doc  ","MÜLLER THURGAU ""PALAI"" Pojer & Sandri Trentino Doc  ",,
WHITE,BOTTLE, 29.00,https://www.shop-cesconi.it/it/nosiola-vigneti-dolomiti-igt-selezione-cesconi-71,2019,NOSIOLA Cesconi Vigneti delle Dolomiti IGT ,NOSIOLA Cesconi Vigneti delle Dolomiti IGT ,,
WHITE,BOTTLE, 35.00,https://shop.toblino.it/product/19793642/largiller-nosiola-selezione,2013,"NOSIOLA ""LARGILLER"" Toblino Vigneti delle Dolomiti IGT ","NOSIOLA ""LARGILLER"" Toblino Vigneti delle Dolomiti IGT ",,
WHITE,BOTTLE, 32.00,https://www.corvee.wine/wp-content/uploads/2019/04/scheda_tecnica_c%C3%B3r.pdf,2016,"PINOT BIANCO ""COR” Corvèe Trentino Doc  ","PINOT BIANCO ""COR” Corvèe Trentino Doc  ",,
WHITE,BOTTLE, 29.00,https://stappando.it/shop/vini-bianchi/sauvignon-vette-s-leonardo-2019/,2020,"SAUVIGNON ""LE VETTE"" G. Gonzaga Vigneti delle Dolomiti IGT ","SAUVIGNON ""LE VETTE"" G. Gonzaga Vigneti delle Dolomiti IGT ",,
WHITE,BOTTLE, 39.00,https://www.shop-cesconi.it/it/olivar-vigneti-dolomiti-igt-cru-cesconi-71,2018,OLIVAR  Cesconi Vigneti delle Dolomiti IGT ,OLIVAR  Cesconi Vigneti delle Dolomiti IGT ,"CHARDONNAY, PINOT BIANCO, PINOT GRIGIO",
RED,BOTTLE, 47.00,https://www.shop-cesconi.it/it/pivier-merlot-vigneti-dolomiti-rosso-igt-cru-cesconi-71,2016,"MERLOT ""PIVIER"" Cesconi Vigneti delle Dolomiti IGT ","MERLOT ""PIVIER"" Cesconi Vigneti delle Dolomiti IGT ",,
RED,BOTTLE, 44.00,https://www.corvee.wine/wp-content/uploads/2019/04/scheda_tecnica_%C3%A0gole.pdf,2016,PINOT NERO “ÀGOLE” Corvée Trentino Doc  ,PINOT NERO “ÀGOLE” Corvée Trentino Doc  ,,
RED,BOTTLE, 42.00,https://www.tannico.it/trentino-pinot-nero-doc-vigna-cantanghel-2017-maso-cantanghel.html,2019,PINOT NERO “VIGNA CANTANGHEL” Maso Cantanghel Trentino Doc  ,PINOT NERO “VIGNA CANTANGHEL” Maso Cantanghel Trentino Doc  ,12 - 2017,
RED,BOTTLE, 34.00,https://www.pojeresandri.com/wp-content/uploads/2019/09/Pinot-Nero.pdf?x45718,2019,PINOT NERO Pojer & Sandri Vigneti Delle Dolomiti IGT  ,PINOT NERO Pojer & Sandri Vigneti Delle Dolomiti IGT  ,4 - 2018,
RED,BOTTLE, 54.00,https://www.pojeresandri.com/wp-content/uploads/2019/09/Pinot-Nero-Rodel-Pianezzi.pdf?x45718,2017,PINOT NERO “RODEL PIANEZZI” Pojer & Sandri Vigneti delle Dolomiti IGT  ,PINOT NERO “RODEL PIANEZZI” Pojer & Sandri Vigneti delle Dolomiti IGT  ,5 - 2015,
RED,BOTTLE, 29.00,https://www.callmewine.com/teroldego-de-vescovi-ulzbach-2019-P35515.htm,2016,TEROLDEGO ROTALIANO De Vescovi Ulzbach Doc  ,TEROLDEGO ROTALIANO De Vescovi Ulzbach Doc  ,,
RED,BOTTLE, 39.00,https://www.callmewine.com/teroldego-vigilius-de-vescovi-ulzbach-2019-P38905.htm,2015,"TEROLDEGO RISERVA ""VIRGILIUS"" De Vescovi Ulzbach Doc ","TEROLDEGO RISERVA ""VIRGILIUS"" De Vescovi Ulzbach Doc ",,
RED,BOTTLE, 34.00,https://www.callmewine.com/teroldego-foradori-2021-P40047.htm,2020,TEROLDEGO ROTALIANO Elisabetta Foradori Doc  ,TEROLDEGO ROTALIANO Elisabetta Foradori Doc  ,6 - 2016,
RED,BOTTLE, 84.00,https://www.callmewine.com/granato-foradori-2019-P34626.htm,2020,"TEROLDEGO RISERVA ""GRANATO"" Elisabetta Foradori Vigneti delle Dolomiti IGT   ","TEROLDEGO RISERVA ""GRANATO"" Elisabetta Foradori Vigneti delle Dolomiti IGT   ",2 - 2019 | 2- 2015,
RED,BOTTLE, 64.00,https://www.ballardini.shop/it/prodotti/vallagarina-igt-cabernet-sauvignon-riserva-fior-di-ciliegio-vin-de-garage-la-vigne,2013,FIOR DI CIGLIEGIO  La Vigne Rosso Val Lagarina IGT  ,FIOR DI CIGLIEGIO  La Vigne Rosso Val Lagarina IGT  ,CABERNET SAUVIGNON,
RED,BOTTLE, 34.00,https://www.ballardini.shop/it/prodotti/rosso-vallagarina-igt-la-vigne-il-ciliegino-vin-de-garage-la-vigne,2015,IL CIGLIEGINO  La Vigne Rosso Val Lagarina IGT ,IL CIGLIEGINO  La Vigne Rosso Val Lagarina IGT ,"CAB. SAUVIGNON, MERLOT",
RED,BOTTLE, 95.00,https://www.sanleonardo.it/vini/carmenere/carmenere.pdf,2016,CARMENÈRE Tenuta San Leonardo Vigneti delle Dolomiti IGT ,CARMENÈRE Tenuta San Leonardo Vigneti delle Dolomiti IGT ,,
RED,BOTTLE, 130.00,https://www.sanleonardo.it/vini/san-leonardo/san-leonardo.pdf,2008,SAN LEONARDO  G. Gonzaga Vigneti delle Dolomiti IGT  - ,SAN LEONARDO  G. Gonzaga Vigneti delle Dolomiti IGT  - ,"MERLOT, CABERNET SAUVIGNON, CARMENÈRE | 2 -  | 1 - 2010",
RED,BOTTLE, 130.00,https://www.sanleonardo.it/vini/san-leonardo/san-leonardo.pdf,2016,SAN LEONARDO  G. Gonzaga Vigneti delle Dolomiti IGT ,SAN LEONARDO  G. Gonzaga Vigneti delle Dolomiti IGT ,"MERLOT, CABERNET SAUVIGNON, CARMENÈRE",
RED,BOTTLE, 42.00,https://www.sanleonardo.it/vini/villa-gresti/villa-gresti.pdf,2016,VILLA GRESTI  Tenuta San Leonardo Vigneti delle Dolomiti IGT  ,VILLA GRESTI  Tenuta San Leonardo Vigneti delle Dolomiti IGT  ,"MERLOT, CARMENERE | ? - 2015",
RED,BOTTLE, 65.00,https://www.pojeresandri.com/wp-content/uploads/2019/09/Rosso-Faye.pdf?x45718,2013,ROSSO FAYE  Pojer & Sandri Vigneti delle Dolomiti IGT  ,ROSSO FAYE  Pojer & Sandri Vigneti delle Dolomiti IGT  ,"CABERNET SAUVIGNON, CABERNET FRANC, MERLOT, LAGREIN",
WHITE,BOTTLE, 180.00,https://www.tannico.it/langhe-chardonnay-doc-gaia-rey-2018-gaja.html,2014,CHARDONNAY “GAJA & REY” Gaja Langhe Doc   ,CHARDONNAY “GAJA & REY” Gaja Langhe Doc   ,1 - 2012 | mattoni,
WHITE,BOTTLE, 180.00,https://www.tannico.it/langhe-chardonnay-doc-gaia-rey-2018-gaja.html,2016,CHARDONNAY “GAJA & REY” Gaja Langhe Doc   ,CHARDONNAY “GAJA & REY” Gaja Langhe Doc   ,mattoni,
WHITE,BOTTLE, 130.00,https://www.enotecatelaro.it/alteni-di-brassica-sauvignon-doc-gaja-2013.html,2014,SAUVIGNON “ALTENI DI BRASSICA” Gaja Langhe Doc    ,SAUVIGNON “ALTENI DI BRASSICA” Gaja Langhe Doc    ,mattoni,
RED,BOTTLE, 120.00,https://www.callmewine.com/barbaresco-curra-bruno-rocca-2018-P33492.htm?gclid=Cj0KCQjwidSWBhDdARIsAIoTVb1lL2rg8o2Dgx85CyAwy17Uwbv0Eza0CkLKqGkJxRPetF2HnqeHafgaAqmMEALw_wcB,2016,BARBARESCO “CURRÁ” Bruno Rocca Docg   ,BARBARESCO “CURRÁ” Bruno Rocca Docg   ,,
RED,BOTTLE, 120.00,https://www.callmewine.com/barbaresco-rabaja-bruno-rocca-2018-P33753.htm,2016,BARBARESCO  “RABAJÀ” Bruno Rocca Docg  ,BARBARESCO  “RABAJÀ” Bruno Rocca Docg  ,,
RED,BOTTLE, 160.00,https://www.ceretto.com/uploads/public/2181_ceretto-barbaresco-docg-bernadot.pdf,2016,BARBARESCO “BERNADOT” Ceretto Docg  ,BARBARESCO “BERNADOT” Ceretto Docg  ,,
RED,BOTTLE, 240.00,https://www.ceretto.com/uploads/public/2177_ceretto-barbaresco-docg-asili.pdf,2015,BARBARESCO “BRICCO ASILI” Ceretto Docg     ,BARBARESCO “BRICCO ASILI” Ceretto Docg     ,1 - 2007 | 3 -  | sottotetto,
RED,BOTTLE, 280.00,,2013,BARBARESCO Gaja Dop     ,BARBARESCO Gaja Dop     ,mattoni | 1 sotto tetto,
RED,BOTTLE, 280.00,,2015,BARBARESCO Gaja Dop   ,BARBARESCO Gaja Dop   ,mattoni,
RED,BOTTLE, 280.00,https://www.callmewine.com/barbaresco-gaja-2018-P32376.htm,2018,BARBARESCO Gaja Dop   ,BARBARESCO Gaja Dop   ,,
RED,BOTTLE, 79.00,https://www.la-spinetta.com/wp-content/uploads/2021/06/barbaresco-bordini-2018.pdf,2019,BARBARESCO “VIGNETO BORDINI” La Spinetta Docg   ,BARBARESCO “VIGNETO BORDINI” La Spinetta Docg   ,2 - 2018 | 1 - 2015,
RED,BOTTLE, 170.00,https://www.enotecasanpietro.it/rossi/1363-vigneto-gallina-2015-la-spinetta-barbaresco-docg.html,2011,BARBARESCO “VIGNETO GALLINA” La Spinetta Docg  ,BARBARESCO “VIGNETO GALLINA” La Spinetta Docg  ,1 sotto tetto,
RED,BOTTLE, 170.00,https://www.enotecasanpietro.it/rossi/1363-vigneto-gallina-2015-la-spinetta-barbaresco-docg.html,2014,BARBARESCO “VIGNETO GALLINA” La Spinetta Docg   ,BARBARESCO “VIGNETO GALLINA” La Spinetta Docg   ,,
RED,BOTTLE, 170.00,https://www.la-spinetta.com/wp-content/uploads/2020/07/la-spinetta-barbaresco-starderi-docg-2014-it.pdf,2011,BARBARESCO “VIGNETO STARDERI” La Spinetta Docg   ,BARBARESCO “VIGNETO STARDERI” La Spinetta Docg   ,1 sotto tetto,
RED,BOTTLE, 175.00,https://www.la-spinetta.com/wp-content/uploads/2020/07/la-spinetta-barbaresco-starderi-docg-2014-it.pdf,2014,BARBARESCO “VIGNETO STARDERI” La Spinetta Docg  ,BARBARESCO “VIGNETO STARDERI” La Spinetta Docg  ,3 legno,
RED,BOTTLE, 150.00,https://www.la-spinetta.com/wp-content/uploads/2020/07/la-spinetta-barbaresco-valeirano-docg-2014-it.pdf,2014,BARBARESCO “VIGNETO VALERANO” La Spinetta Docg     ,BARBARESCO “VIGNETO VALERANO” La Spinetta Docg     ,3 -  legno | 1 - 2006 | 2 - 2008 | 1 sotto tetto,
RED,BOTTLE, 44.00,http://www.caviola.com/pdf/BARBERA_D_ALBA_BRIC_DU_LUV_ITA.pdf,2017,BARBERA D’ALBA “BRIC DU LUV” Ca' Viola Doc  ,BARBERA D’ALBA “BRIC DU LUV” Ca' Viola Doc  ,5 - 2016,
RED,BOTTLE, 29.00,https://www.callmewine.com/barbera-vignota-conterno-fantino-2020-P35287.htm,2020,BARBERA D’ALBA “VIGNOTA” Conterno Fantino Doc  ,BARBERA D’ALBA “VIGNOTA” Conterno Fantino Doc  ,4 - 2018,
RED,BOTTLE, 29.00,https://www.callmewine.com/barbera-trevigne-clerico-2020-P39962.htm,2017,BARBERA D’ALBA “TREVIGNE” Domenico Clerico Doc ,BARBERA D’ALBA “TREVIGNE” Domenico Clerico Doc ,,
RED,BOTTLE, 29.00,https://www.elioaltare.com/it/i-vini/barbera-dalba-doc/20,2021,BARBERA D'ALBA Elio Altare Doc  ,BARBERA D'ALBA Elio Altare Doc  ,6 - 2020,
RED,BOTTLE, 35.00,https://www.elviocogno.com/wp-content/uploads/2015/11/09-barbera-it.pdf,2017,BARBERA D’ALBA “BRICCO DEI MERLI” Elvio Cogno Doc ,BARBERA D’ALBA “BRICCO DEI MERLI” Elvio Cogno Doc ,,
RED,BOTTLE, 75.00,https://www.ballardini.shop/it/prodotti/barbera-d-alba-doc-vigna-francia-giacomo-conterno,2020,BARBERA D’ALBA “VIGNA FRANCIA” Conterno Giacomo Doc ,BARBERA D’ALBA “VIGNA FRANCIA” Conterno Giacomo Doc ,,
RED,BOTTLE, 59.00,https://www.la-spinetta.com/wp-content/uploads/2020/07/la-spinetta-barbera-d-alba-doc-gallina-2016-it.pdf,2014,BARBERA D’ALBA “GALLINA” La Spinetta Doc  ,BARBERA D’ALBA “GALLINA” La Spinetta Doc  ,,
RED,BOTTLE, 55.00,https://www.vietti.com/wp-content/uploads/Vietti_Barbera-Alba-Vigna-Scarrone-2019_IT.pdf,2020,"BARBERA D'ALBA ""VIGNA SCARRONE"" Vietti Doc ","BARBERA D'ALBA ""VIGNA SCARRONE"" Vietti Doc ",,
RED,BOTTLE, 76.00,https://www.braida.it/wp-content/uploads/2022/03/Bricco-dell-uccellone.pdf,2018,"BARBERA D’ASTI ""BRICO DELL'UCCELLONE"" Braida di Giacomo Bologna Docg ","BARBERA D’ASTI ""BRICO DELL'UCCELLONE"" Braida di Giacomo Bologna Docg ",,
RED,BOTTLE, 29.00,https://www.braida.it/wp-content/uploads/2022/03/Curej-2.pdf,2020,"BARBERA D’ASTI ""CUREJ"" Braida di Giacomo Bologna Docg ","BARBERA D’ASTI ""CUREJ"" Braida di Giacomo Bologna Docg ",,
RED,BOTTLE, 29.00,https://www.braida.it/wp-content/uploads/2022/03/montebruna.pdf,2018,"BARBERA D’ASTI ""MONTEBRUNA"" Braida di Giacomo Bologna Docg ","BARBERA D’ASTI ""MONTEBRUNA"" Braida di Giacomo Bologna Docg ",,
RED,BOTTLE, 29.00,http://cantinedamilano.it/wp-content/uploads/2017/11/10-Barbera-dAsti.pdf,2018,BARBERA D’ASTI Damilano Docg ,BARBERA D’ASTI Damilano Docg ,,
RED,BOTTLE, 54.00,https://www.la-spinetta.com/wp-content/uploads/2020/02/barbera-bionzo-2016-ita.pdf,2015,BARBERA D’ASTI Superiore “BIONZO” La Spinetta Docg  ,BARBERA D’ASTI Superiore “BIONZO” La Spinetta Docg  ,,
RED,BOTTLE, 29.00,https://www.la-spinetta.com/wp-content/uploads/2021/06/ca-di-pian-2018.pdf,2018,BARBERA D’ASTI “CA’ DI PIAN” La Spinetta Docg  ,BARBERA D’ASTI “CA’ DI PIAN” La Spinetta Docg  ,8 - 2016,
RED,BOTTLE, 59.00,https://www.abbona.com/wp-content/uploads/2015/05/Barolo-2018.pdf,2018,BAROLO Abbona Marziano Docg ,BAROLO Abbona Marziano Docg ,,
RED,BOTTLE, 85.00,https://www.abbona.com/wp-content/uploads/2015/03/Cerviano-Merli-2016.pdf,2016,BAROLO “CERVIANO” Abbona Marziano Docg  ,BAROLO “CERVIANO” Abbona Marziano Docg  ,1 mattoni,
RED,BOTTLE, 85.00,https://www.abbona.com/wp-content/uploads/2015/03/Ravera-2015.pdf,2015,BAROLO “RAVERA” Abbona Marziano Docg  ,BAROLO “RAVERA” Abbona Marziano Docg  ,2 - 2011,
RED,BOTTLE, 95.00,http://www.caviola.com/pdf/BAROLO_SOTTOCASTELLO_DI_NOVELLO_ITA.pdf,2017,"BAROLO ""SOTTOCASTELLO DI NOVELLO"" Ca'Viola Langhe Doc ","BAROLO ""SOTTOCASTELLO DI NOVELLO"" Ca'Viola Langhe Doc ",,
RED,BOTTLE, 95.00,https://www.cavallotto.com/wp-content/uploads/2016/02/IT.BBB_.2017-4.pdf,2017,"BAROLO ""BRICCO BOSCHIS"" Cavallotto Docg ","BAROLO ""BRICCO BOSCHIS"" Cavallotto Docg ",,
RED,BOTTLE, 160.00,https://www.cavallotto.com/wp-content/uploads/2016/02/IT.BRV_.2015-4.pdf,2015,"BAROLO ""RISERVA VIGNOLO"" Cavallotto Docg ","BAROLO ""RISERVA VIGNOLO"" Cavallotto Docg ",,
RED,BOTTLE, 85.00,https://www.ceretto.com/uploads/public/2199_ceretto-barolo-docg.pdf,2017,BAROLO Ceretto Docg  ,BAROLO Ceretto Docg  ,1 - 2016,
RED,BOTTLE, 280.00,https://www.ceretto.com/uploads/public/2016_it-ceretto-barolo-docg-bricco-rocche.pdf,2013,BAROLO “BRICCO ROCCHE” Ceretto Docg   ,BAROLO “BRICCO ROCCHE” Ceretto Docg   ,mattoni,
RED,BOTTLE, 190.00,https://www.ceretto.com/uploads/public/2191_ceretto-barolo-docg-brunate.pdf,2009,BAROLO “BRUNATE” Ceretto Docg      ,BAROLO “BRUNATE” Ceretto Docg      ,2 - 2013 | 1 sotto tetto,
RED,BOTTLE, 190.00,https://www.ceretto.com/uploads/public/2194_ceretto-barolo-docg-bussia.pdf,2017,BAROLO “BUSSÌA” Ceretto Docg  ,BAROLO “BUSSÌA” Ceretto Docg  ,,
RED,BOTTLE, 190.00,https://www.ceretto.com/uploads/public/2197_ceretto-barolo-docg-prapo.pdf,2013,BAROLO “PRAPPÒ” Ceretto Docg   ,BAROLO “PRAPPÒ” Ceretto Docg   ,1 sotto tetto,
RED,BOTTLE, 110.00,https://www.callmewine.com/barolo-vigna-del-gris-conterno-fantino-2017-P29720.htm,2018,BAROLO “GINESTRA VIGNA DEL GRIS” Conterno Fantino Docg     ,BAROLO “GINESTRA VIGNA DEL GRIS” Conterno Fantino Docg     ,3 - 2017 | 11 - ,
RED,BOTTLE, 110.00,https://www.callmewine.com/barolo-mosconi-conterno-fantino-2017-P30515.htm,2017,BAROLO “GINESTRA VIGNA MOSCONI VIGNA PED” Conterno Fantino Docg    ,BAROLO “GINESTRA VIGNA MOSCONI VIGNA PED” Conterno Fantino Docg    ,3 - 2015,
RED,BOTTLE, 139.00,https://www.wineshop.it/it/barolo-vigna-sori-ginestra-conterno-fantino.html,2019,BAROLO “VIGNA SORÌ GINESTRA” Conterno Fantino Docg ,BAROLO “VIGNA SORÌ GINESTRA” Conterno Fantino Docg ,,
RED,BOTTLE, 300.00,https://www.callmewine.com/barolo-arione-giacomo-conterno-2017-P30441.htm,2018,BAROLO “ARIONE” Conterno Giacomo Docg ,BAROLO “ARIONE” Conterno Giacomo Docg ,,
RED,BOTTLE, 290.00,https://www.callmewine.com/barolo-francia-conterno-2017-P30437.htm?gclid=Cj0KCQjwidSWBhDdARIsAIoTVb1XeIyd9Z9WFrElGsjnhfvpkb80G6tw7pugu8_OzM7DYfayJPrtgPQaAgOfEALw_wcB,2017,BAROLO “VIGNA FRANCIA” Conterno Giacomo Docg  ,BAROLO “VIGNA FRANCIA” Conterno Giacomo Docg  ,,
RED,BOTTLE, 290.00,https://www.callmewine.com/barolo-francia-conterno-2017-P30437.htm?gclid=Cj0KCQjwidSWBhDdARIsAIoTVb1XeIyd9Z9WFrElGsjnhfvpkb80G6tw7pugu8_OzM7DYfayJPrtgPQaAgOfEALw_wcB,2018,BAROLO “VIGNA FRANCIA” Conterno Giacomo Docg ,BAROLO “VIGNA FRANCIA” Conterno Giacomo Docg ,,
RED,BOTTLE, 1.100.00,https://www.callmewine.com/monfortino-conterno-2015-P30439.htm,2015,BAROLO “RISERVA MONFORTINO” Conterno Giacomo Docg  ,BAROLO “RISERVA MONFORTINO” Conterno Giacomo Docg  ,,
RED,BOTTLE, 120.00,https://www.callmewine.com/barolo-cannubi-damilano-2017-P36586.htm?gclid=Cj0KCQjwidSWBhDdARIsAIoTVb1pj1FLqkWtOYNdfrzLq7HcV162J6TUw2ZdK9aDd-1uPGDkz4SV1CUaAhJGEALw_wcB,2009,BAROLO “CANNUBI” Damilano Docg  ,BAROLO “CANNUBI” Damilano Docg  ,,
RED,BOTTLE, 75.00,https://www.vinatis.it/45244-barolo-2017-domenico-clerico,2017,BAROLO Domenico Clerico Docg ,BAROLO Domenico Clerico Docg ,,
RED,BOTTLE, 290.00,https://www.enotecatelaro.it/percristina-barolo-docg-domenico-clerico.html,2010,"BAROLO ""PER CRISTINA"" Domenico Clerico Docg ","BAROLO ""PER CRISTINA"" Domenico Clerico Docg ",,
RED,BOTTLE, 140.00,http://www.pira-chiaraboschis.com/images/SchedeTecniche/Scheda_Tecnica_Barolo_Mosconi_2010.pdf,2017,"BAROLO ""MOSCONI"" E. Pira e Figli - Chiara Boschis Docg ","BAROLO ""MOSCONI"" E. Pira e Figli - Chiara Boschis Docg ",,
RED,BOTTLE, 120.00,http://www.pira-chiaraboschis.com/Barolo_ViaNuova.html,2018,"BAROLO ""VIA NUOVA"" E. Pira e Figli - Chiara Boschis Docg   ","BAROLO ""VIA NUOVA"" E. Pira e Figli - Chiara Boschis Docg   ",3 - 2017 | 1 bt mattoni,
RED,BOTTLE, 99.00,https://www.tannico.it/barolo-docg-2017-elio-altare.html,2018,BAROLO Classico Elio Altare Docg  ,BAROLO Classico Elio Altare Docg  ,6 - 2017,
RED,BOTTLE, 115.00,https://www.elviocogno.com/wp-content/uploads/2015/11/01_barolo-ravera-it.pdf,2015,BAROLO “RAVERA” Elvio Cogno Docg  ,BAROLO “RAVERA” Elvio Cogno Docg  ,,
RED,BOTTLE, 140.00,https://www.elviocogno.com/wp-content/uploads/2015/11/03-barolo-vignaelena-it.pdf,2014,BAROLO Riserva “VIGNA ELENA” Elvio Cogno Docg   ,BAROLO Riserva “VIGNA ELENA” Elvio Cogno Docg   ,1 - 2009 mattoni,
RED,BOTTLE, 110.00,https://www.winedoor.it/barolo-dagromis-docg-gaja.html,2018,"BAROLO “DAGROMIS"" Gaja Docg   ","BAROLO “DAGROMIS"" Gaja Docg   ",3 - 2017 | 1 -2015,
RED,BOTTLE, 420.00,https://www.callmewine.com/barolo-sperss-gaja-2017-P35573.htm?gclid=Cj0KCQjwidSWBhDdARIsAIoTVb2NxDPMaqic7hS1H_KvvDFJhZueWb1E3elWpcEYbtZOXrZn6G3zMW0aAqSNEALw_wcB,2017,"BAROLO “SPERSS"" Gaja Docg ","BAROLO “SPERSS"" Gaja Docg ",,
RED,BOTTLE, 200.00,https://www.la-spinetta.com/wp-content/uploads/2020/07/la-spinetta-barolo-campe-docg-2014-it.pdf,2014,BAROLO “VIGNETO CAMPE” La Spinetta Docg  ,BAROLO “VIGNETO CAMPE” La Spinetta Docg  ,3 - 2011,
RED,BOTTLE, 220.00,https://www.la-spinetta.com/wp-content/uploads/2020/07/la-spinetta-barolo-campe-docg-2014-it.pdf,2009,BAROLO “VIGNETO CAMPE” La Spinetta Docg ,BAROLO “VIGNETO CAMPE” La Spinetta Docg ,,
RED,BOTTLE, 99.00,https://www.la-spinetta.com/wp-content/uploads/2020/02/barolo-garretti-2018-ita.pdf,2018,BAROLO “VIGNETO GARRETTI” La Spinetta Docg ,BAROLO “VIGNETO GARRETTI” La Spinetta Docg ,,
RED,BOTTLE, 69.00,https://www.massolino.it/wp-content/uploads/Massolino_Barolo-DOCG_ITA.pdf,2017,"BAROLO ""SERRELUNGA"" Massolino Docg ","BAROLO ""SERRELUNGA"" Massolino Docg ",,
RED,BOTTLE, 75.00,https://www.oddero.it/images/pdf/it/Barolo.pdf,2018,BAROLO Classico Oddero Docg ,BAROLO Classico Oddero Docg ,,
RED,BOTTLE, 150.00,https://www.parusso.com/images/vini/bussia/scheda_barolo_docg_bussia.pdf,2018,"BAROLO ""BUSSÌA"" Parusso Docg ","BAROLO ""BUSSÌA"" Parusso Docg ",,
RED,BOTTLE, 75.00,https://www.parusso.com/images/vini/barolo/perarmando_it.pdf,2018,"BAROLO ""PERARMANDO"" Parusso Docg ","BAROLO ""PERARMANDO"" Parusso Docg ",,
RED,BOTTLE, 105.00,https://www.prunotto.it/it/vino/bussia-barolo-docg/?wineyear=2017&gen_pdf=1,2017,"BAROLO ""BUSSÌA"" Prunotto Docg ","BAROLO ""BUSSÌA"" Prunotto Docg ",,
RED,BOTTLE, 75.00,https://www.rocchedeimanzoni.it/wp-content/uploads/2018/12/05_barolo-docg-it-min.pdf,2018,BAROLO Rocche dei Manzoni Docg ,BAROLO Rocche dei Manzoni Docg ,,
RED,BOTTLE, 80.00,https://www.vietti.com/wp-content/uploads/Vietti_Barolo-Castiglione-2018_IT.pdf,2018,"BAROLO ""CASTIGLIONE"" Vietti Docg ","BAROLO ""CASTIGLIONE"" Vietti Docg ",,
RED,BOTTLE, 270.00,https://www.vietti.com/wp-content/uploads/Vietti_Barolo-Lazzarito-2018_IT.pdf,2018,"BAROLO ""LAZZARITO"" Vietti Docg ","BAROLO ""LAZZARITO"" Vietti Docg ",,
RED,BOTTLE, 270.00,https://www.vietti.com/wp-content/uploads/Vietti_Barolo-Cerequio-2018_IT.pdf,2018,"BAROLO ""CEREQUIO"" Vietti Docg ","BAROLO ""CEREQUIO"" Vietti Docg ",,
RED,BOTTLE, 38.00,https://www.abbona.com/wp-content/uploads/2015/03/Pap%C3%A0-Celso-2017-2.pdf,2016,DOLCETTO “PAPÁ CELSO” Abbona Marziano Dogliani Docg ,DOLCETTO “PAPÁ CELSO” Abbona Marziano Dogliani Docg ,,
RED,BOTTLE, 29.00,https://www.brunorocca.it/vini/dolcetto-dalba-doc-trifole/,2019,DOLCETTO “TRIFOLÈ” Bruno Rocca Dolcetto d’Alba Doc ,DOLCETTO “TRIFOLÈ” Bruno Rocca Dolcetto d’Alba Doc ,,
RED,BOTTLE, 29.00,http://www.caviola.com/pdf/DOLCETTO_D_ALBA_BARTUROT_ITA.pdf,2019,DOLCETTO “BARTUROT” Ca' Viola Doc  ,DOLCETTO “BARTUROT” Ca' Viola Doc  ,6 - 2016,
RED,BOTTLE, 29.00,https://www.ceretto.com/uploads/public/2202_ceretto-dolcetto-doc-rossana.pdf,2020,DOLCETTO “ROSSANA” Ceretto Doc ,DOLCETTO “ROSSANA” Ceretto Doc ,,
RED,BOTTLE, 29.00,https://www.ceretto.com/uploads/public/2202_ceretto-dolcetto-doc-rossana.pdf,2020,DOLCETTO Elio Altare Doc ,DOLCETTO Elio Altare Doc ,,
RED,BOTTLE, 89.00,https://www.callmewine.com/gattinara-molsino-nervi-2016-P27753.htm?gclid=Cj0KCQjwidSWBhDdARIsAIoTVb3NDB9nLoYOqVhWPMhYkevrKFTDUeA2B2gDqfK1af3EVnk9EXWgDS4aAvSDEALw_wcB,2019,GATTINARA  Nervi Alto Piemonte Gattinara Docg ,GATTINARA  Nervi Alto Piemonte Gattinara Docg ,NEBBIOLO,
RED,BOTTLE, 175.00,https://www.altopiemonteitalia.com/Gattinara-Vigna-Valferana-Nervi-Conterno,2018,"GATTINARA ""VIGNA VALFERANA""  Nervi Alto Piemonte Gattinara Docg ","GATTINARA ""VIGNA VALFERANA""  Nervi Alto Piemonte Gattinara Docg ",NEBBIOLO,
RED,BOTTLE, 36.00,https://www.tannico.it/langhe-nebbiolo-doc-giblin-2018-ca-viola.html,2019,"NEBBIOLO ""GIBLIN"" Ca'Viola Langhe Doc  ","NEBBIOLO ""GIBLIN"" Ca'Viola Langhe Doc  ",4 - 2017,
RED,BOTTLE, 36.00,https://www.ceretto.com/uploads/public/2213_ceretto-nebbiolo-doc-bernardina.pdf,2020,NEBBIOLO “BERNARDINA” Ceretto Doc  ,NEBBIOLO “BERNARDINA” Ceretto Doc  ,9 - 2019,
RED,BOTTLE, 59.00,https://www.callmewine.com/nebbiolo-chiara-boschis-e-pira-figli-2019-P34253.htm,2020,NEBBIOLO E. Pira e Figli - Chiara Boschis Docg ,NEBBIOLO E. Pira e Figli - Chiara Boschis Docg ,,
RED,BOTTLE, 36.00,https://www.callmewine.com/nebbiolo-ginestrino-conterno-fantino-2019-P30893.htm,2021,NEBBIOLO “GINESTRINO” Conterno Fantino Langhe Doc ,NEBBIOLO “GINESTRINO” Conterno Fantino Langhe Doc ,,
