type,size,price,internal_notes,vintage,name,winery_name,info,area
WHITE,BOTTLE, 49.00,https://www.callmewine.com/sacrisassi-bianco-le-due-terre-2019-P37795.htm,2019,SACRISASSI BIANCO  Le due Terre Doc COF ,SACRISASSI BIANCO  Le due Terre Doc COF ,"FRIULANO, RIBOLLA GIALLA",
WHITE,BOTTLE, 69.00,https://www.tannico.it/rosazzo-docg-terre-alte-2018-felluga.html,2018,TERRE ALTE  Livio Felluga Rosazzo DOCG ,TERRE ALTE  Livio Felluga Rosazzo DOCG ,"SAUVIGNON, PINOT BIANCO, FRIULANO",
WHITE,BOTTLE, 54.00,https://www.callmewine.com/braide-alte-livon-2019-P35799.htm,2019,BRAIDE ALTE  Livon IGT Venezia Giulia ,BRAIDE ALTE  Livon IGT Venezia Giulia ,"CHARDONNAY, SAUVIGNON, PICOLIT, MOSCATO GIALLO",
WHITE,BOTTLE, 54.00,https://www.picech.com/wp-content/uploads/2021/07/Jelka2016_Ita.pdf,2015,"BIANCO ""JELKA""  Picéch Doc Collio ","BIANCO ""JELKA""  Picéch Doc Collio ","RIBOLLA GIALLA, FRIULANO, MALVASIA",
WHITE,BOTTLE, 76.00,https://www.tannico.it/venezia-giulia-bianco-igt-oslavje-2015-radikon-0-5l.html,2015,"BIANCO ""OSLAVJE""  Radikon IGT Venezia Giulia   ","BIANCO ""OSLAVJE""  Radikon IGT Venezia Giulia   ","CHARDONNAY, PINOT GRIGIO, SAUVIGNON",
WHITE,BOTTLE, 42.00,https://www.tannico.it/venezia-giulia-bianco-slatnik-2017-radikon.html,2017,"BIANCO ""SLATNIK""  Radikon IGT Venezia Giulia   ","BIANCO ""SLATNIK""  Radikon IGT Venezia Giulia   ","CHARDONNAY, FRIULANO",
WHITE,BOTTLE, 29.00,https://www.vinodalproduttore.it/prodotto/latimis-bianco-2019-doc-friuli-isonzo-ronco-del-gelso/,2019,"BIANCO ""LATIMIS""   Ronco del Gelso Doc Friuli Isonzo Rive Alte ","BIANCO ""LATIMIS""   Ronco del Gelso Doc Friuli Isonzo Rive Alte ","PINOT BIANCO, FRIULANO, RIESLING",
WHITE,BOTTLE, 32.00,https://www.callmewine.com/collio-bianco-fosarin-ronco-dei-tassi-2019-P33972.htm,2018,FOSARIN COLLIO BIANCO  Ronco dei Tassi Dop Collio ,FOSARIN COLLIO BIANCO  Ronco dei Tassi Dop Collio ,"FRIULANO, MALVASIA, PINOT BIANCO",
WHITE,BOTTLE, 49.00,https://www.marcofelluga.com/vini/collio-bianco-col-disore-russiz-superiore/,2017,COL DISÔRE BIANCO  Russiz Superiore Doc Collio ,COL DISÔRE BIANCO  Russiz Superiore Doc Collio ,"PINOT BIANCO, FRIULANO, SAUVIGNON, RIBOLLA GIALLA",
WHITE,BOTTLE, 28.00,https://lisfadis.com/wp-content/uploads/2017/09/LIS-FADIS_ITA_Bergul-bianco-092016.pdf,2017,BERGUL BIANCO   Lis Fadis Doc COF ,BERGUL BIANCO   Lis Fadis Doc COF ,"FRIULANO, CHARDONNAY, SAUVIGNON",
WHITE,BOTTLE, 56.00,https://www.xtrawine.com/it/vini/miani-bianco-miani-2020/p32872,2021,BIANCO MIANI  Miani Doc COF ,BIANCO MIANI  Miani Doc COF ,"FRIULANO, MALVASIA, RIBOLLA GIALLA",
WHITE,BOTTLE, 75.00,https://www.di-vinita.it/prodotto/ronco-delle-cime-friulano-doc-collio-venica-venica/,2011,FRIULANO “RONCO DELLE CIME” Venica & Venica Doc COF ,FRIULANO “RONCO DELLE CIME” Venica & Venica Doc COF ,,
WHITE,BOTTLE, 82.00,https://www.venica.it/bianchi/ronco-delle-mele-sauvignon-doc-collio/,2010,SAUVIGNON “RONCO DELLE MELE” Venica & Venica Doc Collio  / 2011,SAUVIGNON “RONCO DELLE MELE” Venica & Venica Doc Collio  / 2011,1-,
RED,BOTTLE, 33.00,https://www.enolike.it/product/cabernet-franc-2019-antico-broilo/,2020,CABERNET FRANC Antico Broilo Doc COF ,CABERNET FRANC Antico Broilo Doc COF ,,
RED,BOTTLE, 35.00,https://www.wineexpert.it/it/prodotto/collio-cabernet-franc-2017-doro-princic.aspx,2020,CABERNET FRANC Doro Princic Doc Collio  ,CABERNET FRANC Doro Princic Doc Collio  ,1 - 2018,
RED,BOTTLE, 32.00,https://divinishop.it/products/sturm-cabernet-franc-dop-collio-2017-cl-75,2020,CABERNET FRANC Oscar Sturm Doc Collio  ,CABERNET FRANC Oscar Sturm Doc Collio  ,11 - 2019,
RED,BOTTLE, 35.00,https://www.xtrawine.com/it/vini/russiz-superiore-collio-cabernet-franc-2018/p31357,2019,CABERNET FRANC Russiz Superiore Doc Collio  ,CABERNET FRANC Russiz Superiore Doc Collio  ,12 - 2018,
RED,BOTTLE, 29.00,https://www.ferrowine.it/rossi/1672-v-venica-cabernet-franc-doc-cl-75-friuli.html,2018,CABERNET FRANC Venica & Venica Doc Collio ,CABERNET FRANC Venica & Venica Doc Collio ,,
RED,BOTTLE, 29.00,https://www.callmewine.com/cabernet-sauvignon-lis-neris-2019-P35935.htm,2019,CABERNET SAUVIGNON Lis Neris IGT Venezia Giulia ,CABERNET SAUVIGNON Lis Neris IGT Venezia Giulia ,,
RED,BOTTLE, 42.00,https://www.vivino.com/IT/it/sturm-cabernet-sauvignon/w/1268507,2019,CABERNET SAUVIGNON Oscar Sturm Doc Collio  ,CABERNET SAUVIGNON Oscar Sturm Doc Collio  ,25 - 2018,
RED,BOTTLE, 34.00,https://www.anticobroilo.com/portfolio-item/merlot/,2019,MERLOT Antico Broilo COF ,MERLOT Antico Broilo COF ,,
RED,BOTTLE, 42.00,https://www.anticobroilo.com/portfolio-item/merlot-riserva/,2016,MERLOT Riserva Antico Broilo COF ,MERLOT Riserva Antico Broilo COF ,,
RED,BOTTLE, 28.00,https://www.contedattimismaniago.it/produzione/schioppettino/,2020,MERLOT Conte D'Attimis Doc COF  - NON INSERIRE IN CARTA ,MERLOT Conte D'Attimis Doc COF  - NON INSERIRE IN CARTA ,,
RED,BOTTLE, 46.00,https://www.wineexpert.it/it/prodotto/collio-merlot-2016-doro-princic.aspx,2019,MERLOT Doro Princic Doc Collio   ,MERLOT Doro Princic Doc Collio   ,6 - 2017 | 6 - 2020,
RED,BOTTLE, 84.00,http://lacastellada.it/schede-tecniche/Merlot.pdf,2007,MERLOT Riserva La Castellada Doc Collio ,MERLOT Riserva La Castellada Doc Collio ,,
RED,BOTTLE, 36.00,https://www.laviarte.it/cms/wp-content/uploads/2017/07/merlot-riserva-la-viarte-it.pdf,2013,MERLOT Riserva LA VIARTE COF  ,MERLOT Riserva LA VIARTE COF  , -  | mattoni,
RED,BOTTLE, 49.00,https://www.tannico.it/colli-orientali-del-friuli-doc-merlot-2017-le-due-terre.html,2018,MERLOT Le Due Terre Doc COF  ,MERLOT Le Due Terre Doc COF  ,6 - 2017,
RED,BOTTLE, 62.00,https://lisfadis.com/wp-content/uploads/2017/09/LIS-FADIS_ITA_Gian-092016.pdf,2016,"MERLOT ""GIAN"" Lis Fadis Doc COF ","MERLOT ""GIAN"" Lis Fadis Doc COF ",,
RED,BOTTLE, 34.00,https://www.liviofelluga.it/portfolio/merlot,2017,MERLOT Livio Felluga Doc COF ,MERLOT Livio Felluga Doc COF ,,
RED,BOTTLE, 34.00,https://www.frescomarketonline.it/online/product/livon-tiare-mate-merlot-doc-75-cl?productId=12589&generalid=900010&generaltype=subcategory,2017,MERLOT “TIARE MATE” Livon Doc Collio ,MERLOT “TIARE MATE” Livon Doc Collio ,,
RED,BOTTLE, 42.00,https://sturm.it/i-nostri-vini/merlot/,2019,MERLOT BIO Oscar Sturm Doc Collio  ,MERLOT BIO Oscar Sturm Doc Collio  ,34 -2018,
RED,BOTTLE, 32.00,http://www.roncodelgelso.com/wp-content/uploads/2019/02/SCHEDA-TECNICA-SINTESI.pdf,2016,"MERLOT ""SINTESI"" Ronco del Gelso Doc Friuli Isonzo Rive Alte ","MERLOT ""SINTESI"" Ronco del Gelso Doc Friuli Isonzo Rive Alte ",,
RED,BOTTLE, 74.00,https://www.tannico.it/colli-orientali-del-friuli-merlot-riserva-doc-artiul-2015-ronco-severo.html,2018,"MERLOT Riserva ""ARTIUL"" Ronco Severo Doc COF ","MERLOT Riserva ""ARTIUL"" Ronco Severo Doc COF ",,
RED,BOTTLE, 59.00,https://depuppi.it/wp-content/uploads/2020/06/005-SchedeVino-ITA-GIU20-RosaBosco-BoscoRosso.pdf,2018,"MERLOT ""il BOSCOROSSO"" Rosa Bosco De Puppi Doc COF ","MERLOT ""il BOSCOROSSO"" Rosa Bosco De Puppi Doc COF ",,
RED,BOTTLE, 36.00,https://www.marcofelluga.com/wp-content/uploads/2021/10/scheda-tecnica-22.pdf,2020,MERLOT Russiz Superiore Doc Collio ,MERLOT Russiz Superiore Doc Collio ,,
RED,BOTTLE, 29.00,http://www.schiopetto.it/vini/merlot/,2020,"MERLOT ""DEL POMPIERE"" Schioppetto IGT Venezia Giulia ","MERLOT ""DEL POMPIERE"" Schioppetto IGT Venezia Giulia ",,
RED,BOTTLE, 39.00,https://www.tenutetomasella.it/cms/wp-content/uploads/LE-BASTIE-ROSSO-Friuli-Grave-DOC-IT.pdf,2012,"MERLOT ""LE BASTÌE ROSSO"" Tenute Tomasella Grave del Friuli Doc ","MERLOT ""LE BASTÌE ROSSO"" Tenute Tomasella Grave del Friuli Doc ",,
RED,BOTTLE, 37.00,https://www.callmewine.com/merlot-etichetta-bianca-toros-2021-P40005.htm,2021,MERLOT Toros Doc Collio  ,MERLOT Toros Doc Collio  ,6 - 2020,
RED,BOTTLE, 99.00,https://www.callmewine.com/merlot-etichetta-rossa-toros-2018-P40014.htm?gclid=CjwKCAjw_b6WBhAQEiwAp4HyINpLk8WIP3gbXQccHKRl2dDQHI8aA8WGZ4bGAvwx_CGCN6Jg_vXPthoCBUQQAvD_BwE,2016,MERLOT Riserva Toros Doc Collio  ,MERLOT Riserva Toros Doc Collio  ,4 - 2015,
RED,BOTTLE, 28.00,https://www.callmewine.com/merlot-venica-2019-P38534.htm,2018,MERLOT Venica & Venica Doc Collio ,MERLOT Venica & Venica Doc Collio ,,
RED,BOTTLE, 38.00,http://www.vistorta.it/merlot-vistorta,2015,MERLOT “CONTE BRANDOLINI” Vistorta Doc Friuli Grave  ,MERLOT “CONTE BRANDOLINI” Vistorta Doc Friuli Grave  ,5 - 2012,
RED,BOTTLE, 54.00,https://www.borgosandaniele.com/arbis/,2017,PIGNOLO “ARBIS RòS” Borgo San Daniele Doc Collio  ,PIGNOLO “ARBIS RòS” Borgo San Daniele Doc Collio  ,6 - 2016,
RED,BOTTLE, 170.00,https://www.tannico.it/venezia-giulia-rosso-igt-pignol-2004-bressan-mastri-vinai.html,2004,PIGNOLO Bressan Mastri Vinai IGP Venezia Giulia  ,PIGNOLO Bressan Mastri Vinai IGP Venezia Giulia  ,mattoni,
RED,BOTTLE, 36.00,https://www.tannico.it/pignolo-delle-venezie-igp-2017-dario-coos.html,2017,PIGNOLO Dario Coos IGP Trevenezie ,PIGNOLO Dario Coos IGP Trevenezie ,,
RED,BOTTLE, 45.00,https://www.tannico.it/venezia-giulia-pignolo-igt-pignacolusse-2013-jermann.html,2016,"PIGNOLO ""PIGNACOLUSSE"" Jermann IGP Venezia Giulia  ","PIGNOLO ""PIGNACOLUSSE"" Jermann IGP Venezia Giulia  ",3 - 2015,
RED,BOTTLE, 110.00,https://www.laviarte.it/prodotto/pignolo/,2010,PIGNOLO Riserva La Viarte Doc COF ,PIGNOLO Riserva La Viarte Doc COF ,,
RED,BOTTLE, 36.00,http://www.livon.it/repository/download/Eldoro.pdf,2015,"PIGNOLO “ELDORO"" Livon Doc Collio ","PIGNOLO “ELDORO"" Livon Doc Collio ",,
RED,BOTTLE, 85.00,https://www.michelemoschioni.it/wp-content/uploads/2018/07/MOSCH_Pignolo_ITA.pdf,2012,PIGNOLO Moschioni Doc COF   ,PIGNOLO Moschioni Doc COF   ,5 - 2007/2011,
RED,BOTTLE, 115.00,https://www.neromagis.com/it/vino/nero-magis-riserva-2015/,2016,PIGNOLO Riserva Nero Magis Doc COF ,PIGNOLO Riserva Nero Magis Doc COF ,,
RED,BOTTLE, 66.00,https://www.tannico.it/venezia-giulia-pinot-nero-igp-2013-bressan-mastri-vinai.html,2016,PINOT NERO Bressan Mastri Vinai IGP Venezia Giulia  ,PINOT NERO Bressan Mastri Vinai IGP Venezia Giulia  ,5 - 2013,
RED,BOTTLE, 35.00,https://www.jermann.it/download/prodotti/65_scheda_it.pdf,2019,"PINOT NERO ""RED ANGEL"" Jermann IGP Venezia Giulia ","PINOT NERO ""RED ANGEL"" Jermann IGP Venezia Giulia ",,
RED,BOTTLE, 52.00,https://www.enosearcher.it/bottiglia/le-due-terre-friuli-colli-orientali-doc-pinot-nero-2018/,2019,PINOT NERO Le Due Terre Doc COF ,PINOT NERO Le Due Terre Doc COF ,,
RED,BOTTLE, 54.00,https://www.callmewine.com/pinot-nero-maurus-masut-da-rive-2016-P23363.htm,2015,PINOT NERO “MAURUS” Masut Da Rive Doc Isonzo  ,PINOT NERO “MAURUS” Masut Da Rive Doc Isonzo  ,,
RED,BOTTLE, 42.00,https://www.enotecatelaro.it/pinot-noir-venezia-giulia-igp-ruttars-villa-parens.html,2018,PINOT NERO “RUTTARS” Villa Parens IGP Venezia Giulia ,PINOT NERO “RUTTARS” Villa Parens IGP Venezia Giulia ,,
RED,BOTTLE, 34.00,https://www.anticobroilo.com/portfolio-item/refosco/,2019,REFOSCO Antico Broilo Doc COF  ,REFOSCO Antico Broilo Doc COF  ,6 - 2020,
RED,BOTTLE, 42.00,https://www.anticobroilo.com/portfolio-item/refosco-riserva/,2016,REFOSCO Riserva Antico Broilo Doc COF ,REFOSCO Riserva Antico Broilo Doc COF ,,
RED,BOTTLE, 32.00,https://jacuss.it/index.php/it/vini/vini-rossi/refosco,2019,REFOSCO Jacùss Doc COF ,REFOSCO Jacùss Doc COF ,,
RED,BOTTLE, 42.00,https://www.laviarte.it/prodotto/refosco-dal-peduncolo-rosso/,2013,REFOSCO La Viarte Doc COF ,REFOSCO La Viarte Doc COF ,,
RED,BOTTLE, 75.00,https://lisfadis.com/wp-content/uploads/2017/09/LIS-FADIS_ENG_-Pavar-092016.pdf,2015,REFOSCO “PAVAR” Lis Fadis Doc COF  ,REFOSCO “PAVAR” Lis Fadis Doc COF  ,4 - 2012,
RED,BOTTLE, 42.00,https://www.michelemoschioni.it/wp-content/uploads/2018/07/MOSCH_RefoscoPR_ITA.pdf,2015,REFOSCO Moschioni Doc COF  ,REFOSCO Moschioni Doc COF  ,? - 2013,
RED,BOTTLE, 42.00,https://www.vivino.com/FR/it/sturm-oscar-venezia-giulia-refosco-dal-peduncolo-rosso/w/2565580,2019,REFOSCO Oscar Sturm IGP Venezia Giulia  ,REFOSCO Oscar Sturm IGP Venezia Giulia  ,30 - 2018,
RED,BOTTLE, 38.00,https://www.anticobroilo.com/portfolio-item/schioppettino/,2020,SCHIOPPETTINO Antico Broilo Doc COF  ,SCHIOPPETTINO Antico Broilo Doc COF  ,9 - 2019,
RED,BOTTLE, 59.00,https://www.anticobroilo.com/portfolio-item/schioppettino-riserva/,2018,SCHIOPPETTINO Riserva Antico Broilo Doc COF  ,SCHIOPPETTINO Riserva Antico Broilo Doc COF  ,2 - 2016?,
RED,BOTTLE, 66.00,https://www.tannico.it/venezia-giulia-schioppettino-igt-2015-bressan-mastri-vinai.html,2016,SCHIOPPETTINO Bressan Mastri Vinai IGP Venezia Giulia   ,SCHIOPPETTINO Bressan Mastri Vinai IGP Venezia Giulia   ,7 - 2015,
RED,BOTTLE, 34.00,https://www.contedattimismaniago.it/produzione/schioppettino/,2019,SCHIOPPETTINO Conte D'Attimis Doc COF  ,SCHIOPPETTINO Conte D'Attimis Doc COF  ,7 - 2018,
RED,BOTTLE, 32.00,https://www.tannico.it/schioppettino-igp-venezia-giulia-2020-dario-coos.html,2020,SCHIOPPETTINO Dario Coos IGP Venezia Giulia ,SCHIOPPETTINO Dario Coos IGP Venezia Giulia ,,
RED,BOTTLE, 42.00,https://www.laviarte.it/prodotto/schioppettino-di-prepotto/,2013,SCHIOPPETTINO La Viarte Doc COF  ,SCHIOPPETTINO La Viarte Doc COF  ,5 - 2011,
RED,BOTTLE, 64.00,https://www.tannico.it/venezia-giulia-schioppettino-igt-2017-le-due-terre.html,2017,SCHIOPPETTINO Le due Terre Doc COF ,SCHIOPPETTINO Le due Terre Doc COF ,,
RED,BOTTLE, 84.00,https://www.michelemoschioni.it/wp-content/uploads/2018/07/MOSCH_Schioppettino_ITA.pdf,2012,SCHIOPPETTINO Moschioni Doc COF   ,SCHIOPPETTINO Moschioni Doc COF   ,7 - 2011 | 2 bt mattoni 2011,
RED,BOTTLE, 42.00,https://www.vivino.com/IT/it/ronco-del-gnemiz-schioppettino/w/1152992,2018,SCHIOPPETTINO Ronco del Gnemiz Doc COF   ,SCHIOPPETTINO Ronco del Gnemiz Doc COF   ,3 - 2017 | 6 - 2020,
RED,BOTTLE, 64.00,https://www.contedattimismaniago.it/produzione/tazzelenghe/,2016,TAZZELENGHE Conte D'Attimis Doc COF  ,TAZZELENGHE Conte D'Attimis Doc COF  ,12 - 2013,
RED,BOTTLE, 54.00,https://www.laviarte.it/prodotto/tazzelenghe/,2013,TAZZELENGHE La Viarte Doc COF  ,TAZZELENGHE La Viarte Doc COF  ,7 - 2012,
RED,BOTTLE, 45.00,https://www.caratello.ch/it/vini/collio-rosso-docb-229266,2017,ROSSO DEL TIGLIO  Borgo del Tiglio Doc Collio  ,ROSSO DEL TIGLIO  Borgo del Tiglio Doc Collio  ,"MERLOT, CAB. SAUVIGNON | 9 - 2014",
RED,BOTTLE, 69.00,https://www.bibentes.com/it/collio-rosso-riserva-borgo-del-tiglio-2012,2017,ROSSO DEL TIGLIO Riserva  Borgo del Tiglio Doc Collio   ,ROSSO DEL TIGLIO Riserva  Borgo del Tiglio Doc Collio   ,"MERLOT, CAB. SAUVIGNON | 9 - 2013",
RED,BOTTLE, 110.00,https://www.caratello.ch/it/vini/collio-rosso-della-centa-igt-229245,2015,ROSSO DELLA CENTA  Borgo del Tiglio Doc Collio  ,ROSSO DELLA CENTA  Borgo del Tiglio Doc Collio  ,MERLOT | 2 - 2010,
RED,BOTTLE, 69.00,https://www.tannico.it/venezia-giulia-rosso-igt-ego-2015-bressan-mastri-vinai.html,2016,EGO  Bressan Mastri Vinnai IGP Venezia Giulia     ,EGO  Bressan Mastri Vinnai IGP Venezia Giulia     ,"CABERNET FRANC, SCHIOPPETTINO | 2 - 2011 | 2 -2003 mattoni | 2 - 2015",
RED,BOTTLE, 69.00,https://www.tannico.it/venezia-giulia-n-3-2013-bressan-mastri-vinai.html,2016,N.3  Bressan Mastri Vinnai Doc COF   ,N.3  Bressan Mastri Vinnai Doc COF   ,"MERLOT, CABERNET SAUVIGNON, CABERNET FRANC | 3 - 2011",
RED,BOTTLE, 29.00,https://www.jermann.it/download/prodotti/66_scheda_it.pdf,2019,BLAU & BLAU  Jermann IGP Venezia Giulia ,BLAU & BLAU  Jermann IGP Venezia Giulia ,"PINOT NERO, FRANCONIA",
RED,BOTTLE, 66.00,https://lacastellada.it/schede-tecniche/Rosso_della_Castellada.pdf,2012,ROSSO DELLA CASTELLADA  La Castellada Doc Collio   ,ROSSO DELLA CASTELLADA  La Castellada Doc Collio   ,"MERLOT, CABERNET SAUVIGNON | 5 - 2009",
RED,BOTTLE, 52.00,https://www.callmewine.com/sacrisassi-rosso-due-terre-2018-P33918.htm,2018,SACRISASSI  Le due Terre Doc COF ,SACRISASSI  Le due Terre Doc COF ,"SCHIOPPETTINO, REFOSCO",
RED,BOTTLE, 39.00,https://www.caffevergnanomestre.com/prodotto/bergul-rosso-colli-orientali-friuli-lis-fadis-refosco-d-p-r-schioppettino-merlot/,2016,BERGUL ROSSO  Lis Fadis Doc COF ,BERGUL ROSSO  Lis Fadis Doc COF ,"REFOSCO, SCHIOPETTINO, MERLOT",
RED,BOTTLE, 59.00,https://www.callmewine.com/cabernet-sauvignon-lis-neris-2019-P35935.htm,2015,LIS NERIS ROSSO  Lis Neris IGT Venezia Giulia ,LIS NERIS ROSSO  Lis Neris IGT Venezia Giulia ,"MERLOT, CAB. SAUVIGNON",
RED,BOTTLE, 75.00,https://www.winekissyou.com/prodotto/friuli-colli-orientali-sosso-riserva-doc-2016-livio-felluga/?utm_source=google&utm_medium=google+shopping&utm_content=23735&utm_source=google&utm_medium=cpc&campaignid=17614147830&adgroupid=&gclid=CjwKCAjw_b6WBhAQEiwAp4HyIDsXbCMavZ8iczZ5H9ZEGOttYOr6hZwm4rRbhreaQ7iHr_DQkUfTexoCXl0QAvD_BwE&gclid=CjwKCAjw_b6WBhAQEiwAp4HyIDsXbCMavZ8iczZ5H9ZEGOttYOr6hZwm4rRbhreaQ7iHr_DQkUfTexoCXl0QAvD_BwE,2016,SOSSÒ ROSSO Riserva  Livio Felluga Doc COF ,SOSSÒ ROSSO Riserva  Livio Felluga Doc COF ,"REFOSCO, MERLOT, PIGNOLO",
RED,BOTTLE, 32.00,https://www.liviofelluga.it/portfolio/vertigo,2020,VERTIGO ROSSO  Livio Felluga Doc COF ,VERTIGO ROSSO  Livio Felluga Doc COF ,"MERLOT, CAB. SAUVIGNON",
RED,BOTTLE, 39.00,https://www.tannico.it/venezia-giulia-rosso-igt-tiareblu-2015-livon.html,2018,TIARE BLÙ  Livon IGT VeneziaGiulia  ,TIARE BLÙ  Livon IGT VeneziaGiulia  ,"MERLOT, CABERNET SAUVIGNON | 6 - 2019",
RED,BOTTLE, 36.00,https://www.michelemoschioni.it/wp-content/uploads/2018/07/MOSCH_Bisest_ITA.pdf,2014,ROSSO BISEST  Moschioni Doc COF ,ROSSO BISEST  Moschioni Doc COF ,"PIGNOLO, SCHIOPPETTINO",
RED,BOTTLE, 49.00,https://www.michelemoschioni.it/wp-content/uploads/2018/07/MOSCH_RossoCeltico_ITA.pdf,2013,ROSSO CELTICO Riserva  Moschioni Doc COF  ,ROSSO CELTICO Riserva  Moschioni Doc COF  ,"MERLOT, CABERNET SAUVIGNON | 4 - 2011",
RED,BOTTLE, 39.00,https://www.michelemoschioni.it/wp-content/uploads/2018/07/MOSCH_Rosso_ITA.pdf,2017,ROSSO DI MOSCHIONI  Moschioni Doc COF  ,ROSSO DI MOSCHIONI  Moschioni Doc COF  ,"MERLOT, C. SAUVIGNON, PIGNOLO, SCHIOPPETTINO, REFOSCO | 12 - 2014",
RED,BOTTLE, 37.00,https://www.italianwinelovers.it/vini-rossi/rosso-riserva-collio-cjarandon.htm,2015,CJARANDON ROSSO  Ronco dei Tassi Doc Collio ,CJARANDON ROSSO  Ronco dei Tassi Doc Collio ,"MERLOT, CABERNET SAUVIGNON",
RED,BOTTLE, 89.00,https://www.tannico.it/colli-orientali-del-friuli-rosso-doc-rosso-del-gnemiz-2013-ronco-del-gnemiz.html,2019,ROSSO DEL GNEMIZ  Ronco del Gnemiz Doc COF     ,ROSSO DEL GNEMIZ  Ronco del Gnemiz Doc COF     ,"MERLOT, CAB. SAUVIGNON | 13 -  | 4 - 2017 | 1 - 2016",
RED,BOTTLE, 120.00,https://www.diemmevini.com/Rosso-Sol-Dott-Palazzolo-Colli-Orientali-del-Friuli-Doc-2013-Ronco-Del-Gnemiz,2016,"ROSSO DOTTOR PALAZZOLO ""SOL""   Ronco del Gnemiz Doc COF  ","ROSSO DOTTOR PALAZZOLO ""SOL""   Ronco del Gnemiz Doc COF  ","CAB. SAUVIGNON, CAB. FRANC, MERLOT",
RED,BOTTLE, 55.00,https://www.marcofelluga.com/vini/collio-rosso-riserva-degli-orzoni-russiz-superiore/,2015,ROSSO DEGLI ORZONI  Russiz Superiore Doc Collio  ,ROSSO DEGLI ORZONI  Russiz Superiore Doc Collio  ,"MERLOT, CABERNET SAUVIGNON, CABERNET FRANC | 2 - 2013",
RED,BOTTLE, 38.00,https://www.tannico.it/friuli-colli-orientali-rosso-doc-cladrecis-2016-sirch.html,2016,ROSSO CLADRECIS  Sirch Doc COF ,ROSSO CLADRECIS  Sirch Doc COF ,"MERLOT, PIGNOLO",
RED,BOTTLE, 49.00,https://www.liberiniwine.com/prodotto/venica-schioppettino-friuli-collio-orientale-doc-2012/,2012,SCHIOPPETTINO Venica & Venica Doc COF ,SCHIOPPETTINO Venica & Venica Doc COF ,,
RED,BOTTLE, 42.00,https://www.vivino.com/IT/it/sturm-cabernet-sauvignon/w/1268507,2016,CABERNET SAUVIGNON Oscar Sturm Doc Collio  ,CABERNET SAUVIGNON Oscar Sturm Doc Collio  ,,
RED,BOTTLE, 34.00,,2016,CABERNET SAUVIGNON Ronchi Ro Doc Collio  ,CABERNET SAUVIGNON Ronchi Ro Doc Collio  ,,
RED,BOTTLE, 120.00,https://www.enosearcher.it/bottiglia/miani-colli-orientali-del-friuli-doc-merlot-2018/,2018,MERLOT Az. Agricola Miani Doc COF  ,MERLOT Az. Agricola Miani Doc COF  ,4 - 2016,
RED,BOTTLE, 36.00,https://sturm.it/i-nostri-vini/merlot/,2016,MERLOT Oscar Sturm Doc Collio  ,MERLOT Oscar Sturm Doc Collio  ,sottotetto,
RED,BOTTLE, 130.00,https://www.callmewine.com/merlot-radikon-2006-P29427.htm,,MERLOT RADIKON   ,MERLOT RADIKON   ,"nascosto | 4 - 0,5L costa 28,40 € | 2-1L costa 52,50",
RED,BOTTLE, 150.00,https://www.gallienoteca.it/refosco-dal-peduncolo-rosso-cossut-miani-2016.html,2016,"REFOSCO ""COSSUT""  Az. Agricola Miani Doc COF ","REFOSCO ""COSSUT""  Az. Agricola Miani Doc COF ",,
RED,BOTTLE, 140.00,https://italianwineselection.com/6-rossi/54af8c0e8crefosco-dal-peduncolo-rosso-colli-orientali-del-friuli-doc/,2019,"REFOSCO ""LA MONT DI ZUC""  Az. Agricola Miani Doc COF ","REFOSCO ""LA MONT DI ZUC""  Az. Agricola Miani Doc COF ",,
RED,BOTTLE, 66.00,https://divinishop.it/products/picech-ruben-rosso-riserva-doc-collio-2016-cl-75,2016,RUBEN ROSSO Riserva   Picéch Doc Collio ,RUBEN ROSSO Riserva   Picéch Doc Collio ,"MERLOT, CABERNET SAUVIGNON",
RED,BOTTLE, 34.00,https://www.tannico.it/venezia-rosso-igt-rivarossa-2017-schiopetto.html,2017,RIVAROSSA  Schioppetto IGT Venezia Giulia ,RIVAROSSA  Schioppetto IGT Venezia Giulia ,MERLOT CABERNET SAUVIGNON,
WHITE,BOTTLE, 29.00,https://www.elenawalch.com/wp-content/uploads/2021/01/Bronner-2019.pdf,2019,BRONNER Elena Walch  IGT Mitterberg  ,BRONNER Elena Walch  IGT Mitterberg  ,,
WHITE,BOTTLE, 32.00,https://aloislageder.eu/vini/composizioni/gaun-chardonnay,2020,"CHARDONNAY ""GAUN"" Alois Lageder Doc Südtirol  ","CHARDONNAY ""GAUN"" Alois Lageder Doc Südtirol  ",5 - 2018,
WHITE,BOTTLE, 74.00,https://aloislageder.eu/vini/capolavori/loewengang-vini,2017,"CHARDONNAY ""LOWENGANG"" Alois Lageder Doc Südtirol ","CHARDONNAY ""LOWENGANG"" Alois Lageder Doc Südtirol ",,
WHITE,BOTTLE, 39.00,https://www.girlan.it/it/vini/flora/flora-chardonnay-2020/,2019,CHARDONNAY “FLORA” Girlan Doc Südtirol ,CHARDONNAY “FLORA” Girlan Doc Südtirol ,,
WHITE,BOTTLE, 110.00,https://liberstore.it/prodotti/hartmann-dona-dona-dor-2011/,2011,"CHARDONNAY ""DONÀ D'OR"" Hartmann Donà Doc Südtirol  ","CHARDONNAY ""DONÀ D'OR"" Hartmann Donà Doc Südtirol  ",mattoni,
