ok,type,name,winery_name,area,size,vintage,price,details,tech_sheet,internal_notes,info,matched_name,matched_winery_name,matched_id,matched_original_id,score
FALSE,WHITE,"CHARDONNAY ""VIE DI ROMANS"" Vie Di Romans Doc Friuli Isonzo","CHARDONNAY ""VIE DI ROMANS"" Vie Di Romans Doc Friuli Isonzo",,BOTTLE,2020,42,,https://www.tannico.it/friuli-isonzo-chardonnay-doc-vie-di-romans-2020-magnum-vie-di-romans.html, https://www.tannico.it/friuli-isonzo-chardonnay-doc-vie-di-romans-2020-magnum-vie-di-romans.html,,Flors di Uis,Vie di Romans,wine_01gzr4ksk51jnpkk9pxe4ygtvq,1084876,68.7454
TRUE,WHITE,CHARDONNAY Villa Parens Ruttars Doc Collio,CHARDONNAY Villa Parens Ruttars Doc Collio,,BOTTLE,2016,34,,https://www.enotecatelaro.it/chardonnay-venezia-giulia-igp-ruttars-villa-parens.html, https://www.enotecatelaro.it/chardonnay-venezia-giulia-igp-ruttars-villa-parens.html,,Ruttars Chardonnay,Villa Parens,wine_01h0sq48byejpj25a280n1rmev,,46.66945
TRUE,WHITE,FRIULANO Borgo del Tiglio Doc Collio,FRIULANO Borgo del Tiglio Doc Collio,,BOTTLE,2019,47,6 - | 4 - 2017 | 2014 - 2015 mattoni,https://www.tannico.it/collio-friulano-doc-2019-borgo-del-tiglio.html,6 - | 4 - 2017 | 2014 - 2015 mattoni https://www.tannico.it/collio-friulano-doc-2019-borgo-del-tiglio.html,,Collio Friulano,Borgo del Tiglio,wine_01h0my5svsee18011461an21tz,,45.58974
TRUE,WHITE,"FRIULANO ""RONCO DELLA CHIESA"" Borgo del Tiglio Doc Collio","FRIULANO ""RONCO DELLA CHIESA"" Borgo del Tiglio Doc Collio",,BOTTLE,2018,86,mattoni,https://www.enosearcher.it/bottiglia/borgo-del-tiglio-collio-doc-friulano-ronco-della-chiesa-2018/,mattoni https://www.enosearcher.it/bottiglia/borgo-del-tiglio-collio-doc-friulano-ronco-della-chiesa-2018/,,Collio Ronco della Chiesa,Borgo del Tiglio,wine_01h0my5svs2ntacdvc99zfacdy,,55.641113
TRUE,WHITE,FRIULANO Cav. Luigino Balozio Doc COF,FRIULANO Cav. Luigino Balozio Doc COF,,BOTTLE,2020,52,,https://wine.il-quadrifogliostore.it/it/vini-bianchi/13872-cav-luigino-balozio-friulano-cuar-2019-colli-orientali-del-friuli-doc.html, https://wine.il-quadrifogliostore.it/it/vini-bianchi/13872-cav-luigino-balozio-friulano-cuar-2019-colli-orientali-del-friuli-doc.html,,Friulano,Cav. Luigino Balozio,wine_01h4pmmfqdpm9ad2tak3d4zqvj,,56.34388
FALSE,WHITE,FRIULANO Conte D'Attimis Doc COF - NON INSERIRE IN CARTA,FRIULANO Conte D'Attimis Doc COF - NON INSERIRE IN CARTA,,BOTTLE,2021,27,,https://www.contedattimismaniago.it/produzione/schioppettino/, https://www.contedattimismaniago.it/produzione/schioppettino/,,Friulano,Conte d'Attimis Maniago,wine_01gzr4ksk9d5v63h63pjgbdq3t,4190929,36.635185
TRUE,WHITE,FRIULANO Doro Princic Doc Collio,FRIULANO Doro Princic Doc Collio,,BOTTLE,2020,34,? - 2018,https://www.tannico.it/collio-friulano-doc-2020-doro-princic.html,? - 2018 https://www.tannico.it/collio-friulano-doc-2020-doro-princic.html,,Friulano,Doro Princic,wine_01h0qzm03xyxh3h60q9yvb331j,,46.18321
FALSE,WHITE,FRIULANO La Castellada Doc Collio,FRIULANO La Castellada Doc Collio,,BOTTLE,2014,49,1 - 2007,https://www.tannico.it/collio-friulano-doc-2014-la-castellada.html,1 - 2007 https://www.tannico.it/collio-friulano-doc-2014-la-castellada.html,,Bianco della Castellada,La Castellada,wine_01gzr4kss5kbwqva4dmvg0seed,1188082,37.547264
TRUE,WHITE,"FRIULANO ""LIENDE"" Riserva La Viarte Doc COF","FRIULANO ""LIENDE"" Riserva La Viarte Doc COF",,BOTTLE,2016,39,,https://www.laviarte.it/prodotto/friulano-liende/, https://www.laviarte.it/prodotto/friulano-liende/,,Friulano Liende,La Viarte,wine_01gzr4kt12w1xx0c6hcysd5g07,,46.168285
TRUE,WHITE,FRIULANO “BURI” Miani Doc COF,FRIULANO “BURI” Miani Doc COF,,BOTTLE,2019,74,3 - 2017,https://www.grandibottiglie.com/en/friulano-buri-2019-miani.html,3 - 2017 https://www.grandibottiglie.com/en/friulano-buri-2019-miani.html,,Buri Bianco,Miani,wine_01gzr4ksk6nd59nxkk1q4x1qws,1602197,33.94257
TRUE,WHITE,FRIULANO “FILIP” Miani Doc COF,FRIULANO “FILIP” Miani Doc COF,,BOTTLE,2019,74,,https://www.grandibottiglie.com/en/friulano-filip-2019-miani.html, https://www.grandibottiglie.com/en/friulano-filip-2019-miani.html,,Filip Bianco,Miani,wine_01gzr4ksk65fcggsd24w1585ma,1628655,36.57855
TRUE,WHITE,FRIULANO Oscar Sturm Doc Collio,FRIULANO Oscar Sturm Doc Collio,,BOTTLE,2021,34,BIO | 8 - 2019 | 6 - 2018,https://winenews.it/it/sturm-doc-collio-friulano-bio-2018_401144/,BIO | 8 - 2019 | 6 - 2018 https://winenews.it/it/sturm-doc-collio-friulano-bio-2018_401144/,,Friulano,Sturm,wine_01h0qzm19svczkn4f0t8s3njbq,,33.226425
TRUE,WHITE,"FRIULANO ""ATHENA"" Picéch Doc Collio","FRIULANO ""ATHENA"" Picéch Doc Collio",,BOTTLE,2017,47,,https://vinidocfriuli.it/picech-friulano-athena-2017/, https://vinidocfriuli.it/picech-friulano-athena-2017/,,Athena,Picech Roberto,wine_01h0qsxn4hvw7zs7vd7x36ydrt,,33.07221
TRUE,WHITE,"FRIULANO ""SAN ZUAN"" Ronco del Gnèmiz","FRIULANO ""SAN ZUAN"" Ronco del Gnèmiz",,BOTTLE,2020,42,,https://www.callmewine.com/friulano-san-zuan-ronco-del-gnemiz-2020-P36355.htm, https://www.callmewine.com/friulano-san-zuan-ronco-del-gnemiz-2020-P36355.htm,,Friulano San Zuan,Ronco del Gnemiz,wine_01h0sq48y23z9gmb6bcteqppsx,,54.807114
TRUE,WHITE,FRIULANO Ronco Severo Doc COF,FRIULANO Ronco Severo Doc COF,,BOTTLE,2020,42,,https://www.lostallovini.it/ronco-severo-vini/1197-friulano-ronco-severo-2020.html, https://www.lostallovini.it/ronco-severo-vini/1197-friulano-ronco-severo-2020.html,,Severo Bianco,Ronco Severo,wine_01gzr4kskfjd6ver2eaw03q26h,2945145,50.40403
TRUE,WHITE,FRIULANO Russiz Superiore Doc Collio,FRIULANO Russiz Superiore Doc Collio,,BOTTLE,2021,35,2 - 2019 | 3 - 2016 | 1 mattoni,https://www.tannico.it/collio-friulano-doc-2016-russiz-superiore.html,2 - 2019 | 3 - 2016 | 1 mattoni https://www.tannico.it/collio-friulano-doc-2016-russiz-superiore.html,,Friulano,Villa Russiz,wine_01gzr4kt3zn6ym09nf584dn0ca,,31.557013
TRUE,WHITE,FRIULANO Schioppetto Doc Collio,FRIULANO Schioppetto Doc Collio,,BOTTLE,2019,34,,https://www.tannico.it/collio-friulano-doc-2019-schiopetto.html, https://www.tannico.it/collio-friulano-doc-2019-schiopetto.html,,Collio Friulano,Schiopetto,wine_01h4pmmfqcb5pvevmfry1h2yq3,,39.604412
TRUE,WHITE,"FRIULANO Riserva ""LE BASTÌE"" Tenute Tomasella Grave del Friuli Doc","FRIULANO Riserva ""LE BASTÌE"" Tenute Tomasella Grave del Friuli Doc",,BOTTLE,2015,35,,https://www.tannico.it/en/friulano-riserva-friuli-grave-doc-le-bastie-2015-tenute-tomasella.html, https://www.tannico.it/en/friulano-riserva-friuli-grave-doc-le-bastie-2015-tenute-tomasella.html,,Friulano Friuli Grave,Tomasella,wine_01h4pmmfvp9nnhvc4zkdq1e4t9,,49.919556
TRUE,WHITE,FRIULANO Toros Doc Collio,FRIULANO Toros Doc Collio,,BOTTLE,2016,37,1 - 2018 | 9 -,https://www.tannico.it/collio-friulano-doc-2016-toros.html,1 - 2018 | 9 - https://www.tannico.it/collio-friulano-doc-2016-toros.html,,Friulano,Toros Franco,wine_01gzr4kskx095ns4s3qs8j5kpb,1212926,24.408712
TRUE,WHITE,"FRIULANO ""PRIMARÛL"" Venica & Venica Doc Collio","FRIULANO ""PRIMARÛL"" Venica & Venica Doc Collio",,BOTTLE,2020,28,,https://www.bernabei.it/collio-doc-friulano-primarul-venica, https://www.bernabei.it/collio-doc-friulano-primarul-venica,,Primarűl Friulano,Venica & Venica,wine_01gzr4ksm6n616a3td318x0160,8831630,71.59018
TRUE,WHITE,FRIULANO “RONCO DELLE CIME” Venica & Venica Doc COF,FRIULANO “RONCO DELLE CIME” Venica & Venica Doc COF,,BOTTLE,2021,42,,https://www.venica.it/bianchi/ronco-delle-cime-friulano-doc-collio/, https://www.venica.it/bianchi/ronco-delle-cime-friulano-doc-collio/,,Ronco delle Cime Friulano,Venica & Venica,wine_01gzr4ksm6mkthf9bqjqqykg6b,1210531,77.91384
TRUE,WHITE,"MALVASIA COLLIO ""ITALO & BRUNO"" Borgo del Tiglio Doc Collio","MALVASIA COLLIO ""ITALO & BRUNO"" Borgo del Tiglio Doc Collio",,BOTTLE,2020,76,1 - 2018,https://www.bernardistore.it/prodotto/collio-malvasia-italo-bruno-2019-borgo-del-tiglio/,1 - 2018 https://www.bernardistore.it/prodotto/collio-malvasia-italo-bruno-2019-borgo-del-tiglio/,,Malvasia Italo & Bruno,Borgo del Tiglio,wine_01h0my5svsbzkhqkq625h91bwd,,55.741043
TRUE,WHITE,MALVASIA Borgo San Daniele Doc Collio,MALVASIA Borgo San Daniele Doc Collio,,BOTTLE,2021,29,4 - 2019,https://www.enosearcher.it/bottiglia/borgo-san-daniele-malvasia-2019/,4 - 2019 https://www.enosearcher.it/bottiglia/borgo-san-daniele-malvasia-2019/,,Malvasia,Borgo San Daniele,wine_01h0my5sw2jy3jvxry3fwf7t2h,,39.34107
TRUE,WHITE,MALVASIA Doro Princic Doc Collio,MALVASIA Doro Princic Doc Collio,,BOTTLE,2021,36,8 - 2019,https://www.tannico.it/collio-malvasia-doc-etichetta-blu-doro-princic.html,8 - 2019 https://www.tannico.it/collio-malvasia-doc-etichetta-blu-doro-princic.html,,Malvasia,Doro Princic,wine_01h0qzm03xd0w800brq6cebvw3,,44.88036
TRUE,WHITE,MALVASIA Ronco dei Tassi Dop Collio,MALVASIA Ronco dei Tassi Dop Collio,,BOTTLE,2021,28,,https://divinishop.it/products/ronco-dei-tassi-malvasia-doc-collio-2018-cl-75?pr_prod_strat=copurchase&pr_rec_id=4603fa355&pr_rec_pid=4514717892742&pr_ref_pid=4514719891590&pr_seq=uniform, https://divinishop.it/products/ronco-dei-tassi-malvasia-doc-collio-2018-cl-75?pr_prod_strat=copurchase&pr_rec_id=4603fa355&pr_rec_pid=4514717892742&pr_ref_pid=4514719891590&pr_seq=uniform,,Malvasia,Ronco dei Tassi,wine_01h0qsxnxe9khc7rv9kmzfj5ca,,43.407166
TRUE,WHITE,"MALVASIA ""COLLEZIONE"" Ronco dei Tassi Dop Collio","MALVASIA ""COLLEZIONE"" Ronco dei Tassi Dop Collio",,BOTTLE,2019,65,legno,https://www.comunicati-stampa.fvg.it/ronco-dei-tassi-la-malvasia-collezione-di-famiglia-2019-vino-dellanno-ai-food-and-travel-italia-awards-2021/,legno https://www.comunicati-stampa.fvg.it/ronco-dei-tassi-la-malvasia-collezione-di-famiglia-2019-vino-dellanno-ai-food-and-travel-italia-awards-2021/,,Collezione di Famiglia Malvasia,Ronco dei Tassi,wine_01h0qzm0b56c1ytzc5rvdvfvpy,,47.01967
TRUE,WHITE,PINOT BIANCO Doro Princic Doc Collio,PINOT BIANCO Doro Princic Doc Collio,,BOTTLE,2021,36,9 - 2020,https://www.tannico.it/collio-pinot-bianco-doc-doro-princic.html,9 - 2020 https://www.tannico.it/collio-pinot-bianco-doc-doro-princic.html,,Pinot Bianco,Doro Princic,wine_01h0qzm03xgbf59yrnks5vwjaf,,45.367184
TRUE,WHITE,"PINOT BIANCO ""CAVEZZO"" Livon Doc Collio","PINOT BIANCO ""CAVEZZO"" Livon Doc Collio",,BOTTLE,2018,34,,https://vinidocfriuli.it/livon-pinot-bianco-cavezzo-2018/, https://vinidocfriuli.it/livon-pinot-bianco-cavezzo-2018/,,Cavezzo Pinot Bianco,Livon,wine_01gzr4kt3zzzd0qr5tb22zqgzd,,42.481724
FALSE,WHITE,"PINOT BIANCO ""COLLEZIONE"" Ronco dei Tassi Dop Collio","PINOT BIANCO ""COLLEZIONE"" Ronco dei Tassi Dop Collio",,BOTTLE,2019,65,legno,https://www.comunicati-stampa.fvg.it/ronco-dei-tassi-la-malvasia-collezione-di-famiglia-2019-vino-dellanno-ai-food-and-travel-italia-awards-2021/,legno https://www.comunicati-stampa.fvg.it/ronco-dei-tassi-la-malvasia-collezione-di-famiglia-2019-vino-dellanno-ai-food-and-travel-italia-awards-2021/,,Collezione di Famiglia Malvasia,Ronco dei Tassi,wine_01h0qzm0b56c1ytzc5rvdvfvpy,,41.84589
TRUE,WHITE,PINOT BIANCO Russiz Superiore Doc Collio,PINOT BIANCO Russiz Superiore Doc Collio,,BOTTLE,2021,32,,https://www.xtrawine.com/it/vini/russiz-superiore-collio-pinot-bianco-2020/p29806, https://www.xtrawine.com/it/vini/russiz-superiore-collio-pinot-bianco-2020/p29806,,Pinot Bianco,Villa Russiz,wine_01gzr4kt3z5brfp7rzhaxc3pjw,,30.74099
TRUE,WHITE,PINOT BIANCO Riserva Russiz Superiore Doc Collio,PINOT BIANCO Riserva Russiz Superiore Doc Collio,,BOTTLE,2016,46,,https://www.marcofelluga.com/vini/collio-pinot-bianco-riserva-russiz-superiore/, https://www.marcofelluga.com/vini/collio-pinot-bianco-riserva-russiz-superiore/,,Pinot Bianco,Villa Russiz,wine_01gzr4kt3z5brfp7rzhaxc3pjw,,30.74099
TRUE,WHITE,PINOT BIANCO Schioppetto Doc Collio,PINOT BIANCO Schioppetto Doc Collio,,BOTTLE,2019,34,,https://www.tannico.it/collio-pinot-bianco-doc-2019-schiopetto.html, https://www.tannico.it/collio-pinot-bianco-doc-2019-schiopetto.html,,Collio Pinot Bianco,Schiopetto,wine_01h4pmmfq03dmx87x33nbj6js8,,38.19164
FALSE,WHITE,PINOT BIANCO Toros Doc Collio,PINOT BIANCO Toros Doc Collio,,BOTTLE,2018,37,,https://www.tannico.it/collio-pinot-bianco-doc-2018-toros.html, https://www.tannico.it/collio-pinot-bianco-doc-2018-toros.html,,Ognicost Bianco,Pinat,wine_01gzr4kskh0dx8wmnq76k6nmye,7315531,24.207174
TRUE,WHITE,"PINOT BIANCO ""TÀLIS"" Venica & Venica Doc Collio","PINOT BIANCO ""TÀLIS"" Venica & Venica Doc Collio",,BOTTLE,2021,34,,https://www.vino.com/dettaglio/collio-doc-pinot-bianco-talis-venica-e-venica-2021.html, https://www.vino.com/dettaglio/collio-doc-pinot-bianco-talis-venica-e-venica-2021.html,,Talis Pinot Bianco,Venica & Venica,wine_01gzr4ksm658t91qhb3q4k9n0t,1670213,68.75838
TRUE,WHITE,PINOT GRIGIO Borgo San Daniele Doc Isonzo,PINOT GRIGIO Borgo San Daniele Doc Isonzo,,BOTTLE,2019,29,,https://www.callmewine.com/pinot-grigio-borgo-san-daniele-2020-P34298.htm, https://www.callmewine.com/pinot-grigio-borgo-san-daniele-2020-P34298.htm,,Pinot Grigio,Borgo San Daniele,wine_01h0my5sw2dt3gdvtddnbhs520,,40.58467
TRUE,WHITE,PINOT GRIGIO La Castellada Doc Collio,PINOT GRIGIO La Castellada Doc Collio,,BOTTLE,2016,48,1 - 2013,https://www.tannico.it/collio-doc-bianco-della-castellada-2013-la-castellada.html,1 - 2013 https://www.tannico.it/collio-doc-bianco-della-castellada-2013-la-castellada.html,,Bianco della Castellada,La Castellada,wine_01gzr4kss5kbwqva4dmvg0seed,1188082,37.547264
TRUE,WHITE,"PINOT GRIGIO ""GRIS"" Lis Neris IGT Venezia Giulia","PINOT GRIGIO ""GRIS"" Lis Neris IGT Venezia Giulia",,BOTTLE,2019,35,,https://www.callmewine.com/pinot-grigio-gris-lis-neris-2019-P31847.htm, https://www.callmewine.com/pinot-grigio-gris-lis-neris-2019-P31847.htm,,Venezia Giulia Pinot Grigio,Lis Neris,wine_01h0qzm1m1t5h2ryxmg6myf3ce,,47.476257
TRUE,WHITE,"PINOT GRIGIO ""SOT LIS RIVIS"" Ronco del Gelso Doc Friuli Isonzo Rive Alte","PINOT GRIGIO ""SOT LIS RIVIS"" Ronco del Gelso Doc Friuli Isonzo Rive Alte",,BOTTLE,2019,28,,https://www.valentinienoteca.it/2736-ronco-gelso-pgrigio-cl75.html, https://www.valentinienoteca.it/2736-ronco-gelso-pgrigio-cl75.html,,Sot Lis Rivis,Ronco del Gelso,wine_01h0qzm19rvkbrj7eyx8ks7whf,,56.573578
FALSE,WHITE,PINOT GRIGIO Toros Doc Collio,PINOT GRIGIO Toros Doc Collio,,BOTTLE,2015,36,6 - 2008,https://www.tannico.it/collio-pinot-grigio-doc-2015-toros.html,6 - 2008 https://www.tannico.it/collio-pinot-grigio-doc-2015-toros.html,,Pinot Grigio,El Grigio,wine_01havweebzts1p3yq2ts9paphn,,29.874195
FALSE,WHITE,RIBOLLA GIALLA Conte D'Attimis Doc COF,RIBOLLA GIALLA Conte D'Attimis Doc COF,,BOTTLE,2021,29,,https://www.winelivery.com/it/dettaglio/friuli-colli-orientali-doc-ribolla-gialla-2019-conte-dattimis-maniago, https://www.winelivery.com/it/dettaglio/friuli-colli-orientali-doc-ribolla-gialla-2019-conte-dattimis-maniago,,Ribolla Gialla,Consorzio Ribolla Gialla Dell'Alto Livenza,wine_01h4pmmfs5sr7cs7vsezg5daw2,,44.754097
FALSE,WHITE,RIBOLLA GIALLA Gravner IGT Venezia Giulia,RIBOLLA GIALLA Gravner IGT Venezia Giulia,,BOTTLE,2013,94,,https://www.tannico.it/venezia-giulia-ribolla-gialla-igt-anfora-2013-gravner.html, https://www.tannico.it/venezia-giulia-ribolla-gialla-igt-anfora-2013-gravner.html,,Ribolla Gialla,Consorzio Ribolla Gialla Dell'Alto Livenza,wine_01h4pmmfs5sr7cs7vsezg5daw2,,49.876957
FALSE,WHITE,RIBOLLA GIALLA La Castellada Doc Collio,RIBOLLA GIALLA La Castellada Doc Collio,,BOTTLE,2015,48,1 - 2013,https://vino-quotidiano.it/product/ribolla-gialla-collio-doc-2015-la-castellada/,1 - 2013 https://vino-quotidiano.it/product/ribolla-gialla-collio-doc-2015-la-castellada/,,Ribolla Gialla,Consorzio Ribolla Gialla Dell'Alto Livenza,wine_01h4pmmfs5sr7cs7vsezg5daw2,,44.754097
FALSE,WHITE,RIBOLLA GIALLA Radikon IGT Venezia Giulia 100 cl.,RIBOLLA GIALLA Radikon IGT Venezia Giulia 100 cl.,,BOTTLE,2015,72,,https://www.tannico.it/venezia-giulia-ribolla-gialla-igt-2015-radikon-1l.html, https://www.tannico.it/venezia-giulia-ribolla-gialla-igt-2015-radikon-1l.html,,Ribolla Gialla,Consorzio Ribolla Gialla Dell'Alto Livenza,wine_01h4pmmfs5sr7cs7vsezg5daw2,,49.876957
FALSE,WHITE,RIBOLLA GIALLA Oscar Sturm Doc Collio,RIBOLLA GIALLA Oscar Sturm Doc Collio,,BOTTLE,2021,34,BIO,https://sturm.it/i-nostri-vini/ribolla-gialla-bio#!/tab/367387512-1,BIO https://sturm.it/i-nostri-vini/ribolla-gialla-bio#!/tab/367387512-1,,Ribolla Gialla,Consorzio Ribolla Gialla Dell'Alto Livenza,wine_01h4pmmfs5sr7cs7vsezg5daw2,,44.754097
TRUE,WHITE,RIESLING “AFIX” Jermann IGP Venezia Giulia,RIESLING “AFIX” Jermann IGP Venezia Giulia,,BOTTLE,2020,34,,https://www.topbevande.it/vino-jermann-afix-riesling-2020-riesling-venezia-giulia-igt-75cl, https://www.topbevande.it/vino-jermann-afix-riesling-2020-riesling-venezia-giulia-igt-75cl,,Afix Riesling,Jermann,wine_01h0qzm233rfffvpgtsq4ds7ry,,32.611935
TRUE,WHITE,SAUVIGNON “CICINIS” Attems Doc Collio,SAUVIGNON “CICINIS” Attems Doc Collio,,BOTTLE,2014,34,,https://www.attems.it/wp-content/uploads/2015/04/Cicinis_2014_it.pdf, https://www.attems.it/wp-content/uploads/2015/04/Cicinis_2014_it.pdf,,Cicinis,Attems,wine_01h0qsxnj3dw44pk84nbw7pjsp,,42.642067
TRUE,WHITE,SAUVIGNON Borgo del Tiglio Doc Collio,SAUVIGNON Borgo del Tiglio Doc Collio,,BOTTLE,2019,42,,https://www.tannico.ch/it/collio-sauvignon-doc-2019-borgo-del-tiglio.html, https://www.tannico.ch/it/collio-sauvignon-doc-2019-borgo-del-tiglio.html,,Collio Sauvignon,Borgo del Tiglio,wine_01h0my5svsgp6e59aak2hw96yx,,41.266964
FALSE,WHITE,"SAUVIGNON ""LIENDE"" Riserva La Viarte Doc COF","SAUVIGNON ""LIENDE"" Riserva La Viarte Doc COF",,BOTTLE,2018,38,Riserva,https://www.laviarte.it/prodotto/sauvignon-liende/,Riserva https://www.laviarte.it/prodotto/sauvignon-liende/,,Sauvignon Liende,La Viarte,wine_01gzr4kt128f1s9snc1ntyx9ys,,41.845505
TRUE,WHITE,SAUVIGNON “POTENTILLA” Livio Felluga Doc COF,SAUVIGNON “POTENTILLA” Livio Felluga Doc COF,,BOTTLE,2018,45,,https://www.cilentowinestore.com/it/friuli/6452-09236-sauvignon-potentilla-doc-2018-cl-75-felluga.html, https://www.cilentowinestore.com/it/friuli/6452-09236-sauvignon-potentilla-doc-2018-cl-75-felluga.html,,Potentilla Sauvignon,Livio Felluga,wine_01gzr4kskw8m4fwtzrz2650yx7,10469438,54.50036
FALSE,WHITE,SAUVIGNON Miani Doc COF,SAUVIGNON Miani Doc COF,,BOTTLE,2021,56,,https://www.vivino.com/IT/it/azienda-agricola-miani-di-pontoni-enzo-sauvignon/w/2576527, https://www.vivino.com/IT/it/azienda-agricola-miani-di-pontoni-enzo-sauvignon/w/2576527,,Marlborough Sauvignon Blanc,Sauvignon Republic,wine_01gzr4ktsdfevgab8g251fmfjq,,31.134949
FALSE,WHITE,SAUVIGNON “SAURINT” Miani Doc COF,SAUVIGNON “SAURINT” Miani Doc COF,,BOTTLE,2020,74,,https://www.etilika.it/en/sauvignon-colli-orientali-del-friuli-doc-saurint-2020-miani, https://www.etilika.it/en/sauvignon-colli-orientali-del-friuli-doc-saurint-2020-miani,,Marlborough Sauvignon Blanc,Sauvignon Republic,wine_01gzr4ktsdfevgab8g251fmfjq,,31.134949
FALSE,WHITE,SAUVIGNON Oscar Sturm Doc Collio,SAUVIGNON Oscar Sturm Doc Collio,,BOTTLE,2021,35,BIO | 4 - 2020,https://bevendoonline.it/vini-bianchi/sauvignon-doc-collio-cl75-sturm,BIO | 4 - 2020 https://bevendoonline.it/vini-bianchi/sauvignon-doc-collio-cl75-sturm,,Sturm & Drang Centgrafenberg Silvaner,Sturm,wine_01h0qsxn3z6gb51re8mfbhyjcq,,32.23793
FALSE,WHITE,"SAUVIGNON ""COLLEZIONE"" Ronco dei Tassi Dop Collio","SAUVIGNON ""COLLEZIONE"" Ronco dei Tassi Dop Collio",,BOTTLE,2020,65,legno,https://www.comunicati-stampa.fvg.it/ronco-dei-tassi-la-malvasia-collezione-di-famiglia-2019-vino-dellanno-ai-food-and-travel-italia-awards-2021/,legno https://www.comunicati-stampa.fvg.it/ronco-dei-tassi-la-malvasia-collezione-di-famiglia-2019-vino-dellanno-ai-food-and-travel-italia-awards-2021/,,Collezione di Famiglia Malvasia,Ronco dei Tassi,wine_01h0qzm0b56c1ytzc5rvdvfvpy,,41.84589
TRUE,WHITE,"SAUVIGNON ""SALICI"" Ronco del Gnèmiz","SAUVIGNON ""SALICI"" Ronco del Gnèmiz",,BOTTLE,2020,42,2 - 2018,https://www.callmewine.com/sauvignon-sol-ronco-del-gnemiz-2020-P36357.htm,2 - 2018 https://www.callmewine.com/sauvignon-sol-ronco-del-gnemiz-2020-P36357.htm,,Sauvignon Salici,Ronco del Gnemiz,wine_01h0sq492p04ytjttdfxnbtffj,,45.403133
TRUE,WHITE,SAUVIGNON “SOL” Ronco del Gnemiz,SAUVIGNON “SOL” Ronco del Gnemiz,,BOTTLE,2020,62,5 - 2017,https://www.callmewine.com/sauvignon-sol-ronco-del-gnemiz-2020-P36357.htm,5 - 2017 https://www.callmewine.com/sauvignon-sol-ronco-del-gnemiz-2020-P36357.htm,,Sauvignon Sol,Ronco del Gnemiz,wine_01h0sq492rpakfpdpc2j0y05de,,47.808727
FALSE,WHITE,SAUVIGNON Rosa Bosco IGT Venezia Giulia,SAUVIGNON Rosa Bosco IGT Venezia Giulia,,BOTTLE,2011,42,3 - 2008,https://depuppi.it/wp-content/uploads/2020/06/005-SchedeVino-ITA-MAG20-SauvignonBlanc-RB.pdf,3 - 2008 https://depuppi.it/wp-content/uploads/2020/06/005-SchedeVino-ITA-MAG20-SauvignonBlanc-RB.pdf,,Ribolla Gialla,Rosa Bosco,wine_01h0my5syq304baqscmsbntcq1,,35.884922
FALSE,WHITE,SAUVIGNON Riserva Russiz Superiore Doc Collio,SAUVIGNON Riserva Russiz Superiore Doc Collio,,BOTTLE,2018,49,,https://www.marcofelluga.com/vini/collio-pinot-bianco-riserva-russiz-superiore/, https://www.marcofelluga.com/vini/collio-pinot-bianco-riserva-russiz-superiore/,,Marlborough Sauvignon Blanc,Sauvignon Republic,wine_01gzr4ktsdfevgab8g251fmfjq,,31.134949
TRUE,WHITE,SAUVIGNON Tiare Doc Collio,SAUVIGNON Tiare Doc Collio,,BOTTLE,2016,36,,https://bevendoonline.it/vini-bianchi/sauvignon-doc-collio-cl75-tiare-vini, https://bevendoonline.it/vini-bianchi/sauvignon-doc-collio-cl75-tiare-vini,,Il Tiare Sauvignon,Tiare,wine_01h0sq47v1g77nm5v20vy75t3a,,38.51495
FALSE,WHITE,SAUVIGNON Toros Doc Collio,SAUVIGNON Toros Doc Collio,,BOTTLE,2017,38,,https://www.tannico.it/collio-sauvignon-doc-2018-toros.html, https://www.tannico.it/collio-sauvignon-doc-2018-toros.html,,Marlborough Sauvignon Blanc,Sauvignon Republic,wine_01gzr4ktsdfevgab8g251fmfjq,,31.134949
TRUE,WHITE,"SAUVIGNON ""VIERIS"" Vie di Romans Doc Friuli Isonzo","SAUVIGNON ""VIERIS"" Vie di Romans Doc Friuli Isonzo",,BOTTLE,2020,42,,https://www.tannico.it/friuli-isonzo-sauvignon-blanc-vieris-2020-vie-di-romans.html, https://www.tannico.it/friuli-isonzo-sauvignon-blanc-vieris-2020-vie-di-romans.html,,Vieris Sauvignon Blanc,Vie di Romans,wine_01gzr4ksk5zqd3t9csd0yj26f7,79537,42.484997
TRUE,WHITE,SAUVIGNON “RONCO DELLE MELE” Venica & Venica Doc Collio,SAUVIGNON “RONCO DELLE MELE” Venica & Venica Doc Collio,,BOTTLE,2021,57,,https://www.venica.it/bianchi/ronco-delle-mele-sauvignon-doc-collio/, https://www.venica.it/bianchi/ronco-delle-mele-sauvignon-doc-collio/,,Ronco delle Mele Sauvignon,Venica & Venica,wine_01gzr4ksm64xrr18y47rpcfxx0,1257879,74.99084
TRUE,WHITE,VERDUZZO FRIULANO SECCO Bressan Mastri Vinai IGT Venezia Giulia,VERDUZZO FRIULANO SECCO Bressan Mastri Vinai IGT Venezia Giulia,,BOTTLE,2011,42,Friulano secco,https://www.tannico.it/venezia-giulia-verduzzo-friulano-igt-2018-bressan-mastri-vinai.html,Friulano secco https://www.tannico.it/venezia-giulia-verduzzo-friulano-igt-2018-bressan-mastri-vinai.html,,Verduzzo,Bressan,wine_01h0qzm19spe377dfekzh4mjef,,36.771774
