ok,type,name,winery_name,area,size,vintage,price,details,tech_sheet,internal_notes,info,matched_name,matched_winery_name,matched_id,matched_original_id,score
FALSE,RED,SAN LEONARDO G. Gonzaga Vigneti delle Dolomiti IGT,SAN LEONARDO G. Gonzaga Vigneti delle Dolomiti IGT,,BOTTLE,2016,130,"MERLOT, CABERNET SAUVIGNON, CARMENÈRE",https://www.sanleonardo.it/vini/san-leonardo/san-leonardo.pdf,"MERLOT, CABERNET SAUVIGNON, CARMENÈRE https://www.sanleonardo.it/vini/san-leonardo/san-leonardo.pdf",,San Leonardo,San Leonardo,wine_01gzr4ksnyrhxzs3mytd8sngpx,82235,44.46354
FALSE,RED,VILLA GRESTI Tenuta San Leonardo Vigneti delle Dolomiti IGT,VILLA GRESTI Tenuta San Leonardo Vigneti delle Dolomiti IGT,,BOTTLE,2016,42,"MERLOT, CARMENERE | ? - 2015",https://www.sanleonardo.it/vini/villa-gresti/villa-gresti.pdf,"MERLOT, CARMENERE | ? - 2015 https://www.sanleonardo.it/vini/villa-gresti/villa-gresti.pdf",,San Leonardo,San Leonardo,wine_01gzr4ksnyrhxzs3mytd8sngpx,82235,44.46354
TRUE,RED,ROSSO FAYE Pojer & Sandri Vigneti delle Dolomiti IGT,ROSSO FAYE Pojer & Sandri Vigneti delle Dolomiti IGT,,BOTTLE,2013,65,"CABERNET SAUVIGNON, CABERNET FRANC, MERLOT, LAGREIN",https://www.pojeresandri.com/wp-content/uploads/2019/09/Rosso-Faye.pdf?x45718,"CABERNET SAUVIGNON, CABERNET FRANC, MERLOT, LAGREIN https://www.pojeresandri.com/wp-content/uploads/2019/09/Rosso-Faye.pdf?x45718",,Rosso Faye Dolomiti,Pojer e Sandri,wine_01gzr4kseht0a3c4sq4kszez1p,1197753,51.96073
TRUE,WHITE,CHARDONNAY “GAJA & REY” Gaja Langhe Doc,CHARDONNAY “GAJA & REY” Gaja Langhe Doc,,BOTTLE,2014,180,1 - 2012 | mattoni,https://www.tannico.it/langhe-chardonnay-doc-gaia-rey-2018-gaja.html,1 - 2012 | mattoni https://www.tannico.it/langhe-chardonnay-doc-gaia-rey-2018-gaja.html,,Gaia & Rey Langhe,Gaja,wine_01gzr4ksppmrbs9bck881h9qrt,2410111,69.778915
TRUE,WHITE,CHARDONNAY “GAJA & REY” Gaja Langhe Doc,CHARDONNAY “GAJA & REY” Gaja Langhe Doc,,BOTTLE,2016,180,mattoni,https://www.tannico.it/langhe-chardonnay-doc-gaia-rey-2018-gaja.html,mattoni https://www.tannico.it/langhe-chardonnay-doc-gaia-rey-2018-gaja.html,,Gaia & Rey Langhe,Gaja,wine_01gzr4ksppmrbs9bck881h9qrt,2410111,69.778915
TRUE,WHITE,SAUVIGNON “ALTENI DI BRASSICA” Gaja Langhe Doc,SAUVIGNON “ALTENI DI BRASSICA” Gaja Langhe Doc,,BOTTLE,2014,130,mattoni,https://www.enotecatelaro.it/alteni-di-brassica-sauvignon-doc-gaja-2013.html,mattoni https://www.enotecatelaro.it/alteni-di-brassica-sauvignon-doc-gaja-2013.html,,Alteni di Brassica Langhe,Gaja,wine_01gzr4kspp1wft0m7a4hmjh53e,1323602,49.822098
TRUE,RED,BARBARESCO “CURRÁ” Bruno Rocca Docg,BARBARESCO “CURRÁ” Bruno Rocca Docg,,BOTTLE,2016,120,,https://www.callmewine.com/barbaresco-curra-bruno-rocca-2018-P33492.htm?gclid=Cj0KCQjwidSWBhDdARIsAIoTVb1lL2rg8o2Dgx85CyAwy17Uwbv0Eza0CkLKqGkJxRPetF2HnqeHafgaAqmMEALw_wcB, https://www.callmewine.com/barbaresco-curra-bruno-rocca-2018-P33492.htm?gclid=Cj0KCQjwidSWBhDdARIsAIoTVb1lL2rg8o2Dgx85CyAwy17Uwbv0Eza0CkLKqGkJxRPetF2HnqeHafgaAqmMEALw_wcB,,Currà Barbaresco,Bruno Rocca,wine_01h0my5scg78ehr2fq4z14pykn,,45.463703
TRUE,RED,BARBARESCO “RABAJÀ” Bruno Rocca Docg,BARBARESCO “RABAJÀ” Bruno Rocca Docg,,BOTTLE,2016,120,,https://www.callmewine.com/barbaresco-rabaja-bruno-rocca-2018-P33753.htm, https://www.callmewine.com/barbaresco-rabaja-bruno-rocca-2018-P33753.htm,,Barbaresco Rabajà,Bruno Rocca,wine_01h0my5sc8rpe79ntnd0gcq2ns,,47.43292
TRUE,RED,BARBARESCO “BERNADOT” Ceretto Docg,BARBARESCO “BERNADOT” Ceretto Docg,,BOTTLE,2016,160,,https://www.ceretto.com/uploads/public/2181_ceretto-barbaresco-docg-bernadot.pdf, https://www.ceretto.com/uploads/public/2181_ceretto-barbaresco-docg-bernadot.pdf,,Barbaresco Bernadot,Ceretto,wine_01gzr4kt6eaqpt1hjwa1qakn53,,45.22956
TRUE,RED,BARBARESCO “BRICCO ASILI” Ceretto Docg,BARBARESCO “BRICCO ASILI” Ceretto Docg,,BOTTLE,2015,240,1 - 2007 | 3 - | sottotetto,https://www.ceretto.com/uploads/public/2177_ceretto-barbaresco-docg-asili.pdf,1 - 2007 | 3 - | sottotetto https://www.ceretto.com/uploads/public/2177_ceretto-barbaresco-docg-asili.pdf,,Bricco Asili Barbaresco Faset,Ceretto,wine_01gzr4kt6e4y6wfgmzy7a95tr5,,46.100357
TRUE,RED,BARBARESCO Gaja Dop,BARBARESCO Gaja Dop,,BOTTLE,2013,280,mattoni | 1 sotto tetto,,mattoni | 1 sotto tetto ,,Barbaresco,Gaja,wine_01gzr4ksd3m8y62ggabzd1kdmg,66104,31.56718
TRUE,RED,BARBARESCO Gaja Dop,BARBARESCO Gaja Dop,,BOTTLE,2015,280,mattoni,,mattoni ,,Barbaresco,Gaja,wine_01gzr4ksd3m8y62ggabzd1kdmg,66104,31.56718
TRUE,RED,BARBARESCO Gaja Dop,BARBARESCO Gaja Dop,,BOTTLE,2018,280,,https://www.callmewine.com/barbaresco-gaja-2018-P32376.htm, https://www.callmewine.com/barbaresco-gaja-2018-P32376.htm,,Barbaresco,Gaja,wine_01gzr4ksd3m8y62ggabzd1kdmg,66104,31.56718
TRUE,RED,BARBARESCO “VIGNETO BORDINI” La Spinetta Docg,BARBARESCO “VIGNETO BORDINI” La Spinetta Docg,,BOTTLE,2019,79,2 - 2018 | 1 - 2015,https://www.la-spinetta.com/wp-content/uploads/2021/06/barbaresco-bordini-2018.pdf,2 - 2018 | 1 - 2015 https://www.la-spinetta.com/wp-content/uploads/2021/06/barbaresco-bordini-2018.pdf,,Vigneto Bordini Barbaresco,La Spinetta,wine_01gzr4kt1ph361109p4mgbep6g,,45.401447
TRUE,RED,BARBARESCO “VIGNETO GALLINA” La Spinetta Docg,BARBARESCO “VIGNETO GALLINA” La Spinetta Docg,,BOTTLE,2011,170,1 sotto tetto,https://www.enotecasanpietro.it/rossi/1363-vigneto-gallina-2015-la-spinetta-barbaresco-docg.html,1 sotto tetto https://www.enotecasanpietro.it/rossi/1363-vigneto-gallina-2015-la-spinetta-barbaresco-docg.html,,Vürsù Barbaresco Gallina,La Spinetta,wine_01gzr4kt1sg4vavxrap3nxnb1t,,40.336037
TRUE,RED,BARBARESCO “VIGNETO GALLINA” La Spinetta Docg,BARBARESCO “VIGNETO GALLINA” La Spinetta Docg,,BOTTLE,2014,170,,https://www.enotecasanpietro.it/rossi/1363-vigneto-gallina-2015-la-spinetta-barbaresco-docg.html, https://www.enotecasanpietro.it/rossi/1363-vigneto-gallina-2015-la-spinetta-barbaresco-docg.html,,Vürsù Barbaresco Gallina,La Spinetta,wine_01gzr4kt1sg4vavxrap3nxnb1t,,40.336037
TRUE,RED,BARBARESCO “VIGNETO STARDERI” La Spinetta Docg,BARBARESCO “VIGNETO STARDERI” La Spinetta Docg,,BOTTLE,2011,170,1 sotto tetto,https://www.la-spinetta.com/wp-content/uploads/2020/07/la-spinetta-barbaresco-starderi-docg-2014-it.pdf,1 sotto tetto https://www.la-spinetta.com/wp-content/uploads/2020/07/la-spinetta-barbaresco-starderi-docg-2014-it.pdf,,Vürsù Barbaresco Starderi,La Spinetta,wine_01gzr4kt1r8x6xkcszst5x4e05,,43.47813
TRUE,RED,BARBARESCO “VIGNETO STARDERI” La Spinetta Docg,BARBARESCO “VIGNETO STARDERI” La Spinetta Docg,,BOTTLE,2014,175,3 legno,https://www.la-spinetta.com/wp-content/uploads/2020/07/la-spinetta-barbaresco-starderi-docg-2014-it.pdf,3 legno https://www.la-spinetta.com/wp-content/uploads/2020/07/la-spinetta-barbaresco-starderi-docg-2014-it.pdf,,Vürsù Barbaresco Starderi,La Spinetta,wine_01gzr4kt1r8x6xkcszst5x4e05,,43.47813
TRUE,RED,BARBARESCO “VIGNETO VALERANO” La Spinetta Docg,BARBARESCO “VIGNETO VALERANO” La Spinetta Docg,,BOTTLE,2014,150,3 - legno | 1 - 2006 | 2 - 2008 | 1 sotto tetto,https://www.la-spinetta.com/wp-content/uploads/2020/07/la-spinetta-barbaresco-valeirano-docg-2014-it.pdf,3 - legno | 1 - 2006 | 2 - 2008 | 1 sotto tetto https://www.la-spinetta.com/wp-content/uploads/2020/07/la-spinetta-barbaresco-valeirano-docg-2014-it.pdf,,Vürsù Barbaresco Valeirano,La Spinetta,wine_01h0my5sc8368czqpepqrnse88,,40.65858
FALSE,RED,BARBERA D’ALBA “BRIC DU LUV” Ca' Viola Doc,BARBERA D’ALBA “BRIC DU LUV” Ca' Viola Doc,,BOTTLE,2017,44,5 - 2016,http://www.caviola.com/pdf/BARBERA_D_ALBA_BRIC_DU_LUV_ITA.pdf,5 - 2016 http://www.caviola.com/pdf/BARBERA_D_ALBA_BRIC_DU_LUV_ITA.pdf,,Barbera d''Alba,Barbero,wine_01h0my5sdwrbvbqenyjp8scxpb,,24.730867
TRUE,RED,BARBERA D’ALBA “VIGNOTA” Conterno Fantino Doc,BARBERA D’ALBA “VIGNOTA” Conterno Fantino Doc,,BOTTLE,2020,29,4 - 2018,https://www.callmewine.com/barbera-vignota-conterno-fantino-2020-P35287.htm,4 - 2018 https://www.callmewine.com/barbera-vignota-conterno-fantino-2020-P35287.htm,,Barbera d''Alba Vignota,Conterno Fantino,wine_01gzr4ksfm61ccmphkhmpqffmc,16646,50.724915
TRUE,RED,BARBERA D’ALBA “TREVIGNE” Domenico Clerico Doc,BARBERA D’ALBA “TREVIGNE” Domenico Clerico Doc,,BOTTLE,2017,29,,https://www.callmewine.com/barbera-trevigne-clerico-2020-P39962.htm, https://www.callmewine.com/barbera-trevigne-clerico-2020-P39962.htm,,Barbera d''Alba Trevigne,Domenico Clerico,wine_01gzr4kt7mzz3m151479c8m2tt,,54.80021
TRUE,RED,BARBERA D'ALBA Elio Altare Doc,BARBERA D'ALBA Elio Altare Doc,,BOTTLE,2021,29,6 - 2020,https://www.elioaltare.com/it/i-vini/barbera-dalba-doc/20,6 - 2020 https://www.elioaltare.com/it/i-vini/barbera-dalba-doc/20,,Barbera d''Alba,Elio Altare,wine_01h0my5rn63mma3azj4z5bqvgx,,46.24705
TRUE,RED,BARBERA D’ALBA “BRICCO DEI MERLI” Elvio Cogno Doc,BARBERA D’ALBA “BRICCO DEI MERLI” Elvio Cogno Doc,,BOTTLE,2017,35,,https://www.elviocogno.com/wp-content/uploads/2015/11/09-barbera-it.pdf, https://www.elviocogno.com/wp-content/uploads/2015/11/09-barbera-it.pdf,,Bricco Dei Merli Barbera d''Alba,Elvio Cogno,wine_01gzr4ksmjsj37tsbmgf3rkegm,1170267,55.746788
TRUE,RED,BARBERA D’ALBA “VIGNA FRANCIA” Conterno Giacomo Doc,BARBERA D’ALBA “VIGNA FRANCIA” Conterno Giacomo Doc,,BOTTLE,2020,75,,https://www.ballardini.shop/it/prodotti/barbera-d-alba-doc-vigna-francia-giacomo-conterno, https://www.ballardini.shop/it/prodotti/barbera-d-alba-doc-vigna-francia-giacomo-conterno,,Barbera d''Alba Vigna Francia,Giacomo Conterno,wine_01gzr4ksd7nkzvrd352xa1jetm,82201,50.85755
TRUE,RED,BARBERA D’ALBA “GALLINA” La Spinetta Doc,BARBERA D’ALBA “GALLINA” La Spinetta Doc,,BOTTLE,2014,59,,https://www.la-spinetta.com/wp-content/uploads/2020/07/la-spinetta-barbera-d-alba-doc-gallina-2016-it.pdf, https://www.la-spinetta.com/wp-content/uploads/2020/07/la-spinetta-barbera-d-alba-doc-gallina-2016-it.pdf,,Gallina Barbera d''Alba,La Spinetta,wine_01gzr4kt1vzh2gjm5tc5f1bhkv,,39.609703
TRUE,RED,"BARBERA D'ALBA ""VIGNA SCARRONE"" Vietti Doc","BARBERA D'ALBA ""VIGNA SCARRONE"" Vietti Doc",,BOTTLE,2020,55,,https://www.vietti.com/wp-content/uploads/Vietti_Barbera-Alba-Vigna-Scarrone-2019_IT.pdf, https://www.vietti.com/wp-content/uploads/Vietti_Barbera-Alba-Vigna-Scarrone-2019_IT.pdf,,Barbera d''Alba Vigna Scarrone,Vietti,wine_01gzr4kt7r3m4cb3saf4dpw092,,46.028202
TRUE,RED,"BARBERA D’ASTI ""BRICO DELL'UCCELLONE"" Braida di Giacomo Bologna Docg","BARBERA D’ASTI ""BRICO DELL'UCCELLONE"" Braida di Giacomo Bologna Docg",,BOTTLE,2018,76,,https://www.braida.it/wp-content/uploads/2022/03/Bricco-dell-uccellone.pdf, https://www.braida.it/wp-content/uploads/2022/03/Bricco-dell-uccellone.pdf,,Bricco della Bigotta Barbera d''Asti,Braida,wine_01gzr4kt5ekkh61gbrhhkxt6ad,,35.81414
TRUE,RED,"BARBERA D’ASTI ""CUREJ"" Braida di Giacomo Bologna Docg","BARBERA D’ASTI ""CUREJ"" Braida di Giacomo Bologna Docg",,BOTTLE,2020,29,,https://www.braida.it/wp-content/uploads/2022/03/Curej-2.pdf, https://www.braida.it/wp-content/uploads/2022/03/Curej-2.pdf,,Curej Barbera d''Asti,Braida,wine_01gzr4kt5fva3ba1vx2rnrxxjv,,41.827885
TRUE,RED,"BARBERA D’ASTI ""MONTEBRUNA"" Braida di Giacomo Bologna Docg","BARBERA D’ASTI ""MONTEBRUNA"" Braida di Giacomo Bologna Docg",,BOTTLE,2018,29,,https://www.braida.it/wp-content/uploads/2022/03/montebruna.pdf, https://www.braida.it/wp-content/uploads/2022/03/montebruna.pdf,,Montebruna Barbera d''Asti,Braida,wine_01gzr4kt5ecvskr4debpczwvbs,,43.284462
TRUE,RED,BARBERA D’ASTI Damilano Docg,BARBERA D’ASTI Damilano Docg,,BOTTLE,2018,29,,http://cantinedamilano.it/wp-content/uploads/2017/11/10-Barbera-dAsti.pdf, http://cantinedamilano.it/wp-content/uploads/2017/11/10-Barbera-dAsti.pdf,,Barbera d''Asti,Damilano,wine_01h0my5sd4kfbwbndy53nvsdhg,,33.28566
TRUE,RED,BARBERA D’ASTI Superiore “BIONZO” La Spinetta Docg,BARBERA D’ASTI Superiore “BIONZO” La Spinetta Docg,,BOTTLE,2015,54,,https://www.la-spinetta.com/wp-content/uploads/2020/02/barbera-bionzo-2016-ita.pdf, https://www.la-spinetta.com/wp-content/uploads/2020/02/barbera-bionzo-2016-ita.pdf,,Bionzo Barbera d''Asti Superiore,La Spinetta,wine_01gzr4kt1wx625ze1bvvm8y5bs,,38.64479
TRUE,RED,BARBERA D’ASTI “CA’ DI PIAN” La Spinetta Docg,BARBERA D’ASTI “CA’ DI PIAN” La Spinetta Docg,,BOTTLE,2018,29,8 - 2016,https://www.la-spinetta.com/wp-content/uploads/2021/06/ca-di-pian-2018.pdf,8 - 2016 https://www.la-spinetta.com/wp-content/uploads/2021/06/ca-di-pian-2018.pdf,,Ca'' di Pian Barbera d''Asti,La Spinetta,wine_01gzr4kt1jbjpbr3gge877kxm5,,48.11332
TRUE,RED,BAROLO Abbona Marziano Docg,BAROLO Abbona Marziano Docg,,BOTTLE,2018,59,,https://www.abbona.com/wp-content/uploads/2015/05/Barolo-2018.pdf, https://www.abbona.com/wp-content/uploads/2015/05/Barolo-2018.pdf,,Barolo,Abbona,wine_01h0my5seyr6ezwjt381hjdfq2,,32.081184
TRUE,RED,BAROLO “CERVIANO” Abbona Marziano Docg,BAROLO “CERVIANO” Abbona Marziano Docg,,BOTTLE,2016,85,1 mattoni,https://www.abbona.com/wp-content/uploads/2015/03/Cerviano-Merli-2016.pdf,1 mattoni https://www.abbona.com/wp-content/uploads/2015/03/Cerviano-Merli-2016.pdf,,Barolo Cerviano,Abbona,wine_01h0my5sf5ha4318dx99295q64,,44.15611
TRUE,RED,BAROLO “RAVERA” Abbona Marziano Docg,BAROLO “RAVERA” Abbona Marziano Docg,,BOTTLE,2015,85,2 - 2011,https://www.abbona.com/wp-content/uploads/2015/03/Ravera-2015.pdf,2 - 2011 https://www.abbona.com/wp-content/uploads/2015/03/Ravera-2015.pdf,,Barolo Terlo Ravera,Abbona,wine_01h0my5sezjt713t9x08s9n0jx,,39.633503
TRUE,RED,"BAROLO ""SOTTOCASTELLO DI NOVELLO"" Ca'Viola Langhe Doc","BAROLO ""SOTTOCASTELLO DI NOVELLO"" Ca'Viola Langhe Doc",,BOTTLE,2017,95,,http://www.caviola.com/pdf/BAROLO_SOTTOCASTELLO_DI_NOVELLO_ITA.pdf, http://www.caviola.com/pdf/BAROLO_SOTTOCASTELLO_DI_NOVELLO_ITA.pdf,,Barolo Sottocastello di Novello,Ca'Viola,wine_01gzr4ksdsshgw5w3rk52q9564,1219071,50.52735
TRUE,RED,"BAROLO ""BRICCO BOSCHIS"" Cavallotto Docg","BAROLO ""BRICCO BOSCHIS"" Cavallotto Docg",,BOTTLE,2017,95,,https://www.cavallotto.com/wp-content/uploads/2016/02/IT.BBB_.2017-4.pdf, https://www.cavallotto.com/wp-content/uploads/2016/02/IT.BBB_.2017-4.pdf,,Barolo Bricco Boschis,Cavallotto,wine_01gzr4kt5y2hr954cemgymcadg,,46.23468
TRUE,RED,"BAROLO ""RISERVA VIGNOLO"" Cavallotto Docg","BAROLO ""RISERVA VIGNOLO"" Cavallotto Docg",,BOTTLE,2015,160,,https://www.cavallotto.com/wp-content/uploads/2016/02/IT.BRV_.2015-4.pdf, https://www.cavallotto.com/wp-content/uploads/2016/02/IT.BRV_.2015-4.pdf,,Barolo Riserva Vignolo,Cavallotto,wine_01h0my5seyjspjmyezc5xqybr3,,42.20389
TRUE,RED,BAROLO Ceretto Docg,BAROLO Ceretto Docg,,BOTTLE,2017,85,1 - 2016,https://www.ceretto.com/uploads/public/2199_ceretto-barolo-docg.pdf,1 - 2016 https://www.ceretto.com/uploads/public/2199_ceretto-barolo-docg.pdf,,Barolo,Ceretto,wine_01gzr4kt6dg12ga74cyqmag57t,,33.199253
TRUE,RED,BAROLO “BRICCO ROCCHE” Ceretto Docg,BAROLO “BRICCO ROCCHE” Ceretto Docg,,BOTTLE,2013,280,mattoni,https://www.ceretto.com/uploads/public/2016_it-ceretto-barolo-docg-bricco-rocche.pdf,mattoni https://www.ceretto.com/uploads/public/2016_it-ceretto-barolo-docg-bricco-rocche.pdf,,Barolo Bricco Rocche,Ceretto,wine_01gzr4kt6e3c9vk9bgycqceyw6,,44.139965
TRUE,RED,BAROLO “BRUNATE” Ceretto Docg,BAROLO “BRUNATE” Ceretto Docg,,BOTTLE,2009,190,2 - 2013 | 1 sotto tetto,https://www.ceretto.com/uploads/public/2191_ceretto-barolo-docg-brunate.pdf,2 - 2013 | 1 sotto tetto https://www.ceretto.com/uploads/public/2191_ceretto-barolo-docg-brunate.pdf,,Barolo Brunate,Ceretto,wine_01gzr4kt6eyea97wmmagbfda3y,,43.549244
TRUE,RED,BAROLO “BUSSÌA” Ceretto Docg,BAROLO “BUSSÌA” Ceretto Docg,,BOTTLE,2017,190,,https://www.ceretto.com/uploads/public/2194_ceretto-barolo-docg-bussia.pdf, https://www.ceretto.com/uploads/public/2194_ceretto-barolo-docg-bussia.pdf,,Bussia Barolo,Ceretto,wine_01gzr4kt6eya318dp2ab2ndw5q,,40.569366
TRUE,RED,BAROLO “PRAPPÒ” Ceretto Docg,BAROLO “PRAPPÒ” Ceretto Docg,,BOTTLE,2013,190,1 sotto tetto,https://www.ceretto.com/uploads/public/2197_ceretto-barolo-docg-prapo.pdf,1 sotto tetto https://www.ceretto.com/uploads/public/2197_ceretto-barolo-docg-prapo.pdf,,Barolo Prapò,Ceretto,wine_01gzr4kt6ehmbxr0sw4wbs86bm,,36.989044
TRUE,RED,BAROLO “GINESTRA VIGNA DEL GRIS” Conterno Fantino Docg,BAROLO “GINESTRA VIGNA DEL GRIS” Conterno Fantino Docg,,BOTTLE,2018,110,3 - 2017 | 11 -,https://www.callmewine.com/barolo-vigna-del-gris-conterno-fantino-2017-P29720.htm,3 - 2017 | 11 - https://www.callmewine.com/barolo-vigna-del-gris-conterno-fantino-2017-P29720.htm,,Barolo Ginestra Vigna del Gris,Conterno Fantino,wine_01gzr4ksjeaxr71aeerq8bfzw4,16639,63.588947
TRUE,RED,BAROLO “GINESTRA VIGNA MOSCONI VIGNA PED” Conterno Fantino Docg,BAROLO “GINESTRA VIGNA MOSCONI VIGNA PED” Conterno Fantino Docg,,BOTTLE,2017,110,3 - 2015,https://www.callmewine.com/barolo-mosconi-conterno-fantino-2017-P30515.htm,3 - 2015 https://www.callmewine.com/barolo-mosconi-conterno-fantino-2017-P30515.htm,,Barolo Mosconi Vigna Ped,Conterno Fantino,wine_01gzr4kt3kbfww8ebwqpxqezag,,67.367165
TRUE,RED,BAROLO “VIGNA SORÌ GINESTRA” Conterno Fantino Docg,BAROLO “VIGNA SORÌ GINESTRA” Conterno Fantino Docg,,BOTTLE,2019,139,,https://www.wineshop.it/it/barolo-vigna-sori-ginestra-conterno-fantino.html, https://www.wineshop.it/it/barolo-vigna-sori-ginestra-conterno-fantino.html,,Barolo Sorì Ginestra,Conterno Fantino,wine_01gzr4ksjemm69xxhykex1zvn8,16637,63.498665
TRUE,RED,BAROLO “ARIONE” Conterno Giacomo Docg,BAROLO “ARIONE” Conterno Giacomo Docg,,BOTTLE,2018,300,,https://www.callmewine.com/barolo-arione-giacomo-conterno-2017-P30441.htm, https://www.callmewine.com/barolo-arione-giacomo-conterno-2017-P30441.htm,,Barolo Arione,Giacomo Conterno,wine_01gzr4kt6x0gxw2pcv1ns9ctdb,,50.40398
TRUE,RED,BAROLO “VIGNA FRANCIA” Conterno Giacomo Docg,BAROLO “VIGNA FRANCIA” Conterno Giacomo Docg,,BOTTLE,2017,290,,https://www.callmewine.com/barolo-francia-conterno-2017-P30437.htm?gclid=Cj0KCQjwidSWBhDdARIsAIoTVb1XeIyd9Z9WFrElGsjnhfvpkb80G6tw7pugu8_OzM7DYfayJPrtgPQaAgOfEALw_wcB, https://www.callmewine.com/barolo-francia-conterno-2017-P30437.htm?gclid=Cj0KCQjwidSWBhDdARIsAIoTVb1XeIyd9Z9WFrElGsjnhfvpkb80G6tw7pugu8_OzM7DYfayJPrtgPQaAgOfEALw_wcB,,Barolo Cascina Francia,Giacomo Conterno,wine_01gzr4kt6xmh9qqa6wb2vpzvkp,,47.218685
TRUE,RED,BAROLO “VIGNA FRANCIA” Conterno Giacomo Docg,BAROLO “VIGNA FRANCIA” Conterno Giacomo Docg,,BOTTLE,2018,290,,https://www.callmewine.com/barolo-francia-conterno-2017-P30437.htm?gclid=Cj0KCQjwidSWBhDdARIsAIoTVb1XeIyd9Z9WFrElGsjnhfvpkb80G6tw7pugu8_OzM7DYfayJPrtgPQaAgOfEALw_wcB, https://www.callmewine.com/barolo-francia-conterno-2017-P30437.htm?gclid=Cj0KCQjwidSWBhDdARIsAIoTVb1XeIyd9Z9WFrElGsjnhfvpkb80G6tw7pugu8_OzM7DYfayJPrtgPQaAgOfEALw_wcB,,Barolo Cascina Francia,Giacomo Conterno,wine_01gzr4kt6xmh9qqa6wb2vpzvkp,,47.218685
TRUE,RED,BAROLO “RISERVA MONFORTINO” Conterno Giacomo Docg,BAROLO “RISERVA MONFORTINO” Conterno Giacomo Docg,,BOTTLE,2015,1100,,https://www.callmewine.com/monfortino-conterno-2015-P30439.htm, https://www.callmewine.com/monfortino-conterno-2015-P30439.htm,,Barolo Riserva Monfortino,Giacomo Conterno,wine_01gzr4ksd80dyvp82qzdjyy0rb,82199,55.998676
TRUE,RED,BAROLO “CANNUBI” Damilano Docg,BAROLO “CANNUBI” Damilano Docg,,BOTTLE,2009,120,,https://www.callmewine.com/barolo-cannubi-damilano-2017-P36586.htm?gclid=Cj0KCQjwidSWBhDdARIsAIoTVb1pj1FLqkWtOYNdfrzLq7HcV162J6TUw2ZdK9aDd-1uPGDkz4SV1CUaAhJGEALw_wcB, https://www.callmewine.com/barolo-cannubi-damilano-2017-P36586.htm?gclid=Cj0KCQjwidSWBhDdARIsAIoTVb1pj1FLqkWtOYNdfrzLq7HcV162J6TUw2ZdK9aDd-1uPGDkz4SV1CUaAhJGEALw_wcB,,Barolo Cannubi,Damilano,wine_01h0my5sexfqvecet38bj687nz,,43.136658
TRUE,RED,BAROLO Domenico Clerico Docg,BAROLO Domenico Clerico Docg,,BOTTLE,2017,75,,https://www.vinatis.it/45244-barolo-2017-domenico-clerico, https://www.vinatis.it/45244-barolo-2017-domenico-clerico,,Barolo,Domenico Clerico,wine_01gzr4kt7m7j3frgd2dzkt7crh,,44.943184
FALSE,RED,"BAROLO ""PER CRISTINA"" Domenico Clerico Docg","BAROLO ""PER CRISTINA"" Domenico Clerico Docg",,BOTTLE,2010,290,,https://www.enotecatelaro.it/percristina-barolo-docg-domenico-clerico.html, https://www.enotecatelaro.it/percristina-barolo-docg-domenico-clerico.html,,Barolo,Domenico Clerico,wine_01gzr4kt7m7j3frgd2dzkt7crh,,44.943184
TRUE,RED,"BAROLO ""MOSCONI"" E. Pira e Figli - Chiara Boschis Docg","BAROLO ""MOSCONI"" E. Pira e Figli - Chiara Boschis Docg",,BOTTLE,2017,140,,http://www.pira-chiaraboschis.com/images/SchedeTecniche/Scheda_Tecnica_Barolo_Mosconi_2010.pdf, http://www.pira-chiaraboschis.com/images/SchedeTecniche/Scheda_Tecnica_Barolo_Mosconi_2010.pdf,,Mosconi Barolo,E. Pira & Figli,wine_01gzr4kt393v3273696bc5rwgq,,53.415382
TRUE,RED,"BAROLO ""VIA NUOVA"" E. Pira e Figli - Chiara Boschis Docg","BAROLO ""VIA NUOVA"" E. Pira e Figli - Chiara Boschis Docg",,BOTTLE,2018,120,3 - 2017 | 1 bt mattoni,http://www.pira-chiaraboschis.com/Barolo_ViaNuova.html,3 - 2017 | 1 bt mattoni http://www.pira-chiaraboschis.com/Barolo_ViaNuova.html,,Via Nuova Barolo,E. Pira & Figli,wine_01gzr4kt39wdr39xhq76h1cx1z,,56.12212
TRUE,RED,BAROLO Classico Elio Altare Docg,BAROLO Classico Elio Altare Docg,,BOTTLE,2018,99,6 - 2017,https://www.tannico.it/barolo-docg-2017-elio-altare.html,6 - 2017 https://www.tannico.it/barolo-docg-2017-elio-altare.html,,Barolo,Elio Altare,wine_01gzr4ksd8jp3ggp6t7s0fp9br,75846,46.32594
TRUE,RED,BAROLO “RAVERA” Elvio Cogno Docg,BAROLO “RAVERA” Elvio Cogno Docg,,BOTTLE,2015,115,,https://www.elviocogno.com/wp-content/uploads/2015/11/01_barolo-ravera-it.pdf, https://www.elviocogno.com/wp-content/uploads/2015/11/01_barolo-ravera-it.pdf,,Barolo Ravera,Elvio Cogno,wine_01h0my5rndf6nps18fbjh0cm7d,,53.297504
