external_id,name,winery_name,type,storage_area,size,vintage,price,info,quantity,internal_notes
310,valpolicella superiore case vecie,Brigaldara,,,BOTTLE,21,35.0,,12.0,
311,valpolicella superiore case vecie,Brigaldara,,,MAGNUM,19,,,2.0,
312,mosole,,,,BOTTLE,,,,0.0,
313,cabernet hora sexta,Mosole,,,BOTTLE,15,35.0,,1.0,
314,merlot ad nonam,Mosole,,,BOTTLE,16,52.0,,7.0,
315,lorenzo begali,,,,BOTTLE,,,,0.0,
316,amarone cru monte ca’bianca,Lorenzo Begali,,,MAGNUM,06,140.0,,1.0,
317,amarone cru monte ca’bianca,Lorenzo Begali,,,MAGNUM,13,150.0,,2.0,
318,zenato,,,,BOTTLE,,,,0.0,
320,valpolicella superiore ripassa,Zenato,,,MAGNUM,19,110.0,,1.0,
321,amarone della valpolicella,Zenato,,,BOTTLE,18,64.0,,8.0,
322,amarone della valpolicella,Zenato,,,MAGNUM,18,,,3.0,
323,allegrini,,,,BOTTLE,,,,0.0,
325,amarone,Allegrini,,,BOTTLE,17,100.0,,0.0,
326,amarone,Allegrini,,,BOTTLE,18,100.0,,0.0,
327,amarone corte giara,Allegrini,,,BOTTLE,17,66.0,,0.0,
327,amarone corte giara,Allegrini,,,BOTTLE,19,66.0,,0.0,
327,amarone corte giara,Allegrini,,,BOTTLE,20,66.0,,0.0,
329,veronese palazzo della torre,Allegrini,,,MAGNUM,20,75.0,,2.0,
330,veronese palazzo della torre,Allegrini,,,JEROBOAM,10,140.0,,1.0,
332,le salette,,,,BOTTLE,,,,0.0,
333,valpolicella,Le Salette,,,BOTTLE,22,24.0,,16.0,
334,valpolicella superiore ripasso “i progni”,Le Salette,,,BOTTLE,20,39.0,,11.0,
335,amarone la marega,Le Salette,,,BOTTLE,16,80.0,,5.0,
336,amarone pergole vecie,Le Salette,,,BOTTLE,16,120.0,,2.0,
337,marco mosconi,,,,BOTTLE,,,,0.0,
339,paolo cottini,,,,BOTTLE,,,,0.0,
341,valpolicella ripasso,Paolo Cottini,,,BOTTLE,,33.0,,0.0,
342,valpolicella ripasso magnum,Paolo Cottini,,,MAGNUM,21,80.0,,3.0,
344,masi,,,,BOTTLE,,,,0.0,
345,valpolicella ripassa campofiorin,Masi,,,BOTTLE,20,37.0,,22.0,
346,valpolicella ripassa campofiorin,Masi,,,MAGNUM,20,68.0,,5.0,
347,amarone costasera,Masi,,,BOTTLE,18,65.0,,15.0,
348,amarone costasera,Masi,,,BOTTLE,17,65.0,,0.0,
350,amarone campolongo,Masi,,,BOTTLE,13,145.0,,2.0,
351,corte giara,,,,BOTTLE,,,,0.0,
353,speri,,,,BOTTLE,,,,0.0,
355,valpolicella ripasso,Speri,,,BOTTLE,21,35.0,,15.0,
358,villa spinosa,,,,BOTTLE,,,,0.0,
359,amarone della valpolicella,Villa Spinosa,,,BOTTLE,18,,,16.0,
360,valpolicella classico jago,Villa Spinosa,,,BOTTLE,19,,,12.0,
361,la montecchia,,,,BOTTLE,,,,0.0,
363,carmenere progetto recupero,La Montecchia,,,BOTTLE,20,32.0,,2.0,
364,carmenere progetto recupero,La Montecchia,,,BOTTLE,21,32.0,,25.0,
