wine_id,external_id,size,vintage,price,info,storage_area,quantity,internal_notes
wine_01h0my5te6x0v5bww7ce2p4khe,,BOTTLE,2005,5200,,,2,
wine_01h0my5twmep5nbb7v800y3ctw,,BOTTLE,2021,0,,,5,
wine_01h0qzm1tgghd1j07c7ek815h3,,MAGNUM,2017,10500,,,0,
wine_01h0b4rjgpder3smhfakv2fcdv,,JEROBOAM,2007,36000,,,1,
wine_01gzr4ksmyhrh14qm0158s8pxx,,BOTTLE,2021,2200,,,6,
wine_01gzr4ksmyhrh14qm0158s8pxx,,BOTTLE,2022,2200,,,18,
wine_01hfvgk1q39g2jv68bzta79nbe,,BOTTLE,2020,25000,,,4,
wine_01hfvgk1q39g2jv68bzta79nbe,,BOTTLE,2019,25000,,,1,
wine_01hfvgk1q39g2jv68bzta79nbe,,MAGNUM,2020,58000,,,0,
wine_01h0r2ppb57s84y1rafwpam0sv,,BOTTLE,2017,26000,,,4,
wine_01j0zvmsb439qg392b793x0mhk,,BOTTLE,2020,7400,,,5,
wine_01gzr4ksp0ppcqzxp5f1hkvdnj,,BOTTLE,2017,3100,,,0,
wine_01h0qsxn3t0b64qn2tp9ewthhk,,BOTTLE,2019,0,,,5,
wine_01h0qsxn3t6j1jwhre3acdmbjd,,BOTTLE,2021,0,,,4,
wine_01h0qsxn3t01kfxgxgw51hk6pb,,BOTTLE,2022,0,,,12,
wine_01gzr4kt6htfarft6873xv2d75,,BOTTLE,2019,4500,,,5,
wine_01gzr4kteyhg6tajtagv5ep0rh,,BOTTLE,2016,8000,,,3,
wine_01gzr4ktncg2dzkm4tnmf908qx,,BOTTLE,2019,6500,,,6,
wine_01gzr4ksne828xs3kcd1n0wgv1,,BOTTLE,2016,4800,,,2,
