external_id,name_one,name_two,winery_name,size,vintage,price,quantity,country
361,,Carmenere Progetto recupero,La Montecchia,,‘20,"€ 32,00",2,
362,,Carmenere Progetto recupero,La Montecchia,,‘21,"€ 32,00",25,
363,,Azienda Agricola Puntozero,,,,,,
364,,Carmenere rosso,Az. Agr. Puntozero,,16,"€ 48,00",4,
365,,Tai Rosso,Az. Agr. Puntozero,,18,"€ 48,00",1,
366,,Merlot,Az. Agr. Puntozero,,15,"€ 75,00",2,
367,,Azienda Agricola Nicolis,,,,,,
368,,Amarone Valpolicella classico ,Az. Agr. Nicolis,Magnum,‘10,"€ 170,00",2,
369,,Azienda Agricola Inama,,,,,,
370,,Carmenere riserva Oratorio di San Lorenzo,Az. Agr. Inama,,‘13,"€ 70,00",2,
371,,Carmenere riserva Oratorio di San Lorenzo,Az. Agr. Inama,,‘16,"€ 70,00",4,
372,,Carmenere riserva Oratorio di San Lorenzo,Az. Agr. Inama,,’17,"€ 110,00",11,
373,,Carmenere riserva Oratorio di San Lorenzo ,Az. Agr. Inama,Magnum,16,"€ 140,00",2,
374,,Carmenere riserva Oratorio di San Lorenzo,Az. Agr. Inama,Magnum,17,"€ 250,00",3,
375,,Merlot Campo del Lago Colli Berici,Az. Agr. Inama,,,"€ 55,00","9 ‘19, 7 ‘20",
376,,Carmenere Più,Az. Agr. Inama,,20,"€ 30,00","3 ‘19, 19 ‘20",
377,,Carmenere Carminium Colli Berici,Az. Agr. Inama,,,"€ 70,00","8 ‘19, 2 ‘16",
378,,Carmenere Carminium Colli Berici ,Az. Agr. Inama,Magnum,‘18,"€ 150,00",7,
379,,Carmenere Più Veneto Rosso IGT ,Az. Agr. Inama,Magnum,‘18,"€ 70,00",1,
380,,"Cabernet Sauvignon ""Bradisismo"" Colli Berici DOC ",Az. Agr. Inama,,,"€ 60,00","13 ‘19, 11 ‘20",
381,,"Cabernet Sauvignon ""Bradisismo"" Colli Berici DOC",Az. Agr. Inama,Magnum,19,"€ 120,00",5,
382,,Bertani,,,,,,
383,,Secco ,Bertani,Magnum,‘19,"€ 90,00",5,
384,,Recioto Valpolicella Amarone,Bertani,,1975,"€ 840,00",1,
385,,Amarone Valpolicella Classico,Bertani,,12,"€ 125,00",1,
386,,Amarone Valpolicella Classico ,Bertani,Magnum,‘12,"€ 330,00",2,
387,,Pian della Vette,,,,,,
388,,Pinot Nero,Pian delle vette,,19,,12,
389,,Le Guaite di Noemi,,,,,,
390,,Valpolicella superiore,Le Guaite di Noemi,,‘12,"€ 48,00",18,
391,,Valpolicella superiore ,Le Guaite di Noemi,Magnum,‘12,"€ 105,00",,
392,,Valpolicella ripasso,Le Guaite di Noemi,,17,"€ 66,00",5,
393,,Valpolicella ripasso ,Le Guaite di Noemi,Magnum,‘12,"€ 132,00",2,
394,,Amarone,Le Guaite di Noemi,,‘11,"€ 86,00",8,
395,,Amarone ,Le Guaite di Noemi,Magnum,‘11,"€ 180,00",3,
396,,Val de Pol,,,,,,
397,,Pinot Nero Cors,Val De Pol,,‘21,"€ 45,00",37,
398,,Pinot Nero Frazesca,Val De Pol,,‘20,"€ 75,00",3,
399,,Pinot Nero Corletta,Val De Pol,,‘19,"€ 98,00",,
400,,Azienda Agricola Montebrecale,,,,,,
401,,Ammonite Rosso,Az. Agr. Montebrecale,,‘20,"€ 30,00",20,
402,,A & G De Martin,,,,,,
403,,Silenzio Rosso,A & G De Martin,,23?,,10,
404,,Trentino Alto Adige,,,,,,
405,,Cantina di Bolzano Gries / Santa Maddalena,,,,,,
406,,Blauburgunder,Cantina di Bolzano Gries / Santa Maddalena,,’21 ‘22,"€ 30,00",,
407,,Lagrein Collection,Cantina di Bolzano Gries / Santa Maddalena,,22,"€ 36,00","7 ‘21, 2 ‘22",
408,,Lagrein Collection ,Cantina di Bolzano Gries / Santa Maddalena,Magnum,21,"€ 75,00","2 ‘21, 2 ‘22",
409,,Pinot Nero Thalman Riserva,Cantina di Bolzano Gries / Santa Maddalena,,,"€ 60,00","13 ‘20, 6 ‘21",
410,,Pinot Nero Riserva,Cantina di Bolzano Gries / Santa Maddalena,,16,"€ 48,00",,
411,,St.Maddalena,Cantina di Bolzano Gries / Santa Maddalena,,21,"€ 24,00","4 ‘21, 8 ‘22",
412,,Lagrein Taber,Cantina di Bolzano Gries / Santa Maddalena,,20,"€ 75,00",2,
413,,Lagrein Taber ,Cantina di Bolzano Gries / Santa Maddalena,Magnum,16,"€ 150,00",3,
414,,Merlot Lagrein Mauritius,Cantina di Bolzano Gries / Santa Maddalena,,19,"€ 70,00",4,
415,,Merlot Lagrein Mauritius ,Cantina di Bolzano Gries / Santa Maddalena,Magnum,16,"€ 130,00",1,
416,,Gumphof,,,,,,
417,,Blauburgunder ,Gumphof,Magnum,17,"€ 105,00",,
418,,Tenuta J. Hofstätter,,,,,,
419,,Blauburgunder Meczan,Tenuta J. Hofstätter ,,,"€ 36,00","14 ‘22, 1 ‘21",
420,,Lagrein Steinraffler,Tenuta J. Hofstätter ,,‘19,"€ 55,00",18,
421,,Sant’Urbano Barthenau,Tenuta J. Hofstätter ,,16,"€ 90,00",,
422,,Sant’Urbano Barthenau,Tenuta J. Hofstätter ,,19,"€ 98,00",3,
423,,Sant’Urbano Barthenau ,Tenuta J. Hofstätter ,Magnum,16,"€ 200,00",2,
424,,Sant’Urbano ,Tenuta J. Hofstätter ,Jéroboam,7,"€ 360,00",1,
425,,Alois Lageder,,,,,,
426,,Blauburgunder,Alois Lageder,,‘21,"€ 30,00",7,
427,,Lagrein,Alois Lageder,,21,"€ 30,00",3,
428,,Lagrein Conus Riserva (bio),Alois Lageder,,20,"€ 42,00",6,
429,,Cabernet Riserva,Alois Lageder,,2,"€ 33,00",2,
430,,Cabernet Riserva,Alois Lageder,,,"€ 33,00","2 ‘18, 2 ‘19, 5 ‘20",
431,,Cabernet sauvignon Cor Romigberg,Alois Lageder,,,"€ 85,00","2 ‘16, 1 ‘99",
432,,Cabernet Riserva ,Alois Lageder,Magnum,,"€ 68,00","1 ‘19, 2 ‘20",
433,,Carlotto Ferruccio,,,,,,
434,,Pinot Nero,Carlotto Ferruccio,,20,"€ 57,00",21,
435,,Pinot Nero ,Carlotto Ferruccio,Magnum,‘20,"€ 120,00",,
436,,Lagrein Riserva di Ora in Ora,Carlotto Ferruccio,,20,"€ 45,00",24,
437,,Cantina di Termeno,,,,,,
438,,Lagrein,Cantina di Termeno,,22,"€ 30,00",3,
439,,Lagrein Urban Riserva,Cantina di Termeno,,20,"€ 66,00",11,
440,,Gottardi,,,,,,
441,,Pinot Nero Mazzon,Gottardi,,,,"3 ‘18, 1 ‘19 ",
442,,Pinot Nero Riserva,Gottardi,,‘17,"€ 75,00",9,
443,,Pinot Nero ,Gottardi,Magnum,18,"€ 140,00",,
444,,Barone de Cles,,,,,,
445,,Teroldego Rotaliano,Barone De Cles,,17 ‘19,"€ 34,00",,
446,,Cantina Rotaliana,,,,,,
447,,Teroldego Rotaliano,Cantina Rotaliana,,13,"€ 56,00",6,
448,,Waldgries,,,,,,
449,,Lagrein Ansitz Mirell,Waldgries,,19,"€ 80,00","4 ‘17, 1 ‘19",
450,,Lagrein,Waldgries,,,"€ 34,00","1 ‘20, 4 ‘21",
451,,Schreckbichl/Colterenzio,,,,,,
452,,Lagrein Riserva Mantsch,Colterenzio,,,,"9 ‘17, 6 ‘20",
453,,Merlot Siebeneich Riserva,Schreckbichl/Colterenzio,,19,"€ 39,00",,
454,,Merlot Siebeneich Riserva,Schreckbichl/Colterenzio,,21,"€ 39,00",6,
455,,Blauburgunder,Schreckbichl/Colterenzio,,22,"€ 30,00",10,
456,,Blauburgunder riserva St.Daniel,Schreckbichl/Colterenzio,,‘20,"€ 39,00",5,
457,,Lagrein Mantsch,Schreckbichl/Colterenzio,,17 20 ,"€ 39,00",,
458,,Elena Walch,,,,,,
459,,Merlot,Elena Walch,,,"€ 27,00","1 ‘21, 16 ‘22",
460,,Merlot riserva Vigna Kastelaz,Elena Walch,,,"€ 75,00","6 ‘18, 2 ‘20",
461,,Lagrein riserva Castel Ringberg,Elena Walch,,20,"€ 54,00",24,
462,,Lagrein,Elena Walch,,22,"€ 32,00",23,
463,,Blauburgunder,Elena Walch,,‘22,"€ 33,00",9,
464,,Pinot nero Ludwig,Elena Walch,,20,"€ 75,00","1 ‘17, 1 ‘16, 14 ‘20",
465,,Franz Haas,,,,,,
466,,Lagrein,Franz Haas,,,,"3 ‘19, 3 ‘20, 12 ‘21",
467,,Pinot nero Schweizer,Franz Haas,,’19 ’20,"€ 70,00",,
468,,Pinot nero,Franz Haas,,21,"€ 54,00",4,
469,,Pinot nero Magnum,Franz Haas,,’18 '21,"€ 110,00",,
470,,Abbazia di Novacella,,,,,,
471,,Praepositus Lagrein riserva,Abbazia di Novacella,,,"€ 58,00","7 ‘19, 12 ‘20",
472,,Pinot nero riserva Vigna Oberhof Suedtirol,Abbazia di Novacella,,19,"€ 110,00",,
473,,Pinot nero riserva Praepositus,Abbazia di Novacella,,,"€ 64,00","1 ‘17, 28 ‘20",
474,,Lagrein,Abbazia di Novacella,,‘22,"€ 29,00",24,
475,,St.Magdalener,Abbazia di Novacella,,,"€ 22,00","6 ‘21, 18 ‘22",
476,,Marcus Prackwierser,,,,,,
477,,Praesulis,Marcus Prackwierser,,18,,1,
478,,Tenuta Klosterhof,,,,,,
479,,Pinot nero Schwarze Madonna,Tenuta Klosterhof,,18,"€ 62,00",9,
480,,Friuli Venezia Giulia,,,,,,
481,,Silvio Jermann,,,,,,
482,,Pinot nero Lonzblau,Silvio Jermann,,16,"€ 99,00","2 ‘13, 2 ‘16",
483,,Miani,,,,,,
484,,Rosso,Miani,,20,"€ 130,00",6,
485,,Refosco Cossut,Miani,,20,"€ 160,00",5,
486,,Refosco La Mont di Zuc ,Miani ,,19,,1,
487,,Filip Merlot ,Miani,,20,,5,
488,,Castelvecchio,,,,,,
489,,Cabernet Franc,Castelvecchio,,19,"€ 30,00",,
490,,Cabernet Franc,Castelvecchio,,20,"€ 30,00","12 ‘20, 2 ‘19, 1 ‘18",
491,,Cabernet Sauvignon,Castelvecchio,,‘20,"€ 30,00",11,
492,,Sagrado,Castelvecchio,,11,"€ 42,00",1,
493,,Sagrado,Castelvecchio,,18,"€ 42,00",5,
494,,Borgo Conventi,,,,,,
495,,Cabernet franc Isonzo,Borgo Conventi,,22,"€ 21,00",19,
496,,Refosco Isonzo,Borgo Conventi,,22,"€ 21,00",7,
497,,Schiopettino,Borgo Conventi,,19,,10,
498,,Schioppetto,,,,,,
499,,Rivarossa,Schioppetto,,‘18,"€ 45,00",11,
500,,Blumeri,Schioppetto,,‘13,"€ 65,00","2 ‘13, 1 ‘17, 3 ‘18",
501,,Blumeri,Schioppetto,,‘18,"€ 65,00",9,
502,,Cabernet Sauvignon,Schioppetto,,‘20,"€ 33,00",,
503,,Cabernet Sauvignon Magnum,Schioppetto,,‘20,"€ 70,00",,
504,,Antico Broilo,,,,,,
505,,Pinot Nero ,Antico Broilo,Jéroboam,15,,1,
506,,Meroi,,,,,,
507,,Rosso Nestri,Meroi,,,"€ 35,00","1 ‘17, 2 ‘19, 7 ‘20",
508,,Rosso Nestri,Meroi,,,"€ 35,00",,
509,,Cantina Produttori di Cormons,,,,,,
510,,Pignolo,Cantina Produttori di Cormons,,15,"€ 36,00",,
511,,Livio Felluga,,,,,,
512,,Cabernet merlot Vertigo,Livio Felluga,,21,"€ 28,00",10,
513,,Russiz Superiore Marco Felluga,,,,,,
514,,Cabernet franc Isonzo,Marco Felluga Russiz sup.,,21,,6,
515,,Cabernet franc,Marco Felluga Russiz sup.,,21,,3,
516,,Cabernet Franc,Marco Felluga Russiz sup.,Magnum,21,,3,
517,,Azienda Agricola La Viarte,,,,,,
518,,Refosco Peduncolo Rosso,Az. Agr. La Viarte,,10,"€ 55,00",2,
519,,Refosco Riserva,Az. Agr. La Viarte,,‘14,"€ 60,00",6,
520,,Merlot Riserva,Az. Agr. La Viarte,,14,"€ 54,00",8,
521,,Schiopettino,Az. Agr. La Viarte,,11,"€ 46,00",5,
522,,Tazzelenghe,Az. Agr. La Viarte,,12,"€ 66,00",5,
523,,Tazzelenghe,Az. Agr. La Viarte,,13,"€ 66,00",6,
524,,Alexis Paraschos,,,,,,
525,,Skala Merlot,Alexis Paraschos,,‘15,"€ 75,00",6,
526,,Castello di Buttrio,,,,,,
527,,Merlot Colli Orientali,Castello di Buttrio,Magnum,19,"€ 75,00",2,
528,,Merlot Colli Orientali,Castello di Buttrio,,‘20,"€ 35,00",31,
529,,Refosco Colli Orientali,Castello di Buttrio,Magnum,‘19,"€ 75,00",3,
530,,Refosco Colli Orientali,Castello di Buttrio,,‘20,"€ 35,00",36,
531,,Conte d’Attimis Maniago,,,,,,
532,,Tazzelenghe,Conte d’Attimis Maniago,Magnum,2016,,1,
533,,Lis Neris,,,,,,
534,,Cabernet Sauvignon,Lis Neris,,,"€ 36,00","2 ‘19, 2 ‘20",
535,,Cabernet Sauvignon ,Lis Neris,Magnum,20,"€ 75,00",5,
536,,Piemonte,,,,,,
537,,Ceretto,Ceretto,,,,,
538,,Barolo Brunate,Ceretto,,15,"€ 155,00",4,
539,,Barolo Brunate,Ceretto,,19,"€ 155,00",2,
540,,Barbaresco,Ceretto,,‘19,"€ 65,00",,
541,,Barbaresco,Ceretto,,‘20,"€ 65,00",,
542,,Barbaresco Asili,Ceretto,,15,"€ 250,00",1,
543,,Monsordo,Ceretto,,21,"€ 45,00",5,
544,,Gaja,,,,,,
545,,Barolo Dagromis,Gaja,,18,"€ 120,00",1,
546,,Barolo Dagromis,Gaja,,‘19,"€ 110,00",4,
547,,Barbaresco,Gaja,,13,"€ 280,00",,
548,,Barbaresco,Gaja,,16,"€ 280,00",,
549,,Barbaresco,Gaja,,19,"€ 260,00",3,
550,,Barbaresco,Gaja,,‘20,"€ 300,00",3,
551,,Barbaresco ,Gaja,Magnum,‘16,"€ 650,00",1,
552,,Sito Moresco,Gaja,,,"€ 75,00","3 ‘20, 6 ‘21",
553,,Sperss Barolo Langhe,Gaja,,14,"€ 380,00",2,
554,,Sperss Barolo Langhe,Gaja,,17,"€ 360,00",3,
555,,Barbera,Gaja,,73,,1,
556,,Travaglini,,,,,,
557,,Gattinara,Travaglini,,19,"€ 55,00",,
558,,Gattinara,Travaglini,,20,"€ 55,00",3,
559,,Gattinara Magnum,Travaglini,,15,"€ 120,00",1,
560,,Gattinara Magnum,Travaglini,,‘20,"€ 120,00",3,
561,,Azienza Agricola Negro,,,,,,
562,,Nebbiolo Roero riserva Sudisfà,Az. Agr. Negro,,13 ‘19,"€ 70,00",,
563,,Barolo Serralunga,Az. Agr. Negro,,16,"€ 85,00",3,
564,,Barbaresco Basarin,Az. Agr. Negro,,20,,2,
565,,Ciabot Roero riserva Magnum,Az. Agr. Negro,Magnum,19,"€ 75,00",1,
566,,Azienda Vinicola Reva,,,,,,
567,,Nebbiolo Amfora Selezione,Az. Vinicola Reva,,20,"€ 42,00",,
568,,G.D.Vajra,,,,,,
569,,Barolo Albe,Az. Agr. G.D. Vajra,,18,"€ 70,00",8,
570,,Barbera,Az. Agr. G.D. Vajra,,21,"€ 35,00",2,
571,,Nebbiolo,Az. Agr. G.D. Vajra,,,"€ 38,00","2 ‘21, 4 ‘22",
572,,Dolcetto,Az. Agr. G.D. Vajra,,20,"€ 25,00","5 ‘20, 10 ‘21",
573,,Paolo Scavino,,,,,,
574,,Barolo Bricco Ambrogio,Paolo Scavino,,,,"3 ‘15, 6 ‘20",
575,,Barolo Bric del Fiasc,Paolo Scavino,,,,"5 ‘15, 6 ‘20",
576,,Barolo Enrico Scavino,Paolo Scavino,,,,"3 ‘18, 6 ‘20",
577,,Barolo,Paolo Scavino,,‘18,,,
578,,Nebbiolo,Paolo Scavino,,‘22,,41,
579,,Toscana,,,,,,
580,,Aia Vecchia,,,,,,
581,,Lagone IGT,Aia Vecchia,,16,"€ 25,00",,
582,,Lagone IGT,Aia Vecchia,Magnum,17,"€ 70,00",1,
583,,Tenuta dell'Ornellaia,,,,,,
584,,Rosso Masseto,Tenuta dell'Ornellaia,,15,"€ 2.000,00",1,
585,,Ornellaia,Tenuta dell'Ornellaia,,’20,"€ 250,00","4 ‘20, 1 ‘19",
586,,Ornellaia ,Tenuta dell'Ornellaia,Magnum,‘20,"€ 580,00",,
587,,Rosso Serre Nuove,Tenuta dell'Ornellaia,,‘20,"€ 70,00",2,
588,,Le Volte,Tenuta dell'Ornellaia,,21,"€ 40,00",7,
589,,Le Volte ,Tenuta dell'Ornellaia,Magnum,‘20 ’21,"€ 80,00",,
590,,Avignonesi,,,,,,
591,,Nobile di Montepulciano,Avignonesi,,15,"€ 45,00",,
592,,Ormanni,,,,,,
593,,Chianti classico riserva,Ormanni,,15,"€ 39,00",,
594,,Chianti classico riserva ,Ormanni,Magnum,15,"€ 80,00",2,
595,,Gaja,,,,,,
596,,Brunello di Montalcino Sugarille Pieve S. Restituita,Gaja,,‘18,"€ 220,00",,
597,,San Leonino,,,,,,
598,,Monsenese Chianti classico riserva,San Leonino,,‘17,"€ 27,00",10,
599,,Tenuta “Il Fantone”,,,,,,
600,,Cabernet Sauvignon,Tenuta Il Fantone,,19,"€ 42,00",1,
601,,Syrah Lago Nero,Tenuta Il Fantone,,19,"€ 40,00",4,
602,,Fratini,,,,,,
603,,Bolgheri Superiore,Fratini,,17,"€ 260,00",4,
604,,Marchesi Antinori,,,,,,
605,,Brunello di Montalcino Pian delle Vigne,Marchesi Antinori,,18,"€ 85,00",3,
606,,Guado al Tasso Bolgheri superiore,Marchesi Antinori,,17,"€ 180,00",5,
607,,Tignanello,Marchesi Antinori,,20,"€ 190,00",4,
608,,Tignanello,Marchesi Antinori,Magnum,20,,1,
609,,Bruciato,Marchesi Antinori,,21,"€ 57,00","9 ‘21, 12 ‘22",
610,,Chianti Peppoli,Marchesi Antinori,,21,"€ 37,00",2,
611,,Marchesi Frescobaldi,,,,,,
612,,Brunello di Montalcino Castel Giocondo,Marchesi Frescobaldi,,,"€ 65,00","2 ‘14, 1 ‘18",
613,,Merlot Lamaione,Marchesi Frescobaldi,,14,"€ 72,00",4,
614,,Merlot Lamaione,Marchesi Frescobaldi,,‘18,"€ 72,00",6,
615,,Mormoreto,Marchesi Frescobaldi,,‘20,"€ 74,00",5,
616,,Mastrojanni,,,,,,
617,,Rosso di Montalcino,Mastrojanni,,‘20,"€ 40,00",7,
618,,Brunello di Montalcino,Mastrojanni,,14,"€ 90,00",3,
619,,Brunello di Montalcino,Mastrojanni,,‘17,"€ 90,00",5,
620,,Corte dei Venti,,,,,,
621,,Rosso di Montalcino,Corte dei Venti,,,"€ 35,00","3 ‘17, 6 ‘21",
622,,Brunello di Montalcino,Corte dei Venti,,14,"€ 80,00",4,
623,,Brunello di Montalcino Dama Elena,Corte dei Venti,,12,"€ 95,00",1,
624,,Azienda Agricola Tenuta Luce,,,,,,
625,,Lucente Rosso,Az. Agr. Tenuta Luce,,‘20,"€ 48,00",,
626,,Marchesi Mazzei,,,,,,
627,,Morellino di Scansano Belgvardo Riserva,Marchesi Mazzei,,17,"€ 30,00",2,
628,,Tenuta San Guido,,,,,,
629,,Le Difese,Tenuta San Guido,,22,"€ 42,00",12,
630,,Guidalberto,Tenuta San Guido,,21,"€ 60,00",8,
631,,Sassicaia Bolgheri,Tenuta San Guido,,‘12,"€ 400,00",3,
632,,Sassicaia Bolgheri,Tenuta San Guido,,16,"€ 400,00",4,
633,,Sassicaia Bolgheri,Tenuta San Guido,,17,"€ 380,00",6,
634,,Sassicaia Bolgheri,Tenuta San Guido,,18,"€ 380,00",5,
635,,Urlari Pervale,,,,,,
636,,Rosso,Urlari Pervale,,16,"€ 28,00",12,
637,,Rosso Magnum,Urlari Pervale,,‘17,"€ 60,00",3,
638,,Caccia al Piano,,,,,,
639,,Ruit Hora Bolgheri,Caccia al Piano,,17,"€ 35,00",,
640,,Ruit Hora Bolgheri,Caccia al Piano,,19,"€ 35,00",,
641,,Mosenese,,,,,,
642,,Chianti Classico Riserva DOCG,Mosenese,,17,"€ 31,00",,
643,,Az. Agricola S.Caterina Tenuta Tre Rose,,,,,,
644,,Nobile di Montepulciano,Az. Agr. S. Caterina Tenuta Tre Rose,,19,"€ 1,25",1,
645,,Vigna Spuntali,,,,,,
646,,Brunello di Montalcino,Vigna Spuntali,,16,"€ 85,00",4,
647,,San Felice,,,,,,
648,,Brunello di Montalcino Campogiovanni,San Felice,,‘18,"€ 90,00",,
649,,Il Grigio Riserva,San Felice,,‘19,"€ 36,00",5,
650,,Rosso di Montalcino,San Felice,,‘21,"€ 33,00",,
651,,Biondi Santi,,,,,,
652,,Brunello di Montalcino,Biondi Santi,,68,,1,
653,,Castello d’Albola,,,,,,
654,,Acciaiolo,Castello d’Albola,,9,,1,
655,,Val di Suga,,,,,,
656,,Rosso di Montalcino,Val di Suga,,‘20,"€ 45,00",10,
657,,Brunello di Montalcino,Val di Suga,,‘16,,,
658,,La Fiorita,,,,,,
659,,Brunello di Montalcino,La Fiorita,,5,,1,
660,,Gaja,,,,,,
661,,Brunello di Montalcino Santa Restituta,Gaja,,18,,3,
662,,Emilia Romagna,,,,,,
663,,Otello Ceci,,,,,,
664,,Lambrusco,Otello Ceci,,,"€ 24,00",11,
665,,Marche,,,,,,
666,,Umani Ronchi,,,,,,
667,,Pelago,Umani Ronchi,,14,"€ 66,00","5 ‘14, 5 ‘18",
668,,Cumaro,Umani Ronchi,,,"€ 58,00","3 ‘18, 2 ‘14, 1 ‘12",
669,,Puglia,,,,,,
670,,Vespa Vignaioli,,,,,,
671,,Primitivo di Manduria Il rosso dei Vespa,Vespa Vignaioli,,,"€ 35,00","2 ‘20, 4 ‘21, 12 ‘22",
672,,Primitivo di Manduria “Raccontami”,Vespa Vignaioli,,18,"€ 55,00","2 ‘17, 1 ‘18, 5 ‘20",
673,,Nero di Troia “Helena”,Vespa Vignaioli,,15,"€ 90,00",8,
674,,Petrelli,,,,,,
675,,Salice Rosso Centopietre,Petrelli,,13,"€ 20,00",,
676,,Sicilia,,,,,,
677,,Vigneri,,,,,,
678,,I Vigneri,Vigneri,,16,"€ 40,00",2,
679,,I Vigneri,Vigneri,,17,"€ 36,00",9,
680,,Planeta,,,,,,
681,,Santa Cecilia,Planeta,,11,"€ 48,00",5,
682,,Santa Cecilia,Planeta,,17,"€ 54,00",1,
683,,Burdese,Planeta,,3,"€ 55,00",2,
684,,Burdese,Planeta,,5,"€ 55,00",5,
685,,Passopisciaro,,,,,,
686,,Passorosso,Passopisciaro,,,"€ 51,00","2 ‘20, 3’ 21,  6 ‘22",
687,,Firriato,,,,,,
688,,Camelot,Firriato,,,"€ 63,00","4 ‘15 1 ‘17, 1 ‘21",
689,,Nero d'Avola Chiaramonte,Firriato,,,"€ 32,00","1 ‘17, 5 ‘21",
690,,Cottanera,,,,,,
691,,Etna Rosso Diciassettesalme,Cottanera,,19,"€ 32,00",9,
692,,Etna Rosso Riserva Contrada Zottorinoto,Cottanera,,16,"€ 100,00",6,
693,,Fondo Antico,,,,,,
694,,Nero d’Avola,Fondo Antico,,16,"€ 20,00",,
695,,Il Canto,Fondo Antico,,12,"€ 25,00",5,
696,,Spadafora,,,,,,
697,,Rosso Don Pietro,Spadafora,,7,"€ 35,00",2,
698,,Azienda Agricola Monte Rosso,,,,,,
699,,Etna Rosso Volcano,Az. Agr. Monte Rosso,,‘19,"€ 42,00",8,
700,,,,,,,,
701,,Sardegna,,,,,,
702,,Santadi,,,,,,
703,,Terre Brune Superiore,Santadi,,18,"€ 70,00",2,
704,,Terre Brune Superiore,Santadi,,‘19,"€ 70,00",3,
705,,Carignano del Sulcis Rocca Rubia Riserva,Santadi,,12,"€ 40,00",1,
706,,Carignano del Sulcis Rocca Rubia Riserva,Santadi,,17,"€ 38,00",1,
707,,Carignano del Sulcis Rocca Rubia Riserva,Santadi,,‘20,"€ 38,00",6,
708,,Ferruccio Deiana,,,,,,
709,,Cannonau Sileno,Ferruccio Deiana,,14,"€ 40,00",,
710,,Argiolas,,,,,,
711,,Rosso Iselis,Argiolas,,12,"€ 36,00",5,
712,,Cannonau Costera,Argiolas,,14,"€ 40,00",,
713,,Cannonau Costera,Argiolas,,16,"€ 40,00",1,
714,,Cannonau Costera,Argiolas,,19,"€ 38,00",3,
715,,Turriga,Argiolas,,16,"€ 126,00",1,
716,,Turriga,Argiolas,,19,"€ 130,00",6,
717,,,,,,,,
718,,"Altri vini biodinamici, biologici e naturali",,,,,,
719,,Cantina d'Isera,,,,,,
720,,Marzemino d'Isera Trentino Superiore,Cantina d'Isera,,19,"€ 30,00",7,
721,,Marco Mosconi,,,,,,
722,,Rosso Tre Monelli,Marco Mosconi,,21,"€ 34,00",,
723,,Masi Tupungato,,,,,,
724,,Rosso di Malbec e Corvina Passo Doble Tierra Soleada,Masi Tupungato,,20,"€ 45,00",,
725,,Vinicentanni,,,,,,
726,,Rosso Primodelia bio,Vinicentanni,,‘19,,5,
727,,Rosso Piceno Renarie bio,Vinicentanni,,‘21,,4,
728,,Puro Centanni Marche Rosso,Vinicentanni,,‘22,,12,
729,,,,,,,,
730,,Vini Rossi Esteri,,,,,,
731,,Francia,,,,,,
732,,Chateau Margaux,,,,,,
733,,Chateau Margaux Gran Cru Classé,Chateau Margaux,,97,"€ 1.250,00",2,
734,,Chateau Mouton Rothshild,,,,,,
735,,Chateau Mouton Rothshild Grand Cru Classé,Chateau Mouton Rothshild,,1,"€ 1.200,00",2,
736,,Chateau Clarke Rothshild,,,12,,1,
737,,Chateau,Chateau Mouton Rothshild,,12,"€ 66,00",6,
738,,Bordeaux Legende,Chateau Mouton Rothshild,,19,"€ 24,00",6,
739,,Rouge Legende Medoc,Chateau Mouton Rothshild,,19,"€ 36,00",3,
740,,Dourthe n 1 Bordeaux,,,14,,1,
741,,Château Carteau,,,,,1,
742,,Château Cote Daugay,Château Carteau,,16,"€ 60,00",7,
743,,Château Gigognan,,,,,,
744,,Chateauneuf du Pape Clos du Roi,Château Gigognan,,‘17,"€ 55,00",5,
745,,Cotes du Rhone,Château Gigognan,,17,"€ 27,00",,
746,,Chanson,,,,,,
747,,Bourgogne Pinot Noir,Chanson,,22,"€ 63,00",17,
748,,Rouge Pernande Verglesses,Chanson,,‘17,"€ 70,00",6,
749,,Chateau Moulin Haut-Laroque,,,,,,
750,,Fronsac,Chateau Moulin Haut-Laroque,,11,"€ 45,00",,
751,,Chateau de Fussignac,Chateau Moulin Haut-Laroque,,‘11,"€ 55,00",,
752,,Domaine George Joillot,,,,,,
753,,Bourgogne Hout Cotes de Beaune,Domaine George Joillot,,21,"€ 55,00",10,
754,,Pommarde Vielles Vignes,Domaine George Joillot,,‘21,"€ 80,00",4,
755,,Domaine Reverdy Ducroux,,,,,,
756,,Sancerre rouge,Domaine Reverdy Ducroux,,17,"€ 37,00",2,
757,,M.Chapuotier,,,,,,
758,,Les Meysonniers Crozes- Hermitage,M.Chapuotier,,‘19,"€ 45,00",5,
759,,Chateauneuf du pape Collection bio,M.Chapuotier,,‘16,"€ 80,00",3,
760,,Facelie Chateauneuf du pape,M.Chapuotier,,‘19,"€ 65,00",6,
761,,Clos de l’Oratoire des Papes,,,,,,
762,,Chateauneuf-du-pape,Clos de l’Oratoire des Papes,,’21,"€ 80,00",13,
763,,E. Guigal,,,,,,
764,,Chateauneuf-du-pape,E. Guigal,,‘17,"€ 94,00",4,
765,,Chateau Rauzan-Segla,,,,,,
766,,Margaux,Chateau Rauzan-Segla,,16,"€ 90,00",6,
767,,Domaine de l'Arjolle,,,,,,
768,,Pinot Noir Paradoxe,Domaine de l'Arjolle,,‘20,"€ 48,00",5,
769,,Rumor Cotes de Provence,,,,,,
