external_id,name_one,name_two,winery_name,size,vintage,price,quantity,country
770,,Rosé BIO,Rumor Cotes de Provence,,22,"€ 66,00",5,
771,,U.S.A.,,,,,,
772,,Caymus,,,,,,
773,,Zinfandel,Caymus,,‘11,"€ 68,00",,
774,,Cabernet Sauvignon Special Selection,Caymus,,‘09,"€ 480,00",3,
775,,Cabernet Sauvignon Special Selection,Caymus,,‘95,"€ 520,00",1,
776,,Cabernet Sauvignon Napa Valley,Caymus,,‘95,"€ 190,00",2,
777,,Cabernet Sauvignon Napa Valley,Caymus,,‘96,"€ 190,00",,
778,,Cabernet Sauvignon Napa Valley,Caymus,,‘11,"€ 150,00",,
779,,Cile,,,,,,
780,,Primus Alto de Casablanca,Veramonte,,97,,,
781,,Sud Africa,,,,,,
782,,Neil Ellis,,,,,,
783,,Cabernet Sauvignon,Neil Ellis,,12,"€ 39,00",,
784,,Laibach,,,,,,
785,,Pinotage,Leibach,,‘15,"€ 45,00",4,
786,,Svizzera,,,,,,
787,,Cantina il Cavaliere,,,,,,
788,,Aurelio Merlot Ticino,Cantina il Cavaliere,,‘17,"€ 70,00",6,
789,,Germania,,,,,,
790,,Weingut Martin Wassmer,,,,,,
791,,Schlatter Spatburgunder,Weingut Martin Wassmer,,‘19,"€ 70,00",12,
792,,Austria,,,,,,
793,,Stift Kloster Neuburg,,,,,,
794,,Pinot Noir,Stift Klosterneuburg,,‘20,"€ 45,00",4,
795,Australia ,Shiraz Cabernet ,Penley Estate,,98,,1,
796,,,,,,,,
797,,Vini da dessert,,,,,,
798,,Riesling Beerenauslese,Stift Klosterneuburg,,,"€ 65,00","3 ‘17, 4 ‘20",AUT
799,,Riesling Auslese ,Haart Goldtrpfchen,,20,,4,AUT
800,,Grüne Veltliner Eiswein,Stift Klosterneuburg,,,"€ 65,00",,AUT
801,,al calice,,,,"€ 10,00",,AUT
802,,Eiswein ,Michlits,375 ml,18,"€ 75,00",,AUT
803,,al calice,,,,"€ 10,00",,AUT
804,,Trockenbeerenauslese,Michlits,,13,"€ 65,00",,AUT
805,,al calice,,,,"€ 10,00",,AUT
806,,Sauternes Chateau Saint Michel 375 ml,Chateau Saint Michel,375 ml,,"€ 60,00",,FRA
807,,al calice,,,,"€ 10,00",,FRA
808,,Sauternes,Chateau d’Yquem ,750 ml,90,"€ 1.000,00",1,FRA
809,,Sussenberg Gruner Veltriner,Nikolaihof Wachau,,99,"€ 150,00",1,AUT
810,,Trockenbeerenauslese,Nikolaihof Wachau,,1,"€ 140,00",2,AUT
811,,Auslese ,Kracher,375 ml,17,"€ 50,00","3,5",
812,,al calice,,,,"€ 8,00",,
813,,"Kerner ""Praepositus"" Passito",Abbazia di Novacella,,20,"€ 60,00",9,
814,,al calice,,,,"€ 8,00",,
815,,"Moscato Rosa ""Praepositus""",Abbazia di Novacella,,‘20,"€ 55,00","2,5",
816,,al calice,,,,"€ 8,00",,
817,,"Recioto Valpolicella “Le Salette""",Traversagne,,16,"€ 48,00",2,
818,,Recioto della Valpolicella,Brigaldara,,16,,1,
819,,Recioto della Valpolicella,Secondo Marco ,,16,,1,
820,,al calice,,,,"€ 7,00",,
821,,"Recioto Valpolicella “Le Salette""",Pergole Vece,500 ml,16,"€ 65,00",,
822,,al calice,,,,"€ 8,00",,
823,,,,,,,,
824,,Birre,,,,,,
825,,Grand Cru ,Moretti,,,"€ 15,00",,
826,,Weissen,Aynger,,,"€ 6,00",,
827,,Chiara 4.9 ,Dolomiti,,,"€ 6,00",,
828,,Bionda ,Birra di Parma,,,"€ 8,00",,
829,,Scura ,Kozen,,,"€ 6,00",,
830,,,,,,,,
831,,Grappe e Distillati,,,,PREZZI AL BICCHIERE,,
832,,Distillato di genziana ,Boroni,al bicchiere,,"€ 5,00",,
833,,Distillato di ginepro,Boroni,al bicchiere,,"€ 5,00",,
834,,Distillato di Mele,Capovilla,al bicchiere,,"€ 12,00","0,5",
835,,Grappa di Capo di Stato,,,,,1,
836,,Grappa Classica,Borgo Scuro,al bicchiere,,"€ 5,00",,
837,,Grappa Prosecco Cherry,Borgo Scuro,al bicchiere,,"€ 5,00",8,
838,,Prime Uve Bianche,Bonaventura Maschio,al bicchiere,,,2,
839,,Prime Uve Nere,Bonaventura Maschio,al bicchiere,,,1,
840,,Grappa di Raboso,Le Crode di Vincenzo Agostini,al bicchiere,,,3,
841,,Grappa Quero Vas,Le Crode di Vincenzo Agostini,al bicchiere,,,1,
842,,Grappa di Barbaresco,Gaja,,,,1,
843,,Grappa di Costa Russi,Gaja,,,,1,
844,,Grappa di Barolo,Gaja,,,,1,
845,,Grappa Sarpa Oro,Poli,,,,1,
846,,Grappa Williams,Roner,,,,"0,5",
847,,Whiskies,,,,,,
848,,Ballantines,,al bicchiere,,"€ 7,00",1,
849,,Glen Grant 5yo,,al bicchiere,,"€ 7,00",1,
850,,Jack Daniels,,al bicchiere,,"€ 7,00",1,
851,,Chivas Regal 12 yo,,al bicchiere,,"€ 7,00",1,
852,,The Macallan Amber,,al bicchiere,,"€ 7,00","0,5",
853,,The Macallan 12 yo,,al bicchiere,,"€ 7,00",,
854,,Glen Fiddich,,al bicchiere,,"€ 7,00","0,5",
855,,Glenfiddish Special Reserve,,,,,"0,5",
856,,Lagavulin 16 yo,,al bicchiere,,"€ 8,00","2,5",
857,,Laphroaig Quarter Cask,,al bicchiere,,"€ 8,00","0,5",
858,,Glenmorangie 10yo,,al bicchiere,,"€ 8,00",1,
859,,Glenmorangie Lasanta Sherry Cask 12yo,,al bicchiere,,"€ 10,00","0,5",
860,,Glenmorangie Quinta Ruban Port Cask 12yo,,al bicchiere,,"€ 10,00",1,
861,,Glenmorangie Nectar d'Or Sauternes Cask12yo,,al bicchiere,,"€ 10,00",1,
862,,Springbank 10 yo,,al bicchiere,,"€ 7,00","0,5",
863,,M.Couvreur Fleeting oltre 10 anni quercia e pedro ximenez,,al bicchiere,,"€ 14,00","0,5",
864,,M.Couvreur Blossoming Auld Sherried oltre 18 anni,,al bicchiere,,"€ 18,00","1,5",
865,,Ardbeg 10 yo (torbato),,al bicchiere,,"€ 10,00","5,5",
866,,Ben Romach,,al bicchiere,,"€ 10,00","0,5",
867,,Cao Ila Connoisseurs choice 2004 (Torbato),,al bicchiere,,"€ 12,00",,
868,,Cao Ila Coopers choice 1991,,al bicchiere,,"€ 14,00","0,5",
869,,Caol Ila 1990 17 anni ,,,,,"0,5",
870,,Caol Ila 12 yo,,al bicchiere,,"€ 12,00",,
871,,Caol Ila The Coopers Silver Seal 17 yo,,al bicchiere,,"€ 14,00","0,5",
872,,Brandy,,,,PREZZI AL BICCHIERE,,
873,,Villa Zarri 25 anni,,al bicchiere,,"€ 22,00",1,
874,,Villa Zarri 23 anni,,al bicchiere,,"€ 22,00",1,
875,,Villa Zarri 10 anni,,al bicchiere,,"€ 12,00",6,
876,,Cognac,,,,PREZZI AL BICCHIERE,,
877,,The Forgotten Casks,,al bicchiere,,"€ 7,00","0,5",
878,,Poire Peyrot,,al bicchiere,,"€ 7,00",1,
879,,Peyrot xo,,al bicchiere,,"€ 9,00",,
880,,Remy Martin,,al bicchiere,,"€ 7,00","1,5",
881,,Hennessy xo,,al bicchiere,,"€ 22,00","0,5",
882,,Hennessy XO Extra Old,,,,,1,
883,,Park Grande Champagne,,al bicchiere,,"€ 12,00","0,5",
884,,A.E. Dor xo Cognac Grande Champagne,,,,,1,
885,,Louise Royer xo,,al bicchiere,,"€ 22,00","0,5",
886,,A.E.Dor xo,,al bicchiere,,"€ 22,00",1,
887,,Moulin rouge xo Fillioux,,al bicchiere,,"€ 20,00",,
888,,Armagnac,,,,PREZZI AL BICCHIERE,,
889,,Bas Armagnac Dartigalongue,,al bicchiere,,"€ 10,00",1,
890,,Bas Armagnac Datigalongue hors d’age,,,,,"0,5",
891,,Bas Armagnac Clos Martin 8 yo,,al bicchiere,,"€ 10,00","1,5",
892,,Bas Armagnac Darroze Les Grandes Assemblages 12yo €,,al bicchiere,,"€ 10,00","0,5",
893,,Bas Armagnac Les Sables Fauves ,,,,,1,
894,,Rhum,,,,PREZZI AL BICCHIERE,,
895,,Dos Maderas 10 yo,,al bicchiere,,"€ 10,00","1,5",
896,,Abuelo 15 yo Napoleon,,al bicchiere,,"€ 14,00",,
897,,Diplomatico,,al bicchiere,,"€ 12,00",,
898,,Millionario 15 res.,,al bicchiere,,"€ 14,00","0,5",
899,,Homere Clement rhum agricole martinique,,al bicchiere,,"€ 12,00",2,
900,,Homere Clement rhum agricole vieux,,al bicchiere,,"€ 14,00",1,
901,,Nation Peruano 8 yo,,al bicchiere,,"€ 10,00","0,5",
902,,Nation Jamaica sherry finish 5 yo,,al bicchiere,,"€ 12,00","0,5",
903,,Santa Teresa Metodo Solera,,,,,1,
904,,Porto,,,,PREZZI AL BICCHIERE,,
905,,Ramos Pinto RP10,,al bicchiere,,"€ 10,00","0,5",
906,,Churchill Vintage,,al bicchiere,16,"€ 16,00",,
907,,Vodka,,,,PREZZI AL BICCHIERE,,
908,,Mamont Vodka,,al bicchiere,,"€ 12,00",1,
909,,Moskovskaya,,,,,"0,5",
910,,Belvedere,,,,,"1,5",
911,,Belvedere Altitude edition,,,,,"0,5",
912,,Saké,,,,,,
913,,Gjkon,,al bicchiere,,,,
914,,Vermouth,,,,,,
915,,Vermouth Tenuta Fertuna ,,,,,4,
916,,Lynx vermouth bianco,,,,,1,
