type,full_details,size,price,internal_notes
SPARKLING,JAQUESSON “CUVEE N° 745” Brut ,1.5,€ 260.00,https://www.tannico.it/champagne-extra-brut-cuvee-n-745-jacquesson.html
SPARKLING,KRUG Grande Cuvèe Brut (168° Edition),1.5,"€ 1,100.00",https://www.enosearcher.it/bottiglia/krug-champagne-aoc-grande-cuvee-170eme-edition/
SPARKLING,LAURENT PERRIER “LA CUVÉE” Brut ,1.5,€ 180.00,https://www.tannico.it/champagne-brut-la-cuvee-laurent-perrier.html
SPARKLING,LAURENT PERRIER “MILLÉSIMÉ 1997 - 1999 - 2000” Brut ,1.5,€ 380.00,https://www.tannico.it/champagne-brut-millesime-2008-laurent-perrier.html
SPARKLING,"LOUIS ROEDERER ""COLLECTION 243"" Brut (3 - 242)",1.5,€ 235.00,https://www.tannico.it/champagne-brut-aoc-collection-242-louis-roederer-113408.html?_gl=1*1c2wzes*_up*MQ..&gclid=Cj0KCQjwyt-ZBhCNARIsAKH1174FKAG97IJz0uUG5y2hBXofwTjmsfNpLZ3y1sw8BAQqVWB1Neg9vZwaAtKfEALw_wcB
SPARKLING,PHILIPPONNAT “ROYALE RESERVE” Brut ,1.5,€ 180.00,https://www.tannico.it/champagne-brut-royale-reserve-philipponnat-24351.html
SPARKLING,PHILIPPONNAT Grand Blanc Brut Blanc de Blanc 2009,1.5,€ 290.00,https://www.bernabei.it/grand-blanc-extra-brut-philipponnat-75-cl
SPARKLING,"VEUVE AMBAL CREMANT DE BOURGOGNE Grand Cuvée Brut (Chardonnay, Pinot Nero, Aligotè, Gamè)",1.5,€ 72.00,https://www.wineexpert.it/it/prodotto/Cremant-de-%20Bourgogne-Gran-cuvee-Brut-Veuve-%20Ambal.aspx
,,0.75,,
,Friuli Venezia Giulia Bianchi,0.75,,
WHITE,CHARDONNAY Borgo del Tiglio Doc Collio 2020,0.75,€ 49.00,https://www.tannico.it/collio-chardonnay-doc-2019-borgo-del-tiglio.html
WHITE,"CHARDONNAY ""SELEZIONE"" Borgo del Tiglio Doc Collio 2019",0.75,€ 79.00,https://www.enotechepiave.it/vino-bianco/5282-borgo-del-tiglio-selezione-chardonnay-collio-doc-9999000000204.html
WHITE,CHARDONNAY “W...DREAMS...” Jermann IGT Venezia Giulia 2020,0.75,€ 75.00,https://www.tannico.it/giulia-chardonnay-igt-w-dreams-2020-jermann-tappo-stelvin.html
WHITE,"CHARDONNAY ""LIENDE"" Riserva La Viarte Doc COF 2018",0.75,€ 39.00,https://www.laviarte.it/prodotto/chardonnay/
WHITE,CHARDONNAY “ZITELLE” Miani Doc COF 2020 ,0.75,€ 74.00,https://www.xtrawine.com/it/vini/miani-zitelle-chardonnay-2020/p32877
WHITE,CHARDONNAY “RONCO BASSO” R. del Gnemiz Doc COF 2020 (4 - 2017),0.75,€ 43.00,https://www.callmewine.com/chardonnay-ronco-basso-ronco-del-gnemiz-2020-P38580.htm
WHITE,CHARDONNAY “SOL” Ronco del Gnemiz Doc COF 2020 (1 - 2018) ,0.75,€ 64.00,https://www.callmewine.com/chardonnay-sol-ronco-del-gnemiz-2020-P35173.htm
WHITE,CHARDONNAY CLADRECIS Sirch Doc COF 2019,0.75,€ 34.00,https://www.tannico.com/friuli-colli-orientali-chardonnay-doc-cladrecis-2019-sirch.html
WHITE,CHARDONNAY PLANTA Tercic IGT Venezia Giulia 2017,0.75,€ 35.00,https://www.valentinienoteca.it/11087-tercic-planta-chardonnay-13-vol-2020-75cl.html
WHITE,CHARDONNAY Toros Doc Collio 2009 (6 - 2007)- (8 - 2009) - (1 - 2015),0.75,€ 45.00,https://www.tannico.it/collio-chardonnay-doc-2018-toros.html
WHITE,"CHARDONNAY ""CIAMPAGNIS"" Vie di Romans Doc Friuli Isonzo 2020",0.75,€ 36.00,https://www.tannico.it/friuli-isonzo-chardonnay-doc-ciampagnis-2020-vie-di-romans.html
WHITE,"CHARDONNAY ""VIE DI ROMANS"" Vie Di Romans Doc Friuli Isonzo 2020",0.75,€ 42.00,https://www.tannico.it/friuli-isonzo-chardonnay-doc-vie-di-romans-2020-magnum-vie-di-romans.html
WHITE,CHARDONNAY Villa Parens Ruttars Doc Collio 2016 ,0.75,€ 34.00,https://www.enotecatelaro.it/chardonnay-venezia-giulia-igp-ruttars-villa-parens.html
WHITE,FRIULANO Borgo del Tiglio Doc Collio 2019 (6 - 2019) (4 - 2017) (2014 - 2015 mattoni) ,0.75,€ 47.00,https://www.tannico.it/collio-friulano-doc-2019-borgo-del-tiglio.html
WHITE,"FRIULANO ""RONCO DELLA CHIESA"" Borgo del Tiglio Doc Collio 2018 (mattoni)",0.75,€ 86.00,https://www.enosearcher.it/bottiglia/borgo-del-tiglio-collio-doc-friulano-ronco-della-chiesa-2018/
WHITE,FRIULANO Cav. Luigino Balozio Doc COF 2020,0.75,€ 52.00,https://wine.il-quadrifogliostore.it/it/vini-bianchi/13872-cav-luigino-balozio-friulano-cuar-2019-colli-orientali-del-friuli-doc.html
WHITE,FRIULANO Conte D'Attimis Doc COF 2021 - NON INSERIRE IN CARTA ,0.75,€ 27.00,https://www.contedattimismaniago.it/produzione/schioppettino/
WHITE,FRIULANO Doro Princic Doc Collio 2020 (? - 2018),0.75,€ 34.00,https://www.tannico.it/collio-friulano-doc-2020-doro-princic.html
WHITE,FRIULANO La Castellada Doc Collio 2014 (1 - 2007),0.75,€ 49.00,https://www.tannico.it/collio-friulano-doc-2014-la-castellada.html
WHITE,"FRIULANO ""LIENDE"" Riserva La Viarte Doc COF 2016",0.75,€ 39.00,https://www.laviarte.it/prodotto/friulano-liende/
WHITE,FRIULANO “BURI” Miani Doc COF 2019 (3 - 2017),0.75,€ 74.00,https://www.grandibottiglie.com/en/friulano-buri-2019-miani.html
WHITE,FRIULANO “FILIP” Miani Doc COF 2019 ,0.75,€ 74.00,https://www.grandibottiglie.com/en/friulano-filip-2019-miani.html
WHITE,FRIULANO Oscar Sturm Doc Collio (BIO) 2021 (8 - 2019) (6 - 2018),0.75,€ 34.00,https://winenews.it/it/sturm-doc-collio-friulano-bio-2018_401144/
WHITE,"FRIULANO ""ATHENA"" Picéch Doc Collio 2017",0.75,€ 47.00,https://vinidocfriuli.it/picech-friulano-athena-2017/
WHITE,"FRIULANO ""SAN ZUAN"" Ronco del Gnèmiz 2020",0.75,€ 42.00,https://www.callmewine.com/friulano-san-zuan-ronco-del-gnemiz-2020-P36355.htm
WHITE,FRIULANO Ronco Severo Doc COF 2020,0.75,€ 42.00,https://www.lostallovini.it/ronco-severo-vini/1197-friulano-ronco-severo-2020.html
WHITE,FRIULANO Russiz Superiore Doc Collio 2021 (2 - 2019) (3 - 2016) (1 mattoni),0.75,€ 35.00,https://www.tannico.it/collio-friulano-doc-2016-russiz-superiore.html
WHITE,FRIULANO Schioppetto Doc Collio 2019,0.75,€ 34.00,https://www.tannico.it/collio-friulano-doc-2019-schiopetto.html
WHITE,"FRIULANO Riserva ""LE BASTÌE"" Tenute Tomasella Grave del Friuli Doc 2015",0.75,€ 35.00,https://www.tannico.it/en/friulano-riserva-friuli-grave-doc-le-bastie-2015-tenute-tomasella.html
WHITE,FRIULANO Toros Doc Collio 2016 (1 - 2018) (9 - 2016),0.75,€ 37.00,https://www.tannico.it/collio-friulano-doc-2016-toros.html
WHITE,"FRIULANO ""PRIMARÛL"" Venica & Venica Doc Collio 2020",0.75,€ 28.00,https://www.bernabei.it/collio-doc-friulano-primarul-venica
WHITE,FRIULANO “RONCO DELLE CIME” Venica & Venica Doc COF 2021,0.75,€ 42.00,https://www.venica.it/bianchi/ronco-delle-cime-friulano-doc-collio/
WHITE,"MALVASIA COLLIO ""ITALO & BRUNO"" Borgo del Tiglio Doc Collio 2020 (1 - 2018)",0.75,€ 76.00,https://www.bernardistore.it/prodotto/collio-malvasia-italo-bruno-2019-borgo-del-tiglio/
WHITE,MALVASIA Borgo San Daniele Doc Collio 2021 (4 - 2019),0.75,€ 29.00,https://www.enosearcher.it/bottiglia/borgo-san-daniele-malvasia-2019/
WHITE,MALVASIA Doro Princic Doc Collio 2021 (8 - 2019),0.75,€ 36.00,https://www.tannico.it/collio-malvasia-doc-etichetta-blu-doro-princic.html
WHITE,MALVASIA Ronco dei Tassi Dop Collio 2021,0.75,€ 28.00,https://divinishop.it/products/ronco-dei-tassi-malvasia-doc-collio-2018-cl-75?pr_prod_strat=copurchase&pr_rec_id=4603fa355&pr_rec_pid=4514717892742&pr_ref_pid=4514719891590&pr_seq=uniform
WHITE,"MALVASIA ""COLLEZIONE"" Ronco dei Tassi Dop Collio 2019 (legno)",0.75,€ 65.00,https://www.comunicati-stampa.fvg.it/ronco-dei-tassi-la-malvasia-collezione-di-famiglia-2019-vino-dellanno-ai-food-and-travel-italia-awards-2021/
WHITE,PINOT BIANCO Doro Princic Doc Collio 2021 (9 - 2020),0.75,€ 36.00,https://www.tannico.it/collio-pinot-bianco-doc-doro-princic.html
WHITE,"PINOT BIANCO ""CAVEZZO"" Livon Doc Collio 2018",0.75,€ 34.00,https://vinidocfriuli.it/livon-pinot-bianco-cavezzo-2018/
WHITE,"PINOT BIANCO ""COLLEZIONE"" Ronco dei Tassi Dop Collio 2019 (legno)",0.75,€ 65.00,https://www.comunicati-stampa.fvg.it/ronco-dei-tassi-la-malvasia-collezione-di-famiglia-2019-vino-dellanno-ai-food-and-travel-italia-awards-2021/
WHITE,PINOT BIANCO Russiz Superiore Doc Collio 2021,0.75,€ 32.00,https://www.xtrawine.com/it/vini/russiz-superiore-collio-pinot-bianco-2020/p29806
WHITE,PINOT BIANCO Riserva Russiz Superiore Doc Collio 2016,0.75,€ 46.00,https://www.marcofelluga.com/vini/collio-pinot-bianco-riserva-russiz-superiore/
WHITE,PINOT BIANCO Schioppetto Doc Collio 2019,0.75,€ 34.00,https://www.tannico.it/collio-pinot-bianco-doc-2019-schiopetto.html
WHITE,PINOT BIANCO Toros Doc Collio 2018,0.75,€ 37.00,https://www.tannico.it/collio-pinot-bianco-doc-2018-toros.html
WHITE,"PINOT BIANCO ""TÀLIS"" Venica & Venica Doc Collio 2021",0.75,€ 34.00,https://www.vino.com/dettaglio/collio-doc-pinot-bianco-talis-venica-e-venica-2021.html
WHITE,PINOT GRIGIO Borgo San Daniele Doc Isonzo 2019,0.75,€ 29.00,https://www.callmewine.com/pinot-grigio-borgo-san-daniele-2020-P34298.htm
WHITE,PINOT GRIGIO La Castellada Doc Collio 2016 (1 - 2013),0.75,€ 48.00,https://www.tannico.it/collio-doc-bianco-della-castellada-2013-la-castellada.html
WHITE,"PINOT GRIGIO ""GRIS"" Lis Neris IGT Venezia Giulia 2019",0.75,€ 35.00,https://www.callmewine.com/pinot-grigio-gris-lis-neris-2019-P31847.htm
WHITE,"PINOT GRIGIO ""SOT LIS RIVIS"" Ronco del Gelso Doc Friuli Isonzo Rive Alte 2019",0.75,€ 28.00,https://www.valentinienoteca.it/2736-ronco-gelso-pgrigio-cl75.html
WHITE,PINOT GRIGIO Toros Doc Collio 2015 (6 - 2008),0.75,€ 36.00,https://www.tannico.it/collio-pinot-grigio-doc-2015-toros.html
WHITE,RIBOLLA GIALLA Conte D'Attimis Doc COF 2021,0.75,€ 29.00,https://www.winelivery.com/it/dettaglio/friuli-colli-orientali-doc-ribolla-gialla-2019-conte-dattimis-maniago
WHITE,RIBOLLA GIALLA Gravner IGT Venezia Giulia 2013 ,0.75,€ 94.00,https://www.tannico.it/venezia-giulia-ribolla-gialla-igt-anfora-2013-gravner.html
WHITE,RIBOLLA GIALLA La Castellada Doc Collio 2015 (1 - 2013),0.75,€ 48.00,https://vino-quotidiano.it/product/ribolla-gialla-collio-doc-2015-la-castellada/
WHITE,RIBOLLA GIALLA Radikon IGT Venezia Giulia 2015  100 cl.,0.75,€ 72.00,https://www.tannico.it/venezia-giulia-ribolla-gialla-igt-2015-radikon-1l.html
WHITE,RIBOLLA GIALLA Oscar Sturm Doc Collio (BIO) 2021,0.75,€ 34.00,https://sturm.it/i-nostri-vini/ribolla-gialla-bio#!/tab/367387512-1
WHITE,RIESLING “AFIX” Jermann IGP Venezia Giulia 2020,0.75,€ 34.00,https://www.topbevande.it/vino-jermann-afix-riesling-2020-riesling-venezia-giulia-igt-75cl
WHITE,SAUVIGNON “CICINIS” Attems Doc Collio 2014 ,0.75,€ 34.00,https://www.attems.it/wp-content/uploads/2015/04/Cicinis_2014_it.pdf
WHITE,SAUVIGNON Borgo del Tiglio Doc Collio 2019,0.75,€ 42.00,https://www.tannico.ch/it/collio-sauvignon-doc-2019-borgo-del-tiglio.html
WHITE,"SAUVIGNON ""LIENDE"" Riserva La Viarte Doc COF 2018",0.75,€ 38.00,https://www.laviarte.it/prodotto/sauvignon-liende/
WHITE,SAUVIGNON “POTENTILLA” Livio Felluga Doc COF 2018,0.75,€ 45.00,https://www.cilentowinestore.com/it/friuli/6452-09236-sauvignon-potentilla-doc-2018-cl-75-felluga.html
WHITE,SAUVIGNON  Miani Doc COF 2021,0.75,€ 56.00,https://www.vivino.com/IT/it/azienda-agricola-miani-di-pontoni-enzo-sauvignon/w/2576527
WHITE,SAUVIGNON “SAURINT” Miani Doc COF 2020 ,0.75,€ 74.00,https://www.etilika.it/en/sauvignon-colli-orientali-del-friuli-doc-saurint-2020-miani
WHITE,SAUVIGNON Oscar Sturm Doc Collio (BIO) 2021 (4 - 2020),0.75,€ 35.00,https://bevendoonline.it/vini-bianchi/sauvignon-doc-collio-cl75-sturm
WHITE,"SAUVIGNON ""COLLEZIONE"" Ronco dei Tassi Dop Collio 2020 (legno)",0.75,€ 65.00,https://www.comunicati-stampa.fvg.it/ronco-dei-tassi-la-malvasia-collezione-di-famiglia-2019-vino-dellanno-ai-food-and-travel-italia-awards-2021/
WHITE,"SAUVIGNON ""SALICI"" Ronco del Gnèmiz 2020 (2 - 2018)",0.75,€ 42.00,https://www.callmewine.com/sauvignon-sol-ronco-del-gnemiz-2020-P36357.htm
WHITE,SAUVIGNON “SOL” Ronco del Gnemiz 2020 (5 - 2017),0.75,€ 62.00,https://www.callmewine.com/sauvignon-sol-ronco-del-gnemiz-2020-P36357.htm
WHITE,SAUVIGNON Rosa Bosco IGT Venezia Giulia 2011 (3 - 2008),0.75,€ 42.00,https://depuppi.it/wp-content/uploads/2020/06/005-SchedeVino-ITA-MAG20-SauvignonBlanc-RB.pdf
WHITE,SAUVIGNON Riserva Russiz Superiore Doc Collio 2018,0.75,€ 49.00,https://www.marcofelluga.com/vini/collio-pinot-bianco-riserva-russiz-superiore/
WHITE,SAUVIGNON Tiare Doc Collio 2016,0.75,€ 36.00,https://bevendoonline.it/vini-bianchi/sauvignon-doc-collio-cl75-tiare-vini
WHITE,SAUVIGNON Toros Doc Collio 2017,0.75,€ 38.00,https://www.tannico.it/collio-sauvignon-doc-2018-toros.html
WHITE,"SAUVIGNON ""VIERIS"" Vie di Romans Doc Friuli Isonzo 2020",0.75,€ 42.00,https://www.tannico.it/friuli-isonzo-sauvignon-blanc-vieris-2020-vie-di-romans.html
WHITE,SAUVIGNON “RONCO DELLE MELE” Venica & Venica Doc Collio 2021,0.75,€ 57.00,https://www.venica.it/bianchi/ronco-delle-mele-sauvignon-doc-collio/
WHITE,VERDUZZO FRIULANO SECCO Bressan Mastri Vinai IGT Venezia Giulia 2011 ,0.75,€ 42.00,https://www.tannico.it/venezia-giulia-verduzzo-friulano-igt-2018-bressan-mastri-vinai.html
WHITE,"BIANCO COLLIO (FRIULANO, SAUVIGNON, RIESLING RENANO) Borgo del Tiglio Doc Collio 2019 (6 - 2018)",0.75,€ 35.00,https://www.tannico.it/collio-bianco-doc-2018-borgo-del-tiglio.html
WHITE,"BIANCO COLLIO STUDIO DI BIANCO (FRIULANO, SAUVIGNON, RIESLING RENANO) Borgo del Tiglio Doc Collio 2020",0.75,€ 99.00,https://www.callmewine.com/studio-di-bianco-borgo-del-tiglio-2020-P38486.htm
WHITE,"ARBIS BLANC (FRIULANO, CHARDONNAY, PINOT BIANCO, SAUVIGNON) Borgo San Daniele Doc Collio 2019",0.75,€ 42.00,https://www.borgosandaniele.com/arbis/
WHITE,"BIANCO KAPLJA (FRIULANO, MALVASIA ISTRIANA, CHARDONNAY) Damijan Podversic Doc Collio 2016",0.75,€ 57.00,https://www.tannico.it/venezia-giulia-bianco-igt-kaplja-2016-damijan-podversic.html
WHITE,"COLLIO BIANCO (FRIULANO, MALVASIA, RIBOLLA GIALLA) Edi Keber Doc Collio 2018",0.75,€ 32.00,https://www.wineexpert.it/it/prodotto/collio-bianco-keber.aspx
WHITE,"CAPO MARTINO (FRIULANO, MALVASIA, RIBOLLA GIALLA) Jermann IGT Venezia Giulia 2019 (6 - 2015) (6 - 2016)",0.75,€ 86.00,https://www.tannico.it/venezia-giulia-igt-capo-martino-2019-jermann.html
WHITE,"VINTAGE TUNINA (SAUVIGNON, CHARDONNAY, RIBOLLA GIALLA, MALVASIA, PICOLIT) Jermann IGP Venezia Giulia 2020 (2 - 2017) (1 mattoni)",0.75,€ 79.00,https://www.compravini.it/vini-bianchi/1939-vintage-tunina-2017-venezia-giulia-igp-jermann-1656.html
WHITE,"BIANCO DELLA CASTELLADA (PINOT GRIGIO, CHARDONAY, SAUVIGNON, FRIULANO) La Castellada Doc Collio 2015  (5 - 2013)",0.75,€ 49.00,https://www.tannico.it/collio-doc-bianco-della-castellada-2013-la-castellada.html
WHITE,"SACRISASSI BIANCO (FRIULANO, RIBOLLA GIALLA) Le due Terre Doc COF 2019",0.75,€ 49.00,https://www.callmewine.com/sacrisassi-bianco-le-due-terre-2019-P37795.htm
WHITE,"TERRE ALTE (SAUVIGNON, PINOT BIANCO, FRIULANO) Livio Felluga Rosazzo DOCG 2018",0.75,€ 69.00,https://www.tannico.it/rosazzo-docg-terre-alte-2018-felluga.html
WHITE,"BRAIDE ALTE (CHARDONNAY, SAUVIGNON, PICOLIT, MOSCATO GIALLO) Livon IGT Venezia Giulia 2019",0.75,€ 54.00,https://www.callmewine.com/braide-alte-livon-2019-P35799.htm
WHITE,"BIANCO ""JELKA"" (RIBOLLA GIALLA, FRIULANO, MALVASIA) Picéch Doc Collio 2015",0.75,€ 54.00,https://www.picech.com/wp-content/uploads/2021/07/Jelka2016_Ita.pdf
WHITE,"BIANCO ""OSLAVJE"" (CHARDONNAY, PINOT GRIGIO, SAUVIGNON) Radikon IGT Venezia Giulia 2015  ",0.75,€ 76.00,https://www.tannico.it/venezia-giulia-bianco-igt-oslavje-2015-radikon-0-5l.html
WHITE,"BIANCO ""SLATNIK"" (CHARDONNAY, FRIULANO) Radikon IGT Venezia Giulia 2017  ",0.75,€ 42.00,https://www.tannico.it/venezia-giulia-bianco-slatnik-2017-radikon.html
WHITE,"BIANCO ""LATIMIS""  (PINOT BIANCO, FRIULANO, RIESLING) Ronco del Gelso Doc Friuli Isonzo Rive Alte 2019",0.75,€ 29.00,https://www.vinodalproduttore.it/prodotto/latimis-bianco-2019-doc-friuli-isonzo-ronco-del-gelso/
WHITE,"FOSARIN COLLIO BIANCO (FRIULANO, MALVASIA, PINOT BIANCO) Ronco dei Tassi Dop Collio 2018",0.75,€ 32.00,https://www.callmewine.com/collio-bianco-fosarin-ronco-dei-tassi-2019-P33972.htm
WHITE,"COL DISÔRE BIANCO (PINOT BIANCO, FRIULANO, SAUVIGNON, RIBOLLA GIALLA) Russiz Superiore Doc Collio 2017",0.75,€ 49.00,https://www.marcofelluga.com/vini/collio-bianco-col-disore-russiz-superiore/
WHITE,"BERGUL BIANCO (FRIULANO, CHARDONNAY, SAUVIGNON)  Lis Fadis Doc COF 2017",0.75,€ 28.00,https://lisfadis.com/wp-content/uploads/2017/09/LIS-FADIS_ITA_Bergul-bianco-092016.pdf
WHITE,"BIANCO MIANI (FRIULANO, MALVASIA, RIBOLLA GIALLA) Miani Doc COF 2021",0.75,€ 56.00,https://www.xtrawine.com/it/vini/miani-bianco-miani-2020/p32872
WHITE,FRIULANO “RONCO DELLE CIME” Venica & Venica Doc COF 2011,0.75,€ 75.00,https://www.di-vinita.it/prodotto/ronco-delle-cime-friulano-doc-collio-venica-venica/
WHITE,SAUVIGNON “RONCO DELLE MELE” Venica & Venica Doc Collio (1-2010) / 2011,0.75,€ 82.00,https://www.venica.it/bianchi/ronco-delle-mele-sauvignon-doc-collio/
,,0.75,,
RED,Friuli Venezia Giulia Rossi,0.75,,
RED,CABERNET FRANC Antico Broilo Doc COF 2020,0.75,€ 33.00,https://www.enolike.it/product/cabernet-franc-2019-antico-broilo/
RED,CABERNET FRANC Doro Princic Doc Collio 2020 (1 - 2018),0.75,€ 35.00,https://www.wineexpert.it/it/prodotto/collio-cabernet-franc-2017-doro-princic.aspx
RED,CABERNET FRANC Oscar Sturm Doc Collio 2020 (11 - 2019),0.75,€ 32.00,https://divinishop.it/products/sturm-cabernet-franc-dop-collio-2017-cl-75
RED,CABERNET FRANC Russiz Superiore Doc Collio 2019 (12 - 2018),0.75,€ 35.00,https://www.xtrawine.com/it/vini/russiz-superiore-collio-cabernet-franc-2018/p31357
RED,CABERNET FRANC Venica & Venica Doc Collio 2018,0.75,€ 29.00,https://www.ferrowine.it/rossi/1672-v-venica-cabernet-franc-doc-cl-75-friuli.html
RED,CABERNET SAUVIGNON Lis Neris IGT Venezia Giulia 2019,0.75,€ 29.00,https://www.callmewine.com/cabernet-sauvignon-lis-neris-2019-P35935.htm
RED,CABERNET SAUVIGNON Oscar Sturm Doc Collio 2019 (25 - 2018),0.75,€ 42.00,https://www.vivino.com/IT/it/sturm-cabernet-sauvignon/w/1268507
RED,MERLOT Antico Broilo COF 2019,0.75,€ 34.00,https://www.anticobroilo.com/portfolio-item/merlot/
RED,MERLOT Riserva Antico Broilo COF 2016,0.75,€ 42.00,https://www.anticobroilo.com/portfolio-item/merlot-riserva/
RED,MERLOT Conte D'Attimis Doc COF 2020 - NON INSERIRE IN CARTA ,0.75,€ 28.00,https://www.contedattimismaniago.it/produzione/schioppettino/
RED,MERLOT Doro Princic Doc Collio 2019 (6 - 2017) (6 - 2020),0.75,€ 46.00,https://www.wineexpert.it/it/prodotto/collio-merlot-2016-doro-princic.aspx
RED,MERLOT Riserva La Castellada Doc Collio 2007,0.75,€ 84.00,http://lacastellada.it/schede-tecniche/Merlot.pdf
RED,MERLOT Riserva LA VIARTE COF ( - 2013) (mattoni),0.75,€ 36.00,https://www.laviarte.it/cms/wp-content/uploads/2017/07/merlot-riserva-la-viarte-it.pdf
RED,MERLOT Le Due Terre Doc COF 2018 (6 - 2017),0.75,€ 49.00,https://www.tannico.it/colli-orientali-del-friuli-doc-merlot-2017-le-due-terre.html
RED,"MERLOT ""GIAN"" Lis Fadis Doc COF 2016",0.75,€ 62.00,https://lisfadis.com/wp-content/uploads/2017/09/LIS-FADIS_ITA_Gian-092016.pdf
RED,MERLOT Livio Felluga Doc COF 2017,0.75,€ 34.00,https://www.liviofelluga.it/portfolio/merlot
RED,MERLOT “TIARE MATE” Livon Doc Collio 2017,0.75,€ 34.00,https://www.frescomarketonline.it/online/product/livon-tiare-mate-merlot-doc-75-cl?productId=12589&generalid=900010&generaltype=subcategory
RED,MERLOT BIO Oscar Sturm Doc Collio 2019 (34 -2018),0.75,€ 42.00,https://sturm.it/i-nostri-vini/merlot/
RED,"MERLOT ""SINTESI"" Ronco del Gelso Doc Friuli Isonzo Rive Alte 2016",0.75,€ 32.00,http://www.roncodelgelso.com/wp-content/uploads/2019/02/SCHEDA-TECNICA-SINTESI.pdf
RED,"MERLOT Riserva ""ARTIUL"" Ronco Severo Doc COF 2018",0.75,€ 74.00,https://www.tannico.it/colli-orientali-del-friuli-merlot-riserva-doc-artiul-2015-ronco-severo.html
RED,"MERLOT ""il BOSCOROSSO"" Rosa Bosco De Puppi Doc COF 2018",0.75,€ 59.00,https://depuppi.it/wp-content/uploads/2020/06/005-SchedeVino-ITA-GIU20-RosaBosco-BoscoRosso.pdf
RED,MERLOT Russiz Superiore Doc Collio 2020,0.75,€ 36.00,https://www.marcofelluga.com/wp-content/uploads/2021/10/scheda-tecnica-22.pdf
RED,"MERLOT ""DEL POMPIERE"" Schioppetto IGT Venezia Giulia 2020",0.75,€ 29.00,http://www.schiopetto.it/vini/merlot/
RED,"MERLOT ""LE BASTÌE ROSSO"" Tenute Tomasella Grave del Friuli Doc 2012",0.75,€ 39.00,https://www.tenutetomasella.it/cms/wp-content/uploads/LE-BASTIE-ROSSO-Friuli-Grave-DOC-IT.pdf
RED,MERLOT Toros Doc Collio 2021 (6 - 2020),0.75,€ 37.00,https://www.callmewine.com/merlot-etichetta-bianca-toros-2021-P40005.htm
RED,MERLOT Riserva Toros Doc Collio 2016 (4 - 2015),0.75,€ 99.00,https://www.callmewine.com/merlot-etichetta-rossa-toros-2018-P40014.htm?gclid=CjwKCAjw_b6WBhAQEiwAp4HyINpLk8WIP3gbXQccHKRl2dDQHI8aA8WGZ4bGAvwx_CGCN6Jg_vXPthoCBUQQAvD_BwE
RED,MERLOT Venica & Venica Doc Collio 2018,0.75,€ 28.00,https://www.callmewine.com/merlot-venica-2019-P38534.htm
RED,MERLOT “CONTE BRANDOLINI” Vistorta Doc Friuli Grave 2015 (5 - 2012),0.75,€ 38.00,http://www.vistorta.it/merlot-vistorta
RED,PIGNOLO “ARBIS RòS” Borgo San Daniele Doc Collio 2017 (6 - 2016),0.75,€ 54.00,https://www.borgosandaniele.com/arbis/
RED,PIGNOLO Bressan Mastri Vinai IGP Venezia Giulia 2004 (mattoni),0.75,€ 170.00,https://www.tannico.it/venezia-giulia-rosso-igt-pignol-2004-bressan-mastri-vinai.html
RED,PIGNOLO Dario Coos IGP Trevenezie 2017,0.75,€ 36.00,https://www.tannico.it/pignolo-delle-venezie-igp-2017-dario-coos.html
RED,"PIGNOLO ""PIGNACOLUSSE"" Jermann IGP Venezia Giulia 2016 (3 - 2015)",0.75,€ 45.00,https://www.tannico.it/venezia-giulia-pignolo-igt-pignacolusse-2013-jermann.html
RED,PIGNOLO Riserva La Viarte Doc COF 2010,0.75,€ 110.00,https://www.laviarte.it/prodotto/pignolo/
RED,"PIGNOLO “ELDORO"" Livon Doc Collio 2015",0.75,€ 36.00,http://www.livon.it/repository/download/Eldoro.pdf
RED,PIGNOLO Moschioni Doc COF 2012 (5 - 2007/2011) ,0.75,€ 85.00,https://www.michelemoschioni.it/wp-content/uploads/2018/07/MOSCH_Pignolo_ITA.pdf
RED,PIGNOLO Riserva Nero Magis Doc COF 2016,0.75,€ 115.00,https://www.neromagis.com/it/vino/nero-magis-riserva-2015/
RED,PINOT NERO Bressan Mastri Vinai IGP Venezia Giulia 2016 (5 - 2013),0.75,€ 66.00,https://www.tannico.it/venezia-giulia-pinot-nero-igp-2013-bressan-mastri-vinai.html
RED,"PINOT NERO ""RED ANGEL"" Jermann IGP Venezia Giulia 2019",0.75,€ 35.00,https://www.jermann.it/download/prodotti/65_scheda_it.pdf
RED,PINOT NERO Le Due Terre Doc COF 2019,0.75,€ 52.00,https://www.enosearcher.it/bottiglia/le-due-terre-friuli-colli-orientali-doc-pinot-nero-2018/
RED,PINOT NERO “MAURUS” Masut Da Rive Doc Isonzo 2015 ,0.75,€ 54.00,https://www.callmewine.com/pinot-nero-maurus-masut-da-rive-2016-P23363.htm
RED,PINOT NERO “RUTTARS” Villa Parens IGP Venezia Giulia 2018,0.75,€ 42.00,https://www.enotecatelaro.it/pinot-noir-venezia-giulia-igp-ruttars-villa-parens.html
RED,REFOSCO Antico Broilo Doc COF 2019 (6 - 2020),0.75,€ 34.00,https://www.anticobroilo.com/portfolio-item/refosco/
RED,REFOSCO Riserva Antico Broilo Doc COF 2016,0.75,€ 42.00,https://www.anticobroilo.com/portfolio-item/refosco-riserva/
