type,full_details,size,price,internal_notes
RED,PINOT NERO Hartmann Donà  Doc Südtirol 2019,0.75,€ 42.00,https://www.callmewine.com/pinot-nero-hartmann-don%C3%A0-2019-P30689.htm
RED,"PINOT NERO ""DONA' NOIR"" Hartmann Donà Doc Südtirol 2013",0.75,€ 105.00,https://www.callmewine.com/pinot-nero-dona-noir-hartman-dona-2015-P38752.htm
RED,"PINOT NERO ""BARTHENAU"" J. Hofstatter Vigna S. Urbano 2017",0.75,€ 105.00,https://www.shop.hofstatter.com/it/eur/it/prodotti/barthenau-vigna-s-urbano-pinot-nero-alto-adige-doc-2017-j-hofstatter.html
RED,"PINOT NERO Riserva ""MAZON"" J. Hofstatter Doc Südtirol 2019 (11 - 2018)",0.75,€ 55.00,https://www.shop.hofstatter.com/it/eur/it/prodotti/riserva-mazon-pinot-nero-alto-adige-doc-2019-j-hofstatter
RED,PINOT NERO Kettmeir Doc Südtirol 2018 ,0.75,€ 29.00,https://www.kettmeir.com/images/pdf/schede-ita/KT_Pinot_Nero_AA_ITA.pdf
RED,"PINOT NERO ""MASO REINER"" Kettmeir Doc Südtirol 2019",0.75,€ 45.00,https://www.kettmeir.com/images/pdf/schede-ita/PinotN_VignaMR_KT_2020_ITA.pdf
RED,PINOT NERO “MAZON”  Kollerhof Doc Südtirol 2017,0.75,€ 39.00,https://tenuta-kollerhof.com/wp-content/uploads/2021/02/Kollerhof_Pinot-nero_scheda-vino.pdf
RED,PINOT NERO MASON Manincor Doc Südtirol 2017 ,0.75,€ 59.00,https://www.manincor.com/it/mason.html
RED,"PINOT NERO Riserva ""MASON DI MASON” Manincor  Doc Südtirol 2016",0.75,€ 130.00,https://www.manincor.com/it/mason-di-mason.html
RED,PINOT NERO Maso Thaler Doc Südtirol 2019,0.75,€ 39.00,https://static1.squarespace.com/static/508560dfe4b02e0cbd20489f/t/54b6868ee4b0c2baff7e618c/1421248142082/Maso+Thaler+Scheda+Pinot+Nero.pdf
RED,"PINOT NERO Maso Thaler Riserva ""680"" Doc Südtirol 2018",0.75,€ 59.00,https://static1.squarespace.com/static/508560dfe4b02e0cbd20489f/t/54b6868ee4b0c2baff7e618c/1421248142082/Maso+Thaler+Scheda+Pinot+Nero.pdf
RED,PINOT NERO San Michele Appiano Doc Südtirol 2021,0.75,€ 34.00,https://www.stmichael.it/media/wine_fotos/pdf/it_Alto%20Adige%20DOC%20Pinot%20Noir_2021.pdf
RED,"PINOT NERO Riserva ""SANCT VALENTIN"" San Michele Appiano Doc Südtirol 2019",0.75,€ 59.00,https://www.stmichael.it/media/wine_fotos/pdf/it_Alto%20Adige%20DOC%20Pinot%20Noir%20Riserva%20Sanct%20Valentin_2019.pdf
RED,PINOT NERO Terlan Doc Südtirol 2020 ,0.75,€ 34.00,https://www.cantina-terlano.com/it/weinbrief/?w-id=116&l-id=25
RED,"PINOT NERO Riserva ""MONTICOL"" Terlan Doc Südtirol 2018",0.75,€ 39.00,https://www.cantina-terlano.com/it/weinbrief/?w-id=101&l-id=6
RED,PINOT NERO Thomas Dorfmann Valle Isarco Doc Südtirol 2020,0.75,€ 44.00,https://bowine.it/prodotti/thomas-dorfmann-pinot-nero-2018/
RED,"PINOT NERO Riserva ""MAGLEN"" Tramin Doc Südtirol 2017",0.75,€ 54.00,https://kellereitramin.sharepoint.com/sites/CantinaTraminOPEN/Freigegebene%20Dokumente/Forms/AllItems.aspx?ga=1&id=%2Fsites%2FCantinaTraminOPEN%2FFreigegebene%20Dokumente%2FSito%20Tramin%20Sharepoint%2FITALIANO%20download%2Fschede%20vino%2FMaglen%20Pinot%20Nero%2FTRAMIN%2DI%2DMAGLEN%2D17%2Epdf&parent=%2Fsites%2FCantinaTraminOPEN%2FFreigegebene%20Dokumente%2FSito%20Tramin%20Sharepoint%2FITALIANO%20download%2Fschede%20vino%2FMaglen%20Pinot%20Nero
RED,"VERNATSCH ""FASS N.9"" Girlan Doc Südtirol 2020",0.75,€ 29.00,https://www.girlan.it/it/weinbrief/?id=117
RED,"VERNATSCH ""GSCHLEIER"" Alte Reben Girlan  Doc Südtirol  2018",0.75,€ 34.00,https://www.girlan.it/it/weinbrief/?id=127
RED,"DONA' ROUGE (SCHIAVA, PINOT NERO, LAGREIN) Hartmann Donà Mitterberg IGT 2016",0.75,€ 42.00,https://www.callmewine.com/dona-rouge-hartmann-dona-2016-P38387.htm?gclid=CjwKCAjwoMSWBhAdEiwAVJ2ndu1p6NIcQAQLSZ7_batEICkd2uyOc6eBgryATNTxMHHiMyNIBS4RYBoC_m8QAvD_BwE
RED,"KIRCHEGG (MERLOT, CABERNET SAUVIGNON) J. Hofstätter Doc 2017",0.75,€ 29.00,https://www.shop.hofstatter.com/it/eur/it/prodotti/kirchegg-merlot-cabernet-alto-adige-doc-2018-j-hofstatter
RED,"LAGREIN ""LINDENBURG"" Alois Lageder Doc Südtirol 2006",0.75,€ 84.00,https://aloislageder.eu/vini/capolavori/lindenburg-vini
RED,PINOT NERO “PONKLER” Franz Haas Doc Südtirol 2015,0.75,€ 110.00,https://www.franz-haas.it/wp-content/uploads/2021/04/15-P%C3%B2nkler_ITA.pdf
,,0.75,,
,Veneto Bianchi,0.75,,
WHITE,SOAVE Classico “MONTE ZOPPEGA” Nardello Soave Doc 2016,0.75,€ 29.00,https://www.tannico.it/soave-classico-doc-monte-zoppega-2017-nardello.html
WHITE,"CAPITEL FOSCARIN Anselmi (Garganega 90%, Chardonnay 10%) Veneto IGT 2021",0.75,€ 29.00,https://www.callmewine.com/capitel-foscarino-anselmi-2021-P40659.htm
WHITE,CHARDONNAY Pian delle Vette Vigneti Delle Dolomiti IGT 2018,0.75,€ 29.00,https://piandellevette.it/it/i-nostri-vini/abbinamento-carne/chardonnay-2018-igt-vigneti-delle-dolomiti-3-bottiglie
WHITE,MASSIFITTI (TREBBIANO DI SOAVE) Suavia IGT Bianco Veronese 2020,0.75,€ 32.00,https://www.suavia.it/vini/massifitti/#
WHITE,MONTE CARBONARE (GARGANEGA) Suavia IGT Soave Classico Doc 2020,0.75,€ 29.00,https://www.suavia.it/vini/monte-carbonare/#
WHITE,"SAN VINCENZO Anselmi 2021 (Garganega 70%, Chardonnay e Sauvignon 30%) Veneto IGT",0.75,€ 34.00,https://www.callmewine.com/san-vincenzo-anselmi-2021-P39458.htm
WHITE,"SOAVE ""LE BINE"" Tamellini Soave Doc 2018",0.75,€ 29.00,https://www.tannico.it/soave-classico-doc-le-bine-de-costiola-2016-tamellini.html
WHITE,LUGANA (TREBBIANO) “SANTA CRISTINA” Zenato Lugana Doc 2020,0.75,€ 26.00,https://www.callmewine.com/lugana-santa-cristina-zenato-2021-P37430.htm?gclid=CjwKCAjww8mWBhABEiwAl6-2RRF-8ouvVhjZ2Qad9YOTrsPcUCaNs4-cm4meYKythpTaDqYFH9vZDhoC2YcQAvD_BwE
,,0.75,,
,Veneto Rossi,0.75,,
RED,AMARONE della Valpolicella I Saltari Doc  2013 (14 - 2006) (15 - 2007) (14 - 2010) (1 - 2011),0.75,€ 69.00,https://www.sartoriwineshop.com/prodotto/i-saltari-amarone-della-valpolicella-docg/
RED,AMARONE Classico Riserva “COSTASERA” Masi Docg 2016 (1 - 2012 mattoni) (1 - 2015),0.75,€ 94.00,https://www.masi.it/files/masi_riservacostasera_i.pdf
RED,AMARONE Classico “COSTASERA” Masi Docg 1997,0.75,€ 220.00,https://www.masi.it/files/masi_ts_costasera_it.pdf
RED,AMARONE Classico Riserva “CAMPOLONGO DI TORBE ” Masi Docg 1999,0.75,€ 320.00,https://www.etilika.it/amarone-della-valpolicella-classico-docg-campolongo-di-torbe-2012-masi
RED,AMARONE Classico Massimago Docg 2016  ,0.75,€ 85.00,https://massimago.com/shop/amarone-della-valpolicella/
RED,AMARONE della Valpolicella Paolo Cottini Docg 2016 (3 - 2013),0.75,€ 66.00,https://www.paolocottini.it/it/prodotti/amarone-docg
RED,AMARONE Classico Superiore Romano Dal Forno Doc 2009 (2 - 2006) - (2 - 2008) - (2 - 2009),0.75,€ 550.00,https://www.tannico.it/amarone-della-valpolicella-doc-2009-dal-forno-romano.html
RED,AMARONE della Valpolicella “SANT’URBANO” Speri Docg 2017 (2 - 2013),0.75,€ 84.00,https://www.speri.com/wines/amarone/
RED,AMARONE Classico della Valpolicella Tommasi Docg 2013,0.75,€ 79.00,https://tommasi.com/download/schedatecnica/TommasiAmaroneITA2015.pdf?_t=1605024605
RED,"AMARONE ""CA' FLORIAN"" della Valpolicella Tommasi Docg 2011 ",0.75,€ 150.00,https://tommasi.com/download/schedatecnica/TommasiCaFlorianITA2011.pdf?_t=1605024610
RED,"AMARONE della Valpolicella “CASA DEL BEPI"" Viviani Docg 2015 (2 - 2013) ",0.75,€ 110.00,https://www.callmewine.com/amarone-casa-dei-bepi-viviani-2015-P26897.htm
RED,AMARONE della Valpolicella Zenato Docg 2016 (3 - 2015) (1 - 2013),0.75,€ 75.00,https://www.zenato.it/images/2019/schede-pdf-vini-ita/Amarone_Classico_rev.pdf
RED,AMARONE della Valpolicella Riserva Sergio Zenato Docg 2016 (2 bt 2013 mattoni),0.75,€ 140.00,https://www.zenato.it/images/2019/schede-pdf-vini-ita/Amarone_Riserva_Sergio_Zenato.pdf
RED,VALPOLICELLA Superiore Giovanni Ederle Dop 2016 ,0.75,€ 36.00,https://www.giovanniederle.it/it/valpolicella-superiore.php
RED,VALPOLICELLA Ripasso Superiore I Saltari 2016,0.75,€ 29.00,https://www.sartorinet.com/vini/canale-ristorazione/saltari-valpolicella-ripasso-superiore-doc.php
RED,VALPOLICELLA Classico Superiore “TOAR“ Masi Doc 2017,0.75,€ 32.00,https://www.masi.it/files/ms_toar_i.pdf
RED,VALPOLICELLA Superiore “PROFASIO” Massimago Doc 2014  (2 - 2013),0.75,€ 39.00,https://massimago.com/profasio-valpolicella-superiore/
RED,VALPOLICELLA Classico Superiore Ripasso Paolo Cottini Doc 2017,0.75,€ 34.00,https://www.paolocottini.it/it/prodotti/ripasso-doc-superiore
RED,VALPOLICELLA Classico Superiore Romano Dal Forno Doc 2009 (2 - 2007) - (2 - 2008) - (1 - 2009),0.75,€ 175.00,https://www.tannico.it/amarone-della-valpolicella-doc-2009-dal-forno-romano-29358.html
RED,VALPOLICELLA Classico Superiore Ripasso Speri Doc 2019,0.75,€ 34.00,https://www.speri.com/wines/ripasso/
RED,VALPOLICELLA Classico Superiore Ripasso Viviani Doc 2017,0.75,€ 34.00,https://www.xtrawine.com/it/vini/viviani-valpolicella-superiore-ripasso-2018/p32525
RED,VALPOLICELLA Classico Superiore Zenato Doc 2018,0.75,€ 29.00,https://www.zenato.it/images/2019/schede-pdf-vini-ita/Valpolicella-Classico-Superiore-ok-itaV2.pdf
RED,VALPOLICELLA Superiore Ripasso “RIPASSA” Zenato Doc 2018,0.75,€ 36.00,https://www.zenato.it/images/2019/schede-pdf-vini-ita/Ripassa_rev.pdf
RED,"PALAZZO DELLA TORRE (CORVINA, RONDINELLA) Allegrini Rosso del Veronese IGT 2016",0.75,€ 32.00,https://www.callmewine.com/palazzo-torre-allegrini-2019-P38803.htm
RED,"CABERNET FRANC ""FRANK!"" Barollo Veneto IGT 2019",0.75,€ 36.00,https://www.barollo.com/products/frank
RED,CABERNET SAUVIGNON Conte Loredan Gasparini Montello Doc 2018,0.75,€ 29.00,https://www.callmewine.com/cabernet-sauvignon-venegazzu-2018-P28578.htm
RED,"ROSSO DELLA CASA (CABERNET SAUVIGNON, CABERNET FRANC, MERLOT, MALBEC) Conte Loredan Gasparini Montello Doc 2017",0.75,€ 38.00,https://www.callmewine.com/rosso-della-casa-venegazzu-2017-P35395.htm?gclid=CjwKCAjww8mWBhABEiwAl6-2RS0cF-gkEAp_QsUD7jD6Ebc8XnCGZGS4ruCyvoDHlvcfz9id_rFSwBoCHBkQAvD_BwE
RED,"MASARI ROSSO (CABERNET, MERLOT) Masari Valle d’Agno VenetoIGT 2015 ",0.75,€ 46.00,https://www.masari.it//wp-content/uploads/2018/12/MASARI_ST_masari_ITA_00.pdf
RED,"BROLO “CAMPOFIORIN ORO” (CORVINA, RONDINELLA, OSELETA) Masi Rosso del Veronese IGT 2017 (8 - 2016)",0.75,€ 34.00,https://www.masi.it/files/masi_brolo_campofiorin_oro_it.pdf
RED,"MASO DI VILLA (CABERNET SAUVIGNON, CABERNET FRANC, MERLOT, MARZEMINO) Maso di Villa Colli di Conegliano Docg 2014 (8 - 2012)",0.75,€ 32.00,https://www.aidavini.com/prodotto/maso-di-villa-rosso-colli-di-conegliano-docg-2014-maso-di-villa/
RED,"NASI ROSSI (MERLOT, CABERNET SAUVIGNON, CABERNET FRANC) Maso di Villa Colli di Conegliano Docg 2013 (6 - 2009) (4 - 2010)",0.75,€ 59.00,https://venetino.it/products/nasi-rossi-2010?variant=41053226958997
RED,GNOMÈ (GAMARET) Pian delle Vette Vigneti Delle Dolomiti IGT 2016 ,0.75,€ 29.00,https://piandellevette.it/it/i-nostri-vini/vini-rossi/gnome-uve-gamaret-annata-2013-ricco-morbido-e-rotondo-3-bottiglie-523
RED,PINOT NERO Pian delle Vette Vigneti Delle Dolomiti IGT 2018,0.75,€ 36.00,https://piandellevette.it/it/i-nostri-vini/vini-rossi/pinot-nero-annata-2016-raffinatezza-ed-eleganza-igt-vigneti-delle-dolomiti-3-bottiglie-522
RED,"PHIGAIA (MERLOT, CABERNET SAUVIGNON, CABERNET FRANC) Serafini & Vidotto Montello Colli Asolani Doc 2018",0.75,€ 34.00,https://www.serafinividottowineshop.com/phigaia/
RED,"ROSSO DELL’ ABAZIA (CABERNET SAUVIGNON, CABERNET FRANC, MERLOT) Serafini & Vidotto Montello Colli Asolani Doc 2016 (2 - 2015)",0.75,€ 54.00,https://www.serafinividottowineshop.com/product/rosso-abazia-montello-e-colli-asolani-doc/
RED,ORACOLO (CABERNET SAUVIGNON) Inama Doc 2000  ,0.75,€ 140.00,https://www.bernabei.it/oracolo-2000-inama
RED,AMARONE della Valpolicella Viviani Docg 2015,0.75,€ 51.00,https://www.callmewine.com/amarone-viviani-2016-P28365.htm
RED,AMARONE della Valpolicella Prà Docg 2010 ,0.75,€ 89.00,https://www.vinipra.it/vini/amarone/
RED,AMARONE della Valpolicella Allegrini Docg 2012 ,0.75,€ 78.00,https://www.callmewine.com/amarone-allegrini-2017-P31103.htm
,,0.75,,
,Trentino Bianchi,0.75,,
WHITE,GEWÜRZTRAMINER Cesconi Trentino Doc (NON INSERIRE IN CARTA),0.75,,https://www.cesconi.it/wp-content/uploads/2018/12/Gew%C3%BCrztraminer-Vino-Biologico-Cesconi-.pdf
WHITE,"MÜLLER THURGAU ""PALAI"" Pojer & Sandri Trentino Doc 2017 ",0.75,€ 29.00,https://www.pojeresandri.com/wp-content/uploads/2019/09/Palai-1.pdf?x45718
WHITE,NOSIOLA Cesconi Vigneti delle Dolomiti IGT 2019,0.75,€ 29.00,https://www.shop-cesconi.it/it/nosiola-vigneti-dolomiti-igt-selezione-cesconi-71
WHITE,"NOSIOLA ""LARGILLER"" Toblino Vigneti delle Dolomiti IGT 2013",0.75,€ 35.00,https://shop.toblino.it/product/19793642/largiller-nosiola-selezione
WHITE,"PINOT BIANCO ""COR” Corvèe Trentino Doc 2016 ",0.75,€ 32.00,https://www.corvee.wine/wp-content/uploads/2019/04/scheda_tecnica_c%C3%B3r.pdf
WHITE,"SAUVIGNON ""LE VETTE"" G. Gonzaga Vigneti delle Dolomiti IGT 2020",0.75,€ 29.00,https://stappando.it/shop/vini-bianchi/sauvignon-vette-s-leonardo-2019/
WHITE,"OLIVAR (CHARDONNAY, PINOT BIANCO, PINOT GRIGIO) Cesconi Vigneti delle Dolomiti IGT 2018",0.75,€ 39.00,https://www.shop-cesconi.it/it/olivar-vigneti-dolomiti-igt-cru-cesconi-71
,,0.75,,
,Trentino Rossi,0.75,,
RED,"MERLOT ""PIVIER"" Cesconi Vigneti delle Dolomiti IGT 2016",0.75,€ 47.00,https://www.shop-cesconi.it/it/pivier-merlot-vigneti-dolomiti-rosso-igt-cru-cesconi-71
RED,MORATEL Cesconi Trentino Doc (NON INSERIRE IN CARTA),0.75,,https://www.cesconi.it/wp-content/uploads/2018/12/Moratel-Vino-Biologico-Cesconi.pdf
RED,PINOT NERO “ÀGOLE” Corvée Trentino Doc 2016 ,0.75,€ 44.00,https://www.corvee.wine/wp-content/uploads/2019/04/scheda_tecnica_%C3%A0gole.pdf
RED,PINOT NERO “VIGNA CANTANGHEL” Maso Cantanghel Trentino Doc 2019 (12 - 2017),0.75,€ 42.00,https://www.tannico.it/trentino-pinot-nero-doc-vigna-cantanghel-2017-maso-cantanghel.html
RED,PINOT NERO Pojer & Sandri Vigneti Delle Dolomiti IGT 2019 (4 - 2018),0.75,€ 34.00,https://www.pojeresandri.com/wp-content/uploads/2019/09/Pinot-Nero.pdf?x45718
RED,PINOT NERO “RODEL PIANEZZI” Pojer & Sandri Vigneti delle Dolomiti IGT 2017 (5 - 2015),0.75,€ 54.00,https://www.pojeresandri.com/wp-content/uploads/2019/09/Pinot-Nero-Rodel-Pianezzi.pdf?x45718
RED,TEROLDEGO ROTALIANO De Vescovi Ulzbach Doc 2016 ,0.75,€ 29.00,https://www.callmewine.com/teroldego-de-vescovi-ulzbach-2019-P35515.htm
RED,"TEROLDEGO RISERVA ""VIRGILIUS"" De Vescovi Ulzbach Doc 2015",0.75,€ 39.00,https://www.callmewine.com/teroldego-vigilius-de-vescovi-ulzbach-2019-P38905.htm
RED,TEROLDEGO ROTALIANO Elisabetta Foradori Doc 2020 (6 - 2016),0.75,€ 34.00,https://www.callmewine.com/teroldego-foradori-2021-P40047.htm
RED,"TEROLDEGO RISERVA ""GRANATO"" Elisabetta Foradori Vigneti delle Dolomiti IGT 2020 (2 - 2019) (2- 2015)",0.75,€ 84.00,https://www.callmewine.com/granato-foradori-2019-P34626.htm
RED,FIOR DI CIGLIEGIO (CABERNET SAUVIGNON) La Vigne Rosso Val Lagarina IGT 2013 ,0.75,€ 64.00,https://www.ballardini.shop/it/prodotti/vallagarina-igt-cabernet-sauvignon-riserva-fior-di-ciliegio-vin-de-garage-la-vigne
RED,"IL CIGLIEGINO (CAB. SAUVIGNON, MERLOT) La Vigne Rosso Val Lagarina IGT 2015",0.75,€ 34.00,https://www.ballardini.shop/it/prodotti/rosso-vallagarina-igt-la-vigne-il-ciliegino-vin-de-garage-la-vigne
RED,CARMENÈRE Tenuta San Leonardo Vigneti delle Dolomiti IGT 2016,0.75,€ 95.00,https://www.sanleonardo.it/vini/carmenere/carmenere.pdf
RED,"SAN LEONARDO (MERLOT, CABERNET SAUVIGNON, CARMENÈRE) G. Gonzaga Vigneti delle Dolomiti IGT (2 - 2008) - (1 - 2010)",0.75,€ 130.00,https://www.sanleonardo.it/vini/san-leonardo/san-leonardo.pdf
RED,"SAN LEONARDO (MERLOT, CABERNET SAUVIGNON, CARMENÈRE) G. Gonzaga Vigneti delle Dolomiti IGT 2016",0.75,€ 130.00,https://www.sanleonardo.it/vini/san-leonardo/san-leonardo.pdf
RED,"VILLA GRESTI (MERLOT, CARMENERE) Tenuta San Leonardo Vigneti delle Dolomiti IGT 2016 (? - 2015)",0.75,€ 42.00,https://www.sanleonardo.it/vini/villa-gresti/villa-gresti.pdf
RED,"ROSSO FAYE (CABERNET SAUVIGNON, CABERNET FRANC, MERLOT, LAGREIN) Pojer & Sandri Vigneti delle Dolomiti IGT 2013 ",0.75,€ 65.00,https://www.pojeresandri.com/wp-content/uploads/2019/09/Rosso-Faye.pdf?x45718
,,0.75,,
,,0.75,,
,Piemonte Bianchi,0.75,,
WHITE,CHARDONNAY “GAJA & REY” Gaja Langhe Doc 2014 (1 - 2012) (mattoni),0.75,€ 180.00,https://www.tannico.it/langhe-chardonnay-doc-gaia-rey-2018-gaja.html
WHITE,CHARDONNAY “GAJA & REY” Gaja Langhe Doc 2016 (mattoni) ,0.75,€ 180.00,https://www.tannico.it/langhe-chardonnay-doc-gaia-rey-2018-gaja.html
WHITE,SAUVIGNON “ALTENI DI BRASSICA” Gaja Langhe Doc 2014   (mattoni),0.75,€ 130.00,https://www.enotecatelaro.it/alteni-di-brassica-sauvignon-doc-gaja-2013.html
,,0.75,,
,Piemonte Rossi,0.75,,
RED,BARBARESCO “CURRÁ” Bruno Rocca Docg 2016  ,0.75,€ 120.00,https://www.callmewine.com/barbaresco-curra-bruno-rocca-2018-P33492.htm?gclid=Cj0KCQjwidSWBhDdARIsAIoTVb1lL2rg8o2Dgx85CyAwy17Uwbv0Eza0CkLKqGkJxRPetF2HnqeHafgaAqmMEALw_wcB
RED,BARBARESCO  “RABAJÀ” Bruno Rocca Docg 2016 ,0.75,€ 120.00,https://www.callmewine.com/barbaresco-rabaja-bruno-rocca-2018-P33753.htm
RED,BARBARESCO “BERNADOT” Ceretto Docg 2016 ,0.75,€ 160.00,https://www.ceretto.com/uploads/public/2181_ceretto-barbaresco-docg-bernadot.pdf
RED,BARBARESCO “BRICCO ASILI” Ceretto Docg 2015  (1 - 2007) (3 - 2015) (sottotetto),0.75,€ 240.00,https://www.ceretto.com/uploads/public/2177_ceretto-barbaresco-docg-asili.pdf
RED,BARBARESCO Gaja Dop 2013  (mattoni)  (1 sotto tetto),0.75,€ 280.00,
RED,BARBARESCO Gaja Dop 2015  (mattoni),0.75,€ 280.00,
RED,BARBARESCO Gaja Dop 2018  ,0.75,€ 280.00,https://www.callmewine.com/barbaresco-gaja-2018-P32376.htm
RED,BARBARESCO “VIGNETO BORDINI” La Spinetta Docg 2019 (2 - 2018) (1 - 2015),0.75,€ 79.00,https://www.la-spinetta.com/wp-content/uploads/2021/06/barbaresco-bordini-2018.pdf
RED,BARBARESCO “VIGNETO GALLINA” La Spinetta Docg 2011 (1 sotto tetto),0.75,€ 170.00,https://www.enotecasanpietro.it/rossi/1363-vigneto-gallina-2015-la-spinetta-barbaresco-docg.html
RED,BARBARESCO “VIGNETO GALLINA” La Spinetta Docg 2014  ,0.75,€ 170.00,https://www.enotecasanpietro.it/rossi/1363-vigneto-gallina-2015-la-spinetta-barbaresco-docg.html
RED,BARBARESCO “VIGNETO STARDERI” La Spinetta Docg 2011  (1 sotto tetto),0.75,€ 170.00,https://www.la-spinetta.com/wp-content/uploads/2020/07/la-spinetta-barbaresco-starderi-docg-2014-it.pdf
RED,BARBARESCO “VIGNETO STARDERI” La Spinetta Docg 2014 (3 legno),0.75,€ 175.00,https://www.la-spinetta.com/wp-content/uploads/2020/07/la-spinetta-barbaresco-starderi-docg-2014-it.pdf
RED,BARBARESCO “VIGNETO VALERANO” La Spinetta Docg (3 - 2014 legno) (1 - 2006) (2 - 2008)  (1 sotto tetto),0.75,€ 150.00,https://www.la-spinetta.com/wp-content/uploads/2020/07/la-spinetta-barbaresco-valeirano-docg-2014-it.pdf
RED,BARBERA D’ALBA “BRIC DU LUV” Ca' Viola Doc 2017 (5 - 2016),0.75,€ 44.00,http://www.caviola.com/pdf/BARBERA_D_ALBA_BRIC_DU_LUV_ITA.pdf
RED,BARBERA D’ALBA “VIGNOTA” Conterno Fantino Doc 2020 (4 - 2018),0.75,€ 29.00,https://www.callmewine.com/barbera-vignota-conterno-fantino-2020-P35287.htm
RED,BARBERA D’ALBA “TREVIGNE” Domenico Clerico Doc 2017,0.75,€ 29.00,https://www.callmewine.com/barbera-trevigne-clerico-2020-P39962.htm
RED,BARBERA D'ALBA Elio Altare Doc 2021 (6 - 2020),0.75,€ 29.00,https://www.elioaltare.com/it/i-vini/barbera-dalba-doc/20
RED,BARBERA D’ALBA “BRICCO DEI MERLI” Elvio Cogno Doc 2017,0.75,€ 35.00,https://www.elviocogno.com/wp-content/uploads/2015/11/09-barbera-it.pdf
RED,BARBERA D’ALBA “VIGNA FRANCIA” Conterno Giacomo Doc 2020,0.75,€ 75.00,https://www.ballardini.shop/it/prodotti/barbera-d-alba-doc-vigna-francia-giacomo-conterno
RED,BARBERA D’ALBA “GALLINA” La Spinetta Doc 2014 ,0.75,€ 59.00,https://www.la-spinetta.com/wp-content/uploads/2020/07/la-spinetta-barbera-d-alba-doc-gallina-2016-it.pdf
RED,"BARBERA D'ALBA ""VIGNA SCARRONE"" Vietti Doc 2020",0.75,€ 55.00,https://www.vietti.com/wp-content/uploads/Vietti_Barbera-Alba-Vigna-Scarrone-2019_IT.pdf
RED,"BARBERA D’ASTI ""BRICO DELL'UCCELLONE"" Braida di Giacomo Bologna Docg 2018",0.75,€ 76.00,https://www.braida.it/wp-content/uploads/2022/03/Bricco-dell-uccellone.pdf
RED,"BARBERA D’ASTI ""CUREJ"" Braida di Giacomo Bologna Docg 2020",0.75,€ 29.00,https://www.braida.it/wp-content/uploads/2022/03/Curej-2.pdf
RED,"BARBERA D’ASTI ""MONTEBRUNA"" Braida di Giacomo Bologna Docg 2018",0.75,€ 29.00,https://www.braida.it/wp-content/uploads/2022/03/montebruna.pdf
RED,BARBERA D’ASTI Damilano Docg 2018,0.75,€ 29.00,http://cantinedamilano.it/wp-content/uploads/2017/11/10-Barbera-dAsti.pdf
RED,BARBERA D’ASTI Superiore “BIONZO” La Spinetta Docg 2015 ,0.75,€ 54.00,https://www.la-spinetta.com/wp-content/uploads/2020/02/barbera-bionzo-2016-ita.pdf
RED,BARBERA D’ASTI “CA’ DI PIAN” La Spinetta Docg 2018 (8 - 2016),0.75,€ 29.00,https://www.la-spinetta.com/wp-content/uploads/2021/06/ca-di-pian-2018.pdf
RED,BAROLO Abbona Marziano Docg 2018,0.75,€ 59.00,https://www.abbona.com/wp-content/uploads/2015/05/Barolo-2018.pdf
RED,BAROLO “CERVIANO” Abbona Marziano Docg 2016 (1 mattoni),0.75,€ 85.00,https://www.abbona.com/wp-content/uploads/2015/03/Cerviano-Merli-2016.pdf
RED,BAROLO “RAVERA” Abbona Marziano Docg 2015 (2 - 2011),0.75,€ 85.00,https://www.abbona.com/wp-content/uploads/2015/03/Ravera-2015.pdf
RED,"BAROLO ""SOTTOCASTELLO DI NOVELLO"" Ca'Viola Langhe Doc 2017",0.75,€ 95.00,http://www.caviola.com/pdf/BAROLO_SOTTOCASTELLO_DI_NOVELLO_ITA.pdf
RED,"BAROLO ""BRICCO BOSCHIS"" Cavallotto Docg 2017",0.75,€ 95.00,https://www.cavallotto.com/wp-content/uploads/2016/02/IT.BBB_.2017-4.pdf
RED,"BAROLO ""RISERVA VIGNOLO"" Cavallotto Docg 2015",0.75,€ 160.00,https://www.cavallotto.com/wp-content/uploads/2016/02/IT.BRV_.2015-4.pdf
RED,BAROLO Ceretto Docg 2017 (1 - 2016),0.75,€ 85.00,https://www.ceretto.com/uploads/public/2199_ceretto-barolo-docg.pdf
RED,BAROLO “BRICCO ROCCHE” Ceretto Docg 2013  (mattoni),0.75,€ 280.00,https://www.ceretto.com/uploads/public/2016_it-ceretto-barolo-docg-bricco-rocche.pdf
RED,BAROLO “BRUNATE” Ceretto Docg 2009  (2 - 2013)   (1 sotto tetto),0.75,€ 190.00,https://www.ceretto.com/uploads/public/2191_ceretto-barolo-docg-brunate.pdf
RED,BAROLO “BUSSÌA” Ceretto Docg 2017 ,0.75,€ 190.00,https://www.ceretto.com/uploads/public/2194_ceretto-barolo-docg-bussia.pdf
RED,BAROLO “PRAPPÒ” Ceretto Docg 2013  (1 sotto tetto),0.75,€ 190.00,https://www.ceretto.com/uploads/public/2197_ceretto-barolo-docg-prapo.pdf
RED,BAROLO “GINESTRA VIGNA DEL GRIS” Conterno Fantino Docg 2018 (3 - 2017) (11 - 2018)  ,0.75,€ 110.00,https://www.callmewine.com/barolo-vigna-del-gris-conterno-fantino-2017-P29720.htm
