ok,external_id,type,name,winery_name,storage_area,size,vintage,price,info,quantity,internal_notes,matched_name,matched_winery_name,matched_id,matched_original_id,score,score
FALSE,259,WHITE,chardonnay,Weingut Martin Wassmer,,BOTTLE,2021,0,,6,,Castellberg Chardonnay,Martin Waßmer,wine_01hczek1mdk68dadjvsbvjb7sa,,"3,418,036",
TRUE,262,WHITE,"garganega ""bucce"" macerato",Marco Mosconi,,BOTTLE,2019,3400,,0,,Bucce Bianco,Marco Mosconi,wine_01gzr4ksrdzpgyrysf1yma27hj,,"4,590,336",
TRUE,262,WHITE,"garganega ""bucce"" macerato",Marco Mosconi,,BOTTLE,2020,3400,,0,,Bucce Bianco,Marco Mosconi,wine_01gzr4ksrdzpgyrysf1yma27hj,,"4,590,336",
TRUE,265,ROSE,whispering angel,Caves d’Esclans,,BOTTLE,2021,0,,4,,Whispering Angel Rosé,Château d'Esclans,wine_01gzr4kt6sxcfmg8w0pv1cdpxe,,"4,135,765",
TRUE,265,ROSE,whispering angel,Caves d’Esclans,,BOTTLE,2022,0,,6,,Whispering Angel Rosé,Château d'Esclans,wine_01gzr4kt6sxcfmg8w0pv1cdpxe,,"4,135,765",
FALSE,267,RED,espirit grassier,ed limitata,,BOTTLE,,0,,2,,Cressier,Domaine de la Rochette,wine_01h0b4rjh2jfjjhrpyv1aqxg1s,,"11,806,257",
TRUE,271,RED,valpolicella classico,Azienda Agricola Quintarelli,,MAGNUM,2013,34000,,1,,Valpolicella Classico Superiore,Quintarelli Giuseppe,wine_01gzr4kt26p0r5e9wfsf3adhv2,,"31,470,648",
TRUE,271,RED,valpolicella classico,Azienda Agricola Quintarelli,,MAGNUM,2016,34000,,1,,Valpolicella Classico Superiore,Quintarelli Giuseppe,wine_01gzr4kt26p0r5e9wfsf3adhv2,,"31,470,648",
TRUE,272,RED,alzero,Azienda Agricola Quintarelli,,BOTTLE,2014,45000,,4,,Veneto Alzero Cabernet,Quintarelli Giuseppe,wine_01gzr4kt26xhkmtjx7mheggxeb,,"31,566,286",
TRUE,273,RED,rosso del bepi,Azienda Agricola Quintarelli,,BOTTLE,2010,19000,,2,,Veneto Rosso del Bepi,Quintarelli Giuseppe,wine_01gzr4kt26xfc975m5cvpkaqye,,"3,582,295",
TRUE,273,RED,rosso del bepi,Azienda Agricola Quintarelli,,BOTTLE,2016,19000,,1,,Veneto Rosso del Bepi,Quintarelli Giuseppe,wine_01gzr4kt26xfc975m5cvpkaqye,,"3,582,295",
TRUE,274,RED,rosso del bepi,Azienda Agricola Quintarelli,,MAGNUM,2014,45000,,2,,Veneto Rosso del Bepi,Quintarelli Giuseppe,wine_01gzr4kt26xfc975m5cvpkaqye,,"3,582,295",
TRUE,275,RED,amarone,Azienda Agricola Quintarelli,,BOTTLE,2012,40700,,5,,Amarone della Valpolicella Classico,Quintarelli Giuseppe,wine_01gzr4kt26xa2kf0g9zy74sr0a,,"27,019,684",
TRUE,276,RED,amarone,Azienda Agricola Quintarelli,,BOTTLE,2013,41000,,3,,Amarone della Valpolicella Classico,Quintarelli Giuseppe,wine_01gzr4kt26xa2kf0g9zy74sr0a,,"27,019,684",
TRUE,277,RED,amarone,Azienda Agricola Quintarelli,,MAGNUM,2011,86000,,1,,Amarone della Valpolicella Classico,Quintarelli Giuseppe,wine_01gzr4kt26xa2kf0g9zy74sr0a,,"27,019,684",
TRUE,278,RED,amarone,Azienda Agricola Quintarelli,,MAGNUM,2012,89000,,2,,Amarone della Valpolicella Classico,Quintarelli Giuseppe,wine_01gzr4kt26xa2kf0g9zy74sr0a,,"27,019,684",
TRUE,280,RED,rosso bio animaversa,Monteversa,,BOTTLE,2015,4500,,1,,Animaversa Rosso,Monteversa,wine_01gzr4kt10qc7jgh83x7ttneyz,,"45,521,275",
TRUE,280,RED,rosso bio animaversa,Monteversa,,BOTTLE,2016,4500,,9,,Animaversa Rosso,Monteversa,wine_01gzr4kt10qc7jgh83x7ttneyz,,"45,521,275",
TRUE,281,RED,rosso bio animaversa,Monteversa,,MAGNUM,2015,9000,,0,,Animaversa Rosso,Monteversa,wine_01gzr4kt10qc7jgh83x7ttneyz,,"45,521,275",
TRUE,282,RED,rosso bio versacinto,Monteversa,,BOTTLE,2019,2500,,5,,Versacinto Rosso,Monteversa,wine_01gzr4kt00c3esv9y0zbcb08ct,,"4,682,744",
TRUE,284,RED,carmenere barbane,Bonotto Delle Tezze,,BOTTLE,2020,2100,,6,,Barabane Carmenère,Bonotto delle Tezze,wine_01gzr4kt2db2g6kx1r2eakhz12,,"60,228,363",
TRUE,285,RED,malanotte,Bonotto Delle Tezze,,BOTTLE,2015,4800,,1,,Malanotte del Piave,Bonotto delle Tezze,wine_01gzr4kt2dy32an57cqjpe1d4n,,"54,917,957",
TRUE,286,RED,raboso,Bonotto Delle Tezze,,BOTTLE,2016,3000,,1,,Raboso,Bonotto delle Tezze,wine_01gzr4kt2d9gsxk7hs7rgdx6m1,,"5,481,023",
TRUE,287,RED,raboso,Bonotto Delle Tezze,,BOTTLE,2019,3000,,6,,Raboso,Bonotto delle Tezze,wine_01gzr4kt2d9gsxk7hs7rgdx6m1,,"5,481,023",
TRUE,288,RED,raboso,Bonotto Delle Tezze,,BOTTLE,2017,3000,,12,,Raboso,Bonotto delle Tezze,wine_01gzr4kt2d9gsxk7hs7rgdx6m1,,"5,481,023",
TRUE,290,RED,falconera,Loredan Gasparini,,MAGNUM,2016,0,,1,,Falconera,Loredan Gasparini,wine_01gzr4kt32ewr0eybk2rkht02t,,"5,523,294",
TRUE,291,RED,venegazzù della casa,Loredan e Gasparini,,BOTTLE,2018,4800,,4,,Venegazzù Della Casa,Loredan Gasparini,wine_01gzr4kt325ke5a89bn0htwnth,,"6,327,506",
TRUE,291,RED,venegazzù della casa,Loredan e Gasparini,,BOTTLE,2019,4800,,24,,Venegazzù Della Casa,Loredan Gasparini,wine_01gzr4kt325ke5a89bn0htwnth,,"6,327,506",
TRUE,292,RED,venegazzù della casa,Loredan e Gasparini,,MAGNUM,2018,10000,,4,,Venegazzù Della Casa,Loredan Gasparini,wine_01gzr4kt325ke5a89bn0htwnth,,"6,327,506",
TRUE,293,RED,venegazzù capo di stato,Loredan e Gasparini,,BOTTLE,2018,8000,,8,,Capo di Stato,Loredan Gasparini,wine_01gzr4kt32adfgha7rj4d20qxn,,"6,112,466",
TRUE,294,RED,venegazzù capo di stato,Loredan e Gasparini,,MAGNUM,2017,18000,,1,,Capo di Stato,Loredan Gasparini,wine_01gzr4kt32adfgha7rj4d20qxn,,"6,112,466",
TRUE,295,RED,venegazzù capo di stato,Loredan e Gasparini,,MAGNUM,2018,18000,,3,,Capo di Stato,Loredan Gasparini,wine_01gzr4kt32adfgha7rj4d20qxn,,"6,112,466",
TRUE,296,RED,venegazzù capo di stato,Loredan e Gasparini,,JEROBOAM,2012,26000,,1,,Capo di Stato,Loredan Gasparini,wine_01gzr4kt32adfgha7rj4d20qxn,,"6,112,466",
TRUE,297,RED,venegazzù capo di stato,Loredan e Gasparini,,JEROBOAM,2013,25000,,1,,Capo di Stato,Loredan Gasparini,wine_01gzr4kt32adfgha7rj4d20qxn,,"6,112,466",
TRUE,298,RED,venegazzù capo di stato,Loredan e Gasparini,,JEROBOAM,2015,24000,,1,,Capo di Stato,Loredan Gasparini,wine_01gzr4kt32adfgha7rj4d20qxn,,"6,112,466",
FALSE,300,WHITE,rosso phigaia,Serafini Vidotto,,BOTTLE,2020,4500,,1,,Phigaia El Blanco,Serafini & Vidotto,wine_01gzr4ksjs8n8yfpj04t7xfcy8,,"5,118,908",
FALSE,300,WHITE,rosso phigaia,Serafini Vidotto,,BOTTLE,2021,4500,,12,,Phigaia El Blanco,Serafini & Vidotto,wine_01gzr4ksjs8n8yfpj04t7xfcy8,,"5,118,908",
FALSE,301,WHITE,rosso phigaia magnum,Serafini Vidotto,,MAGNUM,2020,9000,,1,,Phigaia El Blanco,Serafini & Vidotto,wine_01gzr4ksjs8n8yfpj04t7xfcy8,,"5,118,908",
TRUE,302,RED,rosso dell’abbazia,Serafini Vidotto,,BOTTLE,2017,6000,,2,,Il Rosso dell'Abazia,Serafini & Vidotto,wine_01gzr4ksjsepp393xqez5ks9km,,"54,834,713",
TRUE,302,RED,rosso dell’abbazia,Serafini Vidotto,,BOTTLE,2018,6000,,2,,Il Rosso dell'Abazia,Serafini & Vidotto,wine_01gzr4ksjsepp393xqez5ks9km,,"54,834,713",
FALSE,304,RED,valpolicella superiore il vegro (ripassa),Brigaldara,,BOTTLE,2020,3600,,10,,Valpolicella Ripasso Classico Superiore Il Vegro,Brigaldara,wine_01gzr4kt1vn9r93hj39fqz2w46,,"47,704,777",
FALSE,305,RED,valpolicella superiore il vegro (ripassa),Brigaldara,,MAGNUM,2019,8000,,2,,Valpolicella Ripasso Classico Superiore Il Vegro,Brigaldara,wine_01gzr4kt1vn9r93hj39fqz2w46,,"47,704,777",
TRUE,306,RED,amarone della valpolicella classico,Brigaldara,,BOTTLE,2018,5800,,23,,Amarone della Valpolicella Classico,Brigaldara,wine_01gzr4kt1kbmsycmmjvxb5sjza,,"45,637,806",
TRUE,307,RED,amarone della valpolicella classico,Brigaldara,,MAGNUM,2017,13000,,1,,Amarone della Valpolicella Classico,Brigaldara,wine_01gzr4kt1kbmsycmmjvxb5sjza,,"45,637,806",
TRUE,308,RED,amarone della valpolicella case vecie,Brigaldara,,MAGNUM,2019,12000,,0,,Amarone della Valpolicella Case Vecie,Brigaldara,wine_01gzr4kt1pj91atgn0kgsats8d,,"5,473,249",
TRUE,309,RED,amarone della valpolicella case vecie,Brigaldara,,BOTTLE,2017,6500,,3,,Amarone della Valpolicella Case Vecie,Brigaldara,wine_01gzr4kt1pj91atgn0kgsats8d,,"5,473,249",
TRUE,310,RED,valpolicella superiore case vecie,Brigaldara,,BOTTLE,2021,3500,,12,,Valpolicella Superiore Case Vecie,Brigaldara,wine_01gzr4ktqj2rdvppama70h18zk,,"5,182,582",
TRUE,311,RED,valpolicella superiore case vecie,Brigaldara,,MAGNUM,2019,0,,2,,Valpolicella Superiore Case Vecie,Brigaldara,wine_01gzr4ktqj2rdvppama70h18zk,,"5,182,582",
TRUE,313,RED,cabernet hora sexta,Mosole,,BOTTLE,2015,3500,,1,,Hora Sexta,Mosole,wine_01gzr4kt31h6z0388gjv7qa5wa,,"4,774,344",
FALSE,314,RED,merlot ad nonam,Mosole,,BOTTLE,2016,5200,,7,,IX Ad Nonam,Mosole,wine_01gzr4kt31h001j97ye508b9pf,,"46,017,982",
TRUE,316,RED,amarone cru monte ca’bianca,Lorenzo Begali,,MAGNUM,2006,14000,,1,,Riserva Monte Ca' Bianca Amarone della Valpolicella Classico,Begali Lorenzo,wine_01h0my5sj015s9n4wet3ckmmxf,,"45,379,883",
TRUE,317,RED,amarone cru monte ca’bianca,Lorenzo Begali,,MAGNUM,2013,15000,,2,,Riserva Monte Ca' Bianca Amarone della Valpolicella Classico,Begali Lorenzo,wine_01h0my5sj015s9n4wet3ckmmxf,,"45,379,883",
TRUE,319,RED,valpolicella superiore ripassa,Zenato,,BOTTLE,2018,5200,,1,,Ripassa Valpolicella Ripasso Superiore,Zenato,wine_01gzr4ksd1fnr67jf8jfan1y6x,,"40,528,343",
TRUE,320,RED,valpolicella superiore ripassa,Zenato,,MAGNUM,2019,11000,,1,,Ripassa Valpolicella Ripasso Superiore,Zenato,wine_01gzr4ksd1fnr67jf8jfan1y6x,,"40,528,343",
TRUE,321,RED,amarone della valpolicella,Zenato,,BOTTLE,2018,6400,,8,,Amarone della Valpolicella Classico,Zenato,wine_01gzr4ksd2ry507c65jp5spd8w,,"35,974,293",
TRUE,322,RED,amarone della valpolicella,Zenato,,MAGNUM,2018,0,,3,,Amarone della Valpolicella Classico,Zenato,wine_01gzr4ksd2ry507c65jp5spd8w,,"35,974,293",
TRUE,324,RED,corvina veronese la poja,Allegrini,,BOTTLE,2017,18000,,8,,La Poja (Monovitigno Corvina Veronese),Allegrini,wine_01gzr4kt1k9nn59ds3pr5ma5en,,"47,631,348",
TRUE,324,RED,corvina veronese la poja,Allegrini,,BOTTLE,2018,18000,,5,,La Poja (Monovitigno Corvina Veronese),Allegrini,wine_01gzr4kt1k9nn59ds3pr5ma5en,,"47,631,348",
FALSE,325,RED,amarone,Allegrini,,BOTTLE,2017,10000,,0,,Amarone per l'Ermitage,Allegrini,wine_01hawwd0bbyd9xrgczv3rj3965,,"30,972,265",
FALSE,326,RED,amarone,Allegrini,,BOTTLE,2018,10000,,0,,Amarone per l'Ermitage,Allegrini,wine_01hawwd0bbyd9xrgczv3rj3965,,"30,972,265",
FALSE,327,RED,amarone corte giara,Allegrini,,BOTTLE,2017,6600,,0,,Amarone per l'Ermitage,Allegrini,wine_01hawwd0bbyd9xrgczv3rj3965,,"30,972,265",
FALSE,327,RED,amarone corte giara,Allegrini,,BOTTLE,2019,6600,,0,,Amarone per l'Ermitage,Allegrini,wine_01hawwd0bbyd9xrgczv3rj3965,,"30,972,265",
FALSE,327,RED,amarone corte giara,Allegrini,,BOTTLE,2020,6600,,0,,Amarone per l'Ermitage,Allegrini,wine_01hawwd0bbyd9xrgczv3rj3965,,"30,972,265",
TRUE,328,RED,veronese palazzo della torre,Allegrini,,BOTTLE,2018,3900,,1,,Palazzo della Torre,Allegrini,wine_01h0my5sa02ad24d2x408hzb0v,,"4,514,376",
TRUE,328,RED,veronese palazzo della torre,Allegrini,,BOTTLE,2019,3900,,1,,Palazzo della Torre,Allegrini,wine_01h0my5sa02ad24d2x408hzb0v,,"4,514,376",
TRUE,328,RED,veronese palazzo della torre,Allegrini,,BOTTLE,2020,3900,,21,,Palazzo della Torre,Allegrini,wine_01h0my5sa02ad24d2x408hzb0v,,"4,514,376",
TRUE,329,RED,veronese palazzo della torre,Allegrini,,MAGNUM,2020,7500,,2,,Palazzo della Torre,Allegrini,wine_01h0my5sa02ad24d2x408hzb0v,,"4,514,376",
TRUE,330,RED,veronese palazzo della torre,Allegrini,,JEROBOAM,2010,14000,,1,,Palazzo della Torre,Allegrini,wine_01h0my5sa02ad24d2x408hzb0v,,"4,514,376",
TRUE,331,RED,la grola rosso veronese,Allegrini,,BOTTLE,2018,5500,,3,,La Grola,Allegrini,wine_01gzr4kt1jzz1a8gwy6nhwq2y1,,"41,506,203",
TRUE,333,RED,valpolicella,Le Salette,,BOTTLE,2022,2400,,16,,Valpolicella Classico,Le Salette,wine_01gzr4ksneh3813h3tt6jy3d40,,"30,585,228",
TRUE,334,RED,valpolicella superiore ripasso “i progni”,Le Salette,,BOTTLE,2020,3900,,11,,I Progni Valpolicella Ripasso Classico Superiore,Le Salette,wine_01gzr4ksneesb4jq9k2x60d66a,,"48,556,534",
TRUE,335,RED,amarone la marega,Le Salette,,BOTTLE,2016,8000,,5,,La Marega Amarone della Valpolicella Classico,Le Salette,wine_01gzr4ksnecqykpmga7rqv3mnv,,"38,714,188",
TRUE,336,RED,amarone pergole vecie,Le Salette,,BOTTLE,2016,12000,,2,,Pergole Vece Amarone della Valpolicella Classico,Le Salette,wine_01gzr4ksnesshftek77cb9m595,,"4,071,918",
TRUE,338,RED,3monelli rosso verona,Marco Mosconi,,BOTTLE,2019,0,,1,,3 Monelli Rosso,Marco Mosconi,wine_01gzr4kt3n9y350gb92mb4eykp,,"47,135,086",
TRUE,338,RED,3monelli rosso verona,Marco Mosconi,,BOTTLE,2021,0,,9,,3 Monelli Rosso,Marco Mosconi,wine_01gzr4kt3n9y350gb92mb4eykp,,"47,135,086",
TRUE,340,RED,valpolicella ripasso,Paolo Cottini,,BOTTLE,2018,3600,,1,,Valpolicella Ripasso Classico,Paolo Cottini,wine_01gzr4ktv02wgvybjr2gygmq9j,,"45,732,124",
TRUE,340,RED,valpolicella ripasso,Paolo Cottini,,BOTTLE,2019,3600,,1,,Valpolicella Ripasso Classico,Paolo Cottini,wine_01gzr4ktv02wgvybjr2gygmq9j,,"45,732,124",
TRUE,340,RED,valpolicella ripasso,Paolo Cottini,,BOTTLE,2020,3600,,3,,Valpolicella Ripasso Classico,Paolo Cottini,wine_01gzr4ktv02wgvybjr2gygmq9j,,"45,732,124",
TRUE,340,RED,valpolicella ripasso,Paolo Cottini,,BOTTLE,2022,3600,,6,,Valpolicella Ripasso Classico,Paolo Cottini,wine_01gzr4ktv02wgvybjr2gygmq9j,,"45,732,124",
TRUE,341,RED,valpolicella ripasso,Paolo Cottini,,BOTTLE,,3300,,0,,Valpolicella Ripasso Classico,Paolo Cottini,wine_01gzr4ktv02wgvybjr2gygmq9j,,"45,732,124",
TRUE,342,RED,valpolicella ripasso magnum,Paolo Cottini,,MAGNUM,2021,8000,,3,,Valpolicella Ripasso Classico,Paolo Cottini,wine_01gzr4ktv02wgvybjr2gygmq9j,,"45,732,124",
TRUE,343,RED,amarone classico,Paolo Cottini,,BOTTLE,2016,5600,,1,,Amarone della Valpolicella Classico,Paolo Cottini,wine_01gzr4kttzs4qt15shsgqw6d11,,"435,001",
TRUE,343,RED,amarone classico,Paolo Cottini,,BOTTLE,2017,5600,,1,,Amarone della Valpolicella Classico,Paolo Cottini,wine_01gzr4kttzs4qt15shsgqw6d11,,"435,001",
TRUE,343,RED,amarone classico,Paolo Cottini,,BOTTLE,2018,5600,,6,,Amarone della Valpolicella Classico,Paolo Cottini,wine_01gzr4kttzs4qt15shsgqw6d11,,"435,001",
TRUE,345,RED,valpolicella ripassa campofiorin,Masi,,BOTTLE,2020,3700,,22,,Campofiorin Ripasso,Masi,wine_01gzr4kt1xkn9a0dhjgrp1qk93,,"35,254,868",
TRUE,346,RED,valpolicella ripassa campofiorin,Masi,,MAGNUM,2020,6800,,5,,Campofiorin Ripasso,Masi,wine_01gzr4kt1xkn9a0dhjgrp1qk93,,"35,254,868",
TRUE,347,RED,amarone costasera,Masi,,BOTTLE,2018,6500,,15,,Costasera Amarone della Valpolicella Classico,Masi,wine_01gzr4ksd1hjdw9h6nhb6ar8vq,,"28,529,268",
TRUE,348,RED,amarone costasera,Masi,,BOTTLE,2017,6500,,0,,Costasera Amarone della Valpolicella Classico,Masi,wine_01gzr4ksd1hjdw9h6nhb6ar8vq,,"28,529,268",
TRUE,349,RED,amarone costasera,Masi,,MAGNUM,2017,18500,,2,,Costasera Amarone della Valpolicella Classico,Masi,wine_01gzr4ksd1hjdw9h6nhb6ar8vq,,"28,529,268",
TRUE,349,RED,amarone costasera,Masi,,MAGNUM,2018,18500,,2,,Costasera Amarone della Valpolicella Classico,Masi,wine_01gzr4ksd1hjdw9h6nhb6ar8vq,,"28,529,268",
FALSE,350,DESSERT,amarone campolongo,Masi,,BOTTLE,2013,14500,,2,,Campolongo di Torbe Recioto Amarone,Masi,wine_01gzr4kt1ypn3ac2a9w36spxgf,,"2,938,105",
TRUE,352,RED,amarone della valpolicella,Corte Giara,,BOTTLE,2019,0,,1,,Amarone della Valpolicella,Corte Giara,wine_01h0my5ttrjwftna2cyk0pvf2g,,"48,658,875",
TRUE,352,RED,amarone della valpolicella,Corte Giara,,BOTTLE,2020,0,,4,,Amarone della Valpolicella,Corte Giara,wine_01h0my5ttrjwftna2cyk0pvf2g,,"48,658,875",
FALSE,354,DESSERT,amarone s. urbano,Speri,,BOTTLE,2017,9000,,4,,Grappa di Amarone,Speri,wine_01hcycw50ydg5pqtw7h7g4t60w,,"32,200,214",
FALSE,354,DESSERT,amarone s. urbano,Speri,,BOTTLE,2013,9000,,3,,Grappa di Amarone,Speri,wine_01hcycw50ydg5pqtw7h7g4t60w,,"32,200,214",
TRUE,355,RED,valpolicella ripasso,Speri,,BOTTLE,2021,3500,,15,,Valpolicella Ripasso Classico Superiore,Speri,wine_01h0f3cmc1c8z5234nqaa8pfqv,,"364,918",
FALSE,356,DESSERT,amarone s.urbano,Speri,,BOTTLE,2013,7800,,1,,Grappa di Amarone,Speri,wine_01hcycw50ydg5pqtw7h7g4t60w,,"32,200,214",
FALSE,356,DESSERT,amarone s.urbano,Speri,,BOTTLE,2018,7800,,6,,Grappa di Amarone,Speri,wine_01hcycw50ydg5pqtw7h7g4t60w,,"32,200,214",
FALSE,356,DESSERT,amarone s.urbano,Speri,,BOTTLE,2019,7800,,6,,Grappa di Amarone,Speri,wine_01hcycw50ydg5pqtw7h7g4t60w,,"32,200,214",
FALSE,357,RED,valpolicella s.urbano,Speri,,BOTTLE,2015,3700,,7,,Valpolicella Classico,Speri,wine_01h4pmmfkrjy4cbw50gpyhsr85,,"3,211,092",
FALSE,357,RED,valpolicella s.urbano,Speri,,BOTTLE,2019,3700,,6,,Valpolicella Classico,Speri,wine_01h4pmmfkrjy4cbw50gpyhsr85,,"3,211,092",
FALSE,357,RED,valpolicella s.urbano,Speri,,BOTTLE,2020,3700,,6,,Valpolicella Classico,Speri,wine_01h4pmmfkrjy4cbw50gpyhsr85,,"3,211,092",
TRUE,359,RED,amarone della valpolicella,Villa Spinosa,,BOTTLE,2018,0,,16,,Amarone della Valpolicella Classico,Villa Spinosa,wine_01gzr4kt2zbw18c2fchaw7w9fx,,"45,177,464",
TRUE,360,RED,valpolicella classico jago,Villa Spinosa,,BOTTLE,2019,0,,12,,Jago Valpolicella Ripasso Classico Superiore,Villa Spinosa,wine_01gzr4kt2zbw2my3v34wq0f78n,,"44,960,278",
FALSE,362,RED,merlot cabernet,La Montecchia,,BOTTLE,2019,2800,,4,,Cabernet - Merlot,La Cacciatora,wine_01h0qzm258gepw3e2199jx0d97,,"14,225,306",
FALSE,362,RED,merlot cabernet,La Montecchia,,BOTTLE,2020,2800,,3,,Cabernet - Merlot,La Cacciatora,wine_01h0qzm258gepw3e2199jx0d97,,"14,225,306",
FALSE,363,RED,carmenere progetto recupero,La Montecchia,,BOTTLE,2020,3200,,2,,Carménère,La Victoria,wine_01gzr4kt3st0tje9v26atam5z9,,"14,622,675",
FALSE,364,RED,carmenere progetto recupero,La Montecchia,,BOTTLE,2021,3200,,25,,Carménère,La Victoria,wine_01gzr4kt3st0tje9v26atam5z9,,"14,622,675",
FALSE,366,RED,carmenere rosso,Az. Agr. Puntozero,,BOTTLE,2016,4800,,4,,Mmast 24 Il Rosso,Az. Agr. Lagaria,wine_01h0my5sgh0hrbc4kfthtgmfz6,,"26,113,937",
FALSE,367,RED,tai rosso,Az. Agr. Puntozero,,BOTTLE,2018,4800,,1,,Mmast 24 Il Rosso,Az. Agr. Lagaria,wine_01h0my5sgh0hrbc4kfthtgmfz6,,"26,113,937",
FALSE,368,RED,merlot,Az. Agr. Puntozero,,BOTTLE,2015,7500,,2,,V3 Cabernet - Merlot,AZ Master,wine_01hfxnejv8kyr0gq91v9sdfsht,,"1,600,619",
TRUE,370,RED,amarone valpolicella classico,Az. Agr. Nicolis,,MAGNUM,2010,17000,,2,,Amarone della Valpolicella Classico,Nicolis,wine_01h0my5ttsac23kqqm00dtc28s,,"30,420,498",
TRUE,372,RED,carmenere riserva oratorio di san lorenzo,Az. Agr. Inama,,BOTTLE,2013,7000,,2,,Carmenere Riserva Colli Berici Oratorio Di San Lorenzo,Inama Azienda Agricola,wine_01gzr4ksj23ffbkh5qny4h0eef,,"41,387,524",
TRUE,373,RED,carmenere riserva oratorio di san lorenzo,Az. Agr. Inama,,BOTTLE,2016,7000,,4,,Carmenere Riserva Colli Berici Oratorio Di San Lorenzo,Inama Azienda Agricola,wine_01gzr4ksj23ffbkh5qny4h0eef,,"41,387,524",
TRUE,374,RED,carmenere riserva oratorio di san lorenzo,Az. Agr. Inama,,BOTTLE,2017,11000,,11,,Carmenere Riserva Colli Berici Oratorio Di San Lorenzo,Inama Azienda Agricola,wine_01gzr4ksj23ffbkh5qny4h0eef,,"41,387,524",
TRUE,375,RED,carmenere riserva oratorio di san lorenzo,Az. Agr. Inama,,MAGNUM,2016,14000,,2,,Carmenere Riserva Colli Berici Oratorio Di San Lorenzo,Inama Azienda Agricola,wine_01gzr4ksj23ffbkh5qny4h0eef,,"41,387,524",
TRUE,376,RED,carmenere riserva oratorio di san lorenzo,Az. Agr. Inama,,MAGNUM,2017,25000,,3,,Carmenere Riserva Colli Berici Oratorio Di San Lorenzo,Inama Azienda Agricola,wine_01gzr4ksj23ffbkh5qny4h0eef,,"41,387,524",
TRUE,377,RED,merlot campo del lago colli berici,Az. Agr. Inama,,BOTTLE,2019,5500,,9,,Campo del Lago Merlot,Inama Azienda Agricola,wine_01gzr4ksj2rv8ds6tegctyztby,,"37,061,737",
TRUE,377,RED,merlot campo del lago colli berici,Az. Agr. Inama,,BOTTLE,2020,5500,,7,,Campo del Lago Merlot,Inama Azienda Agricola,wine_01gzr4ksj2rv8ds6tegctyztby,,"37,061,737",
TRUE,378,RED,carmenere più,Az. Agr. Inama,,BOTTLE,2019,3000,,3,,Carmenérè Piu,Inama Azienda Agricola,wine_01gzr4ksj203xw884yjtqh67mv,,"3,401,399",
TRUE,378,RED,carmenere più,Az. Agr. Inama,,BOTTLE,2020,3000,,19,,Carmenérè Piu,Inama Azienda Agricola,wine_01gzr4ksj203xw884yjtqh67mv,,"3,401,399",
TRUE,379,RED,carmenere carminium colli berici,Az. Agr. Inama,,BOTTLE,2019,7000,,8,,Carminium,Inama Azienda Agricola,wine_01gzr4ksj2fbszz2e93w7ae373,,"3,446,232",
TRUE,379,RED,carmenere carminium colli berici,Az. Agr. Inama,,BOTTLE,2016,7000,,2,,Carminium,Inama Azienda Agricola,wine_01gzr4ksj2fbszz2e93w7ae373,,"3,446,232",
TRUE,380,RED,carmenere carminium colli berici,Az. Agr. Inama,,MAGNUM,2018,15000,,7,,Carminium,Inama Azienda Agricola,wine_01gzr4ksj2fbszz2e93w7ae373,,"3,446,232",
TRUE,381,RED,carmenere più veneto rosso igt,Az. Agr. Inama,,MAGNUM,2018,7000,,1,,Carmenérè Piu,Inama Azienda Agricola,wine_01gzr4ksj203xw884yjtqh67mv,,"3,401,399",
TRUE,382,RED,"cabernet sauvignon ""bradisismo"" colli berici doc",Az. Agr. Inama,,BOTTLE,2019,6000,,13,,Bradisismo Cabernet Sauvignon,Inama Azienda Agricola,wine_01gzr4ksj2gey2q6e02g2fpvkw,,"36,217,598",
TRUE,382,RED,"cabernet sauvignon ""bradisismo"" colli berici doc",Az. Agr. Inama,,BOTTLE,2020,6000,,11,,Bradisismo Cabernet Sauvignon,Inama Azienda Agricola,wine_01gzr4ksj2gey2q6e02g2fpvkw,,"36,217,598",
TRUE,383,RED,"cabernet sauvignon ""bradisismo"" colli berici doc",Az. Agr. Inama,,MAGNUM,2019,12000,,5,,Bradisismo Cabernet Sauvignon,Inama Azienda Agricola,wine_01gzr4ksj2gey2q6e02g2fpvkw,,"36,217,598",
TRUE,385,RED,secco,Bertani,,MAGNUM,2019,9000,,5,,Secco-Bertani Verona,Bertani,wine_01h0my5smqb19595f6zje2ebbe,,"29,447,283",
FALSE,386,RED,recioto valpolicella amarone,Bertani,,BOTTLE,1975,84000,,1,,Amarone della Valpolicella,Bertani,wine_01h0my5smqjv1sbfwwyz6m6d4d,,"34,588,852",
TRUE,387,RED,amarone valpolicella classico,Bertani,,BOTTLE,2012,12500,,1,,Amarone della Valpolicella Classico,Bertani,wine_01gzr4ksd304mne6hz94hhd71x,,"3,739,216",
TRUE,388,RED,amarone valpolicella classico,Bertani,,MAGNUM,2012,33000,,2,,Amarone della Valpolicella Classico,Bertani,wine_01gzr4ksd304mne6hz94hhd71x,,"3,739,216",
TRUE,390,RED,pinot nero,Pian delle vette,,BOTTLE,2019,0,,12,,Pinot Nero,Pian Delle Vette,wine_01gzr4ksjskbxc0yfsqynm1bsf,,"50,475,784",
TRUE,392,RED,valpolicella superiore,Le Guaite di Noemi,,BOTTLE,2012,4800,,18,,Valpolicella Superiore,Le Guaite di Noemi,wine_01h0r2pp6hjmx4x0hmnac7sh9w,,"5,078,446",
