ok,external_id,type,name,winery_name,storage_area,size,vintage,price,info,quantity,internal_notes,matched_name,matched_winery_name,matched_id,matched_original_id,score,score
TRUE,123,WHITE,"pinot bianco ""kristallberg""",Elena Walch,,BOTTLE,2022,4200,,19,,Pinot Bianco Alto Adige Kristallberg,Elena Walch,wine_01gzr4kt16xy22v7w3bkze66hd,,"53,123,466",
TRUE,123,WHITE,"pinot bianco ""kristallberg""",Elena Walch,,BOTTLE,2020,4200,,2,,Pinot Bianco Alto Adige Kristallberg,Elena Walch,wine_01gzr4kt16xy22v7w3bkze66hd,,"53,123,466",
FALSE,124,WHITE,pinot bianco,Elena Walch,,BOTTLE,2021,2400,,2,,Pinot Bianco Kastelaz,Elena Walch,wine_01gzr4kt16jkzx7fp1raj96xp1,,"4,396,116",
FALSE,124,WHITE,pinot bianco,Elena Walch,,BOTTLE,2022,2400,,32,,Pinot Bianco Kastelaz,Elena Walch,wine_01gzr4kt16jkzx7fp1raj96xp1,,"4,396,116",
TRUE,125,WHITE,pinot grigio,Tramin,,BOTTLE,2022,2700,,11,,Pinot Grigio,Tramin,wine_01gzr4kskv55t2p8j39hygb7rv,,"32,966,114",
TRUE,126,WHITE,"riesling ""castel ringberg""",Elena Walch,,BOTTLE,2022,4200,,32,,Riesling Alto Adige Castel Ringberg,Elena Walch,wine_01gzr4kt16f17zam1j4yf46d5m,,"5,480,188",
TRUE,127,WHITE,riesling,Pacherhof,,BOTTLE,2021,4500,,5,,Riesling,Pacherhof,wine_01h0qzm2wzsrtd6bv2y2d007t8,,"33,108,032",
TRUE,127,WHITE,riesling,Pacherhof,,BOTTLE,2022,4500,,5,,Riesling,Pacherhof,wine_01h0qzm2wzsrtd6bv2y2d007t8,,"33,108,032",
TRUE,128,WHITE,sauvignon,Tramin,,BOTTLE,2022,3000,,10,,Sauvignon,Tramin,wine_01h0sq47xg356xrc149jc9jyw0,,"27,840,218",
TRUE,129,WHITE,sauvignon,Elena Walch,,BOTTLE,2022,2700,,15,,Sauvignon (Selezione),Elena Walch,wine_01gzr4kt166rvjfq0d1bxknga8,,"4,010,962",
TRUE,130,WHITE,souvignier gris piwi,Thomas Niedermayr,,BOTTLE,2018,4000,,3,,Souvignier Gris,Thomas Niedermayr,wine_01h0sq47txvvc83qgy7dc4rt8a,,"508,776",
TRUE,131,WHITE,weissburgunder 76,Thomas Niedermayr,,BOTTLE,2017,5000,,3,,T.N. 76 Weissburgunder,Thomas Niedermayr,wine_01h0sq47tvxg5azsn3km5twd46,,"5,001,368",
TRUE,132,WHITE,riesling r,Kofererhof,,BOTTLE,2022,0,,12,,Riesling R,Köfererhof,wine_01h0qzm243m9mgprm568qz799x,,"41,350,376",
TRUE,133,WHITE,sylvaner,Kofererhof,,BOTTLE,2020,2900,,2,,Sylvaner,Köfererhof,wine_01h0qzm24320xg3mjjb9nyjphy,,"37,096,436",
TRUE,133,WHITE,sylvaner,Kofererhof,,BOTTLE,2022,2900,,6,,Sylvaner,Köfererhof,wine_01h0qzm24320xg3mjjb9nyjphy,,"37,096,436",
TRUE,134,WHITE,müller thurgau,Kofererhof,,BOTTLE,,2600,,0,,Müller Thurgau,Köfererhof,wine_01h0qzm24309y7fez1p3dg633p,,"4,295,652",
TRUE,135,WHITE,sylvaner,Pacherhof,,BOTTLE,2022,3600,,8,,Sylvaner,Pacherhof,wine_01h0qzm2wzfm3vjryzbpj6dfgg,,"36,839,127",
TRUE,136,WHITE,sylvaner,Abbazia di Novacella,,BOTTLE,2019,2700,,2,,Sylvaner,Abbazia di Novacella (Stiftskellerei Neustift),wine_01h0my5rbqjahehkbytmbt92af,,"3,457,176",
TRUE,136,WHITE,sylvaner,Abbazia di Novacella,,BOTTLE,2021,2700,,4,,Sylvaner,Abbazia di Novacella (Stiftskellerei Neustift),wine_01h0my5rbqjahehkbytmbt92af,,"3,457,176",
TRUE,136,WHITE,sylvaner,Abbazia di Novacella,,BOTTLE,2022,2700,,11,,Sylvaner,Abbazia di Novacella (Stiftskellerei Neustift),wine_01h0my5rbqjahehkbytmbt92af,,"3,457,176",
FALSE,137,WHITE,sylvaner stiftsgarten,Abbazia di Novacella,,BOTTLE,2019,9800,,6,,Sylvaner,Abbazia di Novacella (Stiftskellerei Neustift),wine_01h0my5rbqjahehkbytmbt92af,,"3,457,176",
TRUE,138,WHITE,terlaner doc,Cantina di Terlano,,BOTTLE,2022,4200,,3,,Terlaner,Terlan (Terlano),wine_01gzr4ksn5hrrj46e95x5nft46,,"5,026,354",
TRUE,138,WHITE,terlaner doc,Cantina di Terlano,,BOTTLE,2023,4200,,18,,Terlaner,Terlan (Terlano),wine_01gzr4ksn5hrrj46e95x5nft46,,"5,026,354",
TRUE,141,WHITE,chardonnay sharis igt,Livio Felluga,,BOTTLE,2022,3600,,3,,Sharis,Livio Felluga,wine_01gzr4kskvdx4mbc559tkc254n,,"5,182,858",
TRUE,142,WHITE,chardonnay,Silvio Jermann,,BOTTLE,2021,4000,,6,,Chardonnay,Jermann,wine_01h0qzm233prkg8gewmdrc384y,,"22,517,906",
TRUE,143,WHITE,chardonnay,Borgo Conventi,,BOTTLE,2021,1900,,1,,Chardonnay Collio,Borgo Conventi,wine_01h0my5svsb3tqw2qc9c8ctgpw,,"36,039,474",
TRUE,144,WHITE,luna di ponca,Borgo Conventi,,MAGNUM,2019,0,,1,,Luna di Ponca,Borgo Conventi,wine_01h0my5svs5xhctxyaajwv9pc8,,"5,333,581",
TRUE,145,WHITE,chardonnay zittelle,Miani,,BOTTLE,2020,11000,,4,,Zitelle Chardonnay,Miani,wine_01gzr4ksk6sb13qcsmvv0pps89,,"39,364,685",
TRUE,146,WHITE,sauvignon,Schioppetto,,BOTTLE,2018,4200,,1,,Collio Sauvignon,Schiopetto,wine_01havwee8npbsdnr96ax62jmbm,,"27,185,787",
TRUE,146,WHITE,sauvignon,Schioppetto,,BOTTLE,2021,4200,,8,,Collio Sauvignon,Schiopetto,wine_01havwee8npbsdnr96ax62jmbm,,"27,185,787",
TRUE,147,WHITE,sauvignon,Silvio Jermann,,BOTTLE,2021,4200,,1,,Sauvignon,Jermann,wine_01h0qzm233ts18z51y3panax31,,"21,947,739",
TRUE,147,WHITE,sauvignon,Silvio Jermann,,BOTTLE,2022,4200,,6,,Sauvignon,Jermann,wine_01h0qzm233ts18z51y3panax31,,"21,947,739",
TRUE,148,WHITE,sauvignon,Miani,,BOTTLE,2018,11000,,6,,Sauvignon,Miani,wine_01gzr4ksk6kca5fk97j9mzfq9j,,"27,757,942",
TRUE,149,WHITE,sauvignon zittelle,Miani,,BOTTLE,2019,11000,,5,,Zitelle Cava Sauvignon,Miani,wine_01gzr4ksk7as32kfzq751zx0jh,,"36,915,897",
TRUE,149,WHITE,sauvignon zittelle,Miani,,BOTTLE,2021,11000,,6,,Zitelle Cava Sauvignon,Miani,wine_01gzr4ksk7as32kfzq751zx0jh,,"36,915,897",
TRUE,150,WHITE,sauvignon,Miani Zitelle,,MAGNUM,2017,22000,,1,,Zitelle Cava Sauvignon,Miani,wine_01gzr4ksk7as32kfzq751zx0jh,,"27,757,942",
TRUE,151,WHITE,vintage tunina,Silvio Jermann,,BOTTLE,2020,7000,,0,,Vintage Tunina,Jermann,wine_01h0qzm2337vfbvx938w74edx3,,"35,388,374",
TRUE,152,WHITE,vintage tunina,Silvio Jermann,,MAGNUM,2020,15000,,1,,Vintage Tunina,Jermann,wine_01h0qzm2337vfbvx938w74edx3,,"35,388,374",
TRUE,152,WHITE,vintage tunina,Silvio Jermann,,MAGNUM,2021,15000,,1,,Vintage Tunina,Jermann,wine_01h0qzm2337vfbvx938w74edx3,,"35,388,374",
TRUE,153,WHITE,friulano,Miani,,BOTTLE,2022,5600,,4,,Friulano,Miani,wine_01gzr4ksk6ekbbq8wmtd487ka3,,"3,285,518",
TRUE,154,WHITE,friulano doc collio ronco delle cime,Venica,,BOTTLE,2021,6000,,15,,Ronco delle Cime Friulano,Venica & Venica,wine_01gzr4ksm6mkthf9bqjqqykg6b,,"5,377,433",
TRUE,155,WHITE,friulano,Schioppetto,,BOTTLE,2021,4200,,15,,Collio Friulano,Schiopetto,wine_01h4pmmfqcb5pvevmfry1h2yq3,,"31,524,925",
TRUE,156,WHITE,friulano,Simon Komjanc,,BOTTLE,2019,2100,,0,,Friulano,Simon Komjanc,wine_01gzr4ktwpsqybttdg9se536qn,,"4,448,999",
TRUE,157,WHITE,friulano isonzo del friuli doc,Borgo Conventi,,BOTTLE,2021,2100,,8,,Friulano Isonzo del Friuli,Borgo Conventi,wine_01h0my5svsx07kwrzf2w1s08fv,,"55,714,993",
FALSE,158,WHITE,friulano,Az. Agricola Toros,,BOTTLE,2022,4500,,10,,Friulano,Az. Agricola Sosol Ivan,wine_01gzr4kt5hg5n3yv7k9z9esr2g,,"2,603,665",
TRUE,159,WHITE,friulano,Meroi,,BOTTLE,2021,5000,,5,,Friulano,Meroi,wine_01gzr4ksmhs6v0f0xjpn2z8kvg,,"34,826,187",
TRUE,161,WHITE,ribolla gialla,La Viarte,,BOTTLE,2021,3900,,5,,Ribolla Gialla,La Viarte,wine_01gzr4kt12mgdgn26fzsw0avbg,,"42,431,587",
TRUE,162,WHITE,ribolla gialla,Tenuta Stella,,BOTTLE,2019,0,,1,,Ribolla Gialla,Tenuta Stella,wine_01h0qzm1qd8km47xh7qfxcr9c8,,"40,973,816",
TRUE,163,WHITE,ribolla gialla collio,Ronco Blanchis,,BOTTLE,2022,0,,6,,Collio Ribolla Gialla,Ronco Blanchis,wine_01h0my5snd96mn289t7y79g9gb,,"5,359,286",
TRUE,164,WHITE,pinot grigio,Borgo Conventi,,BOTTLE,2021,2100,,10,,Pinot Grigio Collio,Borgo Conventi,wine_01h0my5svs6pknqe0a5jpyarwx,,"40,094,204",
TRUE,165,WHITE,pinot grigio,Az. Agricola Toros,,BOTTLE,2019,6000,,2,,Pinot Grigio,Toros Franco,wine_01gzr4kskx7xspzsswneqkrh6f,,"24,444,813",
TRUE,165,WHITE,pinot grigio,Az. Agricola Toros,,BOTTLE,2021,6000,,9,,Pinot Grigio,Toros Franco,wine_01gzr4kskx7xspzsswneqkrh6f,,"24,444,813",
TRUE,166,WHITE,pinot bianco,Az. Agricola Toros,,BOTTLE,2021,6000,,5,,Pinot Bianco,Toros Franco,wine_01gzr4kskxfcqagvk5g53wzxbz,,"2,365,385",
TRUE,167,WHITE,sauvignon ronco delle mele doc collio,Venica,,BOTTLE,2021,8000,,11,,Ronco delle Mele Sauvignon,Venica & Venica,wine_01gzr4ksm64xrr18y47rpcfxx0,,"5,045,636",
TRUE,168,WHITE,nekaj friulano,Damijan,,BOTTLE,2018,6300,,1,,Nekaj,Damijan Podversic,wine_01gzr4kt12hbzsg49mgzn084w8,,"41,169,792",
TRUE,169,WHITE,bianco kaplja,Damijan,,BOTTLE,2018,7400,,4,,Kaplja,Damijan Podversic,wine_01gzr4kt12dq08d0vr0fc5n8j4,,"38,591,835",
TRUE,169,WHITE,bianco kaplja,Damijan,,BOTTLE,2020,7400,,3,,Kaplja,Damijan Podversic,wine_01gzr4kt12dq08d0vr0fc5n8j4,,"38,591,835",
TRUE,170,WHITE,malvasia la mont di zuc,Miani,,BOTTLE,2019,7500,,5,,La Mont di Zuc Malvasia,Miani,wine_01gzr4ksk70fp2721gy3gz4e65,,"4,600,968",
TRUE,171,WHITE,ograde bianco,Skerk,,BOTTLE,2020,7000,,6,,Ograde,Skerk,wine_01gzr4kt178ft7kv0547wzknns,,"36,388,996",
TRUE,172,WHITE,vitovska,Kante,,BOTTLE,2019,0,,1,,Vitovska,Kante,wine_01h0qzm23hc7qc3mcyrrqc612s,,"35,063,496",
TRUE,173,WHITE,uve carate bianco doc,Castello di Buttrio,,BOTTLE,2020,7500,,6,,Uve Carate Bianco Riserva,Castello di Buttrio,wine_01h0my5vq7crbtnpjbgjds5vm0,,"4,974,727",
TRUE,174,WHITE,malvasia,Tenuta Stella,,BOTTLE,2021,0,,1,,Malvasia,Tenuta Stella,wine_01h0r2pphqsh3ngv75nd3ay79m,,"3,337,852",
TRUE,175,WHITE,malvasia,Schioppetto,,BOTTLE,2021,4200,,5,,Collio Malvasia,Schiopetto,wine_01h0r2pphpphfg2h3d6rwsh4rc,,"30,532,513",
TRUE,176,WHITE,malvasia,Amphoreus Paraschos,,BOTTLE,2019,7500,,4,,Amphoreus Malvasia,Paraschos,wine_01gzr4kskw404repbg20j5saxe,,"33,287,582",
TRUE,179,WHITE,soave classico montesei classico,Le Battistelle,,BOTTLE,2022,1800,,10,,Montesei Soave Classico,Le Battistelle,wine_01gzr4ksjspmv5j12n5tb3edhh,,"5,316,902",
TRUE,180,WHITE,soave,Bertani,,BOTTLE,2022,3300,,4,,Soave,Bertani,wine_01h0my5smqbp0bgpbgfsab37ae,,"3,253,723",
TRUE,181,WHITE,soave cuvée speciale,Az. Agr. Inama,,BOTTLE,2021,0,,3,,Soave Classico Cuvée Speciale,Inama Azienda Agricola,wine_01hykdmhgkxcdw3pnyn6vvcxs7,,"32,297,928",
TRUE,182,WHITE,soave classico doc i palchi foscarino grande cuvée,Az. Agr. Inama,,BOTTLE,2019,8000,,12,,I Palchi Foscarino Grande Cuvée,Inama Azienda Agricola,wine_01gzr4ksj2c2wrcbqhfnrxkbyz,,"4,654,918",
TRUE,182,WHITE,soave classico doc i palchi foscarino grande cuvée,Az. Agr. Inama,,BOTTLE,2020,8000,,26,,I Palchi Foscarino Grande Cuvée,Inama Azienda Agricola,wine_01gzr4ksj2c2wrcbqhfnrxkbyz,,"4,654,918",
TRUE,183,WHITE,soave classico doc i palchi foscarino grande cuvée,Az. Agr. Inama,,MAGNUM,2019,16000,,2,,I Palchi Foscarino Grande Cuvée,Inama Azienda Agricola,wine_01gzr4ksj2c2wrcbqhfnrxkbyz,,"4,654,918",
TRUE,183,WHITE,soave classico doc i palchi foscarino grande cuvée,Az. Agr. Inama,,MAGNUM,2020,16000,,3,,I Palchi Foscarino Grande Cuvée,Inama Azienda Agricola,wine_01gzr4ksj2c2wrcbqhfnrxkbyz,,"4,654,918",
TRUE,184,WHITE,soave classico doc foscarino,Az. Agr. Inama,,BOTTLE,2020,5000,,2,,Vigneti di Foscarino Soave Classico,Inama Azienda Agricola,wine_01gzr4ksj2fpj9y86d5mgsbeh1,,"3,565,683",
TRUE,184,WHITE,soave classico doc foscarino,Az. Agr. Inama,,BOTTLE,2021,5000,,64,,Vigneti di Foscarino Soave Classico,Inama Azienda Agricola,wine_01gzr4ksj2fpj9y86d5mgsbeh1,,"3,565,683",
TRUE,185,WHITE,soave classico doc foscarino,Az. Agr. Inama,,MAGNUM,2020,11000,,4,,Vigneti di Foscarino Soave Classico,Inama Azienda Agricola,wine_01gzr4ksj2fpj9y86d5mgsbeh1,,"3,565,683",
TRUE,186,WHITE,soave classico du lot collection,Az. Agr. Inama,,BOTTLE,2018,7500,,11,,Vigneto du Lot Soave Classico,Inama Azienda Agricola,wine_01gzr4ksj2nsn8mkdb3we32281,,"35,150,215",
TRUE,187,WHITE,soave classico du lot collection,Az. Agr. Inama,,MAGNUM,2018,14000,,3,,Vigneto du Lot Soave Classico,Inama Azienda Agricola,wine_01gzr4ksj2nsn8mkdb3we32281,,"35,150,215",
TRUE,188,WHITE,sauvignon vulcaia fumé,Az. Agr. Inama,,BOTTLE,2020,7500,,18,,Vulcaia Fume Sauvignon del Veneto,Inama Azienda Agricola,wine_01gzr4ksj2vhr6mzr4an8szhym,,"32,885,674",
TRUE,188,WHITE,sauvignon vulcaia fumé,Az. Agr. Inama,,BOTTLE,2021,7500,,6,,Vulcaia Fume Sauvignon del Veneto,Inama Azienda Agricola,wine_01gzr4ksj2vhr6mzr4an8szhym,,"32,885,674",
TRUE,189,WHITE,sauvignon vulcaia fumé,Az. Agr. Inama,,MAGNUM,2020,14000,,4,,Vulcaia Fume Sauvignon del Veneto,Inama Azienda Agricola,wine_01gzr4ksj2vhr6mzr4an8szhym,,"32,885,674",
TRUE,190,WHITE,lugana oasi mantellina,Allegrini,,BOTTLE,2022,3300,,5,,Oasi Mantellina Lugana,Allegrini,wine_01h0r2ppd5v4crsdwkrrep85qc,,"5,054,815",
TRUE,191,WHITE,incrocio manzoni,Loredan Gasparini,,BOTTLE,2023,0,,0,,Manzoni Bianco,Loredan Gasparini,wine_01gzr4kt32xvsftnykq08qghcp,,"4,866,353",
TRUE,193,WHITE,bucce,Marco Mosconi,,BOTTLE,2019,3400,,2,,Bucce Bianco,Marco Mosconi,wine_01gzr4ksrdzpgyrysf1yma27hj,,"4,590,336",
TRUE,193,WHITE,bucce,Marco Mosconi,,BOTTLE,2020,3400,,3,,Bucce Bianco,Marco Mosconi,wine_01gzr4ksrdzpgyrysf1yma27hj,,"4,590,336",
TRUE,194,WHITE,vivo vino bianco,De Martin A &G,,BOTTLE,2023,0,,6,,Vivo,De Martin,wine_01hcwsyk6w0nxhar8eesd8n2sq,,"31,689,941",
FALSE,195,WHITE,pinot grigio,Marco Levis,,BOTTLE,2020,0,,5,,Pinot Grigio,Cottini Marco,wine_01gzr4ktv1s5zyznndsq7mv06m,,"22,623,251",
TRUE,198,WHITE,cervaro della sala,Marchesi Antinori,,BOTTLE,2013,12000,,2,,Castello della Sala Cervaro della Sala,Antinori,wine_01gzr4ksd3b397szz15dat7s7b,,"4,507,734",
TRUE,199,WHITE,cervaro della sala,Marchesi Antinori,,BOTTLE,2014,12000,,0,,Castello della Sala Cervaro della Sala,Antinori,wine_01gzr4ksd3b397szz15dat7s7b,,"4,507,734",
FALSE,202,ROSE,prenhite verdeca salento igp,Vespa Vignaioli,,BOTTLE,,0,,0,,Flarò Rosato Salento,Vespa,wine_01h0f3cmb5dcaehj5rmzbkbbjv,,"3,268,573",
TRUE,203,WHITE,fiano salento igp,Vespa Vignaioli,,BOTTLE,2019,1800,,1,,Vespino Fiano Salento,Vespa,wine_01h0f3cmb5j2qpstypqd1ckxfc,,"39,203,262",
TRUE,207,WHITE,"vermentino di sardegna ""cala silente""",Santadi,,BOTTLE,2019,2100,,2,,Cala Silente Vermentino di Sardegna,Santadi,wine_01gzr4ktjm6m40fkh1xb3pg7nz,,"4,814,473",
FALSE,208,SPARKLING,vernaccia extra,Produttori riuniti,,BOTTLE,1968,0,,1,,Prosecco Extra Dry,Riunite,wine_01h4pmmfhwmzmhsthdbx4mezgd,,"24,346,653",
TRUE,211,WHITE,rossj bass langhe dop,Gaja,,BOTTLE,2021,10400,,4,,Rossj-Bass Langhe,Gaja,wine_01gzr4kspp0wnh0289kv106za8,,"40,500,366",
TRUE,212,WHITE,rossj bass langhe dop,Gaja,,BOTTLE,2022,9000,,6,,Rossj-Bass Langhe,Gaja,wine_01gzr4kspp0wnh0289kv106za8,,"40,500,366",
TRUE,213,WHITE,gavi di gavi,Nicola Bergaglio,,BOTTLE,2020,2100,,0,,Gavi del Comune di Gavi Rovereto,Nicola Bergaglio,wine_01h0my5sm412xccyqa93738axf,,"5,138,848",
TRUE,216,WHITE,verdicchio di jesi superiore massaccio,Tenute San Sisto,,BOTTLE,2020,2800,,17,,Massacio Verdicchio dei Castelli di Jesi Classico Superiore,Tenute San Sisto,wine_01gzr4ksq1qykwetyb3dj5ystz,,"56,572,277",
TRUE,220,WHITE,furore bianco fiorduva,Marisa Cuomo,,BOTTLE,2018,8200,,1,,Fiorduva Costa d'Amalfi,Marisa Cuomo,wine_01gzr4ksrwdkrra2nm7tw2367y,,"4,586,937",
TRUE,221,WHITE,furore bianco fiorduva,Marisa Cuomo,,BOTTLE,2021,7800,,0,,Fiorduva Costa d'Amalfi,Marisa Cuomo,wine_01gzr4ksrwdkrra2nm7tw2367y,,"4,586,937",
TRUE,222,WHITE,furore bianco fiorduva,Marisa Cuomo,,BOTTLE,2022,4200,,1,,Fiorduva Costa d'Amalfi,Marisa Cuomo,wine_01gzr4ksrwdkrra2nm7tw2367y,,"4,586,937",
TRUE,225,WHITE,sambrena bianco igt,Tenuta La Novella,,BOTTLE,2019,2000,,5,,Sambrena Bianco,Tenuta la Novella,wine_01gzr4ksspkbvw3vgs2s7xz8fx,,"48,174,927",
TRUE,228,WHITE,"grüner veltliner ""federspiel rotes tor""",Franz Hirtzberger,,BOTTLE,2013,6000,,4,,Rotes Tor - Grüner Veltliner Federspiel,Franz Hirtzberger,wine_01gzr4ksyfrz0kkpxwekfvjsny,,"5,733,407",
TRUE,229,WHITE,viognier sauvignon equinoxe,l’Arjolle,,BOTTLE,2022,3600,,4,,Equinoxe Viognier - Sauvignon,Domaine de l'Arjolle,wine_01h0sq48faa3xcjh4ghkfe0vyq,,"3,652,983",
TRUE,230,WHITE,riesling klausberg private reserve,Nikolaihof,,BOTTLE,2009,9000,,3,,Riesling Privatreserve Klausberg,Nikolaihof,wine_01gzr4ksxre3d9t02jc83v0epk,,"38,686,752",
FALSE,231,WHITE,riesling smaragd wachau,Nikolaihof,,BOTTLE,2016,7200,,3,,Wachau,Nikolaihof,wine_01gzr4ksxr1v7gc7x4s1e2wx2p,,"3,683,021",
TRUE,232,WHITE,riesling vom stein federspiel,Nikolaihof,,BOTTLE,2011,7200,,1,,Vom Stein Riesling Federspiel,Nikolaihof,wine_01gzr4ksxrqgbhfev2hgw64r3c,,"47,978,592",
TRUE,233,WHITE,riesling federspiel,Nikolaihof,,BOTTLE,2020,0,,6,,Federspiel Riesling,Nikolaihof,wine_01gzr4ksxrn0y668kcb0xg986w,,"36,862,446",
TRUE,234,WHITE,veltriner fruhroter,Nikolaihof,,BOTTLE,2011,4000,,4,,Frühroter Veltliner,Nikolaihof,wine_01gzr4ksxrrm0vvx6f8dgkn2em,,"4,129,824",
TRUE,235,WHITE,grüner veltliner federspiel,Nikolaihof,,BOTTLE,2018,4500,,4,,Federspiel Grüner Veltliner,Nikolaihof,wine_01gzr4ksxr56zjma2e4tbw369d,,"4,234,337",
TRUE,235,WHITE,grüner veltliner federspiel,Nikolaihof,,BOTTLE,2019,4500,,8,,Federspiel Grüner Veltliner,Nikolaihof,wine_01gzr4ksxr56zjma2e4tbw369d,,"4,234,337",
TRUE,236,WHITE,grüner veltliner smaragd,Nikolaihof,,BOTTLE,2015,7300,,3,,Smaragd Grüner Veltliner,Nikolaihof,wine_01gzr4ksxrbs7241fkvcz4x1sy,,"42,238,983",
TRUE,237,WHITE,riesling steiner hund,Nikolaihof,,BOTTLE,2015,7300,,4,,Steiner Hund Riesling,Nikolaihof,wine_01gzr4ksxrefatrxczxqtsvryj,,"4,551,622",
FALSE,238,WHITE,grüner veltliner,Stift Kloster Neuburg,,BOTTLE,2021,3500,,3,,Grüner Veltliner,Stift Altenburg,wine_01harvcmkaxmsjtkh1agzw6t3s,,"3,232,847",
FALSE,239,WHITE,weißburgunder,Stift Kloster Neuburg,,BOTTLE,2021,3500,,5,,Weissburgunder Trocken,Kloster Eberbach,wine_01harvcmbrynyqeyj6809sf3r7,,"22,231,384",
FALSE,240,WHITE,chardonnay,Stift Kloster Neuburg,,BOTTLE,2021,6600,,0,,Prätlatenwein Chardonnay,Stift Altenburg,wine_01harvcmka32y2b22jcvkqmrz3,,"23,977,938",
TRUE,241,WHITE,riesling federspiel,Rudi Pichler,,BOTTLE,2018,4000,,0,,Riesling Federspiel,Rudi Pichler,wine_01gzr4ksyd2wdv2s8nnfpx4zth,,"48,029,877",
TRUE,242,WHITE,chablis,Chanson,,BOTTLE,2021,6000,,4,,Chablis,Chanson,wine_01gzr4ktkpxhbxw5f7pjgsd35k,,"26,719,727",
TRUE,242,WHITE,chablis,Chanson,,BOTTLE,2022,6000,,2,,Chablis,Chanson,wine_01gzr4ktkpxhbxw5f7pjgsd35k,,"26,719,727",
FALSE,243,WHITE,chablis mise tardive bio,Domaine Pattes Loup,,BOTTLE,2020,7500,,0,,Chablis Vent d'Ange Mise Tardive,Domaine Pattes Loup,wine_01h4pmmgxbn7p793hya7p0wh2a,,"5,390,708",
TRUE,244,WHITE,chablis vielles vignes,Domaine Daniel-Etienne Defaix,,BOTTLE,2020,7000,,5,,Chablis Vieilles Vignes,Daniel-Etienne Defaix,wine_01gzr4ksxbpt4cx0151eag3hfs,,"56,376,144",
TRUE,245,WHITE,chablis premier cru vaillon,Domaine Daniel-Etienne Defaix,,BOTTLE,2010,9000,,7,,Chablis Premier Cru 'Vaillon',Daniel-Etienne Defaix,wine_01gzr4ksxbmkpye4mw7bfefwes,,"6,114,361",
TRUE,246,WHITE,chablis les lys premier cru,Domaine Daniel-Etienne Defaix,,BOTTLE,2004,9000,,3,,Chablis Premier Cru 'Les Lys',Daniel-Etienne Defaix,wine_01gzr4ksxba4zjcqcjk5fczd1s,,"61,856,674",
TRUE,246,WHITE,chablis les lys premier cru,Domaine Daniel-Etienne Defaix,,BOTTLE,2005,9000,,19,,Chablis Premier Cru 'Les Lys',Daniel-Etienne Defaix,wine_01gzr4ksxba4zjcqcjk5fczd1s,,"61,856,674",
FALSE,247,WHITE,équinoxe viognier sauvignon,Domaine Daniel-Etienne Defaix,,BOTTLE,2022,3300,,0,,Equinoxe Viognier - Sauvignon,Domaine de l'Arjolle,wine_01h0sq48faa3xcjh4ghkfe0vyq,,"24,218,742",
FALSE,248,WHITE,riesling réserve,Domaine Weinbach,,BOTTLE,2017,5400,,1,,Clos des Capucins Riesling Alsace Réserve,Domaine Weinbach,wine_01harvcm2kpcnj8jqq74yr0azj,,"30,221,046",
FALSE,249,RED,muscat réserve,Domaine Weinbach,,BOTTLE,2011,5400,,3,,Pinot Noir Réserve,Domaine Weinbach,wine_01hcwsykc5wa6cb8bhqw0d5s2f,,"28,756,222",
TRUE,250,WHITE,pinot blanc,Domaine Weinbach,,BOTTLE,2020,4000,,5,,Pinot Blanc,Domaine Weinbach,wine_01hawwcxa5ss4dv66h835pr4kq,,"3,203,237",
TRUE,251,WHITE,sancerre,Pascal Jolivet,,BOTTLE,2021,7000,,3,,Sancerre Blanc,Pascal Jolivet,wine_01gzr4kts96t2ycamgbd758fj2,,"4,073,603",
TRUE,251,WHITE,sancerre,Pascal Jolivet,,BOTTLE,2022,7000,,5,,Sancerre Blanc,Pascal Jolivet,wine_01gzr4kts96t2ycamgbd758fj2,,"4,073,603",
FALSE,252,WHITE,chardonnay saint aubin,Domaine Morey Coffinet,,BOTTLE,2020,8800,,2,,Saint-Aubin 1er Cru 'Les Frionnes',Morey-Coffinet,wine_01gzr4ktjv09qdhbna7zbff4g9,,"43,049,706",
TRUE,253,ROSE,"rosé ""esprit gassier""",Château Gassier,,BOTTLE,2021,3300,,0,,Esprit Gassier,Château Gassier,wine_01h0my5vcz375gy7awwx0mypkq,,"47,887,074",
FALSE,254,WHITE,chablis,Thomas Pico,,BOTTLE,2020,0,,0,,Chablis,Domaine Pico-Race,wine_01h4pmmh0xg2e8f46rq4twhjc9,,"22,139,402",
TRUE,255,WHITE,chardonnay bourgogne,Antoine Jobard,,BOTTLE,2020,3500,,0,,Bourgogne Blanc,Francois et Antoine Jobard,wine_01h0my5rk4rg3vcxm4cdvexqeb,,"28,314,064",
TRUE,256,WHITE,"puligny montrachet premier cru ""les nosroyes""",Genot Boulanger,,BOTTLE,2020,16000,,2,,Puligny-Montrachet Les Nosroyes,Domaine Génot-Boulanger,wine_01gzr4ks785556sg6czyafpfvf,,"56,226,856",
TRUE,257,WHITE,"puligny montrachet premier cru ""la garenne""",Genot Boulanger,,BOTTLE,2020,27000,,2,,Puligny-Montrachet Premier Cru 'La Garenne',Domaine Génot-Boulanger,wine_01gzr4ks79q2qv8mtg363gpbb2,,"5,605,717",
TRUE,258,WHITE,les tilles blanc meursault,Domaine Pierre Labet,,BOTTLE,2020,15000,,3,,Meursault 'Les Tillets',Pierre Labet - François Labet,wine_01gzr4ksvky18s8564e3rnyaay,,"43,799,652",
