external_id,name_one,name_two,size,winery_name,country,vintage,currency,price,quantity,
336,Amarone Pergole Vecie,,,Le Salette,,16,€,"€ 120,00",2,
337,Marco Mosconi,,,,,,,,,
338,3Monelli Rosso Verona,,,Marco Mosconi ,,,,,"1 ‘19, 9 ‘21",
339,Paolo Cottini,,,,,,,,,
340,Valpolicella ripasso,,,Paolo Cottini,,,€,"€ 36,00","1 ‘18, 1 ‘19, 3 ‘20, 6 ‘22",
341,Valpolicella ripasso,,,Paolo Cottini,,,€,"€ 33,00",,
342,Valpolicella Ripasso Magnum,,Magnum,Paolo Cottini,,21,,"€ 80,00",3,
343,Amarone classico,,,Paolo Cottini,,,€,"€ 56,00","1 ‘16, 1 ‘17, 6 ‘18",
344,Masi,,,,,,,,,
345,Valpolicella ripassa Campofiorin,,,Masi,,20,€,"€ 37,00",22,
346,Valpolicella ripassa Campofiorin ,,Magnum,Masi,,20,€,"€ 68,00",5,
347,Amarone Costasera,,,Masi,,18,€,"€ 65,00",15,
348,Amarone Costasera,,,Masi,,‘17,€,"€ 65,00",,
349,Amarone Costasera ,,Magnum,Masi,,,€,"€ 185,00","2 ‘17, 2 ‘18",
350,Amarone Campolongo,,,Masi,,13,€,"€ 145,00",2,
351,Corte Giara,,,,,,,,,
352,Amarone della Valpolicella,,,Corte Giara,,,,,"1 ‘19, 4 ‘20",
353,Speri,,,,,,,,,
354,Amarone S. Urbano                                                                                                                         ,,,Speri,,,€,"€ 90,00","4 ‘17, 3 ‘13",
355,Valpolicella ripasso,,,Speri,,’21,€,"€ 35,00",15,
356,Amarone S.Urbano,,,Speri,,13,€,"€ 78,00","1 ‘13, 6 ‘18 6 ‘19",
357,Valpolicella S.Urbano,,,Speri,,15,€,"€ 37,00","7 ‘15, 6 ‘19, 6 ‘20",
358,Villa Spinosa,,,,,,,,,
359,Amarone della Valpolicella,,,Villa Spinosa,,18,,,16,
360,Valpolicella classico Jago,,,Villa Spinosa,,19,,,12,
361,La Montecchia,,,,,,,,,
362,Merlot Cabernet,,,La Montecchia,,,€,"€ 28,00","4 ‘19, 3 ‘20",
363,Carmenere Progetto recupero,,,La Montecchia,,‘20,€,"€ 32,00",2,
364,Carmenere Progetto recupero,,,La Montecchia,,‘21,€,"€ 32,00",25,
365,Azienda Agricola Puntozero,,,,,,,,,
366,Carmenere rosso,,,Az. Agr. Puntozero,,16,€,"€ 48,00",4,
367,Tai Rosso,,,Az. Agr. Puntozero,,18,€,"€ 48,00",1,
368,Merlot,,,Az. Agr. Puntozero,,15,€,"€ 75,00",2,
369,Azienda Agricola Nicolis,,,,,,,,,
370,Amarone Valpolicella classico ,,Magnum,Az. Agr. Nicolis,,‘10,€,"€ 170,00",2,
371,Azienda Agricola Inama,,,,,,,,,
372,Carmenere riserva Oratorio di San Lorenzo,,,Az. Agr. Inama,,‘13,€,"€ 70,00",2,
373,Carmenere riserva Oratorio di San Lorenzo,,,Az. Agr. Inama,,‘16,€,"€ 70,00",4,
374,Carmenere riserva Oratorio di San Lorenzo,,,Az. Agr. Inama,,’17,€,"€ 110,00",11,
375,Carmenere riserva Oratorio di San Lorenzo ,,Magnum,Az. Agr. Inama,,16,€,"€ 140,00",2,
376,Carmenere riserva Oratorio di San Lorenzo,,Magnum,Az. Agr. Inama,,17,€,"€ 250,00",3,
377,Merlot Campo del Lago Colli Berici,,,Az. Agr. Inama,,,€,"€ 55,00","9 ‘19, 7 ‘20",
378,Carmenere Più,,,Az. Agr. Inama,,20,€,"€ 30,00","3 ‘19, 19 ‘20",
379,Carmenere Carminium Colli Berici,,,Az. Agr. Inama,,,€,"€ 70,00","8 ‘19, 2 ‘16",
380,Carmenere Carminium Colli Berici ,,Magnum,Az. Agr. Inama,,‘18,€,"€ 150,00",7,
381,Carmenere Più Veneto Rosso IGT ,,Magnum,Az. Agr. Inama,,‘18,€,"€ 70,00",1,
382,"Cabernet Sauvignon ""Bradisismo"" Colli Berici DOC ",,,Az. Agr. Inama,,,€,"€ 60,00","13 ‘19, 11 ‘20",
383,"Cabernet Sauvignon ""Bradisismo"" Colli Berici DOC",,Magnum,Az. Agr. Inama,,19,€,"€ 120,00",5,
384,Bertani,,,,,,,,,
385,Secco ,,Magnum,Bertani,,‘19,€,"€ 90,00",5,
386,Recioto Valpolicella Amarone,,,Bertani,,1975,€,"€ 840,00",1,
387,Amarone Valpolicella Classico,,,Bertani,,12,€,"€ 125,00",1,
388,Amarone Valpolicella Classico ,,Magnum,Bertani,,‘12,€,"€ 330,00",2,
389,Pian della Vette,,,,,,,,,
390,Pinot Nero,,,Pian delle vette,,19,,,12,
391,Le Guaite di Noemi,,,,,,,,,
392,Valpolicella superiore,,,Le Guaite di Noemi,,‘12,€,"€ 48,00",18,
393,Valpolicella superiore ,,Magnum,Le Guaite di Noemi,,‘12,€,"€ 105,00",,
394,Valpolicella ripasso,,,Le Guaite di Noemi,,17,€,"€ 66,00",5,
395,Valpolicella ripasso ,,Magnum,Le Guaite di Noemi,,‘12,€,"€ 132,00",2,
396,Amarone,,,Le Guaite di Noemi,,‘11,€,"€ 86,00",8,
397,Amarone ,,Magnum,Le Guaite di Noemi,,‘11,€,"€ 180,00",3,
398,Val de Pol,,,,,,,,,
399,Pinot Nero Cors,,,Val De Pol,,‘21,€,"€ 45,00",37,
400,Pinot Nero Frazesca,,,Val De Pol,,‘20,€,"€ 75,00",3,
401,Pinot Nero Corletta,,,Val De Pol,,‘19,€,"€ 98,00",,
402,Azienda Agricola Montebrecale,,,,,,,,,
403,Ammonite Rosso,,,Az. Agr. Montebrecale,,‘20,€,"€ 30,00",20,
404,A & G De Martin,,,,,,,,,
405,Silenzio Rosso,,,A & G De Martin,,23?,,,10,
406,Trentino Alto Adige,,,,,,,,,
407,Cantina di Bolzano Gries / Santa Maddalena,,,,,,,,,
408,Blauburgunder,,,Cantina di Bolzano Gries / Santa Maddalena,,’21 ‘22,€,"€ 30,00",,
409,Lagrein Collection,,,Cantina di Bolzano Gries / Santa Maddalena,,22,€,"€ 36,00","7 ‘21, 2 ‘22",
410,Lagrein Collection ,,Magnum,Cantina di Bolzano Gries / Santa Maddalena,,21,€,"€ 75,00","2 ‘21, 2 ‘22",
411,Pinot Nero Thalman Riserva,,,Cantina di Bolzano Gries / Santa Maddalena,,,€,"€ 60,00","13 ‘20, 6 ‘21",
412,Pinot Nero Riserva,,,Cantina di Bolzano Gries / Santa Maddalena,,16,€,"€ 48,00",,
413,St.Maddalena,,,Cantina di Bolzano Gries / Santa Maddalena,,21,€,"€ 24,00","4 ‘21, 8 ‘22",
414,Lagrein Taber,,,Cantina di Bolzano Gries / Santa Maddalena,,20,€,"€ 75,00",2,
415,Lagrein Taber ,,Magnum,Cantina di Bolzano Gries / Santa Maddalena,,16,€,"€ 150,00",3,
416,Merlot Lagrein Mauritius,,,Cantina di Bolzano Gries / Santa Maddalena,,19,€,"€ 70,00",4,
417,Merlot Lagrein Mauritius ,,Magnum,Cantina di Bolzano Gries / Santa Maddalena,,16,€,"€ 130,00",1,
418,Gumphof,,,,,,,,,
419,Blauburgunder ,,Magnum,Gumphof,,17,€,"€ 105,00",,
420,Tenuta J. Hofstätter,,,,,,,,,
421,Blauburgunder Meczan,,,Tenuta J. Hofstätter ,,,€,"€ 36,00","14 ‘22, 1 ‘21",
422,Lagrein Steinraffler,,,Tenuta J. Hofstätter ,,‘19,€,"€ 55,00",18,
423,Sant’Urbano Barthenau,,,Tenuta J. Hofstätter ,,16,€,"€ 90,00",,
424,Sant’Urbano Barthenau,,,Tenuta J. Hofstätter ,,19,€,"€ 98,00",3,
425,Sant’Urbano Barthenau ,,Magnum,Tenuta J. Hofstätter ,,16,€,"€ 200,00",2,
426,Sant’Urbano ,,Jéroboam,Tenuta J. Hofstätter ,,7,€,"€ 360,00",1,
427,Alois Lageder,,,,,,,,,
428,Blauburgunder,,,Alois Lageder,,‘21,€,"€ 30,00",7,
429,Lagrein,,,Alois Lageder,,21,€,"€ 30,00",3,
430,Lagrein Conus Riserva (bio),,,Alois Lageder,,20,€,"€ 42,00",6,
431,Cabernet Riserva,,,Alois Lageder,,2,€,"€ 33,00",2,
432,Cabernet Riserva,,,Alois Lageder,,,€,"€ 33,00","2 ‘18, 2 ‘19, 5 ‘20",
433,Cabernet sauvignon Cor Romigberg,,,Alois Lageder,,,€,"€ 85,00","2 ‘16, 1 ‘99",
434,Cabernet Riserva ,,Magnum,Alois Lageder,,,€,"€ 68,00","1 ‘19, 2 ‘20",
435,Carlotto Ferruccio,,,,,,,,,
436,Pinot Nero,,,Carlotto Ferruccio,,20,€,"€ 57,00",21,
437,Pinot Nero ,,Magnum,Carlotto Ferruccio,,21,€,"€ 123,00",3,
438,Lagrein Riserva di Ora in Ora,,,Carlotto Ferruccio,,20,€,"€ 45,00",24,
439,Cantina di Termeno,,,,,,,,,
440,Lagrein,,,Cantina di Termeno,,22,€,"€ 30,00",3,
441,Lagrein Urban Riserva,,,Cantina di Termeno,,20,€,"€ 66,00",11,
442,Gottardi,,,,,,,,,
443,Pinot Nero Mazzon,,,Gottardi,,,€,,"3 ‘18, 1 ‘19 ",
444,Pinot Nero Riserva,,,Gottardi,,‘17,€,"€ 75,00",9,
445,Pinot Nero ,,Magnum,Gottardi,,18,€,"€ 140,00",,
446,Girlan,,,,,,,,,
447,Gschleier Vecchie Vigne ,,,Girlan,,,,,,
448,Vigna Ganger ,,,Girlan,,,,,,
449,Barone de Cles,,,,,,,,,
450,Teroldego Rotaliano,,,Barone De Cles,,17 ‘19,€,"€ 34,00",,
451,Cantina Rotaliana,,,,,,,,,
452,Teroldego Rotaliano,,,Cantina Rotaliana,,13,€,"€ 56,00",6,
453,Waldgries,,,,,,,,,
454,Lagrein Ansitz Mirell,,,Waldgries,,19,€,"€ 80,00","4 ‘17, 1 ‘19",
455,Lagrein,,,Waldgries,,,€,"€ 34,00","1 ‘20, 4 ‘21",
456,Schreckbichl/Colterenzio,,,,,,,,,
457,Lagrein Riserva Mantsch,,,Colterenzio,,,,,"9 ‘17, 6 ‘20",
458,Merlot Siebeneich Riserva,,,Schreckbichl/Colterenzio,,19,€,"€ 39,00",,
459,Merlot Siebeneich Riserva,,,Schreckbichl/Colterenzio,,21,€,"€ 39,00",6,
460,Blauburgunder,,,Schreckbichl/Colterenzio,,22,€,"€ 30,00",10,
461,Blauburgunder riserva St.Daniel,,,Schreckbichl/Colterenzio,,‘20,€,"€ 39,00",5,
462,Lagrein Mantsch,,,Schreckbichl/Colterenzio,,17 20 ,€,"€ 39,00",,
463,Elena Walch,,,,,,,,,
464,Merlot,,,Elena Walch,,,€,"€ 27,00","1 ‘21, 16 ‘22",
465,Merlot riserva Vigna Kastelaz,,,Elena Walch,,,€,"€ 75,00","6 ‘18, 2 ‘20",
466,Lagrein riserva Castel Ringberg,,,Elena Walch,,20,€,"€ 54,00",24,
467,Lagrein,,,Elena Walch,,22,€,"€ 32,00",23,
468,Blauburgunder,,,Elena Walch,,‘22,€,"€ 33,00",9,
469,Pinot nero Ludwig,,,Elena Walch,,20,€,"€ 75,00","1 ‘17, 1 ‘16, 14 ‘20",
470,Franz Haas,,,,,,,,,
471,Lagrein,,,Franz Haas,,,€,,"3 ‘19, 3 ‘20, 12 ‘21",
472,Pinot nero Schweizer,,,Franz Haas,,’19 ’20,€,"€ 70,00",,
473,Pinot nero,,,Franz Haas,,21,€,"€ 54,00",4,
474,Pinot nero Magnum,,,Franz Haas,,’18 '21,€,"€ 110,00",,
475,Abbazia di Novacella,,,,,,,,,
476,Praepositus Lagrein riserva,,,Abbazia di Novacella,,,€,"€ 58,00","7 ‘19, 12 ‘20",
477,Pinot nero riserva Vigna Oberhof Suedtirol,,,Abbazia di Novacella,,19,€,"€ 110,00",,
478,Pinot nero riserva Praepositus,,,Abbazia di Novacella,,,€,"€ 64,00","1 ‘17, 28 ‘20",
479,Lagrein,,,Abbazia di Novacella,,‘22,€,"€ 29,00",24,
480,St.Magdalener,,,Abbazia di Novacella,,,€,"€ 22,00","6 ‘21, 18 ‘22",
481,Marcus Prackwierser,,,,,,,,,
482,Praesulis,,,Marcus Prackwierser,,18,,,1,
483,Tenuta Klosterhof,,,,,,,,,
484,Pinot nero Schwarze Madonna,,,Tenuta Klosterhof,,18,€,"€ 62,00",9,
485,Friuli Venezia Giulia,,,,,,,,,
486,Silvio Jermann,,,,,,,,,
487,Pinot nero Lonzblau,,,Silvio Jermann,,16,€,"€ 99,00","2 ‘13, 2 ‘16",
488,Miani,,,,,,,,,
489,Rosso,,,Miani,,20,€,"€ 130,00",6,
490,Refosco Cossut,,,Miani,,20,€,"€ 160,00",5,
491,Refosco La Mont di Zuc ,,,Miani ,,19,,,1,
492,Filip Merlot ,,,Miani,,20,,,5,
493,Castelvecchio,,,,,,,,,
494,Cabernet Franc,,,Castelvecchio,,19,€,"€ 30,00",,
495,Cabernet Franc,,,Castelvecchio,,20,€,"€ 30,00","11 ‘20, 2 ‘19, 1 ‘18",
496,Cabernet Sauvignon,,,Castelvecchio,,‘20,€,"€ 30,00",10,
497,Sagrado,,,Castelvecchio,,11,€,"€ 42,00",1,
498,Sagrado,,,Castelvecchio,,18,€,"€ 42,00",5,
499,Borgo Conventi,,,,,,,,,
500,Cabernet franc Isonzo,,,Borgo Conventi,,22,€,"€ 21,00",19,
501,Refosco Isonzo,,,Borgo Conventi,,22,€,"€ 21,00",5,
502,Schiopettino,,,Borgo Conventi,,19,,,10,
503,Schioppetto,,,,,,,,,
504,Rivarossa,,,Schioppetto,,‘18,€,"€ 45,00",11,
505,Blumeri,,,Schioppetto,,‘13,€,"€ 65,00","2 ‘13, 1 ‘17, 3 ‘18",
506,Blumeri,,,Schioppetto,,‘18,€,"€ 65,00",9,
507,Cabernet Sauvignon,,,Schioppetto,,‘20,€,"€ 33,00",,
508,Cabernet Sauvignon Magnum,,,Schioppetto,,‘20,€,"€ 70,00",,
509,Antico Broilo,,,,,,,,,
510,Pinot Nero ,,Jéroboam,Antico Broilo,,15,,,1,
511,Meroi,,,,,,,,,
512,Rosso Nestri,,,Meroi,,,€,"€ 35,00","1 ‘17, 2 ‘19, 7 ‘20",
513,Rosso Nestri,,,Meroi,,,€,"€ 35,00",,
514,Cantina Produttori di Cormons,,,,,,,,,
515,Pignolo,,,Cantina Produttori di Cormons,,15,€,"€ 36,00",,
516,Livio Felluga,,,,,,,,,
517,Cabernet merlot Vertigo,,,Livio Felluga,,21,€,"€ 28,00",10,
518,Russiz Superiore Marco Felluga,,,,,,,,,
519,Rosso Collio Riserva degli Orzoni,,,Marco Felluga Russiz sup.,,18,,"€ 75,00",3,
520,Cabernet franc Isonzo,,,Marco Felluga Russiz sup.,,21,,"€ 45,00",9,
521,Cabernet franc,,,Marco Felluga Russiz sup.,,21,,,,
522,Cabernet Franc,,Magnum,Marco Felluga Russiz sup.,,21,,,3,
523,Azienda Agricola La Viarte,,,,,,,,,
524,Refosco Peduncolo Rosso,,,Az. Agr. La Viarte,,10,€,"€ 55,00",2,
525,Refosco Riserva,,,Az. Agr. La Viarte,,‘14,€,"€ 60,00",6,
526,Merlot Riserva,,,Az. Agr. La Viarte,,14,€,"€ 54,00",8,
527,Schiopettino,,,Az. Agr. La Viarte,,11,€,"€ 46,00",5,
528,Tazzelenghe,,,Az. Agr. La Viarte,,12,€,"€ 66,00",5,
529,Tazzelenghe,,,Az. Agr. La Viarte,,13,€,"€ 66,00",6,
530,Alexis Paraschos,,,,,,,,,
531,Skala Merlot,,,Alexis Paraschos,,‘15,€,"€ 75,00",6,
532,Castello di Buttrio,,,,,,,,,
533,Merlot Colli Orientali,,Magnum,Castello di Buttrio,,19,€,"€ 75,00",2,
534,Merlot Colli Orientali,,,Castello di Buttrio,,‘20,€,"€ 35,00",31,
535,Refosco Colli Orientali,,Magnum,Castello di Buttrio,,‘19,€,"€ 75,00",3,
536,Refosco Colli Orientali,,,Castello di Buttrio,,‘20,€,"€ 35,00",36,
537,Conte d’Attimis Maniago,,,,,,,,,
538,Tazzelenghe,,Magnum,Conte d’Attimis Maniago,,2016,,,1,
539,Lis Neris,,,,,,,,,
540,Cabernet Sauvignon,,,Lis Neris,,,€,"€ 36,00","2 ‘19, 2 ‘20",
541,Cabernet Sauvignon ,,Magnum,Lis Neris,,20,€,"€ 75,00",5,
542,Piemonte,,,,,,,,,
543,Ceretto,,,Ceretto,,,,,,
544,Barolo Brunate,,,Ceretto,,15,€,"€ 155,00",4,
545,Barolo Brunate,,,Ceretto,,19,€,"€ 155,00",2,
546,Barbaresco,,,Ceretto,,‘19,€,"€ 65,00",,
547,Barbaresco,,,Ceretto,,‘20,€,"€ 65,00",,
548,Barbaresco Asili,,,Ceretto,,15,€,"€ 250,00",1,
549,Monsordo,,,Ceretto,,21,€,"€ 45,00",5,
550,Gaja,,,,,,,,,
551,Barolo Dagromis,,,Gaja,,18,€,"€ 120,00",1,
552,Barolo Dagromis,,,Gaja,,‘19,€,"€ 110,00",4,
553,Barbaresco,,,Gaja,,13,€,"€ 280,00",,
554,Barbaresco,,,Gaja,,16,€,"€ 280,00",,
555,Barbaresco,,,Gaja,,19,€,"€ 260,00",3,
556,Barbaresco,,,Gaja,,‘20,€,"€ 300,00",3,
557,Barbaresco ,,Magnum,Gaja,,‘16,€,"€ 650,00",1,
558,Sito Moresco,,,Gaja,,,€,"€ 75,00","3 ‘20, 6 ‘21",
559,Sperss Barolo Langhe,,,Gaja,,14,€,"€ 380,00",2,
560,Sperss Barolo Langhe,,,Gaja,,17,€,"€ 360,00",3,
561,Barbera,,,Gaja,,73,,,1,
562,Travaglini,,,,,,,,,
563,Gattinara,,,Travaglini,,19,€,"€ 55,00",,
564,Gattinara,,,Travaglini,,20,€,"€ 55,00",3,
565,Gattinara Magnum,,,Travaglini,,15,€,"€ 120,00",1,
566,Gattinara Magnum,,,Travaglini,,‘20,€,"€ 120,00",3,
567,Azienza Agricola Negro,,,,,,,,,
568,Nebbiolo Roero riserva Sudisfà,,,Az. Agr. Negro,,,€,"€ 70,00",,
569,Barolo Serralunga,,,Az. Agr. Negro,,16,€,"€ 85,00",3,
570,Barbaresco Basarin,,,Az. Agr. Negro,,20,,,2,
571,Ciabot Roero Riserva,,,,,,,,,
572,Ciabot Roero riserva Magnum,,Magnum,Az. Agr. Negro,,19,€,"€ 75,00",1,
573,Vietti,,,,,,,,,
574,,,,,,,,,,
575,,,,,,,,,,
576,Azienda Vinicola Reva,,,,,,,,,
577,Nebbiolo Amfora Selezione,,,Az. Vinicola Reva,,20,€,"€ 42,00",,
578,G.D.Vajra,,,,,,,,,
579,Barolo Albe,,,Az. Agr. G.D. Vajra,,18,€,"€ 70,00",8,
580,Barbera,,,Az. Agr. G.D. Vajra,,21,€,"€ 35,00",2,
581,Nebbiolo,,,Az. Agr. G.D. Vajra,,,€,"€ 38,00","2 ‘21, 4 ‘22",
582,Dolcetto,,,Az. Agr. G.D. Vajra,,20,€,"€ 25,00","5 ‘20, 10 ‘21",
583,Paolo Scavino,,,,,,,,,
584,Barolo Bricco Ambrogio,,,Paolo Scavino,,,,,"3 ‘15, 6 ‘20",
585,Barolo Bric del Fiasc,,,Paolo Scavino,,,€,,"5 ‘15, 6 ‘20",
586,Barolo Enrico Scavino,,,Paolo Scavino,,,€,,"3 ‘18, 6 ‘20",
587,Barolo,,,Paolo Scavino,,‘18,€,,,
588,Nebbiolo,,,Paolo Scavino,,‘22,€,,41,
589,Toscana,,,,,,,,,
590,Aia Vecchia,,,,,,,,,
591,Lagone IGT,,,Aia Vecchia,,16,€,"€ 25,00",,
592,Lagone IGT,,Magnum,Aia Vecchia,,17,€,"€ 70,00",1,
593,Tenuta dell'Ornellaia,,,,,,,,,
594,Rosso Masseto,,,Tenuta dell'Ornellaia,,15,€,"€ 2.000,00",1,
595,Ornellaia,,,Tenuta dell'Ornellaia,,’20,€,"€ 250,00","4 ‘20, 1 ‘19",
596,Ornellaia ,,Magnum,Tenuta dell'Ornellaia,,‘20,€,"€ 580,00",,
597,Rosso Serre Nuove,,,Tenuta dell'Ornellaia,,‘20,€,"€ 70,00",2,
598,Le Volte,,,Tenuta dell'Ornellaia,,21,€,"€ 40,00",7,
599,Le Volte ,,Magnum,Tenuta dell'Ornellaia,,‘20 ’21,€,"€ 80,00",,
600,Avignonesi,,,,,,,,,
601,Nobile di Montepulciano,,,Avignonesi,,15,€,"€ 45,00",,
602,Ormanni,,,,,,,,,
603,Chianti classico riserva,,,Ormanni,,15,€,"€ 39,00",,
604,Chianti classico riserva ,,Magnum,Ormanni,,15,€,"€ 80,00",2,
605,Gaja,,,,,,,,,
606,Brunello di Montalcino Sugarille Pieve S. Restituita,,,Gaja,,‘18,€,"€ 220,00",,
607,San Leonino,,,,,,,,,
608,Monsenese Chianti classico riserva,,,San Leonino,,‘17,€,"€ 27,00",10,
609,Tenuta “Il Fantone”,,,,,,,,,
610,Cabernet Sauvignon,,,Tenuta Il Fantone,,19,€,"€ 42,00",1,
611,Syrah Lago Nero,,,Tenuta Il Fantone,,19,€,"€ 40,00",4,
612,Fratini,,,,,,,,,
613,Bolgheri Superiore,,,Fratini,,17,€,"€ 260,00",4,
614,Marchesi Antinori,,,,,,,,,
615,Brunello di Montalcino Pian delle Vigne,,,Marchesi Antinori,,18,€,"€ 85,00",3,
616,Guado al Tasso Bolgheri superiore,,,Marchesi Antinori,,17,€,"€ 180,00",5,
617,Tignanello,,,Marchesi Antinori,,20,€,"€ 190,00",4,
618,Tignanello,,Magnum,Marchesi Antinori,,20,,,1,
619,Bruciato,,,Marchesi Antinori,,21,€,"€ 57,00","9 ‘21, 12 ‘22",
620,Chianti Peppoli,,,Marchesi Antinori,,21,€,"€ 37,00",2,
621,Marchesi Frescobaldi,,,,,,,,,
622,Brunello di Montalcino Castel Giocondo,,,Marchesi Frescobaldi,,,€,"€ 65,00","2 ‘14, 1 ‘18",
623,Merlot Lamaione,,,Marchesi Frescobaldi,,14,€,"€ 72,00",4,
624,Merlot Lamaione,,,Marchesi Frescobaldi,,‘18,€,"€ 72,00",6,
625,Mormoreto,,,Marchesi Frescobaldi,,‘20,€,"€ 74,00",5,
626,Mastrojanni,,,,,,,,,
627,Rosso di Montalcino,,,Mastrojanni,,‘20,€,"€ 40,00",7,
628,Brunello di Montalcino,,,Mastrojanni,,14,€,"€ 90,00",3,
629,Brunello di Montalcino,,,Mastrojanni,,‘17,€,"€ 90,00",5,
630,Corte dei Venti,,,,,,,,,
631,Rosso di Montalcino,,,Corte dei Venti,,,€,"€ 35,00","3 ‘17, 6 ‘21",
632,Brunello di Montalcino,,,Corte dei Venti,,14,€,"€ 80,00",4,
633,Brunello di Montalcino Dama Elena,,,Corte dei Venti,,12,€,"€ 95,00",1,
634,Azienda Agricola Tenuta Luce,,,,,,,,,
635,Lucente Rosso,,,Az. Agr. Tenuta Luce,,‘20,€,"€ 48,00",,
636,Marchesi Mazzei,,,,,,,,,
637,Morellino di Scansano Belgvardo Riserva,,,Marchesi Mazzei,,17,€,"€ 30,00",2,
638,Tenuta San Guido,,,,,,,,,
639,Le Difese,,,Tenuta San Guido,,22,€,"€ 42,00",12,
640,Guidalberto,,,Tenuta San Guido,,21,€,"€ 60,00",8,
641,Sassicaia Bolgheri,,,Tenuta San Guido,,‘12,€,"€ 400,00",3,
642,Sassicaia Bolgheri,,,Tenuta San Guido,,16,€,"€ 400,00",4,
643,Sassicaia Bolgheri,,,Tenuta San Guido,,17,€,"€ 380,00",6,
644,Sassicaia Bolgheri,,,Tenuta San Guido,,18,€,"€ 380,00",5,
645,Urlari Pervale,,,,,,,,,
646,Rosso,,,Urlari Pervale,,16,€,"€ 28,00",12,
647,Rosso Magnum,,,Urlari Pervale,,‘17,€,"€ 60,00",3,
648,Caccia al Piano,,,,,,,,,
649,Ruit Hora Bolgheri,,,Caccia al Piano,,17,€,"€ 35,00",,
650,Ruit Hora Bolgheri,,,Caccia al Piano,,19,€,"€ 35,00",,
651,Mosenese,,,,,,,,,
652,Chianti Classico Riserva DOCG,,,Mosenese,,17,€,"€ 31,00",,
653,Az. Agricola S.Caterina Tenuta Tre Rose,,,,,,,,,
654,Nobile di Montepulciano,,,Az. Agr. S. Caterina Tenuta Tre Rose,,19,€,"€ 1,25",1,
655,Vigna Spuntali,,,,,,,,,
656,Brunello di Montalcino,,,Vigna Spuntali,,16,€,"€ 85,00",4,
657,San Felice,,,,,,,,,
658,Brunello di Montalcino Campogiovanni,,,San Felice,,‘18,€,"€ 90,00",,
659,Il Grigio Riserva,,,San Felice,,‘19,€,"€ 36,00",5,
660,Rosso di Montalcino,,,San Felice,,‘21,€,"€ 33,00",,
661,Biondi Santi,,,,,,,,,
662,Brunello di Montalcino,,,Biondi Santi,,68,,,1,
663,Castello d’Albola,,,,,,,,,
664,Acciaiolo,,,Castello d’Albola,,9,,,1,
665,Val di Suga,,,,,,,,,
666,Rosso di Montalcino,,,Val di Suga,,‘20,€,"€ 45,00",10,
667,Brunello di Montalcino,,,Val di Suga,,‘16,€,,,
668,La Fiorita,,,,,,,,,
669,Brunello di Montalcino,,,La Fiorita,,5,,,1,
670,Gaja,,,,,,,,,
671,Brunello di Montalcino Santa Restituta,,,Gaja,,18,,,3,
672,Emilia Romagna,,,,,,,,,
673,Otello Ceci,,,,,,,,,
674,Lambrusco,,,Otello Ceci,,,€,"€ 24,00",11,
675,Marche,,,,,,,,,
676,Umani Ronchi,,,,,,,,,
677,Pelago,,,Umani Ronchi,,14,€,"€ 66,00","5 ‘14, 5 ‘18",
678,Cumaro,,,Umani Ronchi,,,€,"€ 58,00","3 ‘18, 2 ‘14, 1 ‘12",
679,Puglia,,,,,,,,,
680,Vespa Vignaioli,,,,,,,,,
681,Primitivo di Manduria Il rosso dei Vespa,,,Vespa Vignaioli,,,€,"€ 35,00","2 ‘20, 4 ‘21, 12 ‘22",
682,Primitivo di Manduria “Raccontami”,,,Vespa Vignaioli,,18,€,"€ 55,00","2 ‘17, 1 ‘18, 5 ‘20",
683,Nero di Troia “Helena”,,,Vespa Vignaioli,,15,€,"€ 90,00",8,
684,Petrelli,,,,,,,,,
685,Salice Rosso Centopietre,,,Petrelli,,13,€,"€ 20,00",,
686,Sicilia,,,,,,,,,
687,Vigneri,,,,,,,,,
688,I Vigneri,,,Vigneri,,16,€,"€ 40,00",2,
689,I Vigneri,,,Vigneri,,17,€,"€ 36,00",9,
690,Planeta,,,,,,,,,
691,Santa Cecilia,,,Planeta,,11,€,"€ 48,00",5,
692,Santa Cecilia,,,Planeta,,17,€,"€ 54,00",1,
693,Burdese,,,Planeta,,3,€,"€ 55,00",2,
694,Burdese,,,Planeta,,5,€,"€ 55,00",5,
695,Passopisciaro,,,,,,,,,
696,Passorosso,,,Passopisciaro,,,€,"€ 51,00","2 ‘20, 3’ 21,  6 ‘22",
697,Firriato,,,,,,,,,
698,Camelot,,,Firriato,,,€,"€ 63,00","4 ‘15 1 ‘17, 1 ‘21",
699,Nero d'Avola Chiaramonte,,,Firriato,,,€,"€ 32,00","1 ‘17, 5 ‘21",
700,Cottanera,,,,,,,,,
701,Etna Rosso Diciassettesalme,,,Cottanera,,19,€,"€ 32,00",9,
702,Etna Rosso Riserva Contrada Zottorinoto,,,Cottanera,,16,€,"€ 100,00",6,
703,Fondo Antico,,,,,,,,,
704,Nero d’Avola,,,Fondo Antico,,16,€,"€ 20,00",,
705,Il Canto,Togliere,,Fondo Antico,,12,€,"€ 25,00",5,
706,Spadafora,,,,,,,,,
707,Rosso Don Pietro,Togliere,,Spadafora,,7,€,"€ 35,00",2,
708,Azienda Agricola Monte Rosso,,,,,,,,,
709,Etna Rosso Volcano,,,Az. Agr. Monte Rosso,,‘19,€,"€ 42,00",8,
710,,,,,,,,,,
711,Sardegna,,,,,,,,,
712,Santadi,,,,,,,,,
