name,winery,vintage,size,price
"""Alter Ego de Palmer 2020 | ME, CS, PV""","""Château Palmer, Bordeaux, Frankreich""",2020,,"""153,00 €"""
"""Les Vieilles Vignes 2017 | GR, MO, SY, CI""","""Domaine de Villeneuve,""",2017,,"""81,00 €"""
Ried Zieregg Sauvignon Blanc 2020,"""Weingut Tement, Südsteiermark, Österreich""",2020,,"""75,00 €"""
Leutschacher Sauvignon Blanc 2020 Weingut,"""Erwin Sabathi, Südsteiermark""",2020,,"""37,00 €"""
Riesling Rotschiefer „1000 Alte Reben“ 2019,"""Weingut Sorentberg und Castelfeder, Mosel""",1000,,"""98,00 €"""
Gottesfuß Alte Reben Riesling 2022,"""Weingut Van Volxem, Deutschland""",2022,,"""69,00 €"""
Riesling Trocken 2021,"""Weingut Fritz Haag, Deutschland""",2021,,"""29,00 €"""
Fläscher Pinot Noir Uris 2020,"""Weingut Davaz, Schweiz""",2020,,"""89,00 €"""
"""CR 1 Redstone Reserve I CS, COT""","""Capelands Estate, Somerset West, Südafrika""",,,"""69,00 € (2016) | 79,00 € (2015)"""
"""Marqués de Murrieta Reserva 2018 | TE, MAZ, GR""","""Bodegas Marqués de Murrieta, Rioja, Spanien""",2018,,"""48,00 €"""
"""Viña Tondonia Reserva | TE, GR, MAZ, GRA""","""López de Heredia, Rioja, Spanien""",,,"""68,00 € (2010) | 84,00 € (2006)"""
"""Galantas Gran Reserva 2018 | CF, CRE""","""Viña Haras de Pirque, Chile""",2018,,"""38,00 €"""
Wine of Lebanon,"""Château Musar – Gaston Hochar, Libanon""",,,"""99,00 (2017) | 105 € (2016) | 129,00 € (2007) | 148,00 € (2003)"""
"""Bin 389 2019 | CS, SY""","""Penfolds, South Australia""",2019,,"""106,00 €"""
"""Praeclarus Brut 1,5 L | CH""","""Kellerei St. Pauls, Eppan""",,,"""92,00 €"""
"""Arunda Cuvée Marianna Extra Brut 1 ,5 L | CH, PN""","""Sektkellerei Arunda, Mölten""",,,"""95,00 €"""
"""Ca’ del Bosco Rosé Annamaria Clementi Vintage 2012 Extra Brut 1,5 L | PN ""","""Ca’ del Bosco, Franciacorta, Lombardei""",2012,,"""345,00 €"""
"""Champagne Signature Brut 1,5 L | PN""","""Huguenot - Tassin, Celles sur Ource""",,,"""105,00 €"""
"""Ca’ del Bosco Cuvée Prestige Rosé Brut 1,5 L PN, CH""","""Ca’ del Bosco, Franciacorta, Lombardei""",,,"""86,00 €"""
"""Terlaner Cuvée 1,5 L | PB, CH, SB""",Kellerei Terlan,,,"""82,00 € (2022) | 98,00 (2020) | 125,00 (2018) | 135,00 (2017) """
"""Sauvignon Quarz Riserva 1,5 L""",Kellerei Terlan,,,"""150,00 € (2020) | 190,00 € (2018) | 195,00 € (2017) | 215,00 € (2015) | 225,00 € (2014) | 235,00 € (2013) """
"""Sauvignon Sanct Valentin 2022 1,5 L""",Kellerei St. Michael Eppan,2022,,"""81,00 €"""
"""Nova Domus Terlaner Riserva 1,5 L | PB, CH, SB""",Kellerei Terlan,,,"""205,00 € (2015) | 215,00 € (2014) | 225,00 € (2013)"""
"""Weissburgunder Sirmian 2017 1,5 L""",Kellerei Nals Margreid,2017,,"""130,00 €"""
"""Weissburgunder Vorberg Riserva 1,5 L""",Kellerei Terlan,,,"""138,00 € (2017) | 158,00 € (2015) | 169,00 € (2014) | 180,00 € (2013) """
"""Chardonnay Lafóa 2022 1,5 L""",Kellerei Schreckbichl,2022,,"""115,00 €"""
"""Chardonnay Burgum Novum 2017 1,5 L""",Weingut Castelfeder,2017,,"""125,00 €"""
"""Kerner Aristos 2022 1,5 L""",Kellerei Eisacktal,2022,,"""78,00 €"""
"""Pic Chablis 1er Cru 2012 1,5 L""","""Domaine Régnard, Ladoucette, Frankreich""",2012,,"""350,00 €"""
"""Vigna Toren Riserva 2018 1,5 L""",Schlosskellerei Tiefenbrunner,2018,,"""325,00 €"""
"""Linticlarus Riserva 2019 1,5 L | CS, ME""",Schlosskellerei Tiefenbrunner,2019,,"""135,00 €"""
"""Composition Reif 1,5 L | CS, CF, PV, LA""",Weingut Erbhof Unterganzner,,,"""175,00 € 2020 | 185,00 € 2019"""
"""Lagrein Mirell Riserva 2020 1,5 L""",Ansitz Waldgries,2020,,"""130,00 €"""
"""Lamarein 1,5 L""",Weingut Erbhof Unterganzner,,,"""245,00 € 2021 | 235,00 € (2022) (auf Anfrage)"""
"""Tor di Lupo Lagrein Riserva 1,5 L""",Kellerei Andrian,,,"""165,00 € (2014) | 175,00 € (2013)"""
"""Sanct Valentin Pinot Noir Riserva 2018 1,5 L""",Kellerei St. Michael Eppan,2018,,"""130,00 €"""
"""Taber Lagrein Riserva 1999 1,5 L""",Kellerei Bozen,1999,,"""189,00 €"""
Porphyr Lagrein Riserva 2020,Kellerei Terlan,2020,,"""149,00 € ( 1,5 L ) | 310,00 ( 3,0 L )"""
"""Monticol Riserva 2020 1,5 L""",Kellerei Terlan,2020,,"""110,00 €"""
"""Merlot Mervin 2005 1,5 L""",Kellerei Meran,2005,,"""105,00 €"""
"""Amistar Rosso 2014 1,5 L""",Weingut Peter Sölva,2014,,"""145,00 €"""
"""Terra di Monteverro 2019 | ME, CF, PV, CS""",Weingut Monteverro,2019,,"""165,00 ( 1,5 L ) | 330,00 € ( 3 L )"""
"""Concerto di Fonterutoli 1,5 L | SG, CS""",Mazzei Castello di Fonterutoli,,,"""199,00"""
"""Kairos Cuvée 2019 1,5 L""",Zýmē di Celestino Gaspari,2019,,"""205,00 €"""
"""Amarone della Valpolicella Classico 2007 1,5 L""",Weingut Bertani,2007,,"""380,00 €"""
"""Cabreo Il Borgo 2019 1,5 L | SA, CS""",Ambrogio e Giovanni Folonari,2019,,"""145,00 €"""
"""Ilatraia 2013 1,5 L | PV, CS, CF""",Brancaia,2013,,"""205,00 €"""
"""Tignanello 2013 1,5 L | SG, CS, CF""",Tenuta Tignanello - Antinori,2013,,"""435,00 €"""
"""Modus 1998 Ruffino 1,5 L | SG, CS, ME""",Ruffino,1998,,"""199,00 €"""
"""CR 1 Redstone Reserve 2016 3,0 L I CS, COT""","""Capelands Estate, Somerset West, Südafrika""",2016,,"""165,00 €"""
"""Merlot-Lagrein Graf 2021 5,0 L""",Kellerei Meran,2021,,"""225,00 €"""
"""Amarone della Valpolicella """"Costasera"""" 2009 6,0 L""",Masi,2009,,"""1.100,00 €"""
