"name","winery","vintage","size","price"
"Barbaresco","Weingut Produttori del Barbaresco",2020,"BOTTLE","""47,00 € "
"Barbaresco","Weingut Produttori del Barbaresco",2018,"BOTTLE","53,00 €"
"Barbaresco Don Fiarino Riserva 2016","Weingut Produttori del Barbaresco",2016,"BOTTLE","""79,00 €"""
"Barbaresco Secondine 2019 Kellerei","Alfredo Prunotto",2019,"BOTTLE","""98,00 €"""
"Barbaresco 2019","Agrargesellschaft Gaja",2019,"BOTTLE","""290,00 €"""
"Nebbiolo Perbacco 2019","Kellerei Vietti",2019,"BOTTLE","""41,00 €"""
"""Solo per un Amico 2012 | CV, CS, TO""","Kellerei Secondo Marco",2012,"BOTTLE","""102,00 €"""
"Amarone della Valpolicella 2013","Kellerei Secondo Marco",2013,"BOTTLE","""75,00 €"""
"""Fumetto Riserva 2008 | CV, COR, RON""","Kellerei Secondo Marco",2008,"BOTTLE","""269,00 €"""
"Valpolicella Ripasso Superiore 2019","Weingut Zenato",2019,"BOTTLE","""42,00 €"""
"Valpolicella Valpantena Superiore 2019","Costa Arènte",2019,"BOTTLE","""42,00 €"""
"Amarone della Valpolicella Classico 2018","Weingut Zenato",2018,"BOTTLE","""84,00 €"""
"Amarone della Valpolicella Classico","Weingut Bertani",2011,"BOTTLE","""161,00 € "
"Amarone della Valpolicella Classico","Weingut Bertani",2007,"BOTTLE"," 198,00 € "
"Kairos Cuvée 2019","Zýmē di Celestino Gaspari",2019,"BOTTLE","""98,00 €"""
"Amarone della Valpolicella Case Vecie 2017","Agrargesellschaft Brigaldara",2017,"BOTTLE","""69,00 €"""
"Ilmerlot 2011","Ca’ del Bosco",2011,"BOTTLE","""110,00 €"""
"""Veronese Rosso """"Campofiorin"""" 2012 COR, RON""","Weingut Masi",2012,"BOTTLE","""76,00 €"""
"""Terra di Monteverro | ME, CF, PV, CS""","Weingut Monteverro",2019,"BOTTLE","""73,00 € "
"""Terra di Monteverro | ME, CF, PV, CS""","Weingut Monteverro",2014,"BOTTLE","79,00 € "
"""Monteverro | ME, CF, PV, CS""","Weingut Monteverro",2019,"BOTTLE","""197,00 €"
"""Monteverro | ME, CF, PV, CS""","Weingut Monteverro",2018,"BOTTLE"," 182,00 € "
"""Bolgheri Villa Donoratico 2020 | CS, ME, CF, PV""","Weingut Argentiera",2020,"BOTTLE","""55,00 €"""
"Rosso di Montalcino Pian delle Vigne","Tenuta Marchesi Antinori",2013,"BOTTLE","""78,00 € "
"Rosso di Montalcino Pian delle Vigne","Tenuta Marchesi Antinori",2012,"BOTTLE"," 83,00 € "
"""Sassicaia | CS, CF""","Kellerei San Guido",2018,"BOTTLE","""430,00 €"
"""Sassicaia | CS, CF""","Kellerei San Guido",2017,"BOTTLE"," 430,00 €"
"""Sassicaia | CS, CF""","Kellerei San Guido",2016,"BOTTLE"," 750,00 €"
"""Sassicaia | CS, CF""","Kellerei San Guido",2015,"BOTTLE"," 550,00 €"
"""Sassicaia | CS, CF""","Kellerei San Guido",2014,"BOTTLE"," 450,00 €"
"""Il Bruciato 2022 | CS, ME, SY, CF, PV""","Weingut Guado al Tasso – Antinori",2022,"BOTTLE","""43,00 €"""
"""Insoglio del Cinghiale 2022 | SY, CF, ME, PV""","Weingut Biserno",2022,"BOTTLE","""43,00 €"""
"Brunello di Montalcino Riserva 2012 Duelecci Ovest","Tenuta di Sesta",2012,"BOTTLE","""121,00 €"""
"Desiderio Toscana Merlot 2020","Avignonesi",2020,"BOTTLE","""74,00 €"""
"Cepparello Sangiovese Toscana 2019","Isole E Olena",2019,"BOTTLE","""135,00 €"""
"Brunello di Montalcino 2019","Weingut Col d’Orcia",2019,"BOTTLE","""58,00 €"""
"When We Dance Chianti Classico 2022","Weingut Il Palagio",2022,"BOTTLE","""37,00 €"""
"Villa Antinori Chianti Classico Riserva 2020","Weingut Marchese Antinori",2020,"BOTTLE","""38,00 €"""
"Marchese Antinori Chianti Classico Riserva 2020","""Weingut Tignanello, Antinori""",2020,"BOTTLE","""54,00 €"""
"Cont’Ugo 2021 | ME","Weingut Guado al Tasso",2021,"BOTTLE","""65,00 €"""
"""Concerto di Fonterutoli 2015 | SA, CS""","Mazzei Castello di Fonterutoli",2015,"BOTTLE","""89,00 €"""
"""Solaia 2019 | CS, SA, CF""","Tenuta Tignanello - Antinori",2019,"BOTTLE","""495,00 €"""
"""Cabreo Il Borgo 2019 | SA, CS""","Ambrogio e Giovanni Folonari",2019,"BOTTLE","""68,00 €"""
"""Il Blu Rosso | ME, CS, SA""","Brancaia",2018,"BOTTLE","""97,00 € "
"""Il Blu Rosso | ME, CS, SA""","Brancaia",1999,"BOTTLE","149,00 €"
"Primitivo di Manduria Abbasc 2021","Kellerei Ionis",2021,"BOTTLE","""38,00 €"""
"Ater Primitivo di Manduria 2015","Kellerei Ionis",2015,"BOTTLE","""47,00 €"""
"„Es“ Primitivo di Manduria 2022","Gianfranco Fino",2022,"BOTTLE","""87,00 €"""
"„Jo“ Negroamaro 2020","Gianfranco Fino",2020,"BOTTLE","""87,00 €"""
"""Mille e una Notte 2019 | ND, PV, SY""","Kellerei Donnafugata",2019,"BOTTLE","""89,00 €"""
"""Dolce & Gabbana Tancredi 2020 | CS, ND, TAN""","Kellerei Donnafugata",2020,"BOTTLE","""58,00 €"""
"Merlot Ars Magna 2016","Kellerei Omina Romana",2016,"BOTTLE","""89,00 €"""
"Montepulciano Jarno Rosso 2015","Castorani Colline Pescaresi",2015,"BOTTLE","""61,00 €"""
"Nero d’Avola Dieci Inverni 2012","Castorani Colline Pescaresi",2012,"BOTTLE","""149,00 €"""
"Pic Chablis 1er Cru","""Domaine Régnard, Ladoucette, Frankreich""",2017,"BOTTLE","""140,00 €"
"Pic Chablis 1er Cru","""Domaine Régnard, Ladoucette, Frankreich""",2012,"BOTTLE","162,00 € "
"Chablis Vieilles Vigne 2020","""Domaine Gautheron Alain et Cyril, Frankreich""",2020,"BOTTLE","""54,00 €"""
"""Chablis Grand Cru """"Vaudésir"""" 2019""","""Domaine Besson, Burgund Frankreich""",2019,"BOTTLE","""75,00 €"""
"Sancerre Blanc 'Clos Paradis' 2022","""Domaine Fouassier, Loire Tal Frankreich""",2022,"BOTTLE","""48,00 €"""
"Sous le Puits Puligny-Montrachet 1er Cru 2019","""Maison Louis Latour, Frankreich""",2019,"BOTTLE",
"Sous le Puits Puligny-Montrachet 1er Cru 2019","""Maison Louis Latour, Frankreich""",2022,"BOTTLE","""145,00 €"
"Sous le Puits Puligny-Montrachet 1er Cru 2019","""Maison Louis Latour, Frankreich""",2018,"BOTTLE","165,00 €"
"""Blanc de Lynch-Bages 2018 | SB, SE, MCD""","""Château Lynch-Bages, Bordeaux, Frankreich""",2018,"BOTTLE","""125,00 €"""
"""Alter Ego de Palmer 2020 | ME, CS, PV""","""Château Palmer, Bordeaux, Frankreich""",2020,"BOTTLE","""153,00 €"""
"""Les Vieilles Vignes 2017 | GR, MO, SY, CI""","""Domaine de Villeneuve,""",2017,"BOTTLE","""81,00 €"""
"Ried Zieregg Sauvignon Blanc 2020","""Weingut Tement, Südsteiermark, Österreich""",2020,"BOTTLE","""75,00 €"""
"Leutschacher Sauvignon Blanc 2020 Weingut","""Erwin Sabathi, Südsteiermark""",2020,"BOTTLE","""37,00 €"""
"Riesling Rotschiefer „1000 Alte Reben“ 2019","""Weingut Sorentberg und Castelfeder, Mosel""",2019,"BOTTLE","""98,00 €"""
"Gottesfuß Alte Reben Riesling 2022","""Weingut Van Volxem, Deutschland""",2022,"BOTTLE","""69,00 €"""
"Riesling Trocken 2021","""Weingut Fritz Haag, Deutschland""",2021,"BOTTLE","""29,00 €"""
"Fläscher Pinot Noir Uris 2020","""Weingut Davaz, Schweiz""",2020,"BOTTLE","""89,00 €"""
"""CR 1 Redstone Reserve I CS, COT""","""Capelands Estate, Somerset West, Südafrika""",2016,"BOTTLE","""69,00 €"
"""CR 1 Redstone Reserve I CS, COT""","""Capelands Estate, Somerset West, Südafrika""",2015,"BOTTLE","79,00 € "
"""Marqués de Murrieta Reserva 2018 | TE, MAZ, GR""","""Bodegas Marqués de Murrieta, Rioja, Spanien""",2018,"BOTTLE","""48,00 €"""
"""Viña Tondonia Reserva | TE, GR, MAZ, GRA""","""López de Heredia, Rioja, Spanien""",2010,"BOTTLE","""68,00 €"
"""Viña Tondonia Reserva | TE, GR, MAZ, GRA""","""López de Heredia, Rioja, Spanien""",2006,"BOTTLE","84,00 € "
"""Galantas Gran Reserva 2018 | CF, CRE""","""Viña Haras de Pirque, Chile""",2018,"BOTTLE","""38,00 €"""
"Wine of Lebanon","""Château Musar – Gaston Hochar, Libanon""",2017,"BOTTLE","""99,00 € "
"Wine of Lebanon","""Château Musar – Gaston Hochar, Libanon""",2016,"BOTTLE","105,00 €"
"Wine of Lebanon","""Château Musar – Gaston Hochar, Libanon""",2007,"BOTTLE","129,00 € "
"Wine of Lebanon","""Château Musar – Gaston Hochar, Libanon""",2003,"BOTTLE","148,00 € "
"""Bin 389 2019 | CS, SY""","""Penfolds, South Australia""",2019,"BOTTLE","""106,00 €"""
"""Praeclarus Brut 1,5 L | CH""","""Kellerei St. Pauls, Eppan""",,"MAGNUM","""92,00 €"""
"""Arunda Cuvée Marianna Extra Brut 1 ,5 L | CH, PN""","""Sektkellerei Arunda, Mölten""",,"MAGNUM","""95,00 €"""
"""Ca’ del Bosco Rosé Annamaria Clementi Vintage 2012 Extra Brut 1,5 L | PN ""","""Ca’ del Bosco, Franciacorta, Lombardei""",2012,"MAGNUM","""345,00 €"""
"""Champagne Signature Brut 1,5 L | PN""","""Huguenot - Tassin, Celles sur Ource""",,"MAGNUM","""105,00 €"""
"""Ca’ del Bosco Cuvée Prestige Rosé Brut 1,5 L PN, CH""","""Ca’ del Bosco, Franciacorta, Lombardei""",,"MAGNUM","""86,00 €"""
"""Terlaner Cuvée 1,5 L | PB, CH, SB""","Kellerei Terlan",2022,"MAGNUM","""82,00 € "
"""Terlaner Cuvée 1,5 L | PB, CH, SB""","Kellerei Terlan",2020,"MAGNUM","98,00 € "
"""Terlaner Cuvée 1,5 L | PB, CH, SB""","Kellerei Terlan",2018,"MAGNUM"," 125,00 € "
"""Terlaner Cuvée 1,5 L | PB, CH, SB""","Kellerei Terlan",2017,"MAGNUM"," 135,00 € "
"""Sauvignon Quarz Riserva 1,5 L""","Kellerei Terlan",2020,"MAGNUM","""150,00 €"
"""Sauvignon Quarz Riserva 1,5 L""","Kellerei Terlan",2018,"MAGNUM","190,00 € "
"""Sauvignon Quarz Riserva 1,5 L""","Kellerei Terlan",2017,"MAGNUM","195,00 € "
"""Sauvignon Quarz Riserva 1,5 L""","Kellerei Terlan",2015,"MAGNUM","215,00 € "
"""Sauvignon Quarz Riserva 1,5 L""","Kellerei Terlan",2014,"MAGNUM","225,00 € "
"""Sauvignon Quarz Riserva 1,5 L""","Kellerei Terlan",2013,"MAGNUM","235,00 € "
"""Sauvignon Sanct Valentin 2022 1,5 L""","Kellerei St. Michael Eppan",2022,"MAGNUM","""81,00 €"""
"""Nova Domus Terlaner Riserva 1,5 L | PB, CH, SB""","Kellerei Terlan",2015,"MAGNUM","""205,00 €"
"""Nova Domus Terlaner Riserva 1,5 L | PB, CH, SB""","Kellerei Terlan",2014,"MAGNUM","215,00 € "
"""Nova Domus Terlaner Riserva 1,5 L | PB, CH, SB""","Kellerei Terlan",2013,"MAGNUM","225,00 € "
"""Weissburgunder Sirmian 2017 1,5 L""","Kellerei Nals Margreid",2017,"MAGNUM","""130,00 €"""
"""Weissburgunder Vorberg Riserva 1,5 L""","Kellerei Terlan",2017,"MAGNUM","""138,00 €"
"""Weissburgunder Vorberg Riserva 1,5 L""","Kellerei Terlan",2015,"MAGNUM"," 158,00 € "
"""Weissburgunder Vorberg Riserva 1,5 L""","Kellerei Terlan",2014,"MAGNUM"," 169,00 € "
"""Weissburgunder Vorberg Riserva 1,5 L""","Kellerei Terlan",2013,"MAGNUM","180,00 € "
"""Chardonnay Lafóa 2022 1,5 L""","Kellerei Schreckbichl",2022,"MAGNUM","""115,00 €"""
"""Chardonnay Burgum Novum 2017 1,5 L""","Weingut Castelfeder",2017,"MAGNUM","""125,00 €"""
"""Kerner Aristos 2022 1,5 L""","Kellerei Eisacktal",2022,"MAGNUM","""78,00 €"""
"""Pic Chablis 1er Cru 2012 1,5 L""","""Domaine Régnard, Ladoucette, Frankreich""",2012,"MAGNUM","""350,00 €"""
"""Vigna Toren Riserva 2018 1,5 L""","Schlosskellerei Tiefenbrunner",2018,"MAGNUM","""325,00 €"""
"""Linticlarus Riserva 2019 1,5 L | CS, ME""","Schlosskellerei Tiefenbrunner",2019,"MAGNUM","""135,00 €"""
"""Composition Reif 1,5 L | CS, CF, PV, LA""","Weingut Erbhof Unterganzner",2020,"MAGNUM","""175,00 € "
"""Composition Reif 1,5 L | CS, CF, PV, LA""","Weingut Erbhof Unterganzner",2019,"MAGNUM","185,00 € "
"""Lagrein Mirell Riserva 2020 1,5 L""","Ansitz Waldgries",2020,"MAGNUM","""130,00 €"""
"""Lamarein 1,5 L""","Weingut Erbhof Unterganzner",2021,"MAGNUM","""245,00 € "
"""Lamarein 1,5 L""","Weingut Erbhof Unterganzner",2022,"MAGNUM","235,00 € "
"""Tor di Lupo Lagrein Riserva 1,5 L""","Kellerei Andrian",2014,"MAGNUM","""165,00 € "
"""Tor di Lupo Lagrein Riserva 1,5 L""","Kellerei Andrian",2013,"MAGNUM"," 175,00 € "
"""Sanct Valentin Pinot Noir Riserva 2018 1,5 L""","Kellerei St. Michael Eppan",2018,"MAGNUM","""130,00 €"""
"""Taber Lagrein Riserva 1999 1,5 L""","Kellerei Bozen",1999,"MAGNUM","""189,00 €"""
"Porphyr Lagrein Riserva 2020","Kellerei Terlan",2020,"MAGNUM","""149,00 € "
"Porphyr Lagrein Riserva 2020","Kellerei Terlan",2020,"JEROBOAM","310,00 € "
"""Monticol Riserva 2020 1,5 L""","Kellerei Terlan",2020,"MAGNUM","""110,00 €"""
"""Merlot Mervin 2005 1,5 L""","Kellerei Meran",2005,"MAGNUM","""105,00 €"""
"""Amistar Rosso 2014 1,5 L""","Weingut Peter Sölva",2014,"MAGNUM","""145,00 €"""
"""Terra di Monteverro 2019 | ME, CF, PV, CS""","Weingut Monteverro",2019,"MAGNUM","""165,00 € "
"""Terra di Monteverro 2019 | ME, CF, PV, CS""","Weingut Monteverro",2019,"JEROBOAM","330,00 € "
"""Concerto di Fonterutoli 1,5 L | SG, CS""","Mazzei Castello di Fonterutoli",,"MAGNUM","""199,00"""
"""Kairos Cuvée 2019 1,5 L""","Zýmē di Celestino Gaspari",2019,"MAGNUM","""205,00 €"""
"""Amarone della Valpolicella Classico 2007 1,5 L""","Weingut Bertani",2007,"MAGNUM","""380,00 €"""
"""Cabreo Il Borgo 2019 1,5 L | SA, CS""","Ambrogio e Giovanni Folonari",2019,"MAGNUM","""145,00 €"""
"""Ilatraia 2013 1,5 L | PV, CS, CF""","Brancaia",2013,"MAGNUM","""205,00 €"""
"""Tignanello 2013 1,5 L | SG, CS, CF""","Tenuta Tignanello - Antinori",2013,"MAGNUM","""435,00 €"""
"""Modus 1998 Ruffino 1,5 L | SG, CS, ME""","Ruffino",1998,"MAGNUM","""199,00 €"""
"""CR 1 Redstone Reserve 2016 3,0 L I CS, COT""","""Capelands Estate, Somerset West, Südafrika""",2016,"JEROBOAM","""165,00 €"""
"""Merlot-Lagrein Graf 2021 5,0 L""","Kellerei Meran",2021,"5L","""225,00 €"""
"""Amarone della Valpolicella """"Costasera"""" 2009 6,0 L""","Masi",2009,"6L","""1.100,00 €"""
