name,winery,vintage,size,price
Wine of Lebanon,Château Musar – Gaston Hochar,2016.0,BOTTLE,105
Wine of Lebanon,Château Musar – Gaston Hochar,2007.0,BOTTLE,129
Wine of Lebanon,Château Musar – Gaston Hochar,2003.0,BOTTLE,148
Bin 389 2019 ,Penfolds,2019.0,BOTTLE,106
"Praeclarus Brut 1,5 L ",Kellerei St. Pauls,,MAGNUM,92
"Arunda Cuvée Marianna Extra Brut 1 ,5 L ",Sektkellerei Arunda,,MAGNUM,95
"Ca’ del Bosco Rosé Annamaria Clementi Vintage 2012 Extra Brut 1,5 L ",Ca’ del Bosco,2012.0,MAGNUM,345
"Champagne Signature Brut 1,5 L ",Huguenot - Tassin,,MAGNUM,105
"Ca’ del Bosco Cuvée Prestige Rosé Brut 1,5 L PN, CH",Ca’ del Bosco,,MAGNUM,86
"Terlaner Cuvée 1,5 L ",Kellerei Terlan,2022.0,MAGNUM,82
"Terlaner Cuvée 1,5 L ",Kellerei Terlan,2020.0,MAGNUM,98
"Terlaner Cuvée 1,5 L ",Kellerei Terlan,2018.0,MAGNUM, 125
"Terlaner Cuvée 1,5 L ",Kellerei Terlan,2017.0,MAGNUM, 135
"Sauvignon Quarz Riserva 1,5 L",Kellerei Terlan,2020.0,MAGNUM,150
"Sauvignon Quarz Riserva 1,5 L",Kellerei Terlan,2018.0,MAGNUM,190
"Sauvignon Quarz Riserva 1,5 L",Kellerei Terlan,2017.0,MAGNUM,195
"Sauvignon Quarz Riserva 1,5 L",Kellerei Terlan,2015.0,MAGNUM,215
"Sauvignon Quarz Riserva 1,5 L",Kellerei Terlan,2014.0,MAGNUM,225
"Sauvignon Quarz Riserva 1,5 L",Kellerei Terlan,2013.0,MAGNUM,235
"Sauvignon Sanct Valentin 2022 1,5 L",Kellerei St. Michael Eppan,2022.0,MAGNUM,81
"Nova Domus Terlaner Riserva 1,5 L ",Kellerei Terlan,2015.0,MAGNUM,205
"Nova Domus Terlaner Riserva 1,5 L ",Kellerei Terlan,2014.0,MAGNUM,215
"Nova Domus Terlaner Riserva 1,5 L ",Kellerei Terlan,2013.0,MAGNUM,225
"Weissburgunder Sirmian 2017 1,5 L",Kellerei Nals Margreid,2017.0,MAGNUM,130
"Weissburgunder Vorberg Riserva 1,5 L",Kellerei Terlan,2017.0,MAGNUM,138
"Weissburgunder Vorberg Riserva 1,5 L",Kellerei Terlan,2015.0,MAGNUM, 158
"Weissburgunder Vorberg Riserva 1,5 L",Kellerei Terlan,2014.0,MAGNUM, 169
"Weissburgunder Vorberg Riserva 1,5 L",Kellerei Terlan,2013.0,MAGNUM,180
"Chardonnay Lafóa 2022 1,5 L",Kellerei Schreckbichl,2022.0,MAGNUM,115
"Chardonnay Burgum Novum 2017 1,5 L",Weingut Castelfeder,2017.0,MAGNUM,125
"Kerner Aristos 2022 1,5 L",Kellerei Eisacktal,2022.0,MAGNUM,78
"Pic Chablis 1er Cru 2012 1,5 L",Domaine Régnard,2012.0,MAGNUM,350
"Vigna Toren Riserva 2018 1,5 L",Schlosskellerei Tiefenbrunner,2018.0,MAGNUM,325
"Linticlarus Riserva 2019 1,5 L ",Schlosskellerei Tiefenbrunner,2019.0,MAGNUM,135
"Composition Reif 1,5 L ",Weingut Erbhof Unterganzner,2020.0,MAGNUM,175
"Composition Reif 1,5 L ",Weingut Erbhof Unterganzner,2019.0,MAGNUM,185
"Lagrein Mirell Riserva 2020 1,5 L",Ansitz Waldgries,2020.0,MAGNUM,130
"Lamarein 1,5 L",Weingut Erbhof Unterganzner,2021.0,MAGNUM,245
"Lamarein 1,5 L",Weingut Erbhof Unterganzner,2022.0,MAGNUM,235
"Tor di Lupo Lagrein Riserva 1,5 L",Kellerei Andrian,2014.0,MAGNUM,165
"Tor di Lupo Lagrein Riserva 1,5 L",Kellerei Andrian,2013.0,MAGNUM, 175
"Sanct Valentin Pinot Noir Riserva 2018 1,5 L",Kellerei St. Michael Eppan,2018.0,MAGNUM,130
"Taber Lagrein Riserva 1999 1,5 L",Kellerei Bozen,1999.0,MAGNUM,189
Porphyr Lagrein Riserva 2020,Kellerei Terlan,2020.0,MAGNUM,149
Porphyr Lagrein Riserva 2020,Kellerei Terlan,2020.0,JEROBOAM,310
"Monticol Riserva 2020 1,5 L",Kellerei Terlan,2020.0,MAGNUM,110
"Merlot Mervin 2005 1,5 L",Kellerei Meran,2005.0,MAGNUM,105
"Amistar Rosso 2014 1,5 L",Weingut Peter Sölva,2014.0,MAGNUM,145
Terra di Monteverro 2019 ,Weingut Monteverro,2019.0,MAGNUM,165
Terra di Monteverro 2019 ,Weingut Monteverro,2019.0,JEROBOAM,330
"Concerto di Fonterutoli 1,5 L ",Mazzei Castello di Fonterutoli,,MAGNUM,199
"Kairos Cuvée 2019 1,5 L",Zýmē di Celestino Gaspari,2019.0,MAGNUM,205
"Amarone della Valpolicella Classico 2007 1,5 L",Weingut Bertani,2007.0,MAGNUM,380
"Cabreo Il Borgo 2019 1,5 L ",Ambrogio e Giovanni Folonari,2019.0,MAGNUM,145
"Ilatraia 2013 1,5 L ",Brancaia,2013.0,MAGNUM,205
"Tignanello 2013 1,5 L ",Tenuta Tignanello - Antinori,2013.0,MAGNUM,435
"Modus 1998 Ruffino 1,5 L ",Ruffino,1998.0,MAGNUM,199
"CR 1 Redstone Reserve 2016 3,0 L I CS, COT",Capelands Estate,2016.0,JEROBOAM,165
"Merlot-Lagrein Graf 2021 5,0 L",Kellerei Meran,2021.0,5L,225
"Amarone della Valpolicella Costasera 2009 6,0 L",Masi,2009.0,6L,1.100
