external_id,name,winery_name,type,storage_area,size,vintage,price,info,quantity,internal_notes
,Brunello di Montalcino Riserva Biondi Santi,Brunello di Montalcino Riserva Biondi Santi,,,BOTTLE,2016.0,110000.0,,50,
,Tignanello Antinori,Tignanello Antinori,,,BOTTLE,2020.0,20000.0,,50,
,Guado al Tasso Antinori,Guado al Tasso Antinori,,,BOTTLE,2020.0,22000.0,,50,
,Luce Della Vite Frescobaldi,Luce Della Vite Frescobaldi,,,BOTTLE,2016.0,24000.0,,50,
,Biserno (Cab. F.–Mer.–Cab. S.–Petit Verdot) Tenuta di Biserno Lodovico Antinori,Biserno (Cab. F.–Mer.–Cab. S.–Petit Verdot) Tenuta di Biserno Lodovico Antinori,,,BOTTLE,2019.0,25000.0,,50,
,Dedicato a Walter (Cabernet Franc) Poggio al Tesoro,Dedicato a Walter (Cabernet Franc) Poggio al Tesoro,,,BOTTLE,2015.0,27000.0,,50,
,Sassicaia (Cab. Sauv.–Cab. Franc) Tenuta San Guido,Sassicaia (Cab. Sauv.–Cab. Franc) Tenuta San Guido,,,BOTTLE,2019.0,41000.0,,50,
,Ornellaia (Cab. Sauv.– Mer.–Cab. F.–Petit Verdot) Tenuta dell'Ornellaia,Ornellaia (Cab. Sauv.– Mer.–Cab. F.–Petit Verdot) Tenuta dell'Ornellaia,,,BOTTLE,2019.0,37000.0,,50,
,Ornellaia (Cab. Sauv.– Mer.–Cab. F.–Petit Verdot) Tenuta dell'Ornellaia,Ornellaia (Cab. Sauv.– Mer.–Cab. F.–Petit Verdot) Tenuta dell'Ornellaia,,,BOTTLE,2020.0,37000.0,,50,
,"Chianti Classico Vigneto ""Bellavista"" Castello di Ama","Chianti Classico Vigneto ""Bellavista"" Castello di Ama",,,BOTTLE,2015.0,32000.0,,50,
,"Chianti Classico Vigneto ""La Casuccia"" Castello di Ama","Chianti Classico Vigneto ""La Casuccia"" Castello di Ama",,,BOTTLE,2013.0,32000.0,,50,
,Palazzi Tenuta di Trinoro,Palazzi Tenuta di Trinoro,,,BOTTLE,2015.0,39000.0,,50,
,Massetino Tenuta dell'Ornellaia,Massetino Tenuta dell'Ornellaia,,,BOTTLE,2020.0,58000.0,,50,
,Solaia Antinori,Solaia Antinori,,,BOTTLE,2020.0,58500.0,,50,
,Solaia Antinori,Solaia Antinori,,,BOTTLE,2019.0,56000.0,,50,
,Solaia Antinori,Solaia Antinori,,,BOTTLE,2015.0,70000.0,,50,
,Solaia Antinori,Solaia Antinori,,,BOTTLE,2010.0,59000.0,,50,
,Matarocchio Antinori,Matarocchio Antinori,,,BOTTLE,2017.0,75000.0,,50,
,Lodovico Tenuta Di Biserno,Lodovico Tenuta Di Biserno,,,BOTTLE,2019.0,120000.0,,50,
,Masseto (Merlot) Tenuta dell'Ornellaia,Masseto (Merlot) Tenuta dell'Ornellaia,,,BOTTLE,2017.0,120000.0,,50,
,Masseto (Merlot) Tenuta dell'Ornellaia,Masseto (Merlot) Tenuta dell'Ornellaia,,,BOTTLE,2018.0,120000.0,,50,
,Masseto (Merlot) Tenuta dell'Ornellaia,Masseto (Merlot) Tenuta dell'Ornellaia,,,BOTTLE,2019.0,135000.0,,50,
,Montiano (Merlot) Cotarella,Montiano (Merlot) Cotarella,,,BOTTLE,2019.0,14500.0,,50,
,Gutturnio Riserva Tenuta Pozzolo,Gutturnio Riserva Tenuta Pozzolo,,,BOTTLE,2019.0,2700.0,,50,
,Cumaro Rosso Conero Riserva (Montepulciano) Umani Ronchi,Cumaro Rosso Conero Riserva (Montepulciano) Umani Ronchi,,,BOTTLE,2018.0,4800.0,,50,
,Pelago (Cab. Sauv–Montepulciano–Merlot) Umani Ronchi,Pelago (Cab. Sauv–Montepulciano–Merlot) Umani Ronchi,,,BOTTLE,2018.0,6500.0,,50,
,Mossone (Merlot) Stefano Antonucci,Mossone (Merlot) Stefano Antonucci,,,BOTTLE,2018.0,9000.0,,50,
,"Primitivo di Manduria ""Rosso di Vespa” Bruno Vespa","Primitivo di Manduria ""Rosso di Vespa” Bruno Vespa",,,BOTTLE,2021.0,3200.0,,50,
,"Primitivo di Manduria “Raccontami"" Bruno Vespa","Primitivo di Manduria “Raccontami"" Bruno Vespa",,,BOTTLE,2019.0,6000.0,,50,
,Harmonium (Nero d'Avola) Firriato,Harmonium (Nero d'Avola) Firriato,,,BOTTLE,2018.0,4900.0,,50,
,Reseca (Nerello mascalese) Gulfi,Reseca (Nerello mascalese) Gulfi,,,BOTTLE,2015.0,5100.0,,50,
,Pino' (Pinot nero) Gulfi,Pino' (Pinot nero) Gulfi,,,BOTTLE,2015.0,11500.0,,50,
,Etna Rosso Munjebel Frank Cornlissen,Etna Rosso Munjebel Frank Cornlissen,,,BOTTLE,2021.0,7700.0,,50,
,Syrah Maroccoli Planeta,Syrah Maroccoli Planeta,,,BOTTLE,2018.0,6000.0,,50,
,Santa Cecilia (Nero d'avola) Planeta,Santa Cecilia (Nero d'avola) Planeta,,,BOTTLE,2018.0,6000.0,,50,
,Terre Brune (Carignano del Sulcis) Santadi,Terre Brune (Carignano del Sulcis) Santadi,,,BOTTLE,2018.0,9500.0,,50,
,Turriga (Cannonau-Carignano) Argiolas,Turriga (Cannonau-Carignano) Argiolas,,,BOTTLE,2018.0,15000.0,,50,
,Bourgogne Terres de Famille Domaine de la Vougeraie,Bourgogne Terres de Famille Domaine de la Vougeraie,,,BOTTLE,2020.0,6800.0,,50,
,Bourgogne Hautes Cotes De Beaune Domaine Lucien Jacob,Bourgogne Hautes Cotes De Beaune Domaine Lucien Jacob,,,BOTTLE,2019.0,9500.0,,50,
,Volnay 1er Cru Robardelle Reyane & Pascal Bouley,Volnay 1er Cru Robardelle Reyane & Pascal Bouley,,,BOTTLE,2019.0,11500.0,,50,
,Pommard Reyane & Pascal Bouley,Pommard Reyane & Pascal Bouley,,,BOTTLE,2019.0,11500.0,,50,
,Pommard Chanson,Pommard Chanson,,,BOTTLE,2021.0,13000.0,,50,
,Nuits-Saint-Georges Chanson,Nuits-Saint-Georges Chanson,,,BOTTLE,2017.0,11200.0,,50,
,Nuits-Saint-Georges Aurelien Verdet,Nuits-Saint-Georges Aurelien Verdet,,,BOTTLE,2019.0,14000.0,,50,
,Morey Saint Denis Aurelien Verdet,Morey Saint Denis Aurelien Verdet,,,BOTTLE,2019.0,16000.0,,50,
,Volnay 1er Cru Fremiets Marchand Tawse,Volnay 1er Cru Fremiets Marchand Tawse,,,BOTTLE,2018.0,21000.0,,50,
,Le Corton Grand Cru Bouchard,Le Corton Grand Cru Bouchard,,,BOTTLE,2016.0,37500.0,,50,
,Bonnes Mares Grand Cru Lucien de Moine,Bonnes Mares Grand Cru Lucien de Moine,,,BOTTLE,2015.0,83000.0,,50,
,Nuits St. Georges 1er Cru Domaine Des Perdrix,Nuits St. Georges 1er Cru Domaine Des Perdrix,,,BOTTLE,2013.0,25000.0,,50,
,Chorey les Beaune LeRoy,Chorey les Beaune LeRoy,,,BOTTLE,1999.0,1.7,,50,
,Vacqueyras Le Village Montirius,Vacqueyras Le Village Montirius,,,BOTTLE,2020.0,5000.0,,50,
,Chateauneuf-du-Pape Clos de L'oratoire,Chateauneuf-du-Pape Clos de L'oratoire,,,BOTTLE,2020.0,12000.0,,50,
,Cote-Rotie' Domanie Burgaud,Cote-Rotie' Domanie Burgaud,,,BOTTLE,2017.0,17000.0,,50,
,Chateau Clarke Edmond de Rothschild,Chateau Clarke Edmond de Rothschild,,,BOTTLE,2012.0,7500.0,,50,
,Boidron St-Georges St-Emilion Chateau Calon,Boidron St-Georges St-Emilion Chateau Calon,,,BOTTLE,2010.0,6000.0,,50,
,Chateau La Roque Famille Beaumartin,Chateau La Roque Famille Beaumartin,,,BOTTLE,2017.0,9000.0,,50,
,Malbec Alta Vista,Malbec Alta Vista,,,BOTTLE,2020.0,4600.0,,50,
,Merlot Castello di Buttrio,Merlot Castello di Buttrio,,,BOTTLE,2019.0,12000.0,,50,
,Merlot Vistorta Conte Brandolini,Merlot Vistorta Conte Brandolini,,,BOTTLE,2013.0,13000.0,,50,
,Braida Nuova Borgo Conventi,Braida Nuova Borgo Conventi,,,BOTTLE,2013.0,8700.0,,50,
,"Valpolicella “Ripasso” Palazzo delle Torre"" Allegrini","Valpolicella “Ripasso” Palazzo delle Torre"" Allegrini",,,BOTTLE,2019.0,10000.0,,50,
,Valpolicella Ripasso Zenato,Valpolicella Ripasso Zenato,,,BOTTLE,2018.0,12500.0,,50,
,Venegazzù della Casa Loredan Gasparini,Venegazzù della Casa Loredan Gasparini,,,BOTTLE,2018.0,11000.0,,50,
,Venegazzù Capo di Stato Loredan Gasparini,Venegazzù Capo di Stato Loredan Gasparini,,,BOTTLE,2016.0,24000.0,,50,
,Amarone della Valpolicella Allegrini,Amarone della Valpolicella Allegrini,,,BOTTLE,2017.0,27000.0,,50,
,Amarone Costasera Riserva Masi,Amarone Costasera Riserva Masi,,,BOTTLE,2016.0,37000.0,,50,
,Blauburgunder Riserva Mazon Hofstätter,Blauburgunder Riserva Mazon Hofstätter,,,BOTTLE,2019.0,17500.0,,50,
,"Blauburgunder Barthenau ""Vigna S.Urbano"" Hofstätter","Blauburgunder Barthenau ""Vigna S.Urbano"" Hofstätter",,,BOTTLE,2013.0,29000.0,,50,
,Lagrein Riserva Taber Cant. Bolzano,Lagrein Riserva Taber Cant. Bolzano,,,BOTTLE,2018.0,19000.0,,50,
,Barbaresco Asili Ca Del Baio,Barbaresco Asili Ca Del Baio,,,BOTTLE,2019.0,23000.0,,50,
,Barolo Castiglione Vietti,Barolo Castiglione Vietti,,,BOTTLE,2019.0,22000.0,,50,
,Barolo Brunate Ceretto,Barolo Brunate Ceretto,,,BOTTLE,2016.0,43000.0,,50,
,Barolo Bussia Ceretto,Barolo Bussia Ceretto,,,BOTTLE,2015.0,55000.0,,50,
,Barbaresco Masseria Vietti,Barbaresco Masseria Vietti,,,BOTTLE,2019.0,48000.0,,50,
,Pino di Biserno Tenuta di Biserno Lodovico Antinori,Pino di Biserno Tenuta di Biserno Lodovico Antinori,,,BOTTLE,2020.0,24000.0,,50,
,Cabreo Rosso il Borgo Folonari,Cabreo Rosso il Borgo Folonari,,,BOTTLE,2018.0,17000.0,,50,
,Tignanello Antinori,Tignanello Antinori,,,BOTTLE,2020.0,45000.0,,50,
,Brunello di Montalcino Pian Delle Vigne Antinori,Brunello di Montalcino Pian Delle Vigne Antinori,,,BOTTLE,2018.0,22000.0,,50,
,Brunello di Montalcino Biondi Santi,Brunello di Montalcino Biondi Santi,,,BOTTLE,2017.0,85000.0,,50,
,Biserno (Cab. F.–Merlot–Cab. Sauv.–Petit Verdot) Tenuta di Biserno Lodovico Antinori,Biserno (Cab. F.–Merlot–Cab. Sauv.–Petit Verdot) Tenuta di Biserno Lodovico Antinori,,,BOTTLE,2016.0,69000.0,,50,
,Biserno (Cab. F.–Merlot–Cab. Sauv.–Petit Verdot) Tenuta di Biserno Lodovico Antinori,Biserno (Cab. F.–Merlot–Cab. Sauv.–Petit Verdot) Tenuta di Biserno Lodovico Antinori,,,BOTTLE,2020.0,69000.0,,50,
,Sassicaia (Cab. Sauv.–Cab. Franc) Tenuta San Guido,Sassicaia (Cab. Sauv.–Cab. Franc) Tenuta San Guido,,,BOTTLE,2019.0,98000.0,,50,
,Sassicaia (Cab. Sauv.–Cab. Franc) Tenuta San Guido,Sassicaia (Cab. Sauv.–Cab. Franc) Tenuta San Guido,,,BOTTLE,2018.0,90000.0,,50,
,Sassicaia (Cab. Sauv.–Cab. Franc) Tenuta San Guido,Sassicaia (Cab. Sauv.–Cab. Franc) Tenuta San Guido,,,BOTTLE,2007.0,98000.0,,50,
,Sassicaia (Cab. Sauv.–Cab. Franc) Tenuta San Guido,Sassicaia (Cab. Sauv.–Cab. Franc) Tenuta San Guido,,,BOTTLE,2006.0,98000.0,,50,
,Sassicaia (Cab. Sauv.–Cab. Franc) Tenuta San Guido,Sassicaia (Cab. Sauv.–Cab. Franc) Tenuta San Guido,,,BOTTLE,2005.0,98000.0,,50,
,Solaia Antinori,Solaia Antinori,,,BOTTLE,2016.0,115000.0,,50,
,Lodovico Tenuta di Biserno Lodovico Antinori,Lodovico Tenuta di Biserno Lodovico Antinori,,,BOTTLE,2019.0,180000.0,,50,
,Lodovico Tenuta di Biserno Lodovico Antinori,Lodovico Tenuta di Biserno Lodovico Antinori,,,BOTTLE,2015.0,270000.0,,50,
,Masseto (Merlot) Tenuta dell’Ornellaia,Masseto (Merlot) Tenuta dell’Ornellaia,,,BOTTLE,2015.0,270000.0,,50,
,Gevrey-Chambertin Alain Jeanniard,Gevrey-Chambertin Alain Jeanniard,,,BOTTLE,2019.0,26400.0,,50,
,Nuits-Saint-Georges 1er Cru Domaine de la Vougeraie,Nuits-Saint-Georges 1er Cru Domaine de la Vougeraie,,,BOTTLE,2019.0,33000.0,,50,
,Nuits-Saint-Georges 1er Cru Alain Michelot,Nuits-Saint-Georges 1er Cru Alain Michelot,,,BOTTLE,1996.0,59000.0,,50,
,Les 8 Ouvrées 1er Cru Domaine Des Perdrix,Les 8 Ouvrées 1er Cru Domaine Des Perdrix,,,BOTTLE,2013.0,62500.0,,50,
,Rosè Et Or (6 litri) Minuty,Rosè Et Or (6 litri) Minuty,,,MATHUSALEM,2018.0,45000.0,,50,
,Blauburgunder Riserva Mazon (3litri) Hofstätter,Blauburgunder Riserva Mazon (3litri) Hofstätter,,,JEROBOAM,2018.0,36000.0,,50,
,"Blauburgunder Barthenau ""Vigna S. Urbano"" (3litri) Hofstätter","Blauburgunder Barthenau ""Vigna S. Urbano"" (3litri) Hofstätter",,,JEROBOAM,2005.0,46000.0,,50,
,Lagrein Dunkel Collection (3litri) Cantina Gries,Lagrein Dunkel Collection (3litri) Cantina Gries,,,JEROBOAM,2018.0,18000.0,,50,
,Valpolicella “Ripasso” Campofiorin (3litri) Masi,Valpolicella “Ripasso” Campofiorin (3litri) Masi,,,JEROBOAM,2015.0,18000.0,,50,
,Le Volte Dell'Ornellaia Tenuta dell'Ornellaia,Le Volte Dell'Ornellaia Tenuta dell'Ornellaia,,,BOTTLE,2021.0,22000.0,,50,
,La Vite Lucente (3 Litri) Frescobaldi,La Vite Lucente (3 Litri) Frescobaldi,,,JEROBOAM,2020.0,30000.0,,50,
,Brunello di Montalcino Castel Giocondo Frescobaldi,Brunello di Montalcino Castel Giocondo Frescobaldi,,,BOTTLE,2018.0,38000.0,,50,
,Le Serre Nuove (3litri) Tenuta dell'Ornellaia,Le Serre Nuove (3litri) Tenuta dell'Ornellaia,,,JEROBOAM,2019.0,45000.0,,50,
,Mormoreto (3litri) Frescobaldi,Mormoreto (3litri) Frescobaldi,,,JEROBOAM,1997.0,77000.0,,50,
,Tignanello (3 Litri) Antinori,Tignanello (3 Litri) Antinori,,,JEROBOAM,2020.0,88500.0,,50,
,Luce Della Vite (3 Litri) Frescobaldi,Luce Della Vite (3 Litri) Frescobaldi,,,JEROBOAM,2019.0,91000.0,,50,
,Les 5 1er Cru (3litri) Domaine des Perdrix,Les 5 1er Cru (3litri) Domaine des Perdrix,,,JEROBOAM,2009.0,86200.0,,50,
,Ornellaia (3 Litri) Tenuta dell'Ornellaia,Ornellaia (3 Litri) Tenuta dell'Ornellaia,,,JEROBOAM,2019.0,174000.0,,50,
,Sassicaia (3litri) Tenuta San Guido,Sassicaia (3litri) Tenuta San Guido,,,JEROBOAM,2004.0,195000.0,,50,
,Lodovico (3litri) Tenuta di Biserno,Lodovico (3litri) Tenuta di Biserno,,,JEROBOAM,2017.0,250000.0,,50,
,Le Volte (6 litri) Tenuta Sdell'Ornellaia,Le Volte (6 litri) Tenuta Sdell'Ornellaia,,,MATHUSALEM,2017.0,45000.0,,50,
,La Vite Lucente (6 Litri) Frescobaldi,La Vite Lucente (6 Litri) Frescobaldi,,,MATHUSALEM,2020.0,60000.0,,50,
,Guidalberto (6 litri) Tenuta San Guido,Guidalberto (6 litri) Tenuta San Guido,,,MATHUSALEM,2017.0,115000.0,,50,
,Ornellaia (6 litri) Tenuta dell’Ornellaia,Ornellaia (6 litri) Tenuta dell’Ornellaia,,,MATHUSALEM,2015.0,415000.0,,50,
,Venegazzù della Casa (12litri) Loredan Gasparini,Venegazzù della Casa (12litri) Loredan Gasparini,,,BALTHAZAR,2015.0,120000.0,,50,
,Pinot Grigio Lis Neris,Pinot Grigio Lis Neris,,,BOTTLE,2021.0,1600.0,,50,
,Laurent-Perrier Brut ,Laurent-Perrier Brut ,,,BOTTLE,,4100.0,,50,
,Blauburgunder Hofstätter,Blauburgunder Hofstätter,,,BOTTLE,2020.0,1800.0,,50,
,Cabernet Sauvignon Lis Neris,Cabernet Sauvignon Lis Neris,,,BOTTLE,2019.0,1900.0,,50,
,Barolo Castiglione Vietti,Barolo Castiglione Vietti,,,BOTTLE,2019.0,5500.0,,50,
,Venegazzù della Casa Loredan Gasparini,Venegazzù della Casa Loredan Gasparini,,,BOTTLE,2018.0,3000.0,,50,
,Venegazzù Capo di Stato Loredan Gasparini,Venegazzù Capo di Stato Loredan Gasparini,,,BOTTLE,2016.0,5400.0,,50,
,"Chianti Classico ""Pèppoli"" Antinori","Chianti Classico ""Pèppoli"" Antinori",,,BOTTLE,2022.0,5400.0,,50,
,Brunello di Montalcino Castel Giocondo Frescobaldi,Brunello di Montalcino Castel Giocondo Frescobaldi,,,BOTTLE,2016.0,4900.0,,50,
,Amarone della Valpolicella Costasera Masi,Amarone della Valpolicella Costasera Masi,,,BOTTLE,2017.0,6600.0,,50,
,Luce Della Vite Frescobaldi,Luce Della Vite Frescobaldi,,,BOTTLE,2015.0,9500.0,,50,
,Ornellaia (Cab. Sauv.– Mer.–Cab. F.–Petit Verdot) Tenuta dell’Ornellaia,Ornellaia (Cab. Sauv.– Mer.–Cab. F.–Petit Verdot) Tenuta dell’Ornellaia,,,BOTTLE,2019.0,21000.0,,50,
,Ramandolo 500 ml Ronco Vieri,Ramandolo 500 ml Ronco Vieri,,,HALF_LITER,2018.0,2600.0,,50,
,"Recioto di Soave ""Le Colombare"" 500 ml Pieropan","Recioto di Soave ""Le Colombare"" 500 ml Pieropan",,,HALF_LITER,2018.0,5200.0,,50,
,Maximo (Botrytis Cinerea) 375 ml Umani Ronchi,Maximo (Botrytis Cinerea) 375 ml Umani Ronchi,,,HALF_BOTTLE,2014.0,4300.0,,50,
,Angialis 375 ml Argiolas,Angialis 375 ml Argiolas,,,HALF_BOTTLE,2016.0,7500.0,,50,
,Eiswein 375 ml Edith Michlits,Eiswein 375 ml Edith Michlits,,,HALF_BOTTLE,2018.0,6900.0,,50,
,Sauternes 375 ml Ier Grand Cru Chateau Guiraud,Sauternes 375 ml Ier Grand Cru Chateau Guiraud,,,HALF_BOTTLE,2017.0,9000.0,,50,
