external_id,full_details,type,quantity,internal_notes,price
v.1765.1988.b,"Château Calon Ségur, Château Calon Ségur 3ème G.C.C., 1988, 750 ml",RED,2,60,240
v.36846.2010.b,"Château Calon, Château Calon, 2010, 750 ml",RED,2,18,70
v.33685.1990.b,"Château Canon, Château Canon 1er G.C.C. ""B"", 1990, 750 ml",RED,1,45,180
v.39158.1989.b,"Château Canon-Moueix, Château Canon-Moueix, 1989, 750 ml",RED,1,35,130
v.83021.2020.b,"Château Carbonneau, La Verrière, 2020, 750 ml",RED,5,10,50
v.83021.2021.b,"Château Carbonneau, La Verrière, 2021, 750 ml",RED,21,10,48
v.4196.2000.b,"Château Chasse Spleen, Château Chasse Spleen Cru Bourg. Except., 2000, 750 ml",RED,2,35,120
v.37626.1990.b,"Château Citran, Château Citran, 1990, 750 ml",RED,1,20,80
v.8934.1986.b,"Château Clarke, Château Clarke Cru Bourgeois, 1986, 750 ml",RED,4,14,75
v.8934.1990.b,"Château Clarke, Château Clarke Cru Bourgeois, 1990, 750 ml",RED,1,10,70
v.1746.1989.b,"Château Cos d'Estournel, Château Cos d'Estournel 2ème G.C.C., 1989, 750 ml",RED,1,100,340
v.1746.1990.b,"Château Cos d'Estournel, Château Cos d'Estournel 2ème G.C.C., 1990, 750 ml",RED,1,110,350
v.17909.2012.b,"Château d'Arlay, Côtes du Jura Blanc Tradition, 2012, 750 ml",WHITE,3,14,55
v.84732.2011.b,"Château de la Velle, Meursault Clos de la Velle, 2011, 750 ml",WHITE,3,25,110
v.17560.2016.b,"Château de Roquefort, Bouches-du-Rhône Petit Salé de Villeneuve, 2016, 750 ml",WHITE,6,10,50
v.5385.2004.b,"Château de Roquefort, Côtes de Provence Les Mûres, 2004, 750 ml",RED,3,20,65
v.5385.2014.b,"Château de Roquefort, Côtes de Provence Les Mûres, 2014, 750 ml",RED,1,12,50
v.33056.2000.b,"Château de Roquefort, Côtes de Provence Rubrum Obscurum, 2000, 750 ml",RED,1,10,55
v.17596.1996.b,"Château d'Issan, Château d'Issan 3ème G.C.C., 1996, 750 ml",RED,4,40,140
v.14246.2005.b,"Château du Domaine de l'Eglise, Château du Domaine de l'Eglise, 2005, 750 ml",RED,3,25,100
v.83912.1990.b,"Château Fortia, Châteauneuf-du-Pape Rouge, 1990, 750 ml",RED,1,55,190
v.60049.1997.b,"Château Fuissé, Pouilly-Fuissé Le Clos Monopole, 1997, 750 ml",WHITE,3,32,120
v.36305.1990.b,"Château Fuissé, Saint-Véran, 1990, 750 ml",WHITE,2,45,140
v.36305.1996.b,"Château Fuissé, Saint-Véran, 1996, 750 ml",WHITE,1,38,120
v.9009.1996.b,"Château Gazin, Château Gazin, 1996, 750 ml",RED,4,32,135
v.9009.2006.b,"Château Gazin, Château Gazin, 2006, 750 ml",RED,1,25,100
v.11202.2015.b,"Château Grand Barrail Lamarzelle Figeac, Château Grand Barrail Lamarzelle Figeac Grand Cru, 2015, 750 ml",RED,1,60,300
v.10088.1990.b,"Château Grand-Mayne, Château Grand-Mayne Grand Cru Classé, 1990, 750 ml",RED,2,35,140
v.45095.2001.b,"Château Grand-Puy Ducasse, Château Grand-Puy Ducasse Grand Cru Classé, 2001, 750 ml",RED,1,22,90
v.7993.1982.b,"Château Gruaud-Larose, Château Gruaud-Larose 2ème G.C.C., 1982, 750 ml",RED,2,130,420
v.7993.1986.b,"Château Gruaud-Larose, Château Gruaud-Larose 2ème G.C.C., 1986, 750 ml",RED,2,50,200
v.1735.1986.b,"Château Haut Brion, Château Haut Brion Rouge 1er G.Cru Classé, 1986, 750 ml",RED,1,180,600
v.4329.1988.b,"Château Haut-Marbuzet, Château Haut-Marbuzet, 1988, 750 ml",RED,2,32,120
v.4329.1990.b,"Château Haut-Marbuzet, Château Haut-Marbuzet, 1990, 750 ml",RED,1,38,130
v.4329.1996.b,"Château Haut-Marbuzet, Château Haut-Marbuzet, 1996, 750 ml",RED,3,32,110
v.4329.2008.b,"Château Haut-Marbuzet, Château Haut-Marbuzet, 2008, 750 ml",RED,1,10,100
v.1780.2011.b,"Château La Mission Haut-Brion, Château La Mission Haut-Brion Rouge Cru Classé des Graves, 2011, 750 ml",RED,2,75,290
v.1671.1998.b,"Château La Nerthe, Châteauneuf-du-Pape Blanc Château La Nerthe, 1998, 750 ml",WHITE,1,25,100
v.9012.1999.b,"Château La Tour Haut Brion, Château La Tour Haut-Brion Cru Classé des Graves, 1999, 750 ml",RED,1,35,130
v.1768.1962.c,"Château Lafite Rothschild, Château Lafite Rothschild 1er G.Cru Classé, 1962, 1500 ml",RED,1,800,3000
v.1768.1990.b,"Château Lafite Rothschild, Château Lafite Rothschild 1er G.Cru Classé, 1990, 750 ml",RED,1,500,1600
v.1768.2000.b,"Château Lafite Rothschild, Château Lafite Rothschild 1er G.Cru Classé, 2000, 750 ml",RED,1,600,2000
v.1768.2002.b,"Château Lafite Rothschild, Château Lafite Rothschild 1er G.Cru Classé, 2002, 750 ml",RED,2,300,980
v.8096.1983.b,"Château Lascombes, Château Lascombes 2ème G.C.C., 1983, 750 ml",RED,3,35,140
v.3696.1988.b,"Château Latour, Château Latour 1er G.Cru Classé, 1988, 750 ml",RED,1,500,2000
v.3696.1990.b,"Château Latour, Château Latour 1er G.Cru Classé, 1990, 750 ml",RED,1,1000,3300
v.3696.2002.b,"Château Latour, Château Latour 1er G.Cru Classé, 2002, 750 ml",RED,1,400,1600
v.83025.2020.b,"Chateau Le Grand Verdus, Grande Réserve Blanc, 2020, 750 ml",WHITE,9,12,50
v.15654.2016.b,"Château Le Puy, Côtes de Bordeaux Rouge Duc des Nauves, 2016, 750 ml",RED,4,10,55
v.1747.1988.b,"Château Léoville Las Cases, Grand Vin de Léoville du Marquis de Las Cases 2ème G.C.C., 1988, 750 ml",RED,1,130,440
v.1747.1993.b,"Château Léoville Las Cases, Grand Vin de Léoville du Marquis de Las Cases 2ème G.C.C., 1993, 750 ml",RED,1,100,350
v.3698.1989.b,"Château Margaux, Château Margaux 1er G.Cru Classé, 1989, 750 ml",RED,1,500,1700
v.3698.1990.b,"Château Margaux, Château Margaux 1er G.Cru Classé, 1990, 750 ml",RED,1,800,2600
v.3698.2000.b,"Château Margaux, Château Margaux 1er G.Cru Classé, 2000, 750 ml",RED,3,500,1600
v.3698.2002.b,"Château Margaux, Château Margaux 1er G.Cru Classé, 2002, 750 ml",RED,2,480,1550
v.83911.2014.b,"Château Mont-Redon, Châteauneuf-du-Pape Blanc, 2014, 750 ml",WHITE,4,20,60
v.6659.1990.b,"Château Mont-Redon, Châteauneuf-du-Pape Rouge, 1990, 750 ml",RED,2,60,220
v.1739.1989.b,"Château Montrose, Château Montrose 2ème G.C.C., 1989, 750 ml",RED,1,200,600
v.4889.1988.b,"Château Montus, Madiran Château Montus Rouge, 1988, 750 ml",RED,1,37,120
v.1741.1981.b,"Château Mouton Rothschild, Château Mouton-Rothschild 1er G.Cru Classé, 1981, 750 ml",RED,3,420,1500
v.1741.1988.b,"Château Mouton Rothschild, Château Mouton-Rothschild 1er G.Cru Classé, 1988, 750 ml",RED,2,320,1100
v.1741.1990.b,"Château Mouton Rothschild, Château Mouton-Rothschild 1er G.Cru Classé, 1990, 750 ml",RED,4,440,1500
v.1741.2002.b,"Château Mouton Rothschild, Château Mouton-Rothschild 1er G.Cru Classé, 2002, 750 ml",RED,1,440,1500
v.876.1991.b,"Château Musar, Château Musar Red, 1991, 750 ml",RED,1,30,160
v.876.2009.c,"Château Musar, Château Musar Red, 2009, 1500 ml",RED,1,30,180
v.878.1991.b,"Château Musar, Château Musar White, 1991, 750 ml",WHITE,1,60,160
v.878.2008.b,"Château Musar, Château Musar White, 2008, 750 ml",WHITE,1,30,90
v.878.2009.b,"Château Musar, Château Musar White, 2009, 750 ml",WHITE,1,20,80
v.39690.2013.b,"Château Petit-Village, Le Jardin de Petit-Village, 2013, 750 ml",RED,3,14,70
v.1750.1999.b,"Château Pichon-Longueville Baron, Château Pichon-Longueville Baron 2ème G.C.C., 1999, 750 ml",RED,1,50,210
v.15656.2012.b,"Château Pimpine, Château Pimpine, 2012, 750 ml",RED,3,14,60
v.6430.1995.b,"Château Pontet Canet, Château Pontet Canet Grand Cru Classé, 1995, 750 ml",RED,1,32,140
v.8638.1982.b,"Château Rauzan-Gassies, Château Rauzan-Gassies 2ème G.C.C., 1982, 750 ml",RED,5,40,160
v.12661.1989.b,"Château Reynon, Premières Côtes de Bordeaux Château Reynon, 1989, 750 ml",RED,1,10,80
v.12661.1995.b,"Château Reynon, Premières Côtes de Bordeaux Château Reynon, 1995, 750 ml",RED,1,10,80
v.1789.1989.b,"Château Sociando Mallet, Château Sociando Mallet, 1989, 750 ml",RED,2,45,170
v.1789.1990.b,"Château Sociando Mallet, Château Sociando Mallet, 1990, 750 ml",RED,1,45,160
v.1789.1996.b,"Château Sociando Mallet, Château Sociando Mallet, 1996, 750 ml",RED,2,32,110
v.6971.1990.b,"Château Talbot, Château Talbot 4ème G.C.C., 1990, 750 ml",RED,1,50,180
v.10091.1996.b,"Château Troplong Mondot, Château Troplong Mondot Grand Cru Classé, 1996, 750 ml",RED,1,40,150
v.1745.2005.b,"Château Trotte Vieille, Château Trotte Vieille 1er G.Cru Classé, 2005, 750 ml",RED,2,75,230
v.60084.2011.b,"Château Valandraud, Saint-Émilion Virginie de Valandraud Grand Cru, 2011, 750 ml",RED,3,10,55
v.83762.2016.b,"Cherri d’Acquaviva, Passerina, 2016, 750 ml",WHITE,1,10,40
v.61329.2018.b,"Chiara Condello, Sangiovese di Romagna Predappio Riserva Lo Stralisco, 2018, 750 ml",RED,2,58,240
v.34394.2009.b,"Christian Binner, Pinot noir, 2009, 750 ml",RED,5,22,90
v.37126.2017.b,"Cianfagna, Malvasia del Molise Templo, 2017, 750 ml",WHITE,2,8,38
v.12262.2009.b,"Cianfagna, Tintillia del Molise Sator, 2009, 750 ml",RED,3,10,50
v.10598.2013.b,"Cipriano Fedrizzi, Teroldego Rotaliano Etichetta blu, 2013, 750 ml",RED,2,10,50
v.10598.2014.b,"Cipriano Fedrizzi, Teroldego Rotaliano Etichetta blu, 2014, 750 ml",RED,2,10,45
v.83463.2007.b,"Ciro Biondi, Etna Rosso M.I., 2007, 750 ml",RED,1,18,60
v.8976.2006.b,"Ciro Biondi, Etna Rosso Outis, 2006, 750 ml",RED,1,13,50
v.1183.2014.b,"Ciro Picariello, Fiano di Avellino, 2014, 750 ml",WHITE,2,12,55
v.52640.2005.b,"Clarendelle Dillon, Bordeaux Rouge Clarendelle, 2005, 750 ml",RED,2,14,70
v.17992.2009.b,"Clau de Nell, Anjou Cabernet franc, 2009, 750 ml",RED,2,10,50
v.9675.1997.b,"Claude Dugat, Gevrey-Chambertin, 1997, 750 ml",RED,2,60,320
v.6056.2012.b,"Claudio Cipressi, Molise Tintilia Macchiarossa, 2012, 750 ml",RED,3,10,50
v.83913.2000.b,"Clos du Joncuas, Gigondas, 2000, 750 ml",RED,1,10,55
v.55643.2018.b,"Clos Salomon, Montagny Cuvée Le Clou, 2018, 750 ml",WHITE,3,10,55
v.6611.2001.b,"Cloudy Bay, Sauvignon, 2001, 750 ml",WHITE,2,40,120
v.6611.2022.b,"Cloudy Bay, Sauvignon, 2022, 750 ml",WHITE,4,19,65
v.55397.2005.b,"Col Sandago, Wildbacher, 2005, 750 ml",RED,4,10,60
v.83158.1998.b,"Colle Bereto, Il Tocco, 1998, 750 ml",RED,2,14,55
v.5133.2002.b,"Colosi, Nero d'Avola, 2002, 750 ml",RED,2,12,45
v.14369.2000.b,"Colterenzio, Gewürztraminer Cornell, 2000, 750 ml",WHITE,2,10,50
v.6268.2006.b,"Conterno Fantino, Barolo Sorì Ginestra, 2006, 750 ml",RED,1,30,150
v.6268.2014.b,"Conterno Fantino, Barolo Vigna Sorì Ginestra, 2014, 750 ml",RED,1,35,120
v.10586.2005.b,"Contrade di Taurasi, Aglianico, 2005, 750 ml",RED,2,12,60
v.10583.2008.b,"Contrade di Taurasi, Grecomusc', 2008, 750 ml",WHITE,3,9,45
v.10584.2005.b,"Contrade di Taurasi, Taurasi, 2005, 750 ml",RED,2,10,55
v.8807.1997.b,"Coppo, Barbera d'Asti Camp du Rouss, 1997, 750 ml",RED,3,20,80
v.8359.1996.b,"Coppo, Barbera d'Asti Pomorosso, 1996, 750 ml",RED,1,15,70
v.1571.2018.b,"Corinne et Jean-Pierre Grossot, Chablis, 2018, 750 ml",WHITE,2,10,55
v.1571.2019.b,"Corinne et Jean-Pierre Grossot, Chablis, 2019, 750 ml",WHITE,2,10,45
v.3539.2009.b,"Corte Gardoni, Custoza, 2009, 750 ml",WHITE,1,10,45
v.33385.2014.b,"Corte Giara, Amarone della Valpolicella, 2014, 750 ml",RED,1,14,60
v.646.2006.b,"Corte Sant'Alda, Valpolicella Ripasso Campi Magri, 2006, 750 ml",RED,1,10,50
v.58361.2011.b,"Corte Scaletta, Amarone della Valpolicella, 2011, 750 ml",RED,1,24,90
v.58360.2011.b,"Corte Scaletta, Valpolicella Superiore, 2011, 750 ml",RED,2,21,75
v.9417.2014.b,"Cos, Pithos Rosso, 2014, 750 ml",RED,2,8,40
v.14191.2000.b,"Costers del Siurana, Priorat Clos de l'Obac, 2000, 750 ml",RED,2,40,320
v.83553.2001.b,"Costozza, Colli Berici Cabernet, 2001, 750 ml",RED,6,10,40
v.42607.1999.b,"Čotar, Terra Rossa, 1999, 750 ml",RED,1,25,75
v.45676.2014.b,"Cotarella, Montiano, 2014, 750 ml",RED,3,12,60
v.9325.2018.b,"Croce di Febo, Rosso di Montepulciano, 2018, 750 ml",RED,1,10,45
v.16612.2015.b,"D’Orta – De Conciliis, Greco di Tufo Oro, 2015, 750 ml",WHITE,2,8,42
v.257.2003.b,"Damiano Ciolli, Cesanese di Olevano Romano Riserva Cirsium, 2003, 750 ml",RED,3,12,60
v.40345.1999.b,"Damijan Podversič, Collio Bianco, 1999, 750 ml",WHITE,4,20,90
v.40346.1999.b,"Damijan Podversič, Collio Rosso, 1999, 750 ml",RED,1,18,70
v.82842.0.b,"Damijan Podversič, Pinot grigio 2008-2009, 750 ml",WHITE,3,10,58
v.7783.0.b,"Damijan Podversič, Pinot grigio 2015-2016, 750 ml",WHITE,3,12,58
v.6964.2004.b,"Damijan Podversič, Prelit, 2004, 750 ml",RED,1,10,65
v.6964.2007.b,"Damijan Podversič, Prelit, 2007, 750 ml",RED,3,14,65
v.6964.2008.b,"Damijan Podversič, Prelit, 2008, 750 ml",RED,2,10,60
v.6964.2009.b,"Damijan Podversič, Prelit, 2009, 750 ml",RED,1,13,62
v.6964.2012.b,"Damijan Podversič, Prelit, 2012, 750 ml",RED,2,12,60
v.6964.2013.b,"Damijan Podversič, Prelit, 2013, 750 ml",RED,2,13,56
v.9447.2008.c,"Damilano, Barolo Cannubi, 2008, 1500 ml",RED,2,75,240
v.9447.2008.b,"Damilano, Barolo Cannubi, 2008, 750 ml",RED,3,30,125
v.80269.2015.b,"Damoli, Amarone della Valpolicella Classico Checo, 2015, 750 ml",RED,1,19,80
v.69973.2007.b,"Dario Coos, Pignolo, 2007, 750 ml",RED,2,10,45
v.6455.2005.b,"Dario Coos, Refosco dal peduncolo rosso, 2005, 750 ml",RED,1,10,50
v.15094.2006.b,"Dario Raccaro, Collio Bianco, 2006, 750 ml",WHITE,2,12,58
v.10109.2010.b,"Dario Raccaro, Collio Friulano Vigna del Rolat, 2010, 750 ml",WHITE,1,7,52
v.39510.2001.b,"Dario Raccaro, Collio Merlot, 2001, 750 ml",RED,1,10,60
v.39510.2003.c,"Dario Raccaro, Collio Merlot, 2003, 1500 ml",RED,2,42,135
v.10109.2002.b,"Dario Raccaro, Collio Tocai Friulano, 2002, 750 ml",WHITE,1,10,52
v.10109.2005.b,"Dario Raccaro, Collio Tocai Friulano, 2005, 750 ml",WHITE,1,10,50
v.6622.2011.b,"David Duband, Clos de la Roche Grand Cru, 2011, 750 ml",RED,1,50,200
v.62873.2001.b,"Davino Meroi, Dominin Rosso, 2001, 750 ml",RED,1,40,130
v.62873.2006.b,"Davino Meroi, Dominin Rosso, 2006, 750 ml",RED,1,26,125
v.10120.2015.b,"Davino Meroi, Malvasia Zitelle Durì, 2015, 750 ml",WHITE,1,16,85
v.9199.2010.b,"Davino Meroi, Merlot Vigna Dominin, 2010, 750 ml",RED,2,30,140
v.9199.2011.b,"Davino Meroi, Merlot Vigna Dominin, 2011, 750 ml",RED,2,26,110
v.9199.2012.b,"Davino Meroi, Merlot Vigna Dominin, 2012, 750 ml",RED,2,26,110
v.9199.2013.b,"Davino Meroi, Merlot Vigna Dominin, 2013, 750 ml",RED,3,23,85
v.9200.2010.b,"Davino Meroi, Refosco Vigna Dominin, 2010, 750 ml",RED,1,24,125
v.9200.2011.b,"Davino Meroi, Refosco Vigna Dominin, 2011, 750 ml",RED,2,22,100
v.9200.2013.b,"Davino Meroi, Refosco Vigna Dominin, 2013, 750 ml",RED,2,20,90
v.15680.2015.b,"Davino Meroi, Sauvignon Zitelle Barchetta, 2015, 750 ml",WHITE,2,20,70
v.6210.2007.b,"De Conciliis, Naima, 2007, 750 ml",RED,3,18,80
v.6166.2014.b,"De Conciliis, Perella, 2014, 750 ml",WHITE,2,8,42
v.1673.2015.b,"De Ladoucette Château du Nozet, Baron de L, 2015, 750 ml",WHITE,2,26,140
v.68797.2022.b,"De Martin, Vivo, 2022, 750 ml",WHITE,18,10,30
v.30107.2005.b,"De Vescovi Ulzbach, Teroldego Rotaliano, 2005, 750 ml",RED,2,10,50
v.30107.2007.b,"De Vescovi Ulzbach, Teroldego Rotaliano, 2007, 750 ml",RED,2,9,45
v.57430.2019.b,"Decugnano dei Barbi, Orvieto Classico Superiore Mare Antico, 2019, 750 ml",WHITE,2,10,42
v.57430.2021.b,"Decugnano dei Barbi, Orvieto Classico Superiore Mare Antico, 2021, 750 ml",WHITE,6,11,45
v.47665.2001.b,"Denis Montanar, Borc Dodòn Uis Néris, 2001, 750 ml",RED,3,13,65
v.47665.2003.b,"Denis Montanar, Borc Dodòn Uis Néris, 2003, 750 ml",RED,3,12,60
v.47665.2015.b,"Denis Montanar, Borc Dodòn Uis Néris, 2015, 750 ml",RED,11,10,45
v.47663.2013.b,"Denis Montanar, Merlot Borc Dodòn, 2013, 750 ml",RED,1,8,50
v.47663.2015.b,"Denis Montanar, Merlot Borc Dodòn, 2015, 750 ml",RED,1,10,45
v.47663.2017.b,"Denis Montanar, Merlot Borc Dodòn, 2017, 750 ml",RED,9,8,38
v.82805.2001.b,"Denis Montanar, Refosco dal peduncolo rosso Borc Dodòn, 2001, 750 ml",RED,1,10,70
v.47664.2003.b,"Denis Montanar, Refosco dal peduncolo rosso Scodovacca, 2003, 750 ml",RED,4,12,65
v.47664.2012.b,"Denis Montanar, Refosco dal peduncolo rosso Scodovacca, 2012, 750 ml",RED,3,12,55
v.47664.2016.b,"Denis Montanar, Refosco dal peduncolo rosso Scodovacca, 2016, 750 ml",RED,8,11,50
v.47662.2002.b,"Denis Montanar, Verduzzo friulano Borc Dodòn, 2002, 750 ml",WHITE,1,10,55
v.15023.2013.b,"Descendientes J. Palacios, Pétalos, 2013, 750 ml",RED,2,13,52
v.8334.0.b,"Dettori, Renosu Bianco, 750 ml",WHITE,3,8,36
v.8253.0.b,"Dettori, Renosu Rosso, 750 ml",RED,7,9,38
v.6280.2001.b,"Dezi, Regina del Bosco, 2001, 750 ml",RED,2,17,70
v.52286.2004.b,"Dezi, Solagne, 2004, 750 ml",WHITE,2,10,48
v.5129.2011.b,"Di Majo Norante, Aglianico del Molise Riserva Contado, 2011, 750 ml",RED,2,7,40
v.5171.2001.b,"Di Majo Norante, Don Luigi Riserva, 2001, 750 ml",RED,2,14,55
v.7286.2004.b,"Didier Dagueneau, Pouilly-Fumé Blanc Fumé de Pouilly, 2004, 750 ml",WHITE,1,30,170
v.7286.2005.b,"Didier Dagueneau, Pouilly-Fumé Blanc Fumé de Pouilly, 2005, 750 ml",WHITE,3,30,170
v.4930.2003.b,"Didier Dagueneau, Pouilly-Fumé Buisson Renard, 2003, 750 ml",WHITE,2,90,300
v.4929.1998.c,"Didier Dagueneau, Pouilly-Fumé Pur Sang, 1998, 1500 ml",WHITE,1,160,680
v.4929.2005.c,"Didier Dagueneau, Pouilly-Fumé Pur Sang, 2005, 1500 ml",WHITE,1,160,580
v.3950.2005.c,"Didier Dagueneau, Pouilly-Fumé Silex, 2005, 1500 ml",WHITE,1,190,670
v.3950.2005.b,"Didier Dagueneau, Pouilly-Fumé Silex, 2005, 750 ml",WHITE,2,120,400
v.14457.2007.b,"Dolomytos Sacker, WeissWein, 2007, 750 ml",WHITE,1,17,70
v.14457.2014.b,"Dolomytos Sacker, WeissWein, 2014, 750 ml",WHITE,3,13,60
v.14457.2016.b,"Dolomytos Sacker, WeissWein, 2016, 750 ml",WHITE,1,15,65
v.80255.2017.b,"Domaine Bousquet, Pinot noir Reserve, 2017, 750 ml",RED,2,10,55
v.37113.2003.b,"Domaine de Beudon, Valais Fendand Les Vignes dans le Ciel, 2003, 750 ml",WHITE,4,20,60
v.15017.2003.b,"Domaine de Beudon, Valais Riesling x Sylvaner, 2003, 750 ml",WHITE,1,16,60
v.15017.2007.b,"Domaine de Beudon, Valais Riesling x Sylvaner, 2007, 750 ml",WHITE,3,15,55
v.80837.2022.b,"Domaine de la Janasse, Côtes du Rhône Blanc, 2022, 750 ml",WHITE,19,12,45
v.80838.2022.b,"Domaine de la Janasse, Viognier, 2022, 750 ml",WHITE,28,13,50
v.5478.2015.b,"Domaine de la Romanée-Conti, Grands Échézeaux Grand Cru, 2015, 750 ml",RED,1,2000,7000
v.5687.1988.b,"Domaine de la Romanée-Conti, La Tâche Monopole Grand Cru, 1988, 750 ml",RED,1,1200,4200
v.79075.2001.b,"Domaine de la Vieille Julienne, Châteauneuf-du-Pape Rouge, 2001, 750 ml",RED,1,30,135
v.40028.2012.b,"Domaine de Marcoux, Châteauneuf-du-Pape Rouge Vieilles Vignes, 2012, 750 ml",RED,2,50,140
v.35823.2017.b,"Domaine de Saint Pierre, Arbois Trois Terroirs, 2017, 750 ml",WHITE,2,28,100
v.9840.2007.b,"Domaine des Comtes Lafon, Meursault, 2007, 750 ml",WHITE,1,70,220
v.4184.2004.b,"Domaine des Comtes Lafon, Monthélie Les Duresses 1er Cru, 2004, 750 ml",RED,2,50,200
v.4184.2005.b,"Domaine des Comtes Lafon, Monthélie Les Duresses 1er Cru, 2005, 750 ml",RED,3,45,190
v.4184.2009.b,"Domaine des Comtes Lafon, Monthélie Les Duresses 1er Cru, 2009, 750 ml",RED,3,40,150
v.10269.2005.b,"Domaine des Perdrix, Nuits-Saint-Georges Aux Perdrix 1er Cru, 2005, 750 ml",RED,1,30,200
v.16120.2020.b,"Domaine du Bel Air, Bourgueil Jour de Soif, 2020, 750 ml",RED,3,8,40
v.32548.2004.b,"Domaine du Colombier, Chablis Bougros Grand Cru, 2004, 750 ml",WHITE,2,30,150
v.32546.2005.b,"Domaine du Colombier, Chablis Fourchaume 1er Cru, 2005, 750 ml",WHITE,3,40,140
v.32546.2016.b,"Domaine du Colombier, Chablis Fourchaume 1er Cru, 2016, 750 ml",WHITE,6,25,100
v.32551.2012.b,"Domaine du Colombier, Petit Chablis, 2012, 750 ml",WHITE,2,10,55
v.51966.2015.b,"Domaine du Salvard, Cheverny L'Heritière, 2015, 750 ml",WHITE,3,12,55
v.17280.1998.b,"Domaine Peyre Rose - Marlène Soria, Coteaux du Languedoc Clos des Cistes, 1998, 750 ml",RED,3,65,170
v.17280.2004.b,"Domaine Peyre Rose - Marlène Soria, Coteaux du Languedoc Clos des Cistes, 2004, 750 ml",RED,1,38,115
v.1682.2014.b,"Domaine Roy Frères, Auxey-Duresses Blanc Le Val 1er Cru, 2014, 750 ml",WHITE,2,14,60
v.6053.1995.b,"Domenico Clerico, Barbera d'Alba Trevigne, 1995, 750 ml",RED,1,14,80
v.6053.2019.b,"Domenico Clerico, Barbera d'Alba Trevigne, 2019, 750 ml",RED,2,14,
v.6053.2020.b,"Domenico Clerico, Barbera d'Alba Trevigne, 2020, 750 ml",RED,6,9,45
v.3761.2004.b,"Domenico Clerico, Barolo Pajana, 2004, 750 ml",RED,1,28,150
v.3761.2005.b,"Domenico Clerico, Barolo Pajana, 2005, 750 ml",RED,1,24,140
v.1715.2005.b,"Dominique Gallois, Charmes-Chambertin Grand Cru, 2005, 750 ml",RED,2,70,260
v.4959.2005.b,"Dominique Gallois, Gevrey-Chambertin La Combe aux Moines 1er Cru, 2005, 750 ml",RED,1,25,110
v.13524.2001.b,"Dominique Laurent Père et Fils, Chambertin Clos de Bèze, 2001, 750 ml",RED,2,150,420
v.5522.2002.b,"Dominique Laurent Père et Fils, Chambolle-Musigny Derrière la Grange 1er Cru, 2002, 750 ml",RED,1,60,300
v.68991.2004.b,"Dominique Laurent Père et Fils, Clos de la Roche Grand Cru, 2004, 750 ml",RED,2,80,250
v.3686.2000.b,"Dominique Laurent Père et Fils, Clos de Vougeot Grand Cru, 2000, 750 ml",RED,1,60,230
v.13525.2006.b,"Dominique Laurent Père et Fils, Échézeaux, 2006, 750 ml",RED,1,100,300
v.4024.2000.b,"Dominique Laurent Père et Fils, Nuits Saint-Georges Les Saint-Georges 1er Cru, 2000, 750 ml",RED,2,40,120
v.39378.2016.b,"Donnafugata, Etna Rosso Sul Vulcano, 2016, 750 ml",RED,2,10,50
v.5524.1999.b,"Donnafugata, Mille e una Notte, 1999, 750 ml",RED,1,40,160
v.7112.2005.b,"Donnafugata, Tancredi, 2005, 750 ml",RED,1,16,70
v.7112.2011.b,"Donnafugata, Tancredi, 2011, 750 ml",RED,2,14,50
v.3139.2003.b,"Dorigo, Cabernet Franc, 2003, 750 ml",RED,1,7,42
v.3129.1997.b,"Dorigo, Chardonnay Ronc di Juri, 1997, 750 ml",WHITE,1,10,70
v.3131.1999.b,"Dorigo, Montsclapade, 1999, 750 ml",RED,1,18,70
v.44924.2000.b,"Dorigo, Refosco dal peduncolo rosso Vigneto Montsclapade, 2000, 750 ml",RED,2,10,52
v.44924.2002.b,"Dorigo, Refosco dal peduncolo rosso Vigneto Montsclapade, 2002, 750 ml",RED,4,10,70
v.3133.2005.b,"Dorigo, Refosco dal peduncolo rosso, 2005, 750 ml",RED,1,7,48
v.82792.1994.b,"Dorigo, Schioppettino Vigneto Montsclapade, 1994, 750 ml",RED,1,10,55
v.3409.2010.b,"Doro Princic, Collio Malvasia Etichetta Blu, 2010, 750 ml",WHITE,1,9,60
v.3409.2013.b,"Doro Princic, Collio Malvasia Etichetta Blu, 2013, 750 ml",WHITE,2,13,50
v.9475.2005.b,"Doro Princic, Collio Pinot grigio, 2005, 750 ml",WHITE,3,13,56
v.9476.2012.b,"Doro Princic, Collio Sauvignon, 2012, 750 ml",WHITE,1,8,50
v.14460.2016.b,"Dr. Bürklin-Wolf, Riesling Ruppertsberger, 2016, 750 ml",WHITE,1,10,55
v.5527.2007.b,"Dr. Loosen, Riesling Spätlese Wehlener Sonnenuhr, 2007, 750 ml",WHITE,2,38,160
v.83549.2007.b,"Duca di Castelmonte, Antipodes, 2007, 750 ml",RED,2,10,40
v.6276.1997.b,"Duca di Salaparuta, Duca Enrico, 1997, 750 ml",RED,2,35,130
v.57560.2012.b,"Ducal, Rizling Rensky, 2012, 750 ml",WHITE,1,10,50
v.81444.2012.b,"Due Palme, Primitivo di Manduria SanGaetano, 2012, 750 ml",RED,6,10,40
v.44645.2010.b,"Due Palme, Salice Salentino Rosso Riserva Selvarossa Terra, 2010, 750 ml",RED,1,10,45
v.8119.2014.b,"Edi Simčič, Malvazija, 2014, 750 ml",WHITE,1,10,42
