external_id,full_details,type,quantity,internal_notes,price
v.16931.2014.b,"Jean Delobre - La Ferme des Sept Lunes, Saint Joseph Premier Quartier, 2014, 750 ml",RED,2,10,48
v.9856.2007.b,"Jean-Claude Ramonet, Chassagne-Montrachet Blanc Morgeot 1er Cru, 2007, 750 ml",WHITE,3,70,350
v.9860.2007.b,"Jean-Claude Ramonet, Chassagne-Montrachet Rouge Clos de la Boudriotte 1er Cru, 2007, 750 ml",RED,2,40,200
v.9743.2009.b,"Jean-Jacques Confuron, Chambolle-Musigny, 2009, 750 ml",RED,2,50,170
v.9747.2003.b,"Jean-Jacques Confuron, Nuits-Saint-Georges Les Chaboeufs 1er Cru, 2003, 750 ml",RED,1,40,150
v.9747.2007.b,"Jean-Jacques Confuron, Nuits-Saint-Georges Les Chaboeufs 1er Cru, 2007, 750 ml",RED,1,36,140
v.9745.2007.b,"Jean-Jacques Confuron, Nuits-Saint-Georges Les Fleurières, 2007, 750 ml",RED,1,30,120
v.84699.2004.b,"Jean-Michel Guillon & Fils, Clos de Vougeot Grand Cru, 2004, 750 ml",RED,3,50,200
v.84698.2004.b,"Jean-Michel Guillon & Fils, Gevrey-Chambertin Les Champonnets 1er Cru, 2004, 750 ml",RED,6,30,110
v.1167.2002.b,"Jermann, Vintage Tunina, 2002, 750 ml",WHITE,1,14,95
v.13376.2015.b,"Johannes Zillinger, Riesling Numen, 2015, 750 ml",WHITE,3,10,50
v.16552.1990.b,"Joseph Drouhin, Chambolle-Musigny Les Amoureuses 1er Cru, 1990, 750 ml",RED,8,300,1200
v.58229.1983.b,"Joseph Drouhin, Clos de la Roche Grand Cru, 1983, 750 ml",RED,4,120,540
v.6955.2013.b,"Joseph Drouhin, Côte de Beaune Rouge, 2013, 750 ml",RED,1,20,65
v.80249.1999.b,"Joseph Phelps, Napa Valley Merlot, 1999, 750 ml",RED,2,40,150
v.1612.2011.b,"Josetta Saffirio, Barolo, 2011, 750 ml",RED,2,17,70
v.52699.2015.b,"Kabaj, Beli pinot, 2015, 750 ml",WHITE,1,10,42
v.3571.1995.b,"Kante, Carso Terrano, 1995, 750 ml",RED,2,17,75
v.3571.1999.b,"Kante, Carso Terrano, 1999, 750 ml",RED,2,17,70
v.3568.2005.o,"Kante, Carso Vitovska, 2005, 1000 ml",WHITE,1,20,75
v.34684.2007.b,"Karlsmühle Peter Geiben, Riesling Kabinett Feinherb Lorenzhöfer, 2007, 750 ml",WHITE,2,100,270
v.82804.2010.b,"Kerin, Malvazia, 2010, 750 ml",WHITE,2,7,45
v.82803.2010.c,"Kerin, Teran, 2010, 1500 ml",RED,1,22,90
v.82803.2010.b,"Kerin, Teran, 2010, 750 ml",RED,5,7,45
v.37013.2015.b,"Kettmeir, Pinot bianco, 2015, 750 ml",WHITE,3,8,45
v.37013.2017.b,"Kettmeir, Pinot bianco, 2017, 750 ml",WHITE,3,8,45
v.52697.2016.b,"Klabjan, Malvazija, 2016, 750 ml",WHITE,2,10,45
v.52697.2017.b,"Klabjan, Malvazija, 2017, 750 ml",WHITE,3,10,40
v.48614.2012.b,"Klaus Lentsch, Blauburgunder Riserva Bachgart, 2012, 750 ml",RED,2,10,50
v.48611.2018.b,"Klaus Lentsch, Gewürztraminer Amperg, 2018, 750 ml",WHITE,1,9,45
v.49726.2020.b,"Kmetija Hedele, Chardonnay, 2020, 750 ml",WHITE,11,14,48
v.15952.2016.b,"Kmetija Hedele, Malvazija, 2016, 750 ml",WHITE,1,10,42
v.48755.2017.b,"Kmetija Hedele, Sauvignon, 2017, 750 ml",WHITE,1,10,45
v.80095.2019.b,"Kmetija Hedele, Vipava Sauvignon Obelunec, 2019, 750 ml",WHITE,27,21,60
v.36212.2002.b,"Köfelgut, Blauburgunder Fleck, 2002, 750 ml",RED,1,13,65
v.82844.2005.b,"Köfelgut, Gewürztraminer, 2005, 750 ml",WHITE,1,10,55
v.14484.2014.b,"Kollerhof Mazon, Pinot nero, 2014, 750 ml",RED,3,10,48
v.12355.2018.b,"Kozlovic, Malvazija, 2018, 750 ml",WHITE,2,10,40
v.11828.2003.b,"La Busattina, Ciliegiolo, 2003, 750 ml",RED,2,12,55
v.11826.2003.b,"La Busattina, Terre Eteree, 2003, 750 ml",RED,1,10,50
v.11826.2004.b,"La Busattina, Terre Eteree, 2004, 750 ml",RED,1,10,50
v.11826.2006.b,"La Busattina, Terre Eteree, 2006, 750 ml",RED,1,10,50
v.7810.2013.b,"La Ca' Növa, Barbaresco Montestefano, 2013, 750 ml",RED,2,10,52
v.39221.2012.b,"La Cadalora, Pinot nero Vignalet, 2012, 750 ml",RED,3,10,45
v.8724.1995.c,"La Castellada, Bianco della Castellada, 1995, 1500 ml",WHITE,1,30,120
v.8724.1995.b,"La Castellada, Bianco della Castellada, 1995, 750 ml",WHITE,2,16,72
v.8724.2011.b,"La Castellada, Bianco della Castellada, 2011, 750 ml",WHITE,1,8,50
v.40413.2007.c,"La Castellada, Chardonnay, 2007, 1500 ml",WHITE,1,2,100
v.1333.2004.b,"La Castellada, Collio Friulano, 2004, 750 ml",WHITE,2,14,65
v.8725.1996.b,"La Castellada, Collio Rosso della Castellada, 1996, 750 ml",RED,5,20,80
v.8725.1997.b,"La Castellada, Collio Rosso della Castellada, 1997, 750 ml",RED,1,20,80
v.8725.1998.b,"La Castellada, Collio Rosso della Castellada, 1998, 750 ml",RED,1,18,75
v.8725.1999.b,"La Castellada, Collio Rosso della Castellada, 1999, 750 ml",RED,3,18,75
v.8725.2000.b,"La Castellada, Collio Rosso della Castellada, 2000, 750 ml",RED,1,18,70
v.8725.2001.b,"La Castellada, Collio Rosso della Castellada, 2001, 750 ml",RED,3,17,65
v.8725.2004.b,"La Castellada, Collio Rosso della Castellada, 2004, 750 ml",RED,4,16,65
v.8725.2006.b,"La Castellada, Collio Rosso della Castellada, 2006, 750 ml",RED,1,15,62
v.8725.2007.b,"La Castellada, Collio Rosso della Castellada, 2007, 750 ml",RED,1,15,62
v.10259.2005.b,"La Castellada, Merlot, 2005, 750 ml",RED,1,18,55
v.1335.1997.b,"La Castellada, Ribolla gialla, 1997, 750 ml",WHITE,1,10,75
v.1335.2002.b,"La Castellada, Ribolla gialla, 2002, 750 ml",WHITE,2,18,65
v.1335.2006.b,"La Castellada, Ribolla gialla, 2006, 750 ml",WHITE,2,9,62
v.1335.2009.b,"La Castellada, Ribolla gialla, 2009, 750 ml",WHITE,2,9,52
v.1335.2010.b,"La Castellada, Ribolla gialla, 2010, 750 ml",WHITE,3,9,52
v.8726.1997.b,"La Castellada, Sauvignon, 1997, 750 ml",WHITE,1,16,70
v.8726.2012.b,"La Castellada, Sauvignon, 2012, 750 ml",WHITE,1,16,55
v.4238.1997.b,"La Cerbaiola Salvioni, Brunello di Montalcino, 1997, 750 ml",RED,1,90,340
v.13584.2005.b,"La Colombera, Derthona Timorasso, 2005, 750 ml",WHITE,1,18,70
v.59285.2008.b,"La Commanderia dell'Anastasis, Anàstasis, 2008, 750 ml",RED,2,18,65
v.32538.2013.b,"La Lastra, Vernaccia di San Gimignano Riserva, 2013, 750 ml",WHITE,2,12,48
v.143.2002.b,"La Montecchia - Conte Emo Capodilista, Cabernet franc Godimondo, 2002, 750 ml",RED,2,12,50
v.12291.2006.b,"La Mozza, Aragone, 2006, 750 ml",RED,2,10,55
v.56708.2017.b,"La Plantze, Al Mister Prodotto in Anfora, 2017, 750 ml",WHITE,5,10,50
v.83916.2012.b,"La Préceptorie de Centernach, Maury Blanc Les Terres Nouvelles, 2012, 750 ml",WHITE,3,12,60
v.48369.2006.b,"La Préceptorie de Centernach, Maury Coume Marie, 2006, 750 ml",RED,5,10,60
v.9566.2004.c,"La Rasina, Brunello di Montalcino, 2004, 1500 ml",RED,1,40,230
v.9566.2004.b,"La Rasina, Brunello di Montalcino, 2004, 750 ml",RED,2,16,80
v.9568.2009.b,"La Rasina, Rosso di Montalcino, 2009, 750 ml",RED,3,10,48
v.12349.2013.b,"La Roncaia, Bianco Eclisse, 2013, 750 ml",WHITE,1,10,48
v.6118.2008.b,"La Sibilla, Falanghina CRUna deLago, 2008, 750 ml",WHITE,2,12,55
v.3782.2007.b,"La Spinetta, Barbaresco Vigneto Bordini, 2007, 750 ml",RED,2,28,120
v.3773.2001.b,"La Spinetta, Barolo Vürsù Campè, 2001, 750 ml",RED,2,50,260
v.83771.2004.b,"La Stoppa, Colli Piacentini Gutturnio, 2004, 750 ml",RED,3,12,55
v.1281.2011.b,"La Stoppa, Macchiona, 2011, 750 ml",RED,5,10,52
v.1283.2004.b,"La Stoppa, Stoppa Rosso, 2004, 750 ml",RED,7,10,50
v.1276.2017.b,"La Tosa, Colli Piacentini Malvasia Sorriso di Cielo, 2017, 750 ml",WHITE,1,10,42
v.1276.2018.b,"La Tosa, Colli Piacentini Malvasia Sorriso di Cielo, 2018, 750 ml",WHITE,1,10,42
v.5667.2009.b,"La Viarte, Merlot, 2009, 750 ml",RED,1,10,50
v.9459.2000.b,"La Viarte, Refosco dal peduncolo rosso, 2000, 750 ml",RED,1,8,50
v.9459.2005.b,"La Viarte, Refosco dal peduncolo rosso, 2005, 750 ml",RED,1,11,45
v.5669.2012.b,"La Viarte, Ribolla gialla, 2012, 750 ml",WHITE,1,7,45
v.5664.2013.b,"La Viarte, Sauvignon, 2013, 750 ml",WHITE,1,10,48
v.14236.2012.b,"La Vigne, Il Ciliegino, 2012, 750 ml",RED,2,9,45
v.40520.2014.b,"L'Aietta, Brunello di Montalcino, 2014, 750 ml",RED,2,13,70
v.74684.2003.b,"Laiolo Reginin, Barbera d'Asti Superiore Da Sul, 2003, 750 ml",RED,2,10,40
v.5533.2013.b,"Lamole di Lamole, Chianti Classico Riserva, 2013, 750 ml",RED,3,10,55
v.3197.2014.b,"Lamole di Lamole, Chianti Classico, 2014, 750 ml",RED,2,10,45
v.40108.2006.b,"Lapostolle, Cabernet sauvignon Cuvée Alexandre, 2006, 750 ml",RED,3,20,80
v.40110.1996.b,"Lapostolle, Merlot Cuvée Alexandre, 1996, 750 ml",RED,1,22,90
v.40110.1997.b,"Lapostolle, Merlot Cuvée Alexandre, 1997, 750 ml",RED,1,22,90
v.10994.2011.b,"L'Archetipo, Aglianico, 2011, 750 ml",RED,6,8,40
v.16801.2015.b,"L'Archetipo, Fiano Minutolo, 2015, 750 ml",WHITE,3,8,40
v.16799.2015.b,"L'Archetipo, Greco bianco, 2015, 750 ml",WHITE,3,9,38
v.16798.2015.b,"L'Archetipo, Niuru Maru, 2015, 750 ml",RED,1,10,60
v.84733.2002.b,"Larmandier-Bernier, Coteaux Champenois Vertus Rouge 1er Cru, 2002, 750 ml",RED,2,20,100
v.35040.2010.b,"Laurent Combier, Crozes-Hermitage Rouge, 2010, 750 ml",RED,2,25,90
v.35040.2016.b,"Laurent Combier, Crozes-Hermitage Rouge, 2016, 750 ml",RED,3,14,60
v.10515.2017.b,"Le Battistelle, Soave Classico Roccolo del Durlo, 2017, 750 ml",WHITE,3,10,40
v.15293.2000.b,"Le Calcinaie, Vernaccia di San Gimignano Riserva Vigna ai Sassi, 2000, 750 ml",WHITE,3,9,45
v.83836.2002.b,"Le Clos du Tue-Bœuf, Chardonnay, 2002, 750 ml",WHITE,3,20,90
v.65987.2000.b,"Le Due Terre, Implicito, 2000, 750 ml",WHITE,1,25,80
v.65987.2001.b,"Le Due Terre, Implicito, 2001, 750 ml",WHITE,1,25,75
v.1233.2001.b,"Le Due Terre, Merlot, 2001, 750 ml",RED,1,16,70
v.1233.2018.b,"Le Due Terre, Merlot, 2018, 750 ml",RED,1,12,50
v.5348.2000.b,"Le Due Terre, Pinot nero, 2000, 750 ml",RED,1,15,70
v.5348.2002.b,"Le Due Terre, Pinot nero, 2002, 750 ml",RED,1,15,65
v.1162.2008.b,"Le Due Terre, Sacrisassi Bianco, 2008, 750 ml",WHITE,2,13,67
v.1162.2009.b,"Le Due Terre, Sacrisassi Bianco, 2009, 750 ml",WHITE,2,13,60
v.1162.2017.b,"Le Due Terre, Sacrisassi Bianco, 2017, 750 ml",WHITE,4,10,50
v.1162.2019.b,"Le Due Terre, Sacrisassi Bianco, 2019, 750 ml",WHITE,14,10,48
v.3880.1996.b,"Le Due Terre, Sacrisassi Rosso, 1996, 750 ml",RED,1,16,85
v.3880.1997.b,"Le Due Terre, Sacrisassi Rosso, 1997, 750 ml",RED,1,15,90
v.3880.2003.b,"Le Due Terre, Sacrisassi Rosso, 2003, 750 ml",RED,1,14,55
v.3880.2007.b,"Le Due Terre, Sacrisassi Rosso, 2007, 750 ml",RED,2,16,60
v.3880.2010.b,"Le Due Terre, Sacrisassi Rosso, 2010, 750 ml",RED,2,14,52
v.3880.2011.b,"Le Due Terre, Sacrisassi Rosso, 2011, 750 ml",RED,1,10,50
v.3880.2018.c,"Le Due Terre, Sacrisassi Rosso, 2018, 1500 ml",RED,1,20,100
v.32755.1999.b,"Le Farnete, Carmignano Riserva, 1999, 750 ml",RED,2,10,55
v.10463.2011.b,"Le Guaite, Valpolicella Ripasso, 2011, 750 ml",RED,1,10,56
v.32716.1999.b,"Le Macchiole, Macchiole, 1999, 750 ml",RED,3,39,180
v.465.2003.b,"Le Macchiole, Messorio, 2003, 750 ml",RED,2,100,360
v.465.2004.b,"Le Macchiole, Messorio, 2004, 750 ml",RED,2,100,360
v.462.1999.b,"Le Macchiole, Paleo Rosso, 1999, 750 ml",RED,1,40,200
v.3579.2015.c,"Le Monde, Pinot bianco, 2015, 1500 ml",WHITE,1,30,90
v.3579.2016.c,"Le Monde, Pinot bianco, 2016, 1500 ml",WHITE,1,14,65
v.924.2007.c,"Le Piane, Boca, 2007, 1500 ml",RED,1,17,90
v.9974.2014.b,"Le Rose, Colle dei Marmi, 2014, 750 ml",WHITE,3,10,45
v.6704.2008.b,"Le Vigne di Zamò, Cabernet, 2008, 750 ml",RED,1,9,45
v.6729.1991.b,"Le Vigne di Zamò, Colli Orientali del Friuli Rosazzo Ronco dei Roseti, 1991, 750 ml",RED,2,17,70
v.6729.1992.b,"Le Vigne di Zamò, Colli Orientali del Friuli Rosazzo Ronco dei Roseti, 1992, 750 ml",RED,1,18,75
v.6729.1993.b,"Le Vigne di Zamò, Colli Orientali del Friuli Rosazzo Ronco dei Roseti, 1993, 750 ml",RED,1,18,70
v.6729.1994.b,"Le Vigne di Zamò, Colli Orientali del Friuli Rosazzo Ronco dei Roseti, 1994, 750 ml",RED,1,10,65
v.6729.1995.c,"Le Vigne di Zamò, Colli Orientali del Friuli Rosazzo Ronco dei Roseti, 1995, 1500 ml",RED,1,40,120
v.6729.2004.b,"Le Vigne di Zamò, Colli Orientali del Friuli Rosazzo Ronco dei Roseti, 2004, 750 ml",RED,1,10,45
v.8251.2016.b,"Le Vigne di Zamò, Friulano No Name, 2016, 750 ml",WHITE,1,10,45
v.3584.2000.b,"Le Vigne di Zamò, Friulano Vigne Cinquant'anni, 2000, 750 ml",WHITE,1,13,55
v.3584.2001.b,"Le Vigne di Zamò, Friulano Vigne Cinquant'anni, 2001, 750 ml",WHITE,3,17,65
v.3584.2005.b,"Le Vigne di Zamò, Friulano Vigne Cinquant'anni, 2005, 750 ml",WHITE,1,20,90
v.5353.2006.b,"Le Vigne di Zamò, Il Re Fosco, 2006, 750 ml",RED,1,10,45
v.5353.2007.b,"Le Vigne di Zamò, Il Re Fosco, 2007, 750 ml",RED,2,10,52
v.5353.2009.b,"Le Vigne di Zamò, Il Re Fosco, 2009, 750 ml",RED,1,10,50
v.3581.2010.b,"Le Vigne di Zamò, Malvasia, 2010, 750 ml",WHITE,1,10,55
v.3882.2000.b,"Le Vigne di Zamò, Merlot Vigne Cinquant'anni, 2000, 750 ml",RED,1,10,50
v.3882.2013.b,"Le Vigne di Zamò, Merlot Vigne Cinquant'anni, 2013, 750 ml",RED,1,10,45
v.6701.2004.b,"Le Vigne di Zamò, Merlot, 2004, 750 ml",RED,1,10,48
v.6701.2006.b,"Le Vigne di Zamò, Merlot, 2006, 750 ml",RED,1,10,42
v.6701.2008.b,"Le Vigne di Zamò, Merlot, 2008, 750 ml",RED,1,10,45
v.3585.2004.b,"Le Vigne di Zamò, Pignolo, 2004, 750 ml",RED,1,10,50
v.6703.2009.b,"Le Vigne di Zamò, Refosco dal peduncolo rosso, 2009, 750 ml",RED,3,9,45
v.6703.2012.b,"Le Vigne di Zamò, Refosco dal peduncolo rosso, 2012, 750 ml",RED,2,9,45
v.5354.2004.b,"Le Vigne di Zamò, Ribolla gialla, 2004, 750 ml",WHITE,2,10,52
v.3582.2003.b,"Le Vigne di Zamò, Ronco delle Acacie, 2003, 750 ml",WHITE,2,16,62
v.3582.2005.b,"Le Vigne di Zamò, Ronco delle Acacie, 2005, 750 ml",WHITE,2,15,58
v.3582.2006.b,"Le Vigne di Zamò, Ronco delle Acacie, 2006, 750 ml",WHITE,2,14,55
v.3582.2007.b,"Le Vigne di Zamò, Ronco delle Acacie, 2007, 750 ml",WHITE,3,12,50
v.3582.2010.b,"Le Vigne di Zamò, Ronco delle Acacie, 2010, 750 ml",WHITE,3,10,48
v.3582.2015.b,"Le Vigne di Zamò, Ronco delle Acacie, 2015, 750 ml",WHITE,2,11,40
v.44105.2001.b,"Le Vigne di Zamò, Schioppettino, 2001, 750 ml",RED,1,10,52
v.44105.2003.b,"Le Vigne di Zamò, Schioppettino, 2003, 750 ml",RED,4,9,45
v.44105.2006.b,"Le Vigne di Zamò, Schioppettino, 2006, 750 ml",RED,3,9,45
v.44108.2000.b,"Le Vigne di Zamò, Tazzelenghe, 2000, 750 ml",RED,1,10,50
v.83959.2003.b,"Leo Hillinger, Blaufränkisch, 2003, 750 ml",RED,2,14,65
v.19508.2001.b,"Léon Barral, Faugères, 2001, 750 ml",RED,1,28,80
v.32370.1999.b,"Léon Beyer, Gewürztraminer, 1999, 750 ml",WHITE,1,28,110
v.83834.2018.b,"Leonardo Bagella, Cannonau di Sardegna 1 Sorso, 2018, 750 ml",RED,1,9,40
v.7107.2000.b,"Leone De Castris 1665, Five Roses, 2000, 750 ml",Rosato,1,12,55
v.7107.2005.b,"Leone De Castris 1665, Five Roses, 2005, 750 ml",Rosato,3,10,48
v.10715.1999.b,"Leone De Castris 1665, Primitivo di Manduria Villa Santera, 1999, 750 ml",RED,1,16,70
v.8635.2001.b,"Leone De Castris 1665, Salice Salentino Riserva Donna Lisa, 2001, 750 ml",RED,2,12,50
v.5966.1998.b,"Leone De Castris 1665, Salice Salentino Riserva, 1998, 750 ml",RED,1,17,70
v.9426.1967.b,"Leroy (Domaine), Corton-Renardes Grand Cru, 1967, 750 ml",RED,1,600,2500
v.8139.2007.b,"Leroy (Maison), Bourgogne Rouge, 2007, 750 ml",RED,12,50,200
v.84735.1967.b,"Leroy (Maison), Charmes-Chambertin Grand Cru, 1967, 750 ml",RED,1,1200,4000
v.84694.1957.b,"Leroy (Maison), Nuits-Saint-Georges Les Porets 1er Cru, 1957, 750 ml",RED,1,420,1500
v.19489.2015.b,"Les Vins Pirouettes, Pinot noir de Hubert & Christian, 2015, 750 ml",RED,3,9,45
v.58615.2022.b,"Leya, Terlano Classico Pinot bianco, 2022, 750 ml",WHITE,3,15,42
v.83833.2014.b,"Librandi, Cirò Rosato, 2014, 750 ml",Rosato,2,9,40
v.7901.2014.b,"Librandi, Efeso, 2014, 750 ml",WHITE,4,9,40
v.6233.2011.b,"Librandi, Gravello, 2011, 750 ml",RED,1,10,50
v.47887.2011.b,"Lieselehof, Amadeus, 2011, 750 ml",RED,3,10,45
v.47887.2012.b,"Lieselehof, Amadeus, 2012, 750 ml",RED,1,10,45
v.4816.2007.b,"Lis Neris, Chardonnay Jurosa, 2007, 750 ml",WHITE,1,10,50
v.3106.2014.b,"Lis Neris, Pinot grigio, 2014, 750 ml",WHITE,1,8,45
v.7188.2014.b,"Livio Felluga, Abbazia di Rosazzo, 2014, 750 ml",WHITE,1,10,50
v.7188.2018.c,"Livio Felluga, Abbazia di Rosazzo, 2018, 1500 ml",WHITE,1,20,100
v.4798.2007.b,"Livio Felluga, Illivio, 2007, 750 ml",WHITE,4,16,50
v.5358.2005.b,"Livio Felluga, Refosco dal peduncolo rosso, 2005, 750 ml",RED,1,10,60
v.5358.2006.b,"Livio Felluga, Refosco dal peduncolo rosso, 2006, 750 ml",RED,1,10,60
v.5358.2014.b,"Livio Felluga, Refosco dal peduncolo rosso, 2014, 750 ml",RED,2,11,52
v.6727.2000.b,"Livio Felluga, Sossò Riserva, 2000, 750 ml",RED,2,24,85
v.6727.2004.b,"Livio Felluga, Sossò Riserva, 2004, 750 ml",RED,5,14,72
v.6727.2007.b,"Livio Felluga, Sossò Riserva, 2007, 750 ml",RED,2,12,67
v.1165.1996.b,"Livio Felluga, Terre Alte, 1996, 750 ml",WHITE,1,20,90
v.1165.2001.b,"Livio Felluga, Terre Alte, 2001, 750 ml",WHITE,3,18,82
v.1165.2007.b,"Livio Felluga, Terre Alte, 2007, 750 ml",WHITE,1,10,60
v.1165.2008.b,"Livio Felluga, Terre Alte, 2008, 750 ml",WHITE,4,14,72
v.1165.2010.b,"Livio Felluga, Terre Alte, 2010, 750 ml",WHITE,3,14,70
v.1165.2011.c,"Livio Felluga, Terre Alte, 2011, 1500 ml",WHITE,1,25,125
v.1165.2015.b,"Livio Felluga, Terre Alte, 2015, 750 ml",WHITE,1,12,62
v.8950.1999.b,"Livon, Braide Alte, 1999, 750 ml",WHITE,1,13,85
v.8950.2007.b,"Livon, Braide Alte, 2007, 750 ml",WHITE,1,14,70
v.58645.2003.b,"Livon, Colli Orientali del Friuli Refosco dal peduncolo rosso, 2003, 750 ml",RED,2,10,50
v.44330.1997.b,"Livon, Collio Cabernet franc Arborizza, 1997, 750 ml",RED,1,10,70
v.44326.2006.b,"Livon, Schioppettino Picotis, 2006, 750 ml",RED,1,7,50
v.6330.2006.b,"Livon, TiareBlù, 2006, 750 ml",RED,3,12,55
v.46373.2017.b,"Lo Triolet, Pinot gris, 2017, 750 ml",WHITE,3,8,40
v.83029.2013.b,"Longariva, Pinot bianco Pergole, 2013, 750 ml",WHITE,2,10,45
v.203.2013.b,"Loredan Gasparini - Venegazzù, Capo di Stato, 2013, 750 ml",RED,2,22,95
v.4270.2007.b,"Louis Carillon et Fils, Puligny-Montrachet Les Champs Canet 1er Cru, 2007, 750 ml",WHITE,1,30,150
v.5960.2021.b,"Louis Jadot, Bourgogne Pinot noir, 2021, 750 ml",RED,4,19,70
v.32514.1993.b,"Louis Jadot, Chambolle-Musigny, 1993, 750 ml",RED,1,48,180
v.32486.1998.b,"Louis Jadot, Corton Pougets Grand Cru, 1998, 750 ml",RED,1,42,170
v.32471.1999.b,"Louis Jadot, Meursault Blagny 1er Cru, 1999, 750 ml",WHITE,2,50,170
v.32475.2001.b,"Louis Jadot, Montrachet Grand Cru, 2001, 750 ml",WHITE,1,320,1320
v.32478.1998.b,"Louis Jadot, Pouilly-Fuissé, 1998, 750 ml",WHITE,2,24,90
v.32505.2000.b,"Louis Jadot, Vosne-Romanée, 2000, 750 ml",RED,1,42,150
v.32772.1998.b,"Louis Latour, Corton-Charlemagne Grand Cru, 1998, 750 ml",WHITE,1,50,200
v.4985.2007.b,"Luigi Tecce, Taurasi Poliphemo Vecchie Vigne, 2007, 750 ml",RED,2,15,70
v.11430.2007.b,"Lunelli - Tenuta Margon, Pinot nero Maso Montalto, 2007, 750 ml",RED,1,12,60
v.11430.2010.b,"Lunelli - Tenuta Margon, Pinot nero Maso Montalto, 2010, 750 ml",RED,2,11,55
v.944.1992.b,"Lungarotti, Torgiano Rosso Riserva Rubesco, 1992, 750 ml",RED,1,12,80
v.191.2000.b,"Maculan, Fratta, 2000, 750 ml",RED,1,35,130
v.191.2005.b,"Maculan, Fratta, 2005, 750 ml",RED,2,30,110
v.43347.2014.b,"Magis, Colli Orientali del Friuli Nero Magis, 2014, 750 ml",RED,9,14,60
v.9187.2015.c,"Magnás, Malvasia Istriana, 2015, 1500 ml",WHITE,1,20,70
v.15072.2000.b,"Maison Valette, Mâcon-Chaintré Vieilles Vignes, 2000, 750 ml",WHITE,2,24,100
v.15072.2004.b,"Maison Valette, Mâcon-Chaintré Vieilles Vignes, 2004, 750 ml",WHITE,1,20,80
v.13630.2015.b,"Maixei, Riviera Ligure di Ponente Vermentino, 2015, 750 ml",WHITE,1,16,45
v.62370.2009.b,"Mancini, Colli Pesaresi Pinot noir Focara Rive, 2009, 750 ml",RED,1,13,65
v.62370.2011.b,"Mancini, Colli Pesaresi Pinot noir Focara Rive, 2011, 750 ml",RED,3,12,60
v.49837.2010.b,"Mancini, Colli Pesaresi Pinot noir Focara, 2010, 750 ml",RED,4,9,45
v.62545.2010.b,"Mancini, Sangiovese Rive, 2010, 750 ml",RED,2,9,45
v.1128.2010.b,"Manincor, Pinot nero Mason di Mason, 2010, 750 ml",RED,1,14,65
v.14735.2009.b,"Manincor, Sauvignon blanc Lieben Aich, 2009, 750 ml",WHITE,2,16,70
v.7296.2011.b,"Marcel Deiss, Alsace Blanc, 2011, 750 ml",WHITE,2,15,60
v.9607.2001.b,"Marcel Deiss, Burlenberg La Colline Brûlée, 2001, 750 ml",RED,3,14,70
v.1650.2001.b,"Marcel Deiss, Engelgarten Le Jardin des Anges 1er Cru, 2001, 750 ml",WHITE,2,20,95
v.79356.2000.b,"Marcel Deiss, Gewürztraminer Saint-Hippolyte, 2000, 750 ml",WHITE,2,10,75
v.83956.1994.b,"Marcel Deiss, Pinot gris Bergheim Vendanges Tardives, 1994, 750 ml",WHITE,2,18,100
v.12163.2013.b,"Marcel et Mathieu Lapierre, Beaujolais-Villages Château Cambon, 2013, 750 ml",RED,2,10,55
v.230.1996.b,"Marchesi Antinori, Brunello di Montalcino Pian delle Vigne, 1996, 750 ml",RED,2,22,130
v.14318.1997.b,"Marchesi Antinori, Chianti Classico Riserva Tenute Marchese Antinori, 1997, 750 ml",RED,1,10,70
v.4103.1997.b,"Marchesi Antinori, Chianti Classico Riserva Villa Antinori, 1997, 750 ml",RED,1,18,65
v.225.1994.b,"Marchesi Antinori, Solaia, 1994, 750 ml",RED,1,100,440
v.225.1995.b,"Marchesi Antinori, Solaia, 1995, 750 ml",RED,1,140,550
v.225.1996.b,"Marchesi Antinori, Solaia, 1996, 750 ml",RED,1,150,500
v.225.1997.b,"Marchesi Antinori, Solaia, 1997, 750 ml",RED,3,220,800
v.225.1999.b,"Marchesi Antinori, Solaia, 1999, 750 ml",RED,3,200,700
v.225.2005.b,"Marchesi Antinori, Solaia, 2005, 750 ml",RED,1,170,550
v.225.2007.b,"Marchesi Antinori, Solaia, 2007, 750 ml",RED,2,150,500
v.224.1979.b,"Marchesi Antinori, Tignanello, 1979, 750 ml",RED,1,90,380
v.224.1980.b,"Marchesi Antinori, Tignanello, 1980, 750 ml",RED,1,80,340
v.224.1981.b,"Marchesi Antinori, Tignanello, 1981, 750 ml",RED,1,80,330
v.224.1982.b,"Marchesi Antinori, Tignanello, 1982, 750 ml",RED,1,76,310
v.224.1983.b,"Marchesi Antinori, Tignanello, 1983, 750 ml",RED,1,80,330
v.224.1986.b,"Marchesi Antinori, Tignanello, 1986, 750 ml",RED,1,70,280
v.224.1988.b,"Marchesi Antinori, Tignanello, 1988, 750 ml",RED,2,65,250
v.224.1990.b,"Marchesi Antinori, Tignanello, 1990, 750 ml",RED,3,70,240
v.224.1995.b,"Marchesi Antinori, Tignanello, 1995, 750 ml",RED,6,60,250
v.224.1996.b,"Marchesi Antinori, Tignanello, 1996, 750 ml",RED,1,60,250
v.224.2005.b,"Marchesi Antinori, Tignanello, 2005, 750 ml",RED,3,45,180
v.224.2008.b,"Marchesi Antinori, Tignanello, 2008, 750 ml",RED,1,38,160
v.224.2009.b,"Marchesi Antinori, Tignanello, 2009, 750 ml",RED,1,40,160
